energy_ev,total_up,P_s_up,P_p_up,Ru_p_up,Ru_d_up,Se_s_up,Se_p_up
-6.00000000,3.24222568,0.00652078,1.02696327,1.91423519,1.71092614,0.02174070,0.74195086
-5.99399700,3.22232106,0.00675354,1.00024653,1.87992558,1.69150089,0.02213185,0.74904408
-5.98799400,3.19871127,0.00697035,0.97300443,1.84176635,1.67119690,0.02251336,0.75451871
-5.98199100,3.17122515,0.00716750,0.94540774,1.80008694,1.65000458,0.02287779,0.75820629
-5.97598799,3.13969797,0.00734148,0.91760658,1.75526097,1.62788364,0.02321801,0.75996381
-5.96998499,3.10397282,0.00748909,0.88972697,1.70769227,1.60476420,0.02352728,0.75967593
-5.96398199,3.06390328,0.00760753,0.86186864,1.65780098,1.58054967,0.02379932,0.75725681
-5.95797899,3.01935766,0.00769447,0.83410398,1.60601026,1.55512138,0.02402839,0.75265146
-5.95197599,2.97022490,0.00774815,0.80647857,1.55273447,1.52834514,0.02420931,0.74583668
-5.94597299,2.91642218,0.00776737,0.77901305,1.49836930,1.50007934,0.02433752,0.73682163
-5.93996998,2.85790410,0.00775155,0.75170639,1.44328425,1.47018447,0.02440908,0.72564805
-5.93396698,2.79467292,0.00770075,0.72454042,1.38781765,1.43853359,0.02442072,0.71239008
-5.92796398,2.72678948,0.00761563,0.69748528,1.33227436,1.40502323,0.02436987,0.69715382
-5.92196098,2.65438404,0.00749745,0.67050556,1.27692592,1.36958421,0.02425471,0.68007642
-5.91595798,2.57766636,0.00734800,0.64356671,1.22201290,1.33219169,0.02407418,0.66132483
-5.90995498,2.49693430,0.00716956,0.61664140,1.16774910,1.29287400,0.02382804,0.64109416
-5.90395198,2.41258012,0.00696484,0.58971534,1.11432703,1.25171953,0.02351692,0.61960556
-5.89794897,2.32509396,0.00673687,0.56279238,1.06192420,1.20888146,0.02314231,0.59710369
-5.89194597,2.23506397,0.00648896,0.53589839,1.01070957,1.16457977,0.02270664,0.57385366
-5.88594297,2.14317268,0.00622460,0.50908387,0.96084970,1.11910052,0.02221325,0.55013758
-5.87993997,2.05018964,0.00594736,0.48242506,0.91251412,1.07279231,0.02166641,0.52625056
-5.87393697,1.95696028,0.00566083,0.45602344,0.86587948,1.02605990,0.02107128,0.50249644
-5.86793397,1.86439133,0.00536856,0.43000386,0.82113218,0.97935556,0.02043385,0.47918305
-5.86193097,1.77343329,0.00507396,0.40451117,0.77846947,0.93316818,0.01976085,0.45661728
-5.85592796,1.68506057,0.00478028,0.37970578,0.73809874,0.88801084,0.01905966,0.43509995
-5.84992496,1.60025011,0.00449054,0.35575822,0.70023525,0.84440741,0.01833819,0.41492072
-5.84392196,1.51995925,0.00420749,0.33284318,0.66509845,0.80287860,0.01760469,0.39635302
-5.83791896,1.44510376,0.00393363,0.31113317,0.63290704,0.76392821,0.01686761,0.37964928
-5.83191596,1.37653687,0.00367113,0.29079231,0.60387325,0.72803004,0.01613540,0.36503649
-5.82591296,1.31503007,0.00342188,0.27197035,0.57819665,0.69561598,0.01541634,0.35271232
-5.81990995,1.26125632,0.00318746,0.25479737,0.55605775,0.66706574,0.01471837,0.34284185
-5.81390695,1.21577629,0.00296916,0.23937933,0.53761193,0.64269838,0.01404892,0.33555500
-5.80790395,1.17902778,0.00276799,0.22579448,0.52298400,0.62276603,0.01341473,0.33094474
-5.80190095,1.15131883,0.00258471,0.21409104,0.51226345,0.60744976,0.01282179,0.32906620
-5.79589795,1.13282425,0.00241984,0.20428591,0.50550093,0.59685755,0.01227516,0.32993647
-5.78989495,1.12358567,0.00227369,0.19636453,0.50270584,0.59102443,0.01177900,0.33353530
-5.78389195,1.12351473,0.00214638,0.19028185,0.50384525,0.58991443,0.01133646,0.33980653
-5.77788894,1.13239910,0.00203787,0.18596417,0.50884398,0.59342411,0.01094974,0.34866009
-5.77188594,1.14991092,0.00194798,0.18331191,0.51758605,0.60138757,0.01062008,0.35997471
-5.76588294,1.17561718,0.00187642,0.18220296,0.52991707,0.61358238,0.01034787,0.37360093
-5.75987994,1.20899154,0.00182277,0.18249650,0.54564766,0.62973635,0.01013272,0.38936458
-5.75387694,1.24942719,0.00178658,0.18403715,0.56455763,0.64953478,0.00997359,0.40707044
-5.74787394,1.29625038,0.00176729,0.18665933,0.58640079,0.67262796,0.00986891,0.42650602
-5.74187094,1.34873411,0.00176432,0.19019142,0.61091013,0.69863869,0.00981672,0.44744549
-5.73586793,1.40611199,0.00177705,0.19446000,0.63780328,0.72716978,0.00981484,0.46965348
-5.72986493,1.46759176,0.00180481,0.19929367,0.66678810,0.75781123,0.00986100,0.49288895
-5.72386193,1.53236857,0.00184695,0.20452655,0.69756817,0.79014718,0.00995298,0.51690887
-5.71785893,1.59963769,0.00190279,0.21000148,0.72984816,0.82376252,0.01008872,0.54147186
-5.71185593,1.66860677,0.00197168,0.21557261,0.76333883,0.85824901,0.01026646,0.56634164
-5.70585293,1.73850740,0.00205295,0.22110761,0.79776170,0.89321116,0.01048479,0.59129035
-5.69984992,1.80860588,0.00214599,0.22648940,0.83285313,0.92827144,0.01074274,0.61610163
-5.69384692,1.87821322,0.00225019,0.23161730,0.86836771,0.96307519,0.01103974,0.64057357
-5.68784392,1.94669392,0.00236499,0.23640780,0.90408100,0.99729484,0.01137568,0.66452122
-5.68184092,2.01347359,0.00248988,0.24079478,0.93979125,1.03063352,0.01175082,0.68777888
-5.67583792,2.07804492,0.00262439,0.24472935,0.97532019,1.06282787,0.01216572,0.71020184
-5.66983492,2.13997196,0.00276808,0.24817923,1.01051275,1.09365014,0.01262114,0.73166767
-5.66383192,2.19889233,0.00292058,0.25112774,1.04523564,1.12290912,0.01311789,0.75207683
-5.65782891,2.25451718,0.00308157,0.25357246,1.07937475,1.15045025,0.01365665,0.77135267
-5.65182591,2.30662890,0.00325073,0.25552353,1.11283155,1.17615455,0.01423778,0.78944057
-5.64582291,2.35507639,0.00342780,0.25700180,1.14551849,1.19993646,0.01486113,0.80630653
-5.63981991,2.39976821,0.00361251,0.25803663,1.17735362,1.22174080,0.01552584,0.82193485
-5.63381691,2.44066372,0.00380460,0.25866369,1.20825476,1.24153866,0.01623013,0.83632530
-5.62781391,2.47776267,0.00400377,0.25892271,1.23813350,1.25932280,0.01697112,0.84948973
-5.62181091,2.51109386,0.00420969,0.25885516,1.26688942,1.27510242,0.01774468,0.86144835
-5.61580790,2.54070331,0.00442194,0.25850220,1.29440493,1.28889793,0.01854532,0.87222580
-5.60980490,2.56664287,0.00464004,0.25790276,1.32054122,1.30073572,0.01936614,0.88184743
-5.60380190,2.58895982,0.00486337,0.25709192,1.34513560,1.31064354,0.02019882,0.89033575
-5.59779890,2.60768818,0.00509121,0.25609963,1.36800059,1.31864656,0.02103369,0.89770754
-5.59179590,2.62284244,0.00532268,0.25494988,1.38892507,1.32476452,0.02185986,0.90397165
-5.58579290,2.63441390,0.00555679,0.25366027,1.40767755,1.32901005,0.02266545,0.90912769
-5.57978989,2.64237027,0.00579237,0.25224199,1.42401154,1.33138834,0.02343785,0.91316584
