energy_ev,total_up,Mn_p_up,Mn_d_up,N_s_up,N_p_up,S_s_up,S_p_up,V_p_up,V_d_up
-5.74187094,1.61665218,0.32249411,0.22265982,0.00118933,0.34523981,0.01001267,0.65646297,0.30174490,0.39481304
-5.73586793,1.66215276,0.31911346,0.23059701,0.00125315,0.36785627,0.01054690,0.65966305,0.31599060,0.41107752
-5.72986493,1.71756547,0.31788814,0.24031684,0.00132239,0.39197735,0.01114314,0.66768553,0.33244832,0.42900098
-5.72386193,1.78294060,0.31893712,0.25173775,0.00139720,0.41762444,0.01180059,0.68056679,0.35111276,0.44862774
-5.71785893,1.85815069,0.32234284,0.26474992,0.00147761,0.44478738,0.01251718,0.69826146,0.37195312,0.46996444
-5.71185593,1.94287573,0.32814640,0.27921595,0.00156354,0.47341871,0.01328951,0.72063852,0.39491030,0.49297425
-5.70585293,2.03659169,0.33634336,0.29497177,0.00165471,0.50342881,0.01411293,0.74747875,0.41989435,0.51757189
-5.69984992,2.13856325,0.34688035,0.31182795,0.00175073,0.53468210,0.01498157,0.77847372,0.44678242,0.54362002
-5.69384692,2.24784188,0.35965295,0.32957147,0.00185098,0.56699488,0.01588835,0.81322662,0.47541759,0.57092718
-5.68784392,2.36327015,0.37450472,0.34796798,0.00195468,0.60013493,0.01682511,0.85125519,0.50560853,0.59924765
-5.68184092,2.48349301,0.39122794,0.36676457,0.00206086,0.63382326,0.01778265,0.89199701,0.53713045,0.62828356
-5.67583792,2.60697652,0.40956580,0.38569314,0.00216836,0.66773811,0.01875086,0.93481716,0.56972722,0.65768924
-5.66983492,2.73203425,0.42921641,0.40447440,0.00227586,0.70152132,0.01971879,0.97901843,0.60311507,0.68707806
-5.66383192,2.85686109,0.44983844,0.42282239,0.00238188,0.73478694,0.02067485,1.02385390,0.63698757,0.71603149
-5.65782891,2.97957409,0.47105840,0.44044958,0.00248485,0.76713196,0.02160690,1.06854188,0.67102217,0.74411035
-5.65182591,3.09825922,0.49247930,0.45707241,0.00258308,0.79814883,0.02250243,1.11228275,0.70488803,0.77086785
-5.64582291,3.21102286,0.51369060,0.47241728,0.00267484,0.82743938,0.02334880,1.15427750,0.73825499,0.79586392
-5.63981991,3.31604645,0.53427904,0.48622664,0.00275841,0.85462952,0.02413339,1.19374734,0.77080351,0.81868042
-5.63381691,3.41164225,0.55384011,0.49826526,0.00283209,0.87938425,0.02484393,1.22995389,0.80223525,0.83893652
-5.62781391,3.49630831,0.57198964,0.50832634,0.00289429,0.90142222,0.02546867,1.26221931,0.83228386,0.85630362
-5.62181091,3.56878037,0.58837529,0.51623727,0.00294357,0.92052913,0.02599673,1.28994568,0.86072561,0.87051912
-5.61580790,3.62807861,0.60268742,0.52186487,0.00297865,0.93656947,0.02641837,1.31263290,0.88738951,0.88139839
-5.60980490,3.67354706,0.61466888,0.52511989,0.00299852,0.94949582,0.02672527,1.32989452,0.91216629,0.88884440
-5.60380190,3.70488412,0.62412355,0.52596052,0.00300241,0.95935524,0.02691080,1.34147089,0.93501591,0.89285444
-5.59779890,3.72216242,0.63092314,0.52439484,0.00298988,0.96629241,0.02697031,1.34723897,0.95597321,0.89352361
-5.59179590,3.72583711,0.63501207,0.52048191,0.00296079,0.97054921,0.02690133,1.34721855,0.97515126,0.89104486
-5.58579290,3.71674188,0.63641021,0.51433161,0.00291536,0.97246051,0.02670374,1.34157447,0.99274214,0.88570541
-5.57978989,3.69607272,0.63521346,0.50610299,0.00285411,0.97244655,0.02637989,1.33061471,1.00901501,0.87787985
-5.57378689,3.66535967,0.63159198,0.49600127,0.00277792,0.97100176,0.02593467,1.31478442,1.02431142,0.86801994
-5.56778389,3.62642761,0.62578640,0.48427354,0.00268796,0.96868072,0.02537548,1.29465600,1.03903771,0.85664161
-5.56178089,3.58134745,0.61810181,0.47120322,0.00258566,0.96608159,0.02471210,1.27091554,1.05365492,0.84430976
-5.55577789,3.53237941,0.60890009,0.45710356,0.00247269,0.96382778,0.02395662,1.24434614,1.06866633,0.83162124
-5.54977489,3.48191066,0.59859055,0.44231025,0.00235092,0.96254844,0.02312308,1.21580854,1.08460305,0.81918697
-5.54377189,3.43238932,0.58761946,0.42717359,0.00222233,0.96285871,0.02222730,1.18621980,1.10200823,0.80761362
-5.53776888,3.38625750,0.57645860,0.41205027,0.00208900,0.96534037,0.02128643,1.15653077,1.12142037,0.79748577
-5.53176588,3.34588545,0.56559330,0.39729517,0.00195302,0.97052364,0.02031866,1.12770282,1.14335639,0.78934907
-5.52576288,3.31350922,0.55551029,0.38325340,0.00181646,0.97887092,0.01934274,1.10068489,1.16829514,0.78369494
-5.51975988,3.29117368,0.54668576,0.37025278,0.00168132,0.99076291,0.01837765,1.07639112,1.19666183,0.78094751
-5.51375688,3.28068256,0.53957384,0.35859707,0.00154949,1.00648764,0.01744215,1.05568003,1.22881412,0.78145288
-5.50775388,3.28355694,0.53459585,0.34855995,0.00142269,1.02623271,0.01655440,1.03933543,1.26503017,0.78547118
-5.50175088,3.30100274,0.53213054,0.34038005,0.00130246,1.05008088,0.01573166,1.02804970,1.30549925,0.79317145
-5.49574787,3.33388796,0.53250548,0.33425694,0.00119013,1.07800907,0.01498993,1.02240953,1.35031490,0.80462938
-5.48974487,3.38272950,0.53598976,0.33034822,0.00108684,1.10989056,0.01434374,1.02288455,1.39947102,0.81982775
-5.48374187,3.44768929,0.54278811,0.32876763,0.00099348,1.14550016,0.01380589,1.02981867,1.45286068,0.83865943
-5.47773887,3.52857894,0.55303644,0.32958417,0.00091072,1.18452201,0.01338731,1.04342435,1.51027773,0.86093262
-5.47173587,3.62487223,0.56679890,0.33282203,0.00083903,1.22655943,0.01309690,1.06377963,1.57142065,0.88637802
-5.46573287,3.73572404,0.58406639,0.33846147,0.00077867,1.27114647,0.01294150,1.09082780,1.63589868,0.91465745
-5.45972986,3.85999477,0.60475657,0.34644023,0.00072969,1.31776041,0.01292574,1.12437959,1.70323956,0.94537369
-5.45372686,3.99627902,0.62871526,0.35665560,0.00069200,1.36583489,0.01305210,1.16411763,1.77289857,0.97808102
-5.44772386,4.14293729,0.65571922,0.36896703,0.00066532,1.41477299,0.01332081,1.20960313,1.84426851,1.01229612
-5.44172086,4.29812978,0.68548029,0.38319900,0.00064926,1.46395995,0.01372986,1.26028440,1.91669018,1.04750908
-5.43571786,4.45985143,0.71765079,0.39914435,0.00064329,1.51277507,0.01427505,1.31550722,1.98946303,1.08319405
-5.42971486,4.62596746,0.75183007,0.41656780,0.00064677,1.56060259,0.01494994,1.37452678,2.06185582,1.11881952
-5.42371186,4.79424883,0.78757217,0.43520976,0.00065898,1.60684136,0.01574593,1.43652105,2.13311712,1.15385782
-5.41770885,4.96240751,0.82439447,0.45479037,0.00067910,1.65091312,0.01665224,1.50060542,2.20248545,1.18779384
-5.41170585,5.12813096,0.86178713,0.47501370,0.00070625,1.69226959,0.01765605,1.56584837,2.26919919,1.22013288
-5.40570285,5.28911607,0.89922327,0.49557220,0.00073949,1.73039825,0.01874253,1.63128811,2.33250629,1.25040749
-5.39969985,5.44310217,0.93616949,0.51615130,0.00077782,1.76482704,0.01989503,1.69594972,2.39167376,1.27818338
-5.39369685,5.58790326,0.97209674,0.53643421,0.00082019,1.79512814,0.02109522,1.75886274,2.44599712,1.30306439
-5.38769385,5.72143920,1.00649107,0.55610684,0.00086554,1.82092105,0.02232335,1.81907882,2.49480977,1.32469657
-5.38169085,5.84176577,1.03886410,0.57486270,0.00091275,1.84187500,0.02355854,1.87568896,2.53749248,1.34277141
-5.37568784,5.94710336,1.06876293,0.59240798,0.00096074,1.85771106,0.02477912,1.92784026,2.57348274,1.35702829
-5.36968484,6.03586386,1.09577913,0.60846635,0.00100838,1.86820396,0.02596306,1.97475154,2.60228400,1.36725627
-5.36368184,6.10667544,1.11955668,0.62278373,0.00105461,1.87318364,0.02708838,2.01572757,2.62347466,1.37329520
-5.35767884,6.15840465,1.13979853,0.63513269,0.00109839,1.87253672,0.02813370,2.05017158,2.63671646,1.37503628
-5.35167584,6.19017531,1.15627164,0.64531647,0.00113873,1.86620775,0.02907873,2.07759571,2.64176214,1.37242208
-5.34567284,6.20138376,1.16881047,0.65317247,0.00117474,1.85420018,0.02990476,2.09762916,2.63846184,1.36544609
-5.33966983,6.19170990,1.17731869,0.65857521,0.00120560,1.83657708,0.03059525,2.11002383,2.62676826,1.35415184
-5.33366683,6.16112362,1.18176940,0.66143851,0.00123062,1.81346126,0.03113625,2.11465748,2.60673994,1.33863153
-5.32766383,6.10988630,1.18220365,0.66171700,0.00124925,1.78503490,0.03151682,2.11153420,2.57854272,1.31902433
-5.32166083,6.03854737,1.17872760,0.65940683,0.00126109,1.75153844,0.03172941,2.10078251,2.54244894,1.29551420
-5.31565783,5.94793560,1.17150852,0.65454558,0.00126586,1.71326853,0.03177013,2.08265098,2.49883457,1.26832733
-5.30965483,5.83914556,1.16076969,0.64721142,0.00126350,1.67057519,0.03163887,2.05750187,2.44817393,1.23772915
-5.30365183,5.71351933,1.14678460,0.63752150,0.00125406,1.62385788,0.03133933,2.02580284,2.39103246,1.20402095
-5.29764882,5.57262390,1.12987061,0.62562971,0.00123779,1.57356062,0.03087902,1.98811707,2.32805734,1.16753604
-5.29164582,5.41822480,1.11038230,0.61172374,0.00121507,1.52016613,0.03026899,1.94509219,2.25996652,1.12863558
-5.28564282,5.25225646,1.08870464,0.59602175,0.00118643,1.46418914,0.02952356,1.89744819,2.18753621,1.08770391
-5.27963982,5.07678999,1.06524625,0.57876841,0.00115253,1.40616885,0.02865994,1.84596463,2.11158734,1.04514364
-5.27363682,4.89399898,1.04043263,0.56023077,0.00111410,1.34666082,0.02769769,1.79146736,2.03297123,1.00137035
-5.26763382,4.70612397,1.01469964,0.54069374,0.00107199,1.28622844,0.02665825,1.73481496,1.95255491,0.95680702
-5.26163082,4.51543620,0.98848707,0.52045537,0.00102706,1.22543409,0.02556426,1.67688502,1.87120632,0.91187831
-5.25562781,4.32420120,0.96223230,0.49982207,0.00098022,1.16483034,0.02443901,1.61856036,1.78977988,0.86700468
-5.24962481,4.13464282,0.93636411,0.47910369,0.00093236,1.10495126,0.02330580,1.56071531,1.70910247,0.82259652
-5.24362181,3.94890821,0.91129650,0.45860866,0.00088434,1.04630419,0.02218734,1.50420213,1.62996038,0.77904830
-5.23761881,3.76903419,0.88742254,0.43863908,0.00083698,0.98936194,0.02110522,1.44983760,1.55308713,0.73673296
-5.23161581,3.59691562,0.86510825,0.41948601,0.00079101,0.93455596,0.02007937,1.39839000,1.47915263,0.69599658
-5.22561281,3.43427618,0.84468665,0.40142478,0.00074707,0.88227021,0.01912767,1.35056647,1.40875369,0.65715339
-5.21960980,3.28264207,0.82645192,0.38471066,0.00070572,0.83283624,0.01826559,1.30700106,1.34240610,0.62048141
-5.21360680,3.14331921,0.81065398,0.36957461,0.00066737,0.78652938,0.01750592,1.26824376,1.28053845,0.58621864
-5.20760380,3.01737432,0.79749362,0.35621950,0.00063235,0.74356617,0.01685858,1.23475051,1.22348771,0.55455999
-5.20160080,2.90562060,0.78711836,0.34481668,0.00060084,0.70410308,0.01633054,1.20687488,1.17149686,0.52565502
-5.19559780,2.80860816,0.77961937,0.33550301,0.00057293,0.66823662,0.01592582,1.18486144,1.12471438,0.49960658
-5.18959480,2.72661984,0.77502961,0.32837848,0.00054862,0.63600468,0.01564551,1.16884128,1.08319599,0.47647039
-5.18359180,2.65967268,0.77332343,0.32350444,0.00052779,0.60738916,0.01548794,1.15883003,1.04690823,0.45625553
-5.17758879,2.60752502,0.77441779,0.32090258,0.00051026,0.58231974,0.01544884,1.15472843,1.01573422,0.43892594
-5.17158579,2.56968946,0.77817513,0.32055460,0.00049580,0.56067873,0.01552159,1.15632581,0.98948107,0.42440289
-5.16558279,2.54545131,0.78440798,0.32240277,0.00048411,0.54230678,0.01569750,1.16330638,0.96788912,0.41256829
-5.15957979,2.53389226,0.79288520,0.32635128,0.00047488,0.52700925,0.01596608,1.17525843,0.95064237,0.40326879
-5.15357679,2.53391858,0.80333954,0.33226839,0.00046778,0.51456318,0.01631538,1.19168604,0.93738002,0.39632071
-5.14757379,2.54429312,0.81547653,0.33998950,0.00046248,0.50472435,0.01673231,1.21202324,0.92770864,0.39151536
-5.14157079,2.56367009,0.82898398,0.34932088,0.00045866,0.49723452,0.01720298,1.23564995,0.92121442,0.38862491
-5.13556778,2.59063159,0.84354205,0.36004411,0.00045604,0.49182832,0.01771301,1.26190937,0.91747522,0.38740839
-5.12956478,2.62372463,0.85883314,0.37192117,0.00045435,0.48823982,0.01824787,1.29012607,0.91607191,0.38761784
-5.12356178,2.66149755,0.87455133,0.38469994,0.00045336,0.48620840,0.01879314,1.31962422,0.91659850,0.38900424
-5.11755878,2.70253444,0.89041089,0.39812004,0.00045288,0.48548379,0.01933484,1.34974522,0.91867084,0.39132315
-5.11155578,2.74548670,0.90615340,0.41191889,0.00045278,0.48583026,0.01985965,1.37986415,0.92193351,0.39433989
-5.10555278,2.78910056,0.92155322,0.42583770,0.00045292,0.48702977,0.02035516,1.40940440,0.92606483,0.39783404
-5.09954977,2.83223993,0.93642113,0.43962745,0.00045323,0.48888401,0.02081008,1.43784999,0.93077971,0.40160321
-5.09354677,2.87390386,0.95060588,0.45305436,0.00045365,0.49121556,0.02121441,1.46475518,0.93583065,0.40546595
-5.08754377,2.91323843,0.96399380,0.46590511,0.00045415,0.49386795,0.02155956,1.48975110,0.94100674,0.40926378
-5.08154077,2.94954283,0.97650643,0.47799125,0.00045470,0.49670496,0.02183854,1.51254931,0.94613108,0.41286224
-5.07553777,2.98226986,0.98809651,0.48915293,0.00045530,0.49960915,0.02204592,1.53294219,0.95105686,0.41615115
-5.06953477,3.01102128,0.99874257,0.49926181,0.00045594,0.50247984,0.02217798,1.55080049,0.95566242,0.41904392
-5.06353177,3.03553841,1.00844247,0.50822291,0.00045660,0.50523074,0.02223266,1.56606811,0.95984573,0.42147618
-5.05752876,3.05568888,1.01720638,0.51597557,0.00045726,0.50778733,0.02220954,1.57875468,0.96351864,0.42340375
-5.05152576,3.07145024,1.02504967,0.52249324,0.00045791,0.51008423,0.02210976,1.58892623,0.96660131,0.42480015
-5.04552276,3.08289151,1.03198607,0.52778241,0.00045850,0.51206266,0.02193595,1.59669467,0.96901719,0.42565367
-5.03951976,3.09015344,1.03802158,0.53188047,0.00045898,0.51366822,0.02169207,1.60220641,0.97068871,0.42596442
-5.03351676,3.09342855,1.04314949,0.53485266,0.00045931,0.51484894,0.02138325,1.60563089,0.97153403,0.42574117
-5.02751376,3.09294190,1.04734684,0.53678843,0.00045941,0.51555390,0.02101562,1.60714945,0.97146501,0.42499845
-5.02151076,3.08893328,1.05057239,0.53779702,0.00045920,0.51573226,0.02059607,1.60694504,0.97038626,0.42375385
-5.01550775,3.08164170,1.05276647,0.53800277,0.00045862,0.51533282,0.02013205,1.60519330,0.96819561,0.42202572
-5.00950475,3.07129270,1.05385239,0.53754024,0.00045758,0.51430422,0.01963134,1.60205531,0.96478556,0.41983135
-5.00350175,3.05808910,1.05373962,0.53654937,0.00045602,0.51259548,0.01910182,1.59767228,0.96004588,0.41718570
-4.99749875,3.04220528,1.05232847,0.53517093,0.00045386,0.51015714,0.01855128,1.59216253,0.95386700,0.41410071
-4.99149575,3.02378550,1.04951588,0.53354249,0.00045105,0.50694273,0.01798716,1.58562059,0.94614411,0.41058526
-4.98549275,3.00294598,1.04520228,0.53179519,0.00044754,0.50291060,0.01741646,1.57811870,0.93678161,0.40664572
-4.97948974,2.97978077,1.03929892,0.53005138,0.00044329,0.49802600,0.01684556,1.56971039,0.92569783,0.40228696
-4.97348674,2.95437106,1.03173549,0.52842324,0.00043831,0.49226330,0.01628012,1.56043605,0.91282963,0.39751405
-4.96748374,2.92679743,1.02246747,0.52701265,0.00043257,0.48560830,0.01572505,1.55033018,0.89813682,0.39233411
-4.96148074,2.89715446,1.01148298,0.52591203,0.00042612,0.47806054,0.01518447,1.53942998,0.88160601,0.38675867
-4.95547774,2.86556690,0.99880876,0.52520635,0.00041899,0.46963537,0.01466177,1.52778467,0.86325393,0.38080603
-4.94947474,2.83220662,0.98451486,0.52497592,0.00041126,0.46036595,0.01415968,1.51546534,0.84312989,0.37450373
-4.94347174,2.79730916,0.96871800,0.52529995,0.00040300,0.45030478,0.01368034,1.50257443,0.82131737,0.36789082
-4.93746873,2.76118913,0.95158324,0.52626045,0.00039433,0.43952486,0.01322549,1.48925454,0.79793464,0.36101990
-4.93146573,2.72425314,0.93332384,0.52794627,0.00038539,0.42812031,0.01279657,1.47569585,0.77313433,0.35395869
-4.92546273,2.68700936,0.91419938,0.53045675,0.00037633,0.41620644,0.01239494,1.46214163,0.74710202,0.34679112
-4.91945973,2.65007274,0.89451201,0.53390478,0.00036734,0.40391905,0.01202199,1.44889131,0.72005376,0.33961757
-4.91345673,2.61416500,0.87460086,0.53841878,0.00035860,0.39141309,0.01167930,1.43630072,0.69223271,0.33255454
-4.90745373,2.58010880,0.85483497,0.54414333,0.00035034,0.37886054,0.01136874,1.42477908,0.66390482,0.32573331
-4.90145073,2.54881558,0.83560456,0.55123813,0.00034279,0.36644750,0.01109261,1.41478260,0.63535389,0.31929778
-4.89544772,2.52126706,0.81731116,0.55987522,0.00033618,0.35437059,0.01085362,1.40680461,0.60687585,0.31340144
-4.88944472,2.49849044,0.80035676,0.57023423,0.00033076,0.34283270,0.01065491,1.40136236,0.57877272,0.30820347
-4.88344172,2.48152801,0.78513225,0.58249581,0.00032679,0.33203811,0.01050000,1.39898070,0.55134618,0.30386416
-4.87743872,2.47140183,0.77200558,0.59683342,0.00032448,0.32218718,0.01039267,1.40017321,0.52489115,0.30053966
-4.87143572,2.46907487,0.76130997,0.61340369,0.00032406,0.31347083,0.01033686,1.40542144,0.49968933,0.29837635
-4.86543272,2.47541010,0.75333254,0.63233586,0.00032573,0.30606488,0.01033642,1.41515302,0.47600315,0.29750499
-4.85942971,2.49112926,0.74830388,0.65372082,0.00032964,0.30012450,0.01039494,1.42971963,0.45407017,0.29803487
-4.85342671,2.51677333,0.74638879,0.67760030,0.00033592,0.29577909,0.01051552,1.44937589,0.43409808,0.30004829
-4.84742371,2.55266671,0.74767874,0.70395688,0.00034462,0.29312774,0.01070053,1.47426025,0.41626056,0.30359565
-4.84142071,2.59888712,0.75218621,0.73270554,0.00035576,0.29223547,0.01095138,1.50437891,0.40069414,0.30869127
-4.83541771,2.65524315,0.75984149,0.76368735,0.00036927,0.29313059,0.01126835,1.53959384,0.38749597,0.31531047
-4.82941471,2.72126105,0.77049177,0.79666582,0.00038504,0.29580318,0.01165043,1.57961573,0.37672281,0.32338780
-4.82341171,2.79618198,0.78390310,0.83132638,0.00040287,0.30020501,0.01209520,1.62400247,0.36839110,0.33281692
-4.81740870,2.87897060,0.79976488,0.86727935,0.00042248,0.30625080,0.01259881,1.67216369,0.36247809,0.34345193
-4.81140570,2.96833519,0.81769707,0.90406643,0.00044355,0.31382094,0.01315597,1.72337135,0.35892405,0.35511044
-4.80540270,3.06275895,0.83725975,0.94117069,0.00046566,0.32276561,0.01376006,1.77677631,0.35763537,0.36757818
-4.79939970,3.16054164,0.85796491,0.97802979,0.00048836,0.33291010,0.01440329,1.83143035,0.35848840,0.38061508
-4.79339670,3.25984995,0.87928992,1.01405193,0.00051115,0.34406119,0.01507691,1.88631273,0.36133397,0.39396265
-4.78739370,3.35877465,0.90069222,1.04863396,0.00053350,0.35601438,0.01577145,1.94036046,0.36600217,0.40735228
-4.78139070,3.45539207,0.92162474,1.08118079,0.00055486,0.36856152,0.01647705,1.99250071,0.37230752,0.42051419
-4.77538769,3.54782722,0.94155143,1.11112533,0.00057469,0.38149866,0.01718378,2.04168424,0.38005393,0.43318672
-4.76938469,3.63431563,0.95996217,1.13794786,0.00059246,0.39463358,0.01788197,2.08691817,0.38903966,0.44512529
-4.76338169,3.71326115,0.97638672,1.16119419,0.00060767,0.40779284,0.01856250,2.12729666,0.39906177,0.45611094
-4.75737869,3.78328703,0.99040692,1.18049134,0.00061988,0.42082785,0.01921712,2.16202827,0.40992022,0.46595777
-4.75137569,3.84327795,1.00166701,1.19556043,0.00062871,0.43361967,0.01983864,2.19045872,0.42142130,0.47451910
-4.74537269,3.89241125,1.00988137,1.20622582,0.00063385,0.44608245,0.02042118,2.21208814,0.43338046,0.48169198
-4.73936968,3.93017605,1.01483990,1.21242023,0.00063511,0.45816517,0.02096018,2.22658231,0.44562454,0.48741988
-4.73336668,3.95637964,1.01641056,1.21418571,0.00063236,0.46985166,0.02145251,2.23377747,0.45799333,0.49169335
-4.72736368,3.97114131,1.01453953,1.21167027,0.00062558,0.48115906,0.02189640,2.23367883,0.47034066,0.49454885
-4.72136068,3.97487427,1.00924877,1.20512059,0.00061484,0.49213459,0.02229128,2.22645318,0.48253500,0.49606554
-4.71535768,3.96825705,1.00063166,1.19487115,0.00060032,0.50285102,0.02263770,2.21241615,0.49445979,0.49636052
-4.70935468,3.95219618,0.98884676,1.18133036,0.00058227,0.51340107,0.02293701,2.19201514,0.50601349,0.49558264
-4.70335168,3.92778236,0.97411031,1.16496446,0.00056102,0.52389109,0.02319115,2.16580887,0.51710963,0.49390519
-4.69734867,3.89624259,0.95668783,1.14627999,0.00053697,0.53443433,0.02340236,2.13444474,0.52767683,0.49151800
-4.69134567,3.85889081,0.93688520,1.12580555,0.00051055,0.54514439,0.02357296,2.09863518,0.53765895,0.48861930
-4.68534267,3.81707941,0.91503974,1.10407390,0.00048225,0.55612895,0.02370502,2.05913407,0.54701537,0.48540775
-4.67933967,3.77215395,0.89151146,1.08160494,0.00045254,0.56748450,0.02380024,2.01671418,0.55572151,0.48207505
-4.67333667,3.72541289,0.86667490,1.05889037,0.00042193,0.57929201,0.02385978,1.97214664,0.56376944,0.47879949
-4.66733367,3.67807391,0.84091165,1.03638054,0.00039089,0.59161407,0.02388413,1.92618281,0.57116869,0.47574071
-4.66133067,3.63124765,0.81460366,1.01447387,0.00035987,0.60449346,0.02387317,1.87953920,0.57794698,0.47303584
-4.65532766,3.58591949,0.78812739,0.99350912,0.00032930,0.61795322,0.02382614,1.83288551,0.58415100,0.47079717
-4.64932466,3.54293921,0.76184877,0.97376054,0.00029954,0.63199819,0.02374182,1.78683579,0.58984691,0.46911132
-4.64332166,3.50301807,0.73611886,0.95543590,0.00027093,0.64661788,0.02361864,1.74194254,0.59512055,0.46803980
