energy_ev,total_up,Co_p_up,Co_d_up,N_s_up,N_p_up,Rh_p_up,Rh_d_up,S_s_up,S_p_up
-6.00000000,3.52456259,0.80203665,0.44776099,0.00601213,0.63122441,1.48090825,0.94908002,0.00595360,1.33345776
-5.99399700,3.54851357,0.81347846,0.44715759,0.00574055,0.63225343,1.50109694,0.94892671,0.00618485,1.35029424
-5.98799400,3.57387178,0.82460886,0.44640166,0.00547385,0.63407301,1.51990831,0.95025815,0.00646382,1.36694432
-5.98199100,3.60013785,0.83538331,0.44552934,0.00521578,0.63651818,1.53718660,0.95281103,0.00678951,1.38331864
-5.97598799,3.62688057,0.84577470,0.44458803,0.00496972,0.63943025,1.55283314,0.95632538,0.00716138,1.39935641
-5.96998499,3.65374557,0.85577222,0.44363448,0.00473862,0.64266205,1.56680760,0.96055296,0.00757933,1.41502311
-5.96398199,3.68045827,0.86537881,0.44273230,0.00452497,0.64608204,1.57912641,0.96526418,0.00804372,1.43030629
-5.95797899,3.70682097,0.87460753,0.44194903,0.00433067,0.64957745,1.58985862,0.97025329,0.00855525,1.44520943
-5.95197599,3.73270476,0.88347672,0.44135297,0.00415707,0.65305606,1.59911940,0.97534170,0.00911491,1.45974435
-5.94597299,3.75803659,0.89200466,0.44100966,0.00400490,0.65644692,1.60706153,0.98037946,0.00972389,1.47392272
-5.93996998,3.78278293,0.90020386,0.44097857,0.00387426,0.65969980,1.61386550,0.98524496,0.01038342,1.48774707
-5.93396698,3.80693110,0.90807551,0.44130973,0.00376468,0.66278371,1.61972882,0.98984316,0.01109466,1.50120225
-5.92796398,3.83046971,0.91560462,0.44204092,0.00367510,0.66568445,1.62485497,0.99410238,0.01185847,1.51424776
-5.92196098,3.85336982,0.92275616,0.44319520,0.00360396,0.66840150,1.62944290,0.99797029,0.01267529,1.52681169
-5.91595798,3.87556805,0.92947263,0.44477919,0.00354923,0.67094446,1.63367740,1.00140918,0.01354489,1.53878690
-5.90995498,3.89695302,0.93567332,0.44678213,0.00350852,0.67332912,1.63772102,1.00439104,0.01446620,1.55002978
-5.90395198,3.91735607,0.94125543,0.44917573,0.00347915,0.67557361,1.64170779,1.00689278,0.01543709,1.56036178
-5.89794897,3.93654686,0.94609706,0.45191485,0.00345823,0.67769466,1.64573906,1.00889185,0.01645421,1.56957392
-5.89194597,3.95423434,0.95006201,0.45493915,0.00344282,0.67970425,1.64988167,1.01036258,0.01751283,1.57743403
-5.88594297,3.97007292,0.95300611,0.45817530,0.00342996,0.68160684,1.65416828,1.01127347,0.01860669,1.58369641
-5.87993997,3.98367351,0.95478476,0.46153995,0.00341684,0.68339723,1.65859988,1.01158551,0.01972800,1.58811332
-5.87393697,3.99461874,0.95526119,0.46494308,0.00340084,0.68505930,1.66315013,1.01125159,0.02086734,1.59044779
-5.86793397,4.00248137,0.95431500,0.46829172,0.00337964,0.68656553,1.66777134,1.01021710,0.02201379,1.59048683
-5.86193097,4.00684485,0.95185041,0.47149364,0.00335130,0.68787747,1.67240156,1.00842153,0.02315496,1.58805431
-5.85592796,4.00732479,0.94780374,0.47446104,0.00331429,0.68894709,1.67697254,1.00580099,0.02427724,1.58302274
-5.84992496,4.00359008,0.94214957,0.47711382,0.00326757,0.68971889,1.68141794,1.00229152,0.02536603,1.57532319
-5.84392196,3.99538259,0.93490533,0.47938253,0.00321056,0.69013288,1.68568164,0.99783297,0.02640603,1.56495283
-5.83791896,3.98253450,0.92613392,0.48121064,0.00314319,0.69012804,1.68972547,0.99237319,0.02738164,1.55197947
-5.83191596,3.96498221,0.91594427,0.48255613,0.00306583,0.68964637,1.69353637,0.98587241,0.02827737,1.53654301
-5.82591296,3.94277654,0.90448976,0.48339249,0.00297932,0.68863713,1.69713235,0.97830747,0.02907825,1.51885367
-5.81990995,3.91608856,0.89196466,0.48370883,0.00288485,0.68706124,1.70056729,0.96967574,0.02977032,1.49918700
-5.81390695,3.88521100,0.87859869,0.48350947,0.00278397,0.68489552,1.70393416,0.95999855,0.03034104,1.47787609
-5.80790395,3.85055531,0.86465011,0.48281277,0.00267844,0.68213659,1.70736671,0.94932390,0.03077973,1.45530132
-5.80190095,3.81264435,0.85039762,0.48164956,0.00257020,0.67880418,1.71103924,0.93772832,0.03107795,1.43187816
-5.79589795,3.77210133,0.83613145,0.48006109,0.00246129,0.67494366,1.71516463,0.92531774,0.03122979,1.40804369
-5.78989495,3.72963507,0.82214416,0.47809672,0.00235373,0.67062760,1.71999032,0.91222727,0.03123214,1.38424237
-5.78389195,3.68602234,0.80872139,0.47581140,0.00224947,0.66595613,1.72579246,0.89861984,0.03108480,1.36091177
-5.77788894,3.64208765,0.79613313,0.47326318,0.00215031,0.66105613,1.73286791,0.88468362,0.03079058,1.33846878
-5.77188594,3.59868104,0.78462554,0.47051070,0.00205782,0.65607891,1.74152461,0.87062837,0.03035520,1.31729675
-5.76588294,3.55665456,0.77441388,0.46761091,0.00197332,0.65119673,1.75207001,0.85668062,0.02978718,1.29773419
-5.75987994,3.51683795,0.76567649,0.46461698,0.00189782,0.64659788,1.76479816,0.84307791,0.02909759,1.28006510
-5.75387694,3.48001428,0.75855011,0.46157658,0.00183199,0.64248061,1.77997560,0.83006222,0.02829972,1.26451146
-5.74787394,3.44689615,0.75312657,0.45853047,0.00177618,0.63904619,1.79782656,0.81787283,0.02740869,1.25122779
-5.74187094,3.41810326,0.74945083,0.45551159,0.00173037,0.63649109,1.81851797,0.80673884,0.02644097,1.24029809
-5.73586793,3.39414227,0.74752045,0.45254455,0.00169424,0.63499890,1.84214505,0.79687166,0.02541393,1.23173507
-5.72986493,3.37538949,0.74728646,0.44964558,0.00166716,0.63473218,1.86871800,0.78845787,0.02434534,1.22548170
-5.72386193,3.36207757,0.74865549,0.44682304,0.00164825,0.63582471,1.89815079,0.78165265,0.02325282,1.22141497
-5.71785893,3.35428676,0.75149322,0.44407832,0.00163639,0.63837447,1.93025269,0.77657429,0.02215344,1.21935178
-5.71185593,3.35194154,0.75562907,0.44140729,0.00163032,0.64243788,1.96472326,0.77329993,0.02106322,1.21905694
-5.70585293,3.35481320,0.76086189,0.43880213,0.00162866,0.64802553,2.00115165,0.77186294,0.01999683,1.22025282
-5.69984992,3.36252876,0.76696681,0.43625359,0.00162997,0.65509978,2.03902054,0.77225208,0.01896725,1.22263076
-5.69384692,3.37458630,0.77370289,0.43375353,0.00163281,0.66357442,2.07771512,0.77441250,0.01798557,1.22586373
-5.68784392,3.39037662,0.78082149,0.43129779,0.00163581,0.67331651,2.11653725,0.77824884,0.01706086,1.22962006
-5.68184092,3.40921072,0.78807526,0.42888909,0.00163767,0.68415051,2.15472458,0.78363008,0.01620015,1.23357786
-5.67583792,3.43035222,0.79522728,0.42654005,0.00163725,0.69586439,2.19147423,0.79039614,0.01540843,1.23743961
-5.66983492,3.45305372,0.80206039,0.42427612,0.00163359,0.70821778,2.22597025,0.79836600,0.01468880,1.24094663
-5.66383192,3.47659540,0.80838608,0.42213819,0.00162593,0.72095154,2.25741387,0.80734681,0.01404264,1.24389276
-5.65782891,3.50032451,0.81405280,0.42018497,0.00161373,0.73379861,2.28505536,0.81714365,0.01346986,1.24613680
-5.65182591,3.52369358,0.81895337,0.41849478,0.00159669,0.74649539,2.30822600,0.82756953,0.01296916,1.24761321
-5.64582291,3.54629569,0.82303095,0.41716677,0.00157474,0.75879319,2.32636869,0.83845491,0.01253831,1.24834050
-5.63981991,3.56789471,0.82628345,0.41632144,0.00154805,0.77046929,2.33906570,0.84965647,0.01217446,1.24842685
-5.63381691,3.58844886,0.82876605,0.41610028,0.00151699,0.78133680,2.34606189,0.86106441,0.01187446,1.24807267
-5.62781391,3.60812609,0.83059154,0.41666463,0.00148215,0.79125298,2.34728228,0.87260810,0.01163506,1.24756962
-5.62181091,3.62730991,0.83192847,0.41819358,0.00144426,0.80012555,2.34284266,0.88425950,0.01145313,1.24729610
-5.61580790,3.64659515,0.83299697,0.42088099,0.00140420,0.80791651,2.33305251,0.89603433,0.01132591,1.24770902
-5.60980490,3.66677309,0.83406235,0.42493157,0.00136297,0.81464339,2.31840974,0.90799073,0.01125102,1.24933204
-5.60380190,3.68880620,0.83542662,0.43055619,0.00132161,0.82037776,2.29958719,0.92022550,0.01122658,1.25274044
-5.59779890,3.71379321,0.83741822,0.43796640,0.00128123,0.82524097,2.27741120,0.93286803,0.01125118,1.25854305
-5.59179590,3.74292553,0.84038023,0.44736828,0.00124290,0.82939746,2.25283305,0.94607211,0.01132382,1.26736176
-5.58579290,3.77743671,0.84465754,0.45895577,0.00120770,0.83304581,2.22689431,0.96000613,0.01144379,1.27980922
-5.57978989,3.81854672,0.85058343,0.47290364,0.00117661,0.83640798,2.20068761,0.97484196,0.01161052,1.29646541
-5.57378689,3.86740332,0.85846607,0.48936028,0.00115053,0.83971734,2.17531446,0.99074308,0.01182338,1.31785395
-5.56778389,3.92502297,0.86857540,0.50844042,0.00113025,0.84320590,2.15184188,1.00785255,0.01208149,1.34441894
-5.56178089,3.99223350,0.88113101,0.53021810,0.00111644,0.84709152,2.13125992,1.02628123,0.01238351,1.37650314
-5.55577789,4.06962121,0.89629128,0.55472008,0.00110962,0.85156559,2.11444172,1.04609705,0.01272741,1.41432830
-5.54977489,4.15748453,0.91414443,0.58191984,0.00111015,0.85678178,2.10210799,1.06731551,0.01311033,1.45797848
-5.54377189,4.25579633,0.93470164,0.61173256,0.00111825,0.86284644,2.09479732,1.08989217,0.01352841,1.50738693
-5.53776888,4.36417666,0.95789256,0.64401121,0.00113401,0.86981106,2.09284369,1.11371729,0.01397673,1.56232719
-5.53176588,4.48187733,0.98356339,0.67854405,0.00115736,0.87766711,2.09636193,1.13861303,0.01444922,1.62240881
-5.52576288,4.60777924,1.01147768,0.71505372,0.00118812,0.88634358,2.10524175,1.16433332,0.01493874,1.68707811
-5.51975988,4.74040301,1.04131962,0.75319815,0.00122599,0.89570724,2.11915049,1.19056656,0.01543708,1.75562397
-5.51375688,4.87793293,1.07270009,0.79257341,0.00127059,0.90556576,2.13754433,1.21694103,0.01593517,1.82718881
-5.50775388,5.01825381,1.10516489,0.83271868,0.00132147,0.91567339,2.15968743,1.24303301,0.01642323,1.90078452
-5.50175088,5.15899970,1.13820525,0.87312324,0.00137809,0.92573918,2.18467803,1.26837729,0.01689101,1.97531297
-5.49574787,5.29761329,1.17127013,0.91323561,0.00143991,0.93543729,2.21148051,1.29247976,0.01732806,2.04959069
-5.48974487,5.43141399,1.20377993,0.95247450,0.00150634,0.94441901,2.23896196,1.31483170,0.01772406,2.12237698
-5.48374187,5.55767281,1.23514136,0.99024163,0.00157679,0.95232609,2.26593191,1.33492537,0.01806908,2.19240465
-5.47773887,5.67369135,1.26476285,1.02593580,0.00165065,0.95880477,2.29118358,1.35227022,0.01835393,2.25841257
-5.47173587,5.77688248,1.29207017,1.05896802,0.00172732,0.96352012,2.31353526,1.36640930,0.01857042,2.31917888
-5.46573287,5.86484990,1.31652173,1.08877718,0.00180621,0.96617001,2.33187033,1.37693520,0.01871162,2.37355394
-5.45972986,5.93546374,1.33762312,1.11484565,0.00188669,0.96649824,2.34517454,1.38350503,0.01877211,2.42049179
-5.45372686,5.98692956,1.35494044,1.13671428,0.00196815,0.96430644,2.35256941,1.38585379,0.01874812,2.45907913
-5.44772386,6.01784834,1.36811200,1.15399627,0.00204996,0.95946411,2.35334065,1.38380570,0.01863764,2.48856080
-5.44172086,6.02726497,1.37685797,1.16638917,0.00213144,0.95191662,2.34696096,1.37728296,0.01844051,2.50836084
-5.43571786,6.01470369,1.38098783,1.17368471,0.00221190,0.94169074,2.33310643,1.36631168,0.01815838,2.51809830
-5.42971486,5.98018889,1.38040513,1.17577576,0.00229058,0.92889754,2.31166627,1.35102469,0.01779464,2.51759732
-5.42371186,5.92425056,1.37510960,1.17266037,0.00236668,0.91373258,2.28274578,1.33166094,0.01735433,2.50689105
-5.41770885,5.84791397,1.36519647,1.16444237,0.00243934,0.89647328,2.24666244,1.30856176,0.01684391,2.48621922
-5.41170585,5.75267400,1.35085303,1.15132869,0.00250767,0.87747365,2.20393564,1.28216373,0.01627113,2.45601960
-5.40570285,5.64045495,1.33235249,1.13362333,0.00257072,0.85715643,2.15527038,1.25298862,0.01564471,2.41691348
-5.39969985,5.51355725,1.31004548,1.11171835,0.00262752,0.83600298,2.10153547,1.22163063,0.01497412,2.36968598
-5.39369685,5.37459303,1.28434944,1.08608201,0.00267710,0.81454118,2.04373731,1.18874131,0.01426929,2.31526174
-5.38769385,5.22641278,1.25573618,1.05724478,0.00271850,0.79333171,1.98298986,1.15501276,0.01354038,2.25467713
-5.38169085,5.07202577,1.22471828,1.02578362,0.00275080,0.77295320,1.92048185,1.12115950,0.01279744,2.18904988
-5.37568784,4.91451697,1.19183462,0.99230524,0.00277317,0.75398657,1.85744246,1.08789973,0.01205027,2.11954737
-5.36968484,4.75696324,1.15763557,0.95742895,0.00278488,0.73699914,1.79510626,1.05593656,0.01130813,2.04735474
-5.36368184,4.60235165,1.12266850,0.92176983,0.00278535,0.72252889,1.73467867,1.02593962,0.01057960,1.97364384
-5.35767884,4.45350243,1.08746393,0.88592272,0.00277415,0.71106933,1.67730288,0.99852785,0.00987244,1.89954422
-5.35167584,4.31299884,1.05252279,0.85044764,0.00275104,0.70305542,1.62402920,0.97425369,0.00919349,1.82611691
-5.34567284,4.18312600,1.01830531,0.81585718,0.00271600,0.69885081,1.57578767,0.95358927,0.00854858,1.75433185
-5.33966983,4.06582013,0.98522163,0.78260597,0.00266920,0.69873693,1.53336467,0.93691486,0.00794253,1.68504950
-5.33366683,3.96262925,0.95362452,0.75108274,0.00261105,0.70290394,1.49738410,0.92450984,0.00737920,1.61900691
-5.32766383,3.87468622,0.92380431,0.72160488,0.00254215,0.71144404,1.46829352,0.91654641,0.00686148,1.55680851
-5.32166083,3.80269401,0.89598598,0.69441551,0.00246331,0.72434706,1.44635564,0.91308607,0.00639139,1.49892151
-5.31565783,3.74692330,0.87032843,0.66968311,0.00237551,0.74149864,1.43164507,0.91407890,0.00597020,1.44567569
-5.30965483,3.70722166,0.84692585,0.64750324,0.00227988,0.76268099,1.42405042,0.91936572,0.00559852,1.39726721
-5.30365183,3.68303358,0.82581085,0.62790236,0.00217765,0.78757620,1.42328144,0.92868277,0.00527647,1.35376596
-5.29764882,3.67343023,0.80695921,0.61084323,0.00207015,0.81577207,1.42888094,0.94166896,0.00500373,1.31512586
-5.29164582,3.67714761,0.79029591,0.59623165,0.00195873,0.84677048,1.44024095,0.95787543,0.00477978,1.28119743
-5.28564282,3.69263171,0.77570210,0.58392417,0.00184475,0.87999789,1.45662246,0.97677706,0.00460389,1.25174213
-5.27963982,3.71808921,0.76302274,0.57373641,0.00172954,0.91481796,1.47717834,0.99778572,0.00447535,1.22644755
-5.27363682,3.75154204,0.75207445,0.56545168,0.00161437,0.95054593,1.50097837,1.02026499,0.00439343,1.20494323
-5.26763382,3.79088441,0.74265348,0.55882969,0.00150040,0.98646445,1.52703584,1.04354579,0.00435754,1.18681618
-5.26163082,3.83394049,0.73454322,0.55361489,0.00138869,1.02184035,1.55433483,1.06694269,0.00436716,1.17162585
-5.25562781,3.87852149,0.72752132,0.54954455,0.00128018,1.05594210,1.58185733,1.08977052,0.00442193,1.15891812
-5.24962481,3.92248046,0.72136599,0.54635611,0.00117564,1.08805727,1.60860946,1.11136060,0.00452155,1.14823789
-5.24362181,3.96376359,0.71586141,0.54379387,0.00107571,1.11750966,1.63364602,1.13107646,0.00466572,1.13914014
-5.23761881,4.00045662,0.71080218,0.54161477,0.00098088,1.14367535,1.65609261,1.14832840,0.00485411,1.13119921
-5.23161581,4.03082533,0.70599673,0.53959337,0.00089150,1.16599745,1.67516483,1.16258661,0.00508617,1.12401630
-5.22561281,4.05334916,0.70126967,0.53752586,0.00080779,1.18399873,1.69018395,1.17339232,0.00536106,1.11722515
-5.21960980,4.06674722,0.69646317,0.53523303,0.00072985,1.19729203,1.70058871,1.18036690,0.00567752,1.11049590
-5.21360680,4.06999629,0.69143750,0.53256242,0.00065767,1.20558780,1.70594305,1.18321839,0.00603368,1.10353733
-5.20760380,4.06234049,0.68607076,0.52938952,0.00059115,1.20869880,1.70593963,1.18174548,0.00642699,1.09609764
-5.20160080,4.04329283,0.68025803,0.52561802,0.00053014,1.20654159,1.70039928,1.17583884,0.00685407,1.08796392
-5.19559780,4.01262910,0.67391014,0.52117940,0.00047440,1.19913497,1.68926656,1.16547971,0.00731067,1.07896064
-5.18959480,3.97037452,0.66695219,0.51603172,0.00042367,1.18659543,1.67260190,1.15073609,0.00779156,1.06894738
-5.18359180,3.91678450,0.65932202,0.51015788,0.00037765,1.16912987,1.65057079,1.13175658,0.00829059,1.05781613
-5.17758879,3.85232031,0.65096890,0.50356336,0.00033603,1.14702595,1.62343067,1.10876228,0.00880065,1.04548841
-5.17158579,3.77762127,0.64185241,0.49627378,0.00029849,1.12064052,1.59151621,1.08203717,0.00931381,1.03191252
-5.16558279,3.69347473,0.63194183,0.48833209,0.00026471,1.09038679,1.55522370,1.05191733,0.00982142,1.01706111
-5.15957979,3.60078535,0.62121597,0.47979593,0.00023438,1.05672053,1.51499541,1.01877959,0.01031430,1.00092936
-5.15357679,3.50054502,0.60966360,0.47073499,0.00020721,1.02012626,1.47130436,0.98302991,0.01078293,0.98353380
-5.14757379,3.39380466,0.59728433,0.46122864,0.00018290,0.98110363,1.42464044,0.94509213,0.01121773,0.96491184
-5.14157079,3.28164886,0.58409000,0.45136390,0.00016120,0.94015478,1.37549802,0.90539739,0.01160931,0.94512217
-5.13556778,3.16517417,0.57010641,0.44123380,0.00014186,0.89777285,1.32436572,0.86437448,0.01194878,0.92424572
-5.12956478,3.04547140,0.55537523,0.43093617,0.00012465,0.85443227,1.27171831,0.82244156,0.01222799,0.90238715
-5.12356178,2.92361211,0.53995596,0.42057282,0.00010936,0.81058072,1.21801095,0.77999918,0.01243985,0.87967669
-5.11755878,2.80063907,0.52392771,0.41024915,0.00009580,0.76663311,1.16367562,0.73742489,0.01257853,0.85627190
-5.11155578,2.67756025,0.50739058,0.40007395,0.00008379,0.72296751,1.10911942,0.69506924,0.01263970,0.83235925
-5.10555278,2.55534566,0.49046648,0.39015944,0.00007318,0.67992281,1.05472456,0.65325317,0.01262066,0.80815498
-5.09954977,2.43492623,0.47329919,0.38062132,0.00006382,0.63779807,1.00084953,0.61226664,0.01252045,0.78390512
-5.09354677,2.31719369,0.45605347,0.37157862,0.00005557,0.59685319,0.94783097,0.57236824,0.01233989,0.75988428
-5.08754377,2.20300072,0.43891327,0.36315338,0.00004832,0.55731069,0.89598583,0.53378557,0.01208155,0.73639300
-5.08154077,2.09316024,0.42207876,0.35546982,0.00004195,0.51935813,0.84561337,0.49671621,0.01174966,0.71375350
-5.07553777,1.98844329,0.40576239,0.34865301,0.00003637,0.48315104,0.79699656,0.46132898,0.01134998,0.69230379
-5.06953477,1.88957487,0.39018394,0.34282688,0.00003149,0.44881592,0.75040264,0.42776532,0.01088957,0.67239014
-5.06353177,1.79722744,0.37556470,0.33811161,0.00002723,0.41645309,0.70608265,0.39614065,0.01037657,0.65435802
-5.05752876,1.71201188,0.36212097,0.33462030,0.00002351,0.38613933,0.66426975,0.36654556,0.00981994,0.63854180
-5.05152576,1.63446634,0.35005715,0.33245510,0.00002026,0.35792989,0.62517648,0.33904676,0.00922918,0.62525345
-5.04552276,1.56504319,0.33955857,0.33170280,0.00001744,0.33186016,0.58899101,0.31368781,0.00861399,0.61477080
-5.03951976,1.50409482,0.33078445,0.33243024,0.00001499,0.30794666,0.55587263,0.29048959,0.00798404,0.60732568
-5.03351676,1.45185918,0.32386131,0.33467950,0.00001286,0.28618764,0.52594680,0.26945064,0.00734869,0.60309258
-5.02751376,1.40844599,0.31887703,0.33846342,0.00001101,0.26656330,0.49930011,0.25054739,0.00671674,0.60217843
-5.02151076,1.37382460,0.31587601,0.34376144,0.00000940,0.24903571,0.47597560,0.23373443,0.00609623,0.60461387
-5.01550775,1.34781467,0.31485554,0.35051638,0.00000802,0.23354874,0.45596875,0.21894495,0.00549431,0.61034679
-5.00950475,1.33008058,0.31576374,0.35863208,0.00000682,0.22002794,0.43922458,0.20609135,0.00491710,0.61923841
-5.00350175,1.32013031,0.31849917,0.36797249,0.00000578,0.20838082,0.42563619,0.19506631,0.00436964,0.63106233
-4.99749875,1.31731965,0.32291219,0.37836214,0.00000489,0.19849734,0.41504495,0.18574424,0.00385583,0.64550688
-4.99149575,1.32086187,0.32880821,0.38958834,0.00000412,0.19025102,0.40724254,0.17798315,0.00337849,0.66218079
-4.98549275,1.32984321,0.33595270,0.40140499,0.00000346,0.18350054,0.40197494,0.17162715,0.00293940,0.68062216
-4.97948974,1.34324379,0.34407781,0.41353817,0.00000290,0.17809191,0.39894821,0.16650929,0.00253934,0.70031066
-4.97348674,1.35996350,0.35289047,0.42569320,0.00000241,0.17386131,0.39783609,0.16245491,0.00217826,0.72068243
-4.96748374,1.37885211,0.36208162,0.43756301,0.00000200,0.17063834,0.39828901,0.15928532,0.00185534,0.74114729
-4.96148074,1.39874242,0.37133627,0.44883765,0.00000166,0.16824972,0.39994419,0.15682169,0.00156913,0.76110757
-4.95547774,1.41848516,0.38034393,0.45921433,0.00000136,0.16652326,0.40243652,0.15488905,0.00131770,0.77997782
-4.94947474,1.43698431,0.38880899,0.46840773,0.00000111,0.16529197,0.40540962,0.15332026,0.00109873,0.79720455
-4.94347174,1.45323110,0.39646071,0.47616007,0.00000091,0.16439800,0.40852662,0.15195977,0.00090968,0.81228515
-4.93746873,1.46633529,0.40306221,0.48225039,0.00000074,0.16369649,0.41148020,0.15066700,0.00074783,0.82478515
-4.93146573,1.47555233,0.40841819,0.48650271,0.00000059,0.16305880,0.41400143,0.14931929,0.00061042,0.83435303
-4.92546273,1.48030498,0.41238098,0.48879258,0.00000047,0.16237533,0.41586693,0.14781418,0.00049474,0.84073184
-4.91945973,1.48019860,0.41485468,0.48905164,0.00000038,0.16155746,0.41690408,0.14607105,0.00039815,0.84376715
-4.91345673,1.47502918,0.41579721,0.48727012,0.00000030,0.16053883,0.41699408,0.14403195,0.00031815,0.84341097
-4.90745373,1.46478402,0.41522020,0.48349699,0.00000024,0.15927567,0.41607272,0.14166165,0.00025242,0.83972139
-4.90145073,1.44963489,0.41318666,0.47783775,0.00000018,0.15774626,0.41412884,0.13894699,0.00019886,0.83285810
-4.89544772,1.42992423,0.40980680,0.47045017,0.00000014,0.15594962,0.41120065,0.13589536,0.00015555,0.82307398
-4.88944472,1.40614504,0.40523195,0.46153788,0.00000011,0.15390341,0.40737022,0.13253268,0.00012081,0.81070316
-4.88344172,1.37891564,0.39964712,0.45134244,0.00000009,0.15164125,0.40275628,0.12890075,0.00009317,0.79614632
-4.87743872,1.34895044,0.39326247,0.44013403,0.00000007,0.14920954,0.39750597,0.12505419,0.00007135,0.77985383
-4.87143572,1.31702829,0.38630417,0.42820141,0.00000005,0.14666395,0.39178580,0.12105718,0.00005425,0.76230750
-4.86543272,1.28395984,0.37900503,0.41584145,0.00000004,0.14406585,0.38577243,0.11698000,0.00004095,0.74400209
-4.85942971,1.25055539,0.37159531,0.40334883,0.00000003,0.14147874,0.37964362,0.11289564,0.00003070,0.72542697
