energy_ev,total_up,B_p_up,B_d_up,Se_s_up,Se_p_up,Ta_p_up,Ta_d_up
-5.81990995,3.32891674,1.00382923,0.00000000,0.04629682,0.55956258,0.92059128,1.63024704
-5.81390695,3.40639629,1.02968679,0.00000000,0.04732920,0.57338064,0.94568881,1.67353561
-5.80790395,3.47631665,1.05378675,0.00000000,0.04827952,0.58543378,0.96923062,1.71392835
-5.80190095,3.53768482,1.07579625,0.00000000,0.04913079,0.59558724,0.99090771,1.75085703
-5.79589795,3.58976944,1.09544856,0.00000000,0.04986909,0.60376188,1.01047146,1.78386132
-5.78989495,3.63211298,1.11254755,0.00000000,0.05048372,0.60993582,1.02773825,1.81259774
-5.78389195,3.66453311,1.12696927,0.00000000,0.05096726,0.61414394,1.04259115,1.83684352
-5.77788894,3.68711377,1.13866058,0.00000000,0.05131551,0.61647549,1.05497879,1.85649545
-5.77188594,3.70018695,1.14763535,0.00000000,0.05152739,0.61707004,1.06491165,1.87156419
-5.76588294,3.70430674,1.15396835,0.00000000,0.05160477,0.61611194,1.07245621,1.88216449
-5.75987994,3.70021747,1.15778751,0.00000000,0.05155230,0.61382371,1.07772734,1.88850225
-5.75387694,3.68881795,1.15926495,0.00000000,0.05137713,0.61045881,1.08087970,1.89085918
-5.74787394,3.67112387,1.15860728,0.00000000,0.05108873,0.60629409,1.08209846,1.88957613
-5.74187094,3.64823037,1.15604591,0.00000000,0.05069857,0.60162232,1.08159012,1.88503592
-5.73586793,3.62127654,1.15182758,0.00000000,0.05021997,0.59674519,1.07957381,1.87764671
-5.72986493,3.59141344,1.14620572,0.00000000,0.04966778,0.59196697,1.07627357,1.86782650
-5.72386193,3.55977659,1.13943291,0.00000000,0.04905820,0.58758912,1.07191189,1.85598969
-5.71785893,3.52746383,1.13175466,0.00000000,0.04840860,0.58390581,1.06670480,1.84253584
-5.71185593,3.49551865,1.12340463,0.00000000,0.04773723,0.58120048,1.06085843,1.82784123
-5.70585293,3.46491890,1.11460131,0.00000000,0.04706310,0.57974322,1.05456726,1.81225302
-5.69984992,3.43657036,1.10554610,0.00000000,0.04640569,0.57978901,1.04801362,1.79608618
-5.69384692,3.41130427,1.09642260,0.00000000,0.04578479,0.58157636,1.04136839,1.77962277
-5.68784392,3.38987783,1.08739687,0.00000000,0.04522022,0.58532629,1.03479255,1.76311314
-5.68184092,3.37297643,1.07861849,0.00000000,0.04473159,0.59124133,1.02843914,1.74677882
-5.67583792,3.36121648,1.07022197,0.00000000,0.04433799,0.59950431,1.02245534,1.73081618
-5.66983492,3.35514767,1.06232834,0.00000000,0.04405774,0.61027661,1.01698426,1.71540066
-5.66383192,3.35525364,1.05504658,0.00000000,0.04390802,0.62369603,1.01216617,1.70069080
-5.65782891,3.36195056,1.04847476,0.00000000,0.04390456,0.63987386,1.00813885,1.68683159
-5.65182591,3.37558302,1.04270054,0.00000000,0.04406132,0.65889140,1.00503697,1.67395700
-5.64582291,3.39641720,1.03780113,0.00000000,0.04439015,0.68079598,1.00299031,1.66219106
-5.63981991,3.42463164,1.03384248,0.00000000,0.04490048,0.70559661,1.00212107,1.65164764
-5.63381691,3.46030616,1.03087795,0.00000000,0.04559909,0.73325964,1.00254008,1.64242882
-5.62781391,3.50340975,1.02894631,0.00000000,0.04648988,0.76370456,1.00434242,1.63462194
-5.62181091,3.55378856,1.02806954,0.00000000,0.04757370,0.79680055,1.00760262,1.62829572
-5.61580790,3.61115512,1.02825037,0.00000000,0.04884830,0.83236392,1.01236971,1.62349568
-5.60980490,3.67508017,1.02947006,0.00000000,0.05030833,0.87015686,1.01866268,1.62023937
-5.60380190,3.74498806,1.03168649,0.00000000,0.05194544,0.90988784,1.02646656,1.61851189
-5.59779890,3.82015702,1.03483293,0.00000000,0.05374848,0.95121385,1.03572956,1.61826210
-5.59179590,3.89972485,1.03881766,0.00000000,0.05570378,0.99374459,1.04636157,1.61940007
-5.58579290,3.98270055,1.04352459,0.00000000,0.05779550,1.03704870,1.05823414,1.62179606
-5.57978989,4.06798211,1.04881514,0.00000000,0.06000605,1.08066187,1.07118224,1.62528128
-5.57378689,4.15437992,1.05453109,0.00000000,0.06231657,1.12409668,1.08500761,1.62965070
-5.56778389,4.24064527,1.06049870,0.00000000,0.06470745,1.16685381,1.09948382,1.63466767
-5.56178089,4.32550273,1.06653363,0.00000000,0.06715876,1.20843429,1.11436262,1.64007050
-5.55577789,4.40768510,1.07244672,0.00000000,0.06965076,1.24835209,1.12938152,1.64558049
-5.54977489,4.48596928,1.07805010,0.00000000,0.07216432,1.28614678,1.14427201,1.65091108
-5.54377189,4.55921135,1.08316349,0.00000000,0.07468124,1.32139556,1.15876818,1.65577778
-5.53776888,4.62637915,1.08762028,0.00000000,0.07718452,1.35372407,1.17261522,1.65990810
-5.53176588,4.68658081,1.09127306,0.00000000,0.07965852,1.38281560,1.18557738,1.66305121
-5.52576288,4.73908778,1.09399835,0.00000000,0.08208905,1.40841833,1.19744509,1.66498669
-5.51975988,4.78335153,1.09570030,0.00000000,0.08446327,1.43035016,1.20804085,1.66553196
-5.51375688,4.81901317,1.09631319,0.00000000,0.08676968,1.44850103,1.21722377,1.66454817
-5.50775388,4.84590586,1.09580270,0.00000000,0.08899789,1.46283277,1.22489254,1.66194427
-5.50175088,4.86405048,1.09416603,0.00000000,0.09113844,1.47337641,1.23098697,1.65767923
-5.49574787,4.87364497,1.09143091,0.00000000,0.09318266,1.48022737,1.23548811,1.65176255
-5.48974487,4.87504871,1.08765376,0.00000000,0.09512245,1.48353858,1.23841715,1.64425324
-5.48374187,4.86876298,1.08291731,0.00000000,0.09695026,1.48351227,1.23983338,1.63525751
-5.47773887,4.85540913,1.07732776,0.00000000,0.09865903,1.48039053,1.23983144,1.62492561
-5.47173587,4.83570573,1.07101199,0.00000000,0.10024233,1.47444545,1.23853826,1.61344811
-5.46573287,4.81044613,1.06411488,0.00000000,0.10169450,1.46596900,1.23610975,1.60105198
-5.45972986,4.78047744,1.05679693,0.00000000,0.10301104,1.45526329,1.23272766,1.58799667
-5.45372686,4.74668167,1.04923234,0.00000000,0.10418890,1.44263150,1.22859653,1.57457045
-5.44772386,4.70995954,1.04160744,0.00000000,0.10522701,1.42836969,1.22394093,1.56108689
-5.44172086,4.67121684,1.03411946,0.00000000,0.10612662,1.41275977,1.21900278,1.54788156
-5.43571786,4.63135310,1.02697536,0.00000000,0.10689181,1.39606379,1.21403870,1.53530856
-5.42971486,4.59125184,1.02039049,0.00000000,0.10752976,1.37851932,1.20931716,1.52373670
-5.42371186,4.55177170,1.01458684,0.00000000,0.10805100,1.36033626,1.20511514,1.51354494
-5.41770885,4.51373735,1.00979044,0.00000000,0.10846943,1.34169464,1.20171400,1.50511663
-5.41170585,4.47792944,1.00622782,0.00000000,0.10880214,1.32274354,1.19939453,1.49883237
-5.40570285,4.44507283,1.00412110,0.00000000,0.10906904,1.30360080,1.19843066,1.49506106
-5.39969985,4.41582246,1.00368185,0.00000000,0.10929226,1.28435366,1.19908214,1.49414921
-5.39369685,4.39074707,1.00510350,0.00000000,0.10949530,1.26505991,1.20158591,1.49640848
-5.38769385,4.37031072,1.00855266,0.00000000,0.10970199,1.24574981,1.20614650,1.50210169
-5.38169085,4.35485295,1.01415951,0.00000000,0.10993540,1.22642852,1.21292578,1.51142789
-5.37568784,4.34456870,1.02200775,0.00000000,0.11021652,1.20707909,1.22203244,1.52450705
-5.36968484,4.33948922,1.03212470,0.00000000,0.11056306,1.18766611,1.23351169,1.54136521
-5.36368184,4.33946568,1.04447211,0.00000000,0.11098819,1.16813991,1.24733602,1.56192106
-5.35767884,4.34415711,1.05893840,0.00000000,0.11149952,1.14844141,1.26339745,1.58597498
-5.35167584,4.35302423,1.07533297,0.00000000,0.11209819,1.12850758,1.28150209,1.61320136
-5.34567284,4.36533079,1.09338320,0.00000000,0.11277830,1.10827741,1.30136746,1.64314538
-5.33966983,4.38015320,1.11273469,0.00000000,0.11352657,1.08769833,1.32262332,1.67522464
-5.33366683,4.39639938,1.13295499,0.00000000,0.11432246,1.06673291,1.34481601,1.70873641
-5.32766383,4.41283678,1.15354113,0.00000000,0.11513851,1.04536560,1.36741683,1.74287070
-5.32166083,4.42812916,1.17393085,0.00000000,0.11594117,1.02360920,1.38983419,1.77672897
-5.31565783,4.44088104,1.19351737,0.00000000,0.11669185,1.00151081,1.41142936,1.80934815
-5.30965483,4.44968832,1.21166720,0.00000000,0.11734833,0.97915685,1.43153549,1.83972932
-5.30365183,4.45319286,1.22774040,0.00000000,0.11786635,0.95667687,1.44947895,1.86686995
-5.29764882,4.45013876,1.24111252,0.00000000,0.11820136,0.93424573,1.46460254,1.88979853
-5.29164582,4.43942757,1.25119731,0.00000000,0.11831034,0.91208392,1.47628935,1.90761011
-5.28564282,4.42016977,1.25746927,0.00000000,0.11815361,0.89045583,1.48398635,1.91950127
-5.27963982,4.39172996,1.25948497,0.00000000,0.11769649,0.86966575,1.48722669,1.92480299
-5.27363682,4.35376327,1.25690232,0.00000000,0.11691087,0.85005160,1.48564966,1.92300985
-5.26763382,4.30624124,1.24949677,0.00000000,0.11577642,0.83197660,1.47901737,1.91380433
-5.26163082,4.24946551,1.23717393,0.00000000,0.11428153,0.81581886,1.46722745,1.89707506
-5.25562781,4.18406870,1.21997786,0.00000000,0.11242396,0.80195941,1.45032106,1.87292820
-5.24962481,4.11100221,1.19809470,0.00000000,0.11021099,0.79076906,1.42848595,1.84169134
-5.24362181,4.03151146,1.17185165,0.00000000,0.10765933,0.78259451,1.40205434,1.80390991
-5.23761881,3.94709968,1.14171109,0.00000000,0.10479455,0.77774458,1.37149569,1.76033608
-5.23161581,3.85948207,1.10826033,0.00000000,0.10165027,0.77647683,1.33740481,1.71191076
-5.22561281,3.77053234,1.07219725,0.00000000,0.09826702,0.77898566,1.30048565,1.65973934
-5.21960980,3.68222423,1.03431251,0.00000000,0.09469091,0.78539215,1.26153166,1.60506229
-5.21360680,3.59657064,0.99546896,0.00000000,0.09097215,0.79573649,1.22140341,1.54922168
-5.20760380,3.51556305,0.95657901,0.00000000,0.08716348,0.80997338,1.18100443,1.49362484
-5.20160080,3.44111395,0.91858073,0.00000000,0.08331864,0.82797075,1.14125629,1.43970666
-5.19559780,3.37500431,0.88241353,0.00000000,0.07949085,0.84951216,1.10307375,1.38889156
-5.18959480,3.31883835,0.84899411,0.00000000,0.07573150,0.87430273,1.06734086,1.34255647
-5.18359180,3.27400682,0.81919334,0.00000000,0.07208901,0.90197866,1.03488889,1.30199594
-5.17758879,3.24165979,0.79381474,0.00000000,0.06860783,0.93211993,1.00647658,1.26839007
-5.17158579,3.22268935,0.77357501,0.00000000,0.06532784,0.96426570,0.98277334,1.24277629
-5.16558279,3.21772203,0.75908705,0.00000000,0.06228386,0.99793186,0.96434563,1.22602538
-5.15957979,3.22712027,0.75084579,0.00000000,0.05950549,1.03262977,0.95164681,1.21882214
-5.15357679,3.25099183,0.74921702,0.00000000,0.05701714,1.06788548,0.94501033,1.22165110
-5.14757379,3.28920582,0.75442941,0.00000000,0.05483822,1.10325845,0.94464641,1.23478709
-5.14157079,3.34141374,0.76656980,0.00000000,0.05298355,1.13835881,0.95064177,1.25829100
-5.13556778,3.40707367,0.78558165,0.00000000,0.05146375,1.17286226,0.96296231,1.29201032
-5.12956478,3.48547625,0.81126690,0.00000000,0.05028572,1.20652187,0.98145832,1.33558443
-5.12356178,3.57577055,0.84329072,0.00000000,0.04945312,1.23917609,1.00587184,1.38845430
-5.11755878,3.67698876,0.88118946,0.00000000,0.04896680,1.27075243,1.03584587,1.44987640
-5.11155578,3.78806854,0.92438124,0.00000000,0.04882501,1.30126672,1.07093501,1.51894025
-5.10555278,3.90787236,0.97217920,0.00000000,0.04902370,1.33081771,1.11061712,1.59458934
-5.09954977,4.03520342,1.02380690,0.00000000,0.04955651,1.35957739,1.15430576,1.67564491
-5.09354677,4.16881819,1.07841574,0.00000000,0.05041472,1.38777745,1.20136301,1.76083200
-5.08754377,4.30743584,1.13510374,0.00000000,0.05158705,1.41569245,1.25111255,1.84880719
-5.08154077,4.44974506,1.19293546,0.00000000,0.05305943,1.44362078,1.30285249,1.93818735
-5.07553777,4.59440927,1.25096235,0.00000000,0.05481466,1.47186421,1.35586806,2.02757880
-5.06953477,4.74007085,1.30824317,0.00000000,0.05683213,1.50070724,1.40944368,2.11560605
-5.06353177,4.88535558,1.36386377,0.00000000,0.05908753,1.53039734,1.46287448,2.20093937
-5.05752876,5.02887814,1.41695588,0.00000000,0.06155272,1.56112726,1.51547698,2.28232067
-5.05152576,5.16924962,1.46671421,0.00000000,0.06419569,1.59302024,1.56659891,2.35858673
-5.04552276,5.30508757,1.51241152,0.00000000,0.06698077,1.62611918,1.61562810,2.42868952
-5.03951976,5.43502920,1.55341128,0.00000000,0.06986894,1.66038022,1.66200028,2.49171285
-5.03351676,5.55774793,1.58917755,0.00000000,0.07281847,1.69567125,1.70520588,2.54688520
-5.02751376,5.67197301,1.61928198,0.00000000,0.07578573,1.73177539,1.74479578,2.59358843
-5.02151076,5.77651205,1.64340776,0.00000000,0.07872613,1.76839931,1.78038592,2.63136233
-5.01550775,5.87027562,1.66135065,0.00000000,0.08159537,1.80518598,1.81166091,2.65990513
-5.00950475,5.95230295,1.67301713,0.00000000,0.08435066,1.84173107,1.83837659,2.67907018
-5.00350175,6.02178762,1.67841995,0.00000000,0.08695204,1.87760216,1.86036152,2.68885922
-4.99749875,6.07810198,1.67767138,0.00000000,0.08936373,1.91235967,1.87751745,2.68941262
-4.99149575,6.12081864,1.67097445,0.00000000,0.09155533,1.94557832,1.88981879,2.68099718
-4.98549275,6.14972803,1.65861272,0.00000000,0.09350287,1.97686792,1.89731097,2.66399207
-4.97948974,6.16485033,1.64093884,0.00000000,0.09518964,2.00589236,1.90010778,2.63887338
-4.97348674,6.16644099,1.61836236,0.00000000,0.09660679,2.03238562,1.89838757,2.60619798
-4.96748374,6.15498884,1.59133725,0.00000000,0.09775352,2.05616409,1.89238835,2.56658711
-4.96148074,6.13120631,1.56034936,0.00000000,0.09863696,2.07713440,1.88240176,2.52071018
-4.95547774,6.09601170,1.52590423,0.00000000,0.09927177,2.09529634,1.86876600,2.46926908
-4.94947474,6.05050373,1.48851550,0.00000000,0.09967926,2.11074088,1.85185766,2.41298352
-4.94347174,5.99592919,1.44869415,0.00000000,0.09988634,2.12364330,1.83208265,2.35257734
-4.93746873,5.93364474,1.40693865,0.00000000,0.09992417,2.13425194,1.80986645,2.28876620
-4.93146573,5.86507437,1.36372640,0.00000000,0.09982660,2.14287327,1.78564373,2.22224666
-4.92546273,5.79166429,1.31950629,0.00000000,0.09962853,2.14985414,1.75984783,2.15368665
-4.91945973,5.71483713,1.27469266,0.00000000,0.09936425,2.15556216,1.73290026,2.08371753
-4.91345673,5.63594767,1.22966056,0.00000000,0.09906587,2.16036553,1.70520063,2.01292754
-4.90745373,5.55624189,1.18474246,0.00000000,0.09876180,2.16461329,1.67711749,1.94185682
-4.90145073,5.47682135,1.14022623,0.00000000,0.09847555,2.16861707,1.64898025,1.87099377
-4.89544772,5.39861450,1.09635457,0.00000000,0.09822474,2.17263553,1.62107267,1.80077291
-4.88944472,5.32235624,1.05332563,0.00000000,0.09802050,2.17686207,1.59362820,1.73157402
-4.88344172,5.24857651,1.01129480,0.00000000,0.09786711,2.18141655,1.56682726,1.66372256
-4.87743872,5.17759841,0.97037760,0.00000000,0.09776208,2.18634144,1.54079678,1.59749130
-4.87143572,5.10954572,0.93065347,0.00000000,0.09769658,2.19160243,1.51561179,1.53310297
-4.86543272,5.04435929,0.89217026,0.00000000,0.09765610,2.19709345,1.49129912,1.47073391
-4.85942971,4.98182125,0.85494926,0.00000000,0.09762145,2.20264569,1.46784305,1.41051840
-4.85342671,4.92158561,0.81899062,0.00000000,0.09756990,2.20804010,1.44519239,1.35255368
-4.84742371,4.86321363,0.78427873,0.00000000,0.09747655,2.21302250,1.42326882,1.29690525
-4.84142071,4.80621188,0.75078764,0.00000000,0.09731564,2.21732053,1.40197596,1.24361240
-4.83541771,4.75007109,0.71848601,0.00000000,0.09706195,2.22066141,1.38120865,1.19269367
-4.82941471,4.69430366,0.68734158,0.00000000,0.09669206,2.22278944,1.36086203,1.14415205
-4.82341171,4.63847802,0.65732500,0.00000000,0.09618550,2.22348243,1.34083983,1.09797970
-4.81740870,4.58224801,0.62841271,0.00000000,0.09552568,2.22256605,1.32106156,1.05416201
-4.81140570,4.52537606,0.60058909,0.00000000,0.09470063,2.21992533,1.30146820,1.01268100
-4.80540270,4.46774902,0.57384753,0.00000000,0.09370342,2.21551285,1.28202610,0.97351770
-4.79939970,4.40938623,0.54819063,0.00000000,0.09253238,2.20935314,1.26272897,0.93665377
-4.79339670,4.35043948,0.52362958,0.00000000,0.09119100,2.20154311,1.24359797,0.90207210
-4.78739370,4.29118529,0.50018271,0.00000000,0.08968764,2.19224857,1.22467982,0.86975665
-4.78139070,4.23201027,0.47787346,0.00000000,0.08803502,2.18169722,1.20604333,0.83969151
-4.77538769,4.17339047,0.45672788,0.00000000,0.08624950,2.17016840,1.18777441,0.81185939
-4.76938469,4.11586620,0.43677187,0.00000000,0.08435029,2.15798027,1.16997006,0.78623958
-4.76338169,4.06001382,0.41802827,0.00000000,0.08235857,2.14547533,1.15273164,0.76280582
-4.75737869,4.00641625,0.40051413,0.00000000,0.08029658,2.13300490,1.13615795,0.74152400
-4.75137569,3.95563375,0.38423821,0.00000000,0.07818671,2.12091356,1.12033838,0.72235005
-4.74537269,3.90817678,0.36919885,0.00000000,0.07605078,2.10952442,1.10534679,0.70522820
-4.73936968,3.86448227,0.35538242,0.00000000,0.07390924,2.09912595,1.09123615,0.69008967
-4.73336668,3.82489446,0.34276239,0.00000000,0.07178070,2.08996111,1.07803462,0.67685201
-4.72736368,3.78965149,0.33129906,0.00000000,0.06968149,2.08221928,1.06574290,0.66541913
-4.72136068,3.75887797,0.32093989,0.00000000,0.06762547,2.07603148,1.05433334,0.65568207
-4.71535768,3.73258414,0.31162064,0.00000000,0.06562394,2.07146891,1.04375060,0.64752051
-4.70935468,3.71067121,0.30326697,0.00000000,0.06368582,2.06854494,1.03391390,0.64080499
-4.70335168,3.69294267,0.29579660,0.00000000,0.06181787,2.06722035,1.02472089,0.63539980
-4.69734867,3.67912067,0.28912193,0.00000000,0.06002512,2.06741142,1.01605263,0.63116628
-4.69134567,3.66886662,0.28315292,0.00000000,0.05831139,2.06900038,1.00777978,0.62796664
-4.68534267,3.66180476,0.27780008,0.00000000,0.05667985,2.07184763,0.99976942,0.62566794
-4.67933967,3.65754751,0.27297764,0.00000000,0.05513369,2.07580505,0.99189237,0.62414609
-4.67333667,3.65572118,0.26860644,0.00000000,0.05367668,2.08072964,0.98403051,0.62328987
-4.66733367,3.65599081,0.26461677,0.00000000,0.05231386,2.08649662,0.97608396,0.62300458
-4.66133067,3.65808277,0.26095078,0.00000000,0.05105203,2.09301156,0.96797754,0.62321523
-4.65532766,3.66180405,0.25756448,0.00000000,0.04990018,2.10022056,0.95966644,0.62386925
-4.64932466,3.66705727,0.25442926,0.00000000,0.04886990,2.10811812,0.95114065,0.62493837
-4.64332166,3.67385047,0.25153280,0.00000000,0.04797549,2.11675210,0.94242802,0.62641966
-4.63731866,3.68230123,0.24887935,0.00000000,0.04723404,2.12622554,0.93359573,0.62833570
-4.63131566,3.69263464,0.24648945,0.00000000,0.04666523,2.13669504,0.92475009,0.63073361
-4.62531266,3.70517511,0.24439884,0.00000000,0.04629103,2.14836557,0.91603445,0.63368313
-4.61930965,3.72033191,0.24265692,0.00000000,0.04613519,2.16148202,0.90762547,0.63727354
-4.61330665,3.73857908,0.24132448,0.00000000,0.04622250,2.17631739,0.89972754,0.64160958
-4.60730365,3.76043004,0.24047094,0.00000000,0.04657797,2.19315827,0.89256568,0.64680637
-4.60130065,3.78640795,0.24017114,0.00000000,0.04722578,2.21228788,0.88637707,0.65298346
-4.59529765,3.81701267,0.24050176,0.00000000,0.04818820,2.23396744,0.88140142,0.66025815
-4.58929465,3.85268573,0.24153751,0.00000000,0.04948438,2.25841654,0.87787057,0.66873830
-4.58329165,3.89377469,0.24334721,0.00000000,0.05112914,2.28579329,0.87599783,0.67851490
-4.57728864,3.94049832,0.24598992,0.00000000,0.05313170,2.31617525,0.87596717,0.68965456
-4.57128564,3.99291439,0.24951122,0.00000000,0.05549462,2.34954193,0.87792316,0.70219246
-4.56528264,4.05089166,0.25393995,0.00000000,0.05821277,2.38575993,0.88196176,0.71612582
-4.55927964,4.11408758,0.25928529,0.00000000,0.06127250,2.42457145,0.88812267,0.73140845
-4.55327664,4.18193322,0.26553468,0.00000000,0.06465106,2.46558712,0.89638350,0.74794658
-4.54727364,4.25362667,0.27265229,0.00000000,0.06831637,2.50828365,0.90665636,0.76559633
-4.54127064,4.32813583,0.28057854,0.00000000,0.07222699,2.55200698,0.91878683,0.78416303
-4.53526763,4.40421109,0.28923042,0.00000000,0.07633258,2.59598108,0.93255576,0.80340255
-4.52926463,4.48040816,0.29850280,0.00000000,0.08057466,2.63932247,0.94768391,0.82302480
-4.52326163,4.55512058,0.30827069,0.00000000,0.08488772,2.68106022,0.96383919,0.84269934
-4.51725863,4.62662124,0.31839236,0.00000000,0.08920072,2.72016097,0.98064653,0.86206304
-4.51125563,4.69311136,0.32871322,0.00000000,0.09343887,2.75555806,0.99769978,0.88072955
-4.50525263,4.75277544,0.33907038,0.00000000,0.09752569,2.78618388,1.01457542,0.89830027
-4.49924962,4.80383988,0.34929762,0.00000000,0.10138513,2.81100416,1.03084726,0.91437647
-4.49324662,4.84463289,0.35923064,0.00000000,0.10494395,2.82905275,1.04610170,0.92857201
-4.48724362,4.87364318,0.36871234,0.00000000,0.10813396,2.83946548,1.05995264,0.94052625
-4.48124062,4.88957476,0.37759792,0.00000000,0.11089422,2.84151157,1.07205558,0.94991643
-4.47523762,4.89139531,0.38575953,0.00000000,0.11317301,2.83462126,1.08211995,0.95646918
-4.46923462,4.87837600,0.39309033,0.00000000,0.11492957,2.81840817,1.08991939,0.95997046
-4.46323162,4.85012077,0.39950774,0.00000000,0.11613538,2.79268567,1.09529921,0.96027370
-4.45722861,4.80658378,0.40495574,0.00000000,0.11677512,2.75747612,1.09818085,0.95730548
-4.45122561,4.74807405,0.40940615,0.00000000,0.11684705,2.71301282,1.09856316,0.95106887
-4.44522261,4.67524745,0.41285889,0.00000000,0.11636302,2.65973444,1.09652034,0.94164403
-4.43921961,4.58908606,0.41534112,0.00000000,0.11534790,2.59827226,1.09219686,0.92918614
-4.43321661,4.49086646,0.41690550,0.00000000,0.11383859,2.52943082,1.08579959,0.91392096
-4.42721361,4.38211821,0.41762756,0.00000000,0.11188266,2.45416296,1.07758779,0.89613811
-4.42121061,4.26457489,0.41760247,0.00000000,0.10953659,2.37354042,1.06786129,0.87618246
-4.41520760,4.14012003,0.41694128,0.00000000,0.10686382,2.28872151,1.05694789,0.85444426
-4.40920460,4.01073067,0.41576701,0.00000000,0.10393264,2.20091719,1.04519043,0.83134827
-4.40320160,3.87842114,0.41421068,0.00000000,0.10081401,2.11135731,1.03293445,0.80734260
-4.39719860,3.74518976,0.41240758,0.00000000,0.09757945,2.02125833,1.02051707,0.78288777
-4.39119560,3.61297063,0.41049396,0.00000000,0.09429905,1.93179400,1.00825759,0.75844632
-4.38519260,3.48359251,0.40860420,0.00000000,0.09103974,1.84407007,0.99645041,0.73447355
-4.37918959,3.35874624,0.40686871,0.00000000,0.08786379,1.75910384,0.98536041,0.71140961
-4.37318659,3.23996137,0.40541253,0.00000000,0.08482771,1.67780927,0.97522097,0.68967315
-4.36718359,3.12859243,0.40435447,0.00000000,0.08198140,1.60098764,0.96623460,0.66965661
-4.36118059,3.02581439,0.40380709,0.00000000,0.07936774,1.52932394,0.95857579,0.65172314
-4.35517759,2.93262650,0.40387691,0.00000000,0.07702249,1.46338831,0.95239578,0.63620499
-4.34917459,2.84986308,0.40466516,0.00000000,0.07497445,1.40364202,0.94782868,0.62340318
-4.34317159,2.77820968,0.40626854,0.00000000,0.07324587,1.35044704,0.94499825,0.61358801
-4.33716858,2.71822257,0.40877997,0.00000000,0.07185310,1.30407827,0.94402487,0.60700035
-4.33116558,2.67034981,0.41228914,0.00000000,0.07080727,1.26473708,0.94503172,0.60385301
-4.32516258,2.63495163,0.41688264,0.00000000,0.07011508,1.23256537,0.94814997,0.60433219
-4.31915958,2.61231867,0.42264357,0.00000000,0.06977957,1.20765881,0.95352205,0.60859843
-4.31315658,2.60268651,0.42965057,0.00000000,0.06980078,1.19007857,0.96130302,0.61678702
-4.30715358,2.60624530,0.43797633,0.00000000,0.07017636,1.17986054,0.97165951,0.62900764
