energy_ev,total_up,Ag_p_up,Ag_d_up,C_s_up,C_p_up,Se_s_up,Se_p_up
-6.00000000,3.79094907,1.06266660,3.30360480,0.00705202,0.08153157,0.05862478,0.22988687
-5.99399700,3.65066103,1.02381572,3.18165171,0.00636475,0.07813992,0.05721561,0.22107956
-5.98799400,3.51459114,0.98536568,3.06353361,0.00571365,0.07467096,0.05573401,0.21270710
-5.98199100,3.38459893,0.94760277,2.95099657,0.00510199,0.07115904,0.05419187,0.20481125
-5.97598799,3.26240789,0.91078650,2.84566470,0.00453219,0.06763721,0.05260035,0.19742704
-5.96998499,3.14956749,0.87514867,2.74900233,0.00400581,0.06413664,0.05096986,0.19058252
-5.96398199,3.04742109,0.84089308,2.66228160,0.00352361,0.06068625,0.04931008,0.18429858
-5.95797899,2.95708040,0.80819577,2.58655640,0.00308557,0.05731229,0.04762995,0.17858893
-5.95197599,2.87940706,0.77720544,2.52264327,0.00269104,0.05403815,0.04593775,0.17346020
-5.94597299,2.81500167,0.74804430,2.47110949,0.00233874,0.05088415,0.04424112,0.16891219
-5.93996998,2.76420036,0.72080887,2.43226858,0.00202697,0.04786753,0.04254715,0.16493828
-5.93396698,2.72707872,0.69557098,2.40618308,0.00175361,0.04500240,0.04086244,0.16152595
-5.92796398,2.70346285,0.67237882,2.39267430,0.00151631,0.04229985,0.03919324,0.15865747
-5.92196098,2.69294696,0.65125809,2.39133859,0.00131255,0.03976804,0.03754548,0.15631074
-5.91595798,2.69491688,0.63221333,2.40156941,0.00113973,0.03741245,0.03592493,0.15446025
-5.90995498,2.70857860,0.61522944,2.42258438,0.00099527,0.03523603,0.03433731,0.15307810
-5.90395198,2.73299086,0.60027341,2.45345639,0.00087667,0.03323950,0.03278836,0.15213519
-5.89794897,2.76710064,0.58729638,2.49314761,0.00078160,0.03142158,0.03128401,0.15160232
-5.89194597,2.80978031,0.57623597,2.54054521,0.00070788,0.02977934,0.02983041,0.15145136
-5.88594297,2.85986517,0.56701883,2.59449761,0.00065358,0.02830843,0.02843410,0.15165633
-5.87993997,2.91618997,0.55956345,2.65384992,0.00061700,0.02700341,0.02710196,0.15219433
-5.87393697,2.97762313,0.55378300,2.71747732,0.00059670,0.02585805,0.02584133,0.15304630
-5.86793397,3.04309736,0.54958815,2.78431515,0.00059146,0.02486553,0.02465990,0.15419756
-5.86193097,3.11163546,0.54688980,2.85338461,0.00060032,0.02401876,0.02356571,0.15563803
-5.85592796,3.18237037,0.54560134,2.92381320,0.00062251,0.02331053,0.02256698,0.15736213
-5.84992496,3.25455866,0.54564050,2.99484896,0.00065745,0.02273376,0.02167200,0.15936834
-5.84392196,3.32758687,0.54693057,3.06586819,0.00070472,0.02228160,0.02088886,0.16165846
-5.83791896,3.40097065,0.54940091,3.13637628,0.00076397,0.02194758,0.02022523,0.16423644
-5.83191596,3.47434663,0.55298659,3.20600184,0.00083498,0.02172570,0.01968807,0.16710701
-5.82591296,3.54745765,0.55762737,3.27448439,0.00091751,0.02161047,0.01928333,0.17027401
-5.81990995,3.62013210,0.56326577,3.34165641,0.00101135,0.02159694,0.01901569,0.17373861
-5.81390695,3.69225852,0.56984466,3.40742079,0.00111623,0.02168074,0.01888821,0.17749744
-5.80790395,3.76375690,0.57730424,3.47172475,0.00123180,0.02185798,0.01890214,0.18154072
-5.80190095,3.83454824,0.58557880,3.53453193,0.00135761,0.02212532,0.01905667,0.18585061
-5.79589795,3.90452424,0.59459339,3.59579412,0.00149309,0.02247981,0.01934879,0.19039975
-5.78989495,3.97351880,0.60426069,3.65542422,0.00163749,0.02291892,0.01977323,0.19515021
-5.78389195,4.04128318,0.61447839,3.71327218,0.00178995,0.02344040,0.02032241,0.20005282
-5.77788894,4.10746629,0.62512714,3.76910529,0.00194942,0.02404222,0.02098655,0.20504710
-5.77188594,4.17160152,0.63606948,3.82259405,0.00211471,0.02472249,0.02175378,0.21006168
-5.76588294,4.23310101,0.64714971,3.87330466,0.00228448,0.02547932,0.02261040,0.21501532
-5.75987994,4.29125795,0.65819495,3.92069871,0.00245726,0.02631077,0.02354109,0.21981852
-5.75387694,4.34525710,0.66901727,3.96414011,0.00263148,0.02721467,0.02452927,0.22437564
-5.74787394,4.39419308,0.67941698,4.00290930,0.00280547,0.02818853,0.02555749,0.22858741
-5.74187094,4.43709575,0.68918682,4.03622390,0.00297752,0.02922937,0.02660773,0.23235388
-5.73586793,4.47296144,0.69811698,4.06326493,0.00314589,0.03033360,0.02766184,0.23557751
-5.72986493,4.50078869,0.70600074,4.08320736,0.00330883,0.03149685,0.02870191,0.23816641
-5.72386193,4.51961651,0.71264033,4.09525330,0.00346464,0.03271382,0.02971058,0.24003747
-5.71785893,4.52856371,0.71785289,4.09866645,0.00361165,0.03397815,0.03067142,0.24111938
-5.71185593,4.52686707,0.72147623,4.09280602,0.00374829,0.03528228,0.03156912,0.24135523
-5.70585293,4.51391690,0.72337409,4.07715854,0.00387309,0.03661739,0.03238985,0.24070480
-5.69984992,4.48928831,0.72344063,4.05136622,0.00398469,0.03797330,0.03312134,0.23914622
-5.69384692,4.45276696,0.72160418,4.01525062,0.00408189,0.03933847,0.03375311,0.23667712
-5.68784392,4.40436835,0.71782993,3.96883084,0.00416365,0.04070007,0.03427660,0.23331516
-5.68184092,4.34435014,0.71212156,3.91233549,0.00422909,0.04204411,0.03468521,0.22909797
-5.67583792,4.27321721,0.70452191,3.84620841,0.00427754,0.04335558,0.03497442,0.22408241
-5.66983492,4.19171971,0.69511253,3.77110811,0.00430854,0.04461876,0.03514185,0.21834345
-5.66383192,4.10084447,0.68401249,3.68790119,0.00432184,0.04581755,0.03518726,0.21197246
-5.65782891,4.00180054,0.67137623,3.59765054,0.00431745,0.04693584,0.03511264,0.20507523
-5.65182591,3.89599953,0.65739098,3.50159873,0.00429563,0.04795798,0.03492217,0.19776957
-5.64582291,3.78503186,0.64227350,3.40114762,0.00425691,0.04886928,0.03462226,0.19018289
-5.63981991,3.67063977,0.62626663,3.29783486,0.00420212,0.04965644,0.03422151,0.18244956
-5.63381691,3.55468794,0.60963556,3.19330824,0.00413240,0.05030810,0.03373068,0.17470823
-5.62781391,3.43913251,0.59266396,3.08929829,0.00404919,0.05081525,0.03316257,0.16709932
-5.62181091,3.32598927,0.57565005,2.98759011,0.00395426,0.05117160,0.03253189,0.15976242
-5.61580790,3.21730126,0.55890272,2.88999458,0.00384971,0.05137389,0.03185509,0.15283399
-5.60980490,3.11510647,0.54273750,2.79831943,0.00373795,0.05142210,0.03115008,0.14644507
-5.60380190,3.02140563,0.52747259,2.71434051,0.00362171,0.05131945,0.03043593,0.14071920
-5.59779890,2.93813036,0.51342473,2.63977327,0.00350403,0.05107242,0.02973247,0.13577049
-5.59179590,2.86711185,0.50090498,2.57624473,0.00338822,0.05069048,0.02905985,0.13170184
-5.58579290,2.81005010,0.49021428,2.52526600,0.00327787,0.05018583,0.02843810,0.12860324
-5.57978989,2.76848395,0.48163886,2.48820554,0.00317678,0.04957291,0.02788651,0.12655034
-5.57378689,2.74376220,0.47544538,2.46626346,0.00308895,0.04886788,0.02742318,0.12560301
-5.56778389,2.73701606,0.47187589,2.46044700,0.00301856,0.04808804,0.02706441,0.12580416
-5.56178089,2.74913347,0.47114267,2.47154788,0.00296989,0.04725115,0.02682423,0.12717867
-5.55577789,2.78073584,0.47342301,2.50012166,0.00294731,0.04637480,0.02671386,0.12973261
-5.54977489,2.83215795,0.47885403,2.54647006,0.00295523,0.04547575,0.02674134,0.13345257
-5.54377189,2.90343158,0.48752785,2.61062647,0.00299807,0.04456938,0.02691119,0.13830542
-5.53776888,2.99427378,0.49948706,2.69234569,0.00308016,0.04366915,0.02722418,0.14423833
-5.53176588,3.10408040,0.51472090,2.79109811,0.00320576,0.04278627,0.02767719,0.15117914
-5.52576288,3.23192557,0.53316227,2.90606919,0.00337893,0.04192933,0.02826326,0.15903723
-5.51975988,3.37656765,0.55468579,3.03616449,0.00360354,0.04110421,0.02897169,0.16770475
-5.51375688,3.53646192,0.57910705,3.18002064,0.00388318,0.04031408,0.02978830,0.17705833
-5.50775388,3.70978031,0.60618337,3.33602223,0.00422108,0.03955944,0.03069581,0.18696127
-5.50175088,3.89443787,0.63561592,3.50232471,0.00462005,0.03883840,0.03167432,0.19726611
