energy_ev,total_up,Ag_p_up,Ag_d_up,Hf_p_up,Hf_d_up,N_s_up,N_p_up,S_s_up,S_p_up
-5.86793397,7.81996782,0.61873585,2.26024244,3.68192671,1.62875382,0.02394947,1.13970320,0.05302266,2.62384399
-5.86193097,7.85191947,0.62990424,2.26867441,3.72806832,1.62793931,0.02398978,1.14758593,0.05409928,2.63067731
-5.85592796,7.87343278,0.64013017,2.27448479,3.76856804,1.62471893,0.02398383,1.15419631,0.05504245,2.63372956
-5.84992496,7.88343494,0.64923368,2.27755291,3.80246341,1.61893471,0.02392944,1.15930439,0.05583917,2.63261026
-5.84392196,7.88110845,0.65706048,2.27784387,3.82890560,1.61046583,0.02382580,1.16270194,0.05647974,2.62701545
-5.83791896,7.86593432,0.66348626,2.27541468,3.84719232,1.59923793,0.02367357,1.16421277,0.05695819,2.61674187
-5.83191596,7.83772343,0.66842012,2.27041598,3.85679566,1.58523066,0.02347489,1.16370192,0.05727252,2.60169734
-5.82591296,7.79663389,0.67180677,2.26308912,3.85738356,1.56848314,0.02323331,1.16108310,0.05742486,2.58190677
-5.81990995,7.74317323,0.67362757,2.25375841,3.84883367,1.54909669,0.02295368,1.15632399,0.05742145,2.55751332
-5.81390695,7.67818481,0.67390024,2.24281890,3.83123888,1.52723477,0.02264203,1.14944908,0.05727247,2.52877456
-5.80790395,7.60281865,0.67267729,2.23072008,3.80490410,1.50311987,0.02230533,1.14053981,0.05699172,2.49605378
-5.80190095,7.51848791,0.67004332,2.21794612,3.77033444,1.47702746,0.02195128,1.12973200,0.05659617,2.45980664
-5.79589795,7.42681271,0.66611110,2.20499366,3.72821520,1.44927740,0.02158796,1.11721071,0.05610539,2.42056388
-5.78989495,7.32955415,0.66101688,2.19234819,3.67938466,1.42022285,0.02122361,1.10320265,0.05554086,2.37891081
-5.78389195,7.22854159,0.65491484,2.18046018,3.62480105,1.39023770,0.02086629,1.08796676,0.05492521,2.33546455
-5.77788894,7.12559685,0.64797117,2.16972224,3.56550521,1.35970281,0.02052356,1.07178324,0.05428146,2.29085019
-5.77188594,7.02245930,0.64035788,2.16044858,3.50258079,1.32899200,0.02020222,1.05494180,0.05363216,2.24567695
-5.76588294,6.92071567,0.63224666,2.15285791,3.43711404,1.29845845,0.01990807,1.03772959,0.05299868,2.20051561
-5.75987994,6.82173816,0.62380308,2.14706081,3.37015510,1.26842229,0.01964569,1.02041969,0.05240047,2.15587834
-5.75387694,6.72663425,0.61518137,2.14305238,3.30268248,1.23916010,0.01941826,1.00326056,0.05185443,2.11220172
-5.74787394,6.63621063,0.60651996,2.14071066,3.23557265,1.21089671,0.01922753,0.98646710,0.05137443,2.06983410
-5.74187094,6.55095314,0.59793793,2.13980116,3.16957574,1.18379987,0.01907373,0.97021373,0.05097093,2.02902752
-5.73586793,6.47102355,0.58953265,2.13998725,3.10529857,1.15797792,0.01895563,0.95462987,0.05065075,1.98993474
-5.72986493,6.39627323,0.58137843,2.14084614,3.04319534,1.13348058,0.01887067,0.93979788,0.05041701,1.95261129
-5.72386193,6.32627259,0.57352641,2.14188960,2.98356613,1.11030263,0.01881505,0.92575357,0.05026924,1.91702237
-5.71785893,6.26035450,0.56600550,2.14258845,2.92656290,1.08839030,0.01878399,0.91248911,0.05020355,1.88305396
-5.71185593,6.19766901,0.55882431,2.14239969,2.87220216,1.06764976,0.01877197,0.89995810,0.05021306,1.85052760
-5.70585293,6.13724631,0.55197395,2.14079472,2.82038329,1.04795727,0.01877301,0.88808238,0.05028826,1.81921774
-5.69984992,6.07806413,0.54543134,2.13728744,2.77091120,1.02917030,0.01878091,0.87676017,0.05041767,1.78887071
-5.69384692,6.01911607,0.53916314,2.13146070,2.72352172,1.01113890,0.01878962,0.86587505,0.05058830,1.75922422
-5.68784392,5.95947715,0.53312965,2.12298984,2.67790836,0.99371676,0.01879346,0.85530510,0.05078640,1.73002635
-5.68184092,5.89836312,0.52728887,2.11166220,2.63374866,0.97677121,0.01878737,0.84493192,0.05099798,1.70105292
-5.67583792,5.83518095,0.52160016,2.09739180,2.59072900,0.96019189,0.01876716,0.83464887,0.05120943,1.67212244
-5.66983492,5.76956794,0.51602752,2.08022843,2.54856650,0.94389739,0.01872965,0.82436820,0.05140809,1.64310803
-5.66383192,5.70141829,0.51054237,2.06036110,2.50702713,0.92783991,0.01867282,0.81402684,0.05158269,1.61394566
-5.65782891,5.63089617,0.50512546,2.03811563,2.46593942,0.91200763,0.01859582,0.80359053,0.05172376,1.58463860
-5.65182591,5.55843558,0.49976824,2.01394702,2.42520350,0.89642498,0.01849903,0.79305627,0.05182391,1.55525803
-5.64582291,5.48472768,0.49447335,1.98842683,2.38479527,0.88115085,0.01838402,0.78245309,0.05187806,1.52594000
-5.63981991,5.41069701,0.48925441,1.96222669,2.34476622,0.86627511,0.01825342,0.77184121,0.05188354,1.49687916
-5.63381691,5.33746851,0.48413527,1.93609861,2.30523922,0.85191375,0.01811086,0.76130980,0.05184007,1.46831981
-5.62781391,5.26632757,0.47914857,1.91085336,2.26640097,0.83820311,0.01796075,0.75097351,0.05174971,1.44054490
-5.62181091,5.19867530,0.47433408,1.88733758,2.22849202,0.82529341,0.01780818,0.74096808,0.05161672,1.41386383
-5.61580790,5.13598156,0.46973664,1.86641091,2.19179499,0.81334234,0.01765867,0.73144528,0.05144729,1.38859958
-5.60980490,5.07973766,0.46540408,1.84892370,2.15662196,0.80250862,0.01751802,0.72256744,0.05124925,1.36507603
-5.60380190,5.03141075,0.46138513,1.83569610,2.12330170,0.79294624,0.01739213,0.71450185,0.05103178,1.34360605
-5.59779890,4.99240139,0.45772745,1.82749896,2.09216739,0.78479928,0.01728684,0.70741522,0.05080500,1.32448084
-5.59179590,4.96400531,0.45447601,1.82503678,2.06354528,0.77819763,0.01720775,0.70146837,0.05057956,1.30796088
-5.58579290,4.94738012,0.45167158,1.82893298,2.03774470,0.77325359,0.01716016,0.69681135,0.05036626,1.29426877
-5.57978989,4.94351730,0.44934976,1.83971729,2.01504954,0.77005934,0.01714889,0.69357902,0.05017564,1.28358407
-5.57378689,4.95321934,0.44754021,1.85781529,1.99571126,0.76868522,0.01717825,0.69188720,0.05001756,1.27603998
-5.56778389,4.97708198,0.44626630,1.88353979,1.97994342,0.76917877,0.01725195,0.69182946,0.04990080,1.27172188
-5.56178089,5.01548101,0.44554496,1.91708396,1.96791749,0.77156426,0.01737307,0.69347451,0.04983278,1.27066740
-5.55577789,5.06856328,0.44538685,1.95851594,1.95975980,0.77584270,0.01754397,0.69686422,0.04981918,1.27286770
-5.54977489,5.13624158,0.44579656,2.00777497,1.95554949,0.78199222,0.01776629,0.70201231,0.04986372,1.27826974
-5.54377189,5.21819304,0.44677307,2.06466896,1.95531709,0.78996861,0.01804090,0.70890371,0.04996795,1.28677919
-5.53776888,5.31386093,0.44831005,2.12887364,1.95904377,0.79970608,0.01836783,0.71749449,0.05013116,1.29826371
-5.53176588,5.42245997,0.45039628,2.19993360,1.96666107,0.81111816,0.01874627,0.72771251,0.05035028,1.31255628
-5.52576288,5.54298525,0.45301599,2.27726540,1.97805114,0.82409869,0.01917447,0.73945871,0.05061995,1.32945862
-5.51975988,5.67422508,0.45614904,2.36016319,1.99304754,0.83852313,0.01964972,0.75260900,0.05093262,1.34874439
-5.51375688,5.81477809,0.45977116,2.44780723,2.01143666,0.85424990,0.02016828,0.76701684,0.05127879,1.37016231
-5.50775388,5.96307500,0.46385405,2.53927557,2.03296005,0.87112221,0.02072536,0.78251635,0.05164722,1.39343909
-5.50175088,6.11740505,0.46836550,2.63355907,2.05731767,0.88897010,0.02131506,0.79892604,0.05202536,1.41828240
-5.49574787,6.27594740,0.47326958,2.72957992,2.08417236,0.90761284,0.02193041,0.81605297,0.05239975,1.44438393
-5.48974487,6.43680697,0.47852682,2.82621342,2.11315556,0.92686180,0.02256335,0.83369729,0.05275648,1.47142263
-5.48374187,6.59805452,0.48409463,2.92231266,2.14387449,0.94652360,0.02320484,0.85165708,0.05308173,1.49906842
-5.47773887,6.75776978,0.48992778,3.01673565,2.17592060,0.96640359,0.02384496,0.86973330,0.05336228,1.52698623
-5.47173587,6.91408688,0.49597914,3.10837386,2.20887940,0.98630954,0.02447304,0.88773477,0.05358605,1.55484073
-5.46573287,7.06524023,0.50220056,3.19618131,2.24234128,1.00605547,0.02507789,0.90548291,0.05374261,1.58230141
-5.45972986,7.20960957,0.50854392,3.27920307,2.27591316,1.02546546,0.02564803,0.92281627,0.05382362,1.60904833
-5.45372686,7.34576220,0.51496236,3.35660185,2.30923052,1.04437725,0.02617201,0.93959447,0.05382328,1.63477816
-5.44772386,7.47249064,0.52141150,3.42768150,2.34196929,1.06264566,0.02663870,0.95570165,0.05373856,1.65921035
-5.44172086,7.58884402,0.52785072,3.49190626,2.37385720,1.08014547,0.02703762,0.97104916,0.05356952,1.68209339
-5.43571786,7.69415173,0.53424431,3.54891474,2.40468397,1.09677383,0.02735933,0.98557747,0.05331936,1.70321070
-5.42971486,7.78803799,0.54056248,3.59852784,2.43430982,1.11245203,0.02759570,0.99925723,0.05299445,1.72238592
-5.42371186,7.87042664,0.54678203,3.64075008,2.46267177,1.12712659,0.02774030,1.01208952,0.05260421,1.73948741
-5.41770885,7.94153567,0.55288675,3.67576430,2.48978745,1.14076961,0.02778860,1.02410515,0.05216089,1.75443153
-5.41170585,8.00186173,0.55886743,3.70391971,2.51575595,1.15337845,0.02773822,1.03536325,0.05167925,1.76718468
-5.40570285,8.05215517,0.56472137,3.72571404,2.54075554,1.16497472,0.02758909,1.04594905,0.05117611,1.77776371
-5.39969985,8.09338664,0.57045161,3.74177040,2.56503836,1.17560269,0.02734350,1.05597098,0.05066990,1.78623483
-5.39369685,8.12670690,0.57606567,3.75281015,2.58892197,1.18532709,0.02700613,1.06555723,0.05018006,1.79271085
-5.38769385,8.15340151,0.58157403,3.75962303,2.61277811,1.19423055,0.02658393,1.07485183,0.04972649,1.79734696
-5.38169085,8.17484250,0.58698839,3.76303599,2.63701908,1.20241066,0.02608598,1.08401042,0.04932889,1.80033507
-5.37568784,8.19243914,0.59231991,3.76388218,2.66208209,1.20997680,0.02552325,1.09319566,0.04900622,1.80189706
-5.36968484,8.20758998,0.59757738,3.76297158,2.68841234,1.21704684,0.02490828,1.10257264,0.04877611,1.80227718
-5.36368184,8.22163798,0.60276564,3.76106455,2.71644536,1.22374375,0.02425483,1.11230418,0.04865433,1.80173393
-5.35767884,8.23583061,0.60788438,3.75884930,2.74658937,1.23019223,0.02357751,1.12254620,0.04865436,1.80053183
-5.35167584,8.25128616,0.61292725,3.75692423,2.77920824,1.23651550,0.02289132,1.13344326,0.04878704,1.79893333
-5.34567284,8.26896735,0.61788159,3.75578558,2.81460585,1.24283214,0.02221126,1.14512433,0.04906024,1.79719134
-5.33966983,8.28966269,0.62272871,3.75582046,2.85301230,1.24925313,0.02155190,1.15769881,0.04947876,1.79554248
-5.33366683,8.31397581,0.62744476,3.75730547,2.89457249,1.25587917,0.02092701,1.17125306,0.05004422,1.79420148
-5.32766383,8.34232236,0.63200210,3.76041013,2.93933758,1.26279817,0.02034918,1.18584724,0.05075511,1.79335670
-5.32166083,8.37493396,0.63637127,3.76520478,2.98725938,1.27008305,0.01982952,1.20151275,0.05160690,1.79316701
-5.31565783,8.41186817,0.64052321,3.77167201,3.03818799,1.27778985,0.01937744,1.21825026,0.05259231,1.79375993
-5.30965483,8.45302349,0.64443174,3.77972070,3.09187269,1.28595619,0.01900043,1.23602834,0.05370151,1.79523102
-5.30365183,8.49815808,0.64807607,3.78920182,3.14796591,1.29460001,0.01870394,1.25478282,0.05492257,1.79764435
-5.29764882,8.54691106,0.65144324,3.79992490,3.20603009,1.30371884,0.01849136,1.27441694,0.05624177,1.80103398
-5.29164582,8.59882516,0.65453018,3.81167446,3.26554733,1.31328942,0.01836399,1.29480226,0.05764410,1.80540613
-5.28564282,8.65336985,0.65734536,3.82422560,3.32593122,1.32326781,0.01832112,1.31578041,0.05911366,1.81074191
-5.27963982,8.70996399,0.65990982,3.83735822,3.38654068,1.33359007,0.01836017,1.33716574,0.06063407,1.81700040
-5.27363682,8.76799745,0.66225762,3.85086944,3.44669525,1.34417341,0.01847684,1.35874875,0.06218894,1.82412183
-5.26763382,8.82685128,0.66443544,3.86458404,3.50569149,1.35491794,0.01866535,1.38030038,0.06376223,1.83203083
-5.26163082,8.88591622,0.66650161,3.87836269,3.56282004,1.36570897,0.01891865,1.40157704,0.06533860,1.84063946
-5.25562781,8.94460945,0.66852436,3.89210827,3.61738283,1.37641980,0.01922873,1.42232629,0.06690371,1.84985013
-5.24962481,9.00238968,0.67057962,3.90577011,3.66871017,1.38691508,0.01958683,1.44229313,0.06844444,1.85955811
-5.24362181,9.05877056,0.67274830,3.91934658,3.71617719,1.39705448,0.01998379,1.46122659,0.06994915,1.86965394
-5.23761881,9.11333257,0.67511335,3.93288604,3.75921936,1.40669674,0.02041027,1.47888668,0.07140773,1.88002544
-5.23161581,9.16573348,0.67775671,3.94648645,3.79734675,1.41570390,0.02085706,1.49505119,0.07281171,1.89055954
-5.22561281,9.21571717,0.68075627,3.96029378,3.83015656,1.42394559,0.02131523,1.50952244,0.07415427,1.90114394
-5.21960980,9.26312089,0.68418313,3.97449924,3.85734386,1.43130319,0.02177643,1.52213353,0.07543020,1.91166851
-5.21360680,9.30788059,0.68809913,3.98933549,3.87871009,1.43767372,0.02223300,1.53275394,0.07663581,1.92202669
-5.20760380,9.35003410,0.69255493,4.00507178,3.89416908,1.44297334,0.02267808,1.54129421,0.07776882,1.93211665
-5.20160080,9.38972178,0.69758848,4.02200803,3.90375058,1.44714022,0.02310577,1.54770964,0.07882817,1.94184244
-5.19559780,9.42718433,0.70322423,4.04046784,3.90760090,1.45013672,0.02351110,1.55200255,0.07981387,1.95111495
-5.18959480,9.46275741,0.70947268,4.06079038,3.90598082,1.45195071,0.02389010,1.55422335,0.08072676,1.95985278
-5.18359180,9.49686293,0.71633057,4.08332130,3.89926043,1.45259606,0.02423970,1.55446992,0.08156833,1.96798289
-5.17758879,9.52999683,0.72378146,4.10840266,3.88791134,1.45211209,0.02455774,1.55288561,0.08234050,1.97544117
-5.17158579,9.56271360,0.73179662,4.13636209,3.87249592,1.45056221,0.02484283,1.54965567,0.08304540,1.98217261
-5.16558279,9.59560758,0.74033613,4.16750148,3.85365424,1.44803158,0.02509428,1.54500226,0.08368521,1.98813145
-5.15957979,9.62929179,0.74935021,4.20208536,3.83208857,1.44462402,0.02531194,1.53917820,0.08426200,1.99328086
-5.15357679,9.66437472,0.75878042,4.24032955,3.80854610,1.44045831,0.02549614,1.53245961,0.08477764,1.99759257
-5.14757379,9.70143593,0.76856095,4.28239039,3.78380028,1.43566385,0.02564753,1.52513774,0.08523364,2.00104617
-5.14157079,9.74100153,0.77861975,4.32835494,3.75863112,1.43037608,0.02576699,1.51751016,0.08563121,2.00362828
-5.13556778,9.78352038,0.78887946,4.37823277,3.73380526,1.42473173,0.02585556,1.50987175,0.08597118,2.00533154
-5.12956478,9.82934207,0.79925832,4.43194956,3.71005618,1.41886409,0.02591433,1.50250578,0.08625409,2.00615357
-5.12356178,9.87869782,0.80967082,4.48934297,3.68806545,1.41289856,0.02594444,1.49567530,0.08648022,2.00609591
-5.11755878,9.93168491,0.82002838,4.55016103,3.66844521,1.40694853,0.02594702,1.48961531,0.08664973,2.00516304
-5.11155578,9.98825581,0.83023992,4.61406323,3.65172292,1.40111194,0.02592319,1.48452585,0.08676278,2.00336146
-5.10555278,10.04821217,0.84021251,4.68062438,3.63832851,1.39546848,0.02587406,1.48056647,0.08681964,2.00069906
-5.09954977,10.11120449,0.84985212,4.74934120,3.62858455,1.39007759,0.02580078,1.47785198,0.08682082,1.99718464
-5.09354677,10.17673721,0.85906452,4.81964150,3.62269971,1.38497741,0.02570452,1.47644994,0.08676725,1.99282774
-5.08754377,10.24417946,0.86775636,4.89089572,3.62076572,1.38018451,0.02558655,1.47637973,0.08666033,1.98763875
-5.08154077,10.31278095,0.87583655,4.96243046,3.62275781,1.37569470,0.02544820,1.47761339,0.08650206,1.98162933
-5.07553777,10.38169250,0.88321775,5.03354356,3.62853876,1.37148447,0.02529095,1.48007798,0.08629508,1.97481299
-5.06953477,10.44999042,0.88981813,5.10352025,3.63786606,1.36751337,0.02511638,1.48365955,0.08604271,1.96720599
-5.06353177,10.51670377,0.89556323,5.17164994,3.65040212,1.36372698,0.02492620,1.48820830,0.08574895,1.95882833
-5.05752876,10.58084347,0.90038782,5.23724293,3.66572685,1.36006029,0.02472220,1.49354490,0.08541842,1.94970477
-5.05152576,10.64143209,0.90423779,5.29964660,3.68335228,1.35644156,0.02450625,1.49946757,0.08505631,1.93986585
-5.04552276,10.69753301,0.90707183,5.35826057,3.70273836,1.35279615,0.02428022,1.50575956,0.08466828,1.92934874
-5.03951976,10.74827797,0.90886281,5.41255031,3.72330965,1.34905043,0.02404595,1.51219686,0.08426034,1.91819787
-5.03351676,10.79289180,0.90959884,5.46205874,3.74447194,1.34513535,0.02380518,1.51855571,0.08383868,1.90646521
-5.02751376,10.83071348,0.90928386,5.50641559,3.76562844,1.34098966,0.02355951,1.52461964,0.08340957,1.89421015
-5.02151076,10.86121271,0.90793766,5.54534418,3.78619500,1.33656253,0.02331030,1.53018579,0.08297914,1.88149894
-5.01550775,10.88400161,0.90559546,5.57866560,3.80561388,1.33181549,0.02305865,1.53507034,0.08255324,1.86840358
-5.00950475,10.89884123,0.90230680,5.60630008,3.82336582,1.32672369,0.02280537,1.53911281,0.08213726,1.85500041
-5.00350175,10.90564290,0.89813406,5.62826584,3.83898026,1.32127630,0.02255093,1.54217921,0.08173594,1.84136809
-4.99749875,10.90446477,0.89315046,5.64467549,3.85204360,1.31547626,0.02229547,1.54416409,0.08135328,1.82758549
-4.99149575,10.89550403,0.88743775,5.65573029,3.86220565,1.30933933,0.02203882,1.54499135,0.08099234,1.81372918
-4.98549275,10.87908557,0.88108369,5.66171258,3.86918432,1.30289256,0.02178055,1.54461418,0.08065511,1.79987105
-4.97948974,10.85564802,0.87417942,5.66297693,3.87276888,1.29617241,0.02151998,1.54301399,0.08034246,1.78607591
-4.97348674,10.82572801,0.86681691,5.65994023,3.87282208,1.28922264,0.02125627,1.54019883,0.08005404,1.77239946
-4.96748374,10.78994386,0.85908654,5.65307139,3.86928127,1.28209213,0.02098855,1.53620126,0.07978824,1.75888663
-4.96148074,10.74897947,0.85107498,5.64288094,3.86215895,1.27483292,0.02071594,1.53107605,0.07954219,1.74557059
-4.95547774,10.70356940,0.84286348,5.62991088,3.85154291,1.26749847,0.02043770,1.52489780,0.07931181,1.73247232
-4.94947474,10.65448562,0.83452652,5.61472523,3.83759601,1.26014245,0.02015330,1.51775873,0.07909186,1.71960100
-4.94347174,10.60252666,0.82613098,5.59790139,3.82055577,1.25281798,0.01986252,1.50976674,0.07887611,1.70695516
-4.93746873,10.54850902,0.81773571,5.58002240,3.80073365,1.24557757,0.01956551,1.50104381,0.07865742,1.69452456
-4.93146573,10.49326107,0.80939161,5.56167030,3.77851381,1.23847347,0.01926287,1.49172475,0.07842801,1.68229264
-4.92546273,10.43761900,0.80114193,5.54342034,3.75435124,1.23155866,0.01895567,1.48195634,0.07817964,1.67023954
-4.91945973,10.38242421,0.79302299,5.52583599,3.72876880,1.22488812,0.01864548,1.47189659,0.07790384,1.65834548
-4.91345673,10.32852157,0.78506498,5.50946451,3.70235284,1.21852032,0.01833432,1.46171422,0.07759223,1.64659411
-4.90745373,10.27675749,0.77729290,5.49483266,3.67574707,1.21251874,0.01802463,1.45158796,0.07723668,1.63497587
-4.90145073,10.22797708,0.76972747,5.48244246,3.64964434,1.20695314,0.01771922,1.44170559,0.07682968,1.62349096
-4.89544772,10.18301918,0.76238592,5.47276643,3.62477584,1.20190042,0.01742116,1.43226250,0.07636445,1.61215169
-4.88944472,10.14270875,0.75528266,5.46624221,3.60189784,1.19744481,0.01713366,1.42345956,0.07583526,1.60098403
-4.88344172,10.10784570,0.74842962,5.46326617,3.58177561,1.19367726,0.01685997,1.41550012,0.07523749,1.59002832
-4.87743872,10.07918981,0.74183644,5.46418594,3.56516477,1.19069390,0.01660321,1.40858611,0.07456786,1.57933874
-4.87143572,10.05744167,0.73551034,5.46929185,3.55279026,1.18859346,0.01636625,1.40291313,0.07382441,1.56898180
-4.86543272,10.04321973,0.72945574,5.47880724,3.54532342,1.18747371,0.01615161,1.39866456,0.07300661,1.55903373
-4.85942971,10.03703417,0.72367372,5.49287807,3.54335776,1.18742699,0.01596128,1.39600486,0.07211526,1.54957675
-4.85342671,10.03925850,0.71816131,5.51156204,3.54738423,1.18853497,0.01579665,1.39507227,0.07115251,1.54069467
-4.84742371,10.05010023,0.71291074,5.53481798,3.55776696,1.19086289,0.01565845,1.39597105,0.07012171,1.53246778
-4.84142071,10.06957219,0.70790874,5.56249594,3.57472052,1.19445359,0.01554665,1.39876386,0.06902731,1.52496746
-4.83541771,10.09746650,0.70313589,5.59432899,3.59828969,1.19932166,0.01546049,1.40346441,0.06787469,1.51825079
-4.82941471,10.13333299,0.69856630,5.62992743,3.62833314,1.20544803,0.01539845,1.41003107,0.06667003,1.51235557
-4.82341171,10.17646418,0.69416747,5.66877620,3.66451179,1.21277551,0.01535831,1.41836175,0.06542016,1.50729596
-4.81740870,10.22588870,0.68990062,5.71023647,3.70628308,1.22120548,0.01533722,1.42829041,0.06413244,1.50305925
-4.81140570,10.28037462,0.68572135,5.75355181,3.75290177,1.23059619,0.01533182,1.43958587,0.06281461,1.49960391
-4.80540270,10.33844400,0.68158077,5.79785957,3.80342794,1.24076285,0.01533832,1.45195285,0.06147477,1.49685914
-4.79939970,10.39839926,0.67742708,5.84220767,3.85674249,1.25147965,0.01535269,1.46503575,0.06012125,1.49472618
-4.79339670,10.45836134,0.67320750,5.88557661,3.91156996,1.26248392,0.01537081,1.47842511,0.05876265,1.49308115
-4.78739370,10.51631910,0.66887060,5.92690646,3.96650850,1.27348216,0.01538860,1.49166666,0.05740780,1.49177971
-4.78139070,10.57018845,0.66436882,5.96512788,4.02006605,1.28415800,0.01540222,1.50427293,0.05606578,1.49066293
-4.77538769,10.61787919,0.65966113,5.99919632,4.07070181,1.29418168,0.01540822,1.51573688,0.05474597,1.48956445
-4.76938469,10.65736685,0.65471571,6.02812781,4.11687148,1.30322070,0.01540367,1.52554720,0.05345807,1.48831837
-4.76338169,10.68676642,0.64951240,6.05103484,4.15707470,1.31095118,0.01538629,1.53320466,0.05221207,1.48676743
-4.75737869,10.70440428,0.64404498,6.06716070,4.18990283,1.31706945,0.01535455,1.53823887,0.05101829,1.48477106
-4.75137569,10.70888496,0.63832278,6.07591023,4.21408512,1.32130324,0.01530774,1.54022463,0.04988732,1.48221286
-4.74537269,10.69914903,0.63237192,6.07687549,4.22853127,1.32342199,0.01524596,1.53879724,0.04882989,1.47900691
-4.73936968,10.67451904,0.62623565,6.06985480,4.23236870,1.32324573,0.01517020,1.53366606,0.04785678,1.47510273
-4.73336668,10.63473079,0.61997403,6.05486380,4.22497263,1.32065214,0.01508222,1.52462560,0.04697861,1.47048832
-4.72736368,10.57994816,0.61366269,6.03213787,4.20598780,1.31558133,0.01498454,1.51156367,0.04620562,1.46519137
-4.72136068,10.51076040,0.60739080,6.00212541,4.17534079,1.30803826,0.01488030,1.49446626,0.04554743,1.45927834
-4.71535768,10.42816196,0.60125827,5.96547227,4.13324236,1.29809262,0.01477318,1.47341883,0.04501271,1.45285161
-4.70935468,10.33351571,0.59537221,5.92299794,4.08017971,1.28587623,0.01466719,1.44860396,0.04460894,1.44604491
-4.70335168,10.22850164,0.58984293,5.87566467,4.01689914,1.27157818,0.01456660,1.42029567,0.04434213,1.43901718
-4.69734867,10.11505371,0.58477949,5.82454120,3.94437995,1.25543795,0.01447570,1.38885050,0.04421659,1.43194553
-4.69134567,9.99528836,0.58028513,5.77076297,3.86380080,1.23773700,0.01439870,1.35469591,0.04423472,1.42501757
-4.68534267,9.87142863,0.57645283,5.71549093,3.77650025,1.21878931,0.01433954,1.31831670,0.04439696,1.41842371
-4.67933967,9.74572794,0.57336110,5.65987133,3.68393335,1.19893132,0.01430179,1.28023988,0.04470170,1.41234997
-4.67333667,9.62039746,0.57107034,5.60499839,3.58762626,1.17851187,0.01428854,1.24101891,0.04514537,1.40697164
-4.66733367,9.49754102,0.56961996,5.55188199,3.48913107,1.15788264,0.01430229,1.20121799,0.04572263,1.40244832
-4.66133067,9.37910028,0.56902638,5.50142171,3.38998262,1.13738950,0.01434493,1.16139697,0.04642656,1.39892056
-4.65532766,9.26681273,0.56928207,5.45438852,3.29165929,1.11736509,0.01441772,1.12209762,0.04724900,1.39650819
-4.64932466,9.16218374,0.57035576,5.41141461,3.19554908,1.09812292,0.01452128,1.08383161,0.04818096,1.39531042
-4.64332166,9.06647304,0.57219363,5.37299132,3.10292205,1.07995309,0.01465567,1.04707068,0.04921299,1.39540760
