energy_ev,total_up,Bi_p_up,Bi_d_up,Ir_p_up,Ir_d_up,Se_s_up,Se_p_up
-5.68784392,2.15125232,0.13028734,0.01912312,0.51008029,1.32423272,0.02504743,0.84177444
-5.68184092,2.26406681,0.14304418,0.01988399,0.55325481,1.38287296,0.02682980,0.88343987
-5.67583792,2.37834730,0.15618760,0.02065524,0.59755191,1.44155864,0.02879073,0.92531793
-5.66983492,2.49277279,0.16955890,0.02142596,0.64248134,1.49961114,0.03090429,0.96699188
-5.66383192,2.60592982,0.18298407,0.02218468,0.68749803,1.55632660,0.03314033,1.00801388
-5.65782891,2.71634369,0.19627689,0.02291967,0.73201254,1.61099274,0.03546510,1.04791507
-5.65182591,2.82251354,0.20924266,0.02361923,0.77540393,1.66290665,0.03784193,1.08621698
-5.64582291,2.92294985,0.22168255,0.02427196,0.81703473,1.71139283,0.04023202,1.12244391
-5.63981991,3.01621318,0.23339849,0.02486711,0.85626743,1.75582058,0.04259528,1.15613577
-5.63381691,3.10095230,0.24419816,0.02539482,0.89248185,1.79562032,0.04489130,1.18686070
-5.62781391,3.17594053,0.25390015,0.02584643,0.92509283,1.83029780,0.04708025,1.21422711
-5.62181091,3.24010842,0.26233898,0.02621465,0.95356724,1.85944583,0.04912387,1.23789443
-5.61580790,3.29257165,0.26936969,0.02649380,0.97743990,1.88275302,0.05098640,1.25758224
-5.60980490,3.33265300,0.27487193,0.02667988,0.99632736,1.90000910,0.05263545,1.27307719
-5.60380190,3.35989730,0.27875332,0.02677071,1.00993922,1.91110672,0.05404282,1.28423763
-5.59779890,3.37407910,0.28095194,0.02676588,1.01808631,1.91603982,0.05518519,1.29099561
-5.59179590,3.37520275,0.28143781,0.02666674,1.02068542,1.91489868,0.05604472,1.29335630
-5.58579290,3.36349508,0.28021342,0.02647631,1.01776052,1.90786197,0.05660947,1.29139499
-5.57978989,3.33939140,0.27731317,0.02619910,1.00944023,1.89518647,0.05687369,1.28525173
-5.57378689,3.30351548,0.27280184,0.02584095,0.99595193,1.87719494,0.05683795,1.27512415
-5.56778389,3.25665488,0.26677214,0.02540882,0.97761280,1.85426285,0.05650913,1.26125886
-5.56178089,3.19973275,0.25934150,0.02491050,0.95481819,1.82680475,0.05590017,1.24394180
-5.55577789,3.13377773,0.25064821,0.02435441,0.92802795,1.79526090,0.05502980,1.22348827
-5.54977489,3.05989314,0.24084712,0.02374935,0.89775143,1.76008475,0.05392203,1.20023301
-5.54377189,2.97922709,0.23010506,0.02310424,0.86453183,1.72173195,0.05260557,1.17452082
-5.53776888,2.89294430,0.21859616,0.02242791,0.82893044,1.68065109,0.05111314,1.14669823
-5.53176588,2.80220101,0.20649736,0.02172892,0.79151165,1.63727655,0.04948070,1.11710636
-5.52576288,2.70812332,0.19398399,0.02101542,0.75282903,1.59202343,0.04774657,1.08607528
-5.51975988,2.61178951,0.18122597,0.02029499,0.71341310,1.54528458,0.04595061,1.05391990
-5.51375688,2.51421639,0.16838431,0.01957460,0.67376110,1.49742945,0.04413327,1.02093733
-5.50775388,2.41634961,0.15560829,0.01886051,0.63432880,1.44880441,0.04233467,0.98740556
-5.50175088,2.31905731,0.14303324,0.01815825,0.59552466,1.39973424,0.04059373,0.95358327
-5.49574787,2.22312690,0.13077894,0.01747264,0.55770611,1.35052421,0.03894726,0.91971045
-5.48974487,2.12926407,0.11894863,0.01680779,0.52117786,1.30146240,0.03742918,0.88600945
-5.48374187,2.03809344,0.10762864,0.01616710,0.48619215,1.25282181,0.03606974,0.85268633
-5.47773887,1.95016032,0.09688850,0.01555332,0.45295042,1.20486198,0.03489484,0.81993198
-5.47173587,1.86593294,0.08678154,0.01496858,0.42160631,1.15782980,0.03392553,0.78792299
-5.46573287,1.78580487,0.07734586,0.01441443,0.39226970,1.11195954,0.03317751,0.75682205
-5.45972986,1.71009731,0.06860564,0.01389185,0.36501125,1.06747194,0.03266085,0.72677770
-5.45372686,1.63906139,0.06057259,0.01340129,0.33986755,1.02457267,0.03237985,0.69792373
-5.44772386,1.57288034,0.05324764,0.01294271,0.31684634,0.98345019,0.03233308,0.67037802
-5.44172086,1.51167202,0.04662270,0.01251563,0.29593183,0.94427350,0.03251350,0.64424121
-5.43571786,1.45549199,0.04068235,0.01211911,0.27708986,0.90718997,0.03290891,0.61959535
-5.42971486,1.40433744,0.03540561,0.01175184,0.26027287,0.87232360,0.03350240,0.59650273
-5.42371186,1.35815244,0.03076758,0.01141217,0.24542465,0.83977414,0.03427308,0.57500521
-5.41770885,1.31683458,0.02674092,0.01109816,0.23248467,0.80961712,0.03519688,0.55512421
-5.41170585,1.28024321,0.02329728,0.01080770,0.22139211,0.78190506,0.03624748,0.53686150
-5.40570285,1.24820913,0.02040847,0.01053853,0.21208948,0.75666987,0.03739732,0.52020089
-5.39969985,1.22054556,0.01804747,0.01028838,0.20452575,0.73392629,0.03861862,0.50511083
-5.39369685,1.19705988,0.01618925,0.01005503,0.19865896,0.71367622,0.03988443,0.49154776
-5.38769385,1.17756562,0.01481139,0.00983644,0.19445831,0.69591355,0.04116958,0.47946012
-5.38169085,1.16189385,0.01389443,0.00963084,0.19190545,0.68062916,0.04245156,0.46879265
-5.37568784,1.14990340,0.01342206,0.00943679,0.19099511,0.66781563,0.04371123,0.45949081
-5.36968484,1.14148888,0.01338105,0.00925328,0.19173477,0.65747114,0.04493336,0.45150483
-5.36368184,1.13658592,0.01376104,0.00907975,0.19414354,0.64960223,0.04610695,0.44479321
-5.35767884,1.13517296,0.01455409,0.00891616,0.19824992,0.64422495,0.04722535,0.43932518
-5.35167584,1.13726921,0.01575406,0.00876292,0.20408870,0.64136428,0.04828603,0.43508203
-5.34567284,1.14292860,0.01735590,0.00862093,0.21169690,0.64105161,0.04929026,0.43205704
-5.33966983,1.15222977,0.01935480,0.00849146,0.22110889,0.64332027,0.05024248,0.43025396
-5.33366683,1.16526260,0.02174525,0.00837612,0.23235082,0.64819946,0.05114947,0.42968405
-5.32766383,1.18211186,0.02452013,0.00827671,0.24543462,0.65570674,0.05201950,0.43036185
-5.32166083,1.20283888,0.02766980,0.00819514,0.26035185,0.66583971,0.05286126,0.43229986
-5.31565783,1.22746249,0.03118126,0.00813327,0.27706755,0.67856726,0.05368283,0.43550256
-5.30965483,1.25594022,0.03503742,0.00809281,0.29551475,0.69382121,0.05449071,0.43996005
-5.30365183,1.28815127,0.03921665,0.00807520,0.31558953,0.71148892,0.05528890,0.44564190
-5.29764882,1.32388231,0.04369238,0.00808148,0.33714747,0.73140739,0.05607816,0.45249145
-5.29164582,1.36281734,0.04843312,0.00811223,0.36000131,0.75335955,0.05685550,0.46042122
-5.28564282,1.40453231,0.05340264,0.00816752,0.38392039,0.77707307,0.05761383,0.46930961
-5.27963982,1.44849538,0.05856051,0.00824685,0.40863192,0.80222197,0.05834202,0.47899933
-5.27363682,1.49407284,0.06386282,0.00834918,0.43382415,0.82843110,0.05902503,0.48929766
-5.26763382,1.54054075,0.06926327,0.00847294,0.45915141,0.85528348,0.05964446,0.49997865
-5.26163082,1.58710190,0.07471434,0.00861609,0.48424101,0.88233012,0.06017930,0.51078732
-5.25562781,1.63290729,0.08016870,0.00877623,0.50870166,0.90910187,0.06060677,0.52144551
-5.24962481,1.67708105,0.08558061,0.00895062,0.53213311,0.93512286,0.06090343,0.53165935
-5.24362181,1.71874768,0.09090735,0.00913634,0.55413673,0.95992461,0.06104632,0.54112784
-5.23761881,1.75706006,0.09611050,0.00933039,0.57432652,0.98306026,0.06101407,0.54955222
-5.23161581,1.79122694,0.10115711,0.00952976,0.59234001,1.00411805,0.06078807,0.55664561
-5.22561281,1.82053837,0.10602047,0.00973154,0.60784875,1.02273338,0.06035343,0.56214254
-5.21960980,1.84438795,0.11068064,0.00993297,0.62056776,1.03859885,0.05969988,0.56580788
-5.21360680,1.86229068,0.11512453,0.01013151,0.63026368,1.05147175,0.05882237,0.56744477
-5.20760380,1.87389582,0.11934561,0.01032488,0.63676116,1.06117871,0.05772156,0.56690122
-5.20160080,1.87899410,0.12334314,0.01051100,0.63994733,1.06761736,0.05640395,0.56407512
-5.19559780,1.87751927,0.12712107,0.01068807,0.63977420,1.07075490,0.05488187,0.55891750
-5.18959480,1.86954410,0.13068663,0.01085446,0.63625889,1.07062410,0.05317317,0.55143396
-5.18359180,1.85527131,0.13404859,0.01100871,0.62948176,1.06731670,0.05130071,0.54168427
-5.17758879,1.83502026,0.13721552,0.01114943,0.61958266,1.06097503,0.04929171,0.52978025
-5.17158579,1.80921020,0.14019393,0.01127528,0.60675543,1.05178228,0.04717691,0.51588210
-5.16558279,1.77834124,0.14298659,0.01138491,0.59124108,1.03995197,0.04498967,0.50019341
-5.15957979,1.74297411,0.14559109,0.01147691,0.57331986,1.02571754,0.04276498,0.48295504
-5.15357679,1.70370982,0.14799870,0.01154977,0.55330267,1.00932227,0.04053855,0.46443824
-5.14757379,1.66117017,0.15019380,0.01160189,0.53152218,0.99101045,0.03834579,0.44493728
-5.14157079,1.61598009,0.15215373,0.01163155,0.50832396,0.97101982,0.03622096,0.42476185
-5.13556778,1.56875233,0.15384925,0.01163702,0.48405804,0.94957595,0.03419643,0.40422939
-5.12956478,1.52007507,0.15524557,0.01161652,0.45907106,0.92688843,0.03230190,0.38365788
-5.12356178,1.47050275,0.15630388,0.01156835,0.43369931,0.90314900,0.03056394,0.36335890
-5.11755878,1.42054999,0.15698338,0.01149094,0.40826283,0.87853152,0.02900547,0.34363147
-5.11155578,1.37068859,0.15724362,0.01138299,0.38306058,0.85319355,0.02764556,0.32475659
-5.10555278,1.32134729,0.15704712,0.01124351,0.35836684,0.82727918,0.02649914,0.30699270
-5.09954977,1.27291380,0.15636204,0.01107196,0.33442875,0.80092279,0.02557705,0.29057206
-5.09354677,1.22573864,0.15516481,0.01086831,0.31146497,0.77425335,0.02488599,0.27569815
-5.08754377,1.18014026,0.15344255,0.01063312,0.28966535,0.74739877,0.02442876,0.26254405
-5.08154077,1.13641085,0.15119512,0.01036761,0.26919148,0.72049012,0.02420444,0.25125183
-5.07553777,1.09482238,0.14843679,0.01007366,0.25017806,0.69366513,0.02420871,0.24193290
-5.06953477,1.05563243,0.14519721,0.00975384,0.23273478,0.66707100,0.02443426,0.23466920
-5.06353177,1.01908938,0.14152192,0.00941137,0.21694867,0.64086613,0.02487121,0.22951526
-5.05752876,0.98543666,0.13747209,0.00905009,0.20288676,0.61522074,0.02550762,0.22650083
-5.05152576,0.95491594,0.13312371,0.00867436,0.19059871,0.59031644,0.02632998,0.22563409
-5.04552276,0.92776887,0.12856608,0.00828901,0.18011957,0.56634463,0.02732374,0.22690512
-5.03951976,0.90423759,0.12389985,0.00789918,0.17147219,0.54350398,0.02847391,0.23028947
-5.03351676,0.88456357,0.11923448,0.00751024,0.16466934,0.52199705,0.02976550,0.23575168
-5.02751376,0.86898513,0.11468543,0.00712762,0.15971547,0.50202626,0.03118403,0.24324839
-5.02151076,0.85773334,0.11037100,0.00675672,0.15660780,0.48378937,0.03271596,0.25273086
-5.01550775,0.85102658,0.10640910,0.00640274,0.15533691,0.46747464,0.03434900,0.26414674
-5.00950475,0.84906371,0.10291389,0.00607057,0.15588665,0.45325593,0.03607231,0.27744083
-5.00350175,0.85201592,0.09999252,0.00576467,0.15823346,0.44128778,0.03787663,0.29255480
-4.99749875,0.86001769,0.09774201,0.00548898,0.16234500,0.43170072,0.03975421,0.30942573
-4.99149575,0.87315678,0.09624638,0.00524682,0.16817835,0.42459692,0.04169863,0.32798352
-4.98549275,0.89146382,0.09557409,0.00504083,0.17567777,0.42004629,0.04370444,0.34814734
-4.97948974,0.91490183,0.09577585,0.00487288,0.18477213,0.41808312,0.04576674,0.36982118
-4.97348674,0.94335615,0.09688287,0.00474411,0.19537240,0.41870348,0.04788054,0.39288895
-4.96748374,0.97662540,0.09890561,0.00465483,0.20736913,0.42186333,0.05004016,0.41720934
-4.96148074,1.01441397,0.10183304,0.00460459,0.22063038,0.42747760,0.05223853,0.44261089
-4.95547774,1.05632689,0.10563245,0.00459215,0.23500020,0.43542021,0.05446647,0.46888780
-4.94947474,1.10186749,0.11024987,0.00461555,0.25029786,0.44552517,0.05671212,0.49579678
-4.94347174,1.15043848,0.11561106,0.00467215,0.26631816,0.45758881,0.05896039,0.52305545
-4.93746873,1.20134693,0.12162304,0.00475871,0.28283273,0.47137313,0.06119263,0.55034266
-4.93146573,1.25381334,0.12817628,0.00487142,0.29959265,0.48661032,0.06338646,0.57730090
-4.92546273,1.30698490,0.13514733,0.00500610,0.31633223,0.50300829,0.06551585,0.60354102
-4.91945973,1.35995282,0.14240199,0.00515819,0.33277402,0.52025719,0.06755143,0.62864925
-4.91345673,1.41177329,0.14979881,0.00532295,0.34863482,0.53803662,0.06946109,0.65219642
-4.90745373,1.46149133,0.15719297,0.00549553,0.36363260,0.55602342,0.07121075,0.67374891
-4.90145073,1.50816689,0.16444027,0.00567113,0.37749403,0.57389972,0.07276538,0.69288122
-4.89544772,1.55090193,0.17140124,0.00584507,0.38996221,0.59136094,0.07409018,0.70918928
-4.88944472,1.58886741,0.17794512,0.00601297,0.40080444,0.60812340,0.07515182,0.72230409
-4.88344172,1.62132907,0.18395366,0.00617082,0.40981954,0.62393139,0.07591979,0.73190495
-4.87743872,1.64767060,0.18932455,0.00631508,0.41684441,0.63856315,0.07636762,0.73773158
-4.87143572,1.66741331,0.19397439,0.00644277,0.42175950,0.65183585,0.07647410,0.73959449
-4.86543272,1.68023126,0.19784104,0.00655154,0.42449293,0.66360914,0.07622425,0.73738300
-4.85942971,1.68596124,0.20088534,0.00663969,0.42502311,0.67378735,0.07561010,0.73107062
-4.85342671,1.68460706,0.20309210,0.00670623,0.42337962,0.68232018,0.07463120,0.72071722
-4.84742371,1.67633820,0.20447037,0.00675084,0.41964243,0.68920213,0.07329482,0.70646815
-4.84142071,1.66148277,0.20505292,0.00677387,0.41393945,0.69447051,0.07161589,0.68855008
-4.83541771,1.64051542,0.20489513,0.00677632,0.40644253,0.69820256,0.06961654,0.66726396
-4.82941471,1.61404068,0.20407309,0.00675976,0.39736217,0.70051153,0.06732552,0.64297537
-4.82341171,1.58277274,0.20268134,0.00672625,0.38694107,0.70154218,0.06477718,0.61610275
-4.81740870,1.54751251,0.20082994,0.00667827,0.37544697,0.70146583,0.06201046,0.58710411
-4.81140570,1.50912301,0.19864138,0.00661863,0.36316496,0.70047508,0.05906761,0.55646281
-4.80540270,1.46850404,0.19624708,0.00655038,0.35038953,0.69877851,0.05599291,0.52467307
-4.79939970,1.42656719,0.19378382,0.00647667,0.33741681,0.69659522,0.05283133,0.49222593
-4.79339670,1.38421175,0.19139008,0.00640069,0.32453708,0.69414954,0.04962729,0.45959607
-4.78739370,1.34230236,0.18920237,0.00632556,0.31202782,0.69166564,0.04642348,0.42723005
-4.78139070,1.30164887,0.18735172,0.00625422,0.30014755,0.68936229,0.04325985,0.39553639
-4.77538769,1.26298875,0.18596021,0.00618935,0.28913033,0.68744760,0.04017277,0.36487762
-4.76938469,1.22697215,0.18513782,0.00613331,0.27918135,0.68611372,0.03719434,0.33556466
-4.76338169,1.19415002,0.18497952,0.00608806,0.27047326,0.68553163,0.03435196,0.30785326
-4.75737869,1.16496494,0.18556265,0.00605509,0.26314361,0.68584606,0.03166808,0.28194264
-4.75137569,1.13974509,0.18694475,0.00603539,0.25729308,0.68717060,0.02916011,0.25797616
-4.74537269,1.11870089,0.18916184,0.00602945,0.25298473,0.68958332,0.02684056,0.23604362
-4.73936968,1.10192475,0.19222722,0.00603718,0.25024407,0.69312297,0.02471728,0.21618510
-4.73336668,1.08939358,0.19613089,0.00605800,0.24906004,0.69778629,0.02279383,0.19839594
-4.72736368,1.08097426,0.20083966,0.00609080,0.24938682,0.70352655,0.02106999,0.18263256
-4.72136068,1.07643208,0.20629801,0.00613402,0.25114647,0.71025366,0.01954227,0.16881895
-4.71535768,1.07544201,0.21242971,0.00618570,0.25423238,0.71783621,0.01820455,0.15685333
-4.70935468,1.07760279,0.21914020,0.00624358,0.25851351,0.72610549,0.01704870,0.14661498
-4.70335168,1.08245375,0.22631988,0.00630520,0.26383924,0.73486166,0.01606519,0.13797089
-4.69734867,1.08949386,0.23384796,0.00636800,0.27004496,0.74388207,0.01524376,0.13078212
-4.69134567,1.09820276,0.24159700,0.00642944,0.27695809,0.75293133,0.01457402,0.12490974
-4.68534267,1.10806306,0.24943798,0.00648718,0.28440439,0.76177311,0.01404601,0.12022017
-4.67933967,1.11858322,0.25724550,0.00653915,0.29221448,0.77018286,0.01365079,0.11659000
-4.67333667,1.12932019,0.26490311,0.00658372,0.30023019,0.77796111,0.01338094,0.11391003
-4.66733367,1.13990069,0.27230846,0.00661979,0.30831060,0.78494648,0.01323095,0.11208858
-4.66133067,1.15004030,0.27937789,0.00664689,0.31633735,0.79102773,0.01319771,0.11105416
-4.65532766,1.15955927,0.28605030,0.00666525,0.32421913,0.79615407,0.01328075,0.11075716
-4.64932466,1.16839413,0.29229004,0.00667583,0.33189490,0.80034307,0.01348251,0.11117090
-4.64332166,1.17660431,0.29808860,0.00668032,0.33933578,0.80368539,0.01380856,0.11229179
-4.63731866,1.18437319,0.30346492,0.00668111,0.34654536,0.80634615,0.01426756,0.11413867
-4.63131566,1.19200326,0.30846425,0.00668124,0.35355828,0.80856228,0.01487134,0.11675143
-4.62531266,1.19990523,0.31315559,0.00668426,0.36043732,0.81063602,0.01563469,0.12018879
-4.61930965,1.20858138,0.31762771,0.00669409,0.36726872,0.81292461,0.01657512,0.12452542
-4.61330665,1.21860376,0.32198396,0.00671490,0.37415621,0.81582641,0.01771247,0.12984839
-4.60730365,1.23058787,0.32633604,0.00675089,0.38121384,0.81976413,0.01906844,0.13625305
-4.60130065,1.24516302,0.33079713,0.00680607,0.38855800,0.82516574,0.02066589,0.14383838
-4.59529765,1.26294059,0.33547464,0.00688414,0.39629904,0.83244403,0.02252813,0.15270202
-4.58929465,1.28448158,0.34046296,0.00698819,0.40453287,0.84197567,0.02467806,0.16293505
-4.58329165,1.31026480,0.34583667,0.00712061,0.41333298,0.85408082,0.02713716,0.17461657
-4.57728864,1.34065731,0.35164455,0.00728288,0.42274342,0.86900416,0.02992444,0.18780839
-4.57128564,1.37588828,0.35790465,0.00747545,0.43277296,0.88689838,0.03305535,0.20254984
-4.56528264,1.41602752,0.36460084,0.00769770,0.44339090,0.90781085,0.03654061,0.21885293
-4.55927964,1.46096971,0.37168095,0.00794781,0.45452467,0.93167411,0.04038508,0.23669795
-4.55327664,1.51042501,0.37905668,0.00822283,0.46605943,0.95830072,0.04458662,0.25602978
-4.54727364,1.56391651,0.38660521,0.00851868,0.47783970,0.98738271,0.04913517,0.27675490
-4.54127064,1.62078469,0.39417256,0.00883026,0.48967294,1.01849571,0.05401180,0.29873946
-4.53526763,1.68019877,0.40157846,0.00915156,0.50133487,1.05110758,0.05918808,0.32180826
-4.52926463,1.74117459,0.40862254,0.00947583,0.51257639,1.08459136,0.06462566,0.34574507
-4.52326163,1.80259832,0.41509149,0.00979576,0.52313167,1.11824192,0.07027607,0.37029414
-4.51725863,1.86325510,0.42076689,0.01010373,0.53272699,1.15129567,0.07608100,0.39516306
-4.51125563,1.92186176,0.42543329,0.01039198,0.54109012,1.18295265,0.08197274,0.42002699
-4.50525263,1.97710230,0.42888623,0.01065292,0.54795955,1.21240019,0.08787520,0.44453429
-4.49924962,2.02766491,0.43093980,0.01087928,0.55309338,1.23883713,0.09370514,0.46831331
-4.49324662,2.07227945,0.43143333,0.01106439,0.55627743,1.26149791,0.09937391,0.49098046
-4.48724362,2.10975391,0.43023718,0.01120237,0.55733230,1.27967552,0.10478940,0.51214920
-4.48124062,2.13900882,0.42725714,0.01128828,0.55611904,1.29274262,0.10985840,0.53143972
-4.47523762,2.15910848,0.42243752,0.01131829,0.55254343,1.30017015,0.11448905,0.54848921
-4.46923462,2.16928800,0.41576275,0.01128977,0.54655865,1.30154271,0.11859353,0.56296210
-4.46323162,2.16897536,0.40725750,0.01120137,0.53816640,1.29657036,0.12209071,0.57456019
-4.45722861,2.15780789,0.39698551,0.01105304,0.52741648,1.28509655,0.12490872,0.58303210
-4.45122561,2.13564261,0.38504710,0.01084604,0.51440505,1.26710178,0.12698742,0.58818173
-4.44522261,2.10256034,0.37157563,0.01058285,0.49927150,1.24270332,0.12828047,0.58987546
-4.43921961,2.05886347,0.35673311,0.01026713,0.48219449,1.21215075,0.12875710,0.58804761
-4.43321661,2.00506756,0.34070521,0.00990356,0.46338701,1.17581783,0.12840336,0.58270405
-4.42721361,1.94188734,0.32369579,0.00949776,0.44309096,1.13419103,0.12722286,0.57392372
-4.42121061,1.87021742,0.30592134,0.00905606,0.42157132,1.08785516,0.12523694,0.56185798
-4.41520760,1.79110886,0.28760545,0.00858539,0.39911026,1.03747677,0.12248426,0.54672787
-4.40920460,1.70574213,0.26897352,0.00809309,0.37600127,0.98378593,0.11901986,0.52881925
-4.40320160,1.61539778,0.25024787,0.00758671,0.35254357,0.92755707,0.11491363,0.50847612
-4.39719860,1.52142564,0.23164343,0.00707387,0.32903688,0.86958966,0.11024838,0.48609238
-4.39119560,1.42521381,0.21336398,0.00656212,0.30577680,0.81068920,0.10511755,0.46210237
-4.38519260,1.32815838,0.19559919,0.00605876,0.28305064,0.75164941,0.09962265,0.43697052
-4.37918959,1.23163482,0.17852226,0.00557077,0.26113404,0.69323585,0.09387049,0.41118054
-4.37318659,1.13697186,0.16228836,0.00510468,0.24028811,0.63617164,0.08797045,0.38522462
-4.36718359,1.04542850,0.14703371,0.00466653,0.22075726,0.58112549,0.08203172,0.35959287
-4.36118059,0.95817459,0.13287519,0.00426179,0.20276756,0.52870219,0.07616078,0.33476337
-4.35517759,0.87627520,0.11991060,0.00389539,0.18652561,0.47943575,0.07045906,0.31119313
-4.34917459,0.80067888,0.10821923,0.00357163,0.17221774,0.43378495,0.06502088,0.28931009
-4.34317159,0.73220946,0.09786282,0.00329425,0.16000948,0.39213132,0.05993178,0.26950625
-4.33716858,0.67156128,0.08888664,0.00306640,0.15004512,0.35477911,0.05526719,0.25213196
-4.33116558,0.61929723,0.08132080,0.00289069,0.14244730,0.32195702,0.05109141,0.23749141
-4.32516258,0.57584908,0.07518141,0.00276917,0.13731641,0.29382131,0.04745700,0.22583906
-4.31915958,0.54151955,0.07047173,0.00270338,0.13472981,0.27045981,0.04440444,0.21737709
-4.31315658,0.51648544,0.06718316,0.00269434,0.13474062,0.25189655,0.04196209,0.21225354
-4.30715358,0.50080145,0.06529599,0.00274253,0.13737634,0.23809661,0.04014640,0.21056114
