energy_ev,total_up,Li_s_up,N_s_up,N_p_up,Pd_p_up,Pd_d_up,S_s_up,S_p_up
-5.57978989,5.14408378,0.16821838,0.00519428,0.37858180,5.11893553,2.26561577,0.08377199,1.81069344
-5.57378689,5.36514794,0.17197763,0.00517139,0.40658552,5.46715367,2.34454114,0.08583336,1.88661079
-5.56778389,5.59893980,0.17576487,0.00518827,0.43598599,5.83029374,2.42929134,0.08790453,1.96651267
-5.56178089,5.84317934,0.17953598,0.00524146,0.46657417,6.20497139,2.51899921,0.08997135,2.04955884
-5.55577789,6.09521235,0.18323790,0.00532725,0.49812488,6.58712904,2.61268663,0.09201500,2.13474469
-5.54977489,6.35204007,0.18680866,0.00544181,0.53040145,6.97208038,2.70927731,0.09401183,2.22090900
-5.54377189,6.61037206,0.19017802,0.00558121,0.56316204,7.35458983,2.80761798,0.09593347,2.30675057
-5.53776888,6.86670148,0.19326885,0.00574163,0.59616756,7.72898616,2.90650723,0.09774731,2.39085368
-5.53176588,7.11740054,0.19599909,0.00591943,0.62919061,8.08930664,3.00473123,0.09941728,2.47172204
-5.52576288,7.35883232,0.19828429,0.00611128,0.66202504,8.42946703,3.10110460,0.10090488,2.54782004
-5.51975988,7.58747376,0.20004064,0.00631434,0.69449556,8.74345005,3.19451428,0.10217060,2.61761972
-5.51375688,7.80004370,0.20118824,0.00652632,0.72646647,9.02550427,3.28396402,0.10317537,2.67965150
-5.50775388,7.99362877,0.20165458,0.00674566,0.75784918,9.27034399,3.36861645,0.10388225,2.73255617
-5.50175088,8.16579982,0.20137792,0.00697161,0.78860745,9.47334008,3.44783014,0.10425809,2.77513561
-5.49574787,8.31471176,0.20031040,0.00720425,0.81876011,9.63069223,3.52118861,0.10427507,2.80639951
-5.48974487,8.43918017,0.19842073,0.00744459,0.84838045,9.73957345,3.58851916,0.10391220,2.82560559
-5.48374187,8.53872933,0.19569629,0.00769455,0.87759225,9.79823908,3.64989935,0.10315648,2.83229103
-5.47773887,8.61360792,0.19214446,0.00795688,0.90656220,9.80609430,3.70565024,0.10200374,2.82629346
-5.47173587,8.66477032,0.18779316,0.00823509,0.93548892,9.76371655,3.75631584,0.10045915,2.80776007
-5.46573287,8.69382394,0.18269056,0.00853328,0.96458891,9.67283141,3.80262942,0.09853734,2.77714442
-5.45972986,8.70294464,0.17690389,0.00885597,0.99408010,9.53624337,3.84546823,0.09626205,2.73519117
-5.45372686,8.69476497,0.17051759,0.00920786,1.02416384,9.35772516,3.88579876,0.09366547,2.68290936
-5.44772386,8.67224120,0.16363066,0.00959352,1.05500615,9.14187178,3.92461591,0.09078714,2.62153596
-5.44172086,8.63850698,0.15635364,0.01001718,1.08671964,8.89392710,3.96287933,0.08767270,2.55249162
-5.43571786,8.59672204,0.14880515,0.01048237,1.11934688,8.61959222,4.00145118,0.08437229,2.47733106
-5.42971486,8.54992497,0.14110829,0.01099163,1.15284655,8.32482559,4.04103901,0.08093893,2.39769093
-5.42371186,8.50089870,0.13338709,0.01154626,1.18708331,8.01564502,4.08214760,0.07742683,2.31523765
-5.41770885,8.45205642,0.12576315,0.01214610,1.22182209,7.69794099,4.12504298,0.07388974,2.23161815
-5.41170585,8.40535447,0.11835262,0.01278928,1.25672747,7.37730981,4.16973112,0.07037948,2.14841562
-5.40570285,8.36223664,0.11126367,0.01347216,1.29136840,7.05891341,4.21595280,0.06694466,2.06711227
-5.39969985,8.32361252,0.10459451,0.01418928,1.32522814,6.74737060,4.26319526,0.06362963,1.98906044
-5.39369685,8.28986985,0.09843203,0.01493337,1.35771921,6.44668258,4.31071996,0.06047375,1.91546279
-5.38769385,8.26091898,0.09285102,0.01569546,1.38820249,6.16019312,4.35760496,0.05751094,1.84736164
-5.38169085,8.23626515,0.08791398,0.01646515,1.41600979,5.89058187,4.40279907,0.05476948,1.78563692
-5.37568784,8.21510264,0.08367143,0.01723082,1.44046853,5.63988703,4.44518459,0.05227214,1.73101167
-5.36968484,8.19642355,0.08016261,0.01798002,1.46092743,5.40955276,4.48364464,0.05003642,1.68406352
-5.36368184,8.17913311,0.07741645,0.01869984,1.47678187,5.20049466,4.51713071,0.04807505,1.64524035
-5.35767884,8.16216325,0.07545273,0.01937738,1.48749752,5.01317708,4.54472644,0.04639650,1.61487809
-5.35167584,8.14457659,0.07428319,0.02000016,1.49263122,4.84769507,4.56570349,0.04500556,1.59321865
-5.34567284,8.12565384,0.07391264,0.02055659,1.49184798,4.70385474,4.57956628,0.04390388,1.58042620
-5.33966983,8.10495904,0.07433977,0.02103636,1.48493342,4.58124637,4.58608294,0.04309047,1.57660012
-5.33366683,8.08237889,0.07555773,0.02143080,1.47180107,4.47930573,4.58530097,0.04256200,1.58178365
-5.32766383,8.05813424,0.07755439,0.02173319,1.45249444,4.39736068,4.57754689,0.04231303,1.59596744
-5.32166083,8.03276415,0.08031216,0.02193892,1.42718385,4.33466137,4.56341053,0.04233611,1.61908801
-5.31565783,8.00708458,0.08380762,0.02204568,1.39615848,4.29039413,4.54371537,0.04262162,1.65102140
-5.30965483,7.98212586,0.08801068,0.02205340,1.35981421,4.26368038,4.51947740,0.04315764,1.69157307
-5.30365183,7.95905439,0.09288373,0.02196424,1.31863807,4.25356331,4.49185560,0.04392959,1.74046530
-5.29764882,7.93908505,0.09838051,0.02178236,1.27319021,4.25898587,4.46209758,0.04491996,1.79732376
-5.29164582,7.92339141,0.10444508,0.02151373,1.22408443,4.27876430,4.43148423,0.04610792,1.86166501
-5.28564282,7.91302081,0.11101092,0.02116578,1.17196817,4.31156184,4.40127703,0.04746912,1.93288687
-5.27963982,7.90882091,0.11800032,0.02074707,1.11750303,4.35586687,4.37267151,0.04897551,2.01026333
-5.27363682,7.91138323,0.12532406,0.02026690,1.06134652,4.40997962,4.34675960,0.05059534,2.09294548
-5.26763382,7.92100826,0.13288178,0.01973493,1.00413580,4.47201066,4.32450313,0.05229341,2.17996950
-5.26163082,7.93769449,0.14056270,0.01916085,0.94647385,4.53989346,4.30671961,0.05403145,2.27027237
-5.25562781,7.96115255,0.14824717,0.01855401,0.88891846,4.61141222,4.29408062,0.05576881,2.36271526
-5.24962481,7.99084338,0.15580869,0.01792318,0.83197418,4.68424501,4.28712226,0.05746333,2.45611411
-5.24362181,8.02603792,0.16311668,0.01727637,0.77608711,4.75602092,4.28626607,0.05907242,2.54927622
-5.23761881,8.06589399,0.17003967,0.01662064,0.72164253,4.82438903,4.29184822,0.06055428,2.64104135
-5.23161581,8.10954511,0.17644905,0.01596211,0.66896493,4.88709596,4.30415417,0.06186929,2.73032520
-5.22561281,8.15619507,0.18222300,0.01530594,0.61832011,4.94206802,4.32345566,0.06298139,2.81616300
-5.21960980,8.20521149,0.18725065,0.01465645,0.56991909,4.98749370,4.35004661,0.06385950,2.89775081
-5.21360680,8.25621192,0.19143613,0.01401726,0.52392312,5.02190188,4.38427494,0.06447882,2.97448199
-5.20760380,8.30913652,0.19470250,0.01339146,0.48044962,5.04423143,4.42656728,0.06482202,3.04597668
-5.20160080,8.36430186,0.19699510,0.01278188,0.43957850,5.05388820,4.47744439,0.06488022,3.11210237
-5.19559780,8.42243218,0.19828447,0.01219135,0.40135861,5.05078596,4.53752558,0.06465366,3.17298402
-5.18959480,8.48466540,0.19856843,0.01162288,0.36581393,5.03536891,4.60752130,0.06415216,3.22900289
-5.18359180,8.55253304,0.19787332,0.01108000,0.33294947,5.00861398,4.68821393,0.06339518,3.28078372
-5.17758879,8.62791458,0.19625433,0.01056691,0.30275643,4.97201243,4.78042751,0.06241157,3.32917066
-5.17158579,8.71296864,0.19379481,0.01008867,0.27521679,4.92753121,4.88498811,0.06123896,3.37519274
-5.16558279,8.81004423,0.19060458,0.00965138,0.25030710,4.87755533,5.00267693,0.05992289,3.42002059
-5.15957979,8.92157679,0.18681736,0.00926226,0.22800160,4.82481353,5.13417884,0.05851558,3.46491609
-5.15357679,9.04997435,0.18258729,0.00892967,0.20827446,4.77229021,5.28002946,0.05707449,3.51117745
-5.14757379,9.19749945,0.17808473,0.00866310,0.19110144,4.72312684,5.44056364,0.05566068,3.56008201
-5.14157079,9.36615260,0.17349150,0.00847310,0.17646081,4.68051680,5.61586843,0.05433705,3.61282937
-5.13556778,9.55756275,0.16899568,0.00837116,0.16433372,4.64759741,5.80574317,0.05316646,3.67048734
-5.12956478,9.77288968,0.16478617,0.00836947,0.15470399,4.62734297,6.00966878,0.05220992,3.73394279
-5.12356178,10.01274223,0.16104726,0.00848072,0.14755733,4.62246259,6.22678799,0.05152475,3.80385947
-5.11755878,10.27711553,0.15795329,0.00871778,0.14288028,4.63530592,6.45589731,0.05116294,3.88064431
-5.11155578,10.56534900,0.15566359,0.00909332,0.14065853,4.66777997,6.69545115,0.05116959,3.96442322
-5.10555278,10.87610625,0.15431800,0.00961946,0.14087504,4.72127929,6.94357756,0.05158163,4.05502710
-5.09954977,11.20737641,0.15403288,0.01030729,0.14350782,4.79663141,7.19810474,0.05242677,4.15198822
-5.09354677,11.55649612,0.15489781,0.01116643,0.14852738,4.89405924,7.45659673,0.05372275,4.25454676
-5.08754377,11.92019010,0.15697316,0.01220454,0.15589414,5.01316089,7.71639664,0.05547686,4.36166692
-5.08154077,12.29462820,0.16028839,0.01342679,0.16555558,5.15290774,7.97467524,0.05768578,4.47206158
-5.07553777,12.67549617,0.16484126,0.01483542,0.17744349,5.31166024,8.22848297,0.06033575,4.58422456
-5.06953477,13.05807727,0.17059779,0.01642925,0.19147128,5.48720116,8.47480334,0.06340299,4.69646897
-5.06353177,13.43734204,0.17749313,0.01820326,0.20753139,5.67678509,8.71060601,0.06685444,4.80697034
-5.05752876,13.80804349,0.18543315,0.02014829,0.22549319,5.87720275,8.93289794,0.07064868,4.91381307
-5.05152576,14.16481543,0.19429668,0.02225071,0.24520112,6.08485834,9.13877175,0.07473710,5.01503860
-5.04552276,14.50227174,0.20393843,0.02449236,0.26647361,6.29585759,9.32545023,0.07906519,5.10869405
-5.03951976,14.81510484,0.21419243,0.02685046,0.28910245,6.50610404,9.49032690,0.08357392,5.19287990
-5.03351676,15.09818181,0.22487585,0.02929781,0.31285314,6.71140081,9.63100237,0.08820122,5.26579546
-5.02751376,15.34663695,0.23579325,0.03180310,0.33746604,6.90755469,9.74531674,0.09288337,5.32578100
-5.02151076,15.55595958,0.24674097,0.03433133,0.36265837,7.09047973,9.83137833,0.09755645,5.37135562
-5.01550775,15.72207609,0.25751166,0.03684450,0.38812730,7.25629699,9.88758917,0.10215754,5.40124989
-5.00950475,15.84142517,0.26789893,0.03930237,0.41355391,7.40142759,9.91266753,0.10662596,5.41443273
-5.00350175,15.91102535,0.27770180,0.04166346,0.43860803,7.52267632,9.90566775,0.11090416,5.41013187
-4.99749875,15.92853362,0.28672907,0.04388602,0.46295394,7.61730337,9.86599744,0.11493858,5.38784763
-4.99149575,15.89229417,0.29480339,0.04592924,0.48625668,7.68308215,9.79343189,0.11868024,5.34735992
-4.98549275,15.80137607,0.30176503,0.04775435,0.50818889,7.71834185,9.68812530,0.12208517,5.28872836
-4.97948974,15.65559885,0.30747517,0.04932585,0.52843792,7.72199378,9.55061828,0.12511465,5.21228596
-4.97348674,15.45554494,0.31181873,0.05061259,0.54671307,7.69354132,9.38184093,0.12773537,5.11862666
-4.96748374,15.20255824,0.31470664,0.05158876,0.56275253,7.63307370,9.18311064,0.12991940,5.00858727
-4.96148074,14.89872823,0.31607748,0.05223480,0.57633001,7.54124475,8.95612386,0.13164415,4.88322476
-4.95547774,14.54685933,0.31589849,0.05253805,0.58726056,7.41923784,8.70294110,0.13289222,4.74378957
-4.94947474,14.15042578,0.31416591,0.05249323,0.59540556,7.26871904,8.42596456,0.13365132,4.59169595
-4.94347174,13.71351249,0.31090457,0.05210265,0.60067653,7.09178060,8.12790821,0.13391413,4.42849036
-4.93746873,13.24074297,0.30616690,0.05137623,0.60303763,6.89087703,7.81176018,0.13367824,4.25581884
-4.93146573,12.73719578,0.30003122,0.05033119,0.60250673,6.66875642,7.48073792,0.13294613,4.07539435
-4.92546273,12.20831143,0.29259938,0.04899157,0.59915498,6.42838916,7.13823680,0.13172516,3.88896492
-4.91945973,11.65979183,0.28399398,0.04738753,0.59310481,6.17289632,6.78777326,0.13002764,3.69828339
-4.91345673,11.09749506,0.27435499,0.04555448,0.58452651,5.90547990,6.43292386,0.12787089,3.50507940
-4.90745373,10.52732798,0.26383607,0.04353202,0.57363331,5.62935632,6.07726196,0.12527727,3.31103402
-4.90145073,9.95513955,0.25260061,0.04136289,0.56067534,5.34769486,5.72429375,0.12227419,3.11775755
-4.89544772,9.38661782,0.24081767,0.03909177,0.54593245,5.06356197,5.37739575,0.11889405,2.92677053
-4.88944472,8.82719307,0.22865780,0.03676422,0.52970629,4.77987216,5.03975551,0.11517408,2.73948818
-4.88344172,8.28194973,0.21628911,0.03442556,0.51231188,4.49934616,4.71431754,0.11115604,2.55720812
-4.87743872,7.75554932,0.20387346,0.03211988,0.49406896,4.22447634,4.40373598,0.10688576,2.38110141
-4.87143572,7.25216602,0.19156306,0.02988925,0.47529338,3.95749964,4.11033550,0.10241264,2.21220664
-4.86543272,6.77543642,0.17949747,0.02777294,0.45628896,3.70037773,3.83608144,0.09778889,2.05142693
-4.85942971,6.32842430,0.16780115,0.02580697,0.43733998,3.45478441,3.58255991,0.09306875,1.89952952
-4.85342671,5.91360072,0.15658159,0.02402366,0.41870460,3.22209964,3.35096811,0.08830755,1.75714785
-4.84742371,5.53283948,0.14592800,0.02245149,0.40060945,3.00341019,3.14211473,0.08356075,1.62478572
-4.84142071,5.18742715,0.13591073,0.02111499,0.38324552,2.79951623,2.95643002,0.07888297,1.50282346
-4.83541771,4.87808672,0.12658116,0.02003485,0.36676548,2.61094357,2.79398458,0.07432705,1.39152573
-4.82941471,4.60501324,0.11797226,0.01922804,0.35128251,2.43796097,2.65451572,0.06994318,1.29105077
-4.82341171,4.36791981,0.11009960,0.01870806,0.33687058,2.28060199,2.53746004,0.06577813,1.20146087
-4.81740870,4.16609154,0.10296282,0.01848520,0.32356612,2.13869070,2.44199066,0.06187464,1.12273375
-4.81140570,3.99844541,0.09654743,0.01856682,0.31137103,2.01187051,2.36705735,0.05827101,1.05477450
-4.80540270,3.86359338,0.09082681,0.01895759,0.30025678,1.89963536,2.31142806,0.05500085,0.99742794
-4.79939970,3.75990666,0.08576445,0.01965968,0.29016937,1.80136228,2.27373018,0.05209298,0.95049086
-4.79339670,3.68557848,0.08131612,0.02067297,0.28103498,1.71634447,2.25249009,0.04957160,0.91372390
-4.78739370,3.63868359,0.07743209,0.02199506,0.27276596,1.64382374,2.24616973,0.04745654,0.88686266
-4.78139070,3.61723238,0.07405921,0.02362135,0.26526701,1.58302146,2.25319940,0.04576369,0.86962778
-4.77538769,3.61921830,0.07114275,0.02554492,0.25844108,1.53316690,2.27200579,0.04450544,0.86173344
-4.76938469,3.64265738,0.06862806,0.02775648,0.25219496,1.49352219,2.30103513,0.04369131,0.86289422
-4.76338169,3.68561921,0.06646199,0.03024421,0.24644416,1.46340291,2.33877123,0.04332843,0.87282992
-4.75737869,3.74624909,0.06459394,0.03299358,0.24111698,1.44219385,2.38374863,0.04342208,0.89126819
-4.75137569,3.82278156,0.06297674,0.03598721,0.23615766,1.42935947,2.43456134,0.04397612,0.91794495
-4.74537269,3.91354581,0.06156718,0.03920475,0.23152836,1.42444863,2.48986771,0.04499328,0.95260243
-4.73936968,4.01696383,0.06032636,0.04262282,0.22721016,1.42709378,2.54839243,0.04647538,0.99498509
-4.73336668,4.13154249,0.05921984,0.04621495,0.22320281,1.43700483,2.60892625,0.04842329,1.04483353
-4.72736368,4.25586080,0.05821753,0.04995175,0.21952358,1.45395790,2.67032448,0.05083678,1.10187660
-4.72136068,4.38855381,0.05729362,0.05380104,0.21620505,1.47777990,2.73150508,0.05371423,1.16582217
-4.71535768,4.52829453,0.05642623,0.05772816,0.21329216,1.50832956,2.79144693,0.05705211,1.23634692
-4.70935468,4.67377531,0.05559719,0.06169634,0.21083860,1.54547591,2.84918897,0.06084441,1.31308566
-4.70335168,4.82368991,0.05479162,0.06566724,0.20890272,1.58907532,2.90383045,0.06508189,1.39562067
-4.69734867,4.97671733,0.05399762,0.06960144,0.20754326,1.63894818,2.95453265,0.06975135,1.48347159
-4.69134567,5.13150833,0.05320594,0.07345914,0.20681495,1.69485627,3.00052180,0.07483481,1.57608650
-4.68534267,5.28667532,0.05240963,0.07720077,0.20676432,1.75648206,3.04109317,0.08030878,1.67283450
-4.67933967,5.44078602,0.05160371,0.08078766,0.20742582,1.82341073,3.07561598,0.08614355,1.77300047
-4.67333667,5.59236120,0.05078493,0.08418276,0.20881848,1.89511599,3.10353854,0.09230261,1.87578232
-4.66733367,5.73987651,0.04995145,0.08735118,0.21094312,1.97095023,3.12439327,0.09874228,1.98029103
-4.66133067,5.88176835,0.04910259,0.09026083,0.21378042,2.05013966,3.13780094,0.10541150,2.08555387
-4.65532766,6.01644356,0.04823853,0.09288281,0.21728968,2.13178478,3.14347378,0.11225181,2.19052082
-4.64932466,6.14229253,0.04736009,0.09519190,0.22140855,2.21486624,3.14121702,0.11919766,2.29407423
-4.64332166,6.25770550,0.04646845,0.09716676,0.22605352,2.29825610,3.13092856,0.12617693,2.39504175
-4.63731866,6.36109155,0.04556489,0.09879015,0.23112132,2.38073411,3.11259675,0.13311170,2.49221224
-4.63131566,6.45089977,0.04465059,0.10004899,0.23649100,2.46100865,3.08629617,0.13991935,2.58435434
-4.62531266,6.52564230,0.04372640,0.10093438,0.24202678,2.53774164,3.05218174,0.14651377,2.67023736
-4.61930965,6.58391862,0.04279265,0.10144145,0.24758140,2.60957649,3.01048132,0.15280687,2.74865386
-4.61330665,6.62444066,0.04184908,0.10156926,0.25299997,2.67516849,2.96148725,0.15871025,2.81844350
-4.60730365,6.64605820,0.04089468,0.10132055,0.25812405,2.73321629,2.90554727,0.16413696,2.87851724
-4.60130065,6.64778392,0.03992776,0.10070152,0.26279599,2.78249367,2.84305539,0.16900331,2.92788148
-4.59529765,6.62881769,0.03894593,0.09972157,0.26686320,2.82188046,2.77444301,0.17323080,2.96566111
-4.58929465,6.58856926,0.03794626,0.09839305,0.27018232,2.85039157,2.70017088,0.17674788,2.99112106
-4.58329165,6.52667879,0.03692544,0.09673102,0.27262312,2.86720326,2.62072210,0.17949175,3.00368534
-4.57728864,6.44303464,0.03587996,0.09475302,0.27407198,2.87167558,2.53659650,0.18140988,3.00295324
-4.57128564,6.33778755,0.03480644,0.09247887,0.27443497,2.86337056,2.44830642,0.18246142,2.98871190
-4.56528264,6.21136073,0.03370183,0.08993052,0.27364019,2.84206526,2.35637399,0.18261835,2.96094484
-4.55927964,6.06445520,0.03256377,0.08713183,0.27163959,2.80775941,2.26132970,0.18186626,2.91983625
-4.55327664,5.89804988,0.03139082,0.08410849,0.26841007,2.76067749,2.16371210,0.18020496,2.86577062
-4.54727364,5.71339615,0.03018272,0.08088787,0.26395379,2.70126496,2.06406832,0.17764857,2.79932775
-4.54127064,5.51200646,0.02894057,0.07749883,0.25829789,2.63017907,1.96295516,0.17422540,2.72127318
-4.53526763,5.29563726,0.02766703,0.07397162,0.25149342,2.54827437,1.86094029,0.16997742,2.63254427
-4.52926463,5.06626615,0.02636634,0.07033767,0.24361375,2.45658355,1.75860326,0.16495933,2.53423230
-4.52326163,4.82606383,0.02504438,0.06662938,0.23475234,2.35629410,1.65653618,0.15923742,2.42756099
-4.51725863,4.57736135,0.02370859,0.06287991,0.22502005,2.24872179,1.55534358,0.15288806,2.31386215
-4.51125563,4.32261356,0.02236783,0.05912282,0.21454212,2.13528153,1.45564153,0.14599596,2.19454911
-4.50525263,4.06435967,0.02103224,0.05539185,0.20345484,2.01745677,1.35805594,0.13865226,2.07108862
-4.49924962,3.80518208,0.01971294,0.05172048,0.19190207,1.89676825,1.26321984,0.13095247,1.94497212
-4.49324662,3.54766470,0.01842180,0.04814161,0.18003178,1.77474301,1.17177017,0.12299436,1.81768720
