energy_ev,total_up,Mg_p_up,Mg_d_up,N_s_up,N_p_up,Se_s_up,Se_p_up,Zn_p_up,Zn_d_up
-5.83191596,19.49633117,0.23556723,0.00000000,0.12031847,0.10090256,0.08065341,0.75211668,0.61650461,17.38056731
-5.82591296,18.68887817,0.23127984,0.00000000,0.12324839,0.09982896,0.07739274,0.74231799,0.61136407,16.59549240
-5.81990995,17.88522579,0.22685906,0.00000000,0.12555054,0.09829289,0.07416318,0.73136206,0.60394426,15.81913405
-5.81390695,17.08619230,0.22222058,0.00000000,0.12718252,0.09630009,0.07096040,0.71907579,0.59420446,15.05260071
-5.80790395,16.29245520,0.21729363,0.00000000,0.12811654,0.09386630,0.06778035,0.70532208,0.58215720,14.29675392
-5.80190095,15.50467427,0.21202328,0.00000000,0.12834056,0.09101674,0.06461984,0.69000534,0.56786828,13.55231969
-5.79589795,14.72360217,0.20637217,0.00000000,0.12785877,0.08778530,0.06147701,0.67307547,0.55145485,12.81999183
-5.78989495,13.95017622,0.20032163,0.00000000,0.12669154,0.08421339,0.05835176,0.65453009,0.53308187,12.10052098
-5.78389195,13.18558627,0.19387223,0.00000000,0.12487471,0.08034858,0.05524595,0.63441500,0.51295689,11.39478459
-5.77788894,12.43131561,0.18704377,0.00000000,0.12245838,0.07624321,0.05216361,0.61282311,0.49132359,10.70383428
-5.77188594,11.68915370,0.17987470,0.00000000,0.11950509,0.07195273,0.04911090,0.58989178,0.46845438,10.02891896
-5.76588294,10.96118135,0.17242115,0.00000000,0.11608763,0.06753419,0.04609607,0.56579894,0.44464231,9.37148392
-5.75987994,10.24973074,0.16475556,0.00000000,0.11228648,0.06304470,0.04312919,0.54075816,0.42019283,8.73314729
-5.75387694,9.55732424,0.15696510,0.00000000,0.10818703,0.05854004,0.04022193,0.51501308,0.39541552,8.11565707
-5.74787394,8.88659699,0.14914989,0.00000000,0.10387670,0.05407337,0.03738719,0.48883137,0.37061638,7.52083281
-5.74187094,8.24020904,0.14142126,0.00000000,0.09944205,0.04969425,0.03463874,0.46249863,0.34609081,6.95049674
-5.73586793,7.62075321,0.13390002,0.00000000,0.09496612,0.04544776,0.03199081,0.43631252,0.32211750,6.40639978
-5.72986493,7.03066456,0.12671489,0.00000000,0.09052593,0.04137394,0.02945775,0.41057725,0.29895360,5.89014745
-5.72386193,6.47213725,0.12000116,0.00000000,0.08619040,0.03750743,0.02705370,0.38559880,0.27683099,5.40313090
-5.71785893,5.94705327,0.11389953,0.00000000,0.08201869,0.03387734,0.02479221,0.36168094,0.25595400,4.94646719
-5.71185593,5.45692711,0.10855530,0.00000000,0.07805904,0.03050730,0.02268611,0.33912205,0.23649834,4.52095236
-5.70585293,5.00286871,0.10411765,0.00000000,0.07434811,0.02741575,0.02074725,0.31821292,0.21861121,4.12702975
-5.69984992,4.58556607,0.10073918,0.00000000,0.07091086,0.02461625,0.01898642,0.29923546,0.20241255,3.76477492
-5.69384692,4.20528749,0.09857549,0.00000000,0.06776092,0.02211802,0.01741324,0.28246204,0.18799713,3.43389756
-5.68784392,3.86190242,0.09778477,0.00000000,0.06490144,0.01992646,0.01603620,0.26815562,0.17543737,3.13375949
-5.68184092,3.55491865,0.09852723,0.00000000,0.06232632,0.01804367,0.01486266,0.25657023,0.16478656,2.86340721
-5.67583792,3.28353285,0.10096434,0.00000000,0.06002179,0.01646907,0.01389884,0.24795169,0.15608242,2.62161666
-5.66983492,3.04669089,0.10525761,0.00000000,0.05796817,0.01519987,0.01314994,0.24253839,0.14935051,2.40694715
-5.66383192,2.84315412,0.11156698,0.00000000,0.05614182,0.01423155,0.01262016,0.24056176,0.14460757,2.21780133
-5.65782891,2.67156728,0.12004862,0.00000000,0.05451707,0.01355817,0.01231269,0.24224635,0.14186436,2.05248767
-5.65182591,2.53052442,0.13085213,0.00000000,0.05306812,0.01317275,0.01222978,0.24780921,0.14112800,1.90928234
-5.64582291,2.41862907,0.14411714,0.00000000,0.05177080,0.01306737,0.01237261,0.25745858,0.14240352,1.78648713
-5.63981991,2.33454562,0.15996926,0.00000000,0.05060407,0.01323329,0.01274131,0.27139149,0.14569477,1.68248106
-5.63381691,2.27703952,0.17851563,0.00000000,0.04955122,0.01366100,0.01333477,0.28979060,0.15100441,1.59576314
-5.62781391,2.24500458,0.19983992,0.00000000,0.04860078,0.01434011,0.01415056,0.31281993,0.15833315,1.52498501
-5.62181091,2.23747642,0.22399731,0.00000000,0.04774706,0.01525928,0.01518469,0.34061980,0.16767829,1.46897219
-5.61580790,2.25363207,0.25100936,0.00000000,0.04699022,0.01640607,0.01643148,0.37330105,0.17903153,1.42673374
-5.60980490,2.29277625,0.28085912,0.00000000,0.04633607,0.01776679,0.01788336,0.41093866,0.19237633,1.39746054
-5.60380190,2.35431574,0.31348683,0.00000000,0.04579555,0.01932639,0.01953072,0.45356522,0.20768497,1.38051290
-5.59779890,2.43772376,0.34878637,0.00000000,0.04538375,0.02106830,0.02136176,0.50116430,0.22491534,1.37539886
-5.59179590,2.54249677,0.38660280,0.00000000,0.04511887,0.02297449,0.02336246,0.55366433,0.24400788,1.38174480
-5.58579290,2.66810645,0.42673113,0.00000000,0.04502090,0.02502538,0.02551654,0.61093309,0.26488277,1.39926030
-5.57978989,2.81394983,0.46891669,0.00000000,0.04511019,0.02720003,0.02780558,0.67277331,0.28743756,1.42769940
-5.57378689,2.97930051,0.51285710,0.00000000,0.04540602,0.02947630,0.03020922,0.73891969,0.31154542,1.46682045
-5.56778389,3.16326395,0.55820596,0.00000000,0.04592519,0.03183113,0.03270538,0.80903754,0.33705430,1.51634677
-5.56178089,3.36473944,0.60457829,0.00000000,0.04668073,0.03424094,0.03527072,0.88272342,0.36378691,1.57593017
-5.55577789,3.58239118,0.65155767,0.00000000,0.04768080,0.03668204,0.03788109,0.95950785,0.39154184,1.64511918
-5.54977489,3.81463015,0.69870476,0.00000000,0.04892777,0.03913116,0.04051209,1.03886020,0.42009567,1.72333354
-5.54377189,4.05960834,0.74556721,0.00000000,0.05041765,0.04156601,0.04313977,1.12019590,0.44920620,1.80984624
-5.53776888,4.31522592,0.79169045,0.00000000,0.05213976,0.04396582,0.04574128,1.20288565,0.47861667,1.90377386
-5.53176588,4.57915156,0.83662906,0.00000000,0.05407674,0.04631198,0.04829564,1.28626673,0.50806086,2.00407578
-5.52576288,4.84885542,0.87995836,0.00000000,0.05620490,0.04858851,0.05078440,1.36965594,0.53726898,2.10956214
-5.51975988,5.12165367,0.92128569,0.00000000,0.05849483,0.05078265,0.05319239,1.45236396,0.56597408,2.21891019
-5.51375688,5.39476299,0.96026105,0.00000000,0.06091230,0.05288517,0.05550831,1.53371055,0.59391875,2.33068839
-5.50775388,5.66536280,0.99658663,0.00000000,0.06341941,0.05489080,0.05772524,1.61304034,0.62086196,2.44338695
-5.50175088,5.93066288,1.03002481,0.00000000,0.06597585,0.05679838,0.05984105,1.68973844,0.64658556,2.55545357
-5.49574787,6.18797341,1.06040441,0.00000000,0.06854038,0.05861093,0.06185859,1.76324542,0.67090037,2.66533273
-5.48974487,6.43477463,1.08762481,0.00000000,0.07107223,0.06033560,0.06378579,1.83307112,0.69365147,2.77150679
-5.48374187,6.66878308,1.11165792,0.00000000,0.07353262,0.06198345,0.06563547,1.89880667,0.71472240,2.87253704
-5.47773887,6.88801159,1.13254772,0.00000000,0.07588607,0.06356909,0.06742500,1.96013431,0.73403819,2.96710305
-5.47173587,7.09082033,1.15040756,0.00000000,0.07810168,0.06511014,0.06917574,2.01683445,0.75156693,3.05403853
-5.46573287,7.27595681,1.16541523,0.00000000,0.08015411,0.06662664,0.07091232,2.06878974,0.76731976,3.13236222
-5.45972986,7.44258291,1.17780597,0.00000000,0.08202440,0.06814027,0.07266170,2.11598584,0.78134932,3.20130264
-5.45372686,7.59028787,1.18786380,0.00000000,0.08370049,0.06967351,0.07445212,2.15850883,0.79374655,3.26031559
-5.44772386,7.71908651,1.19591133,0.00000000,0.08517743,0.07124876,0.07631197,2.19653927,0.80463608,3.30909390
-5.44172086,7.82940300,1.20229862,0.00000000,0.08645729,0.07288740,0.07826856,2.23034306,0.81417018,3.34756916
-5.43571786,7.92204059,1.20739136,0.00000000,0.08754886,0.07460886,0.08034696,2.26025949,0.82252172,3.37590536
-5.42971486,7.99813907,1.21155889,0.00000000,0.08846696,0.07642977,0.08256885,2.28668690,0.82987625,3.39448509
-5.42371186,8.05912157,1.21516252,0.00000000,0.08923158,0.07836315,0.08495149,2.31006648,0.83642367,3.40388884
-5.41770885,8.10663329,1.21854446,0.00000000,0.08986685,0.08041771,0.08750695,2.33086494,0.84234978,3.40486860
-5.41170585,8.14247477,1.22201784,0.00000000,0.09039976,0.08259742,0.09024145,2.34955686,0.84782813,3.39831677
-5.40570285,8.16853281,1.22585813,0.00000000,0.09085892,0.08490104,0.09315506,2.36660720,0.85301262,3.38523197
-5.39969985,8.18671180,1.23029617,0.00000000,0.09127312,0.08732212,0.09624170,2.38245509,0.85803101,3.36668305
-5.39369685,8.19886850,1.23551307,0.00000000,0.09167007,0.08984897,0.09948939,2.39749930,0.86297994,3.34377278
-5.38769385,8.20675282,1.24163706,0.00000000,0.09207503,0.09246502,0.10288093,2.41208611,0.86792139,3.31760262
-5.38169085,8.21195678,1.24874228,0.00000000,0.09250971,0.09514928,0.10639476,2.42650010,0.87288104,3.28923985
-5.37568784,8.21587342,1.25684955,0.00000000,0.09299123,0.09787706,0.11000614,2.44095804,0.87784836,3.25968812
-5.36968484,8.21966672,1.26592884,0.00000000,0.09353127,0.10062082,0.11368855,2.45560618,0.88277853,3.22986225
-5.36368184,8.22425318,1.27590334,0.00000000,0.09413550,0.10335110,0.11741518,2.47052084,0.88759610,3.20056799
-5.35767884,8.23029479,1.28665491,0.00000000,0.09480319,0.10603759,0.12116051,2.48571201,0.89220009,3.17248700
-5.35167584,8.23820283,1.29803040,0.00000000,0.09552708,0.10865020,0.12490178,2.50112974,0.89647027,3.14616725
-5.34567284,8.24815114,1.30984876,0.00000000,0.09629349,0.11116007,0.12862042,2.51667270,0.90027434,3.12201864
-5.33966983,8.26009732,1.32190840,0.00000000,0.09708272,0.11354054,0.13230316,2.53219819,0.90347556,3.10031346
-5.33366683,8.27380990,1.33399453,0.00000000,0.09786959,0.11576802,0.13594292,2.54753317,0.90594041,3.08119127
-5.32766383,8.28889926,1.34588625,0.00000000,0.09862427,0.11782261,0.13953927,2.56248525,0.90754592,3.06466735
-5.32166083,8.30485011,1.35736293,0.00000000,0.09931323,0.11968870,0.14309845,2.57685321,0.90818630,3.05064411
-5.31565783,8.32105369,1.36820982,0.00000000,0.09990034,0.12135519,0.14663296,2.59043628,0.90777853,3.03892455
-5.30965483,8.33683747,1.37822269,0.00000000,0.10034810,0.12281572,0.15016075,2.60304159,0.90626661,3.02922686
-5.30365183,8.35149113,1.38721125,0.00000000,0.10061891,0.12406855,0.15370383,2.61448959,0.90362440,3.02119964
-5.29764882,8.36428757,1.39500159,0.00000000,0.10067635,0.12511638,0.15728667,2.62461698,0.89985686,3.01443676
-5.29164582,8.37449819,1.40143735,0.00000000,0.10048644,0.12596603,0.16093413,2.63327722,0.89499970,3.00849140
-5.28564282,8.38140242,1.40638000,0.00000000,0.10001883,0.12662806,0.16466931,2.64033868,0.88911760,3.00288886
-5.27963982,8.38429157,1.40970811,0.00000000,0.09924787,0.12711621,0.16851118,2.64568067,0.88230098,2.99713775
-5.27363682,8.38246783,1.41131597,0.00000000,0.09815356,0.12744703,0.17247230,2.64918791,0.87466178,2.99073938
-5.26763382,8.37523937,1.41111167,0.00000000,0.09672223,0.12763929,0.17655666,2.65074373,0.86632830,2.98319552
-5.26163082,8.36191286,1.40901492,0.00000000,0.09494710,0.12771361,0.18075778,2.65022292,0.85743944,2.97401447
-5.25562781,8.34178500,1.40495477,0.00000000,0.09282857,0.12769201,0.18505722,2.64748463,0.84813878,2.96271576
-5.24962481,8.31413459,1.39886750,0.00000000,0.09037426,0.12759756,0.18942354,2.64236627,0.83856858,2.94883392
-5.24362181,8.27821666,1.39069489,0.00000000,0.08759887,0.12745400,0.19381185,2.63467878,0.82886417,2.93192154
-5.23761881,8.23326023,1.38038307,0.00000000,0.08452373,0.12728548,0.19816398,2.62420409,0.81914885,2.91155216
-5.23161581,8.17847069,1.36788195,0.00000000,0.08117620,0.12711617,0.20240936,2.61069503,0.80952956,2.88732342
-5.22561281,8.11303787,1.35314556,0.00000000,0.07758892,0.12696996,0.20646639,2.59387815,0.80009342,2.85886073
-5.21960980,8.03615016,1.33613311,0.00000000,0.07379879,0.12687003,0.21024466,2.57345944,0.79090535,2.82582180
-5.21360680,7.94701480,1.31681097,0.00000000,0.06984597,0.12683836,0.21364749,2.54913308,0.78200662,2.78790222
-5.20760380,7.84488398,1.29515533,0.00000000,0.06577277,0.12689526,0.21657506,2.52059283,0.77341454,2.74484212
-5.20160080,7.72908587,1.27115562,0.00000000,0.06162250,0.12705873,0.21892786,2.48754575,0.76512309,2.69643372
-5.19559780,7.59905940,1.24481832,0.00000000,0.05743832,0.12734384,0.22061026,2.44972768,0.75710451,2.64252978
-5.18959480,7.45439110,1.21617118,0.00000000,0.05326227,0.12776205,0.22153420,2.40691965,0.74931163,2.58305232
-5.18359180,7.29485239,1.18526743,0.00000000,0.04913422,0.12832063,0.22162270,2.35896460,0.74168095,2.51800129
-5.17758879,7.12043502,1.15218981,0.00000000,0.04509109,0.12902203,0.22081315,2.30578333,0.73413622,2.44746269
-5.17158579,6.93138279,1.11705421,0.00000000,0.04116615,0.12986355,0.21906011,2.24738895,0.72659244,2.37161540
-5.16558279,6.72821759,1.08001248,0.00000000,0.03738850,0.13083701,0.21633757,2.18389897,0.71896009,2.29073631
-5.15957979,6.51175783,1.04125440,0.00000000,0.03378271,0.13192886,0.21264061,2.11554417,0.71114951,2.20520310
-5.15357679,6.28312789,1.00100839,0.00000000,0.03036864,0.13312036,0.20798620,2.04267376,0.70307532,2.11549422
-5.14757379,6.04375756,0.95954095,0.00000000,0.02716139,0.13438827,0.20241334,1.96575634,0.69466059,2.02218584
-5.14157079,5.79537075,0.91715465,0.00000000,0.02417145,0.13570567,0.19598233,1.88537631,0.68584094,1.92594545
-5.13556778,5.53996332,0.87418466,0.00000000,0.02140492,0.13704329,0.18877332,1.80222590,0.67656818,1.82752220
-5.12956478,5.27977069,0.83099380,0.00000000,0.01886387,0.13837088,0.18088416,1.71709273,0.66681357,1.72773408
-5.12356178,5.01722574,0.78796627,0.00000000,0.01654673,0.13965901,0.17242764,1.63084345,0.65657050,1.62745233
-5.11755878,4.75490868,0.74550019,0.00000000,0.01444884,0.14088084,0.16352829,1.54440404,0.64585651,1.52758351
-5.11155578,4.49549027,0.70399917,0.00000000,0.01256286,0.14201400,0.15431880,1.45873724,0.63471466,1.42904980
-5.10555278,4.24167053,0.66386307,0.00000000,0.01087938,0.14304242,0.14493626,1.37481825,0.62321391,1.33276836
-5.09954977,3.99611488,0.62547847,0.00000000,0.00938736,0.14395789,0.13551840,1.29360930,0.61144871,1.23963031
-5.09354677,3.76138998,0.58920896,0.00000000,0.00807466,0.14476139,0.12619986,1.21603417,0.59953752,1.15048023
-5.08754377,3.53990129,0.55538563,0.00000000,0.00692842,0.14546397,0.11710881,1.14295351,0.58762036,1.06609681
-5.08154077,3.33383432,0.52429814,0.00000000,0.00593547,0.14608719,0.10836382,1.07514177,0.57585523,0.98717527
-5.07553777,3.14510140,0.49618665,0.00000000,0.00508266,0.14666296,0.10007125,1.01326661,0.56441366,0.91431221
-5.06953477,2.97529546,0.47123485,0.00000000,0.00435714,0.14723275,0.09232313,0.95787122,0.55347524,0.84799319
-5.06353177,2.82565208,0.44956439,0.00000000,0.00374652,0.14784634,0.08519563,0.90936043,0.54322141,0.78858344
-5.05752876,2.69702077,0.43123093,0.00000000,0.00323909,0.14855984,0.07874808,0.86799067,0.53382866,0.73632181
-5.05152576,2.58984620,0.41622189,0.00000000,0.00282386,0.14943335,0.07302257,0.83386432,0.52546140,0.69131807
-5.04552276,2.50415966,0.40445618,0.00000000,0.00249065,0.15052810,0.06804408,0.80692836,0.51826476,0.65355340
-5.03951976,2.43958107,0.39578582,0.00000000,0.00223014,0.15190345,0.06382119,0.78697757,0.51235768,0.62288408
-5.03351676,2.39533126,0.38999944,0.00000000,0.00203377,0.15361360,0.06034710,0.77366200,0.50782654,0.59904792
-5.02751376,2.37025426,0.38682783,0.00000000,0.00189381,0.15570448,0.05760112,0.76649847,0.50471986,0.58167336
-5.02151076,2.36284905,0.38595115,0.00000000,0.00180321,0.15821073,0.05555043,0.76488591,0.50304408,0.57029070
-5.01550775,2.37130990,0.38700775,0.00000000,0.00175564,0.16115307,0.05415206,0.76812392,0.50276103,0.56434528
-5.00950475,2.39357441,0.38960442,0.00000000,0.00174535,0.16453616,0.05335503,0.77543415,0.50378705,0.56321213
-5.00350175,2.42737802,0.39332762,0.00000000,0.00176714,0.16834710,0.05310251,0.78598374,0.50599398,0.56621164
-4.99749875,2.47031351,0.39775550,0.00000000,0.00181635,0.17255466,0.05333408,0.79891018,0.50921209,0.57262611
-4.99149575,2.51989410,0.40247016,0.00000000,0.00188877,0.17710923,0.05398784,0.81334684,0.51323491,0.58171650
-4.98549275,2.57361826,0.40706995,0.00000000,0.00198067,0.18194373,0.05500239,0.82844824,0.51782570,0.59273926
-4.97948974,2.62903445,0.41118109,0.00000000,0.00208880,0.18697516,0.05631871,0.84341441,0.52272546,0.60496276
-4.97348674,2.68380397,0.41446850,0.00000000,0.00221043,0.19210706,0.05788174,0.85751333,0.52766212,0.61768293
-4.96748374,2.73575992,0.41664522,0.00000000,0.00234341,0.19723258,0.05964167,0.87010081,0.53236050,0.63023796
-4.96148074,2.78296058,0.41748015,0.00000000,0.00248626,0.20223809,0.06155499,0.88063709,0.53655263,0.64202158
-4.95547774,2.82373550,0.41680387,0.00000000,0.00263833,0.20700733,0.06358513,0.88869953,0.53998809,0.65249469
-4.94947474,2.85672291,0.41451225,0.00000000,0.00279994,0.21142570,0.06570280,0.89399110,0.54244379,0.66119518
-4.94347174,2.88089744,0.41056782,0.00000000,0.00297254,0.21538475,0.06788597,0.89634427,0.54373298,0.66774565
-4.93746873,2.89558735,0.40499889,0.00000000,0.00315899,0.21878652,0.07011945,0.89572034,0.54371297,0.67185894
-4.93146573,2.90048105,0.39789648,0.00000000,0.00336375,0.22154777,0.07239421,0.89220436,0.54229140,0.67334137
-4.92546273,2.89562302,0.38940932,0.00000000,0.00359318,0.22360365,0.07470639,0.88599596,0.53943088,0.67209370
-4.91945973,2.88139977,0.37973718,0.00000000,0.00385578,0.22491096,0.07705607,0.87739660,0.53515185,0.66810985
-4.91345673,2.85851673,0.36912290,0.00000000,0.00416247,0.22545073,0.07944586,0.86679407,0.52953361,0.66147350
-4.90745373,2.82796754,0.35784353,0.00000000,0.00452688,0.22523009,0.08187940,0.85464485,0.52271375,0.65235270
-4.90145073,2.79099714,0.34620100,0.00000000,0.00496553,0.22428328,0.08435988,0.84145536,0.51488591,0.64099284
-4.89544772,2.74906057,0.33451282,0.00000000,0.00549808,0.22267198,0.08688857,0.82776304,0.50629618,0.62770812
-4.88944472,2.70377919,0.32310306,0.00000000,0.00614743,0.22048467,0.08946355,0.81411794,0.49723837,0.61287183
-4.88344172,2.65689613,0.31229418,0.00000000,0.00693976,0.21783533,0.09207867,0.80106594,0.48804834,0.59690588
-4.87743872,2.61023246,0.30239975,0.00000000,0.00790448,0.21486138,0.09472283,0.78913388,0.47909765,0.58026969
-4.87143572,2.56564552,0.29371837,0.00000000,0.00907405,0.21172086,0.09737960,0.77881745,0.47078665,0.56344881
-4.86543272,2.52499033,0.28652889,0.00000000,0.01048359,0.20858917,0.10002730,0.77057190,0.46353733,0.54694363
-4.85942971,2.49008473,0.28108681,0.00000000,0.01217041,0.20565516,0.10263943,0.76480580,0.45778592,0.53125811
-4.85342671,2.46267854,0.27762187,0.00000000,0.01417327,0.20311689,0.10518557,0.76187763,0.45397526,0.51688908
-4.84742371,2.44442660,0.27633655,0.00000000,0.01653149,0.20117704,0.10763265,0.76209499,0.45254709,0.50431590
-4.84142071,2.43686523,0.27740529,0.00000000,0.01928382,0.20003801,0.10994651,0.76571591,0.45393410,0.49399071
-4.83541771,2.44139155,0.28097415,0.00000000,0.02246716,0.19989695,0.11209374,0.77295167,0.45855169,0.48632948
-4.82941471,2.45924485,0.28716056,0.00000000,0.02611509,0.20094067,0.11404372,0.78397050,0.46678938,0.48170356
-4.82341171,2.49148922,0.29605305,0.00000000,0.03025621,0.20334046,0.11577059,0.79890153,0.47900181,0.48043209
-4.81740870,2.53899674,0.30771053,0.00000000,0.03491250,0.20724718,0.11725529,0.81783831,0.49549935,0.48277517
-4.81140570,2.60243090,0.32216117,0.00000000,0.04009753,0.21278635,0.11848737,0.84084144,0.51653824,0.48892786
-4.80540270,2.68222989,0.33940072,0.00000000,0.04581478,0.22005364,0.11946659,0.86793991,0.54231054,0.49901511
-4.79939970,2.77859024,0.35939027,0.00000000,0.05205606,0.22911077,0.12020408,0.89913098,0.57293400,0.51308779
-4.79339670,2.89145119,0.38205381,0.00000000,0.05880015,0.23998188,0.12072321,0.93437859,0.60844230,0.53111999
-4.78739370,3.02048093,0.40727548,0.00000000,0.06601175,0.25265069,0.12105986,0.97361047,0.64877596,0.55300762
-4.78139070,3.16506598,0.43489720,0.00000000,0.07364079,0.26705843,0.12126233,1.01671438,0.69377452,0.57856881
-4.77538769,3.32430522,0.46471679,0.00000000,0.08162228,0.28310285,0.12139067,1.06353396,0.74317061,0.60754601
-4.76938469,3.49701014,0.49648705,0.00000000,0.08987667,0.30063829,0.12151553,1.11386472,0.79658636,0.63961015
-4.76338169,3.68171286,0.52991628,0.00000000,0.09831077,0.31947708,0.12171669,1.16745105,0.85353288,0.67436684
-4.75737869,3.87668325,0.56467045,0.00000000,0.10681936,0.33939225,0.12208106,1.22398464,0.91341328,0.71136482
-4.75137569,4.07995580,0.60037738,0.00000000,0.11528732,0.36012163,0.12270046,1.28310497,0.97552955,0.75010636
-4.74537269,4.28936683,0.63663304,0.00000000,0.12359242,0.38137334,0.12366914,1.34440231,1.03909363,0.79005968
-4.73936968,4.50260132,0.67301002,0.00000000,0.13160849,0.40283253,0.12508111,1.40742334,1.10324270,0.83067287
-4.73336668,4.71724861,0.70906794,0.00000000,0.13920907,0.42416929,0.12702740,1.47167950,1.16705840,0.87138901
-4.72736368,4.93086495,0.74436557,0.00000000,0.14627126,0.44504743,0.12959324,1.53665767,1.22958958,0.91166190
-4.72136068,5.14104041,0.77847423,0.00000000,0.15267965,0.46513388,0.13285538,1.60183288,1.28987794,0.95097172
-4.71535768,5.34546734,0.81099175,0.00000000,0.15833022,0.48410836,0.13687944,1.66668227,1.34698556,0.98884009
-4.70935468,5.54200674,0.84155644,0.00000000,0.16313395,0.50167293,0.14171739,1.73069941,1.40002331,1.02484351
-4.70335168,5.72874928,0.86986013,0.00000000,0.16701997,0.51756105,0.14740536,1.79340824,1.44817878,1.05862489
-4.69734867,5.90406731,0.89565971,0.00000000,0.16993816,0.53154568,0.15396158,1.85437545,1.49074264,1.08990215
-4.69134567,6.06665505,0.91878622,0.00000000,0.17186099,0.54344613,0.16138475,1.91322065,1.52713197,1.11847373
-4.68534267,6.21555428,0.93915102,0.00000000,0.17278460,0.55313330,0.16965270,1.96962330,1.55690950,1.14422046
-4.67933967,6.35016396,0.95674840,0.00000000,0.17272887,0.56053309,0.17872149,2.02332611,1.57979768,1.16710375
-4.67333667,6.47023317,0.97165437,0.00000000,0.17173668,0.56562771,0.18852505,2.07413445,1.59568693,1.18716015
-4.66733367,6.57583742,0.98402147,0.00000000,0.16987226,0.56845507,0.19897522,2.12191172,1.60463741,1.20449248
-4.66133067,6.66734002,0.99406984,0.00000000,0.16721877,0.56910605,0.20996244,2.16657116,1.60687441,1.21925816
-4.65532766,6.74534067,1.00207469,0.00000000,0.16387511,0.56771992,0.22135704,2.20806444,1.60277738,1.23165524
-4.64932466,6.81061459,1.00835105,0.00000000,0.15995232,0.56447820,0.23301116,2.24636808,1.59286328,1.24190710
-4.64332166,6.86404602,1.01323622,0.00000000,0.15556955,0.55959722,0.24476123,2.28146861,1.57776496,1.25024649
