energy_ev,total_up,C_s_up,C_p_up,Os_p_up,Os_d_up,Se_s_up,Se_p_up
-6.00000000,2.64070004,0.00382482,0.35291442,1.53468591,0.74276135,0.02387191,0.94756195
-5.99399700,2.59072581,0.00413756,0.34142539,1.52462161,0.72573997,0.02279400,0.93040881
-5.98799400,2.54567396,0.00448981,0.33109427,1.51670232,0.71067477,0.02176984,0.91441219
-5.98199100,2.50588932,0.00488167,0.32194777,1.51097715,0.69769597,0.02080935,0.89970830
-5.97598799,2.47159212,0.00531253,0.31399138,1.50745438,0.68688943,0.01992049,0.88639287
-5.96998499,2.44288177,0.00578094,0.30721055,1.50610490,0.67829735,0.01910908,0.87452259
-5.96398199,2.41974247,0.00628461,0.30157222,1.50686551,0.67191989,0.01837887,0.86411696
-5.95797899,2.40205021,0.00682030,0.29702649,1.50964181,0.66771751,0.01773158,0.85516057
-5.95197599,2.38958109,0.00738385,0.29350836,1.51431096,0.66561426,0.01716703,0.84760562
-5.94597299,2.38202090,0.00797025,0.29093949,1.52072433,0.66550165,0.01668333,0.84137479
-5.93996998,2.37897628,0.00857365,0.28922994,1.52871062,0.66724353,0.01627711,0.83636459
-5.93396698,2.37998779,0.00918752,0.28827996,1.53807980,0.67068155,0.01594372,0.83244929
-5.92796398,2.38454515,0.00980482,0.28798185,1.54862833,0.67564170,0.01567759,0.82948550
-5.92196098,2.39210499,0.01041819,0.28822193,1.56014613,0.68194148,0.01547241,0.82731765
-5.91595798,2.40211121,0.01102018,0.28888281,1.57242545,0.68939789,0.01532150,0.82578436
-5.90995498,2.41401770,0.01160353,0.28984584,1.58527175,0.69783605,0.01521803,0.82472561
-5.90395198,2.42731308,0.01216144,0.29099384,1.59851634,0.70709801,0.01515532,0.82399060
-5.89794897,2.44154660,0.01268789,0.29221418,1.61203040,0.71705169,0.01512707,0.82344616
-5.89194597,2.45635398,0.01317783,0.29340199,1.62573954,0.72759935,0.01512758,0.82298511
-5.88594297,2.47148211,0.01362752,0.29446353,1.63963809,0.73868509,0.01515195,0.82253440
-5.87993997,2.48681068,0.01403466,0.29531953,1.65380187,0.75030105,0.01519617,0.82206222
-5.87393697,2.50236941,0.01439859,0.29590828,1.66839841,0.76249158,0.01525728,0.82158380
-5.86793397,2.51834901,0.01472035,0.29618844,1.68369328,0.77535508,0.01533337,0.82116519
-5.86193097,2.53510477,0.01500267,0.29614118,1.70005153,0.78904303,0.01542358,0.82092469
-5.85592796,2.55315131,0.01524994,0.29577156,1.71793332,0.80375599,0.01552806,0.82103142
-5.84992496,2.57314809,0.01546805,0.29510904,1.73788316,0.81973640,0.01564783,0.82170099
-5.84392196,2.59587547,0.01566410,0.29420684,1.76051254,0.83725831,0.01578462,0.82318803
-5.83791896,2.62220151,0.01584619,0.29314026,1.78647605,0.85661424,0.01594073,0.82577594
-5.83191596,2.65304085,0.01602300,0.29200380,1.81644174,0.87809962,0.01611874,0.82976392
-5.82591296,2.68930693,0.01620339,0.29090727,1.85105664,0.90199548,0.01632131,0.83545206
-5.81990995,2.73185980,0.01639600,0.28997084,1.89090893,0.92855001,0.01655092,0.84312501
-5.81390695,2.78145195,0.01660882,0.28931944,1.93648853,0.95796012,0.01680967,0.85303497
-5.80790395,2.83867487,0.01684874,0.28907647,1.98814805,0.99035366,0.01709904,0.86538514
-5.80190095,2.90390927,0.01712119,0.28935742,2.04606626,1.02577360,0.01741971,0.88031417
-5.79589795,2.97728183,0.01742984,0.29026343,2.11021625,1.06416485,0.01777148,0.89788285
-5.78989495,3.05863101,0.01777633,0.29187521,2.18034011,1.10536467,0.01815318,0.91806363
-5.78389195,3.14748428,0.01816011,0.29424776,2.25593215,1.14909745,0.01856264,0.94073374
-5.77788894,3.24304848,0.01857836,0.29740597,2.33623187,1.19497425,0.01899677,0.96567246
-5.77188594,3.34421448,0.01902605,0.30134147,2.42022769,1.24249750,0.01945166,0.99256277
-5.76588294,3.44957658,0.01949605,0.30601093,2.50667194,1.29107083,0.01992275,1.02099761
-5.75987994,3.55746626,0.01997937,0.31133594,2.59410699,1.34001390,0.02040504,1.05049056
-5.75387694,3.66599939,0.02046543,0.31720440,2.68090178,1.38858161,0.02089331,1.08049047
-5.74787394,3.77313494,0.02094250,0.32347363,2.76529763,1.43598719,0.02138245,1.11039969
-5.74187094,3.87674295,0.02139805,0.32997488,2.84546144,1.48142798,0.02186762,1.13959491
-5.73586793,3.97467870,0.02181928,0.33651919,2.91954440,1.52411303,0.02234461,1.16744979
-5.72986493,4.06485990,0.02219357,0.34290421,2.98574347,1.56329113,0.02280997,1.19335839
-5.72386193,4.14534326,0.02250895,0.34892194,3.04236317,1.59827809,0.02326126,1.21675813
-5.71785893,4.21439693,0.02275454,0.35436667,3.08787492,1.62848187,0.02369711,1.23715142
-5.71185593,4.27056532,0.02292097,0.35904308,3.12097124,1.65342454,0.02411732,1.25412475
-5.70585293,4.31272328,0.02300070,0.36277395,3.14061246,1.67275975,0.02452283,1.26736431
-5.69984992,4.34011686,0.02298827,0.36540716,3.14606378,1.68628503,0.02491560,1.27666747
-5.69384692,4.35238880,0.02288054,0.36682159,3.13692112,1.69394812,0.02529847,1.28194938
-5.68784392,4.34958728,0.02267673,0.36693177,3.11312448,1.69584712,0.02567492,1.28324449
-5.68184092,4.33215763,0.02237847,0.36569093,3.07495849,1.69222424,0.02604875,1.28070273
-5.67583792,4.30091735,0.02198971,0.36309243,3.02304000,1.68345351,0.02642377,1.27458064
-5.66983492,4.25701559,0.02151658,0.35916939,2.95829353,1.67002301,0.02680343,1.26522776
-5.66383192,4.20187918,0.02096717,0.35399272,2.88191577,1.65251250,0.02719039,1.25306900
-5.65782891,4.13714789,0.02035129,0.34766753,2.79533087,1.63156745,0.02758625,1.23858385
-5.65182591,4.06460214,0.01968010,0.34032823,2.70013869,1.60787085,0.02799114,1.22228340
-5.64582291,3.98608685,0.01896583,0.33213249,2.59805832,1.58211426,0.02840347,1.20468645
-5.63981991,3.90343520,0.01822138,0.32325456,2.49086968,1.55496942,0.02881978,1.18629569
-5.63381691,3.81839603,0.01746001,0.31387807,2.38035558,1.52706195,0.02923458,1.16757544
-5.62781391,3.73256857,0.01669501,0.30418885,2.26824685,1.49894844,0.02964035,1.14893175
-5.62181091,3.64734751,0.01593934,0.29436814,2.15617276,1.47109799,0.03002770,1.13069616
-5.61580790,3.56388086,0.01520543,0.28458637,2.04561867,1.44387910,0.03038553,1.11311359
-5.60980490,3.48304254,0.01450488,0.27499791,1.93789229,1.41755252,0.03070142,1.09633518
-5.60380190,3.40542043,0.01384828,0.26573701,1.83409961,1.39227006,0.03096197,1.08041623
-5.59779890,3.33131994,0.01324511,0.25691497,1.73513082,1.36807947,0.03115339,1.06531924
-5.59179590,3.26078228,0.01270353,0.24861871,1.64165620,1.34493474,0.03126197,1.05092185
-5.58579290,3.19361566,0.01223039,0.24091064,1.55413132,1.32271095,0.03127473,1.03702902
-5.57978989,3.12943708,0.01183113,0.23382974,1.47281058,1.30122287,0.03117993,1.02338875
-5.57378689,3.06772173,0.01150978,0.22739369,1.39776754,1.28024567,0.03096769,1.00971039
-5.56778389,3.00785676,0.01126891,0.22160184,1.32892051,1.25953675,0.03063042,0.99568436
-5.56178089,2.94919592,0.01110969,0.21643872,1.26606153,1.23885694,0.03016325,0.98100227
-5.55577789,2.89111172,0.01103185,0.21187780,1.20888681,1.21799008,0.02956435,0.96537616
-5.54977489,2.83304216,0.01103370,0.20788529,1.15702703,1.19675953,0.02883504,0.94855596
-5.54377189,2.77452920,0.01111216,0.20442365,1.11007561,1.17504080,0.02797992,0.93034418
-5.53776888,2.71524723,0.01126278,0.20145457,1.06761395,1.15276964,0.02700671,0.91060707
-5.53176588,2.65502020,0.01147976,0.19894136,1.02923225,1.12994523,0.02592605,0.88928190
-5.52576288,2.59382693,0.01175601,0.19685053,0.99454553,1.10662839,0.02475118,0.86637996
