energy_ev,total_up,Ag_p_up,Ag_d_up,C_s_up,C_p_up,Te_p_up,Te_d_up,Y_p_up,Y_d_up
-5.84992496,5.21244196,1.62985401,2.40003180,0.02145726,0.36000847,1.54344146,0.00000000,1.08736643,0.89414622
-5.84392196,5.12099390,1.62203690,2.32120798,0.02162109,0.36136328,1.53109776,0.00000000,1.08359602,0.89201944
-5.83791896,5.03415794,1.61316613,2.24677661,0.02184570,0.36333812,1.51764856,0.00000000,1.08070831,0.89077291
-5.83191596,4.95358872,1.60367276,2.17767124,0.02213675,0.36600659,1.50355171,0.00000000,1.07894471,0.89062194
-5.82591296,4.88097373,1.59400673,2.11483411,0.02250056,0.36943724,1.48929049,0.00000000,1.07852766,0.89177559
-5.81990995,4.81798755,1.58462344,2.05919462,0.02294384,0.37369000,1.47536034,0.00000000,1.07965370,0.89442817
-5.81390695,4.76624350,1.57596970,2.01164667,0.02347350,0.37881267,1.46225454,0.00000000,1.08248671,0.89875049
-5.80790395,4.72724426,1.56846955,1.97302546,0.02409629,0.38483739,1.45044973,0.00000000,1.08715180,0.90488118
-5.80190095,4.70233305,1.56251059,1.94408431,0.02481850,0.39177756,1.44039135,0.00000000,1.09373002,0.91291869
-5.79589795,4.69264727,1.55843123,1.92547225,0.02564555,0.39962506,1.43247994,0.00000000,1.10225420,0.92291409
-5.78989495,4.69907623,1.55650943,1.91771309,0.02658168,0.40834819,1.42705849,0.00000000,1.11270602,0.93486521
-5.78389195,4.72222469,1.55695329,1.92118681,0.02762950,0.41789032,1.42440134,0.00000000,1.12501457,0.94871247
-5.77788894,4.76238364,1.55989388,1.93611394,0.02878972,0.42816930,1.42470518,0.00000000,1.13905642,0.96433647
-5.77188594,4.81950940,1.56538044,1.96254363,0.03006077,0.43907782,1.42808213,0.00000000,1.15465717,0.98155768
-5.76588294,4.89321209,1.57337823,2.00034583,0.03143861,0.45048463,1.43455534,0.00000000,1.17159446,1.00013825
-5.75987994,4.98275378,1.58376887,2.04920814,0.03291646,0.46223657,1.44405715,0.00000000,1.18960233,1.01978581
-5.75387694,5.08705650,1.59635321,2.10863739,0.03448470,0.47416146,1.45642973,0.00000000,1.20837671,1.04015934
-5.74787394,5.20471993,1.61085653,2.17796607,0.03613085,0.48607157,1.47142825,0.00000000,1.22758184,1.06087674
-5.74187094,5.33404801,1.62693574,2.25636333,0.03783954,0.49776775,1.48872632,0.00000000,1.24685737,1.08152388
-5.73586793,5.47308371,1.64418839,2.34285042,0.03959272,0.50904390,1.50792360,0.00000000,1.26582604,1.10166485
-5.72986493,5.61965069,1.66216300,2.43631982,0.04136983,0.51969170,1.52855523,0.00000000,1.28410138,1.12085298
-5.72386193,5.77140055,1.68037049,2.53555768,0.04314816,0.52950548,1.55010280,0.00000000,1.30129565,1.13864218
-5.71785893,5.92586415,1.69829618,2.63926861,0.04490321,0.53828696,1.57200660,0.00000000,1.31702744,1.15459842
-5.71185593,6.08050539,1.71541211,2.74610213,0.04660923,0.54584986,1.59367868,0.00000000,1.33092905,1.16831072
-5.70585293,6.23277600,1.73118931,2.85468002,0.04823975,0.55202414,1.61451658,0.00000000,1.34265338,1.17940144
-5.69984992,6.38016956,1.74510966,2.96362347,0.04976821,0.55665982,1.63391717,0.00000000,1.35188028,1.18753554
-5.69384692,6.52027349,1.75667714,3.07157951,0.05116858,0.55963022,1.65129049,0.00000000,1.35832235,1.19242856
-5.68784392,6.65081752,1.76542831,3.17724572,0.05241610,0.56083468,1.66607308,0.00000000,1.36173000,1.19385302
-5.68184092,6.76971743,1.77094161,3.27939267,0.05348785,0.56020057,1.67774068,0.00000000,1.36189583,1.19164324
-5.67583792,6.87511300,1.77284560,3.37688345,0.05436349,0.55768459,1.68581980,0.00000000,1.35865831,1.18569836
-5.66983492,6.96539927,1.77082588,3.46868983,0.05502574,0.55327345,1.68989815,0.00000000,1.35190462,1.17598357
-5.66383192,7.03925058,1.76463070,3.55390471,0.05546098,0.54698375,1.68963352,0.00000000,1.34157266,1.16252962
-5.65782891,7.09563666,1.75407508,3.63175065,0.05565960,0.53886130,1.68476094,0.00000000,1.32765223,1.14543064
-5.65182591,7.13383092,1.73904359,3.70158439,0.05561628,0.52897968,1.67509798,0.00000000,1.31018522,1.12484033
-5.64582291,7.15341072,1.71949169,3.76289758,0.05533023,0.51743832,1.66054812,0.00000000,1.28926498,1.10096694
-5.63981991,7.15425010,1.69544568,3.81531381,0.05480512,0.50435997,1.64110196,0.00000000,1.26503462,1.07406690
-5.63381691,7.13650557,1.66700130,3.85858243,0.05404904,0.48988780,1.61683650,0.00000000,1.23768446,1.04443767
-5.62781391,7.10059571,1.63432108,3.89256975,0.05307422,0.47418211,1.58791229,0.00000000,1.20744856,1.01240989
-5.62181091,7.04717588,1.59763047,3.91724809,0.05189666,0.45741684,1.55456882,0.00000000,1.17460053,0.97833923
-5.61580790,6.97710911,1.55721301,3.93268372,0.05053568,0.43977597,1.51711815,0.00000000,1.13944861,0.94259810
-5.60980490,6.89143487,1.51340458,3.93902416,0.04901332,0.42144985,1.47593714,0.00000000,1.10233029,0.90556776
-5.60380190,6.79133702,1.46658691,3.93648592,0.04735376,0.40263176,1.43145856,0.00000000,1.06360669,0.86763081
-5.59779890,6.67811268,1.41718062,3.92534335,0.04558266,0.38351462,1.38416140,0.00000000,1.02365679,0.82916459
-5.59179590,6.55314332,1.36563793,3.90591921,0.04372648,0.36428812,1.33456079,0.00000000,0.98287187,0.79053552
-5.58579290,6.41786935,1.31243527,3.87857769,0.04181193,0.34513625,1.28319786,0.00000000,0.94165028,0.75209467
-5.57978989,6.27376922,1.25806601,3.84372000,0.03986531,0.32623534,1.23062991,0.00000000,0.90039280,0.71417457
-5.57378689,6.12234359,1.20303345,3.80178284,0.03791208,0.30775271,1.17742118,0.00000000,0.85949864,0.67708737
-5.56778389,5.96510478,1.14784420,3.75323949,0.03597639,0.28984584,1.12413452,0.00000000,0.81936224,0.64112437
-5.56178089,5.80357134,1.09300213,3.69860318,0.03408081,0.27266215,1.07132406,0.00000000,0.78037087,0.60655669
-5.55577789,5.63926695,1.03900287,3.63843210,0.03224604,0.25633927,1.01952896,0.00000000,0.74290291,0.57363703
-5.54977489,5.47372262,0.98632891,3.57333516,0.03049083,0.24100577,0.96926843,0.00000000,0.70732685,0.54260232
-5.54377189,5.30848086,0.93544522,3.50397759,0.02883193,0.22678229,0.92103756,0.00000000,0.67400055,0.51367686
-5.53776888,5.14510005,0.88679526,3.43108516,0.02728407,0.21378278,0.87530420,0.00000000,0.64327087,0.48707581
-5.53176588,4.98515735,0.84079740,3.35544612,0.02586005,0.20211593,0.83250640,0.00000000,0.61547303,0.46300864
-5.52576288,4.83024846,0.79784146,3.27790965,0.02457086,0.19188654,0.79305020,0.00000000,0.59092976,0.44168210
-5.51975988,4.68198268,0.75828520,3.19938023,0.02342577,0.18319663,0.75730756,0.00000000,0.56994977,0.42330272
-5.51375688,4.54197195,0.72245082,3.12080726,0.02243247,0.17614630,0.72561413,0.00000000,0.55282537,0.40807817
-5.50775388,4.41181341,0.69062115,3.04316971,0.02159711,0.17083411,0.69826659,0.00000000,0.53982921,0.39621762
-5.50175088,4.29306485,0.66303567,2.96745597,0.02092440,0.16735690,0.67551959,0.00000000,0.53120986,0.38793077
-5.49574787,4.18721371,0.63988623,2.89463949,0.02041763,0.16580915,0.65758200,0.00000000,0.52718654,0.38342546
-5.48974487,4.09564038,0.62131268,2.82565094,0.02007861,0.16628158,0.64461273,0.00000000,0.52794290,0.38290407
-5.48374187,4.01957745,0.60739855,2.76134824,0.01990768,0.16885929,0.63671609,0.00000000,0.53362029,0.38655858
-5.47773887,3.96006670,0.59816695,2.70248594,0.01990361,0.17361940,0.63393714,0.00000000,0.54431080,0.39456466
-5.47173587,3.91791638,0.59357713,2.64968545,0.02006351,0.18062819,0.63625715,0.00000000,0.56005047,0.40707498
-5.46573287,3.89366119,0.59352185,2.60340798,0.02038278,0.18993810,0.64358971,0.00000000,0.58081327,0.42421215
-5.45972986,3.88752767,0.59782601,2.56393174,0.02085507,0.20158458,0.65577787,0.00000000,0.60650627,0.44606155
-5.45372686,3.89940742,0.60624691,2.53133486,0.02147223,0.21558307,0.67259278,0.00000000,0.63696653,0.47266465
-5.44772386,3.92884041,0.61847628,2.50548537,0.02222443,0.23192627,0.69373407,0.00000000,0.67196012,0.50401311
-5.44172086,3.97501002,0.63414436,2.48603893,0.02310025,0.25058196,0.71883254,0.00000000,0.71118376,0.54004407
-5.43571786,4.03675096,0.65282617,2.47244491,0.02408685,0.27149145,0.74745509,0.00000000,0.75426911,0.58063715
-5.42971486,4.11257070,0.67404990,2.46396081,0.02517032,0.29456890,0.77911218,0.00000000,0.80078997,0.62561315
-5.42371186,4.20068377,0.69730728,2.45967446,0.02633598,0.31970162,0.81326762,0.00000000,0.85027218,0.67473499
-5.41770885,4.29905838,0.72206570,2.45853339,0.02756880,0.34675129,0.84935058,0.00000000,0.90220606,0.72771073
-5.41170585,4.40547320,0.74778165,2.45937988,0.02885387,0.37555633,0.88676927,0.00000000,0.95606082,0.78419869
-5.40570285,4.51758243,0.77391501,2.46099039,0.03017688,0.40593507,0.92492604,0.00000000,1.01130044,0.84381464
-5.39969985,4.63298594,0.79994359,2.46211757,0.03152458,0.43768980,0.96323299,0.00000000,1.06740018,0.90614050
-5.39369685,4.74930177,0.82537724,2.46153295,0.03288524,0.47061146,1.00112769,0.00000000,1.12386296,0.97073441
-5.38769385,4.86423740,0.84977099,2.45806873,0.03424904,0.50448467,1.03808804,0.00000000,1.18023466,1.03714146
-5.38169085,4.97565671,0.87273658,2.45065663,0.03560836,0.53909281,1.07364571,0.00000000,1.23611743,1.10490462
-5.37568784,5.08163961,0.89395170,2.43836254,0.03695800,0.57422297,1.10739745,0.00000000,1.29118027,1.17357516
-5.36968484,5.18053150,0.91316671,2.42041555,0.03829522,0.60967023,1.13901374,0.00000000,1.34516601,1.24272196
-5.36368184,5.27098069,0.93020837,2.39623033,0.03961972,0.64524120,1.16824432,0.00000000,1.39789434,1.31193914
-5.35767884,5.35196202,0.94498046,2.36542245,0.04093341,0.68075644,1.19492035,0.00000000,1.44926042,1.38085154
-5.35167584,5.42278604,0.95746131,2.32781602,0.04224008,0.71605153,1.21895316,0.00000000,1.49922894,1.44911757
-5.34567284,5.48309356,0.96769836,2.28344399,0.04354498,0.75097684,1.24032960,0.00000000,1.54782406,1.51642931
-5.33966983,5.53283644,0.97580014,2.23254129,0.04485423,0.78539581,1.25910446,0.00000000,1.59511536,1.58250978
-5.33366683,5.57224586,0.98192607,2.17553147,0.04617421,0.81918191,1.27539018,0.00000000,1.64120081,1.64710759
-5.32766383,5.60179008,0.98627464,2.11300771,0.04751093,0.85221453,1.28934464,0.00000000,1.68618744,1.70998924
-5.32166083,5.62212426,0.98907064,2.04570921,0.04886928,0.88437395,1.30115761,0.00000000,1.73017102,1.77092975
-5.31565783,5.63403515,0.99055213,1.97449397,0.05025249,0.91553593,1.31103671,0.00000000,1.77321588,1.82970223
-5.30965483,5.63838369,0.99095773,1.90030926,0.05166149,0.94556625,1.31919356,0.00000000,1.81533607,1.88606728
-5.30365183,5.63604866,0.99051502,1.82416081,0.05309443,0.97431574,1.32583091,0.00000000,1.85647930,1.93976309
-5.29764882,5.62787426,0.98943045,1.74708191,0.05454640,1.00161623,1.33113154,0.00000000,1.89651458,1.99049717
-5.29164582,5.61462437,0.98788135,1.67010342,0.05600917,1.02727796,1.33524924,0.00000000,1.93522465,2.03794054
-5.28564282,5.59694560,0.98601025,1.59422556,0.05747120,1.05108867,1.33830261,0.00000000,1.97230373,2.08172513
-5.27963982,5.57534107,0.98392184,1.52039233,0.05891779,1.07281489,1.34037175,0.00000000,2.00736122,2.12144493
-5.27363682,5.55015559,0.98168253,1.44946924,0.06033135,1.09220527,1.34149793,0.00000000,2.03993119,2.15666120
-5.26763382,5.52157313,0.97932254,1.38222468,0.06169195,1.10899630,1.34168637,0.00000000,2.06948745,2.18691184
-5.26163082,5.48962593,0.97684034,1.31931553,0.06297787,1.12292001,1.34091167,0.00000000,2.09546371,2.21172462
-5.25562781,5.45421452,0.97420901,1.26127694,0.06416640,1.13371351,1.33912556,0.00000000,2.11727761,2.23063384
-5.24962481,5.41513710,0.97138426,1.20851663,0.06523465,1.14112984,1.33626659,0.00000000,2.13435778,2.24319968
-5.24362181,5.37212642,0.96831348,1.16131342,0.06616041,1.14494973,1.33227093,0.00000000,2.14617228,2.24902918
-5.23761881,5.32489164,0.96494525,1.11981996,0.06692308,1.14499344,1.32708383,0.00000000,2.15225709,2.24779781
-5.23161581,5.27316277,0.96123897,1.08406921,0.06750449,1.14113220,1.32067090,0.00000000,2.15224302,2.23927040
-5.22561281,5.21673497,0.95717383,1.05398446,0.06788977,1.13329845,1.31302867,0.00000000,2.14587977,2.22332014
-5.21960980,5.15551018,0.95275678,1.02939225,0.06806799,1.12149436,1.30419367,0.00000000,2.13305558,2.19994463
-5.21360680,5.08953370,0.94802904,1.01003765,0.06803279,1.10579797,1.29424961,0.00000000,2.11381166,2.16927784
-5.20760380,5.01902365,0.94307066,0.99560132,0.06778274,1.08636660,1.28333224,0.00000000,2.08835040,2.13159720
-5.20160080,4.94439174,0.93800301,0.98571764,0.06732163,1.06343729,1.27163140,0.00000000,2.05703692,2.08732535
-5.19559780,4.86625415,0.93298896,0.97999316,0.06665853,1.03732403,1.25939036,0.00000000,2.02039397,2.03702620
-5.18959480,4.78543202,0.92823059,0.97802477,0.06580760,1.00841194,1.24690218,0.00000000,1.97909015,1.98139547
-5.18359180,4.70294131,0.92396461,0.97941684,0.06478783,0.97714863,1.23450333,0.00000000,1.93392219,1.92124589
-5.17758879,4.61997276,0.92045548,0.98379664,0.06362250,0.94403302,1.22256475,0.00000000,1.88579195,1.85748790
-5.17158579,4.53786263,0.91798657,0.99082762,0.06233854,0.90960222,1.21148075,0.00000000,1.83567936,1.79110653
-5.16558279,4.45805581,0.91684960,1.00021996,0.06096576,0.87441695,1.20165614,0.00000000,1.78461239,1.72313564
-5.15957979,4.38206280,0.91733287,1.01173807,0.05953594,0.83904634,1.19349220,0.00000000,1.73363538,1.65463058
-5.15357679,4.31141266,0.91970860,1.02520488,0.05808185,0.80405246,1.18737202,0.00000000,1.68377718,1.58664045
-5.14757379,4.24760398,0.92422008,1.04050275,0.05663631,0.76997564,1.18364583,0.00000000,1.63602035,1.52018124
-5.14157079,4.19205589,0.93106907,1.05757127,0.05523117,0.73732070,1.18261702,0.00000000,1.59127263,1.45621080
-5.13556778,4.14606128,0.94040408,1.07640195,0.05389633,0.70654510,1.18452929,0.00000000,1.55034170,1.39560663
-5.12956478,4.11074412,0.95231000,1.09703037,0.05265891,0.67804891,1.18955575,0.00000000,1.51391423,1.33914720
-5.12356178,4.08702254,0.96679975,1.11952625,0.05154241,0.65216730,1.19779012,0.00000000,1.48253969,1.28749733
-5.11755878,4.07557907,0.98380823,1.14398193,0.05056612,0.62916541,1.20924077,0.00000000,1.45661944,1.24119800
-5.11155578,4.07683912,1.00318907,1.17050005,0.04974453,0.60923577,1.22382757,0.00000000,1.43640117,1.20066047
-5.10555278,4.09095825,1.02471430,1.19918096,0.04908706,0.59249814,1.24138203,0.00000000,1.42197869,1.16616471
-5.09954977,4.11781860,1.04807723,1.23011073,0.04859784,0.57900149,1.26165043,0.00000000,1.41329672,1.13786175
-5.09354677,4.15703421,1.07289837,1.26335006,0.04827572,0.56872793,1.28430017,0.00000000,1.41016017,1.11577934
-5.08754377,4.20796481,1.09873434,1.29892495,0.04811443,0.56159821,1.30892883,0.00000000,1.41224737,1.09983052
-5.08154077,4.26973709,1.12508938,1.33681924,0.04810289,0.55747832,1.33507570,0.00000000,1.41912636,1.08982409
-5.07553777,4.34127226,1.15142913,1.37696953,0.04822568,0.55618691,1.36223539,0.00000000,1.43027356,1.08547663
-5.06953477,4.42131861,1.17719600,1.41926240,0.04846363,0.55750303,1.38987276,0.00000000,1.44509375,1.08642512
-5.06353177,4.50848742,1.20182569,1.46353412,0.04879448,0.56117393,1.41743875,0.00000000,1.46294070,1.09223965
-5.05752876,4.60129055,1.22476400,1.50957247,0.04919364,0.56692246,1.44438633,0.00000000,1.48313746,1.10243571
-5.05152576,4.69817833,1.24548329,1.55712063,0.04963498,0.57445407,1.47018604,0.00000000,1.50499576,1.11648569
-5.04552276,4.79757609,1.26349803,1.60588254,0.05009164,0.58346297,1.49434042,0.00000000,1.52783365,1.13382925
-5.03951976,4.89791821,1.27837862,1.65552956,0.05053681,0.59363757,1.51639683,0.00000000,1.55099114,1.15388256
-5.03351676,4.99767853,1.28976312,1.70570777,0.05094451,0.60466505,1.53595831,0.00000000,1.57384333,1.17604641
-5.02751376,5.09539666,1.29736645,1.75604561,0.05129032,0.61623526,1.55269193,0.00000000,1.59581090,1.19971328
-5.02151076,5.18969954,1.30098672,1.80616138,0.05155194,0.62804384,1.56633478,0.00000000,1.61636796,1.22427371
-5.01550775,5.27931843,1.30050862,1.85567045,0.05170983,0.63979490,1.57669718,0.00000000,1.63504731,1.24912213
-5.00950475,5.36310138,1.29590394,1.90419162,0.05174756,0.65120342,1.58366343,0.00000000,1.65144338,1.27366261
-5.00350175,5.44002181,1.28722926,1.95135289,0.05165224,0.66199734,1.58719024,0.00000000,1.66521323,1.29731476
-4.99749875,5.50918371,1.27462117,1.99679620,0.05141470,0.67191983,1.58730305,0.00000000,1.67607589,1.31951996
-4.99149575,5.56982433,1.25828938,2.04018148,0.05102965,0.68073150,1.58409064,0.00000000,1.68381058,1.33974822
-4.98549275,5.62131503,1.23850811,2.08118984,0.05049568,0.68821301,1.57769850,0.00000000,1.68825415,1.35750561
-4.97948974,5.66316100,1.21560628,2.11952622,0.04981525,0.69416776,1.56832126,0.00000000,1.68929822,1.37234222
-4.97348674,5.69500052,1.18995688,2.15492163,0.04899447,0.69842487,1.55619466,0.00000000,1.68688620,1.38386051
-4.96748374,5.71660393,1.16196607,2.18713493,0.04804293,0.70084229,1.54158736,0.00000000,1.68101065,1.39172361
-4.96148074,5.72787262,1.13206233,2.21595461,0.04697336,0.70130988,1.52479303,0.00000000,1.67171080,1.39566337
-4.95547774,5.72883797,1.10068597,2.24120027,0.04580129,0.69975226,1.50612271,0.00000000,1.65907061,1.39548755
-4.94947474,5.71965994,1.06827934,2.26272414,0.04454465,0.69613131,1.48589785,0.00000000,1.64321707,1.39108568
-4.94347174,5.70062484,1.03527783,2.28041241,0.04322328,0.69044802,1.46444395,0.00000000,1.62431873,1.38243323
-4.93746873,5.67214194,1.00210188,2.29418636,0.04185852,0.68274358,1.44208493,0.00000000,1.60258414,1.36959350
-4.93146573,5.63473819,0.96914988,2.30400318,0.04047266,0.67309937,1.41913808,0.00000000,1.57826019,1.35271714
-4.92546273,5.58905065,0.93679216,2.30985637,0.03908848,0.66163597,1.39590963,0.00000000,1.55162981,1.33203886
-4.91945973,5.53581630,0.90536587,2.31177557,0.03772871,0.64851087,1.37269091,0.00000000,1.52300909,1.30787148
-4.91345673,5.47585892,0.87517087,2.30982570,0.03641558,0.63391503,1.34975476,0.00000000,1.49274351,1.28059731
-4.90745373,5.41007325,0.84646637,2.30410543,0.03517033,0.61806833,1.32735254,0.00000000,1.46120321,1.25065724
-4.90145073,5.33940657,0.81946849,2.29474489,0.03401279,0.60121397,1.30571130,0.00000000,1.42877726,1.21853779
-4.89544772,5.26483830,0.79434860,2.28190276,0.03296098,0.58361219,1.28503141,0.00000000,1.39586705,1.18475685
-4.88944472,5.18735838,0.77123244,2.26576280,0.03203075,0.56553332,1.26548452,0.00000000,1.36287887,1.14984858
-4.88344172,5.10794533,0.75020005,2.24653004,0.03123553,0.54725065,1.24721200,0.00000000,1.33021607,1.11434820
-4.87743872,5.02754503,0.73128658,2.22442681,0.03058608,0.52903337,1.23032392,0.00000000,1.29827083,1.07877736
-4.87143572,4.94705129,0.71448393,2.19968883,0.03009035,0.51113980,1.21489861,0.00000000,1.26741609,1.04363068
-4.86543272,4.86728910,0.69974326,2.17256166,0.02975338,0.49381132,1.20098303,0.00000000,1.23799792,1.00936411
-4.85942971,4.78900159,0.68697848,2.14329757,0.02957733,0.47726717,1.18859391,0.00000000,1.21032859,0.97638544
-4.85342671,4.71284112,0.67607049,2.11215314,0.02956150,0.46170035,1.17771968,0.00000000,1.18468078,0.94504746
-4.84742371,4.63936517,0.66687241,2.07938744,0.02970253,0.44727478,1.16832331,0.00000000,1.16128299,0.91564371
-4.84142071,4.56903678,0.65921534,2.04526109,0.02999451,0.43412377,1.16034590,0.00000000,1.14031655,0.88840711
-4.83541771,4.50222956,0.65291489,2.01003584,0.03042932,0.42234981,1.15371100,0.00000000,1.12191421,0.86351112
-4.82941471,4.43923668,0.64777796,1.97397468,0.03099688,0.41202559,1.14832940,0.00000000,1.10616023,0.84107323
-4.82341171,4.38028297,0.64360976,1.93734223,0.03168554,0.40319616,1.14410428,0.00000000,1.09309220,0.82116042
-4.81740870,4.32553926,0.64022076,1.90040517,0.03248238,0.39588200,1.14093650,0.00000000,1.08270407,0.80379610
-4.81140570,4.27513766,0.63743329,1.86343238,0.03337366,0.39008278,1.13872971,0.00000000,1.07495052,0.78896797
-4.80540270,4.22918676,0.63508751,1.82669464,0.03434516,0.38578154,1.13739503,0.00000000,1.06975212,0.77663621
-4.79939970,4.18778544,0.63304655,1.79046356,0.03538256,0.38294897,1.13685516,0.00000000,1.06700119,0.76674158
-4.79339670,4.15103424,0.63120059,1.75500966,0.03647179,0.38154759,1.13704758,0.00000000,1.06656791,0.75921273
-4.78739370,4.11904346,0.62946963,1.72059947,0.03759936,0.38153542,1.13792670,0.00000000,1.06830639,0.75397251
-4.78139070,4.09193722,0.62780490,1.68749162,0.03875261,0.38286910,1.13946493,0.00000000,1.07206045,0.75094266
-4.77538769,4.06985322,0.62618893,1.65593215,0.03991991,0.38550604,1.14165250,0.00000000,1.07766878,0.75004699
-4.76938469,4.05293804,0.62463404,1.62614896,0.04109090,0.38940574,1.14449605,0.00000000,1.08496933,0.75121259
-4.76338169,4.04133825,0.62317964,1.59834604,0.04225655,0.39452991,1.14801615,0.00000000,1.09380267,0.75436936
-4.75737869,4.03518791,0.62188825,1.57269732,0.04340919,0.40084171,1.15224384,0.00000000,1.10401442,0.75944784
-4.75137569,4.03459321,0.62084066,1.54934099,0.04454256,0.40830391,1.15721632,0.00000000,1.11545652,0.76637571
-4.74537269,4.03961532,0.62013021,1.52837428,0.04565174,0.41687637,1.16297215,0.00000000,1.12798755,0.77507313
-4.73936968,4.05025259,0.61985682,1.50984920,0.04673303,0.42651281,1.16954615,0.00000000,1.14147213,0.78544759
-4.73336668,4.06642340,0.62012079,1.49376962,0.04778378,0.43715734,1.17696428,0.00000000,1.15577957,0.79738846
-4.72736368,4.08795092,0.62101687,1.48008978,0.04880230,0.44874088,1.18523888,0.00000000,1.17078209,0.81076197
-4.72136068,4.11455094,0.62262873,1.46871462,0.04978758,0.46117790,1.19436445,0.00000000,1.18635265,0.82540691
-4.71535768,4.14582395,0.62502430,1.45950177,0.05073914,0.47436363,1.20431424,0.00000000,1.20236288,0.84113161
-4.70935468,4.18125217,0.62825193,1.45226548,0.05165684,0.48817221,1.21503797,0.00000000,1.21868117,0.85771244
-4.70335168,4.22020222,0.63233783,1.44678214,0.05254064,0.50245588,1.22646070,0.00000000,1.23517133,0.87489426
-4.69734867,4.26193374,0.63728463,1.44279733,0.05339051,0.51704533,1.23848297,0.00000000,1.25169183,0.89239280
-4.69134567,4.30561376,0.64307116,1.44003416,0.05420626,0.53175155,1.25098233,0.00000000,1.26809602,0.90989913
-4.68534267,4.35033664,0.64965351,1.43820244,0.05498749,0.54636894,1.26381613,0.00000000,1.28423322,0.92708617
-4.67933967,4.39514869,0.65696711,1.43700836,0.05573353,0.56067976,1.27682546,0.00000000,1.29995077,0.94361686
-4.67333667,4.43907648,0.66492975,1.43616423,0.05644349,0.57445970,1.28984014,0.00000000,1.31509705,0.95915381
-4.66733367,4.48115764,0.67344529,1.43539789,0.05711632,0.58748445,1.30268430,0.00000000,1.32952529,0.97336995
-4.66133067,4.52047255,0.68240778,1.43446121,0.05775093,0.59953680,1.31518258,0.00000000,1.34309800,0.98595969
-4.65532766,4.55617539,0.69170579,1.43313746,0.05834636,0.61041407,1.32716624,0.00000000,1.35569171,0.99664999
-4.64932466,4.58752296,0.70122662,1.43124703,0.05890200,0.61993546,1.33847914,0.00000000,1.36720177,1.00521091
-4.64332166,4.61389956,0.71086010,1.42865132,0.05941777,0.62794887,1.34898304,0.00000000,1.37754691,1.01146487
