energy_ev,total_up,total_down,Fe_p_up,Fe_p_down,Fe_d_up,Fe_d_down,N_s_up,N_s_down,N_p_up,N_p_down,Na_s_up,Na_s_down,Te_p_up,Te_p_down,Te_d_up,Te_d_down
-5.75387694,1.77453089,-1.84127378,0.45691165,-0.45331422,0.59396607,-0.62441818,0.00110278,-0.00101778,0.20635143,-0.22041554,0.24759610,-0.27743790,0.88215264,-0.90788179,0.00000000,-0.00000000
-5.74787394,1.78336478,-1.85311273,0.47133572,-0.46789423,0.59190411,-0.62377495,0.00122418,-0.00109996,0.20528567,-0.21934562,0.24156691,-0.27198380,0.89259542,-0.91953254,0.00000000,-0.00000000
-5.74187094,1.79288065,-1.86334917,0.48568358,-0.48218212,0.58985279,-0.62233622,0.00137672,-0.00120613,0.20450277,-0.21821432,0.23552084,-0.26604018,0.90340539,-0.93051643,0.00000000,-0.00000000
-5.73586793,1.80357839,-1.87260737,0.49991583,-0.49615027,0.58798246,-0.62032626,0.00156446,-0.00134035,0.20407770,-0.21712542,0.22952411,-0.25971976,0.91480661,-0.94110597,0.00000000,-0.00000000
-5.72986493,1.81591550,-1.88151919,0.51400521,-0.50978640,0.58643983,-0.61796433,0.00179141,-0.00150680,0.20407383,-0.21617951,0.22363045,-0.25312889,0.92701207,-0.95158371,0.00000000,-0.00000000
-5.72386193,1.83029629,-1.89070736,0.52793873,-0.52309506,0.58534365,-0.61545767,0.00206140,-0.00170968,0.20454090,-0.21547069,0.21788210,-0.24636607,0.94021943,-0.96223602,0.00000000,-0.00000000
-5.71785893,1.84706131,-1.90076861,0.54171881,-0.53609854,0.58478133,-0.61299498,0.00237800,-0.00195312,0.20551328,-0.21508333,0.21231113,-0.23952109,0.95460624,-0.97334623,0.00000000,-0.00000000
-5.71185593,1.86647704,-1.91225667,0.55536322,-0.54883678,0.58480616,-0.61074043,0.00274437,-0.00224103,0.20700868,-0.21508922,0.20694104,-0.23267446,0.97032447,-0.98518713,0.00000000,-0.00000000
-5.70585293,1.88872589,-1.92566530,0.56890383,-0.56136620,0.58543560,-0.60882853,0.00316306,-0.00257701,0.20902722,-0.21554504,0.20178833,-0.22589737,0.98749461,-0.99801279,0.00000000,-0.00000000
-5.69984992,1.91389664,-1.94141165,0.58238383,-0.57375716,0.58665035,-0.60735974,0.00363593,-0.00296414,0.21155086,-0.21649023,0.19686411,-0.21925182,1.00619912,-1.01204974,0.00000000,-0.00000000
-5.69384692,1.94197577,-1.95982023,0.59585361,-0.58609015,0.58839453,-0.60639721,0.00416392,-0.00340485,0.21454332,-0.21794526,0.19217539,-0.21279097,1.02647574,-1.02748778,0.00000000,-0.00000000
-5.68784392,1.97284007,-1.98110795,0.60936551,-0.59845066,0.59057689,-0.60596455,0.00474690,-0.00390076,0.21795041,-0.21991047,0.18772621,-0.20655951,1.04831082,-1.04447055,0.00000000,-0.00000000
-5.68184092,2.00625100,-2.00537073,0.62296751,-0.61092297,0.59307310,-0.60604488,0.00538355,-0.00445249,0.22170081,-0.22236532,0.18351831,-0.20059412,1.07163308,-1.06308624,0.00000000,-0.00000000
-5.67583792,2.04185161,-2.03257245,0.63669639,-0.62358306,0.59572917,-0.60658111,0.00607119,-0.00505949,0.22570736,-0.22526836,0.17955164,-0.19492380,1.09630836,-1.08335898,0.00000000,-0.00000000
-5.66983492,2.07916637,-2.06253676,0.65057069,-0.63649108,0.59836590,-0.60747761,0.00680571,-0.00571992,0.22986879,-0.22855767,0.17582442,-0.18957014,1.12213572,-1.10524118,0.00000000,-0.00000000
-5.66383192,2.11760460,-2.09494261,0.66458401,-0.64968373,0.60078433,-0.60860322,0.00758148,-0.00643053,0.23407195,-0.23215199,0.17233299,-0.18454748,1.14884542,-1.12860764,0.00000000,-0.00000000
-5.65782891,2.15646797,-2.12932402,0.67869901,-0.66316714,0.60277210,-0.60979553,0.00839135,-0.00718653,0.23819441,-0.23595248,0.16907148,-0.17986306,1.17609930,-1.15325167,0.00000000,-0.00000000
-5.65182591,2.19496210,-2.16507475,0.69284273,-0.67691071,0.60411046,-0.61086651,0.00922667,-0.00798160,0.24210751,-0.23984505,0.16603132,-0.17551701,1.20349366,-1.17888392,0.00000000,-0.00000000
-5.64582291,2.23221266,-2.20145813,0.70690355,-0.69084231,0.60458170,-0.61160909,0.01007740,-0.00880784,0.24567968,-0.24370329,0.16320083,-0.17150252,1.23056522,-1.20513423,0.00000000,-0.00000000
-5.63981991,2.26728547,-2.23762220,0.72073011,-0.70484541,0.60397689,-0.61180470,0.01093225,-0.00965589,0.24877998,-0.24739189,0.16056475,-0.16780589,1.25679981,-1.23155679,0.00000000,-0.00000000
-5.63381691,2.29921026,-2.27262023,0.73413244,-0.71875833,0.60210340,-0.61123144,0.01177886,-0.01051498,0.25128181,-0.25077049,0.15810397,-0.16440685,1.28164403,-1.25763863,0.00000000,-0.00000000
-5.62781391,2.32700755,-2.30543586,0.74688531,-0.73237594,0.59879205,-0.60967250,0.01260414,-0.01137319,0.25306648,-0.25369783,0.15579546,-0.16127893,1.30451939,-1.28281163,0.00000000,-0.00000000
-5.62181091,2.34971743,-2.33501251,0.75873388,-0.74545373,0.59390355,-0.60692469,0.01339449,-0.01221761,0.25402680,-0.25603604,0.15361240,-0.15839010,1.32483857,-1.30646742,0.00000000,-0.00000000
-5.61580790,2.36642943,-2.36028587,0.76940126,-0.75771431,0.58733385,-0.60280646,0.01413626,-0.01303471,0.25407032,-0.25765496,0.15152455,-0.15570357,1.34202320,-1.32797508,0.00000000,-0.00000000
-5.60980490,2.37631214,-2.38021829,0.77859786,-0.76885608,0.57901832,-0.59716528,0.01481603,-0.01381062,0.25312212,-0.25843633,0.14949886,-0.15317877,1.35552237,-1.34670070,0.00000000,-0.00000000
-5.60380190,2.37864125,-2.39383374,0.78603194,-0.77856365,0.56893440,-0.58988394,0.01542109,-0.01453154,0.25112725,-0.25827764,0.14750029,-0.15077257,1.36483119,-1.36202821,0.00000000,-0.00000000
-5.59779890,2.37282491,-2.40025182,0.79142094,-0.78651956,0.55710265,-0.58088549,0.01593977,-0.01518414,0.24805235,-0.25709552,0.14549275,-0.14844053,1.36950846,-1.37338057,0.00000000,-0.00000000
-5.59179590,2.35842517,-2.39871931,0.79450298,-0.79241671,0.54358628,-0.57013664,0.01636185,-0.01575594,0.24388682,-0.25482849,0.14344022,-0.14613830,1.36919266,-1.38024027,0.00000000,-0.00000000
-5.58579290,2.33517448,-2.38863780,0.79504796,-0.79597094,0.52848896,-0.55764934,0.01667889,-0.01623572,0.23864306,-0.25143908,0.14130784,-0.14382298,1.36361563,-1.38216826,0.00000000,-0.00000000
-5.57978989,2.30298664,-2.36958618,0.79286771,-0.79693303,0.51195129,-0.54348074,0.01688448,-0.01661388,0.23235614,-0.24691505,0.13906303,-0.14145442,1.35261305,-1.37882053,0.00000000,-0.00000000
-5.57378689,2.26196151,-2.34133690,0.78782461,-0.79509952,0.49414594,-0.52773118,0.01697451,-0.01688276,0.22508267,-0.24126975,0.13667655,-0.13899638,1.33613151,-1.36996126,0.00000000,-0.00000000
-5.56778389,2.21238344,-2.30386537,0.77983841,-0.79032191,0.47527174,-0.51054072,0.01694726,-0.01703686,0.21689903,-0.23454170,0.13412339,-0.13641754,1.31423160,-1.35547233,0.00000000,-0.00000000
-5.56178089,2.15471349,-2.25735193,0.76889071,-0.78251355,0.45554716,-0.49208409,0.01680349,-0.01707310,0.20789903,-0.22679321,0.13138356,-0.13369226,1.28708704,-1.33535832,0.00000000,-0.00000000
-5.55577789,2.08957574,-2.20217650,0.75502711,-0.77165422,0.43520324,-0.47256455,0.01654641,-0.01699085,0.19819109,-0.21810836,0.12844267,-0.13080101,1.25497991,-1.30974720,0.00000000,-0.00000000
-5.54977489,2.01773853,-2.13890624,0.73835681,-0.75779187,0.41447659,-0.45220684,0.01618157,-0.01679197,0.18789506,-0.20859013,0.12529241,-0.12773067,1.21829214,-1.27888637,0.00000000,-0.00000000
-5.54377189,1.94009134,-2.06827679,0.71904980,-0.74104173,0.39360246,-0.43124969,0.01571670,-0.01648076,0.17713881,-0.19835718,0.12193072,-0.12447444,1.17749375,-1.24313456,0.00000000,-0.00000000
-5.53776888,1.85761846,-1.99116815,0.69733180,-0.72158276,0.37280842,-0.40993810,0.01516139,-0.01606380,0.16605470,-0.18754008,0.11836193,-0.12103155,1.13312847,-1.20294994,0.00000000,-0.00000000
-5.53176588,1.77137058,-1.90857632,0.67347726,-0.69965174,0.35230874,-0.38851591,0.01452688,-0.01554969,0.15477620,-0.17627733,0.11459673,-0.11740682,1.08579719,-1.15887489,0.00000000,-0.00000000
-5.52576288,1.68243543,-1.82158200,0.64780071,-0.67553529,0.33229958,-0.36721882,0.01382563,-0.01494878,0.14343453,-0.16471138,0.11065202,-0.11360994,1.03614025,-1.11151858,0.00000000,-0.00000000
-5.51975988,1.59190870,-1.73131794,0.62064701,-0.64956031,0.31295533,-0.34626826,0.01307102,-0.01427285,0.13215570,-0.15298467,0.10655075,-0.10965481,0.98481908,-1.06153766,0.00000000,-0.00000000
-5.51375688,1.50086629,-1.63893600,0.59238089,-0.62208334,0.29442581,-0.32586615,0.01227691,-0.01353466,0.12105787,-0.14123585,0.10232173,-0.10555870,0.93249809,-1.00961645,0.00000000,-0.00000000
-5.50775388,1.41033884,-1.54557558,0.56337623,-0.59347925,0.27683470,-0.30619085,0.01145735,-0.01274764,0.11024918,-0.12959649,0.09799946,-0.10134147,0.87982741,-0.95644705,0.00000000,-0.00000000
-5.50175088,1.32128930,-1.45233428,0.53400560,-0.56412995,0.26027879,-0.28739426,0.01062618,-0.01192543,0.09982602,-0.11818815,0.09362395,-0.09702485,0.82742705,-0.90271039,0.00000000,-0.00000000
-5.49574787,1.23459422,-1.36024202,0.50463044,-0.53441337,0.24482819,-0.26960004,0.00979678,-0.01108152,0.08987193,-0.10712001,0.08924075,-0.09263184,0.77587311,-0.84905886,0.00000000,-0.00000000
-5.48974487,1.15102905,-1.27023907,0.47559216,-0.50469337,0.23052730,-0.25290301,0.00898180,-0.01022892,0.08045691,-0.09648709,0.08490087,-0.08818612,0.72568623,-0.79610099,0.00000000,-0.00000000
-5.48374187,1.07125771,-1.18315866,0.44720463,-0.47531075,0.21739631,-0.23736945,0.00819297,-0.00937983,0.07163724,-0.08636912,0.08066092,-0.08371177,0.67732270,-0.74438874,0.00000000,-0.00000000
-5.47773887,0.99582642,-1.09971437,0.41974800,-0.44657563,0.20543330,-0.22303828,0.00744097,-0.00854539,0.06345586,-0.07682988,0.07658324,-0.07923297,0.63116815,-0.69440746,0.00000000,-0.00000000
-5.47173587,0.92516166,-1.02049228,0.39346420,-0.41876150,0.19461652,-0.20992292,0.00673538,-0.00773552,0.05594303,-0.06791726,0.07273612,-0.07477399,0.58753404,-0.64656887,0.00000000,-0.00000000
-5.46573287,0.85957193,-0.94594758,0.36855410,-0.39210087,0.18490701,-0.19801354,0.00608465,-0.00695875,0.04911738,-0.05966369,0.06919396,-0.07035918,0.54665668,-0.60120684,0.00000000,-0.00000000
-5.45972986,0.79925288,-0.87640556,0.34517618,-0.36678264,0.17625124,-0.18727977,0.00549610,-0.00622220,0.04298721,-0.05208712,0.06603742,-0.06601317,0.50869861,-0.55857593,0.00000000,-0.00000000
-5.45372686,0.74429529,-0.81206620,0.32344684,-0.34295101,0.16858381,-0.17767346,0.00497610,-0.00553155,0.03755197,-0.04519227,0.06335353,-0.06176116,0.47375217,-0.51885240,0.00000000,-0.00000000
-5.44772386,0.69469546,-0.75301201,0.30344194,-0.32070593,0.16183008,-0.16913155,0.00453004,-0.00489108,0.03280381,-0.03897219,0.06123552,-0.05762925,0.44184483,-0.48213751,0.00000000,-0.00000000
-5.44172086,0.65036721,-0.69921838,0.28519966,-0.30010487,0.15590874,-0.16157888,0.00416259,-0.00430382,0.02872916,-0.03341006,0.05978258,-0.05364489,0.41294590,-0.44846257,0.00000000,-0.00000000
-5.43571786,0.61115509,-0.65056598,0.26872416,-0.28116572,0.15073423,-0.15493088,0.00387772,-0.00377164,0.02531026,-0.02848099,0.05909916,-0.04983730,0.38697444,-0.41779561,0.00000000,-0.00000000
-5.42971486,0.57684799,-0.60685457,0.25399005,-0.26387064,0.14621904,-0.14909614,0.00367891,-0.00329545,0.02252649,-0.02415397,0.05929405,-0.04623806,0.36380771,-0.39004908,0.00000000,-0.00000000
-5.42371186,0.54719285,-0.56781763,0.24094723,-0.24817061,0.14227585,-0.14397877,0.00356920,-0.00287541,0.02035564,-0.02039365,0.06047898,-0.04288154,0.34329009,-0.36508845,0.00000000,-0.00000000
-5.41770885,0.52190766,-0.53313747,0.22952596,-0.23399056,0.13881949,-0.13948065,0.00355129,-0.00251109,0.01877478,-0.01716218,0.06276670,-0.03980557,0.32524178,-0.34274121,0.00000000,-0.00000000
-5.41170585,0.50069357,-0.50246025,0.21964184,-0.22123481,0.13576870,-0.13550358,0.00362758,-0.00220172,0.01776106,-0.01442076,0.06626866,-0.03705188,0.30946739,-0.32280609,0.00000000,-0.00000000
-5.40570285,0.48324542,-0.47541070,0.21120058,-0.20979269,0.13304764,-0.13195119,0.00380017,-0.00194640,0.01729206,-0.01213112,0.07109202,-0.03466672,0.29576365,-0.30506224,0.00000000,-0.00000000
-5.39969985,0.46926071,-0.45160602,0.20410218,-0.19954409,0.13058726,-0.12873089,0.00407079,-0.00174427,0.01734597,-0.01025675,0.07733628,-0.03270137,0.28392650,-0.28927801,0.00000000,-0.00000000
-5.39369685,0.45844641,-0.43066896,0.19824461,-0.19036492,0.12832623,-0.12575558,0.00444074,-0.00159469,0.01790142,-0.00876393,0.08508936,-0.03121256,0.27375694,-0.27521937,0.00000000,-0.00000000
-5.38769385,0.45052387,-0.41223954,0.19352669,-0.18213218,0.12621168,-0.12294540,0.00491074,-0.00149743,0.01893716,-0.00762255,0.09442328,-0.03026286,0.26506581,-0.26265755,0.00000000,-0.00000000
-5.38169085,0.44523141,-0.39598541,0.18985013,-0.17472864,0.12419958,-0.12022917,0.00548075,-0.00145276,0.02043142,-0.00680666,0.10538961,-0.02992091,0.25767728,-0.25137594,0.00000000,-0.00000000
-5.37568784,0.44232501,-0.38161055,0.18712077,-0.16804691,0.12225474,-0.11754581,0.00614980,-0.00146154,0.02236117,-0.00629488,0.11801477,-0.03026143,0.25143108,-0.24117597,0.00000000,-0.00000000
-5.36968484,0.44157703,-0.36886220,0.18524904,-0.16199284,0.12035048,-0.11484545,0.00691576,-0.00152532,0.02470128,-0.00607052,0.13229542,-0.03136500,0.24618350,-0.23188200,0.00000000,-0.00000000
-5.36368184,0.44277336,-0.35753574,0.18414963,-0.15648818,0.11846800,-0.11209029,0.00777514,-0.00164632,0.02742359,-0.00612154,0.14819412,-0.03331749,0.24180725,-0.22334504,0.00000000,-0.00000000
-5.35767884,0.44570933,-0.34747766,0.18374059,-0.15147236,0.11659535,-0.10925517,0.00872290,-0.00182742,0.03049605,-0.00644033,0.16563563,-0.03620914,0.23819041,-0.21544522,0.00000000,-0.00000000
-5.35167584,0.45018473,-0.33858627,0.18394194,-0.14690342,0.11472624,-0.10632771,0.00975231,-0.00207213,0.03388193,-0.00702324,0.18450388,-0.04013307,0.23523448,-0.20809307,0.00000000,-0.00000000
-5.34567284,0.45599863,-0.33081032,0.18467404,-0.14275799,0.11285864,-0.10330805,0.01085481,-0.00238444,0.03753921,-0.00787004,0.20464010,-0.04518340,0.23285199,-0.20122953,0.00000000,-0.00000000
-5.33966983,0.46294416,-0.32414549,0.18585583,-0.13903041,0.11099323,-0.10020821,0.01201996,-0.00276874,0.04142015,-0.00898319,0.22584228,-0.05145277,0.23096366,-0.19482470,0.00000000,-0.00000000
-5.33366683,0.47080408,-0.31862888,0.18740319,-0.13573094,0.10913190,-0.09705096,0.01323552,-0.00322958,0.04547119,-0.01036691,0.24786598,-0.05902926,0.22949566,-0.18887552,0.00000000,-0.00000000
-5.32766383,0.47934733,-0.31433169,0.18922761,-0.13288324,0.10727629,-0.09386831,0.01448749,-0.00377150,0.04963311,-0.01202628,0.27042698,-0.06799286,0.22837686,-0.18340232,0.00000000,-0.00000000
-5.32166083,0.48832704,-0.31135038,0.19123531,-0.13052109,0.10542649,-0.09069961,0.01576037,-0.00439876,0.05384154,-0.01396609,0.29320552,-0.07841139,0.22753660,-0.17844454,0.00000000,-0.00000000
-5.31565783,0.49748029,-0.30979656,0.19332693,-0.12868464,0.10358003,-0.08758940,0.01703741,-0.00511506,0.05802785,-0.01618981,0.31585228,-0.09033606,0.22690295,-0.17405572,0.00000000,-0.00000000
-5.30965483,0.50652974,-0.30978609,0.19539794,-0.12741625,0.10173112,-0.08458501,0.01830097,-0.00592332,0.06212030,-0.01869834,0.33799602,-0.10379687,0.22640167,-0.17029800,0.00000000,-0.00000000
-5.30365183,0.51518711,-0.31142783,0.19733972,-0.12675613,0.09987030,-0.08173404,0.01953296,-0.00682529,0.06604551,-0.02148897,0.35925263,-0.11879782,0.22595596,-0.16723634,0.00000000,-0.00000000
-5.29764882,0.52315853,-0.31481247,0.19904130,-0.12673803,0.09798445,-0.07908187,0.02071536,-0.00782137,0.06973022,-0.02455425,0.37923531,-0.13531246,0.22548691,-0.16493278,0.00000000,-0.00000000
-5.29164582,0.53015135,-0.32000199,0.20039181,-0.12738509,0.09605709,-0.07666923,0.02183069,-0.00891026,0.07310313,-0.02788108,0.39756552,-0.15327973,0.22491475,-0.16344088,0.00000000,-0.00000000
-5.28564282,0.53588220,-0.32702022,0.20128332,-0.12870617,0.09406914,-0.07453009,0.02286255,-0.01008877,0.07609689,-0.03144987,0.41388435,-0.17260050,0.22416066,-0.16280069,0.00000000,-0.00000000
-5.27963982,0.54008573,-0.33584496,0.20161408,-0.13069277,0.09199984,-0.07268973,0.02379615,-0.01135166,0.07865014,-0.03523396,0.42786366,-0.19313518,0.22314901,-0.16303439,0.00000000,-0.00000000
-5.27363682,0.54252353,-0.34640206,0.20129190,-0.13331669,0.08982795,-0.07116330,0.02461878,-0.01269144,0.08070933,-0.03919928,0.43921670,-0.21470234,0.22180993,-0.16414284,0.00000000,-0.00000000
-5.26763382,0.54299272,-0.35856178,0.20023745,-0.13652866,0.08753301,-0.06995487,0.02532014,-0.01409838,0.08223049,-0.04330431,0.44770754,-0.23707895,0.22008188,-0.16610315,0.00000000,-0.00000000
-5.26163082,0.54133360,-0.37213765,0.19838731,-0.14025788,0.08509672,-0.06905692,0.02589275,-0.01556049,0.08318063,-0.04750031,0.45315896,-0.26000204,0.21791410,-0.16886737,0.00000000,-0.00000000
