energy_ev,total_up,Ag_p_up,Ag_d_up,Bi_p_up,Bi_d_up,Te_p_up,Te_d_up
-6.00000000,4.40101292,1.84078464,2.72749348,0.20334272,0.00937542,1.15089068,0.00000000
-5.99399700,4.45994987,1.87650094,2.78192285,0.20673277,0.00924838,1.14432479,0.00000000
-5.98799400,4.52354635,1.91283045,2.84059851,0.21061532,0.00910832,1.13746889,0.00000000
-5.98199100,4.59059443,1.94868308,2.90271890,0.21482846,0.00895575,1.13018216,0.00000000
-5.97598799,4.65969157,1.98293916,2.96730676,0.21919876,0.00879100,1.12233229,0.00000000
-5.96998499,4.72926254,2.01448100,3.03322396,0.22354731,0.00861425,1.11379427,0.00000000
-5.96398199,4.79758908,2.04222545,3.09919294,0.22769587,0.00842557,1.10444902,0.00000000
-5.95797899,4.86284640,2.06515628,3.16382431,0.23147319,0.00822503,1.09418251,0.00000000
-5.95197599,4.92314572,2.08235543,3.22564963,0.23472099,0.00801272,1.08288525,0.00000000
-5.94597299,4.97658172,2.09303198,3.28315854,0.23729959,0.00778881,1.07045267,0.00000000
-5.93996998,5.02128349,2.09654784,3.33483880,0.23909294,0.00755367,1.05678624,0.00000000
-5.93396698,5.05546754,2.09243933,3.37921834,0.24001282,0.00730785,1.04179565,0.00000000
-5.92796398,5.07749130,2.08043390,3.41490779,0.24000212,0.00705217,1.02540176,0.00000000
-5.92196098,5.08590534,2.06046131,3.44064226,0.23903716,0.00678777,1.00754038,0.00000000
-5.91595798,5.07950265,2.03265914,3.45532104,0.23712888,0.00651607,0.98816671,0.00000000
-5.90995498,5.05736322,1.99737217,3.45804386,0.23432296,0.00623880,0.96725998,0.00000000
-5.90395198,5.01889219,1.95514590,3.44814249,0.23069887,0.00595803,0.94482828,0.00000000
-5.89794897,4.96385003,1.90671431,3.42520649,0.22636785,0.00567606,0.92091291,0.00000000
-5.89194597,4.89237318,1.85298223,3.38910199,0.22146998,0.00539545,0.89559225,0.00000000
-5.88594297,4.80498410,1.79500289,3.33998270,0.21617038,0.00511897,0.86898443,0.00000000
-5.87993997,4.70258949,1.73395130,3.27829240,0.21065470,0.00484948,0.84124879,0.00000000
-5.87393697,4.58646629,1.67109406,3.20475843,0.20512390,0.00458993,0.81258569,0.00000000
-5.86793397,4.45823521,1.60775655,3.12037606,0.19978865,0.00434327,0.78323451,0.00000000
-5.86193097,4.31982189,1.54528813,3.02638401,0.19486331,0.00411237,0.75346980,0.00000000
-5.85592796,4.17340664,1.48502636,2.92423140,0.19055973,0.00389993,0.72359549,0.00000000
-5.84992496,4.02136389,1.42826091,2.81553733,0.18708093,0.00370844,0.69393730,0.00000000
-5.84392196,3.86619312,1.37619825,2.70204403,0.18461488,0.00354010,0.66483361,0.00000000
-5.83791896,3.71044349,1.32992764,2.58556527,0.18332845,0.00339674,0.63662497,0.00000000
-5.83191596,3.55663483,1.29038971,2.46793189,0.18336168,0.00327976,0.60964281,0.00000000
-5.82591296,3.40717775,1.25834797,2.35093625,0.18482262,0.00319008,0.58419771,0.00000000
-5.81990995,3.26429610,1.23436458,2.23627797,0.18778270,0.00312811,0.56056777,0.00000000
-5.81390695,3.12995476,1.21878078,2.12551289,0.19227303,0.00309367,0.53898768,0.00000000
-5.80790395,3.00579587,1.21170296,2.02000735,0.19828156,0.00308604,0.51963893,0.00000000
-5.80190095,2.89308616,1.21299488,1.92089967,0.20575137,0.00310389,0.50264172,0.00000000
-5.79589795,2.79267775,1.22227675,1.82907035,0.21458019,0.00314532,0.48804903,0.00000000
-5.78989495,2.70498424,1.23893126,1.74512214,0.22462127,0.00320785,0.47584313,0.00000000
-5.78389195,2.62997319,1.26211710,1.66937081,0.23568563,0.00328852,0.46593481,0.00000000
-5.77788894,2.56717553,1.29078955,1.60184684,0.24754572,0.00338391,0.45816541,0.00000000
-5.77188594,2.51571147,1.32372807,1.54230777,0.25994057,0.00349020,0.45231168,0.00000000
-5.76588294,2.47433193,1.35957011,1.49026059,0.27258213,0.00360329,0.44809324,0.00000000
-5.75987994,2.44147373,1.39685030,1.44499305,0.28516283,0.00371891,0.44518238,0.00000000
-5.75387694,2.41532604,1.43404383,1.40561216,0.29736415,0.00383270,0.44321586,0.00000000
-5.74787394,2.39390527,1.46961251,1.37108827,0.30886574,0.00394034,0.44180799,0.00000000
-5.74187094,2.37513504,1.50205197,1.34030263,0.31935499,0.00403769,0.44056472,0.00000000
-5.73586793,2.35692779,1.52993825,1.31209614,0.32853658,0.00412088,0.43909783,0.00000000
-5.72986493,2.33726444,1.55197183,1.28531737,0.33614164,0.00418644,0.43703881,0.00000000
-5.72386193,2.31426884,1.56701752,1.25886761,0.34193613,0.00423141,0.43405166,0.00000000
-5.71785893,2.28627378,1.57413859,1.23174135,0.34572821,0.00425338,0.42984418,0.00000000
-5.71185593,2.25187620,1.57262357,1.20306046,0.34737408,0.00425059,0.42417724,0.00000000
-5.70585293,2.20997943,1.56200494,1.17210107,0.34678222,0.00422197,0.41687168,0.00000000
-5.69984992,2.15982123,1.54206875,1.13831233,0.34391575,0.00416714,0.40781262,0.00000000
-5.69384692,2.10098701,1.51285512,1.10132671,0.33879283,0.00408642,0.39695104,0.00000000
-5.68784392,2.03340848,1.47464953,1.06096199,0.33148514,0.00398078,0.38430273,0.00000000
-5.68184092,1.95734837,1.42796578,1.01721535,0.32211447,0.00385183,0.36994473,0.00000000
-5.67583792,1.87337288,1.37352128,0.97025043,0.31084770,0.00370168,0.35400958,0.00000000
-5.66983492,1.78231372,1.31220616,0.92037848,0.29789027,0.00353290,0.33667771,0.00000000
-5.66383192,1.68522214,1.24504774,0.86803492,0.28347863,0.00334843,0.31816842,0.00000000
-5.65782891,1.58331750,1.17317189,0.81375268,0.26787189,0.00315142,0.29872998,0.00000000
-5.65182591,1.47793311,1.09776332,0.75813387,0.25134314,0.00294517,0.27862933,0.00000000
-5.64582291,1.37046191,1.02002627,0.70182122,0.23417078,0.00273302,0.25814179,0.00000000
-5.63981991,1.26230444,0.94114738,0.64547053,0.21663022,0.00251820,0.23754133,0.00000000
-5.63381691,1.15482116,0.86226204,0.58972536,0.19898629,0.00230381,0.21709176,0.00000000
-5.62781391,1.04929086,0.78442548,0.53519482,0.18148659,0.00209270,0.19703912,0.00000000
-5.62181091,0.94687646,0.70858919,0.48243524,0.16435601,0.00188742,0.17760546,0.00000000
