energy_ev,total_up,C_s_up,C_p_up,Hf_p_up,Hf_d_up,S_s_up,S_p_up,Zn_p_up,Zn_d_up
-5.89194597,5.07385026,0.06694021,0.57790516,1.32362972,0.72189285,0.14963774,2.20416325,1.02868078,0.13420923
-5.88594297,5.22747784,0.06827789,0.58380394,1.35606846,0.73466593,0.15308712,2.29361897,1.07405623,0.14033757
-5.87993997,5.39009305,0.06960325,0.58873097,1.39058344,0.74851379,0.15632767,2.39121072,1.12423627,0.14673937
-5.87393697,5.56242508,0.07093209,0.59282108,1.42758212,0.76362315,0.15934408,2.49718065,1.17933350,0.15341139
-5.86793397,5.74527156,0.07228171,0.59622881,1.46748675,0.78018651,0.16213029,2.61177826,1.23945845,0.16035120
-5.86193097,5.93939640,0.07366961,0.59911918,1.51070263,0.79838634,0.16468815,2.73521011,1.30469400,0.16755495
-5.85592796,6.14541776,0.07511211,0.60165807,1.55758423,0.81837839,0.16702588,2.86758374,1.37506681,0.17501491
-5.84992496,6.36369239,0.07662290,0.60400249,1.60840099,0.84027518,0.16915610,3.00884890,1.45051739,0.18271696
-5.84392196,6.59420299,0.07821165,0.60629154,1.66330468,0.86413042,0.17109375,3.15873941,1.53087056,0.19063805
-5.83791896,6.83645568,0.07988283,0.60863832,1.72230017,0.88992544,0.17285397,3.31671953,1.61580810,0.19874395
-5.83191596,7.08939407,0.08163468,0.61112328,1.78522131,0.91755828,0.17445006,3.48193856,1.70484574,0.20698738
-5.82591296,7.35133626,0.08345851,0.61378938,1.85171362,0.94683636,0.17589164,3.65319702,1.79731596,0.21530666
-5.81990995,7.61993982,0.08533833,0.61663925,1.92122490,0.97747306,0.17718318,3.82892762,1.89235846,0.22362505
-5.81390695,7.89219852,0.08725084,0.61963439,1.99300483,1.00908870,0.17832294,4.00719332,1.98891948,0.23185092
-5.80790395,8.16447323,0.08916591,0.62269665,2.06611403,1.04121609,0.17930241,4.18570418,2.08576076,0.23987865
-5.80190095,8.43255724,0.09104733,0.62571159,2.13944244,1.07331040,0.18010621,4.36185345,2.18147852,0.24759051
-5.79589795,8.69177464,0.09285395,0.62853373,2.21173673,1.10476323,0.18071260,4.53277247,2.27453223,0.25485923
-5.78989495,8.93710850,0.09454123,0.63099333,2.28163564,1.13492018,0.18109441,4.69540289,2.36328246,0.26155140
-5.78389195,9.16335354,0.09606287,0.63290429,2.34771192,1.16310134,0.18122041,4.84658347,2.44603628,0.26753141
-5.77788894,9.36528693,0.09737271,0.63407281,2.40851894,1.18862369,0.18105705,4.98314789,2.52109865,0.27266587
-5.77188594,9.53784918,0.09842663,0.63430628,2.46264006,1.21082441,0.18057035,5.10202934,2.58682732,0.27682823
-5.76588294,9.67632670,0.09918443,0.63342209,2.50873831,1.22908418,0.17972793,5.20036686,2.64168879,0.27990340
-5.75987994,9.77652716,0.09961154,0.63125577,2.54560415,1.24284916,0.17850104,5.27560847,2.68431276,0.28179218
-5.75387694,9.83493889,0.09968055,0.62766821,2.57219901,1.25165085,0.17686639,5.32560583,2.71354221,0.28241524
-5.74787394,9.84886663,0.09937235,0.62255149,2.58769248,1.25512271,0.17480769,5.34869583,2.72847675,0.28171643
-5.74187094,9.81653683,0.09867697,0.61583330,2.59149163,1.25301302,0.17231692,5.34376494,2.72850709,0.27966530
-5.73586793,9.73716745,0.09759396,0.60747949,2.58326081,1.24519311,0.16939507,5.31029313,2.71333875,0.27625866
-5.72986493,9.61099907,0.09613237,0.59749502,2.56293144,1.23166098,0.16605246,5.24837521,2.68300399,0.27152109
-5.72386193,9.43928622,0.09431028,0.58592311,2.53070137,1.21253994,0.16230856,5.15871866,2.63786140,0.26550448
-5.71785893,9.22425004,0.09215397,0.57284278,2.48702409,1.18807265,0.15819139,5.04261829,2.57858324,0.25828642
-5.71185593,8.96899518,0.08969676,0.55836512,2.43258868,1.15861084,0.15373644,4.90190928,2.50613125,0.24996778
-5.70585293,8.67739590,0.08697754,0.54262841,2.36829185,1.12460145,0.14898532,4.73890121,2.42172239,0.24066940
-5.69984992,8.35395781,0.08403916,0.52579245,2.29520362,1.08656984,0.14398417,4.55629676,2.32678622,0.23052820
-5.69384692,8.00366247,0.08092674,0.50803258,2.21452877,1.04510117,0.13878187,4.35709913,2.22291619,0.21969281
-5.68784392,7.63180301,0.07768596,0.48953359,2.12756600,1.00082069,0.13342829,4.14451310,2.11181729,0.20831905
-5.68184092,7.24381879,0.07436141,0.47048396,2.03566716,0.95437409,0.12797258,3.92184434,1.99525251,0.19656528
-5.67583792,6.84513685,0.07099519,0.45107077,1.94019826,0.90640880,0.12246166,3.69240163,1.87499058,0.18458808
-5.66983492,6.44102680,0.06762568,0.43147532,1.84250429,0.85755698,0.11693897,3.45940627,1.75275718,0.17253823
-5.66383192,6.03647513,0.06428659,0.41186995,1.74387909,0.80842086,0.11144345,3.22591201,1.63019162,0.16055725
-5.65782891,5.63608281,0.06100639,0.39241587,1.64554140,0.75956098,0.10600898,2.99473850,1.50881028,0.14877455
-5.65182591,5.24398891,0.05780798,0.37326220,1.54861757,0.71148759,0.10066410,2.76841976,1.38997807,0.13730532
-5.64582291,4.86382119,0.05470870,0.35454606,1.45413113,0.66465520,0.09543210,2.54916883,1.27488813,0.12624919
-5.63981991,4.49867283,0.05172063,0.33639359,1.36299878,0.61946021,0.09033137,2.33885820,1.16455009,0.11568953
-5.63381691,4.15110337,0.04885114,0.31892174,1.27603220,0.57624143,0.08537607,2.13901533,1.05978623,0.10569350
-5.62781391,3.82316053,0.04610358,0.30224049,1.19394448,0.53528282,0.08057689,1.95083153,0.96123497,0.09631265
-5.62181091,3.51641871,0.04347817,0.28645539,1.11736005,0.49681817,0.07594205,1.77518194,0.86936034,0.08758400
-5.61580790,3.23202972,0.04097286,0.27166988,1.04682667,0.46103696,0.07147817,1.61265424,0.78446650,0.07953153
-5.60980490,2.97078060,0.03858428,0.25798744,0.98282792,0.42809081,0.06719123,1.46358319,0.70671554,0.07216783
-5.60380190,2.73315403,0.03630856,0.24551306,0.92579506,0.39810002,0.06308737,1.32808842,0.63614745,0.06549593
-5.59779890,2.51938693,0.03414214,0.23435398,0.87611678,0.37115958,0.05917352,1.20611282,0.57270080,0.05951108
-5.59179590,2.32952356,0.03208235,0.22461948,0.83414607,0.34734418,0.05545788,1.09745939,0.51623302,0.05420246
-5.58579290,2.16346018,0.03012784,0.21641973,0.80020334,0.32671209,0.05195011,1.00182473,0.46653920,0.04955468
-5.57978989,2.02097954,0.02827892,0.20986362,0.77457545,0.30930740,0.04866135,0.91882765,0.42336873,0.04554902
-5.57378689,1.90177391,0.02653758,0.20505564,0.75751059,0.29516089,0.04560404,0.84803226,0.38643930,0.04216447
-5.56778389,1.80545676,0.02490743,0.20209202,0.74920922,0.28428925,0.04279142,0.78896498,0.35544782,0.03937837
-5.56178089,1.73156383,0.02339350,0.20105617,0.74981161,0.27669305,0.04023707,0.74112566,0.33007844,0.03716687
-5.55577789,1.67954497,0.02200181,0.20201385,0.75938289,0.27235369,0.03795411,0.70399319,0.31000766,0.03550508
-5.54977489,1.64874905,0.02073895,0.20500815,0.77789656,0.27122952,0.03595452,0.67702647,0.29490694,0.03436700
-5.54377189,1.63840420,0.01961157,0.21005471,0.80521766,0.27325174,0.03424826,0.65966176,0.28444319,0.03372533
-5.53776888,1.64759628,0.01862578,0.21713750,0.84108691,0.27832036,0.03284260,0.65130751,0.27827778,0.03355118
-5.53176588,1.67524826,0.01778662,0.22620531,0.88510718,0.28630068,0.03174134,0.65133807,0.27606451,0.03381367
-5.52576288,1.72010324,0.01709757,0.23716939,0.93673337,0.29702069,0.03094429,0.65908733,0.27744722,0.03447966
-5.51975988,1.78071334,0.01656007,0.24990234,0.99526699,0.31026980,0.03044678,0.67384353,0.28205752,0.03551346
-5.51375688,1.85543658,0.01617321,0.26423856,1.05985624,0.32579901,0.03023942,0.69484623,0.28951317,0.03687672
-5.50775388,1.94244306,0.01593341,0.27997614,1.12950222,0.34332290,0.03030798,0.72128605,0.29941745,0.03852846
-5.50175088,2.03973121,0.01583433,0.29688050,1.20307176,0.36252338,0.03063354,0.75230790,0.31135979,0.04042528
-5.49574787,2.14515441,0.01586683,0.31468948,1.27931669,0.38305526,0.03119275,0.78701775,0.32491795,0.04252176
-5.48974487,2.25645720,0.01601907,0.33311983,1.35689927,0.40455337,0.03195831,0.82449310,0.33966163,0.04477103
-5.48374187,2.37132015,0.01627675,0.35187485,1.43442300,0.42664113,0.03289960,0.86379666,0.35515757,0.04712555
-5.47773887,2.48741131,0.01662339,0.37065295,1.51046785,0.44894011,0.03398347,0.90399285,0.37097589,0.04953795
-5.47173587,2.60244223,0.01704078,0.38915659,1.58362835,0.47108016,0.03517509,0.94416636,0.38669746,0.05196205
-5.46573287,2.71422566,0.01750945,0.40710134,1.65255315,0.49270964,0.03643886,0.98344170,0.40192185,0.05435387
-5.45972986,2.82073218,0.01800920,0.42422457,1.71598413,0.51350516,0.03773943,1.02100293,0.41627557,0.05667258
-5.45372686,2.92014273,0.01851967,0.44029327,1.77279339,0.53318045,0.03904255,1.05611240,0.42942007,0.05888151
-5.44772386,3.01089433,0.01902092,0.45511081,1.82201627,0.55149370,0.04031605,1.08812737,0.44105914,0.06094889
-5.44172086,3.09171641,0.01949397,0.46852192,1.86287895,0.56825304,0.04153055,1.11651380,0.45094524,0.06284852
-5.43571786,3.16165583,0.01992134,0.48041608,1.89481910,0.58331985,0.04266020,1.14085628,0.45888439,0.06456015
-5.42971486,3.22008917,0.02028745,0.49072875,1.91749881,0.59660969,0.04368310,1.16086367,0.46473952,0.06606968
-5.42371186,3.26672163,0.02057905,0.49944068,1.93080907,0.60809076,0.04458174,1.17636999,0.46843174,0.06736906
-5.41770885,3.30157274,0.02078549,0.50657516,1.93486576,0.61778002,0.04534309,1.18733066,0.46993984,0.06845594
-5.41170585,3.32494970,0.02089887,0.51219360,1.92999748,0.62573723,0.04595864,1.19381414,0.46929780,0.06933313
-5.40570285,3.33741024,0.02091416,0.51638957,1.91672604,0.63205729,0.04642417,1.19598961,0.46659050,0.07000778
-5.39969985,3.33971713,0.02082915,0.51928188,1.89574078,0.63686125,0.04673947,1.19411133,0.46194795,0.07049052
-5.39369685,3.33278729,0.02064431,0.52100694,1.86786833,0.64028685,0.04690788,1.18850074,0.45553824,0.07079436
-5.38769385,3.31763871,0.02036262,0.52171118,1.83403939,0.64247891,0.04693575,1.17952719,0.44755981,0.07093370
-5.38169085,3.29533829,0.01998924,0.52154379,1.79525456,0.64358043,0.04683189,1.16758867,0.43823318,0.07092328
-5.37568784,3.26695390,0.01953118,0.52065044,1.75255102,0.64372481,0.04660695,1.15309343,0.42779282,0.07077727
-5.36968484,3.23351330,0.01899691,0.51916828,1.70697160,0.64302989,0.04627292,1.13644371,0.41647950,0.07050850
-5.36368184,3.19597231,0.01839598,0.51722252,1.65953785,0.64159399,0.04584264,1.11802231,0.40453342,0.07012788
-5.35767884,3.15519373,0.01773858,0.51492483,1.61122819,0.63949431,0.04532935,1.09818277,0.39218853,0.06964409
-5.35167584,3.11193768,0.01703521,0.51237359,1.56296160,0.63678775,0.04474651,1.07724344,0.37966816,0.06906347
-5.34567284,3.06686346,0.01629632,0.50965581,1.51558738,0.63351394,0.04410755,1.05548562,0.36718208,0.06839014
-5.33966983,3.02054168,0.01553201,0.50685055,1.46988045,0.62970028,0.04342590,1.03315556,0.35492504,0.06762642
-5.33366683,2.97347526,0.01475179,0.50403345,1.42654173,0.62536857,0.04271499,1.01046987,0.34307660,0.06677333
-5.32766383,2.92612668,0.01396445,0.50128187,1.38620251,0.62054252,0.04198849,0.98762364,0.33180211,0.06583128
-5.32166083,2.87894869,0.01317790,0.49868015,1.34943146,0.61525575,0.04126046,0.96480037,0.32125456,0.06480083
-5.31565783,2.83241562,0.01239914,0.49632444,1.31674293,0.60955933,0.04054564,0.94218278,0.31157688,0.06368345
-5.30965483,2.78705176,0.01163427,0.49432645,1.28860500,0.60352840,0.03985963,0.91996349,0.30290455,0.06248217
-5.30365183,2.74345436,0.01088854,0.49281583,1.26544579,0.59726715,0.03921915,0.89835441,0.29536788,0.06120227
-5.29764882,2.70230841,0.01016642,0.49194060,1.24765702,0.59091170,0.03864209,0.87759417,0.28909384,0.05985158
-5.29164582,2.66439156,0.00947168,0.49186547,1.23559363,0.58463051,0.03814754,0.85795268,0.28420710,0.05844077
-5.28564282,2.63056779,0.00880756,0.49276792,1.22956911,0.57862210,0.03775567,0.83973230,0.28082997,0.05698333
-5.27963982,2.60176976,0.00817685,0.49483213,1.22984641,0.57311015,0.03748747,0.82326545,0.27908130,0.05549530
-5.27363682,2.57897018,0.00758200,0.49824090,1.23662464,0.56833597,0.03736432,0.80890850,0.27907409,0.05399480
-5.26763382,2.56314351,0.00702519,0.50316602,1.25002240,0.56454889,0.03740753,0.79703217,0.28091200,0.05250142
-5.26163082,2.55522016,0.00650844,0.50975754,1.27005888,0.56199496,0.03763763,0.78800897,0.28468491,0.05103534
-5.25562781,2.55603579,0.00603362,0.51813261,1.29663411,0.56090454,0.03807367,0.78219823,0.29046368,0.04961647
-5.24962481,2.56627859,0.00560249,0.52836453,1.32950998,0.56147955,0.03873246,0.77992955,0.29829444,0.04826348
-5.24362181,2.58643808,0.00521668,0.54047277,1.36829390,0.56388112,0.03962773,0.78148568,0.30819281,0.04699284
-5.23761881,2.61675839,0.00487763,0.55441456,1.41242656,0.56821830,0.04076939,0.78708554,0.32013838,0.04581802
-5.23161581,2.65719934,0.00458660,0.57007880,1.46117548,0.57453855,0.04216280,0.79686865,0.33406975,0.04474872
-5.22561281,2.70740780,0.00434457,0.58728266,1.51363551,0.58282065,0.04380818,0.81088155,0.34988068,0.04379036
-5.21960980,2.76670150,0.00415216,0.60577138,1.56873718,0.59297033,0.04570013,0.82906720,0.36741749,0.04294374
-5.21360680,2.83406681,0.00400958,0.62522136,1.62526325,0.60481919,0.04782733,0.85125795,0.38647807,0.04220493
-5.20760380,2.90817107,0.00391654,0.64524666,1.68187344,0.61812671,0.05017245,0.87717246,0.40681270,0.04156547
-5.20160080,2.98738952,0.00387218,0.66540866,1.73713665,0.63258570,0.05271219,0.90641705,0.42812674,0.04101267
-5.19559780,3.06984589,0.00387504,0.68522862,1.78956964,0.64783070,0.05541764,0.93849141,0.45008529,0.04053023
-5.18959480,3.15346507,0.00392300,0.70420256,1.83768066,0.66344915,0.05825476,0.97279861,0.47231964,0.04009895
-5.18359180,3.23603595,0.00401329,0.72181790,1.88001602,0.67899475,0.06118510,1.00865927,0.49443554,0.03969767
-5.17758879,3.31528141,0.00414248,0.73757098,1.91520769,0.69400258,0.06416674,1.04532928,0.51602282,0.03930413
-5.17158579,3.38893287,0.00430653,0.75098492,1.94201949,0.70800513,0.06715531,1.08202056,0.53666622,0.03889602
-5.16558279,3.45480604,0.00450083,0.76162671,1.95938978,0.72054872,0.07010520,1.11792422,0.55595704,0.03845191
-5.15957979,3.51087474,0.00472033,0.76912294,1.96646855,0.73120956,0.07297088,1.15223522,0.57350509,0.03795212
-5.15357679,3.55533988,0.00495961,0.77317352,1.96264715,0.73960873,0.07570821,1.18417777,0.58895061,0.03737955
-5.14757379,3.58669071,0.00521300,0.77356252,1.94757914,0.74542562,0.07827582,1.21303046,0.60197573,0.03672023
-5.14157079,3.60375608,0.00547479,0.77016603,1.92119149,0.74840916,0.08063641,1.23815035,0.61231485,0.03596388
-5.13556778,3.60574380,0.00573931,0.76295646,1.88368547,0.74838654,0.08275799,1.25899504,0.61976382,0.03510411
-5.12956478,3.59226676,0.00600113,0.75200325,1.83552754,0.74526908,0.08461495,1.27514192,0.62418731,0.03413859
-5.12356178,3.56335493,0.00625522,0.73747009,1.77743059,0.73905504,0.08618895,1.28630386,0.62552420,0.03306896
-5.11755878,3.51945321,0.00649708,0.71960870,1.71032679,0.72982940,0.08746960,1.29234062,0.62379070,0.03190059
-5.11155578,3.46140527,0.00672288,0.69874966,1.63533333,0.71776056,0.08845481,1.29326561,0.61908107,0.03064224
-5.10555278,3.39042433,0.00692955,0.67529058,1.55371286,0.70309429,0.08915093,1.28924742,0.61156595,0.02930557
-5.09954977,3.30805206,0.00711487,0.64968235,1.46683051,0.68614508,0.08957244,1.28060610,0.60148813,0.02790461
-5.09354677,3.21610744,0.00727750,0.62241392,1.37610948,0.66728522,0.08974142,1.26780411,0.58915604,0.02645513
-5.08754377,3.11662729,0.00741698,0.59399626,1.28298710,0.64693227,0.08968666,1.25143206,0.57493511,0.02497401
-5.08154077,3.01180089,0.00753370,0.56494630,1.18887319,0.62553507,0.08944245,1.23218983,0.55923719,0.02347869
-5.07553777,2.90390085,0.00762879,0.53577118,1.09511226,0.60355905,0.08904712,1.21086335,0.54250848,0.02198654
-5.06953477,2.79521269,0.00770405,0.50695358,1.00295084,0.58147127,0.08854140,1.18829816,0.52521621,0.02051434
-5.06353177,2.68796560,0.00776177,0.47893859,0.91351080,0.55972570,0.08796659,1.16537030,0.50783464,0.01907788
-5.05752876,2.58426649,0.00780460,0.45212231,0.82776934,0.53874928,0.08736273,1.14295598,0.49083075,0.01769158
-5.05152576,2.48603970,0.00783534,0.42684282,0.74654581,0.51892920,0.08676674,1.12190088,0.47465010,0.01636821
-5.04552276,2.39497427,0.00785680,0.40337338,0.67049527,0.50060190,0.08621075,1.10299049,0.45970337,0.01511877
-5.03951976,2.31248049,0.00787159,0.38191827,0.60010841,0.48404401,0.08572053,1.08692263,0.44635401,0.01395239
-5.03351676,2.23965719,0.00788199,0.36261106,0.53571725,0.46946577,0.08531434,1.07428341,0.43490738,0.01287640
-5.02751376,2.17727088,0.00788980,0.34551540,0.47750579,0.45700689,0.08500205,1.06552756,0.42560187,0.01189641
-5.02151076,2.12574737,0.00789629,0.33062808,0.42552477,0.44673520,0.08478470,1.06096435,0.41860219,0.01101655
-5.01550775,2.08517629,0.00790212,0.31788429,0.37970954,0.43864795,0.08465458,1.06074950,0.41399527,0.01023972
-5.00950475,2.05532836,0.00790736,0.30716462,0.33990011,0.43267595,0.08459566,1.06488388,0.41178870,0.00956797
-5.00350175,2.03568477,0.00791150,0.29830365,0.30586250,0.42869013,0.08458456,1.07321914,0.41191210,0.00900285
-4.99749875,2.02547777,0.00791359,0.29109975,0.27731048,0.42651047,0.08459194,1.08547010,0.41422112,0.00854584
-4.99149575,2.02374094,0.00791233,0.28532562,0.25392708,0.42591691,0.08458419,1.10123377,0.41850428,0.00819881
-4.98549275,2.02936751,0.00790627,0.28073930,0.23538501,0.42666180,0.08452542,1.12001414,0.42449212,0.00796448
-4.97948974,2.04117426,0.00789397,0.27709521,0.22136570,0.42848350,0.08437966,1.14125197,0.43186872,0.00784681
-4.97348674,2.05796885,0.00787422,0.27415482,0.21157626,0.43112047,0.08411308,1.16435818,0.44028491,0.00785147
-4.96748374,2.07861771,0.00784627,0.27169664,0.20576428,0.43432542,0.08369615,1.18874966,0.44937290,0.00798615
-4.96148074,2.10211183,0.00781000,0.26952511,0.20372983,0.43787883,0.08310572,1.21388567,0.45876171,0.00826087
-4.95547774,2.12762753,0.00776614,0.26747820,0.20533479,0.44160139,0.08232672,1.23930336,0.46809287,0.00868821
-4.94947474,2.15457966,0.00771638,0.26543344,0.21050909,0.44536463,0.08135358,1.26465063,0.47703575,0.00928335
-4.94347174,2.18266460,0.00766354,0.26331213,0.21925382,0.44909955,0.08019122,1.28971454,0.48530193,0.01006409
-4.93746873,2.21189093,0.00761162,0.26108173,0.23164111,0.45280249,0.07885545,1.31444401,0.49265800,0.01105063
-4.93146573,2.24259608,0.00756580,0.25875627,0.24781079,0.45653826,0.07737301,1.33896519,0.49893632,0.01226531
-4.92546273,2.27544756,0.00753244,0.25639489,0.26796372,0.46044001,0.07578096,1.36358867,0.50404310,0.01373204
-4.91945973,2.31142826,0.00751900,0.25409850,0.29235203,0.46470606,0.07412565,1.38880760,0.50796370,0.01547571
-4.91345673,2.35180574,0.00753390,0.25200482,0.32126635,0.46959347,0.07246121,1.41528657,0.51076452,0.01752132
-4.90745373,2.39808619,0.00758630,0.25028186,0.35502022,0.47540868,0.07084767,1.44384106,0.51259173,0.01989305
-4.90145073,2.45195437,0.00768595,0.24912029,0.39393228,0.48249547,0.06934881,1.47540824,0.51366650,0.02261312
-4.89544772,2.51520156,0.00784288,0.24872488,0.43830640,0.49122066,0.06802974,1.51100975,0.51427715,0.02570062
-4.88944472,2.58964409,0.00806711,0.24930528,0.48841069,0.50195807,0.06695442,1.55170789,0.51476822,0.02917022
-4.88344172,2.67703543,0.00836836,0.25106674,0.54445584,0.51507136,0.06618318,1.59855696,0.51552712,0.03303090
-4.87743872,2.77897551,0.00875575,0.25420078,0.60657373,0.53089643,0.06577031,1.65255142,0.51696871,0.03728469
-4.87143572,2.89682077,0.00923743,0.25887649,0.67479724,0.54972404,0.06576189,1.71457331,0.51951837,0.04192554
-4.86543272,3.03159900,0.00982030,0.26523258,0.74904208,0.57178347,0.06619381,1.78534102,0.52359432,0.04693830
-4.85942971,3.18393253,0.01050970,0.27337050,0.82909169,0.59722778,0.06709021,1.86536170,0.52958988,0.05229795
-4.85342671,3.35397343,0.01130912,0.28334896,0.91458605,0.62612147,0.06846227,1.95488955,0.53785614,0.05796910
-4.84742371,3.54135392,0.01221997,0.29518005,1.00501519,0.65843095,0.07030746,2.05389196,0.54868603,0.06390581
-4.84142071,3.74515435,0.01324133,0.30882695,1.09971809,0.69401847,0.07260922,2.16202512,0.56230014,0.07005176
-4.83541771,3.96389095,0.01436984,0.32420358,1.19788741,0.73263958,0.07533708,2.27862062,0.57883490,0.07634079
-4.82941471,4.19552424,0.01559950,0.34117594,1.29858030,0.77394466,0.07844732,2.40268364,0.59833364,0.08269795
-4.82341171,4.43748852,0.01692170,0.35956531,1.40073520,0.81748414,0.08188391,2.53290340,0.62074080,0.08904076
-4.81740870,4.68674164,0.01832514,0.37915295,1.50319428,0.86271768,0.08557995,2.66767555,0.64589940,0.09528098
-4.81140570,4.93983380,0.01979593,0.39968643,1.60473106,0.90902670,0.08945936,2.80513589,0.67355212,0.10132658
-4.80540270,5.19299276,0.02131773,0.42088709,1.70408209,0.95573006,0.09343891,2.94320441,0.70334569,0.10708406
-4.79939970,5.44222264,0.02287195,0.44245841,1.79998176,1.00210213,0.09743042,3.07963791,0.73483856,0.11246087
-4.79339670,5.68341258,0.02443801,0.46409509,1.89119876,1.04739277,0.10134307,3.21208943,0.76751164,0.11736789
-4.78739370,5.91245120,0.02599374,0.48549234,1.97657280,1.09084829,0.10508583,3.33817222,0.80078154,0.12172195
-4.78139070,6.12534257,0.02751576,0.50635506,2.05505010,1.13173277,0.10856985,3.45552588,0.83401619,0.12544820
-4.77538769,6.31831939,0.02897996,0.52640666,2.12571597,1.16934880,0.11171074,3.56188236,0.86655192,0.12848222
-4.76938469,6.48794921,0.03036205,0.54539695,2.18782321,1.20305698,0.11443076,3.65512937,0.89771182,0.13077193
-4.76338169,6.63122979,0.03163811,0.56310905,2.24081497,1.23229344,0.11666076,3.73336900,0.92682454,0.13227901
-4.75737869,6.74567050,0.03278520,0.57936484,2.28434105,1.25658477,0.11834186,3.79496981,0.95324305,0.13297999
-4.75137569,6.82935694,0.03378192,0.59402888,2.31826685,1.27555984,0.11942684,3.83861047,0.97636274,0.13286676
-4.74537269,6.88099706,0.03460903,0.60701061,2.34267466,1.28895834,0.11988114,3.86331409,0.99563838,0.13194672
-4.73936968,6.89994765,0.03525001,0.61826470,2.35785707,1.29663553,0.11968361,3.86847222,1.01059932,0.13024239
-4.73336668,6.88622116,0.03569150,0.62778977,2.36430296,1.29856356,0.11882672,3.85385826,1.02086263,0.12779055
-4.72736368,6.84047335,0.03592379,0.63562526,2.36267661,1.29482913,0.11731657,3.81963040,1.02614380,0.12464105
-4.72136068,6.76397320,0.03594110,0.64184699,2.35379100,1.28562797,0.11517243,3.76632454,1.02626471,0.12085525
-4.71535768,6.65855718,0.03574187,0.64656135,2.33857648,1.27125649,0.11242598,3.69483792,1.02115870,0.11650420
-4.70935468,6.52657046,0.03532880,0.64989864,2.31804637,1.25210098,0.10912030,3.60640476,1.01087275,0.11166665
-4.70335168,6.37079792,0.03470890,0.65200575,2.29326108,1.22862510,0.10530851,3.50256492,0.99556670,0.10642696
-4.69734867,6.19438820,0.03389335,0.65303877,2.26529242,1.20135610,0.10105231,3.38512730,0.97550974,0.10087304
-4.69134567,6.00077400,0.03289724,0.65315572,2.23518975,1.17087047,0.09642034,3.25612917,0.95107422,0.09509426
-4.68534267,5.79359167,0.03173921,0.65250995,2.20394960,1.13777963,0.09148639,3.11779312,0.92272719,0.08917963
-4.67933967,5.57660306,0.03044101,0.65124445,2.17249001,1.10271613,0.08632766,2.97248277,0.89101990,0.08321601
-4.67333667,5.35362182,0.02902695,0.64948750,2.14163077,1.06632088,0.08102305,2.82265852,0.85657564,0.07728670
-4.66733367,5.12844638,0.02752336,0.64734977,2.11208015,1.02923175,0.07565142,2.67083440,0.82007635,0.07147013
-4.66133067,4.90480084,0.02595792,0.64492307,2.08442872,0.99207386,0.07029011,2.51953668,0.78224820,0.06583897
-4.65532766,4.68628452,0.02435904,0.64228085,2.05915003,0.95545161,0.06501353,2.37126497,0.74384678,0.06045937
-4.64932466,4.47633055,0.02275529,0.63948031,2.03660777,0.91994255,0.05989195,2.22845601,0.70564199,0.05539048
-4.64332166,4.27817283,0.02117474,0.63656595,2.01706860,0.88609295,0.05499055,2.09345036,0.66840315,0.05068427
