energy_ev,total_up,total_down,Ca_p_up,Ca_p_down,Ca_d_up,Ca_d_down,Cr_p_up,Cr_p_down,Cr_d_up,Cr_d_down,N_s_up,N_s_down,N_p_up,N_p_down,S_s_up,S_s_down,S_p_up,S_p_down
-5.86793397,2.32231225,-2.39851948,0.01001650,-0.01277810,0.00000000,-0.00000000,1.13846620,-2.16948080,0.89560014,-0.56492364,0.00827949,-0.01579156,0.61042709,-0.50359349,0.01177332,-0.01447564,0.74608253,-1.03891084
-5.86193097,2.28241760,-2.23737920,0.00964074,-0.01182356,0.00000000,-0.00000000,1.13792294,-1.99078900,0.88117723,-0.53001335,0.00856789,-0.01516775,0.60734315,-0.46668086,0.01153676,-0.01343890,0.72526344,-0.97152421
-5.85592796,2.23516540,-2.07995026,0.00924198,-0.01090690,0.00000000,-0.00000000,1.13491883,-1.81956827,0.86318386,-0.49491731,0.00886062,-0.01455670,0.60160803,-0.43000989,0.01131596,-0.01242090,0.70301502,-0.90650876
-5.84992496,2.18166436,-1.92774562,0.00882790,-0.01003628,0.00000000,-0.00000000,1.12957758,-1.65691250,0.84201464,-0.46011674,0.00915505,-0.01396196,0.59335919,-0.39401512,0.01112091,-0.01143304,0.67987502,-0.84438956
-5.84392196,2.12314845,-1.78211975,0.00840676,-0.00921874,0.00000000,-0.00000000,1.12206263,-1.50369756,0.81810400,-0.42607352,0.00944974,-0.01338558,0.58275839,-0.35910254,0.01096262,-0.01048537,0.65643281,-0.78561542
-5.83791896,2.06093609,-1.64426276,0.00798709,-0.00846020,0.00000000,-0.00000000,1.11256893,-1.36058986,0.79191235,-0.39322292,0.00974446,-0.01282831,0.56998601,-0.32564382,0.01085265,-0.00958652,0.63331029,-0.73056195
-5.83191596,1.99638877,-1.51520109,0.00757749,-0.00776553,0.00000000,-0.00000000,1.10131546,-1.22805993,0.76391249,-0.36196803,0.01004020,-0.01228977,0.55523569,-0.29397223,0.01080274,-0.00874368,0.61114187,-0.67953724
-5.82591296,1.93087037,-1.39580421,0.00718631,-0.00713862,0.00000000,-0.00000000,1.08853843,-1.10639991,0.73457677,-0.33267608,0.01033898,-0.01176869,0.53870963,-0.26438028,0.01082435,-0.00796261,0.59055410,-0.63278947
-5.81990995,1.86570830,-1.28679596,0.00682144,-0.00658248,0.00000000,-0.00000000,1.07448533,-0.99574410,0.70436544,-0.30567652,0.01064381,-0.01126320,0.52061445,-0.23711893,0.01092822,-0.00724777,0.57214561,-0.59051595
-5.81390695,1.80215753,-1.18876943,0.00649006,-0.00609934,0.00000000,-0.00000000,1.05940933,-0.89609125,0.67371642,-0.28126053,0.01095839,-0.01077108,0.50115792,-0.21239826,0.01112387,-0.00660245,0.55646789,-0.55287259
-5.80790395,1.74136815,-1.10220389,0.00619845,-0.00569081,0.00000000,-0.00000000,1.04356422,-0.80732777,0.64303664,-0.25968192,0.01128690,-0.01029006,0.48054637,-0.19038950,0.01141918,-0.00602891,0.54400736,-0.51998341
-5.80190095,1.68435724,-1.02748229,0.00595183,-0.00535793,0.00000000,-0.00000000,1.02719940,-0.72925059,0.61269517,-0.24115887,0.01163366,-0.00981804,0.45898274,-0.17122792,0.01182001,-0.00552854,0.53516935,-0.49194910
-5.79589795,1.63198536,-0.96490805,0.00575419,-0.00510134,0.00000000,-0.00000000,1.01055483,-0.66158915,0.58301799,-0.22587629,0.01200284,-0.00935336,0.43666525,-0.15501654,0.01232977,-0.00510208,0.53026426,-0.46885442
-5.78989495,1.58493802,-0.91471987,0.00560821,-0.00492128,0.00000000,-0.00000000,0.99385596,-0.60402545,0.55428445,-0.21398831,0.01239809,-0.00889492,0.41378648,-0.14183001,0.01294917,-0.00474979,0.52949643,-0.45077366
-5.78389195,1.54371228,-0.87710341,0.00551521,-0.00481769,0.00000000,-0.00000000,0.97730838,-0.55621175,0.52672521,-0.20562066,0.01282221,-0.00844236,0.39053270,-0.13171858,0.01367594,-0.00447160,0.53295590,-0.43777405
-5.77788894,1.50860865,-0.85219921,0.00547510,-0.00479023,0.00000000,-0.00000000,0.96109239,-0.51778544,0.50052163,-0.20087246,0.01327683,-0.00799616,0.36708344,-0.12471176,0.01450469,-0.00426727,0.54061344,-0.42991693
-5.77188594,1.47972819,-0.84010621,0.00548639,-0.00483828,0.00000000,-0.00000000,0.94535761,-0.48838079,0.47580622,-0.19981734,0.01376213,-0.00755764,0.34361089,-0.12082125,0.01542685,-0.00413650,0.55231894,-0.42725665
-5.76588294,1.45697495,-0.84088077,0.00554629,-0.00496089,0.00000000,-0.00000000,0.93021793,-0.46763748,0.45266433,-0.20250351,0.01427660,-0.00712899,0.32027939,-0.12004313,0.01643073,-0.00407905,0.56780340,-0.42983721
-5.75987994,1.44006345,-0.85453115,0.00565072,-0.00515679,0.00000000,-0.00000000,0.91574697,-0.45520595,0.43113652,-0.20895289,0.01481694,-0.00671322,0.29724466,-0.12235900,0.01750162,-0.00409479,0.58668452,-0.43768720
-5.75387694,1.42853132,-0.88100809,0.00579450,-0.00542426,0.00000000,-0.00000000,0.90197468,-0.45074970,0.41122187,-0.21915914,0.01537793,-0.00631408,0.27465291,-0.12773600,0.01862208,-0.00418375,0.60847574,-0.45081307
-5.74787394,1.42175658,-0.92019188,0.00597148,-0.00576111,0.00000000,-0.00000000,0.88888517,-0.45394476,0.39288176,-0.23308475,0.01595250,-0.00593600,0.25263973,-0.13612577,0.01977231,-0.00434613,0.63259879,-0.46919147
-5.74187094,1.41897941,-0.97187708,0.00617471,-0.00616455,0.00000000,-0.00000000,0.87641637,-0.46447675,0.37604433,-0.25065738,0.01653182,-0.00558390,0.23132892,-0.14746234,0.02093057,-0.00458228,0.65839928,-0.49276099
-5.73586793,1.41932792,-1.03575573,0.00639664,-0.00663115,0.00000000,-0.00000000,0.86446158,-0.48203587,0.36060927,-0.27176571,0.01710553,-0.00526313,0.21083129,-0.16165924,0.02207375,-0.00489267,0.68516507,-0.52141398
-5.72986493,1.42184723,-1.11140045,0.00662937,-0.00715674,0.00000000,-0.00000000,0.85287325,-0.50631024,0.34645306,-0.29625513,0.01766200,-0.00497932,0.19124344,-0.17860582,0.02317800,-0.00527783,0.71214686,-0.55498895
-5.72386193,1.42553119,-1.19824849,0.00686486,-0.00773637,0.00000000,-0.00000000,0.84146890,-0.53697811,0.33343443,-0.32392363,0.01818875,-0.00473821,0.17264675,-0.19816336,0.02421936,-0.00573826,0.73858039,-0.59326399
-5.71785893,1.42935579,-1.29558810,0.00709517,-0.00836426,0.00000000,-0.00000000,0.83003914,-0.57369935,0.32139997,-0.35451828,0.01867287,-0.00454557,0.15510656,-0.22016111,0.02517449,-0.00627438,0.76370964,-0.63595190
-5.71185593,1.43231321,-1.40254828,0.00731269,-0.00903380,0.00000000,-0.00000000,0.81835744,-0.61610671,0.31018992,-0.38773281,0.01910147,-0.00440704,0.13867169,-0.24439260,0.02602137,-0.00688639,0.78680996,-0.68269707
-5.70585293,1.43344544,-1.51809298,0.00751040,-0.00973760,0.00000000,-0.00000000,0.80619130,-0.66379731,0.29964375,-0.42320647,0.01946220,-0.00432803,0.12337429,-0.27061270,0.02673994,-0.00757417,0.80721067,-0.73307479
-5.69984992,1.43187609,-1.64102054,0.00768201,-0.01046748,0.00000000,-0.00000000,0.79331427,-0.71632482,0.28960557,-0.46052463,0.01974372,-0.00431356,0.10923008,-0.29853572,0.02731277,-0.00833718,0.82431597,-0.78659276
-5.69384692,1.42683942,-1.76996893,0.00782222,-0.01121462,0.00000000,-0.00000000,0.77951804,-0.77319260,0.27992924,-0.49922134,0.01993622,-0.00436819,0.09623905,-0.32783483,0.02772555,-0.00917431,0.83762343,-0.84269516
-5.68784392,1.41770519,-1.90342712,0.00792679,-0.01196964,0.00000000,-0.00000000,0.76462422,-0.83384842,0.27048281,-0.53878400,0.02003174,-0.00449590,0.08438647,-0.35814302,0.02796759,-0.01008377,0.84673936,-0.90076903
-5.68184092,1.40399849,-2.03975253,0.00799271,-0.01272279,0.00000000,-0.00000000,0.74849477,-0.89768083,0.26115240,-0.57866012,0.02002463,-0.00469993,0.07364425,-0.38905596,0.02803208,-0.01106295,0.85139033,-0.96015282
-5.67583792,1.38541356,-2.17719438,0.00801825,-0.01346408,0.00000000,-0.00000000,0.73104073,-0.96401773,0.25184518,-0.61826627,0.01991173,-0.00498272,0.06397260,-0.42013658,0.02791635,-0.01210833,0.85143039,-1.02014684
-5.66983492,1.36182112,-2.31392217,0.00800297,-0.01418347,0.00000000,-0.00000000,0.71222852,-1.03212714,0.24249142,-0.65699878,0.01969259,-0.00534574,0.05532186,-0.45092156,0.02762184,-0.01321532,0.84684360,-1.08002512
-5.66383192,1.33326877,-2.44805859,0.00794770,-0.01487113,0.00000000,-0.00000000,0.69208353,-1.10122060,0.23304556,-0.69424617,0.01936950,-0.00578944,0.04763447,-0.48092959,0.02715407,-0.01437816,0.83774187,-1.13904843
-5.65782891,1.29997461,-2.57771568,0.00785446,-0.01551757,0.00000000,-0.00000000,0.67069066,-1.17045909,0.22348624,-0.72940268,0.01894748,-0.00631305,0.04084694,-0.50967105,0.02652233,-0.01558986,0.82435802,-1.19647777
-5.65182591,1.26231417,-2.70103308,0.00772637,-0.01611389,0.00000000,-0.00000000,0.64819178,-1.23896166,0.21381529,-0.76188254,0.01843411,-0.00691455,0.03489181,-0.53665898,0.02573937,-0.01684209,0.80703462,-1.25158798
-5.64582291,1.22080158,-2.81621696,0.00756747,-0.01665196,0.00000000,-0.00000000,0.62478021,-1.30581662,0.20405580,-0.79113439,0.01783929,-0.00759058,0.02969948,-0.56142090,0.02482093,-0.01812516,0.78620883,-1.30368095
-5.63981991,1.17606560,-2.92157829,0.00738254,-0.01712456,0.00000000,-0.00000000,0.60069255,-1.37009514,0.19424929,-0.81665531,0.01717493,-0.00833630,0.02519992,-0.58351089,0.02378511,-0.01942798,0.76239417,-1.35209798
-5.63381691,1.12882182,-3.01556902,0.00717691,-0.01752557,0.00000000,-0.00000000,0.57619825,-1.43086705,0.18445230,-0.83800382,0.01645452,-0.00914546,0.02132404,-0.60252167,0.02265181,-0.02073814,0.73615989,-1.39623106
-5.62781391,1.07984234,-3.09681506,0.00695621,-0.01785003,0.00000000,-0.00000000,0.55158761,-1.48721832,0.17473239,-0.85481141,0.01569271,-0.01001032,0.01800501,-0.61809597,0.02144205,-0.02204195,0.70810891,-1.43553255
-5.62181091,1.02992426,-3.16414486,0.00672615,-0.01809428,0.00000000,-0.00000000,0.52715869,-1.53826997,0.16516388,-0.86679205,0.01490482,-0.01092172,0.01517919,-0.62993684,0.02017729,-0.02332459,0.67885537,-1.46952344
-5.61580790,0.97985843,-3.21661269,0.00649232,-0.01825594,0.00000000,-0.00000000,0.50320406,-1.58319760,0.15582357,-0.87374923,0.01410634,-0.01186918,0.01278686,-0.63781631,0.01887880,-0.02457029,0.64900256,-1.49779970
-5.60980490,0.93039999,-3.25351609,0.00625995,-0.01833397,0.00000000,-0.00000000,0.47999794,-1.62125109,0.14678653,-0.87558047,0.01331243,-0.01284102,0.01077276,-0.64158215,0.01756706,-0.02576256,0.61912248,-1.52003703
-5.60380190,0.88224165,-3.27440702,0.00603375,-0.01832863,0.00000000,-0.00000000,0.45778453,-1.65177366,0.13812227,-0.87227882,0.01253750,-0.01382456,0.00908633,-0.64116227,0.01626124,-0.02688452,0.58973746,-1.53599398
-5.59779890,0.83599114,-3.27909658,0.00581774,-0.01824141,0.00000000,-0.00000000,0.43676805,-1.67421967,0.12989144,-0.86393159,0.01179475,-0.01480637,0.00768188,-0.63656669,0.01497872,-0.02791922,0.56130492,-1.54551353
-5.59179590,0.79215337,-3.26765345,0.00561514,-0.01807498,0.00000000,-0.00000000,0.41710494,-1.68817036,0.12214315,-0.85071629,0.01109581,-0.01577253,0.00651850,-0.62788687,0.01373478,-0.02885004,0.53420547,-1.54852330
-5.58579290,0.75111802,-3.24039639,0.00542828,-0.01783305,0.00000000,-0.00000000,0.39889870,-1.69334698,0.11491311,-0.83289401,0.01045046,-0.01670894,0.00555995,-0.61529256,0.01254236,-0.02966110,0.50873501,-1.54503469
-5.57978989,0.71315284,-3.19788120,0.00525858,-0.01752030,0.00000000,-0.00000000,0.38219742,-1.68962052,0.10822246,-0.81080049,0.00986642,-0.01760169,0.00477438,-0.59902609,0.01141191,-0.03033770,0.48510064,-1.53514099
-5.57378689,0.67840260,-3.14088300,0.00510654,-0.01714222,0.00000000,-0.00000000,0.36699416,-1.67701784,0.10207761,-0.78483548,0.00934916,-0.01843735,0.00413407,-0.57939462,0.01035135,-0.03086678,0.46342068,-1.51901456
-5.56778389,0.64689349,-3.07037437,0.00497180,-0.01670499,0.00000000,-0.00000000,0.35322991,-1.65572356,0.09647065,-0.75545062,0.00890189,-0.01920338,0.00361507,-0.55676046,0.00936617,-0.03123729,0.44372832,-1.49690343
-5.56178089,0.61854241,-2.98750021,0.00485321,-0.01621533,0.00000000,-0.00000000,0.34079910,-1.62607766,0.09138071,-0.72313654,0.00852552,-0.01988840,0.00319689,-0.53153002,0.00845956,-0.03144060,0.42597875,-1.46912699
-5.55577789,0.59317052,-2.89355027,0.00474891,-0.01568039,0.00000000,-0.00000000,0.32955708,-1.58856873,0.08677572,-0.68840949,0.00821879,-0.02048251,0.00286216,-0.50414175,0.00763261,-0.03147084,0.41005904,-1.43607119
-5.54977489,0.57052014,-2.78992982,0.00465654,-0.01510759,0.00000000,-0.00000000,0.31932925,-1.54382294,0.08261486,-0.65179815,0.00797843,-0.02097751,0.00259635,-0.47505361,0.00688463,-0.03132512,0.39580034,-1.39818282
-5.54377189,0.55027415,-2.67812953,0.00457329,-0.01450452,0.00000000,-0.00000000,0.30992128,-1.49258912,0.07885121,-0.61383099,0.00779933,-0.02136710,0.00238748,-0.44473058,0.00621345,-0.03100371,0.38299169,-1.35596315
-5.53776888,0.53207674,-2.55969505,0.00449615,-0.01387880,0.00000000,-0.00000000,0.30112991,-1.43572031,0.07543472,-0.57502457,0.00767484,-0.02164701,0.00222585,-0.41363260,0.00561571,-0.03051012,0.37139473,-1.30996059
-5.53176588,0.51555474,-2.43619692,0.00442201,-0.01323798,0.00000000,-0.00000000,0.29275373,-1.37415245,0.07231520,-0.53587303,0.00759708,-0.02181501,0.00210390,-0.38220346,0.00508729,-0.02985107,0.36075865,-1.26076253
-5.52576288,0.50033844,-2.30920142,0.00434784,-0.01258946,0.00000000,-0.00000000,0.28460352,-1.30888089,0.06944518,-0.49683912,0.00755723,-0.02187094,0.00201600,-0.35086085,0.00462356,-0.02903633,0.35083470,-1.20898613
-5.51975988,0.48608116,-2.18024279,0.00427084,-0.01194032,0.00000000,-0.00000000,0.27651168,-1.24093548,0.06678268,-0.45834685,0.00754591,-0.02181660,0.00195835,-0.31998802,0.00421977,-0.02807850,0.34138982,-1.15526832
-5.51375688,0.47247684,-2.05079729,0.00418853,-0.01129729,0.00000000,-0.00000000,0.26834031,-1.17135502,0.06429356,-0.42077580,0.00755350,-0.02165558,0.00192882,-0.28992710,0.00387127,-0.02699267,0.33221870,-1.10025484
-5.50775388,0.45927507,-1.92225941,0.00409890,-0.01066665,0.00000000,-0.00000000,0.25998784,-1.10116212,0.06195361,-0.38445719,0.00757048,-0.02139309,0.00192693,-0.26097428,0.00357381,-0.02579600,0.32315414,-1.04458875
-5.50175088,0.44629320,-1.79592067,0.00400046,-0.01005413,0.00000000,-0.00000000,0.25139379,-1.03133896,0.05975007,-0.34967149,0.00758777,-0.02103570,0.00195376,-0.23337680,0.00332373,-0.02450726,0.31407519,-0.98889842
-5.49574787,0.43342523,-1.67295126,0.00389229,-0.00946484,0.00000000,-0.00000000,0.24254183,-0.96280495,0.05768277,-0.31664763,0.00759696,-0.02059110,0.00201189,-0.20733173,0.00311809,-0.02314630,0.30491314,-0.93378546
-5.48974487,0.42064741,-1.55438468,0.00377410,-0.00890322,0.00000000,-0.00000000,0.23346096,-0.89639686,0.05576474,-0.28556349,0.00759062,-0.02006776,0.00210536,-0.18298640,0.00295482,-0.02173348,0.29565512,-0.87981290
-5.48374187,0.40802053,-1.44110584,0.00364618,-0.00837298,0.00000000,-0.00000000,0.22422497,-0.83285198,0.05402232,-0.25654765,0.00756245,-0.01947472,0.00223962,-0.16044033,0.00283279,-0.02028918,0.28634547,-0.82749396
-5.47773887,0.39568914,-1.33384258,0.00350944,-0.00787702,0.00000000,-0.00000000,0.21495036,-0.77279471,0.05249487,-0.22968198,0.00750747,-0.01882129,0.00242147,-0.13974829,0.00275178,-0.01883321,0.27708497,-0.77728197
-5.47173587,0.38387777,-1.23316080,0.00336532,-0.00741746,0.00000000,-0.00000000,0.20579292,-0.71672697,0.05123400,-0.20500521,0.00742208,-0.01811681,0.00265896,-0.12092448,0.00271251,-0.01738439,0.26802809,-0.72956168
-5.46573287,0.37288462,-1.13946325,0.00321573,-0.00699557,0.00000000,-0.00000000,0.19694307,-0.66502250,0.05030238,-0.18251687,0.00730412,-0.01737045,0.00296130,-0.10394728,0.00271652,-0.01596006,0.25937844,-0.68464240
-5.45972986,0.36307294,-1.05299200,0.00306301,-0.00661180,0.00000000,-0.00000000,0.18862042,-0.61792507,0.04977229,-0.16218178,0.00715286,-0.01659105,0.00333871,-0.08876460,0.00276612,-0.01457580,0.25138281,-0.64275330
-5.45372686,0.35486038,-0.97383436,0.00290982,-0.00626580,0.00000000,-0.00000000,0.18106758,-0.57555053,0.04972375,-0.14393475,0.00696893,-0.01578697,0.00380226,-0.07529929,0.00286422,-0.01324508,0.24432389,-0.60404109
-5.44772386,0.34870686,-0.90193220,0.00275906,-0.00595643,0.00000000,-0.00000000,0.17454361,-0.53789248,0.05024252,-0.12768531,0.00675421,-0.01496599,0.00436364,-0.06345463,0.00301417,-0.01197913,0.23851203,-0.56857007
-5.44172086,0.34510108,-0.83709417,0.00261376,-0.00568188,0.00000000,-0.00000000,0.16931707,-0.50483116,0.05141771,-0.11332252,0.00651167,-0.01413532,0.00503489,-0.05311957,0.00321957,-0.01078682,0.23427623,-0.53632480
-5.43571786,0.34454608,-0.77901075,0.00247702,-0.00543967,0.00000000,-0.00000000,0.16565908,-0.47614516,0.05333937,-0.10071959,0.00624522,-0.01330150,0.00582810,-0.04417358,0.00348409,-0.00967462,0.23195455,-0.50721515
-5.42971486,0.34754420,-0.72727131,0.00235190,-0.00522679,0.00000000,-0.00000000,0.16383627,-0.45152547,0.05609582,-0.08973826,0.00595949,-0.01247047,0.00675503,-0.03649108,0.00381118,-0.00864674,0.23188427,-0.48108355
-5.42371186,0.35458148,-0.68138298,0.00224133,-0.00503981,0.00000000,-0.00000000,0.16410390,-0.43059132,0.05977088,-0.08023300,0.00565960,-0.01164756,0.00782672,-0.02994523,0.00420394,-0.00770517,0.23439178,-0.45771422
-5.41770885,0.36611216,-0.64079051,0.00214804,-0.00487497,0.00000000,-0.00000000,0.16669906,-0.41290721,0.06444113,-0.07205476,0.00535098,-0.01083754,0.00905307,-0.02441119,0.00466481,-0.00684996,0.23978248,-0.43684393
-5.41170585,0.38254311,-0.60489674,0.00207452,-0.00472833,0.00000000,-0.00000000,0.17183403,-0.39800056,0.07017304,-0.06505449,0.00503911,-0.01004466,0.01044234,-0.01976870,0.00519537,-0.00607940,0.24833092,-0.41817398
-5.40570285,0.40421886,-0.57308290,0.00202291,-0.00459585,0.00000000,-0.00000000,0.17969002,-0.38537933,0.07702024,-0.05908618,0.00472935,-0.00927271,0.01200071,-0.01590413,0.00579617,-0.00539028,0.26027119,-0.40138274
-5.39969985,0.43140738,-0.54472825,0.00199497,-0.00447361,0.00000000,-0.00000000,0.19041105,-0.37454919,0.08502085,-0.05400954,0.00442674,-0.00852501,0.01373179,-0.01271186,0.00646650,-0.00477823,0.27578783,-0.38613854
-5.39369685,0.46428693,-0.51922846,0.00199205,-0.00435781,0.00000000,-0.00000000,0.20409835,-0.36502957,0.09419505,-0.04969228,0.00413587,-0.00780452,0.01563619,-0.01009533,0.00720426,-0.00423797,0.29500756,-0.37211211
-5.38769385,0.50293453,-0.49601235,0.00201504,-0.00424498,0.00000000,-0.00000000,0.22080524,-0.35636829,0.10454298,-0.04601192,0.00386074,-0.00711379,0.01771114,-0.00796744,0.00800587,-0.00376359,0.31799184,-0.35898843
-5.38169085,0.54731636,-0.47455643,0.00206436,-0.00413202,0.00000000,-0.00000000,0.24053270,-0.34815417,0.11604289,-0.04285735,0.00360467,-0.00645501,0.01995015,-0.00625076,0.00886618,-0.00334882,0.34473074,-0.34647742
-5.37568784,0.59728059,-0.45439708,0.00213994,-0.00401630,0.00000000,-0.00000000,0.26322577,-0.34002766,0.12864999,-0.04012981,0.00337025,-0.00583001,0.02234283,-0.00487733,0.00977846,-0.00298729,0.37513826,-0.33432312
-5.36968484,0.65255306,-0.43514004,0.00224121,-0.00389572,0.00000000,-0.00000000,0.28877111,-0.33168892,0.14229569,-0.03774367,0.00315931,-0.00524025,0.02487471,-0.00378826,0.01073449,-0.00267272,0.40904945,-0.32231129
-5.36368184,0.71273623,-0.41646726,0.00236711,-0.00376874,0.00000000,-0.00000000,0.31699580,-0.32290354,0.15688766,-0.03562680,0.00297291,-0.00468684,0.02752737,-0.00293323,0.01172465,-0.00239911,0.44621952,-0.31027511
-5.35767884,0.77731185,-0.39814091,0.00251612,-0.00363443,0.00000000,-0.00000000,0.34766775,-0.31350572,0.17231051,-0.03372065,0.00281144,-0.00417050,0.03027852,-0.00226974,0.01273807,-0.00216087,0.48632528,-0.29809894
-5.35167584,0.84564739,-0.38000491,0.00268629,-0.00349243,0.00000000,-0.00000000,0.38049783,-0.30339905,0.18842738,-0.03198002,0.00267457,-0.00369160,0.03310242,-0.00176248,0.01376291,-0.00195294,0.52896903,-0.28572022
-5.34567284,0.91700666,-0.36198402,0.00287526,-0.00334294,0.00000000,-0.00000000,0.41514396,-0.29255509,0.20508219,-0.03037270,0.00256146,-0.00325012,0.03597032,-0.00138252,0.01478659,-0.00177086,0.57368500,-0.27312959
