energy_ev,total_up,total_down,C_s_up,C_s_down,C_p_up,C_p_down,Cr_p_up,Cr_p_down,Cr_d_up,Cr_d_down,Mn_p_up,Mn_p_down,Mn_d_up,Mn_d_down,S_s_up,S_s_down,S_p_up,S_p_down
-5.93996998,4.97127601,-9.70498536,0.01958017,-0.12262397,0.41232624,-0.96759553,0.86501380,-2.87806494,0.16726819,-0.67892609,1.30624183,-1.52659564,0.56424673,-0.83617504,0.06215152,-0.13259337,2.23022883,-4.21107113
-5.93396698,4.91083705,-9.55149504,0.01718676,-0.11969632,0.40085987,-0.95863959,0.83177387,-2.85405105,0.16756091,-0.66572965,1.29481222,-1.51393069,0.54541470,-0.82203093,0.06400503,-0.13115395,2.21686916,-4.13908741
-5.92796398,4.85233138,-9.36529928,0.01509021,-0.11627917,0.39020001,-0.94581281,0.79905323,-2.81944095,0.16796955,-0.65071481,1.28170573,-1.49470057,0.52903869,-0.80482707,0.06593506,-0.12935161,2.20246294,-4.05344297
-5.92196098,4.79552653,-9.14806649,0.01327889,-0.11240925,0.38040703,-0.92919651,0.76701576,-2.77447007,0.16846755,-0.63404379,1.26698637,-1.46904667,0.51512664,-0.78472143,0.06793038,-0.12719417,2.18679070,-3.95494590
-5.91595798,4.74036299,-8.90191197,0.01174022,-0.10813037,0.37154926,-0.90893647,0.73585492,-2.71957538,0.16903567,-0.61589824,1.25078182,-1.43722263,0.50368430,-0.76191494,0.06998231,-0.12469296,2.16973238,-3.84458102
-5.90995498,4.68697168,-8.62937290,0.01046124,-0.10349236,0.36370395,-0.88524098,0.70579840,-2.65538859,0.16966344,-0.59647739,1.23328494,-1.39959303,0.49471829,-0.73664824,0.07208494,-0.12186297,2.15127558,-3.72349862
-5.90395198,4.63568197,-8.33337334,0.00942919,-0.09855004,0.35695732,-0.85837724,0.67711084,-2.58272375,0.17035029,-0.57599596,1.21475250,-1.35662893,0.48823819,-0.70919738,0.07423522,-0.11872299,2.13151940,-3.59299954
-5.89794897,4.58701993,-8.01717984,0.00863192,-0.09336193,0.35140391,-0.82866604,0.65009449,-2.50255980,0.17110631,-0.55468196,1.19550132,-1.30890056,0.48425766,-0.67986862,0.07643282,-0.11529557,2.11067395,-3.45451677
-5.89194597,4.54169748,-7.68434842,0.00805837,-0.08798891,0.34714498,-0.79647520,0.62508790,-2.41601856,0.17195256,-0.53277413,1.17590209,-1.25706718,0.48279442,-0.64899233,0.07867995,-0.11160698,2.08905576,-3.30959369
-5.88594297,4.50059313,-7.33866437,0.00769877,-0.08249293,0.34428624,-0.76221169,0.60246280,-2.32433911,0.17292095,-0.51051940,1.15637118,-1.20186449,0.48386923,-0.61691650,0.08098100,-0.10768706,2.06707943,-3.15985960
-5.87993997,4.46472570,-6.98407660,0.00754489,-0.07693561,0.34293500,-0.72631303,0.58261920,-2.22884951,0.17405370,-0.48817003,1.13736106,-1.14409001,0.48750399,-0.58399969,0.08334204,-0.10356895,2.04524612,-3.00700305
-5.87393697,4.43522220,-6.62462845,0.00759007,-0.07137699,0.34319679,-0.68923811,0.56597915,-2.13093674,0.17540237,-0.46598078,1.11934962,-1.08458703,0.49371894,-0.55060403,0.08577027,-0.09928878,2.02412932,-2.85274369
-5.86793397,4.41328138,-6.26438711,0.00782920,-0.06587438,0.34517173,-0.65145789,0.55297930,-2.03201610,0.17702648,-0.44420600,1.10282890,-1.02422757,0.50252932,-0.51708827,0.08827338,-0.09488523,2.00435858,-2.69880350
-5.86193097,4.40013450,-5.90737379,0.00825857,-0.06048127,0.34895068,-0.61344619,0.54406252,-1.93350087,0.17899174,-0.42309665,1.08829369,-0.96389512,0.51394153,-0.48380120,0.09085882,-0.09039912,1.98660178,-2.54687816
-5.85592796,4.39700442,-5.55749672,0.00887559,-0.05524653,0.35461141,-0.57567105,0.53966887,-1.83677328,0.18136810,-0.40289747,1.07623013,-0.90446761,0.52794905,-0.45107570,0.09353307,-0.08587282,1.97154642,-2.39860937
-5.84992496,4.40506446,-5.21848870,0.00967845,-0.05021373,0.36221487,-0.53858668,0.54022596,-1.74315741,0.18422735,-0.38384404,1.06710475,-0.84680122,0.54452822,-0.41922350,0.09630096,-0.08134976,1.95988042,-2.25555890
-5.84392196,4.42539782,-4.89385080,0.01066569,-0.04542065,0.37180172,-0.50262644,0.54613905,-1.65389486,0.18764069,-0.36616014,1.06135395,-0.79171550,0.56363414,-0.38853080,0.09916494,-0.07687379,1.95227280,-2.11918494
-5.83791896,4.45895848,-4.58680347,0.01183568,-0.04089906,0.38338907,-0.46819676,0.55778083,-1.57012340,0.19167612,-0.35005506,1.05937403,-0.73998011,0.58519682,-0.35925484,0.10212448,-0.07248864,1.94935469,-1.99082133
-5.83191596,4.50653427,-4.30024560,0.01318606,-0.03667469,0.39696773,-0.43567226,0.57548111,-1.49285916,0.19639573,-0.33572119,1.06151176,-0.69230349,0.60911762,-0.33162155,0.10517550,-0.06823731,1.95170072,-1.87166001
-5.82591296,4.56871258,-4.03672228,0.01471318,-0.03276735,0.41249973,-0.40539194,0.59951634,-1.42298243,0.20185309,-0.32333171,1.06805559,-0.64932351,0.63526618,-0.30582406,0.10830995,-0.06416148,1.95981129,-1.76273696
-5.81990995,4.64584932,-3.79840107,0.01641155,-0.02919127,0.42991648,-0.37765639,0.63009928,-1.36122705,0.20809063,-0.31303852,1.07922725,-0.61160022,0.66347805,-0.28202217,0.11151550,-0.06030094,1.97409586,-1.66492172
-5.81390695,4.73804151,-3.58705675,0.01827325,-0.02595552,0.44911723,-0.35272603,0.66736873,-1.30817344,0.21513732,-0.30497038,1.09517399,-0.57961057,0.69355281,-0.26034271,0.11477536,-0.05669305,1.99485741,-1.57891056
-5.80790395,4.84510405,-3.40406391,0.02028748,-0.02306462,0.46996827,-0.33082009,0.71137965,-1.26424515,0.22300648,-0.29923132,1.11596134,-0.55374486,0.72525315,-0.24088053,0.11806823,-0.05337227,2.02227862,-1.50522306
-5.80190095,4.96655135,-3.25039694,0.02244016,-0.02051912,0.49230249,-0.31211632,0.76209390,-1.22970856,0.23169395,-0.29589938,1.14156656,-0.53430491,0.75830470,-0.22370015,0.12136848,-0.05036961,2.05640982,-1.44420218
-5.79589795,5.10158439,-3.12663655,0.02471363,-0.01831636,0.51591977,-0.29675122,0.81937183,-1.20467578,0.24117666,-0.29502565,1.17187311,-0.52150342,0.79239683,-0.20883783,0.12464639,-0.04771230,2.09715932,-1.39601726
-5.78989495,5.24908399,-3.03298207,0.02708653,-0.01645107,0.54058788,-0.28482058,0.88296521,-1.18911018,0.25141162,-0.29663372,1.20666615,-0.51546451,0.82718448,-0.19630402,0.12786865,-0.04542335,2.14428641,-1.36067000
-5.78389195,5.40761114,-2.96926884,0.02953375,-0.01491613,0.56604418,-0.27638033,0.95251196,-1.18283460,0.26233542,-0.30071953,1.24562977,-0.51622509,0.86229112,-0.18608594,0.13099890,-0.04352133,2.19739758,-1.33800297
-5.77788894,5.57541521,-2.93498985,0.03202668,-0.01370314,0.59199815,-0.27144755,1.02753309,-1.18554162,0.27386428,-0.30725169,1.28834600,-0.52373672,0.89731277,-0.17815030,0.13399848,-0.04202013,2.25594622,-1.32771032
-5.77188594,5.75045062,-2.92932096,0.03453347,-0.01280297,0.61813464,-0.27000154,1.10743239,-1.19680596,0.28589469,-0.31617230,1.33429626,-0.53786814,0.93182324,-0.17244599,0.13682726,-0.04092882,2.31923650,-1.32935060
-5.76588294,5.93040272,-2.95114921,0.03701960,-0.01220629,0.64411816,-0.27198497,1.19149952,-1.21609834,0.29830459,-0.32739826,1.38286558,-0.55840801,0.96538052,-0.16890674,0.13944460,-0.04025170,2.38643146,-1.34236104
-5.75987994,6.11272313,-2.99910345,0.03944855,-0.01190390,0.66959792,-0.27730515,1.27891667,-1.24280077,0.31095517,-0.34082298,1.43334987,-0.58506803,0.99753426,-0.16745357,0.14181031,-0.03998833,2.45656571,-1.36607328
-5.75387694,6.29467453,-3.07158690,0.04178259,-0.01188705,0.69421376,-0.28583536,1.36876934,-1.27622267,0.32369325,-0.35631870,1.48496648,-0.61748651,1.02783422,-0.16799707,0.14388570,-0.04013379,2.52856284,-1.39973005
-5.74787394,6.47338464,-3.16681105,0.04398373,-0.01214756,0.71760296,-0.29741640,1.46006135,-1.31561768,0.33635414,-0.37373903,1.53686823,-0.65523222,1.05583967,-0.17043956,0.14563465,-0.04067895,2.60125726,-1.44250244
-5.74187094,6.64590843,-3.28283042,0.04601477,-0.01267798,0.73940763,-0.31185838,1.55173412,-1.36020052,0.34876496,-0.39292202,1.58816077,-0.69780901,1.08112925,-0.17467688,0.14702456,-0.04161092,2.67342039,-1.49350745
-5.73586793,6.80929750,-3.41757751,0.04784031,-0.01347148,0.75928264,-0.32894280,1.64268993,-1.40916368,0.36074835,-0.41369321,1.63792298,-0.74466092,1.10331136,-0.18060009,0.14802732,-0.04291354,2.74379056,-1.55182534
-5.72986493,6.96067472,-3.56889748,0.04942785,-0.01452181,0.77690393,-0.34842507,1.73181887,-1.46169344,0.37212653,-0.43586906,1.68523006,-0.79517829,1.12203446,-0.18809686,0.14862015,-0.04456798,2.81110585,-1.61651648
-5.72386193,7.09731212,-3.73458186,0.05074881,-0.01582306,0.79197680,-0.37003740,1.81802865,-1.51698483,0.38272540,-0.45926012,1.72917857,-0.84870477,1.13699714,-0.19705266,0.14878631,-0.04655336,2.87413912,-1.68663715
-5.71785893,7.21670944,-3.91240064,0.05177944,-0.01736946,0.80424406,-0.39349225,1.90027644,-1.57425518,0.39237884,-0.48367420,1.76891261,-0.90454536,1.14795751,-0.20735169,0.14851569,-0.04884738,2.93173389,-1.76125406
-5.71185593,7.31667057,-4.10013214,0.05250164,-0.01915503,0.81349359,-0.41848611,1.97760153,-1.63275593,0.40093284,-0.50891921,1.80365023,-0.96197563,1.15474145,-0.21887768,0.14780515,-0.05142695,2.98284005,-1.83945704
-5.70585293,7.39537499,-4.29558992,0.05290361,-0.02117327,0.81956514,-0.44470383,2.04915757,-1.69178248,0.40824951,-0.53480554,1.83270896,-1.02025191,1.15724950,-0.23151438,0.14665878,-0.05426878,3.02654778,-1.92036973
-5.69984992,7.45144109,-4.49664628,0.05298025,-0.02341678,0.82235592,-0.47182322,2.11424286,-1.75068191,0.41421075,-0.56114798,1.85552938,-1.07862256,1.15546196,-0.24514589,0.14508789,-0.05734979,3.06211863,-2.00315794
-5.69384692,7.48397857,-4.70125185,0.05273343,-0.02587685,0.82182491,-0.49951997,2.17232720,-1.80885849,0.41872142,-0.58776706,1.87169554,-1.13634004,1.14944190,-0.25965683,0.14311083,-0.06064753,3.08901201,-2.08703555
-5.68784392,7.49262734,-4.90745090,0.05217194,-0.02854313,0.81799540,-0.52747259,2.22307391,-1.86577701,0.42171204,-0.61448964,1.88095135,-1.19267349,1.13933590,-0.27493226,0.14075265,-0.06414032,3.10690610,-2.17126787
-5.68184092,7.47758048,-5.11339224,0.05131130,-0.03140324,0.81095587,-0.55536747,2.26635550,-1.92096413,0.42314080,-0.64114903,1.88321194,-1.24692178,1.12537242,-0.29085745,0.13804457,-0.06780729,3.11571186,-2.25517262
-5.67583792,7.43958974,-5.31733580,0.05017323,-0.03444243,0.80085883,-0.58290367,2.30226187,-1.97400789,0.42299483,-0.66758429,1.87856922,-1.29842638,1.10785762,-0.30731753,0.13502328,-0.07162826,3.11557933,-2.33811857
-5.66983492,7.37995239,-5.51765510,0.04878509,-0.03764331,0.78791782,-0.60979735,2.33110018,-2.02455578,0.42129067,-0.69363925,1.86729132,-1.34658384,1.08716886,-0.32419701,0.13173011,-0.07558335,3.10689546,-2.41952228
-5.66383192,7.30047898,-5.71283612,0.04717897,-0.04098562,0.77240250,-0.63578585,2.35338568,-2.07231165,0.41807394,-0.71916086,1.84981548,-1.39085751,1.06374581,-0.34137918,0.12821012,-0.07965257,3.09027317,-2.49884333
-5.65782891,7.20344258,-5.90147321,0.04539075,-0.04444605,0.75463190,-0.66063098,2.36982349,-2.11703195,0.41341814,-0.74399754,1.82673470,-1.43078799,1.03807971,-0.35874559,0.12451108,-0.08381515,3.06653180,-2.57557849
-5.65182591,7.09151055,-6.08226296,0.04345901,-0.04799817,0.73496624,-0.68412174,2.38128152,-2.15852158,0.40742263,-0.76799728,1.79877825,-1.46600202,1.01070075,-0.37617541,0.12068238,-0.08804892,3.03666906,-2.64925553
-5.64582291,6.96766088,-6.25399689,0.04142394,-0.05161245,0.71379738,-0.70607616,2.38875527,-2.19662988,0.40020979,-0.79100597,1.76678689,-1.49621941,0.98216433,-0.39354500,0.11677393,-0.09232954,3.00182556,-2.71942709
-5.63981991,6.83508595,-6.41555404,0.03932618,-0.05525634,0.69153831,-0.72634235,2.39332586,-2.23124691,0.39192159,-0.81286601,1.73168361,-1.52125779,0.95303636,-0.41072757,0.11283502,-0.09662991,2.96324295,-2.78566545
-5.63381691,6.69708689,-6.56589446,0.03720572,-0.05889453,0.66861210,-0.74479871,2.39611265,-2.26230038,0.38271537,-0.83341550,1.69444103,-1.54103493,0.92387839,-0.42759302,0.10891324,-0.10091950,2.92221716,-2.84755847
-5.62781391,6.55696269,-6.70405445,0.03510087,-0.06248928,0.64544062,-0.76135336,2.39822278,-2.28975329,0.37275934,-0.85248812,1.65604682,-1.55556842,0.89523285,-0.44400818,0.10505343,-0.10516403,2.88004861,-2.90470736
-5.62181091,6.41789820,-6.82914435,0.03304732,-0.06600083,0.62243342,-0.77594285,2.40069950,-2.31360235,0.36222760,-0.86991378,1.61746850,-1.56497285,0.86760905,-0.45983720,0.10129666,-0.10932524,2.83799132,-2.95672654
-5.61580790,6.28285554,-6.94034939,0.03107741,-0.06938802,0.59997730,-0.78853028,2.40447206,-2.33387700,0.35129511,-0.88552028,1.57961909,-1.56945429,0.84147049,-0.47494239,0.09767935,-0.11336095,2.79720319,-3.00324567
-5.60980490,6.15447354,-7.03693376,0.02921942,-0.07260893,0.57842676,-0.79910288,2.41030929,-2.35063894,0.34013263,-0.89913588,1.54332508,-1.56930233,0.81722381,-0.48918547,0.09423249,-0.11722547,2.75869947,-3.04391400
-5.60380190,6.03497920,-7.11824789,0.02749719,-0.07562162,0.55809576,-0.80766924,2.41877947,-2.36398175,0.32890187,-0.91059273,1.50929810,-1.56487994,0.79520988,-0.50242904,0.09098102,-0.12087022,2.72331172,-3.07840670
-5.59779890,5.92611531,-7.18373848,0.02592982,-0.07838505,0.53925107,-0.81425631,2.43021846,-2.37403036,0.31775110,-0.91973118,1.47811138,-1.55661124,0.77569731,-0.51453855,0.08794331,-0.12424475,2.69165401,-3.10643291
-5.59179590,5.82908722,-7.23296069,0.02453159,-0.08085988,0.52210734,-0.81890627,2.44470790,-2.38093981,0.30681124,-0.92640469,1.45018209,-1.54496773,0.75887856,-0.52538442,0.08513092,-0.12729793,2.66409821,-3.12774487
-5.58579290,5.74453128,-7.26559128,0.02331202,-0.08300950,0.50682405,-0.82167344,2.46206482,-2.38489312,0.29619275,-0.93048518,1.42576019,-1.53045326,0.74486889,-0.53484445,0.08254846,-0.12997947,2.64075943,-3.14214763
-5.57978989,5.67250639,-7.28144188,0.02227615,-0.08480087,0.49350451,-0.82262127,2.48184334,-2.38609777,0.28598326,-0.93186844,1.40492432,-1.51358832,0.73370791,-0.54280628,0.08019374,-0.13224148,2.62149261,-3.14950847
-5.57378689,5.61250902,-7.28047089,0.02142488,-0.08620549,0.48219664,-0.82181952,2.50334879,-2.38478058,0.27624628,-0.93047956,1.38758473,-1.49489401,0.72536388,-0.54916997,0.07805811,-0.13404020,2.60590049,-3.14976534
-5.56778389,5.56351131,-7.26279284,0.02075552,-0.08720019,0.47289564,-0.81934174,2.52566349,-2.38118101,0.26702075,-0.92627774,1.37349303,-1.47487627,0.71974028,-0.55385033,0.07612695,-0.13533763,2.59335267,-3.14293361
-5.56178089,5.52402018,-7.22868422,0.02026229,-0.08776790,0.46554835,-0.81526302,2.54768350,-2.37554265,0.25832162,-0.91926039,1.36225844,-1.45401088,0.71668447,-0.55677915,0.07438051,-0.13610319,2.58301510,-3.12911050
-5.55577789,5.49215506,-7.17858463,0.01993702,-0.08789820,0.46005893,-0.80965813,2.56816436,-2.36810344,0.25014143,-0.90946627,1.35336951,-1.43272982,0.71599797,-0.55790705,0.07279475,-0.13631501,2.57388864,-3.10847665
-5.54977489,5.46574062,-7.11309291,0.01976976,-0.08758782,0.45629569,-0.80259997,2.58577395,-2.35908470,0.24245268,-0.89697723,1.34622045,-1.41140922,0.71744771,-0.55720494,0.07134248,-0.13596111,2.56485501,-3.08129457
-5.54377189,5.44241014,-7.03295784,0.01974946,-0.08684085,0.45409879,-0.79415845,2.59914993,-2.34867970,0.23521101,-0.88191865,1.34014088,-1.39035970,0.72077804,-0.55466497,0.06999454,-0.13504015,2.55472796,-3.04790390
-5.53776888,5.41971503,-6.93906360,0.01986456,-0.08566880,0.45328829,-0.78439980,2.60695906,-2.33704236,0.22835888,-0.86445828,1.33442757,-1.36981915,0.72572251,-0.55030101,0.06872106,-0.13356182,2.54230743,-3.00871360
-5.53176588,5.39523548,-6.83241075,0.02010356,-0.08409044,0.45367245,-0.77338621,2.60795570,-2.32427682,0.22182981,-0.84480358,1.32837704,-1.34994847,0.73201530,-0.54414848,0.06749279,-0.13154685,2.52643416,-2.96419136
-5.52576288,5.36668735,-6.71409345,0.02045545,-0.08213145,0.45505578,-0.76117600,2.60103676,-2.31042878,0.21555266,-0.82319763,1.32131741,-1.33083042,0.73940146,-0.53626380,0.06628227,-0.12902658,2.50604238,-2.91485102
-5.51975988,5.33202093,-6.58527437,0.02091012,-0.07982381,0.45724655,-0.74782407,2.58529067,-2.29547917,0.20945608,-0.79991373,1.31263854,-1.31247172,0.74764571,-0.52672323,0.06506508,-0.12604215,2.48020809,-2.86123841
-5.51375688,5.28950723,-6.44715874,0.02145859,-0.07720508,0.46006364,-0.73338293,2.56003819,-2.27934108,0.20347275,-0.77524893,1.30181908,-1.29480835,0.75653948,-0.51562134,0.06382082,-0.12264335,2.44819114,-2.80391681
-5.50775388,5.23780883,-6.30096916,0.02209316,-0.07431745,0.46334240,-0.71790408,2.52486355,-2.26186022,0.19754320,-0.74951687,1.28844970,-1.27771403,0.76590578,-0.50306918,0.06253401,-0.11888716,2.40946913,-2.74345255
-5.50175088,5.17603264,-6.14792261,0.02280743,-0.07120672,0.46693945,-0.70143975,2.47963454,-2.24281950,0.19161921,-0.72304009,1.27225171,-1.26101150,0.77560209,-0.48919215,0.06119468,-0.11483613,2.36376203,-2.68040195
-5.49574787,5.10376310,-5.98921130,0.02359623,-0.06792119,0.47073625,-0.68404511,2.42451127,-2.22194762,0.18566655,-0.69614234,1.25309045,-1.24448645,0.78552103,-0.47412778,0.05979878,-0.11055655,2.31104675,-2.61530017
-5.48974487,5.02107543,-5.82598829,0.02445545,-0.06451045,0.47464160,-0.66578070,2.35994337,-2.19893162,0.17966698,-0.66914110,1.23098351,-1.22790336,0.79558913,-0.45802346,0.05834840,-0.10611662,2.25156131,-2.54865260
-5.48374187,4.92852940,-5.65935878,0.02538180,-0.06102422,0.47859285,-0.64671518,2.28665626,-2.17343302,0.17361951,-0.64234072,1.20610335,-1.21102284,0.80576388,-0.44103422,0.05685157,-0.10158467,2.18579885,-2.48092941
-5.47773887,4.82714483,-5.49037734,0.02637251,-0.05751123,0.48255617,-0.62692810,2.20562761,-2.14510670,0.16754087,-0.61602637,1.17877486,-1.19361980,0.81602945,-0.42332062,0.05532203,-0.09702741,2.11449220,-2.41256322
-5.47173587,4.71836093,-5.32005095,0.02742503,-0.05401816,0.48652577,-0.60651282,2.11805525,-2.11362186,0.16146516,-0.59045911,1.14946791,-1.17550162,0.82639140,-0.40504682,0.05377862,-0.09250844,2.03859007,-2.34394999
-5.46573287,4.60398217,-5.14934723,0.02853670,-0.05058868,0.49052230,-0.58557918,2.02531828,-2.07868387,0.15544288,-0.56587214,1.11878545,-1.15652560,0.83687086,-0.38637886,0.05224462,-0.08808688,1.95922617,-2.27545287
-5.45972986,4.48611350,-4.97920686,0.02970443,-0.04726264,0.49459059,-0.56425598,1.92893345,-2.04005594,0.14953921,-0.54246834,1.08744785,-1.13661507,0.84749863,-0.36748306,0.05074684,-0.08381633,1.87768281,-2.20740833
-5.45372686,4.36708801,-4.81055870,0.03092449,-0.04407544,0.49879678,-0.54269294,1.83050843,-1.99757943,0.14383185,-0.52041902,1.05627372,-1.11577318,0.85830944,-0.34852472,0.04931471,-0.07974403,1.79535075,-2.14013410
-5.44772386,4.24939021,-4.64433605,0.03219226,-0.04105751,0.50322501,-0.52106211,1.73169417,-1.95119163,0.13840833,-0.49986385,1.02615823,-1.09409398,0.86933684,-0.32966690,0.04797923,-0.07591029,1.71368688,-2.07393793
-5.44172086,4.13557767,-4.48149220,0.03350213,-0.03823399,0.50797374,-0.49955853,1.63413798,-1.90094005,0.13336309,-0.48091180,0.99804915,-1.07176997,0.88060878,-0.31106930,0.04677201,-0.07234820,1.63417126,-2.00912635
-5.43571786,4.02820357,-4.32301354,0.03484742,-0.03562462,0.51315179,-0.47839991,1.53943886,-1.84699235,0.12879429,-0.46364281,0.97292144,-1.04909592,0.89214415,-0.29288726,0.04572424,-0.06908349,1.55826517,-1.94601260
-5.42971486,3.92974228,-4.16992846,0.03622040,-0.03324367,0.51887406,-0.45782549,1.44910642,-1.78964130,0.12480055,-0.44811004,0.95175066,-1.02646839,0.90395020,-0.27527070,0.04486578,-0.06613466,1.48737115,-1.88492272
-5.42371186,3.84251961,-4.02331076,0.03761236,-0.03110013,0.52525703,-0.43809368,1.36452438,-1.72930433,0.12147767,-0.43434241,0.93548590,-1.00438099,0.91602085,-0.25836307,0.04422430,-0.06351314,1.42279619,-1.82619932
-5.41770885,3.76864898,-3.88427636,0.03901376,-0.02919790,0.53241397,-0.41947868,1.28691928,-1.66651767,0.11891546,-0.42234717,0.92502248,-0.98341523,0.92833564,-0.24230016,0.04382453,-0.06122372,1.36571880,-1.77020235
-5.41170585,3.70997428,-3.75397278,0.04041437,-0.02753620,0.54045000,-0.40226600,1.21733493,-1.60192523,0.11719476,-0.41211230,0.92117496,-0.96422713,0.94085927,-0.22720894,0.04368766,-0.05926489,1.31716042,-1.71730662
-5.40570285,3.66801998,-3.63356109,0.04180348,-0.02610990,0.54945680,-0.38674692,1.15661262,-1.53626258,0.11638464,-0.40360860,0.92465093,-0.94752993,0.95354128,-0.21320610,0.04383072,-0.05762931,1.27796158,-1.66789591
-5.39969985,3.64394874,-3.52419067,0.04317008,-0.02491007,0.55950726,-0.37321202,1.10537720,-1.47033668,0.11653993,-0.39679124,0.93602589,-0.93407323,0.96631594,-0.20039668,0.04426626,-0.05630436,1.24876291,-1.62235384
-5.39369685,3.63852678,-3.42696765,0.04450307,-0.02392437,0.57064998,-0.36194384,1.06402877,-1.40500238,0.11769907,-0.39160084,0.95572006,-0.92461920,0.97910192,-0.18887246,0.04500193,-0.05527255,1.22999104,-1.58105196
-5.38769385,3.65209705,-3.34291799,0.04579140,-0.02313765,0.58290385,-0.35320896,1.03273966,-1.34113631,0.11988231,-0.38796400,0.98397743,-0.91991652,0.99180171,-0.17871040,0.04604032,-0.05451208,1.22184931,-1.54433545
-5.38169085,3.68456055,-3.27294698,0.04702418,-0.02253239,0.59625292,-0.34724955,1.01145644,-1.27960954,0.12309036,-0.38579338,1.02084785,-0.92067272,1.00430079,-0.16997104,0.04737875,-0.05399734,1.22431325,-1.51250730
-5.37568784,3.73536608,-3.21779695,0.04819078,-0.02208920,0.61064166,-0.34427477,0.99990653,-1.22125984,0.12730340,-0.38498738,1.06617295,-0.92752598,1.01646655,-0.16269693,0.04900922,-0.05369937,1.23713068,-1.48581174
-5.36968484,3.80350876,-3.17800510,0.04928091,-0.02178732,0.62597107,-0.34445223,0.99760910,-1.16686480,0.13248064,-0.38542967,1.11957646,-0.94101707,1.02814706,-0.15691127,0.05091840,-0.05358645,1.25982625,-1.46441794
-5.36368184,3.88753806,-3.15386371,0.05028457,-0.02160505,0.64209583,-0.34789975,1.00388980,-1.11711653,0.13856026,-0.38698865,1.18045985,-0.96156252,1.03917005,-0.15261665,0.05308768,-0.05362463,1.29171047,-1.44840475
-5.35767884,3.98557565,-3.14538471,0.05119208,-0.02152019,0.65882273,-0.35467784,1.01789922,-1.07259914,0.14545986,-0.38951715,1.24800379,-0.98943000,1.04934221,-0.14979408,0.05549330,-0.05377830,1.33189296,-1.43774755
-5.35167584,4.09534378,-3.15227070,0.05199406,-0.02151046,0.67591088,-0.36478305,1.03863442,-1.03376956,0.15307748,-0.39285239,1.32117615,-1.02471680,1.05844922,-0.14840235,0.05810652,-0.05401087,1.37929991,-1.43230786
-5.34567284,4.21420433,-3.17389406,0.05268142,-0.02155388,0.69307370,-0.37814270,1.06496357,-1.00094240,0.16129303,-0.39681656,1.39874680,-1.06733239,1.06625684,-0.14837776,0.06089395,-0.05428535,1.43269557,-1.43182651
