energy_ev,total_up,C_s_up,C_p_up,Hf_p_up,Hf_d_up,Ni_p_up,Ni_d_up,Se_s_up,Se_p_up
-5.75987994,1.65170290,0.00487982,0.02156481,0.32708561,0.21293544,0.71299328,0.43590906,0.00452641,1.15221259
-5.75387694,1.65178140,0.00434049,0.02254076,0.31923330,0.21432864,0.71084946,0.43867702,0.00472452,1.15250766
-5.74787394,1.65798785,0.00388042,0.02361176,0.31282064,0.21613273,0.71061793,0.44458980,0.00495474,1.15650007
-5.74187094,1.67026026,0.00349463,0.02477613,0.30781917,0.21837454,0.71219445,0.45363351,0.00521642,1.16410361
-5.73586793,1.68843573,0.00317768,0.02603032,0.30417552,0.22106641,0.71542721,0.46577606,0.00550856,1.17516140
-5.72986493,1.71226988,0.00292389,0.02736907,0.30181588,0.22420715,0.72012655,0.48097410,0.00582995,1.18946026
-5.72386193,1.74145862,0.00272752,0.02878555,0.30065075,0.22778376,0.72607589,0.49917977,0.00617910,1.20674682
-5.71785893,1.77566091,0.00258295,0.03027159,0.30057984,0.23177345,0.73304346,0.52034672,0.00655433,1.22674463
-5.71185593,1.81452117,0.00248477,0.03181792,0.30149685,0.23614605,0.74079401,0.54443523,0.00695378,1.24917102
-5.70585293,1.85769010,0.00242793,0.03341446,0.30329394,0.24086650,0.74910006,0.57141587,0.00737538,1.27375305
-5.69984992,1.90484232,0.00240773,0.03505052,0.30586567,0.24589729,0.75775191,0.60127161,0.00781693,1.30024119
-5.69384692,1.95569000,0.00241993,0.03671508,0.30911221,0.25120057,0.76656597,0.63399802,0.00827602,1.32842021
-5.68784392,2.00999123,0.00246068,0.03839698,0.31294183,0.25673992,0.77539098,0.66960142,0.00875008,1.35811633
-5.68184092,2.06755268,0.00252656,0.04008513,0.31727228,0.26248155,0.78411160,0.70809500,0.00923635,1.38920029
-5.67583792,2.12822635,0.00261454,0.04176856,0.32203139,0.26839490,0.79264951,0.74949301,0.00973184,1.42158605
-5.66983492,2.19190033,0.00272191,0.04343657,0.32715659,0.27445256,0.80096168,0.79380306,0.01023333,1.45522526
-5.66383192,2.25848437,0.00284624,0.04507872,0.33259364,0.28062963,0.80903626,0.84101708,0.01073734,1.49009774
-5.65782891,2.32789097,0.00298531,0.04668482,0.33829454,0.28690247,0.81688621,0.89110117,0.01124007,1.52619864
-5.65182591,2.40001331,0.00313706,0.04824489,0.34421494,0.29324706,0.82454124,0.94398505,0.01173746,1.56352312
-5.64582291,2.47470154,0.00329950,0.04974906,0.35031113,0.29963706,0.83203853,0.99955154,0.01222510,1.60204956
-5.63981991,2.55173899,0.00347066,0.05118750,0.35653690,0.30604171,0.83941298,1.05762684,0.01269830,1.64172242
-5.63381691,2.63082003,0.00364853,0.05255034,0.36284048,0.31242387,0.84668748,1.11797218,0.01315206,1.68243597
-5.62781391,2.71153125,0.00383101,0.05382756,0.36916185,0.31873824,0.85386407,1.18027749,0.01358113,1.72401994
-5.62181091,2.79333729,0.00401587,0.05500897,0.37543052,0.32493006,0.86091636,1.24415751,0.01398007,1.76622822
-5.61580790,2.87557278,0.00420076,0.05608420,0.38156405,0.33093427,0.86778381,1.30915090,0.01434333,1.80873146
-5.60980490,2.95744099,0.00438314,0.05704271,0.38746743,0.33667542,0.87436826,1.37472257,0.01466533,1.85111407
-5.60380190,3.03801984,0.00456035,0.05787389,0.39303335,0.34206826,0.88053297,1.44026923,0.01494059,1.89287620
-5.59779890,3.11627530,0.00472958,0.05856719,0.39814346,0.34701898,0.88610409,1.50512839,0.01516385,1.93344061
-5.59179590,3.19108170,0.00488797,0.05911229,0.40267051,0.35142728,0.89087469,1.56859029,0.01533024,1.97216428
-5.58579290,3.26124835,0.00503259,0.05949935,0.40648134,0.35518895,0.89461101,1.62991254,0.01543537,2.00835425
-5.57978989,3.32555103,0.00516056,0.05971922,0.40944060,0.35819893,0.89706060,1.68833692,0.01547554,2.04128707
-5.57378689,3.38276729,0.00526911,0.05976379,0.41141496,0.36035480,0.89796195,1.74310759,0.01544785,2.07023071
-5.56778389,3.43171354,0.00535564,0.05962623,0.41227763,0.36156033,0.89705497,1.79349007,0.01535032,2.09446813
-5.56178089,3.47128250,0.00541783,0.05930131,0.41191300,0.36172911,0.89409193,1.83879021,0.01518202,2.11332118
-5.55577789,3.50047895,0.00545369,0.05878566,0.41022112,0.36078789,0.88884813,1.87837218,0.01494312,2.12617373
-5.54977489,3.51845244,0.00546168,0.05807801,0.40712182,0.35867966,0.88113183,1.91167500,0.01463499,2.13249309
-5.54377189,3.52452524,0.00544071,0.05717943,0.40255822,0.35536607,0.87079303,1.93822672,0.01426016,2.13184848
-5.53776888,3.51821439,0.00539026,0.05609343,0.39649957,0.35082939,0.85773049,1.95765579,0.01382231,2.12392601
-5.53176588,3.49924706,0.00531035,0.05482605,0.38894312,0.34507359,0.84189699,1.96969919,0.01332625,2.10853942
-5.52576288,3.46756855,0.00520160,0.05338592,0.37991507,0.33812477,0.82330236,1.97420716,0.01277777,2.08563624
-5.51975988,3.42334292,0.00506521,0.05178412,0.36947049,0.33003077,0.80201436,1.97114419,0.01218353,2.05529934
-5.51375688,3.36694636,0.00490294,0.05003415,0.35769225,0.32086005,0.77815749,1.96058681,0.01155092,2.01774380
-5.50775388,3.29895402,0.00471704,0.04815165,0.34468898,0.31069998,0.75190971,1.94271793,0.01088784,1.97330965
-5.50175088,3.22012099,0.00451024,0.04615424,0.33059221,0.29965444,0.72349745,1.91781862,0.01020252,1.92245079
-5.49574787,3.13135873,0.00428561,0.04406112,0.31555282,0.28784116,0.69318922,1.88625742,0.00950332,1.86572094
-5.48974487,3.03370808,0.00404654,0.04189281,0.29973692,0.27538858,0.66128801,1.84847815,0.00879850,1.80375721
-5.48374187,2.92831029,0.00379660,0.03967076,0.28332146,0.26243270,0.62812314,1.80498652,0.00809606,1.73726238
-5.47773887,2.81637728,0.00353946,0.03741699,0.26648957,0.24911385,0.59404163,1.75633642,0.00740352,1.66698640
-5.47173587,2.69916268,0.00327878,0.03515369,0.24942609,0.23557359,0.55939978,1.70311643,0.00672781,1.59370823
-5.46573287,2.57793447,0.00301816,0.03290292,0.23231320,0.22195185,0.52455501,1.64593699,0.00607508,1.51821850
-5.45972986,2.45395037,0.00276103,0.03068623,0.21532645,0.20838439,0.48985850,1.58541878,0.00545065,1.44130375
-5.45372686,2.32843666,0.00251058,0.02852443,0.19863140,0.19500068,0.45564867,1.52218266,0.00485891,1.36373262
-5.44772386,2.20257085,0.00226974,0.02643730,0.18238067,0.18192219,0.42224575,1.45684121,0.00430333,1.28624437
-5.44172086,2.07746828,0.00204109,0.02444339,0.16671186,0.16926111,0.38994755,1.38999211,0.00378639,1.20953982
-5.43571786,1.95417288,0.00182691,0.02255990,0.15174604,0.15711955,0.35902639,1.32221324,0.00330970,1.13427481
-5.42971486,1.83365141,0.00162914,0.02080255,0.13758692,0.14558911,0.32972714,1.25405930,0.00287397,1.06105586
-5.42371186,1.71679105,0.00144938,0.01918550,0.12432072,0.13475076,0.30226635,1.18605977,0.00247913,0.99043795
-5.41770885,1.60439942,0.00128892,0.01772133,0.11201659,0.12467505,0.27683223,1.11871787,0.00212442,0.92292398
-5.41170585,1.49720652,0.00114882,0.01642099,0.10072743,0.11542243,0.25358535,1.05251013,0.00180848,0.85896548
-5.40570285,1.39586768,0.00102986,0.01529381,0.09049120,0.10704373,0.23265979,0.98788633,0.00152947,0.79896407
-5.39969985,1.30096686,0.00093267,0.01434749,0.08133238,0.09958064,0.21416463,0.92526928,0.00128518,0.74327341
-5.39369685,1.21301959,0.00085772,0.01358808,0.07326365,0.09306613,0.19818548,0.86505442,0.00107311,0.69220090
-5.38769385,1.13247497,0.00080539,0.01301993,0.06628749,0.08752478,0.18478581,0.80760874,0.00089061,0.64600911
-5.38169085,1.05971627,0.00077596,0.01264567,0.06039781,0.08297294,0.17400811,0.75326905,0.00073493,0.60491632
-5.37568784,0.99505995,0.00076969,0.01246608,0.05558128,0.07941869,0.16587453,0.70233951,0.00060334,0.56909626
-5.36968484,0.93875285,0.00078678,0.01248006,0.05181852,0.07686168,0.16038704,0.65508836,0.00049316,0.53867672
-5.36368184,0.89096781,0.00082742,0.01268447,0.04908495,0.07529275,0.15752712,0.61174409,0.00040182,0.51373726
-5.35767884,0.85179783,0.00089174,0.01307401,0.04735127,0.07469337,0.15725479,0.57249114,0.00032692,0.49430594
-5.35167584,0.82124925,0.00097979,0.01364112,0.04658374,0.07503513,0.15950739,0.53746539,0.00026622,0.48035549
-5.34567284,0.79923447,0.00109152,0.01437588,0.04674400,0.07627909,0.16419787,0.50674976,0.00021771,0.47179907
-5.33966983,0.78556488,0.00122674,0.01526591,0.04778878,0.07837522,0.17121304,0.48037026,0.00017957,0.46848607
-5.33366683,0.77994462,0.00138505,0.01629638,0.04966933,0.08126205,0.18041184,0.45829268,0.00015018,0.47019846
-5.32766383,0.78196591,0.00156577,0.01745007,0.05233075,0.08486643,0.19162383,0.44042046,0.00012815,0.47664791
-5.32166083,0.79110672,0.00176792,0.01870743,0.05571136,0.08910368,0.20464826,0.42659376,0.00011226,0.48747435
-5.31565783,0.80673126,0.00199015,0.02004690,0.05974205,0.09387809,0.21925376,0.41659012,0.00010147,0.50224627
-5.30965483,0.82809389,0.00223068,0.02144511,0.06434587,0.09908379,0.23517909,0.41012694,0.00009490,0.52046306
-5.30365183,0.85434686,0.00248727,0.02287740,0.06943790,0.10460611,0.25213485,0.40686562,0.00009184,0.54155980
-5.29764882,0.88455189,0.00275724,0.02431827,0.07492546,0.11032340,0.26980649,0.40641760,0.00009167,0.56491442
-5.29164582,0.91769594,0.00303739,0.02574204,0.08070868,0.11610926,0.28785857,0.40835226,0.00009393,0.58985754
-5.28564282,0.95271051,0.00332409,0.02712349,0.08668160,0.12183516,0.30594030,0.41220622,0.00009823,0.61568462
-5.27963982,0.98849452,0.00361330,0.02843868,0.09273370,0.12737342,0.32369226,0.41749418,0.00010428,0.64167039
-5.27363682,1.02393976,0.00390062,0.02966566,0.09875195,0.13260040,0.34075411,0.42372072,0.00011189,0.66708499
-5.26763382,1.05795842,0.00418140,0.03078530,0.10462314,0.13739982,0.35677318,0.43039282,0.00012092,0.69121152
-5.26163082,1.08951154,0.00445080,0.03178209,0.11023675,0.14166606,0.37141353,0.43703265,0.00013129,0.71336424
-5.25562781,1.11763746,0.00470397,0.03264479,0.11548786,0.14530734,0.38436513,0.44319008,0.00014302,0.73290687
-5.24962481,1.14147912,0.00493616,0.03336711,0.12028035,0.14824869,0.39535296,0.44845468,0.00015615,0.74927017
-5.24362181,1.16030906,0.00514283,0.03394823,0.12453001,0.15043439,0.40414540,0.45246654,0.00017079,0.76196823
-5.23761881,1.17355116,0.00531984,0.03439310,0.12816748,0.15183003,0.41056179,0.45492559,0.00018709,0.77061256
-5.23161581,1.18079805,0.00546352,0.03471274,0.13114091,0.15242391,0.41447855,0.45559912,0.00020527,0.77492367
-5.22561281,1.18182354,0.00557087,0.03492419,0.13341815,0.15222775,0.41583380,0.45432703,0.00022556,0.77473930
-5.21960980,1.17658935,0.00563958,0.03505036,0.13498841,0.15127669,0.41463008,0.45102491,0.00024826,0.77001920
-5.21360680,1.16524592,0.00566818,0.03511965,0.13586312,0.14962855,0.41093509,0.44568448,0.00027367,0.76084606
-5.20760380,1.14812711,0.00565604,0.03516541,0.13607616,0.14736238,0.40488033,0.43837172,0.00030214,0.74742258
-5.20160080,1.12573897,0.00560340,0.03522516,0.13568316,0.14457628,0.39665770,0.42922255,0.00033403,0.73006479
-5.19559780,1.09874304,0.00551141,0.03533969,0.13476010,0.14138466,0.38651420,0.41843640,0.00036970,0.70919186
-5.18959480,1.06793476,0.00538200,0.03555195,0.13340101,0.13791500,0.37474479,0.40626786,0.00040951,0.68531286
-5.18359180,1.03421778,0.00521789,0.03590594,0.13171502,0.13430417,0.36168384,0.39301680,0.00045383,0.65901085
-5.17758879,0.99857532,0.00502246,0.03644537,0.12982276,0.13069448,0.34769535,0.37901733,0.00050299,0.63092513
-5.17158579,0.96203930,0.00479964,0.03721234,0.12785224,0.12722963,0.33316239,0.36462608,0.00055729,0.60173213
-5.16558279,0.92565874,0.00455376,0.03824604,0.12593444,0.12405064,0.31847609,0.35021018,0.00061703,0.57212568
-5.15957979,0.89046826,0.00428946,0.03958136,0.12419867,0.12129184,0.30402457,0.33613533,0.00068242,0.54279741
-5.15357679,0.85745772,0.00401148,0.04124769,0.12276794,0.11907717,0.29018217,0.32275450,0.00075366,0.51441784
-5.14757379,0.82754419,0.00372457,0.04326775,0.12175448,0.11751683,0.27729938,0.31039748,0.00083090,0.48761872
-5.14157079,0.80154677,0.00343335,0.04565654,0.12125565,0.11670428,0.26569365,0.29936157,0.00091424,0.46297718
-5.13556778,0.78016515,0.00314217,0.04842055,0.12135032,0.11671380,0.25564148,0.28990381,0.00100374,0.44100202
-5.12956478,0.76396232,0.00285504,0.05155712,0.12209589,0.11759865,0.24737182,0.28223465,0.00109942,0.42212248
-5.12356178,0.75335188,0.00257551,0.05505405,0.12352605,0.11938971,0.24106110,0.27651343,0.00120129,0.40667960
-5.11755878,0.74858999,0.00230667,0.05888947,0.12564945,0.12209489,0.23682988,0.27284549,0.00130932,0.39492040
-5.11155578,0.74977222,0.00205105,0.06303201,0.12844917,0.12569900,0.23474114,0.27128106,0.00142348,0.38699481
-5.10555278,0.75683503,0.00181067,0.06744125,0.13188320,0.13016436,0.23480030,0.27181575,0.00154371,0.38295527
-5.09954977,0.76956184,0.00158698,0.07206844,0.13588575,0.13543194,0.23695682,0.27439256,0.00166996,0.38275905
-5.09354677,0.78759320,0.00138093,0.07685750,0.14036948,0.14142305,0.24110737,0.27890540,0.00180219,0.38627292
-5.08754377,0.81044090,0.00119301,0.08174632,0.14522850,0.14804158,0.24710039,0.28520374,0.00194032,0.39328016
-5.08154077,0.83750529,0.00102326,0.08666819,0.15034202,0.15517663,0.25474193,0.29309842,0.00208428,0.40348954
-5.07553777,0.86809550,0.00087136,0.09155353,0.15557854,0.16270556,0.26380255,0.30236832,0.00223396,0.41654610
-5.06953477,0.90145181,0.00073668,0.09633167,0.16080047,0.17049736,0.27402514,0.31276778,0.00238920,0.43204341
-5.06353177,0.93676965,0.00061835,0.10093272,0.16586892,0.17841619,0.28513330,0.32403445,0.00254977,0.44953694
-5.05752876,0.97322438,0.00051530,0.10528946,0.17064850,0.18632508,0.29684024,0.33589751,0.00271535,0.46855824
-5.05152576,1.00999631,0.00042635,0.10933922,0.17501208,0.19408966,0.30885766,0.34808589,0.00288546,0.48862957
-5.04552276,1.04629510,0.00035022,0.11302557,0.17884503,0.20158177,0.32090463,0.36033640,0.00305949,0.50927844
-5.03951976,1.08138286,0.00028563,0.11629991,0.18204918,0.20868292,0.33271595,0.37240142,0.00323663,0.53005182
-5.03351676,1.11459521,0.00023130,0.11912279,0.18454597,0.21528748,0.34404982,0.38405605,0.00341587,0.55052934
-5.02751376,1.14535960,0.00018597,0.12146496,0.18627896,0.22130541,0.35469461,0.39510435,0.00359594,0.57033525
-5.02151076,1.17321027,0.00014849,0.12330815,0.18721543,0.22666455,0.36447433,0.40538462,0.00377537,0.58914856
-5.01550775,1.19779941,0.00011775,0.12464547,0.18734714,0.23131239,0.37325276,0.41477338,0.00395245,0.60671098
-5.00950475,1.21890397,0.00009276,0.12548156,0.18669018,0.23521716,0.38093600,0.42318799,0.00412525,0.62283244
-5.00350175,1.23642794,0.00007264,0.12583235,0.18528394,0.23836827,0.38747333,0.43058775,0.00429169,0.63739373
-4.99749875,1.25040009,0.00005659,0.12572454,0.18318935,0.24077612,0.39285637,0.43697339,0.00444956,0.65034629
-4.99149575,1.26096700,0.00004394,0.12519484,0.18048635,0.24247121,0.39711660,0.44238507,0.00459658,0.66170902
-4.98549275,1.26838203,0.00003410,0.12428894,0.17727094,0.24350260,0.40032125,0.44689870,0.00473051,0.67156216
-4.97948974,1.27299034,0.00002658,0.12306036,0.17365172,0.24393584,0.40256784,0.45062102,0.00484924,0.68003862
-4.97348674,1.27521086,0.00002099,0.12156912,0.16974631,0.24385039,0.40397755,0.45368342,0.00495087,0.68731290
-4.96748374,1.27551588,0.00001701,0.11988044,0.16567779,0.24333670,0.40468771,0.45623478,0.00503382,0.69358832
-4.96148074,1.27440923,0.00001440,0.11806337,0.16157118,0.24249290,0.40484387,0.45843378,0.00509695,0.69908301
-4.95547774,1.27240406,0.00001297,0.11618951,0.15755042,0.24142160,0.40459163,0.46044093,0.00513963,0.70401531
-4.94947474,1.27000126,0.00001262,0.11433179,0.15373573,0.24022646,0.40406883,0.46241073,0.00516188,0.70858944
-4.94347174,1.26766955,0.00001330,0.11256346,0.15024165,0.23900911,0.40339830,0.46448436,0.00516437,0.71298206
-4.93746873,1.26582809,0.00001499,0.11095721,0.14717578,0.23786628,0.40268168,0.46678323,0.00514852,0.71733045
-4.93146573,1.26483260,0.00001776,0.10958447,0.14463821,0.23688730,0.40199451,0.46940382,0.00511652,0.72172295
-4.92546273,1.26496544,0.00002170,0.10851496,0.14272179,0.23615222,0.40138286,0.47241394,0.00507132,0.72619218
-4.91945973,1.26643021,0.00002696,0.10781631,0.14151300,0.23573039,0.40086171,0.47585068,0.00501660,0.73071140
-4.91345673,1.26935089,0.00003372,0.10755398,0.14109348,0.23567968,0.40041509,0.47972014,0.00495668,0.73519432
-4.90745373,1.27377556,0.00004223,0.10779118,0.14154195,0.23604628,0.39999802,0.48399890,0.00489650,0.73949817
-4.90145073,1.27968415,0.00005275,0.10858891,0.14293641,0.23686506,0.39954009,0.48863710,0.00484141,0.74343022
-4.89544772,1.28699980,0.00006561,0.11000601,0.14535644,0.23816043,0.39895052,0.49356297,0.00479708,0.74675705
-4.88944472,1.29560278,0.00008115,0.11209908,0.14888522,0.23994752,0.39812431,0.49868847,0.00476932,0.74921639
-4.88344172,1.30534616,0.00009976,0.11492238,0.15361119,0.24223363,0.39694937,0.50391566,0.00476388,0.75053063
-4.87743872,1.31607190,0.00012185,0.11852738,0.15962898,0.24501975,0.39531390,0.50914339,0.00478628,0.75042147
-4.87143572,1.32762644,0.00014784,0.12296215,0.16703946,0.24830203,0.39311390,0.51427390,0.00484157,0.74862490
-4.86543272,1.33987450,0.00017816,0.12827036,0.17594877,0.25207305,0.39026021,0.51921889,0.00493415,0.74490556
-4.85942971,1.35271021,0.00021324,0.13448994,0.18646601,0.25632271,0.38668483,0.52390465,0.00506761,0.73906994
-4.85342671,1.36606471,0.00025346,0.14165135,0.19869979,0.26103870,0.38234600,0.52827598,0.00524448,0.73097765
-4.84742371,1.37990969,0.00029920,0.14977555,0.21275340,0.26620645,0.37723199,0.53229869,0.00546618,0.72055016
-4.84142071,1.39425661,0.00035074,0.15887160,0.22871886,0.27180860,0.37136317,0.53596042,0.00573281,0.70777675
-4.83541771,1.40915163,0.00040832,0.16893414,0.24666998,0.27782382,0.36479253,0.53927003,0.00604312,0.69271731
-4.82941471,1.42466655,0.00047206,0.17994066,0.26665469,0.28422543,0.35760435,0.54225534,0.00639443,0.67550201
-4.82341171,1.44088659,0.00054195,0.19184891,0.28868697,0.29097947,0.34991142,0.54495977,0.00678268,0.65632799
-4.81740870,1.45789570,0.00061787,0.20459454,0.31273888,0.29804281,0.34185078,0.54743787,0.00720242,0.63545316
-4.81140570,1.47576063,0.00069951,0.21808903,0.33873308,0.30536119,0.33357833,0.54975028,0.00764696,0.61318787
-4.80540270,1.49451492,0.00078643,0.23221838,0.36653638,0.31286758,0.32526259,0.55195849,0.00810847,0.58988450
-4.79939970,1.51414402,0.00087797,0.24684242,0.39595482,0.32048086,0.31707806,0.55411975,0.00857819,0.56592599
-4.79339670,1.53457284,0.00097332,0.26179517,0.42673065,0.32810529,0.30919837,0.55628247,0.00904666,0.54171353
-4.78739370,1.55565655,0.00107148,0.27688620,0.45854181,0.33563058,0.30178973,0.55848259,0.00950396,0.51765425
-4.78139070,1.57717560,0.00117129,0.29190312,0.49100394,0.34293298,0.29500487,0.56074092,0.00994001,0.49414924
-4.77538769,1.59883541,0.00127142,0.30661526,0.52367538,0.34987721,0.28897792,0.56306180,0.01034485,0.47158248
-4.76938469,1.62027098,0.00137044,0.32077845,0.55606501,0.35631932,0.28382016,0.56543304,0.01070898,0.45031097
-4.76338169,1.64105613,0.00146680,0.33414079,0.58764291,0.36211047,0.27961705,0.56782698,0.01102361,0.43065627
-4.75737869,1.66071715,0.00155891,0.34644931,0.61785351,0.36710130,0.27642640,0.57020269,0.01128098,0.41289768
-4.75137569,1.67874989,0.00164517,0.35745721,0.64613088,0.37114689,0.27427777,0.57250894,0.01147456,0.39726697
-4.74537269,1.69463937,0.00172399,0.36693139,0.67191554,0.37411199,0.27317294,0.57468767,0.01159933,0.38394480
-4.73936968,1.70788078,0.00179387,0.37466009,0.69467212,0.37587627,0.27308738,0.57667765,0.01165188,0.37305844
-4.73336668,1.71800059,0.00185344,0.38046018,0.71390712,0.37633934,0.27397248,0.57841797,0.01163057,0.36468087
-4.72736368,1.72457655,0.00190150,0.38418376,0.72918599,0.37542521,0.27575842,0.57985113,0.01153555,0.35883102
-4.72136068,1.72725546,0.00193707,0.38572392,0.74014871,0.37308612,0.27835736,0.58092542,0.01136879,0.35547492
-4.71535768,1.72576778,0.00195940,0.38501917,0.74652325,0.36930529,0.28166695,0.58159641,0.01113401,0.35452761
-4.70935468,1.71993831,0.00196804,0.38205654,0.74813607,0.36409874,0.28557372,0.58182758,0.01083659,0.35585582
-4.70335168,1.70969257,0.00196281,0.37687302,0.74491936,0.35751583,0.28995655,0.58159000,0.01048339,0.35928119
-4.69734867,1.69505871,0.00194385,0.36955542,0.73691465,0.34963866,0.29468981,0.58086122,0.01008261,0.36458411
-4.69134567,1.67616517,0.00191158,0.36023851,0.72427253,0.34058039,0.29964637,0.57962353,0.00964349,0.37150808
-4.68534267,1.65323445,0.00186673,0.34910171,0.70724871,0.33048245,0.30470028,0.57786190,0.00917617,0.37976476
-4.67933967,1.62657379,0.00181028,0.33636429,0.68619644,0.31951094,0.30972927,0.57556185,0.00869137,0.38903959
-4.67333667,1.59656343,0.00174346,0.32227949,0.66155600,0.30785231,0.31461704,0.57270758,0.00820018,0.39899811
-4.66733367,1.56364350,0.00166771,0.30712773,0.63384147,0.29570862,0.31925536,0.56928059,0.00771379,0.40929299
-4.66133067,1.52830042,0.00158460,0.29120917,0.60362575,0.28329256,0.32354612,0.56525912,0.00724332,0.41957157
-4.65532766,1.49105367,0.00149586,0.27483611,0.57152434,0.27082234,0.32740322,0.56061857,0.00679956,0.42948410
-4.64932466,1.45244368,0.00140327,0.25832535,0.53817883,0.25851695,0.33075443,0.55533294,0.00639282,0.43869220
-4.64332166,1.41302147,0.00130868,0.24199091,0.50424062,0.24659150,0.33354314,0.54937729,0.00603277,0.44687765
