energy_ev,total_up,Ge_p_up,Ge_d_up,S_s_up,S_p_up,Zr_p_up,Zr_d_up
-6.00000000,0.00352451,0.00151769,0.00000000,0.00000178,0.00064212,0.00096306,0.00108515
-5.99399700,0.00372813,0.00159801,0.00000000,0.00000245,0.00069554,0.00099821,0.00116012
-5.98799400,0.00417378,0.00178158,0.00000000,0.00000334,0.00079475,0.00109682,0.00131090
-5.98199100,0.00489275,0.00208136,0.00000000,0.00000453,0.00094640,0.00126604,0.00154780
-5.97598799,0.00592624,0.00251446,0.00000000,0.00000609,0.00115908,0.00151545,0.00188426
-5.96998499,0.00732626,0.00310251,0.00000000,0.00000813,0.00144347,0.00185728,0.00233715
-5.96398199,0.00915658,0.00387207,0.00000000,0.00001078,0.00181260,0.00230659,0.00292703
-5.95797899,0.01149338,0.00485482,0.00000000,0.00001419,0.00228199,0.00288139,0.00367838
-5.95197599,0.01442585,0.00608782,0.00000000,0.00001855,0.00286972,0.00360270,0.00461978
-5.94597299,0.01805643,0.00761355,0.00000000,0.00002407,0.00359660,0.00449459,0.00578392
-5.93996998,0.02250064,0.00947979,0.00000000,0.00003101,0.00448609,0.00558401,0.00720760
-5.93396698,0.02788656,0.01173937,0.00000000,0.00003967,0.00556427,0.00690057,0.00893149
-5.92796398,0.03435371,0.01444956,0.00000000,0.00005037,0.00685964,0.00847619,0.01099973
-5.92196098,0.04205127,0.01767133,0.00000000,0.00006352,0.00840285,0.01034453,0.01345937
-5.91595798,0.05113563,0.02146819,0.00000000,0.00007951,0.01022620,0.01254027,0.01635948
-5.90995498,0.06176718,0.02590477,0.00000000,0.00009882,0.01236314,0.01509822,0.01975011
-5.90395198,0.07410631,0.03104504,0.00000000,0.00012194,0.01484747,0.01805219,0.02368095
-5.89794897,0.08830860,0.03695023,0.00000000,0.00014940,0.01771248,0.02143377,0.02819971
-5.89194597,0.10451930,0.04367642,0.00000000,0.00018172,0.02098991,0.02527086,0.03335036
-5.88594297,0.12286723,0.05127190,0.00000000,0.00021946,0.02470879,0.02958613,0.03917104
-5.87993997,0.14345806,0.05977438,0.00000000,0.00026313,0.02889415,0.03439537,0.04569198
-5.87393697,0.16636746,0.06920804,0.00000000,0.00031324,0.03356568,0.03970589,0.05293319
-5.86793397,0.19163408,0.07958067,0.00000000,0.00037022,0.03873635,0.04551487,0.06090226
-5.86193097,0.21925285,0.09088092,0.00000000,0.00043444,0.04441106,0.05180794,0.06959224
-5.85592796,0.24916879,0.10307584,0.00000000,0.00050614,0.05058532,0.05855791,0.07897971
-5.84992496,0.28127174,0.11610891,0.00000000,0.00058546,0.05724414,0.06572385,0.08902319
-5.84392196,0.31539232,0.12989857,0.00000000,0.00067237,0.06436106,0.07325052,0.09966198
-5.83791896,0.35129941,0.14433755,0.00000000,0.00076666,0.07189744,0.08106830,0.11081556
-5.83191596,0.38869952,0.15929295,0.00000000,0.00086791,0.07980213,0.08909357,0.12238356
-5.82591296,0.42723814,0.17460732,0.00000000,0.00097552,0.08801140,0.09722975,0.13424653
-5.81990995,0.46650337,0.19010062,0.00000000,0.00108863,0.09644936,0.10536880,0.14626732
-5.81390695,0.50603176,0.20557323,0.00000000,0.00120616,0.10502878,0.11339337,0.15829336
-5.80790395,0.54531643,0.22080987,0.00000000,0.00132685,0.11365226,0.12117942,0.17015951
-5.80190095,0.58381727,0.23558436,0.00000000,0.00144918,0.12221393,0.12859932,0.18169170
-5.79589795,0.62097290,0.24966509,0.00000000,0.00157148,0.13060145,0.13552523,0.19271110
-5.78989495,0.65621427,0.26282111,0.00000000,0.00169195,0.13869839,0.14183279,0.20303871
-5.78389195,0.68897912,0.27482843,0.00000000,0.00180865,0.14638687,0.14740486,0.21250021
-5.77788894,0.71872716,0.28547650,0.00000000,0.00191962,0.15355036,0.15213517,0.22093099
-5.77188594,0.74495510,0.29457448,0.00000000,0.00202288,0.16007663,0.15593177,0.22818099
-5.76588294,0.76721120,0.30195714,0.00000000,0.00211653,0.16586071,0.15872009,0.23411933
-5.75987994,0.78510865,0.30749007,0.00000000,0.00219877,0.17080769,0.16044554,0.23863839
-5.75387694,0.79833733,0.31107402,0.00000000,0.00226800,0.17483539,0.16107542,0.24165735
-5.74787394,0.80667348,0.31264826,0.00000000,0.00232285,0.17787678,0.16060018,0.24312482
-5.74187094,0.80998691,0.31219267,0.00000000,0.00236225,0.17988192,0.15903388,0.24302073
-5.73586793,0.80824557,0.30972866,0.00000000,0.00238544,0.18081961,0.15641393,0.24135718
-5.72986493,0.80151726,0.30531883,0.00000000,0.00239203,0.18067844,0.15280007,0.23817834
-5.72386193,0.78996860,0.29906543,0.00000000,0.00238203,0.17946744,0.14827268,0.23355950
-5.71785893,0.77386123,0.29110766,0.00000000,0.00235581,0.17721616,0.14293049,0.22760512
-5.71185593,0.75354565,0.28161807,0.00000000,0.00231416,0.17397420,0.13688784,0.22044629
-5.70585293,0.72945290,0.27079818,0.00000000,0.00225821,0.16981036,0.13027164,0.21223741
-5.69984992,0.70208459,0.25887351,0.00000000,0.00218947,0.16481130,0.12321812,0.20315259
-5.69384692,0.67200161,0.24608836,0.00000000,0.00210974,0.15907980,0.11586957,0.19338159
-5.68784392,0.63981219,0.23270034,0.00000000,0.00202109,0.15273283,0.10837115,0.18312580
-5.68184092,0.60615952,0.21897519,0.00000000,0.00192581,0.14589929,0.10086802,0.17259416
-5.67583792,0.57170968,0.20518172,0.00000000,0.00182634,0.13871767,0.09350269,0.16199932
-5.66983492,0.53713998,0.19158725,0.00000000,0.00172527,0.13133366,0.08641285,0.15155410
-5.66383192,0.50312817,0.17845362,0.00000000,0.00162522,0.12389772,0.07972957,0.14146826
-5.65782891,0.47034263,0.16603367,0.00000000,0.00152881,0.11656281,0.07357597,0.13194579
-5.65182591,0.43943378,0.15456842,0.00000000,0.00143865,0.10948213,0.06806626,0.12318256
-5.64582291,0.41102651,0.14428476,0.00000000,0.00135725,0.10280711,0.06330521,0.11536434
-5.63981991,0.38571378,0.13539352,0.00000000,0.00128701,0.09668547,0.05938773,0.10866524
-5.63381691,0.36405094,0.12808801,0.00000000,0.00123015,0.09125954,0.05639882,0.10324626
-5.62781391,0.34655085,0.12254273,0.00000000,0.00118873,0.08666460,0.05441341,0.09925411
-5.62181091,0.33367923,0.11891209,0.00000000,0.00116458,0.08302740,0.05349629,0.09681995
-5.61580790,0.32585018,0.11732917,0.00000000,0.00115928,0.08046469,0.05370190,0.09605814
-5.60980490,0.32342148,0.11790424,0.00000000,0.00117415,0.07908183,0.05507384,0.09706475
-5.60380190,0.32668953,0.12072307,0.00000000,0.00121020,0.07897129,0.05764425,0.09991596
-5.59779890,0.33588377,0.12584488,0.00000000,0.00126814,0.08021111,0.06143284,0.10466606
-5.59179590,0.35116056,0.13330010,0.00000000,0.00134832,0.08286333,0.06644568,0.11134540
-5.58579290,0.37259656,0.14308782,0.00000000,0.00145072,0.08697223,0.07267381,0.11995798
-5.57978989,0.40018188,0.15517316,0.00000000,0.00157492,0.09256259,0.08009167,0.13047914
-5.57378689,0.43381327,0.16948481,0.00000000,0.00172009,0.09963789,0.08865553,0.14285320
-5.56778389,0.47328782,0.18591265,0.00000000,0.00188499,0.10817855,0.09830205,0.15699143
-5.56178089,0.51829767,0.20430609,0.00000000,0.00206791,0.11814036,0.10894707,0.17277044
-5.55577789,0.56842635,0.22447307,0.00000000,0.00226672,0.12945311,0.12048485,0.19003128
-5.54977489,0.62314728,0.24618011,0.00000000,0.00247889,0.14201965,0.13278781,0.20857935
-5.54377189,0.68182508,0.26915361,0.00000000,0.00270147,0.15571551,0.14570707,0.22818547
-5.53776888,0.74372020,0.29308259,0.00000000,0.00293116,0.17038910,0.15907376,0.24858811
-5.53176588,0.80799719,0.31762299,0.00000000,0.00316440,0.18586278,0.17270119,0.26949695
-5.52576288,0.87373689,0.34240352,0.00000000,0.00339736,0.20193472,0.18638798,0.29059784
-5.51975988,0.93995258,0.36703309,0.00000000,0.00362611,0.21838176,0.19992204,0.31155902
-5.51375688,1.00560992,0.39110962,0.00000000,0.00384667,0.23496316,0.21308541,0.33203854
-5.50775388,1.06965017,0.41423003,0.00000000,0.00405512,0.25142533,0.22565970,0.35169267
-5.50175088,1.13101614,0.43600097,0.00000000,0.00424774,0.26750737,0.23743206,0.37018503
-5.49574787,1.18868002,0.45605009,0.00000000,0.00442107,0.28294722,0.24820141,0.38719610
-5.48974487,1.24167197,0.47403716,0.00000000,0.00457206,0.29748842,0.25778462,0.40243260
-5.48374187,1.28910835,0.48966471,0.00000000,0.00469814,0.31088709,0.26602247,0.41563660
-5.47773887,1.33021845,0.50268756,0.00000000,0.00479731,0.32291884,0.27278495,0.42659361
-5.47173587,1.36436829,0.51292089,0.00000000,0.00486821,0.33338548,0.27797582,0.43513947
-5.46573287,1.39108055,0.52024632,0.00000000,0.00491011,0.34212104,0.28153604,0.44116566
-5.45972986,1.41004944,0.52461572,0.00000000,0.00492301,0.34899697,0.28344587,0.44462262
-5.45372686,1.42114981,0.52605244,0.00000000,0.00490754,0.35392617,0.28372570,0.44552103
-5.44772386,1.42443981,0.52464998,0.00000000,0.00486496,0.35686563,0.28243524,0.44393087
-5.44172086,1.42015701,0.52056792,0.00000000,0.00479711,0.35781763,0.27967132,0.43997824
-5.43571786,1.40870786,0.51402544,0.00000000,0.00470631,0.35682924,0.27556426,0.43384022
-5.42971486,1.39065099,0.50529251,0.00000000,0.00459527,0.35399027,0.27027295,0.42573773
-5.42371186,1.36667498,0.49467936,0.00000000,0.00446697,0.34942963,0.26397888,0.41592695
-5.41770885,1.33757163,0.48252448,0.00000000,0.00432454,0.34331028,0.25687943,0.40468963
-5.41170585,1.30420583,0.46918186,0.00000000,0.00417117,0.33582301,0.24918054,0.39232261
-5.40570285,1.26748347,0.45500795,0.00000000,0.00400997,0.32717926,0.24108935,0.37912718
-5.39969985,1.22831887,0.44034901,0.00000000,0.00384387,0.31760338,0.23280689,0.36539874
-5.39369685,1.18760304,0.42552930,0.00000000,0.00367558,0.30732466,0.22452130,0.35141713
-5.38769385,1.14617436,0.41084078,0.00000000,0.00350746,0.29656940,0.21640183,0.33743808
-5.38169085,1.10479287,0.39653460,0.00000000,0.00334152,0.28555359,0.20859382,0.32368625
-5.37568784,1.06411930,0.38281481,0.00000000,0.00317940,0.27447633,0.20121495,0.31034987
-5.36968484,1.02469953,0.36983448,0.00000000,0.00302233,0.26351437,0.19435285,0.29757741
-5.36368184,0.98695525,0.35769430,0.00000000,0.00287119,0.25281797,0.18806414,0.28547624
-5.35767884,0.95118093,0.34644371,0.00000000,0.00272655,0.24250831,0.18237493,0.27411316
-5.35167584,0.91754703,0.33608442,0.00000000,0.00258871,0.23267643,0.17728270,0.26351695
-5.34567284,0.88610921,0.32657593,0.00000000,0.00245777,0.22338376,0.17275949,0.25368242
-5.33966983,0.85682282,0.31784300,0.00000000,0.00233372,0.21466421,0.16875617,0.24457605
-5.33366683,0.82956182,0.30978441,0.00000000,0.00221651,0.20652760,0.16520760,0.23614254
-5.32766383,0.80414131,0.30228273,0.00000000,0.00210615,0.19896425,0.16203844,0.22831228
-5.32166083,0.78034219,0.29521461,0.00000000,0.00200276,0.19195053,0.15916935,0.22100913
-5.31565783,0.75793718,0.28846104,0.00000000,0.00190669,0.18545503,0.15652333,0.21415826
-5.30965483,0.73671663,0.28191727,0.00000000,0.00181856,0.17944502,0.15403185,0.20769373
-5.30365183,0.71651321,0.27550193,0.00000000,0.00173931,0.17389296,0.15164059,0.20156547
-5.29764882,0.69722437,0.26916494,0.00000000,0.00167029,0.16878276,0.14931464,0.19574534
-5.29164582,0.67883164,0.26289397,0.00000000,0.00161326,0.16411536,0.14704274,0.19023224
-5.28564282,0.66141602,0.25671928,0.00000000,0.00157042,0.15991359,0.14484066,0.18505586
-5.27963982,0.64516893,0.25071670,0.00000000,0.00154446,0.15622600,0.14275340,0.18027914
-5.27363682,0.63039828,0.24500863,0.00000000,0.00153851,0.15312944,0.14085628,0.17599928
-5.26763382,0.61752941,0.23976328,0.00000000,0.00155618,0.15073039,0.13925476,0.17234733
-5.26163082,0.60710096,0.23519181,0.00000000,0.00160148,0.14916489,0.13808311,0.16948634
-5.25562781,0.59975563,0.23154384,0.00000000,0.00167881,0.14859708,0.13750179,0.16760811
-5.24962481,0.59622620,0.22910119,0.00000000,0.00179291,0.14921635,0.13769384,0.16692868
-5.24362181,0.59731707,0.22817012,0.00000000,0.00194878,0.15123317,0.13886009,0.16768262
-5.23761881,0.60388180,0.22907232,0.00000000,0.00215154,0.15487370,0.14121357,0.17011624
-5.23161581,0.61679728,0.23213477,0.00000000,0.00240640,0.16037330,0.14497304,0.17447989
-5.22561281,0.63693509,0.23767875,0.00000000,0.00271846,0.16796910,0.15035592,0.18101956
-5.21960980,0.66513076,0.24600826,0.00000000,0.00309259,0.17789188,0.15757072,0.18996785
-5.21360680,0.70215187,0.25739826,0.00000000,0.00353328,0.19035735,0.16680922,0.20153466
-5.20760380,0.74866569,0.27208282,0.00000000,0.00404444,0.20555727,0.17823856,0.21589778
-5.20160080,0.80520753,0.29024369,0.00000000,0.00462921,0.22365051,0.19199352,0.23319368
-5.19559780,0.87215067,0.31199966,0.00000000,0.00528982,0.24475448,0.20816915,0.25350874
-5.18959480,0.94967897,0.33739691,0.00000000,0.00602736,0.26893718,0.22681415,0.27687128
-5.18359180,1.03776342,0.36640100,0.00000000,0.00684165,0.29621020,0.24792507,0.30324480
-5.17758879,1.13614350,0.39889064,0.00000000,0.00773111,0.32652302,0.27144179,0.33252259
-5.17158579,1.24431455,0.43465377,0.00000000,0.00869262,0.35975891,0.29724440,0.36452420
-5.16558279,1.36152205,0.47338618,0.00000000,0.00972146,0.39573262,0.32515174,0.39899397
-5.15957979,1.48676351,0.51469300,0.00000000,0.01081134,0.43419028,0.35492180,0.43560186
-5.15357679,1.61879855,0.55809317,0.00000000,0.01195439,0.47481140,0.38625410,0.47394690
-5.14757379,1.75616736,0.60302709,0.00000000,0.01314127,0.51721329,0.41879411,0.51356309
-5.14157079,1.89721756,0.64886726,0.00000000,0.01436134,0.56095774,0.45213970,0.55392798
-5.13556778,2.04013885,0.69493183,0.00000000,0.01560285,0.60555993,0.48584955,0.59447369
-5.12956478,2.18300469,0.74050070,0.00000000,0.01685323,0.65049922,0.51945325,0.63460010
-5.12356178,2.32381984,0.78483377,0.00000000,0.01809936,0.69523172,0.55246288,0.67368983
-5.11755878,2.46057221,0.82719067,0.00000000,0.01932791,0.73920400,0.58438576,0.71112473
-5.11155578,2.59128715,0.86685136,0.00000000,0.02052570,0.78186765,0.61473775,0.74630296
-5.10555278,2.71408239,0.90313679,0.00000000,0.02168006,0.82269403,0.64305686,0.77865635
-5.09954977,2.82722129,0.93542889,0.00000000,0.02277913,0.86118881,0.66891650,0.80766720
-5.09354677,2.92916264,0.96318904,0.00000000,0.02381220,0.89690557,0.69193793,0.83288393
-5.08754377,3.01860481,0.98597420,0.00000000,0.02476997,0.92945820,0.71180147,0.85393487
-5.08154077,3.09452282,1.00345027,0.00000000,0.02564478,0.95853148,0.72825587,0.87053972
-5.07553777,3.15619676,1.01540184,0.00000000,0.02643074,0.98388945,0.74112574,0.88251812
-5.06953477,3.20323061,1.02173820,0.00000000,0.02712388,1.00538158,0.75031653,0.88979505
-5.06353177,3.23556101,1.02249519,0.00000000,0.02772215,1.02294628,0.75581703,0.89240289
-5.05752876,3.25345574,1.01783301,0.00000000,0.02822541,1.03661180,0.75769925,0.89047997
-5.05152576,3.25750223,1.00803002,0.00000000,0.02863537,1.04649474,0.75611578,0.88426581
-5.04552276,3.24858678,0.99347291,0.00000000,0.02895543,1.05279601,0.75129475,0.87409321
