energy_ev,total_up,C_s_up,C_p_up,Cr_p_up,Cr_d_up,Re_p_up,Re_d_up,S_s_up,S_p_up
-5.88594297,5.40795576,0.01998524,0.53327084,1.43146266,0.31861308,1.93970262,1.46518079,0.07298772,2.24296968
-5.87993997,5.39732702,0.01976681,0.51207655,1.44436324,0.32536505,1.95430464,1.46319102,0.07022018,2.25401729
-5.87393697,5.40275918,0.01972984,0.49201517,1.46315864,0.33266189,1.98179197,1.46358815,0.06773578,2.27264462
-5.86793397,5.42525808,0.01988284,0.47330962,1.48810026,0.34055986,2.02317502,1.46652456,0.06552786,2.29917720
-5.86193097,5.46573063,0.02023116,0.45618050,1.51937173,0.34911680,2.07937313,1.47214907,0.06358946,2.33388593
-5.85592796,5.52494856,0.02077678,0.44084272,1.55707726,0.35838860,2.15118370,1.48060451,0.06191327,2.37696874
-5.84992496,5.60350589,0.02151806,0.42750164,1.60122974,0.36842504,2.23924941,1.49202307,0.06049145,2.42852978
-5.84392196,5.70177135,0.02244963,0.41634867,1.65173905,0.37926504,2.34402425,1.50651937,0.05931536,2.48855706
-5.83791896,5.81983767,0.02356219,0.40755653,1.70840092,0.39093166,2.46573942,1.52418136,0.05837519,2.55689959
-5.83191596,5.95747023,0.02484254,0.40127403,1.77088725,0.40342701,2.60437007,1.54505953,0.05765950,2.63324555
-5.82591296,6.11405799,0.02627353,0.39762077,1.83873828,0.41672746,2.75960437,1.56915483,0.05715483,2.71710272
-5.81990995,6.28857014,0.02783424,0.39668181,1.91135759,0.43077947,2.93081627,1.59640626,0.05684526,2.80778298
-5.81390695,6.47952175,0.02950015,0.39850251,1.98801042,0.44549626,3.11704377,1.62667875,0.05671211,2.90439222
-5.80790395,6.68495179,0.03124354,0.40308391,2.06782620,0.46075573,3.31697405,1.65975245,0.05673370,3.00582703
-5.80190095,6.90241640,0.03303388,0.41037887,2.14980562,0.47639987,3.52893718,1.69531426,0.05688528,3.11077933
-5.79589795,7.12899982,0.03483845,0.42028914,2.23283268,0.49223563,3.75090959,1.73295248,0.05713915,3.21774950
-5.78989495,7.36134448,0.03662297,0.43266371,2.31569190,0.50803766,3.98052850,1.77215540,0.05746490,3.32506859
-5.78389195,7.59570102,0.03835237,0.44729861,2.39709051,0.52355262,4.21511771,1.81231420,0.05782992,3.43092921
-5.77788894,7.82799767,0.03999163,0.46393819,2.47568533,0.53850518,4.45172526,1.85273075,0.05820000,3.53342453
-5.77188594,8.05392767,0.04150663,0.48227814,2.55011355,0.55260535,4.68717234,1.89263011,0.05854015,3.63059441
-5.76588294,8.26905224,0.04286502,0.50197016,2.61902665,0.56555700,4.91811284,1.93117765,0.05881548,3.72047680
-5.75987994,8.46891547,0.04403710,0.52262811,2.68112627,0.57706716,5.14110199,1.96750033,0.05899222,3.80116291
-5.75387694,8.64916727,0.04499662,0.54383580,2.73520070,0.58685566,5.35267228,2.00071130,0.05903868,3.87085359
-5.74787394,8.80568931,0.04572147,0.56515587,2.78016066,0.59466484,5.54941428,2.02993698,0.05892629,3.92791486
-5.74187094,8.93471917,0.04619433,0.58613975,2.81507287,0.60026868,5.72805989,2.05434543,0.05863049,3.97093025
-5.73586793,9.03296751,0.04640307,0.60633829,2.83919005,0.60348112,5.88556482,2.07317488,0.05813151,3.99874762
-5.72986493,9.09772341,0.04634110,0.62531266,2.85197607,0.60416318,6.01918779,2.08576115,0.05741505,4.01051857
-5.72386193,9.12694372,0.04600745,0.64264536,2.85312514,0.60222846,6.12656316,2.09156275,0.05647266,4.00572883
-5.71785893,9.11932265,0.04540678,0.65795073,2.84257427,0.59764695,6.20576460,2.09018259,0.05530203,3.98421829
-5.71185593,9.07433898,0.04454909,0.67088482,2.82050824,0.59044694,6.25535731,2.08138538,0.05390692,3.94619004
-5.70585293,8.99227922,0.04344938,0.68115418,2.78735717,0.58071500,6.27443693,2.06510988,0.05229700,3.89220806
-5.69984992,8.87423597,0.04212711,0.68852338,2.74378631,0.56859411,6.26265375,2.04147561,0.05048739,3.82318384
-5.69384692,8.72208200,0.04060552,0.69282100,2.69067892,0.55427999,6.22022141,2.01078366,0.04849807,3.74035267
-5.68784392,8.53842140,0.03891093,0.69394391,2.62911241,0.53801603,6.14790999,1.97351167,0.04635308,3.64524063
-5.68184092,8.32652010,0.03707194,0.69185982,2.56032904,0.52008677,6.04702375,1.93030315,0.04407969,3.53962370
-5.67583792,8.09021868,0.03511855,0.68660796,2.48570203,0.50081061,5.91936471,1.88195163,0.04170744,3.42548081
-5.66983492,7.83383111,0.03308140,0.67829800,2.40669838,0.48053173,5.76718334,1.82938033,0.03926720,3.30494242
-5.66383192,7.56203320,0.03099094,0.66710718,2.32483979,0.45961173,5.59311841,1.77361801,0.03679020,3.18023680
-5.65782891,7.27974487,0.02887673,0.65327593,2.24166283,0.43842121,5.40012818,1.71577212,0.03430717,3.05363551
-5.65182591,6.99201022,0.02676679,0.63710205,2.15867989,0.41733166,5.19141535,1.65700002,0.03184751,2.92740022
-5.64582291,6.70387916,0.02468707,0.61893357,2.07734195,0.39670771,4.97034824,1.59847947,0.02943866,2.80373207
-5.63981991,6.42029431,0.02266103,0.59916076,1.99900437,0.37690016,4.74038081,1.54137918,0.02710550,2.68472521
-5.63381691,6.14598610,0.02070930,0.57820730,1.92489664,0.35823966,4.50497401,1.48683056,0.02486996,2.57232553
-5.62781391,5.88537872,0.01884951,0.55652098,1.85609692,0.34103146,4.26752046,1.43590142,0.02275076,2.46829540
-5.62181091,5.64250906,0.01709623,0.53456419,1.79351190,0.32555091,4.03127483,1.38957238,0.02076326,2.37418515
-5.61580790,5.42096019,0.01546096,0.51280441,1.73786246,0.31204008,3.79929135,1.34871668,0.01891945,2.29131152
-5.60980490,5.22381025,0.01395226,0.49170490,1.68967535,0.30070518,3.57436998,1.31408390,0.01722808,2.22074333
-5.60380190,5.05359734,0.01257593,0.47171593,1.64928086,0.29171499,3.35901225,1.28628784,0.01569482,2.16329412
-5.59779890,4.91230027,0.01133526,0.45326661,1.61681644,0.28520003,3.15538752,1.26579885,0.01432253,2.11952169
-5.59179590,4.80133471,0.01023134,0.43675753,1.59223582,0.28125267,2.96530988,1.25294059,0.01311156,2.08973387
-5.58579290,4.72156381,0.00926334,0.42255434,1.57532326,0.27992777,2.79022580,1.24789116,0.01206008,2.07400014
-5.57978989,4.67332194,0.00842884,0.41098233,1.56571220,0.28124415,2.63121224,1.25068825,0.01116446,2.07216831
-5.57378689,4.65645004,0.00772418,0.40232210,1.56290776,0.28518657,2.48898452,1.26123790,0.01041954,2.08388545
-5.56778389,4.67034061,0.00714472,0.39680633,1.56631199,0.29170825,2.36391321,1.27932650,0.00981899,2.10862228
-5.56178089,4.71399038,0.00668518,0.39461765,1.57525128,0.30073388,2.25604902,1.30463516,0.00935561,2.14570009
-5.55577789,4.78605846,0.00633983,0.39588752,1.58900477,0.31216300,2.16515439,1.33675597,0.00902154,2.19431929
-5.54977489,4.88492776,0.00610273,0.40069614,1.60683291,0.32587371,2.09074049,1.37520928,0.00880855,2.25358859
-5.54377189,5.00876756,0.00596791,0.40907333,1.62800526,0.34172665,2.03210825,1.41946139,0.00870814,2.32255408
-5.53776888,5.15559513,0.00592948,0.42100013,1.65182670,0.35956910,1.98839193,1.46894175,0.00871177,2.40022723
-5.53176588,5.32333457,0.00598174,0.43641134,1.67766118,0.37923916,1.95860374,1.52305927,0.00881090,2.48561109
-5.52576288,5.50987125,0.00611921,0.45519853,1.70495247,0.40056992,1.94167828,1.58121699,0.00899714,2.57772415
-5.51975988,5.71310046,0.00633669,0.47721381,1.73324118,0.42339336,1.93651520,1.64282479,0.00926229,2.67562114
-5.51375688,5.93096940,0.00662921,0.50227398,1.76217791,0.44754416,1.94201917,1.70730979,0.00959838,2.77841053
-5.50775388,6.16151183,0.00699202,0.53016515,1.79153199,0.47286294,1.95713588,1.77412438,0.00999771,2.88526834
-5.50175088,6.40287494,0.00742056,0.56064770,1.82119589,0.49919917,1.98088321,1.84275180,0.01045290,2.99544826
-5.49574787,6.65333880,0.00791036,0.59346149,1.85118520,0.52641338,2.01237691,1.91270945,0.01095689,3.10828796
-5.48974487,6.91132824,0.00845700,0.62833123,1.88163443,0.55437877,2.05085010,1.98355022,0.01150293,3.22321175
-5.48374187,7.17541816,0.00905607,0.66497198,1.91278873,0.58298203,2.09566636,2.05486212,0.01208468,3.33972988
-5.47773887,7.44433260,0.00970305,0.70309456,1.94499210,0.61212352,2.14632609,2.12626666,0.01269611,3.45743463
-5.47173587,7.71693858,0.01039334,0.74241085,1.97867226,0.64171651,2.20246627,2.19741644,0.01333163,3.57599378
-5.46573287,7.99223540,0.01112219,0.78263883,2.01432282,0.67168583,2.26385378,2.26799230,0.01398600,3.69514158
-5.45972986,8.26934035,0.01188469,0.82350715,2.05248322,0.70196577,2.33037252,2.33770045,0.01465438,3.81466786
-5.45372686,8.54747150,0.01267577,0.86475918,2.09371694,0.73249737,2.40200510,2.40626982,0.01533234,3.93440562
-5.44772386,8.82592823,0.01349025,0.90615627,2.13858855,0.76322529,2.47880957,2.47344994,0.01601582,4.05421750
-5.44172086,9.10407023,0.01432288,0.94748027,2.18764020,0.79409430,2.56089214,2.53900940,0.01670109,4.17398156
-5.43571786,9.38129535,0.01516836,0.98853494,2.24136805,0.82504561,2.64837680,2.60273488,0.01738479,4.29357677
-5.42971486,9.65701687,0.01602148,1.02914640,2.30019922,0.85601325,2.74137302,2.66443076,0.01806380,4.41286853
-5.42371186,9.93064059,0.01687712,1.06916245,2.36447000,0.88692054,2.83994251,2.72391912,0.01873527,4.53169468
-5.41770885,10.20154226,0.01773041,1.10845079,2.43440558,0.91767702,2.94406653,2.78103995,0.01939649,4.64985234
-5.41170585,10.46904575,0.01857676,1.14689629,2.51010225,0.94817583,3.05361484,2.83565139,0.02004487,4.76708584
-5.40570285,10.73240272,0.01941194,1.18439731,2.59151238,0.97829182,3.16831760,2.88762973,0.02067785,4.88307633
-5.39969985,10.99077424,0.02023216,1.22086140,2.67843283,1.00788036,3.28774154,2.93686906,0.02129285,4.99743318
-5.39369685,11.24321524,0.02103409,1.25620056,2.77049730,1.03677709,3.41127150,2.98328039,0.02188718,5.10968782
-5.38769385,11.48866246,0.02181488,1.29032633,2.86717305,1.06479852,3.53809831,3.02679012,0.02245802,5.21928999
-5.38169085,11.72592681,0.02257215,1.32314509,2.96776235,1.09174363,3.66721397,3.06733800,0.02300234,5.32560709
-5.37568784,11.95369075,0.02330396,1.35455386,3.07140888,1.11739626,3.79741456,3.10487443,0.02351690,5.42792657
-5.36968484,12.17051147,0.02400875,1.38443696,3.17710925,1.14152834,3.92731146,3.13935734,0.02399823,5.52546161
-5.36368184,12.37483031,0.02468525,1.41266367,3.28372937,1.16390390,4.05535064,3.17074882,0.02444267,5.61736024
-5.35767884,12.56498871,0.02533236,1.43908734,3.39002571,1.18428356,4.17983991,3.19901155,0.02484636,5.70271767
-5.35167584,12.73925072,0.02594905,1.46354583,3.49467065,1.20242952,4.29898341,3.22410546,0.02520531,5.78059174
-5.34567284,12.89583172,0.02653422,1.48586361,3.59628157,1.21811076,4.41092239,3.24598461,0.02551551,5.85002121
-5.33966983,13.03293282,0.02708659,1.50585525,3.69345254,1.23110841,4.51378102,3.26459462,0.02577301,5.91004632
-5.33366683,13.14877990,0.02760455,1.52333032,3.78478789,1.24122099,4.60571558,3.27987079,0.02597401,5.95973106
-5.32766383,13.24166619,0.02808612,1.53809938,3.86893623,1.24826942,4.68496539,3.29173697,0.02611507,5.99818661
-5.32166083,13.30999682,0.02852882,1.54998077,3.94462398,1.25210173,4.74990346,3.30010537,0.02619317,6.02459496
-5.31565783,13.35233375,0.02892969,1.55880789,4.01068699,1.25259726,4.79908499,3.30487724,0.02620593,6.03823212
-5.30965483,13.36743944,0.02928531,1.56443644,4.06609907,1.24967029,4.83129168,3.30594450,0.02615176,6.03848996
-5.30365183,13.35431741,0.02959183,1.56675127,4.10999648,1.24327305,4.84557013,3.30319220,0.02603002,6.02489597
-5.29764882,13.31224819,0.02984512,1.56567239,4.14169724,1.23339801,4.84126270,3.29650177,0.02584117,5.99713029
-5.29164582,13.24081917,0.03004092,1.56115975,4.16071474,1.22007953,4.81802951,3.28575497,0.02558694,5.95503927
-5.28564282,13.13994728,0.03017504,1.55321659,4.16676501,1.20339479,4.77586072,3.27083834,0.02527049,5.89864520
-5.27963982,13.00989353,0.03024361,1.54189097,4.15976769,1.18346398,4.71507854,3.25164810,0.02489651,5.82815183
-5.27363682,12.85126910,0.03024336,1.52727553,4.13984062,1.16044992,4.63632892,3.22809534,0.02447133,5.74394569
-5.26763382,12.66503277,0.03017186,1.50950541,4.10728868,1.13455692,4.54056333,3.20011128,0.02400304,5.64659292
-5.26163082,12.45248003,0.03002787,1.48875446,4.06258737,1.10602916,4.42901141,3.16765259,0.02350148,5.53683216
-5.25562781,12.21522451,0.02981151,1.46523002,4.00636224,1.07514835,4.30314585,3.13070653,0.02297834,5.41556359
-5.24962481,11.95517262,0.02952455,1.43916650,3.93936512,1.04223100,4.16464082,3.08929587,0.02244709,5.28383458
-5.24362181,11.67449259,0.02917058,1.41081829,3.86244843,1.00762498,4.01532589,3.04348341,0.02192295,5.14282265
-5.23761881,11.37557903,0.02875510,1.38045226,3.77653876,0.97170569,3.85713742,2.99337600,0.02142277,4.99381606
-5.23161581,11.06101454,0.02828560,1.34834049,3.68261098,0.93487167,3.69206912,2.93912794,0.02096487,4.83819297
-5.22561281,10.73352947,0.02777153,1.31475350,3.58166379,0.89753972,3.52212405,2.88094360,0.02056886,4.67739937
-5.21960980,10.39596110,0.02722418,1.27995448,3.47469791,0.86013954,3.34926948,2.81907926,0.02025534,4.51292666
-5.21360680,10.05121318,0.02665648,1.24419472,3.36269729,0.82310792,3.17539641,2.75384383,0.02004559,4.34628918
-5.20760380,9.70221657,0.02608274,1.20771056,3.24661407,0.78688252,3.00228476,2.68559856,0.01996118,4.17900202
-5.20160080,9.35189162,0.02551833,1.17072182,3.12735729,0.75189521,2.83157522,2.61475545,0.02002351,4.01255961
-5.19559780,9.00311247,0.02497925,1.13343188,3.00578535,0.71856524,2.66474824,2.54177430,0.02025334,3.84841504
-5.18959480,8.65867339,0.02448169,1.09602904,2.88270201,0.68729202,2.50311025,2.46715841,0.02067019,3.68796050
-5.18359180,8.32125714,0.02404157,1.05868920,2.75885523,0.65844792,2.34778692,2.39144881,0.02129180,3.53250863
-5.17758879,7.99340513,0.02367403,1.02157936,2.63493842,0.63237110,2.19972297,2.31521699,0.02213351,3.38327514
-5.17158579,7.67748922,0.02339295,0.98486167,2.51159329,0.60935845,2.05968764,2.23905640,0.02320759,3.24136247
-5.16558279,7.37568505,0.02321047,0.94869766,2.38941348,0.58965903,1.92828502,2.16357264,0.02452272,3.10774471
-5.15957979,7.08994688,0.02313660,0.91325223,2.26894844,0.57346803,1.80596805,2.08937275,0.02608330,2.98325388
-5.15357679,6.82198414,0.02317878,0.87869711,2.15070672,0.56092153,1.69305505,2.01705387,0.02788901,2.86856768
-5.14757379,6.57323999,0.02334162,0.84521349,2.03515834,0.55209232,1.58974781,1.94719154,0.02993436,2.76419909
-5.14157079,6.34487268,0.02362666,0.81299357,1.92273591,0.54698689,1.49615006,1.88032831,0.03220831,2.67048801
-5.13556778,6.13774020,0.02403223,0.78224103,1.81383425,0.54554384,1.41228555,1.81696290,0.03469411,2.58759542
-5.12956478,5.95238942,0.02455338,0.75317019,1.70880866,0.54763385,1.33811492,1.75754067,0.03736924,2.51550049
-5.12356178,5.78905040,0.02518195,0.72600414,1.60797206,0.55306131,1.27355071,1.70244557,0.04020552,2.45400098
-5.11755878,5.64763708,0.02590668,0.70097175,1.51159126,0.56156769,1.21847023,1.65199435,0.04316940,2.40271736
-5.11155578,5.52775481,0.02671350,0.67830387,1.41988293,0.57283664,1.17272588,1.60643301,0.04622245,2.36110095
-5.10555278,5.42871548,0.02758578,0.65822881,1.33300967,0.58650073,1.13615286,1.56593601,0.04932203,2.32844629
-5.09954977,5.34956029,0.02850474,0.64096743,1.25107676,0.60214972,1.10857426,1.53060811,0.05242207,2.30390766
-5.09354677,5.28908996,0.02944994,0.62672796,1.17413011,0.61934015,1.08980355,1.50048878,0.05547413,2.28651965
-5.08754377,5.24590169,0.03039972,0.61570076,1.10215567,0.63760600,1.07964468,1.47555904,0.05842841,2.27522146
-5.08154077,5.21843179,0.03133177,0.60805310,1.03508072,0.65647003,1.07789002,1.45575016,0.06123501,2.26888415
-5.07553777,5.20500238,0.03222368,0.60392422,0.97277710,0.67545551,1.08431631,1.44095371,0.06384511,2.26634037
-5.06953477,5.20387040,0.03305348,0.60342059,0.91506642,0.69409798,1.09867896,1.43103241,0.06621227,2.26641535
-5.06353177,5.21327671,0.03380018,0.60661145,0.86172707,0.71195651,1.12070511,1.42583089,0.06829360,2.26795827
-5.05752876,5.23149333,0.03444429,0.61352473,0.81250271,0.72862418,1.15008562,1.42518576,0.07005092,2.26987290
-5.05152576,5.25686648,0.03496826,0.62414331,0.76711199,0.74373748,1.18646666,1.42893434,0.07145173,2.27114621
-5.04552276,5.28785380,0.03535690,0.63840162,0.72525886,0.75698410,1.22944112,1.43692129,0.07247006,2.27087407
-5.03951976,5.32305383,0.03559770,0.65618286,0.68664303,0.76810913,1.27854047,1.44900291,0.07308714,2.26828293
-5.03351676,5.36122702,0.03568112,0.67731670,0.65097007,0.77691927,1.33322766,1.46504869,0.07329184,2.26274673
-5.02751376,5.40130731,0.03560075,0.70157781,0.61796065,0.78328503,1.39289140,1.48494010,0.07308087,2.25379835
-5.02151076,5.44240441,0.03535340,0.72868528,0.58735846,0.78714095,1.45684268,1.50856669,0.07245874,2.24113533
-5.01550775,5.48379729,0.03493914,0.75830333,0.55893649,0.78848377,1.52431372,1.53581986,0.07143756,2.22461959
-5.00950475,5.52491964,0.03436119,0.79004331,0.53250142,0.78736879,1.59446012,1.56658479,0.07003657,2.20427142
-5.00350175,5.56533897,0.03362581,0.82346739,0.50789595,0.78390457,1.66636633,1.60073106,0.06828143,2.18025800
-4.99749875,5.60473086,0.03274204,0.85809403,0.48499918,0.77824619,1.73905477,1.63810274,0.06620348,2.15287710
-4.99149575,5.64285040,0.03172144,0.89340530,0.46372496,0.77058749,1.81149863,1.67850863,0.06383875,2.12253674
-4.98549275,5.67950260,0.03057774,0.92885615,0.44401853,0.76115244,1.88263805,1.72171338,0.06122690,2.08973177
-4.97948974,5.71451387,0.02932647,0.96388534,0.42585171,0.75018618,1.95139962,1.76743020,0.05841018,2.05501841
-4.97348674,5.74770612,0.02798451,0.99792805,0.40921692,0.73794590,2.01671828,1.81531559,0.05543228,2.01898779
-4.96748374,5.77887493,0.02656971,1.03042947,0.39412050,0.72469201,2.07756112,1.86496662,0.05233721,1.98223981
-4.96148074,5.80777295,0.02510041,1.06085923,0.38057561,0.71067992,2.13295206,1.91592098,0.04916834,1.94535822
-4.95547774,5.83409921,0.02359505,1.08872584,0.36859519,0.69615260,2.18199638,1.96765991,0.04596738,1.90888801
-4.94947474,5.85749463,0.02207174,1.11359056,0.35818536,0.68133430,2.22390414,2.01961394,0.04277358,1.87331601
-4.94347174,5.87754376,0.02054789,1.13508015,0.34933944,0.66642547,2.25801128,2.07117131,0.03962302,1.83905541
-4.93746873,5.89378237,0.01903989,1.15289764,0.34203310,0.65159915,2.28379755,2.12168868,0.03654804,1.80643471
-4.93146573,5.90571014,0.01756279,1.16683076,0.33622064,0.63699879,2.30090027,2.17050375,0.03357682,1.77569151
-4.92546273,5.91280768,0.01613013,1.17675726,0.33183267,0.62273755,2.30912346,2.21694936,0.03073315,1.74697113
-4.91945973,5.91455679,0.01475371,1.18264712,0.32877520,0.60889899,2.30844168,2.26036848,0.02803630,1.72033006
-4.91345673,5.91046280,0.01344352,1.18456116,0.32693020,0.59553909,2.29899855,2.30012962,0.02550105,1.69574376
-4.90745373,5.90007782,0.01220767,1.18264629,0.32615758,0.58268932,2.28109994,2.33564205,0.02313787,1.67311832
-4.90145073,5.88302376,0.01105239,1.17712743,0.32629837,0.57036069,2.25520223,2.36637048,0.02095316,1.65230522
-4.89544772,5.85901400,0.00998213,1.16829662,0.32717910,0.55854830,2.22189616,2.39184860,0.01894963,1.63311831
-4.88944472,5.82787276,0.00899961,1.15649985,0.32861702,0.54723639,2.18188711,2.41169105,0.01712671,1.61535203
-4.88344172,5.78955128,0.00810597,1.14212225,0.33042607,0.53640333,2.13597256,2.42560365,0.01548106,1.59879982
-4.87743872,5.74414023,0.00730097,1.12557239,0.33242326,0.52602647,2.08501800,2.43339141,0.01400705,1.58327178
-4.87143572,5.69187789,0.00658316,1.10726664,0.33443523,0.51608651,2.02993211,2.43496415,0.01269730,1.56861062
-4.86543272,5.63315382,0.00595004,1.08761423,0.33630481,0.50657120,1.97164231,2.43033970,0.01154319,1.55470514
-4.85942971,5.56850815,0.00539833,1.06700394,0.33789729,0.49747815,1.91107182,2.41964442,0.01053538,1.54150065
-4.85342671,5.49862675,0.00492412,1.04579291,0.33910624,0.48881680,1.84911878,2.40311137,0.00966423,1.52900595
-4.84742371,5.42433269,0.00452306,1.02429824,0.33985876,0.48060937,1.78663839,2.38107588,0.00892025,1.51729672
-4.84142071,5.34657484,0.00419056,1.00279163,0.34011994,0.47289088,1.72442857,2.35396919,0.00829448,1.50651562
-4.83541771,5.26641445,0.00392189,0.98149727,0.33989656,0.46570838,1.66321930,2.32231007,0.00777877,1.49686910
-4.82941471,5.18501064,0.00371239,0.96059305,0.33923992,0.45911953,1.60366611,2.28669506,0.00736609,1.48862198
-4.82341171,5.10360590,0.00355752,0.94021466,0.33824772,0.45319066,1.54634738,2.24778768,0.00705068,1.48208997
-4.81740870,5.02351253,0.00345296,0.92046249,0.33706517,0.44799465,1.49176543,2.20630711,0.00682826,1.47763141
-4.81140570,4.94610089,0.00339471,0.90141055,0.33588506,0.44360874,1.44035093,2.16301677,0.00669606,1.47563862
-4.80540270,4.87278993,0.00337914,0.88311694,0.33494711,0.44011252,1.39247013,2.11871325,0.00665290,1.47652992
-4.79939970,4.80504035,0.00340301,0.86563506,0.33453632,0.43758626,1.34843426,2.07421598,0.00669918,1.48074256
-4.79339670,4.74435019,0.00346352,0.84902482,0.33498046,0.43610971,1.30851030,2.03035776,0.00683677,1.48872730
-4.78739370,4.69225226,0.00355828,0.83336309,0.33664664,0.43576133,1.27293240,1.98797644,0.00706897,1.50094439
-4.78139070,4.65031244,0.00368540,0.81875260,0.33993679,0.43661801,1.24191309,1.94790749,0.00740026,1.51786114
-4.77538769,4.62012747,0.00384337,0.80532881,0.34528212,0.43875518,1.21565339,1.91097741,0.00783617,1.53995029
-4.76938469,4.60332034,0.00403113,0.79326394,0.35313629,0.44224701,1.19435110,1.87799757,0.00838296,1.56768892
-4.76338169,4.60153167,0.00424798,0.78276806,0.36396734,0.44716667,1.17820654,1.84975794,0.00904734,1.60155663
-4.75737869,4.61640482,0.00449356,0.77408672,0.37824816,0.45358633,1.16742514,1.82702029,0.00983608,1.64203238
-4.75137569,4.64956321,0.00476779,0.76749519,0.39644557,0.46157651,1.16221646,1.81051014,0.01075564,1.68958874
-4.74537269,4.70257831,0.00507078,0.76328948,0.41900792,0.47120486,1.16278936,1.80090708,0.01181172,1.74468290
-4.73936968,4.77692744,0.00540276,0.76177421,0.44635138,0.48253386,1.16934332,1.79883290,0.01300881,1.80774360
-4.73336668,4.87394129,0.00576397,0.76324797,0.47884508,0.49561761,1.18205612,1.80483744,0.01434970,1.87915371
-4.72736368,4.99474188,0.00615454,0.76798676,0.51679536,0.51049746,1.20106824,1.81938202,0.01583500,1.95922841
-4.72136068,5.14017255,0.00657440,0.77622615,0.56042967,0.52719676,1.22646485,1.84282087,0.01746270,2.04818945
-4.71535768,5.31072276,0.00702314,0.78814315,0.60988047,0.54571482,1.25825607,1.87538101,0.01922778,2.14613633
-4.70935468,5.50645108,0.00749986,0.80383860,0.66517003,0.56602043,1.29635680,1.91714157,0.02112183,2.25301581
-4.70335168,5.72691068,0.00800311,0.82332115,0.72619653,0.58804526,1.34056726,1.96801356,0.02313283,2.36859133
-4.69734867,5.97108211,0.00853079,0.84649363,0.79272257,0.61167769,1.39055560,2.02772158,0.02524498,2.49241447
-4.69134567,6.23731838,0.00908001,0.87314282,0.86436663,0.63675757,1.44584389,2.09578876,0.02743871,2.62380041
-4.68534267,6.52330722,0.00964712,0.90293326,0.94059827,0.66307225,1.50579876,2.17152659,0.02969082,2.76180975
-4.67933967,6.82605509,0.01022764,0.93540581,1.02073783,0.69035457,1.56962776,2.25403085,0.03197474,2.90523852
-4.67333667,7.14189651,0.01081630,0.96998134,1.10396096,0.71828299,1.63638231,2.34218504,0.03426101,3.05261813
-4.66733367,7.46653128,0.01140711,1.00596969,1.18930848,0.74648425,1.70496781,2.43467199,0.03651784,3.20222662
-4.66133067,7.79509087,0.01199341,1.04258387,1.27570146,0.77453875,1.77416101,2.52999422,0.03871188,3.35211171
-4.65532766,8.12223335,0.01256803,1.07895915,1.36196158,0.80198841,1.84263456,2.62650305,0.04080908,3.50012574
-4.64932466,8.44226498,0.01312347,1.11417651,1.44683610,0.82834718,1.90898790,2.72243587,0.04277558,3.64397189
-4.64332166,8.74928474,0.01365203,1.14728948,1.52902696,0.85311353,1.97178373,2.81596055,0.04457875,3.78126027
