energy_ev,total_up,total_down,Co_p_up,Co_p_down,Co_d_up,Co_d_down,N_s_up,N_s_down,N_p_up,N_p_down,Ni_p_up,Ni_p_down,Ni_d_up,Ni_d_down,Te_p_up,Te_p_down,Te_d_up,Te_d_down
-5.78389195,1.60796191,-1.60796191,0.43806587,-0.43806587,0.38113214,-0.38113214,0.00320897,-0.00320897,0.30460102,-0.30460102,0.18802805,-0.18802805,0.31203267,-0.31203267,0.56401888,-0.56401888,0.00000000,-0.00000000
-5.77788894,1.57513156,-1.57513157,0.42377959,-0.42377959,0.36707835,-0.36707835,0.00335502,-0.00335502,0.29484506,-0.29484506,0.18407759,-0.18407759,0.30922177,-0.30922177,0.55214074,-0.55214074,0.00000000,-0.00000000
-5.77188594,1.54574706,-1.54574706,0.41022604,-0.41022604,0.35320152,-0.35320152,0.00355596,-0.00355596,0.28528034,-0.28528034,0.18155951,-0.18155951,0.30799631,-0.30799631,0.54206967,-0.54206967,0.00000000,-0.00000000
-5.76588294,1.52004400,-1.52004401,0.39768893,-0.39768893,0.33961977,-0.33961977,0.00381451,-0.00381451,0.27604815,-0.27604815,0.18052500,-0.18052500,0.30832351,-0.30832351,0.53383526,-0.53383527,0.00000000,-0.00000000
-5.75987994,1.49823188,-1.49823188,0.38643316,-0.38643316,0.32645787,-0.32645787,0.00413262,-0.00413262,0.26728867,-0.26728867,0.18100846,-0.18100846,0.31015193,-0.31015193,0.52745252,-0.52745252,0.00000000,-0.00000000
-5.75387694,1.48048434,-1.48048434,0.37669571,-0.37669572,0.31384182,-0.31384182,0.00451139,-0.00451139,0.25913453,-0.25913453,0.18302563,-0.18302563,0.31341398,-0.31341398,0.52292205,-0.52292205,0.00000000,-0.00000000
-5.74787394,1.46692958,-1.46692959,0.36867755,-0.36867755,0.30189347,-0.30189348,0.00495097,-0.00495097,0.25170496,-0.25170496,0.18657179,-0.18657179,0.31802812,-0.31802812,0.52022986,-0.52022986,0.00000000,-0.00000000
-5.74187094,1.45764134,-1.45764135,0.36253665,-0.36253665,0.29072554,-0.29072554,0.00545044,-0.00545044,0.24510058,-0.24510059,0.19161996,-0.19161996,0.32390081,-0.32390081,0.51934682,-0.51934682,0.00000000,-0.00000000
-5.73586793,1.45263122,-1.45263122,0.35838261,-0.35838261,0.28043710,-0.28043711,0.00600770,-0.00600770,0.23939926,-0.23939926,0.19811944,-0.19811944,0.33092818,-0.33092818,0.52022794,-0.52022794,0.00000000,-0.00000000
-5.72986493,1.45184283,-1.45184283,0.35627290,-0.35627291,0.27110999,-0.27110999,0.00661941,-0.00661941,0.23465295,-0.23465295,0.20599475,-0.20599475,0.33899740,-0.33899740,0.52281180,-0.52281180,0.00000000,-0.00000000
-5.72386193,1.45514836,-1.45514836,0.35621093,-0.35621093,0.26280605,-0.26280605,0.00728089,-0.00728089,0.23088585,-0.23088585,0.21514526,-0.21514526,0.34798785,-0.34798785,0.52702018,-0.52702018,0.00000000,-0.00000000
-5.71785893,1.46234779,-1.46234779,0.35814603,-0.35814603,0.25556551,-0.25556551,0.00798609,-0.00798609,0.22809368,-0.22809369,0.22544553,-0.22544553,0.35777211,-0.35777211,0.53275819,-0.53275819,0.00000000,-0.00000000
-5.71185593,1.47317111,-1.47317111,0.36197534,-0.36197534,0.24940642,-0.24940642,0.00872759,-0.00872759,0.22624427,-0.22624428,0.23674665,-0.23674664,0.36821696,-0.36821696,0.53991500,-0.53991500,0.00000000,-0.00000000
-5.70585293,1.48728367,-1.48728367,0.36754752,-0.36754752,0.24432512,-0.24432512,0.00949661,-0.00949660,0.22527920,-0.22527920,0.24887848,-0.24887848,0.37918444,-0.37918444,0.54836528,-0.54836527,0.00000000,-0.00000000
-5.69984992,1.50429450,-1.50429450,0.37466816,-0.37466816,0.24029774,-0.24029774,0.01028309,-0.01028309,0.22511654,-0.22511654,0.26165301,-0.26165301,0.39053303,-0.39053303,0.55797146,-0.55797146,0.00000000,-0.00000000
-5.69384692,1.52376745,-1.52376745,0.38310671,-0.38310671,0.23728259,-0.23728260,0.01107588,-0.01107588,0.22565446,-0.22565446,0.27486867,-0.27486867,0.40211915,-0.40211914,0.56858684,-0.56858684,0.00000000,-0.00000000
-5.68784392,1.54523473,-1.54523473,0.39260461,-0.39260461,0.23522326,-0.23522326,0.01186282,-0.01186282,0.22677552,-0.22677552,0.28831549,-0.28831549,0.41379893,-0.41379893,0.58005937,-0.58005937,0.00000000,-0.00000000
-5.68184092,1.56821239,-1.56821239,0.40288440,-0.40288440,0.23405218,-0.23405218,0.01263110,-0.01263110,0.22835151,-0.22835151,0.30178107,-0.30178107,0.42543037,-0.42543037,0.59223602,-0.59223602,0.00000000,-0.00000000
-5.67583792,1.59221693,-1.59221693,0.41365935,-0.41365935,0.23369461,-0.23369461,0.01336744,-0.01336744,0.23024850,-0.23024850,0.31505699,-0.31505699,0.43687577,-0.43687577,0.60496761,-0.60496761,0.00000000,-0.00000000
-5.66983492,1.61678235,-1.61678235,0.42464332,-0.42464332,0.23407267,-0.23407267,0.01405849,-0.01405849,0.23233201,-0.23233201,0.32794550,-0.32794550,0.44800447,-0.44800447,0.61811376,-0.61811375,0.00000000,-0.00000000
-5.66383192,1.64147684,-1.64147684,0.43556038,-0.43556038,0.23510922,-0.23510922,0.01469116,-0.01469116,0.23447204,-0.23447204,0.34026613,-0.34026612,0.45869574,-0.45869574,0.63154766,-0.63154766,0.00000000,-0.00000000
-5.65782891,1.66591811,-1.66591810,0.44615390,-0.44615390,0.23673149,-0.23673149,0.01525296,-0.01525296,0.23654766,-0.23654766,0.35186184,-0.35186184,0.46884164,-0.46884164,0.64516048,-0.64516048,0.00000000,-0.00000000
-5.65182591,1.68978661,-1.68978661,0.45619459,-0.45619459,0.23887410,-0.23887410,0.01573244,-0.01573244,0.23845112,-0.23845112,0.36260459,-0.36260459,0.47834987,-0.47834987,0.65886491,-0.65886491,0.00000000,-0.00000000
-5.64582291,1.71283593,-1.71283592,0.46548738,-0.46548738,0.24148156,-0.24148156,0.01611949,-0.01611949,0.24009125,-0.24009125,0.37239973,-0.37239973,0.48714612,-0.48714612,0.67259776,-0.67259776,0.00000000,-0.00000000
-5.63981991,1.73489953,-1.73489953,0.47387663,-0.47387663,0.24450983,-0.24450983,0.01640571,-0.01640571,0.24139599,-0.24139599,0.38118924,-0.38118924,0.49517606,-0.49517605,0.68632127,-0.68632127,0.00000000,-0.00000000
-5.63381691,1.75589368,-1.75589368,0.48124963,-0.48124963,0.24792717,-0.24792717,0.01658464,-0.01658464,0.24231407,-0.24231407,0.38895343,-0.38895343,0.50240658,-0.50240658,0.70002300,-0.70002300,0.00000000,-0.00000000
-5.62781391,1.77581607,-1.77581607,0.48753830,-0.48753830,0.25171401,-0.25171401,0.01665205,-0.01665205,0.24281563,-0.24281563,0.39571103,-0.39571103,0.50882627,-0.50882626,0.71371424,-0.71371423,0.00000000,-0.00000000
-5.62181091,1.79474027,-1.79474027,0.49271887,-0.49271887,0.25586210,-0.25586210,0.01660602,-0.01660602,0.24289204,-0.24289204,0.40151771,-0.40151771,0.51444496,-0.51444496,0.72742692,-0.72742692,0.00000000,-0.00000000
-5.61580790,1.81280623,-1.81280623,0.49680988,-0.49680988,0.26037275,-0.26037275,0.01644705,-0.01644705,0.24255468,-0.24255468,0.40646290,-0.40646290,0.51929242,-0.51929242,0.74120928,-0.74120928,0.00000000,-0.00000000
-5.60980490,1.83020736,-1.83020735,0.49986836,-0.49986836,0.26525457,-0.26525457,0.01617805,-0.01617805,0.24183301,-0.24183301,0.41066525,-0.41066525,0.52341608,-0.52341608,0.75512025,-0.75512025,0.00000000,-0.00000000
-5.60380190,1.84717484,-1.84717484,0.50198473,-0.50198473,0.27052058,-0.27052058,0.01580423,-0.01580423,0.24077187,-0.24077187,0.41426677,-0.41426677,0.52687801,-0.52687801,0.76922322,-0.76922322,0.00000000,-0.00000000
-5.59779890,1.86396015,-1.86396015,0.50327638,-0.50327638,0.27618510,-0.27618509,0.01533292,-0.01533292,0.23942838,-0.23942838,0.41742609,-0.41742609,0.52975123,-0.52975123,0.78357918,-0.78357918,0.00000000,-0.00000000
-5.59179590,1.88081676,-1.88081675,0.50388063,-0.50388063,0.28226048,-0.28226047,0.01477333,-0.01477333,0.23786835,-0.23786835,0.42031100,-0.42031100,0.53211558,-0.53211558,0.79824000,-0.79823999,0.00000000,-0.00000000
-5.58579290,1.89798202,-1.89798202,0.50394709,-0.50394709,0.28875396,-0.28875396,0.01413627,-0.01413627,0.23616265,-0.23616265,0.42309086,-0.42309086,0.53405331,-0.53405331,0.81324195,-0.81324194,0.00000000,-0.00000000
-5.57978989,1.91566048,-1.91566048,0.50363007,-0.50363007,0.29566479,-0.29566479,0.01343377,-0.01343377,0.23438358,-0.23438358,0.42592906,-0.42592906,0.53564480,-0.53564480,0.82860018,-0.82860018,0.00000000,-0.00000000
-5.57378689,1.93400945,-1.93400945,0.50308122,-0.50308122,0.30298184,-0.30298184,0.01267873,-0.01267873,0.23260140,-0.23260140,0.42897598,-0.42897598,0.53696442,-0.53696442,0.84430430,-0.84430430,0.00000000,-0.00000000
-5.56778389,1.95312764,-1.95312764,0.50244287,-0.50244287,0.31068183,-0.31068183,0.01188451,-0.01188451,0.23088138,-0.23088138,0.43236284,-0.43236284,0.53807707,-0.53807707,0.86031547,-0.86031547,0.00000000,-0.00000000
-5.56178089,1.97304770,-1.97304769,0.50184218,-0.50184218,0.31872833,-0.31872833,0.01106457,-0.01106457,0.22928116,-0.22928116,0.43619665,-0.43619665,0.53903525,-0.53903525,0.87656516,-0.87656516,0.00000000,-0.00000000
-5.55577789,1.99373278,-1.99373278,0.50138646,-0.50138646,0.32707149,-0.32707149,0.01023207,-0.01023207,0.22784889,-0.22784889,0.44055648,-0.44055648,0.53987713,-0.53987713,0.89295576,-0.89295576,0.00000000,-0.00000000
-5.54977489,2.01507755,-2.01507754,0.50115973,-0.50115973,0.33564876,-0.33564876,0.00939960,-0.00939960,0.22662194,-0.22662194,0.44549126,-0.44549126,0.54062550,-0.54062550,0.90936291,-0.90936291,0.00000000,-0.00000000
-5.54377189,2.03691327,-2.03691327,0.50122058,-0.50122058,0.34438623,-0.34438623,0.00857884,-0.00857884,0.22562634,-0.22562634,0.45101913,-0.45101913,0.54128769,-0.54128769,0.92563954,-0.92563954,0.00000000,-0.00000000
-5.53776888,2.05901675,-2.05901675,0.50160143,-0.50160143,0.35320085,-0.35320084,0.00778038,-0.00778038,0.22487686,-0.22487686,0.45712834,-0.45712834,0.54185651,-0.54185651,0.94162135,-0.94162135,0.00000000,-0.00000000
-5.53176588,2.08112248,-2.08112248,0.50230898,-0.50230898,0.36200320,-0.36200320,0.00701350,-0.00701350,0.22437776,-0.22437776,0.46377953,-0.46377953,0.54231195,-0.54231195,0.95713338,-0.95713338,0.00000000,-0.00000000
-5.52576288,2.10293720,-2.10293720,0.50332589,-0.50332589,0.37070079,-0.37070079,0.00628610,-0.00628610,0.22412402,-0.22412402,0.47090935,-0.47090935,0.54262362,-0.54262362,0.97199739,-0.97199739,0.00000000,-0.00000000
-5.51975988,2.12415599,-2.12415599,0.50461346,-0.50461346,0.37920156,-0.37920156,0.00560461,-0.00560461,0.22410308,-0.22410308,0.47843512,-0.47843512,0.54275376,-0.54275376,0.98603955,-0.98603954,0.00000000,-0.00000000
-5.51375688,2.14447894,-2.14447894,0.50611508,-0.50611508,0.38741757,-0.38741757,0.00497402,-0.00497402,0.22429678,-0.22429678,0.48626022,-0.48626022,0.54266043,-0.54266043,0.99909797,-0.99909797,0.00000000,-0.00000000
-5.50775388,2.16362735,-2.16362735,0.50776037,-0.50776037,0.39526854,-0.39526853,0.00439792,-0.00439792,0.22468364,-0.22468364,0.49427998,-0.49427998,0.54230094,-0.54230094,1.01102986,-1.01102986,0.00000000,-0.00000000
-5.50175088,2.18135857,-2.18135857,0.50946963,-0.50946963,0.40268511,-0.40268511,0.00387855,-0.00387855,0.22524100,-0.22524100,0.50238768,-0.50238768,0.54163500,-0.54163500,1.02171756,-1.02171756,0.00000000,-0.00000000
-5.49574787,2.19747867,-2.19747867,0.51115849,-0.51115849,0.40961166,-0.40961166,0.00341699,-0.00341699,0.22594722,-0.22594722,0.51048039,-0.51048039,0.54062765,-0.54062765,1.03107349,-1.03107349,0.00000000,-0.00000000
-5.48974487,2.21185203,-2.21185203,0.51274251,-0.51274251,0.41600843,-0.41600843,0.00301321,-0.00301321,0.22678355,-0.22678355,0.51846433,-0.51846433,0.53925159,-0.53925159,1.03904346,-1.03904346,0.00000000,-0.00000000
-5.48374187,2.22440763,-2.22440763,0.51414150,-0.51414150,0.42185295,-0.42185295,0.00266630,-0.00266630,0.22773579,-0.22773579,0.52625941,-0.52625940,0.53748893,-0.53748893,1.04560831,-1.04560831,0.00000000,-0.00000000
-5.47773887,2.23514134,-2.23514134,0.51528336,-0.51528336,0.42714057,-0.42714057,0.00237457,-0.00237457,0.22879543,-0.22879543,0.53380278,-0.53380278,0.53533215,-0.53533215,1.05078373,-1.05078373,0.00000000,-0.00000000
-5.47173587,2.24411431,-2.24411431,0.51610732,-0.51610732,0.43188422,-0.43188422,0.00213569,-0.00213569,0.22996035,-0.22996035,0.54105125,-0.54105125,0.53278434,-0.53278434,1.05461832,-1.05461832,0.00000000,-0.00000000
-5.46573287,2.25144740,-2.25144739,0.51656644,-0.51656644,0.43611313,-0.43611313,0.00194690,-0.00194690,0.23123504,-0.23123504,0.54798229,-0.54798229,0.52985864,-0.52985864,1.05718985,-1.05718985,0.00000000,-0.00000000
-5.45972986,2.25731192,-2.25731192,0.51662912,-0.51662912,0.43987087,-0.43987087,0.00180502,-0.00180502,0.23263018,-0.23263018,0.55459372,-0.55459372,0.52657691,-0.52657691,1.05860005,-1.05860005,0.00000000,-0.00000000
-5.45372686,2.26191719,-2.26191719,0.51627979,-0.51627979,0.44321253,-0.44321253,0.00170666,-0.00170666,0.23416179,-0.23416179,0.56090203,-0.56090203,0.52296791,-0.52296791,1.05896814,-1.05896814,0.00000000,-0.00000000
-5.44772386,2.26549545,-2.26549545,0.51551853,-0.51551853,0.44620133,-0.44620133,0.00164824,-0.00164824,0.23584979,-0.23584979,0.56693941,-0.56693941,0.51906481,-0.51906481,1.05842332,-1.05842332,0.00000000,-0.00000000
-5.44172086,2.26828497,-2.26828497,0.51435971,-0.51435971,0.44890481,-0.44890481,0.00162608,-0.00162608,0.23771622,-0.23771622,0.57274967,-0.57274967,0.51490252,-0.51490252,1.05709678,-1.05709678,0.00000000,-0.00000000
-5.43571786,2.27051215,-2.27051215,0.51282978,-0.51282978,0.45139067,-0.45139067,0.00163645,-0.00163645,0.23978303,-0.23978303,0.57838328,-0.57838328,0.51051475,-0.51051475,1.05511348,-1.05511348,0.00000000,-0.00000000
-5.42971486,2.27237365,-2.27237365,0.51096418,-0.51096418,0.45372264,-0.45372264,0.00167557,-0.00167557,0.24206969,-0.24206969,0.58389175,-0.58389175,0.50593118,-0.50593118,1.05258422,-1.05258422,0.00000000,-0.00000000
-5.42371186,2.27401945,-2.27401945,0.50880371,-0.50880371,0.45595641,-0.45595641,0.00173970,-0.00173970,0.24459067,-0.24459067,0.58932174,-0.58932174,0.50117477,-0.50117477,1.04959834,-1.04959834,0.00000000,-0.00000000
-5.41770885,2.27553781,-2.27553781,0.50639036,-0.50639036,0.45813600,-0.45813600,0.00182509,-0.00182509,0.24735296,-0.24735296,0.59470916,-0.59470916,0.49625954,-0.49625954,1.04621753,-1.04621753,0.00000000,-0.00000000
-5.41170585,2.27694304,-2.27694304,0.50376301,-0.50376301,0.46029065,-0.46029065,0.00192801,-0.00192801,0.25035376,-0.25035376,0.60007369,-0.60007369,0.49118879,-0.49118879,1.04247109,-1.04247109,0.00000000,-0.00000000
-5.40570285,2.27816684,-2.27816684,0.50095314,-0.50095314,0.46243238,-0.46243238,0.00204477,-0.00204477,0.25357848,-0.25357848,0.60541402,-0.60541401,0.48595414,-0.48595414,1.03835283,-1.03835283,0.00000000,-0.00000000
-5.39969985,2.27905382,-2.27905382,0.49798095,-0.49798095,0.46455454,-0.46455454,0.00217169,-0.00217169,0.25699919,-0.25699919,0.61070411,-0.61070411,0.48053514,-0.48053514,1.03382000,-1.03381999,0.00000000,-0.00000000
-5.39369685,2.27936166,-2.27936166,0.49485203,-0.49485203,0.46663111,-0.46663111,0.00230516,-0.00230516,0.26057363,-0.26057363,0.61589079,-0.61589079,0.47489992,-0.47489992,1.02879419,-1.02879418,0.00000000,-0.00000000
-5.38769385,2.27876605,-2.27876605,0.49155485,-0.49155485,0.46861717,-0.46861717,0.00244163,-0.00244163,0.26424493,-0.26424493,0.62089285,-0.62089285,0.46900642,-0.46900642,1.02316434,-1.02316434,0.00000000,-0.00000000
-5.38169085,2.27687038,-2.27687038,0.48805943,-0.48805943,0.47045022,-0.47045022,0.00257764,-0.00257764,0.26794192,-0.26794192,0.62560172,-0.62560172,0.46280457,-0.46280457,1.01679173,-1.01679173,0.00000000,-0.00000000
-5.37568784,2.27321988,-2.27321988,0.48431700,-0.48431700,0.47205250,-0.47205250,0.00270984,-0.00270984,0.27158033,-0.27158033,0.62988390,-0.62988390,0.45623907,-0.45623907,1.00951673,-1.00951673,0.00000000,-0.00000000
-5.36968484,2.26731968,-2.26731968,0.48026114,-0.48026114,0.47333402,-0.47333402,0.00283507,-0.00283507,0.27506460,-0.27506460,0.63358490,-0.63358490,0.44925272,-0.44925272,1.00116710,-1.00116710,0.00000000,-0.00000000
-5.36368184,2.25865597,-2.25865596,0.47581006,-0.47581006,0.47419640,-0.47419640,0.00295035,-0.00295035,0.27829039,-0.27829039,0.63653469,-0.63653469,0.44179020,-0.44179020,0.99156735,-0.99156735,0.00000000,-0.00000000
-5.35767884,2.24671932,-2.24671932,0.47087014,-0.47087014,0.47453704,-0.47453704,0.00305295,-0.00305295,0.28114768,-0.28114768,0.63855435,-0.63855435,0.43380200,-0.43380200,0.98054888,-0.98054888,0.00000000,-0.00000000
-5.35167584,2.23102921,-2.23102921,0.46534043,-0.46534043,0.47425369,-0.47425369,0.00314046,-0.00314046,0.28352430,-0.28352430,0.63946365,-0.63946365,0.42524837,-0.42524837,0.96796028,-0.96796028,0.00000000,-0.00000000
-5.34567284,2.21115837,-2.21115837,0.45911805,-0.45911805,0.47324904,-0.47324904,0.00321078,-0.00321078,0.28530973,-0.28530973,0.63908915,-0.63908915,0.41610315,-0.41610315,0.95367739,-0.95367739,0.00000000,-0.00000000
