energy_ev,total_up,Pb_p_up,Pb_d_up,Ru_p_up,Ru_d_up,Te_p_up,Te_d_up
-6.00000000,0.36866220,0.07537740,0.00045680,0.42412670,0.18587178,0.18352884,0.00000000
-5.99399700,0.38122797,0.07200874,0.00049750,0.44763613,0.19198081,0.19854756,0.00000000
-5.98799400,0.39512582,0.06909633,0.00053882,0.47213387,0.19882938,0.21391455,0.00000000
-5.98199100,0.41006319,0.06667792,0.00058009,0.49716555,0.20627667,0.22934784,0.00000000
-5.97598799,0.42572315,0.06478237,0.00062058,0.52224413,0.21417156,0.24455725,0.00000000
-5.96998499,0.44177386,0.06343097,0.00065959,0.54686228,0.22235725,0.25924999,0.00000000
-5.96398199,0.45787952,0.06263919,0.00069638,0.57050676,0.23067669,0.27313707,0.00000000
-5.95797899,0.47371224,0.06241845,0.00073029,0.59267404,0.23897833,0.28594028,0.00000000
-5.95197599,0.48896435,0.06277788,0.00076067,0.61288655,0.24712209,0.29739958,0.00000000
-5.94597299,0.50336027,0.06372590,0.00078695,0.63070866,0.25498508,0.30728028,0.00000000
-5.93996998,0.51666744,0.06527160,0.00080865,0.64576175,0.26246679,0.31537998,0.00000000
-5.93396698,0.52870552,0.06742562,0.00082538,0.65773744,0.26949327,0.32153458,0.00000000
-5.92796398,0.53935344,0.07020061,0.00083690,0.66640836,0.27602036,0.32562338,0.00000000
-5.92196098,0.54855372,0.07361120,0.00084306,0.67163588,0.28203527,0.32757263,0.00000000
-5.91595798,0.55631391,0.07767339,0.00084387,0.67337438,0.28755690,0.32735761,0.00000000
-5.90995498,0.56270490,0.08240340,0.00083948,0.67167173,0.29263437,0.32500294,0.00000000
-5.90395198,0.56785614,0.08781615,0.00083017,0.66666616,0.29734416,0.32058112,0.00000000
-5.89794897,0.57194822,0.09392329,0.00081636,0.65857940,0.30178579,0.31420944,0.00000000
-5.89194597,0.57520291,0.10073104,0.00079859,0.64770673,0.30607634,0.30604516,0.00000000
-5.88594297,0.57787143,0.10823793,0.00077751,0.63440421,0.31034415,0.29627953,0.00000000
-5.87993997,0.58022153,0.11643259,0.00075387,0.61907401,0.31472197,0.28513059,0.00000000
-5.87393697,0.58252412,0.12529180,0.00072848,0.60214838,0.31934002,0.27283540,0.00000000
-5.86793397,0.58504015,0.13477895,0.00070223,0.58407324,0.32431929,0.25964184,0.00000000
-5.86193097,0.58800865,0.14484303,0.00067603,0.56529207,0.32976562,0.24580044,0.00000000
-5.85592796,0.59163630,0.15541826,0.00065081,0.54623101,0.33576465,0.23155668,0.00000000
-5.84992496,0.59608939,0.16642459,0.00062750,0.52728572,0.34237816,0.21714396,0.00000000
-5.84392196,0.60148828,0.17776882,0.00060701,0.50881051,0.34964181,0.20277753,0.00000000
-5.83791896,0.60790489,0.18934669,0.00059020,0.49111029,0.35756453,0.18864970,0.00000000
-5.83191596,0.61536290,0.20104554,0.00057792,0.47443542,0.36612942,0.17492635,0.00000000
-5.82591296,0.62384093,0.21274769,0.00057090,0.45897948,0.37529613,0.16174477,0.00000000
-5.81990995,0.63327808,0.22433430,0.00056984,0.44487989,0.38500455,0.14921297,0.00000000
-5.81390695,0.64358157,0.23568944,0.00057536,0.43222116,0.39517945,0.13741023,0.00000000
-5.80790395,0.65463584,0.24670438,0.00058796,0.42104020,0.40573592,0.12638875,0.00000000
-5.80190095,0.66631263,0.25728164,0.00060808,0.41133339,0.41658505,0.11617635,0.00000000
-5.79589795,0.67848119,0.26733876,0.00063607,0.40306476,0.42763973,0.10677979,0.00000000
-5.78989495,0.69101835,0.27681159,0.00067217,0.39617483,0.43882000,0.09818871,0.00000000
-5.78389195,0.70381750,0.28565678,0.00071654,0.39058946,0.45005794,0.09037976,0.00000000
-5.77788894,0.71679643,0.29385361,0.00076923,0.38622844,0.46130162,0.08332076,0.00000000
-5.77188594,0.72990335,0.30140479,0.00083023,0.38301318,0.47251815,0.07697475,0.00000000
-5.76588294,0.74312119,0.30833646,0.00089942,0.38087342,0.48369557,0.07130370,0.00000000
-5.75987994,0.75646982,0.31469721,0.00097662,0.37975260,0.49484380,0.06627170,0.00000000
-5.75387694,0.77000645,0.32055639,0.00106156,0.37961182,0.50599446,0.06184762,0.00000000
-5.74787394,0.78382423,0.32600156,0.00115391,0.38043235,0.51719994,0.05800713,0.00000000
-5.74187094,0.79804923,0.33113548,0.00125329,0.38221674,0.52853155,0.05473404,0.00000000
-5.73586793,0.81283623,0.33607260,0.00135927,0.38498862,0.54007725,0.05202099,0.00000000
-5.72986493,0.82836334,0.34093525,0.00147138,0.38879130,0.55193883,0.04986949,0.00000000
-5.72386193,0.84482599,0.34584973,0.00158911,0.39368534,0.56422892,0.04828938,0.00000000
-5.71785893,0.86243029,0.35094242,0.00171196,0.39974528,0.57706772,0.04729779,0.00000000
-5.71185593,0.88138617,0.35633589,0.00183937,0.40705566,0.59057975,0.04691760,0.00000000
-5.70585293,0.90190040,0.36214539,0.00197080,0.41570649,0.60489064,0.04717561,0.00000000
-5.69984992,0.92416961,0.36847553,0.00210570,0.42578837,0.62012379,0.04810034,0.00000000
-5.69384692,0.94837353,0.37541733,0.00224348,0.43738734,0.63639731,0.04971981,0.00000000
