energy_ev,total_up,Li_s_up,N_s_up,N_p_up,Te_p_up,Te_d_up,Zr_p_up,Zr_d_up
-5.52576288,2.03519764,0.31719095,0.00314136,0.56555470,0.81074717,0.00000000,1.60322440,0.30134251
-5.51975988,2.05804114,0.30843978,0.00330263,0.57300273,0.81744316,0.00000000,1.62520089,0.30279298
-5.51375688,2.07585275,0.29986718,0.00345397,0.57915600,0.82208162,0.00000000,1.64180329,0.30400348
-5.50775388,2.08778702,0.29153699,0.00359253,0.58371120,0.82443564,0.00000000,1.65234709,0.30483184
-5.50175088,2.09308908,0.28349980,0.00371557,0.58639394,0.82430904,0.00000000,1.65623648,0.30514489
-5.49574787,2.09112688,0.27579558,0.00382063,0.58696884,0.82154724,0.00000000,1.65299013,0.30482349
-5.48974487,2.08141987,0.26845654,0.00390563,0.58524850,0.81604674,0.00000000,1.64226367,0.30376710
-5.48374187,2.06366231,0.26150971,0.00396890,0.58110103,0.80776255,0.00000000,1.62386747,0.30189779
-5.47773887,2.03773999,0.25497935,0.00400938,0.57445551,0.79671318,0.00000000,1.59777874,0.29916321
-5.47173587,2.00373939,0.24888870,0.00402660,0.56530522,0.78298280,0.00000000,1.56414750,0.29553867
-5.46573287,1.96194879,0.24326121,0.00402078,0.55370852,0.76672064,0.00000000,1.52329587,0.29102788
-5.45972986,1.91285123,0.23812116,0.00399286,0.53978709,0.74813738,0.00000000,1.47571073,0.28566261
-5.45372686,1.85710980,0.23349362,0.00394449,0.52372190,0.72749907,0.00000000,1.42203035,0.27950110
-5.44772386,1.79554621,0.22940390,0.00387806,0.50574699,0.70511872,0.00000000,1.36302543,0.27262548
-5.44172086,1.72911370,0.22587664,0.00379663,0.48614144,0.68134628,0.00000000,1.29957564,0.26513825
-5.43571786,1.65886595,0.22293466,0.00370390,0.46521987,0.65655737,0.00000000,1.23264293,0.25715816
-5.42971486,1.58592353,0.22059767,0.00360411,0.44332216,0.63114163,0.00000000,1.16324267,0.24881562
-5.42371186,1.51143970,0.21888121,0.00350197,0.42080263,0.60549124,0.00000000,1.09241418,0.24024803
-5.41770885,1.43656723,0.21779575,0.00340254,0.39801939,0.57999008,0.00000000,1.02119174,0.23159518
-5.41170585,1.36242758,0.21734618,0.00331111,0.37532420,0.55500435,0.00000000,0.95057742,0.22299500
-5.40570285,1.29008396,0.21753180,0.00323307,0.35305330,0.53087470,0.00000000,0.88151661,0.21457989
-5.39969985,1.22051889,0.21834669,0.00317379,0.33151948,0.50791044,0.00000000,0.81487709,0.20647372
-5.39369685,1.15461708,0.21978063,0.00313845,0.31100568,0.48638576,0.00000000,0.75143217,0.19878959
-5.38769385,1.09315382,0.22182035,0.00313193,0.29176011,0.46653801,0.00000000,0.69184811,0.19162839
-5.38169085,1.03678857,0.22445107,0.00315864,0.27399305,0.44856789,0.00000000,0.63667602,0.18507820
-5.37568784,0.98606357,0.22765819,0.00322244,0.25787522,0.43264121,0.00000000,0.58634789,0.17921428
-5.36968484,0.94140661,0.23142893,0.00332644,0.24353746,0.41889196,0.00000000,0.54117643,0.17409974
-5.36368184,0.90313718,0.23575392,0.00347295,0.23107170,0.40742613,0.00000000,0.50135840,0.16978649
-5.35767884,0.87147497,0.24062831,0.00366334,0.22053292,0.39832599,0.00000000,0.46698054,0.16631656
-5.35167584,0.84654984,0.24605264,0.00389800,0.21194175,0.39165422,0.00000000,0.43802782,0.16372345
-5.34567284,0.82841220,0.25203306,0.00417620,0.20528762,0.38745765,0.00000000,0.41439311,0.16203333
-5.33966983,0.81704315,0.25858113,0.00449612,0.20053220,0.38577022,0.00000000,0.39588799,0.16126615
-5.33366683,0.81236350,0.26571298,0.00485482,0.19761286,0.38661492,0.00000000,0.38225400,0.16143634
-5.32766383,0.81424151,0.27344799,0.00524824,0.19644609,0.39000459,0.00000000,0.37317405,0.16255318
-5.32166083,0.82249883,0.28180713,0.00567127,0.19693081,0.39594154,0.00000000,0.36828378,0.16462074
-5.31565783,0.83691483,0.29081087,0.00611782,0.19895145,0.40441614,0.00000000,0.36718258,0.16763749
-5.30965483,0.85722925,0.30047699,0.00658097,0.20238083,0.41540447,0.00000000,0.36944414,0.17159559
-5.30365183,0.88314374,0.31081835,0.00705310,0.20708286,0.42886521,0.00000000,0.37462675,0.17647992
-5.29764882,0.91432247,0.32184074,0.00752611,0.21291512,0.44473633,0.00000000,0.38228306,0.18226701
-5.29164582,0.95039243,0.33354094,0.00799160,0.21973138,0.46293160,0.00000000,0.39196956,0.18892408
-5.28564282,0.99094399,0.34590510,0.00844113,0.22738407,0.48333748,0.00000000,0.40325577,0.19640809
-5.27963982,1.03553205,0.35890758,0.00886648,0.23572688,0.50581066,0.00000000,0.41573311,0.20466514
-5.27363682,1.08367845,0.37251015,0.00925991,0.24461741,0.53017649,0.00000000,0.42902344,0.21363029
-5.26763382,1.13487576,0.38666168,0.00961437,0.25391986,0.55622862,0.00000000,0.44278727,0.22322778
-5.26163082,1.18859295,0.40129829,0.00992380,0.26350801,0.58373001,0.00000000,0.45673145,0.23337184
-5.25562781,1.24428281,0.41634395,0.01018327,0.27326806,0.61241537,0.00000000,0.47061616,0.24396810
-5.24962481,1.30139129,0.43171134,0.01038921,0.28310165,0.64199506,0.00000000,0.48426109,0.25491547
-5.24362181,1.35936854,0.44730318,0.01053951,0.29292877,0.67216045,0.00000000,0.49755042,0.26610870
-5.23761881,1.41768136,0.46301368,0.01063356,0.30269048,0.70259052,0.00000000,0.51043655,0.27744131
-5.23161581,1.47582670,0.47873029,0.01067234,0.31235147,0.73295950,0.00000000,0.52294216,0.28880891
-5.22561281,1.53334572,0.49433557,0.01065831,0.32190220,0.76294538,0.00000000,0.53516048,0.30011284
-5.21960980,1.58983784,0.50970914,0.01059535,0.33136049,0.79223876,0.00000000,0.54725362,0.31126378
-5.21360680,1.64497411,0.52472979,0.01048861,0.34077263,0.82055190,0.00000000,0.55944877,0.32218546
-5.20760380,1.69850931,0.53927750,0.01034426,0.35021365,0.84762747,0.00000000,0.57203225,0.33281797
-5.20160080,1.75029207,0.55323562,0.01016934,0.35978677,0.87324659,0.00000000,0.58534151,0.34312081
-5.19559780,1.80027226,0.56649290,0.00997141,0.36962195,0.89723594,0.00000000,0.59975494,0.35307520
-5.18959480,1.84850530,0.57894551,0.00975837,0.37987335,0.91947339,0.00000000,0.61568002,0.36268574
-5.18359180,1.89515249,0.59049893,0.00953808,0.39071575,0.93989202,0.00000000,0.63353967,0.37198112
-5.17758879,1.94047730,0.60106970,0.00931817,0.40233983,0.95848225,0.00000000,0.65375742,0.38101379
-5.17158579,1.98483706,0.61058688,0.00910577,0.41494635,0.97529181,0.00000000,0.67674159,0.38985859
-5.16558279,2.02867015,0.61899327,0.00890729,0.42873923,0.99042364,0.00000000,0.70286891,0.39861014
-5.15957979,2.07247871,0.62624622,0.00872827,0.44391776,1.00403153,0.00000000,0.73246825,0.40737925
-5.15357679,2.11680709,0.63231807,0.00857322,0.46066786,1.01631383,0.00000000,0.76580460,0.41628811
-5.14757379,2.16221680,0.63719612,0.00844555,0.47915296,1.02750508,0.00000000,0.80306418,0.42546470
-5.14157079,2.20925861,0.64088209,0.00834755,0.49950439,1.03786626,0.00000000,0.84434101,0.43503635
-5.13556778,2.25844274,0.64339116,0.00828039,0.52181204,1.04767358,0.00000000,0.88962544,0.44512285
-5.12956478,2.31020857,0.64475057,0.00824418,0.54611530,1.05720656,0.00000000,0.93879528,0.45582936
-5.12356178,2.36489491,0.64499777,0.00823804,0.57239503,1.06673571,0.00000000,0.99160989,0.46723941
-5.11755878,2.42271250,0.64417836,0.00826023,0.60056687,1.07651030,0.00000000,1.04770761,0.47940833
-5.11155578,2.48372012,0.64234378,0.00830827,0.63047631,1.08674686,0.00000000,1.10660695,0.49235755
-5.10555278,2.54780562,0.63954899,0.00837908,0.66189616,1.09761872,0.00000000,1.16771164,0.50607000
-5.09954977,2.61467332,0.63585017,0.00846916,0.69452649,1.10924720,0.00000000,1.23031984,0.52048699
-5.09354677,2.68383865,0.63130263,0.00857465,0.72799757,1.12169484,0.00000000,1.29363719,0.53550683
-5.08754377,2.75463090,0.62595902,0.00869155,0.76187588,1.13496085,0.00000000,1.35679380,0.55098524
-5.08154077,2.82620437,0.61986796,0.00881577,0.79567308,1.14897926,0.00000000,1.41886470,0.56673786
-5.07553777,2.89755805,0.61307308,0.00894323,0.82885809,1.16361963,0.00000000,1.47889321,0.58254469
-5.06953477,2.96756319,0.60561268,0.00906998,0.86087168,1.17869057,0.00000000,1.53591665,0.59815637
-5.06353177,3.03499801,0.59751979,0.00919221,0.89114323,1.19394579,0.00000000,1.58899353,0.61330216
-5.05752876,3.09858821,0.58882274,0.00930634,0.91910906,1.20909255,0.00000000,1.63723131,0.62769924
-5.05152576,3.15705159,0.57954618,0.00940901,0.94423149,1.22380218,0.00000000,1.67981364,0.64106294
-5.04552276,3.20914480,0.56971242,0.00949715,0.96601785,1.23772214,0.00000000,1.71602607,0.65311743
-5.03951976,3.25371021,0.55934293,0.00956798,0.98403851,1.25048933,0.00000000,1.74527916,0.66360641
-5.03351676,3.28972046,0.54846000,0.00961906,0.99794314,1.26174385,0.00000000,1.76712792,0.67230318
-5.02751376,3.31631875,0.53708835,0.00964826,1.00747416,1.27114277,0.00000000,1.78128669,0.67901964
-5.02151076,3.33285271,0.52525657,0.00965385,1.01247687,1.27837327,0.00000000,1.78763877,0.68361375
-5.01550775,3.33890022,0.51299833,0.00963453,1.01290564,1.28316464,0.00000000,1.78624013,0.68599506
-5.00950475,3.33428584,0.50035320,0.00958942,1.00882566,1.28529850,0.00000000,1.77731711,0.68612802
-5.00350175,3.31908710,0.48736711,0.00951815,1.00041028,1.28461694,0.00000000,1.76125790,0.68403282
-4.99749875,3.29363022,0.47409229,0.00942091,0.98793393,1.28102822,0.00000000,1.73859830,0.67978390
-4.99149575,3.25847568,0.46058685,0.00929843,0.97176097,1.27450979,0.00000000,1.71000214,0.67350602
-4.98549275,3.21439443,0.44691383,0.00915206,0.95233103,1.26510859,0.00000000,1.67623736,0.66536825
-4.97948974,3.16233601,0.43313995,0.00898374,0.93014158,1.25293874,0.00000000,1.63814879,0.65557618
-4.97348674,3.10339043,0.41933406,0.00879603,0.90572860,1.23817677,0.00000000,1.59662878,0.64436279
-4.96748374,3.03874583,0.40556541,0.00859206,0.87964637,1.22105483,0.00000000,1.55258726,0.63197849
-4.96148074,2.96964428,0.39190179,0.00837549,0.85244739,1.20185214,0.00000000,1.50692243,0.61868091
-4.95547774,2.89733804,0.37840782,0.00815039,0.82466340,1.18088549,0.00000000,1.46049357,0.60472492
-4.94947474,2.82304853,0.36514333,0.00792121,0.79678847,1.15849911,0.00000000,1.41409718,0.59035357
-4.94347174,2.74793013,0.35216210,0.00769258,0.76926479,1.13505460,0.00000000,1.36844750,0.57579019
-4.93746873,2.67304052,0.33951090,0.00746923,0.74247205,1.11092152,0.00000000,1.32416221,0.56123225
-4.93146573,2.59931876,0.32722907,0.00725578,0.71672038,1.08646906,0.00000000,1.28175384,0.54684713
-4.92546273,2.52757211,0.31534856,0.00705662,0.69224740,1.06205926,0.00000000,1.24162708,0.53277001
-4.91945973,2.45847153,0.30389448,0.00687570,0.66921907,1.03804193,0.00000000,1.20408178,0.51910375
-4.91345673,2.39255582,0.29288616,0.00671645,0.64773410,1.01475165,0.00000000,1.16932121,0.50592095
-4.90745373,2.33024339,0.28233866,0.00658155,0.62783149,0.99250652,0.00000000,1.13746481,0.49326758
-4.90145073,2.27185050,0.27226463,0.00647289,0.60950051,0.97160873,0.00000000,1.10856432,0.48116821
-4.89544772,2.21761421,0.26267643,0.00639146,0.59269239,0.95234659,0.00000000,1.08262232,0.46963210
-4.88944472,2.16771821,0.25358838,0.00633730,0.57733294,0.93499747,0.00000000,1.05961156,0.45866002
-4.88344172,2.12231957,0.24501898,0.00630948,0.56333527,0.91983138,0.00000000,1.03949406,0.44825102
-4.87743872,2.08157419,0.23699303,0.00630614,0.55061176,0.90711441,0.00000000,1.02223856,0.43840890
-4.87143572,2.04565936,0.22954345,0.00632457,0.53908473,0.89711164,0.00000000,1.00783520,0.42914785
-4.86543272,2.01479157,0.22271270,0.00636128,0.52869517,0.89008893,0.00000000,0.99630651,0.42049691
-4.85942971,1.98923836,0.21655369,0.00641218,0.51940899,0.88631313,0.00000000,0.98771414,0.41250301
-4.85342671,1.96932354,0.21113022,0.00647272,0.51122083,0.88605060,0.00000000,0.98216081,0.40523235
-4.84742371,1.95542506,0.20651670,0.00653807,0.50415500,0.88956352,0.00000000,0.97978749,0.39877014
-4.84142071,1.94796601,0.20279737,0.00660336,0.49826386,0.89710438,0.00000000,0.98076616,0.39321864
-4.83541771,1.94739907,0.20006487,0.00666381,0.49362388,0.90890848,0.00000000,0.98528854,0.38869372
-4.82941471,1.95418555,0.19841840,0.00671503,0.49032961,0.92518503,0.00000000,0.99355173,0.38532009
-4.82341171,1.96877031,0.19796128,0.00675308,0.48848615,0.94610713,0.00000000,1.00574178,0.38322558
-4.81740870,1.99155424,0.19879828,0.00677474,0.48820069,0.97180128,0.00000000,1.02201626,0.38253478
-4.81140570,2.02286597,0.20103268,0.00677759,0.48957354,1.00233714,0.00000000,1.04248718,0.38336242
-4.80540270,2.06293460,0.20476312,0.00676010,0.49268948,1.03771808,0.00000000,1.06720533,0.38580682
-4.79939970,2.11186529,0.21008054,0.00672174,0.49760968,1.07787329,0.00000000,1.09614727,0.38994388
-4.79339670,2.16961897,0.21706508,0.00666295,0.50436493,1.12265190,0.00000000,1.12920592,0.39582183
-4.78739370,2.23599768,0.22578314,0.00658516,0.51295032,1.17181984,0.00000000,1.16618534,0.40345703
-4.78139070,2.31063616,0.23628469,0.00649075,0.52332187,1.22505938,0.00000000,1.20680035,0.41283098
-4.77538769,2.39300028,0.24860078,0.00638291,0.53539505,1.28197183,0.00000000,1.25068102,0.42388876
-4.76938469,2.48239241,0.26274147,0.00626558,0.54904537,1.34208319,0.00000000,1.29738198,0.43653872
-4.76338169,2.57796324,0.27869393,0.00614330,0.56411086,1.40485263,0.00000000,1.34639595,0.45065364
-4.75737869,2.67872948,0.29642103,0.00602104,0.58039629,1.46968323,0.00000000,1.39717100,0.46607297
-4.75137569,2.78359634,0.31586022,0.00590406,0.59767881,1.53593477,0.00000000,1.44913037,0.48260624
-4.74537269,2.89138363,0.33692287,0.00579770,0.61571474,1.60293760,0.00000000,1.50169395,0.50003730
-4.73936968,3.00085398,0.35949395,0.00570728,0.63424698,1.67000718,0.00000000,1.55430005,0.51812914
-4.73336668,3.11074200,0.38343221,0.00563788,0.65301284,1.73645847,0.00000000,1.60642634,0.53662914
-4.72736368,3.21978280,0.40857079,0.00559425,0.67175167,1.80161957,0.00000000,1.65760877,0.55527453
-4.72136068,3.32673883,0.43471834,0.00558061,0.69021213,1.86484404,0.00000000,1.70745744,0.57379780
-4.71535768,3.43042398,0.46166069,0.00560060,0.70815871,1.92552142,0.00000000,1.75566845,0.59193189
-4.70935468,3.52972414,0.48916303,0.00565714,0.72537719,1.98308573,0.00000000,1.80203124,0.60941512
-4.70335168,3.62361383,0.51697267,0.00575240,0.74167901,2.03702162,0.00000000,1.84643100,0.62599565
-4.69734867,3.71116858,0.54482232,0.00588767,0.75690435,2.08686841,0.00000000,1.88884596,0.64143548
-4.69134567,3.79157311,0.57243388,0.00606338,0.77092386,2.13222185,0.00000000,1.92933992,0.65551396
-4.68534267,3.86412573,0.59952264,0.00627907,0.78363927,2.17273408,0.00000000,1.96805035,0.66803077
-4.67933967,3.92823904,0.62580183,0.00653334,0.79498273,2.20811204,0.00000000,2.00517275,0.67880839
-4.67333667,3.98343794,0.65098737,0.00682389,0.80491519,2.23811464,0.00000000,2.04094225,0.68769418
-4.66733367,4.02935515,0.67480271,0.00714756,0.81342390,2.26254926,0.00000000,2.07561333,0.69456191
-4.66133067,4.06572514,0.69698353,0.00750031,0.82051934,2.28126790,0.00000000,2.10943892,0.69931293
-4.65532766,4.09237710,0.71728225,0.00787733,0.82623158,2.29416330,0.00000000,2.14264985,0.70187696
-4.64932466,4.10922734,0.73547213,0.00827307,0.83060651,2.30116559,0.00000000,2.17543591,0.70221237
-4.64332166,4.11627185,0.75135078,0.00868133,0.83370188,2.30223945,0.00000000,2.20792940,0.70030625
-4.63731866,4.11357933,0.76474310,0.00909539,0.83558355,2.29738224,0.00000000,2.24019224,0.69617391
-4.63131566,4.10128495,0.77550352,0.00950810,0.83632189,2.28662296,0.00000000,2.27220717,0.68985813
-4.62531266,4.07958530,0.78351746,0.00991204,0.83598861,2.27002242,0.00000000,2.30387370,0.68142800
-4.61930965,4.04873442,0.78870209,0.01029963,0.83465407,2.24767418,0.00000000,2.33500898,0.67097734
-4.61330665,4.00904120,0.79100648,0.01066338,0.83238510,2.21970662,0.00000000,2.36535378,0.65862292
-4.60730365,3.96086800,0.79041112,0.01099600,0.82924342,2.18628559,0.00000000,2.39458323,0.64450228
-4.60130065,3.90463043,0.78692703,0.01129061,0.82528468,2.14761771,0.00000000,2.42232191,0.62877140
-4.59529765,3.84079821,0.78059444,0.01154096,0.82055815,2.10395402,0.00000000,2.44816268,0.61160216
-4.58929465,3.76989673,0.77148142,0.01174157,0.81510688,2.05559356,0.00000000,2.47168822,0.59317968
-4.58329165,3.69250910,0.75968217,0.01188794,0.80896846,2.00288685,0.00000000,2.49249439,0.57369972
-4.57728864,3.60927824,0.74531550,0.01197669,0.80217620,1.94623858,0.00000000,2.51021409,0.55336597
-4.57128564,3.52090863,0.72852315,0.01200569,0.79476058,1.88610956,0.00000000,2.52454045,0.53238757
-4.56528264,3.42816709,0.70946826,0.01197415,0.78675099,1.82301721,0.00000000,2.53524812,0.51097659
-4.55927964,3.33188229,0.68833380,0.01188270,0.77817742,1.75753462,0.00000000,2.54221127,0.48934584
-4.55327664,3.23294230,0.66532100,0.01173333,0.76907222,1.69028766,0.00000000,2.54541749,0.46770662
-4.54727364,3.13228982,0.64064758,0.01152945,0.75947152,1.62195005,0.00000000,2.54497638,0.44626678
-4.54127064,3.03091472,0.61454597,0.01127571,0.74941642,1.55323617,0.00000000,2.54112232,0.42522882
-4.53526763,2.92984362,0.58726107,0.01097790,0.73895363,1.48489170,0.00000000,2.53421095,0.40478807
-4.52926463,2.83012640,0.55904776,0.01064282,0.72813570,1.41768203,0.00000000,2.52470922,0.38513099
-4.52326163,2.73281980,0.53016807,0.01027796,0.71702060,1.35237866,0.00000000,2.51317929,0.36643339
-4.51725863,2.63896831,0.50088783,0.00989136,0.70567074,1.28974403,0.00000000,2.50025681,0.34885877
-4.51125563,2.54958282,0.47147304,0.00949129,0.69415142,1.23051500,0.00000000,2.48662437,0.33255657
-4.50525263,2.46561781,0.44218586,0.00908600,0.68252885,1.17538567,0.00000000,2.47298147,0.31766043
-4.49924962,2.38794775,0.41328045,0.00868344,0.67086775,1.12499012,0.00000000,2.46001212,0.30428649
-4.49324662,2.31734372,0.38499869,0.00829101,0.65922871,1.07988568,0.00000000,2.44835188,0.29253170
