energy_ev,total_up,Cu_p_up,Cu_d_up,N_s_up,N_p_up,S_s_up,S_p_up,Sc_p_up,Sc_d_up
-5.47173587,0.59608032,0.16901971,0.31271820,0.00020231,0.00522779,0.00282798,0.28341202,0.03787878,0.02938007
-5.46573287,0.62840756,0.17330412,0.33333374,0.00022601,0.00557797,0.00252268,0.29882014,0.03931665,0.03087602
-5.45972986,0.66742287,0.17958035,0.35738668,0.00025118,0.00598509,0.00226182,0.31738291,0.04123128,0.03270401
-5.45372686,0.71234275,0.18761383,0.38449048,0.00027758,0.00644094,0.00204195,0.33871396,0.04356149,0.03482340
-5.44772386,0.76229572,0.19714814,0.41420945,0.00030488,0.00693657,0.00185938,0.36238577,0.04624253,0.03718930
-5.44172086,0.81632941,0.20790762,0.44606223,0.00033272,0.00746239,0.00171020,0.38793293,0.04920636,0.03975296
-5.43571786,0.87342204,0.21960112,0.47952760,0.00036070,0.00800826,0.00159042,0.41485755,0.05238206,0.04246238
-5.42971486,0.93249819,0.23192658,0.51405278,0.00038840,0.00856375,0.00149604,0.44263655,0.05569659,0.04526311
-5.42371186,0.99244856,0.24457662,0.54906393,0.00041535,0.00911826,0.00142313,0.47073105,0.05907572,0.04809925
-5.41770885,1.05215331,0.25724483,0.58397880,0.00044108,0.00966134,0.00136786,0.49859734,0.06244519,0.05091464
-5.41170585,1.11050824,0.26963259,0.61822099,0.00046511,0.01018288,0.00132662,0.52569933,0.06573207,0.05365417
-5.40570285,1.16645284,0.28145632,0.65123530,0.00048700,0.01067347,0.00129604,0.55152178,0.06886624,0.05626517
-5.39969985,1.21899920,0.29245463,0.68250369,0.00050630,0.01112461,0.00127302,0.57558401,0.07178194,0.05869884
-5.39369685,1.26726044,0.30239533,0.71156108,0.00052263,0.01152904,0.00125480,0.59745342,0.07441930,0.06091165
-5.38769385,1.31047748,0.31108183,0.73801025,0.00053563,0.01188094,0.00123894,0.61675809,0.07672581,0.06286667
-5.38169085,1.34804275,0.31835863,0.76153521,0.00054504,0.01217617,0.00122337,0.63319812,0.07865767,0.06453469
-5.37568784,1.37951972,0.32411568,0.78191220,0.00055064,0.01241243,0.00120639,0.64655486,0.08018096,0.06589516
-5.36968484,1.40465705,0.32829139,0.79901784,0.00055232,0.01258936,0.00118664,0.65669766,0.08127241,0.06693686
-5.36368184,1.42339661,0.33087392,0.81283382,0.00055004,0.01270855,0.00116313,0.66358777,0.08192003,0.06765823
-5.35767884,1.43587465,0.33190097,0.82344777,0.00054384,0.01277354,0.00113519,0.66727898,0.08212330,0.06806736
-5.35167584,1.44241581,0.33145762,0.83105011,0.00053385,0.01278967,0.00110246,0.66791501,0.08189296,0.06818164
-5.34567284,1.44352011,0.32967266,0.83592686,0.00052028,0.01276391,0.00106487,0.66572351,0.08125052,0.06802704
-5.33966983,1.43984305,0.32671322,0.83844854,0.00050343,0.01270460,0.00102257,0.66100706,0.08022740,0.06763709
-5.33366683,1.43216973,0.32277815,0.83905559,0.00048362,0.01262116,0.00097593,0.65413118,0.07886366,0.06705149
-5.32766383,1.42138379,0.31809017,0.83824069,0.00046125,0.01252375,0.00092549,0.64551019,0.07720659,0.06631457
-5.32166083,1.40843255,0.31288743,0.83652888,0.00043677,0.01242288,0.00087190,0.63559112,0.07530900,0.06547354
-5.31565783,1.39428970,0.30741450,0.83445608,0.00041061,0.01232908,0.00081592,0.62483666,0.07322740,0.06457661
-5.30965483,1.37991715,0.30191345,0.83254710,0.00038325,0.01225249,0.00075834,0.61370762,0.07102009,0.06367111
-5.30365183,1.36622770,0.29661530,0.83129395,0.00035514,0.01220262,0.00069997,0.60264578,0.06874529,0.06280172
-5.29764882,1.35405012,0.29173213,0.83113550,0.00032673,0.01218798,0.00064160,0.59205781,0.06645930,0.06200877
-5.29164582,1.34409812,0.28745042,0.83243937,0.00029844,0.01221598,0.00058398,0.58230091,0.06421486,0.06132678
-5.28564282,1.33694473,0.28392556,0.83548692,0.00027064,0.01229273,0.00052780,0.57367084,0.06205972,0.06078332
-5.27963982,1.33300293,0.28127811,0.84046195,0.00024366,0.01242302,0.00047367,0.56639269,0.06003540,0.06039816
-5.27363682,1.33251365,0.27959163,0.84744377,0.00021780,0.01261039,0.00042209,0.56061491,0.05817639,0.06018276
-5.26763382,1.33554146,0.27891240,0.85640495,0.00019329,0.01285722,0.00037347,0.55640665,0.05650955,0.06014022
-5.26163082,1.34197808,0.27925079,0.86721379,0.00017030,0.01316499,0.00032813,0.55375858,0.05505389,0.06026552
-5.25562781,1.35155356,0.28058426,0.87964158,0.00014897,0.01353450,0.00028628,0.55258703,0.05382074,0.06054619
-5.24962481,1.36385458,0.28286184,0.89337420,0.00012938,0.01396623,0.00024804,0.55274116,0.05281417,0.06096327
-5.24362181,1.37834871,0.28600972,0.90802758,0.00011155,0.01446066,0.00021344,0.55401287,0.05203164,0.06149250
-5.23761881,1.39441371,0.28993770,0.92316631,0.00009550,0.01501864,0.00018245,0.55614881,0.05146506,0.06210579
-5.23161581,1.41137017,0.29454612,0.93832447,0.00008116,0.01564168,0.00015496,0.55886403,0.05110179,0.06277277
-5.22561281,1.42851601,0.29973288,0.95302771,0.00006849,0.01633228,0.00013083,0.56185637,0.05092594,0.06346236
-5.21960980,1.44516109,0.30540016,0.96681549,0.00005738,0.01709406,0.00010986,0.56482121,0.05091964,0.06414436
-5.21360680,1.46066012,0.31146050,0.97926238,0.00004774,0.01793189,0.00009185,0.56746550,0.05106422,0.06479089
-5.20760380,1.47444248,0.31784183,0.98999739,0.00003943,0.01885189,0.00007656,0.56952081,0.05134145,0.06537763
-5.20160080,1.48603729,0.32449125,0.99872045,0.00003235,0.01986130,0.00006376,0.57075440,0.05173444,0.06588483
-5.19559780,1.49509261,0.33137729,1.00521502,0.00002637,0.02096817,0.00005322,0.57097820,0.05222850,0.06629803
-5.18959480,1.50138800,0.33849057,1.00935660,0.00002136,0.02218101,0.00004473,0.57005508,0.05281161,0.06660844
-5.18359180,1.50483983,0.34584279,1.01111636,0.00001721,0.02350831,0.00003810,0.56790228,0.05347476,0.06681294
-5.17758879,1.50549923,0.35346415,1.01056018,0.00001381,0.02495788,0.00003314,0.56449195,0.05421190,0.06691389
-5.17158579,1.50354315,0.36139929,1.00784290,0.00001106,0.02653627,0.00002971,0.55984893,0.05501965,0.06691847
-5.16558279,1.49925907,0.36970208,1.00319849,0.00000888,0.02824809,0.00002771,0.55404582,0.05589683,0.06683791
-5.15957979,1.49302435,0.37842954,0.99692651,0.00000720,0.03009531,0.00002705,0.54719596,0.05684375,0.06668643
-5.15357679,1.48528185,0.38763531,0.98937591,0.00000596,0.03207672,0.00002769,0.53944466,0.05786132,0.06648014
-5.14757379,1.47651292,0.39736295,0.98092702,0.00000511,0.03418745,0.00002963,0.53095912,0.05895018,0.06623582
-5.14157079,1.46720978,0.40763976,0.97197279,0.00000461,0.03641863,0.00003291,0.52191796,0.06010982,0.06596979
-5.13556778,1.45784878,0.41847126,0.96290045,0.00000446,0.03875729,0.00003761,0.51250058,0.06133770,0.06569685
-5.12956478,1.44886603,0.42983691,0.95407460,0.00000465,0.04118646,0.00004385,0.50287721,0.06262866,0.06542941
-5.12356178,1.44063710,0.44168734,0.94582256,0.00000520,0.04368553,0.00005180,0.49320009,0.06397445,0.06517687
-5.11755878,1.43346160,0.45394328,0.93842303,0.00000614,0.04623089,0.00006167,0.48359611,0.06536363,0.06494520
-5.11155578,1.42755375,0.46649638,0.93209838,0.00000752,0.04879678,0.00007373,0.47416145,0.06678173,0.06473692
-5.10555278,1.42303925,0.47921202,0.92701112,0.00000942,0.05135646,0.00008829,0.46495817,0.06821175,0.06455121
-5.09954977,1.41995859,0.49193388,0.92326457,0.00001191,0.05388351,0.00010569,0.45601311,0.06963508,0.06438450
-5.09354677,1.41827649,0.50449022,0.92090772,0.00001511,0.05635335,0.00012635,0.44731880,0.07103262,0.06423111
-5.08754377,1.41789690,0.51670158,0.91994374,0.00001915,0.05874480,0.00015071,0.43883641,0.07238623,0.06408420
-5.08154077,1.41868241,0.52838939,0.92034170,0.00002419,0.06104172,0.00017926,0.43050040,0.07368039,0.06393683
-5.07553777,1.42047710,0.53938522,0.92205080,0.00003040,0.06323459,0.00021253,0.42222446,0.07490392,0.06378309
-5.06953477,1.42313122,0.54954013,0.92501608,0.00003797,0.06532192,0.00025108,0.41390859,0.07605179,0.06361919
-5.06353177,1.42652642,0.55873359,0.92919478,0.00004714,0.06731149,0.00029549,0.40544657,0.07712676,0.06344453
-5.05752876,1.43059993,0.56688149,0.93457250,0.00005815,0.06922130,0.00034637,0.39673365,0.07814089,0.06326262
-5.05152576,1.43536635,0.57394290,0.94117797,0.00007124,0.07108013,0.00040432,0.38767396,0.07911676,0.06308175
-5.04552276,1.44093580,0.57992507,0.94909593,0.00008669,0.07292770,0.00046996,0.37818725,0.08008825,0.06291552
-5.03951976,1.44752743,0.58488651,0.95847719,0.00010478,0.07481441,0.00054387,0.36821470,0.08110090,0.06278299
-5.03351676,1.45547746,0.58893781,0.96954538,0.00012578,0.07680055,0.00062661,0.35772353,0.08221172,0.06270862
-5.02751376,1.46524139,0.59224030,0.98260018,0.00014998,0.07895504,0.00071871,0.34671022,0.08348846,0.06272188
-5.02151076,1.47739019,0.59500249,0.99801665,0.00017762,0.08135373,0.00082064,0.33520236,0.08500823,0.06285656
-5.01550775,1.49260049,0.59747440,1.01624086,0.00020894,0.08407725,0.00093282,0.32325899,0.08685567,0.06314988
-5.00950475,1.51163951,0.59994024,1.03778194,0.00024414,0.08720845,0.00105556,0.31096956,0.08912051,0.06364134
-5.00350175,1.53534503,0.60270950,1.06320099,0.00028336,0.09082961,0.00118913,0.29845162,0.09189467,0.06437142
-4.99749875,1.56460165,0.60610710,1.09309726,0.00032670,0.09501941,0.00133370,0.28584740,0.09526910,0.06538014
-4.99149575,1.60031405,0.61046304,1.12809231,0.00037418,0.09984976,0.00148934,0.27331949,0.09933022,0.06670560
-4.98549275,1.64337863,0.61610180,1.16881260,0.00042575,0.10538269,0.00165606,0.26104586,0.10415640,0.06838249
-4.97948974,1.69465447,0.62333231,1.21587144,0.00048129,0.11166737,0.00183376,0.24921441,0.10981435,0.07044066
-4.97348674,1.75493488,0.63243859,1.26985062,0.00054056,0.11873738,0.00202229,0.23801736,0.11635576,0.07290386
-4.96748374,1.82492046,0.64367167,1.33128259,0.00060325,0.12660832,0.00222142,0.22764554,0.12381426,0.07578859
-4.96148074,1.90519454,0.65724297,1.40063348,0.00066897,0.13527602,0.00243088,0.21828302,0.13220284,0.07910319
-4.95547774,1.99620189,0.67331929,1.47828745,0.00073723,0.14471524,0.00265038,0.21010197,0.14151195,0.08284721
-4.94947474,2.09823103,0.69201965,1.56453267,0.00080748,0.15487909,0.00287959,0.20325811,0.15170822,0.08701098
-4.94347174,2.21140058,0.71341382,1.65954904,0.00087909,0.16569926,0.00311820,0.19788669,0.16273412,0.09157560
-4.93746873,2.33564978,0.73752244,1.76339785,0.00095140,0.17708688,0.00336592,0.19409912,0.17450836,0.09651313
-4.93146573,2.47073314,0.76431859,1.87601324,0.00102370,0.18893430,0.00362248,0.19198034,0.18692728,0.10178712
-4.92546273,2.61621896,0.79373044,1.99719552,0.00109530,0.20111753,0.00388767,0.19158677,0.19986702,0.10735339
-4.91945973,2.77149136,0.82564460,2.12660622,0.00116549,0.21349934,0.00416131,0.19294506,0.21318647,0.11316112
-4.91345673,2.93575550,0.85990998,2.26376475,0.00123361,0.22593298,0.00444325,0.19605134,0.22673097,0.11915409
-4.90745373,3.10804543,0.89634154,2.40804661,0.00129906,0.23826628,0.00473341,0.20087118,0.24033646,0.12527211
-4.90145073,3.28723412,0.93472380,2.55868319,0.00136130,0.25034603,0.00503169,0.20733999,0.25383400,0.13145253
-4.89544772,3.47204522,0.97481377,2.71476311,0.00141989,0.26202248,0.00533799,0.21536400,0.26705452,0.13763186
-4.88944472,3.66106632,1.01634306,2.87523538,0.00147448,0.27315367,0.00565216,0.22482165,0.27983341,0.14374731
-4.88344172,3.85276331,1.05901922,3.03891433,0.00152483,0.28360956,0.00597398,0.23556546,0.29201498,0.14973827
-4.87743872,4.04549587,1.10252619,3.20448695,0.00157083,0.29327554,0.00630311,0.24742421,0.30345637,0.15554768
-4.87143572,4.23753407,1.14652421,3.37052262,0.00161243,0.30205552,0.00663904,0.26020562,0.31403095,0.16112326
-4.86543272,4.42707623,1.19064924,3.53548585,0.00164971,0.30987404,0.00698106,0.27369931,0.32363092,0.16641838
-4.85942971,4.61226825,1.23451243,3.69775222,0.00168281,0.31667772,0.00732823,0.28768016,0.33216909,0.17139289
-4.85342671,4.79122483,1.27770003,3.85562790,0.00171195,0.32243575,0.00767934,0.30191203,0.33957985,0.17601354
-4.84742371,4.96205266,1.31977410,4.00737287,0.00173738,0.32713949,0.00803293,0.31615181,0.34581924,0.18025423
-4.84142071,5.12287617,1.36027465,4.15122795,0.00175937,0.33080134,0.00838724,0.33015375,0.35086428,0.18409599
-4.83541771,5.27186567,1.39872350,4.28544545,0.00177816,0.33345281,0.00874027,0.34367411,0.35471162,0.18752676
-4.82941471,5.40726817,1.43463025,4.40832314,0.00179400,0.33514205,0.00908981,0.35647593,0.35737564,0.19054104
-4.82341171,5.52744042,1.46750052,4.51824090,0.00180706,0.33593096,0.00943346,0.36833403,0.35888626,0.19313930
-4.81740870,5.63088397,1.49684657,4.61369930,0.00181744,0.33589205,0.00976873,0.37903991,0.35928652,0.19532743
-4.81140570,5.71628133,1.52220012,4.69335902,0.00182518,0.33510524,0.01009313,0.38840665,0.35863023,0.19711602
-4.80540270,5.78253239,1.54312709,4.75607980,0.00183021,0.33365473,0.01040422,0.39627349,0.35697970,0.19851974
-4.79939970,5.82878981,1.55924370,4.80095774,0.00183241,0.33162617,0.01069973,0.40251010,0.35440391,0.19955664
-4.79339670,5.85449205,1.57023338,4.82735912,0.00183153,0.32910418,0.01097767,0.40702025,0.35097700,0.20024755
-4.78739370,5.85939242,1.57586363,4.83494959,0.00182729,0.32617030,0.01123637,0.40974485,0.34677730,0.20061548
-4.78139070,5.84358265,1.57600192,4.82371693,0.00181936,0.32290150,0.01147463,0.41066407,0.34188685,0.20068518
-4.77538769,5.80750939,1.57062978,4.79398628,0.00180736,0.31936915,0.01169170,0.40979861,0.33639137,0.20048259
-4.76938469,5.75198238,1.55985420,4.74642653,0.00179092,0.31563855,0.01188738,0.40720987,0.33038073,0.20003451
-4.76338169,5.67817292,1.54391538,4.68204724,0.00176970,0.31176887,0.01206202,0.40299900,0.32394961,0.19936813
-4.75737869,5.58760217,1.52319030,4.60218534,0.00174338,0.30781344,0.01221648,0.39730485,0.31719853,0.19851073
-4.75137569,5.48211859,1.49819143,4.50848170,0.00171176,0.30382046,0.01235215,0.39030076,0.31023484,0.19748929
-4.74537269,5.36386475,1.46956041,4.40284781,0.00167470,0.29983381,0.01247083,0.38219029,0.30317371,0.19633018
-4.73936968,5.23523408,1.43805653,4.28742319,0.00163218,0.29589403,0.01257472,0.37320205,0.29613899,0.19505882
-4.73336668,5.09881842,1.40454018,4.16452484,0.00158433,0.29203943,0.01266629,0.36358361,0.28926373,0.19369937
-4.72736368,4.95734801,1.36995180,4.03659002,0.00153139,0.28830714,0.01274821,0.35359485,0.28269036,0.19227449
-4.72136068,4.81362569,1.33528683,3.90611432,0.00147375,0.28473415,0.01282326,0.34350084,0.27657046,0.19080516
-4.71535768,4.67045747,1.30156754,3.77558689,0.00141194,0.28135828,0.01289423,0.33356455,0.27106402,0.18931052
-4.70935468,4.53058177,1.26981286,3.64742511,0.00134659,0.27821906,0.01296387,0.32403952,0.26633825,0.18780789
-4.70335168,4.39659995,1.24100710,3.52391093,0.00127846,0.27535847,0.01303483,0.31516288,0.26256581,0.18631288
-4.69734867,4.27091037,1.21606892,3.40713107,0.00120838,0.27282157,0.01310966,0.30714885,0.25992272,0.18483956
-4.69134567,4.15564832,1.19582158,3.29892307,0.00113725,0.27065700,0.01319076,0.30018298,0.25858567,0.18340081
-4.68534267,4.05263407,1.18096573,3.20082932,0.00106601,0.26891723,0.01328046,0.29441725,0.25872903,0.18200877
-4.67933967,3.96333052,1.17205565,3.11406037,0.00099563,0.26765872,0.01338099,0.28996636,0.26052154,0.18067526
-4.67333667,3.88881207,1.16947992,3.03946904,0.00092704,0.26694170,0.01349459,0.28690507,0.26412272,0.17941235
-4.66733367,3.82974555,1.17344735,2.97753598,0.00086115,0.26682980,0.01362354,0.28526696,0.26967904,0.17823281
-4.66133067,3.78638375,1.18397853,2.92836734,0.00079883,0.26738930,0.01377024,0.28504438,0.27732012,0.17715056
-4.65532766,3.75857156,1.20090360,2.89170441,0.00074084,0.26868805,0.01393723,0.28618972,0.28715483,0.17618094
-4.64932466,3.74576449,1.22386621,2.86694494,0.00068788,0.27079404,0.01412726,0.28861793,0.29926761,0.17534087
-4.64332166,3.74705852,1.25233371,2.85317522,0.00064053,0.27377367,0.01434325,0.29221011,0.31371497,0.17464877
