energy_ev,total_up,Fe_p_up,Fe_d_up,N_s_up,N_p_up,Re_p_up,Re_d_up,S_s_up,S_p_up
-5.54977489,5.14972516,0.61909944,0.36876662,0.02371428,0.81210673,2.51106205,1.58512498,0.02482986,2.53429813
-5.54377189,5.19768694,0.62796174,0.37020915,0.02382328,0.82077509,2.53337729,1.59706204,0.02502316,2.55977446
-5.53776888,5.22823905,0.63484678,0.37049678,0.02385529,0.82713503,2.54512359,1.60384848,0.02521582,2.57531489
-5.53176588,5.24108984,0.63960734,0.36959829,0.02380715,0.83108216,2.54613203,1.60541847,0.02541984,2.58080385
-5.52576288,5.23640935,0.64214264,0.36750853,0.02367890,0.83256809,2.53648535,1.60184867,0.02564888,2.57638935
-5.51975988,5.21483887,0.64240352,0.36424975,0.02347383,0.83160485,2.51652210,1.59336032,0.02591798,2.56248463
-5.51375688,5.17748462,0.64039612,0.35987217,0.02319840,0.82826745,2.48683248,1.58031632,0.02624324,2.53976112
-5.50775388,5.12589557,0.63618355,0.35445369,0.02286208,0.82269424,2.44824584,1.56321328,0.02664147,2.50913257
-5.50175088,5.06202568,0.62988564,0.34809868,0.02247714,0.81508512,2.40181026,1.54266891,0.02712980,2.47173105
-5.49574787,4.98818193,0.62167670,0.34093596,0.02205828,0.80569752,2.34876466,1.51940504,0.02772526,2.42887538
-5.48974487,4.90695982,0.61178133,0.33311592,0.02162230,0.79484023,2.29050466,1.49422705,0.02844440,2.38203348
-5.48374187,4.82116890,0.60046852,0.32480692,0.02118764,0.78286530,2.22854354,1.46800037,0.02930284,2.33277974
-5.47773887,4.73375110,0.58804430,0.31619106,0.02077388,0.77015831,2.16446962,1.44162500,0.03031486,2.28274938
-5.47173587,4.64769504,0.57484322,0.30745959,0.02040122,0.75712741,2.09990201,1.41600902,0.03149297,2.23359132
-5.46573287,4.56594954,0.56121916,0.29880794,0.02008993,0.74419154,2.03644632,1.39204210,0.03284752,2.18692147
-5.45972986,4.49133969,0.54753575,0.29043073,0.01985980,0.73176826,1.97565203,1.37056979,0.03438633,2.14427804
-5.45372686,4.42648835,0.53415690,0.28251688,0.01972956,0.72026174,1.91897314,1.35236966,0.03611426,2.10708056
-5.44772386,4.37374595,0.52143779,0.27524500,0.01971634,0.71005143,1.86773342,1.33813002,0.03803297,2.07659391
-5.44172086,4.33513074,0.50971663,0.26877915,0.01983516,0.70148158,1.82309735,1.32843163,0.04014052,2.05389834
-5.43571786,4.31228118,0.49930749,0.26326525,0.02009843,0.69485240,1.78604750,1.32373325,0.04243120,2.03986638
-5.42971486,4.30642173,0.49049441,0.25882811,0.02051551,0.69041267,1.75736886,1.32436094,0.04489527,2.03514698
-5.42371186,4.31834238,0.48352681,0.25556923,0.02109237,0.68835444,1.73764008,1.33050160,0.04751883,2.04015701
-5.41770885,4.34839199,0.47861638,0.25356534,0.02183123,0.68880968,1.72723155,1.34220054,0.05028376,2.05507992
-5.41170585,4.39648477,0.47593525,0.25286779,0.02273039,0.69184892,1.72630965,1.35936301,0.05316774,2.07987104
-5.40570285,4.46211897,0.47561538,0.25350259,0.02378404,0.69748202,1.73484657,1.38175952,0.05614430,2.11426899
-5.39969985,4.54440625,0.47774909,0.25547127,0.02498229,0.70566064,1.75263472,1.40903453,0.05918311,2.15781212
-5.39369685,4.64211022,0.48239035,0.25875231,0.02631119,0.71628252,1.77930476,1.44071813,0.06225024,2.20985925
-5.38769385,4.75369230,0.48955676,0.26330312,0.02775295,0.72919709,1.81434612,1.47624040,0.06530864,2.26961356
-5.38169085,4.87736303,0.49923200,0.26906254,0.02928620,0.74421230,1.85712919,1.51494780,0.06831869,2.33614874
-5.37568784,5.01113709,0.51136841,0.27595361,0.03088646,0.76110229,1.90692804,1.55612126,0.07123893,2.40843642
-5.36968484,5.15289029,0.52588972,0.28388671,0.03252662,0.77961566,1.96294298,1.59899546,0.07402684,2.48537398
-5.36368184,5.30041677,0.54269363,0.29276281,0.03417756,0.79948407,2.02432233,1.64277883,0.07663981,2.56581213
-5.35767884,5.45148530,0.56165436,0.30247686,0.03580887,0.82043083,2.09018277,1.68667369,0.07903608,2.64858147
-5.35167584,5.60389309,0.58262488,0.31292115,0.03738962,0.84217935,2.15962813,1.72989631,0.08117588,2.73251761
-5.34567284,5.75551614,0.60543904,0.32398860,0.03888918,0.86446112,2.23176620,1.77169615,0.08302249,2.81648433
-5.33966983,5.90435514,0.62991356,0.33557592,0.04027803,0.88702303,2.30572371,1.81137391,0.08454330,2.89939466
-5.33366683,6.04857612,0.65584986,0.34758648,0.04152858,0.90963397,2.38065930,1.84829804,0.08571087,2.98022938
-5.32766383,6.18654491,0.68303601,0.35993291,0.04261600,0.93209037,2.45577475,1.88191902,0.08650385,3.05805293
-5.32166083,6.31685503,0.71124860,0.37253920,0.04351883,0.95422066,2.53032437,1.91178121,0.08690773,3.13202658
-5.31565783,6.43834823,0.74025486,0.38534244,0.04421968,0.97588846,2.60362282,1.93753178,0.08691545,3.20141861
-5.30965483,6.55012731,0.76981487,0.39829381,0.04470564,0.99699444,2.67505130,1.95892628,0.08652774,3.26561161
-5.30365183,6.65156096,0.79968401,0.41135900,0.04496861,1.01747678,2.74406217,1.97583095,0.08575329,3.32410671
-5.29764882,6.74228030,0.82961556,0.42451793,0.04500553,1.03731004,2.81018206,1.98822118,0.08460854,3.37652480
-5.29164582,6.82216732,0.85936340,0.43776360,0.04481831,1.05650269,2.87301330,1.99617651,0.08311729,3.42260472
-5.28564282,6.89133534,0.88868479,0.45110026,0.04441370,1.07509306,2.93223360,1.99987205,0.08131003,3.46219847
-5.27963982,6.95010208,0.91734309,0.46454082,0.04380297,1.09314392,2.98759403,1.99956666,0.07922300,3.49526370
-5.27363682,6.99895617,0.94511034,0.47810348,0.04300144,1.11073596,3.03891504,1.99558837,0.07689710,3.52185354
-5.26763382,7.03851814,0.97176959,0.49180792,0.04202787,1.12796006,3.08608069,1.98831750,0.07437656,3.54210426
-5.26163082,7.06949740,0.99711680,0.50567102,0.04090380,1.14490895,3.12903104,1.97816826,0.07170764,3.55622103
-5.25562781,7.09264689,1.02096244,0.51970235,0.03965280,1.16166842,3.16775304,1.96556957,0.06893712,3.56446239
-5.24962481,7.10871724,1.04313251,0.53389975,0.03829966,1.17830850,3.20227000,1.95094590,0.06611099,3.56712390
-5.24362181,7.11841258,1.06346917,0.54824516,0.03686965,1.19487502,3.23263027,1.93469913,0.06327305,3.56452188
-5.23761881,7.12235014,1.08183086,0.56270106,0.03538776,1.21138205,3.25889562,1.91719216,0.06046376,3.55697768
-5.23161581,7.12102566,1.09809212,0.57720772,0.03387797,1.22780562,3.28112980,1.89873506,0.05771926,3.54480340
-5.22561281,7.11478660,1.11214317,0.59168156,0.03236271,1.24407914,3.29938829,1.87957452,0.05507054,3.52828970
-5.21960980,7.10381483,1.12388931,0.60601478,0.03086233,1.26009091,3.31370961,1.85988707,0.05254300,3.50769648
-5.21360680,7.08811991,1.13325047,0.62007638,0.02939469,1.27568398,3.32410917,1.83977637,0.05015608,3.48324674
-5.20760380,7.06754396,1.14016089,0.63371475,0.02797498,1.29065854,3.33057607,1.81927484,0.04792338,3.45512434
-5.20160080,7.04177806,1.14456916,0.64676165,0.02661550,1.30477692,3.33307336,1.79834936,0.04585281,3.42347556
-5.19559780,7.01038996,1.14643867,0.65903757,0.02532571,1.31777107,3.33154201,1.77691101,0.04394716,3.38841477
-5.18959480,6.97286181,1.14574863,0.67035820,0.02411234,1.32935236,3.32590868,1.75482807,0.04220469,3.35003373
-5.18359180,6.92863642,1.14249554,0.68054186,0.02297956,1.33922328,3.31609684,1.73194182,0.04061998,3.30841422
-5.17758879,6.87716954,1.13669510,0.68941734,0.02192928,1.34709049,3.30204093,1.70808419,0.03918486,3.26364319
-5.17158579,6.81798570,1.12838456,0.69683189,0.02096150,1.35267878,3.28370267,1.68309641,0.03788932,3.21582964
-5.16558279,6.75073426,1.11762510,0.70265893,0.02007472,1.35574503,3.26108855,1.65684753,0.03672249,3.16512210
-5.15957979,6.67524270,1.10450429,0.70680492,0.01926631,1.35609165,3.23426726,1.62925205,0.03567354,3.11172551
-5.15357679,6.59156383,1.08913820,0.70921515,0.01853295,1.35357861,3.20338591,1.60028541,0.03473246,3.05591638
-5.14757379,6.50001396,1.07167298,0.70987801,0.01787101,1.34813345,3.16868360,1.56999679,0.03389077,2.99805507
-5.14157079,6.40119941,1.05228561,0.70882749,0.01727691,1.33975867,3.13050124,1.53851828,0.03314200,2.93859399
-5.13556778,6.29602942,1.03118374,0.70614366,0.01674738,1.32853600,3.08928654,1.50607001,0.03248204,2.87808111
-5.12956478,6.18571394,1.00860423,0.70195124,0.01627974,1.31462718,3.04559332,1.47296092,0.03190929,2.81715784
-5.12356178,6.07174600,0.98481049,0.69641600,0.01587205,1.29827124,3.00007478,1.43958495,0.03142464,2.75655130
-5.11755878,5.95586866,0.96008845,0.68973948,0.01552317,1.27977813,2.95347046,1.40641295,0.03103126,2.69706071
-5.11155578,5.84002786,0.93474136,0.68215197,0.01523282,1.25951916,2.90658732,1.37398044,0.03073424,2.63953842
-5.10555278,5.72631299,0.90908335,0.67390423,0.01500149,1.23791443,2.86027546,1.34287192,0.03054012,2.58486616
-5.09954977,5.61688769,0.88343223,0.66525841,0.01483033,1.21541801,2.81539967,1.31370226,0.03045630,2.53392757
-5.09354677,5.51391408,0.85810153,0.65647836,0.01472098,1.19250144,2.77280791,1.28709605,0.03049037,2.48757816
-5.08754377,5.41947377,0.83339234,0.64782001,0.01467534,1.16963639,2.73329846,1.26366576,0.03064950,2.44661406
-5.08154077,5.33548933,0.80958511,0.63952220,0.01469535,1.14727725,2.69758731,1.24398970,0.03093968,2.41174119
-5.07553777,5.26364974,0.78693197,0.63179819,0.01478274,1.12584449,2.66627742,1.22859050,0.03136515,2.38354612
-5.06953477,5.20534331,0.76564965,0.62482839,0.01493876,1.10570950,2.63983164,1.21791525,0.03192783,2.36247024
-5.06353177,5.16160086,0.74591355,0.61875456,0.01516400,1.08718157,2.61855051,1.21231775,0.03262682,2.34878839
-5.05752876,5.13305177,0.72785305,0.61367542,0.01545815,1.07049764,2.60255631,1.21204388,0.03345808,2.34259303
-5.05152576,5.11989452,0.71154831,0.60964412,0.01581992,1.05581502,2.59178399,1.21722032,0.03441423,2.34378470
-5.04552276,5.12188305,0.69702859,0.60666734,0.01624691,1.04320749,2.58597971,1.22784718,0.03548440,2.35206930
-5.03951976,5.13832905,0.68427231,0.60470601,0.01673563,1.03266467,2.58470682,1.24379471,0.03665440,2.36696227
-5.03351676,5.16812001,0.67320855,0.60367754,0.01728150,1.02409471,2.58735914,1.26480418,0.03790684,2.38779954
-5.02751376,5.20975200,0.66372011,0.60345948,0.01787901,1.01732992,2.59318089,1.29049286,0.03922154,2.41375479
-5.02151076,5.26137558,0.65564782,0.60389411,0.01852183,1.01213504,2.60129212,1.32036286,0.04057595,2.44386230
-5.01550775,5.32085275,0.64879606,0.60479411,0.01920304,1.00821762,2.61071877,1.35381352,0.04194575,2.47704438
-5.00950475,5.38582272,0.64293908,0.60594876,0.01991537,1.00524008,2.62042564,1.39015686,0.04330547,2.51214243
-5.00350175,5.45377363,0.63782800,0.60713054,0.02065145,1.00283281,2.62935114,1.42863565,0.04462920,2.54795020
-4.99749875,5.52211765,0.63319824,0.60810200,0.02140407,1.00060771,2.63644216,1.46844335,0.04589132,2.58324817
-4.99149575,5.58826662,0.62877710,0.60862255,0.02216638,0.99817171,2.64068777,1.50874532,0.04706725,2.61683779
-4.98549275,5.64970572,0.62429126,0.60845510,0.02293214,0.99513982,2.64115051,1.54870057,0.04813410,2.64757419
-4.97948974,5.70406250,0.61947403,0.60737241,0.02369584,0.99114708,2.63699414,1.58748344,0.04907139,2.67439656
-4.97348674,5.74916942,0.61407224,0.60516291,0.02445276,0.98585923,2.62750715,1.62430426,0.04986161,2.69635501
-4.96748374,5.78311777,0.60785243,0.60163609,0.02519905,0.97898187,2.61212116,1.65842859,0.05049069,2.71263319
-4.96148074,5.80430170,0.60060642,0.59662713,0.02593162,0.97026769,2.59042415,1.68919420,0.05094838,2.72256612
-4.95547774,5.81145129,0.59215603,0.59000092,0.02664804,0.95952197,2.56216816,1.71602540,0.05122854,2.72565276
-4.94947474,5.80365386,0.58235687,0.58165530,0.02734634,0.94660599,2.52727160,1.73844416,0.05132920,2.72156315
-4.94347174,5.78036361,0.57110125,0.57152341,0.02802477,0.93143875,2.48581655,1.75607781,0.05125260,2.71014007
-4.93746873,5.74139952,0.55832007,0.55957530,0.02868158,0.91399677,2.43804130,1.76866303,0.05100498,2.69139548
-4.93146573,5.68693227,0.54398360,0.54581851,0.02931466,0.89431229,2.38432885,1.77604620,0.05059640,2.66550199
-4.92546273,5.61746110,0.52810144,0.53029788,0.02992135,0.87247002,2.32519195,1.77818015,0.05004025,2.63278006
-4.91945973,5.53378195,0.51072127,0.51309433,0.03049815,0.84860265,2.26125526,1.77511760,0.04935285,2.59368137
-4.91345673,5.43694835,0.49192686,0.49432283,0.03104056,0.82288526,2.19323557,1.76700180,0.04855285,2.54876928
-4.90745373,5.32822688,0.47183503,0.47412948,0.03154298,0.79552899,2.12192060,1.75405467,0.04766063,2.49869710
-4.90145073,5.20904911,0.45059197,0.45268792,0.03199866,0.76677416,2.04814709,1.73656338,0.04669764,2.44418514
-4.89544772,5.08096181,0.42836881,0.43019493,0.03239979,0.73688304,1.97277891,1.71486579,0.04568578,2.38599729
-4.88944472,4.94557757,0.40535669,0.40686559,0.03273767,0.70613253,1.89668564,1.68933560,0.04464669,2.32491803
-4.88344172,4.80452734,0.38176146,0.38292808,0.03300295,0.67480702,1.82072218,1.66036790,0.04360124,2.26173065
-4.87743872,4.65941670,0.35779821,0.35861813,0.03318597,0.64319152,1.74570989,1.62836575,0.04256890,2.19719724
-4.87143572,4.51178715,0.33368567,0.33417359,0.03327716,0.61156535,1.67241946,1.59372832,0.04156731,2.13204118
-4.86543272,4.36308340,0.30964088,0.30982895,0.03326748,0.58019646,1.60155605,1.55684108,0.04061187,2.06693237
-4.85942971,4.21462746,0.28587407,0.28581031,0.03314887,0.54933654,1.53374663,1.51806828,0.03971546,2.00247556
-4.85342671,4.06759975,0.26258406,0.26233076,0.03291469,0.51921699,1.46953002,1.47774786,0.03888822,1.93920186
-4.84742371,3.92302744,0.23995417,0.23958629,0.03256013,0.49004582,1.40934939,1.43618884,0.03813746,1.87756350
-4.84142071,3.78177944,0.21814892,0.21775248,0.03208254,0.46200548,1.35354751,1.39367091,0.03746767,1.81793149
-4.83541771,3.64456768,0.19731139,0.19698187,0.03148168,0.43525162,1.30236468,1.35044604,0.03688055,1.76059618
-4.82941471,3.51195364,0.17756146,0.17740224,0.03075991,0.40991270,1.25593921,1.30674160,0.03637523,1.70577015
-4.82341171,3.38435935,0.15899474,0.15911555,0.02992218,0.38609045,1.21431035,1.26276463,0.03594850,1.65359317
-4.81740870,3.26208154,0.14168242,0.14219776,0.02897602,0.36386091,1.17742368,1.21870671,0.03559506,1.60413877
-4.81140570,3.14530809,0.12567171,0.12669931,0.02793133,0.34327617,1.14513843,1.17474893,0.03530787,1.55742195
-4.80540270,3.03413559,0.11098699,0.11264623,0.02680014,0.32436645,1.11723683,1.13106660,0.03507854,1.51340767
-4.79939970,2.92858701,0.09763148,0.10004174,0.02559621,0.30714257,1.09343491,1.08783322,0.03489771,1.47201973
-4.79339670,2.82862886,0.08558940,0.08886835,0.02433464,0.29159852,1.07339466,1.04522347,0.03475538,1.43314969
-4.78739370,2.73418699,0.07482836,0.07909018,0.02303144,0.27771412,1.05673691,1.00341505,0.03464137,1.39666555
-4.78139070,2.64516069,0.06530204,0.07065551,0.02170297,0.26545760,1.04305485,0.96258930,0.03454563,1.36242006
-4.77538769,2.56143478,0.05695297,0.06349941,0.02036553,0.25478801,1.03192746,0.92293057,0.03445859,1.33025835
-4.76938469,2.48288944,0.04971527,0.05754642,0.01903491,0.24565743,1.02293272,0.88462458,0.03437147,1.30002490
-4.76338169,2.40940801,0.04351735,0.05271313,0.01772595,0.23801286,1.01565991,0.84785578,0.03427652,1.27156968
-4.75737869,2.34088257,0.03828443,0.04891062,0.01645224,0.23179776,1.00972084,0.81280411,0.03416727,1.24475340
-4.75137569,2.27721767,0.03394084,0.04604684,0.01522582,0.22695329,1.00475948,0.77964140,0.03403865,1.21945190
-4.74537269,2.21833238,0.03041215,0.04402867,0.01405701,0.22341923,1.00045980,0.74852751,0.03388711,1.19555948
-4.73936968,2.16416070,0.02762686,0.04276389,0.01295428,0.22113451,0.99655154,0.71960670,0.03371071,1.17299138
-4.73336668,2.11465075,0.02551793,0.04216288,0.01192421,0.22003756,0.99281366,0.69300418,0.03350907,1.15168510
-4.72736368,2.06976276,0.02402389,0.04214009,0.01097151,0.22006632,0.98907563,0.66882325,0.03328334,1.13160079
-4.72136068,2.02946602,0.02308973,0.04261537,0.01009914,0.22115811,0.98521635,0.64714285,0.03303608,1.11272051
-4.71535768,1.99373485,0.02266738,0.04351497,0.00930839,0.22324932,0.98116102,0.62801580,0.03277115,1.09504644
-4.70935468,1.96254387,0.02271595,0.04477240,0.00859909,0.22627503,0.97687602,0.61146759,0.03249345,1.07859807
-4.70335168,1.93586230,0.02320164,0.04632899,0.00796978,0.23016845,0.97236230,0.59749571,0.03220874,1.06340842
-4.69734867,1.91364769,0.02409740,0.04813425,0.00741791,0.23486046,0.96764742,0.58606946,0.03192335,1.04951930
-4.69134567,1.89583903,0.02538229,0.05014594,0.00694005,0.24027905,0.96277691,0.57713012,0.03164394,1.03697593
-4.68534267,1.88234941,0.02704061,0.05232989,0.00653209,0.24634879,0.95780522,0.57059144,0.03137715,1.02582086
-4.67933967,1.87305844,0.02906082,0.05465952,0.00618937,0.25299034,0.95278677,0.56634029,0.03112934,1.01608766
-4.67333667,1.86780465,0.03143428,0.05711518,0.00590690,0.26012006,0.94776761,0.56423758,0.03090629,1.00779438
-4.66733367,1.86637830,0.03415381,0.05968310,0.00567943,0.26764956,0.94277796,0.56411922,0.03071292,1.00093732
-4.66133067,1.86851475,0.03721218,0.06235421,0.00550160,0.27548554,0.93782609,0.56579735,0.03055308,0.99548516
-4.65532766,1.87388907,0.04060054,0.06512277,0.00536801,0.28352954,0.93289373,0.56906164,0.03042926,0.99137405
-4.64932466,1.88211205,0.04430691,0.06798483,0.00527326,0.29167803,0.92793320,0.57368102,0.03034252,0.98850363
-4.64332166,1.89272832,0.04831469,0.07093663,0.00521202,0.29982251,0.92286644,0.57940559,0.03029229,0.98673453
