energy_ev,total_up,C_s_up,C_p_up,Cu_p_up,Cu_d_up,Hf_p_up,Hf_d_up,Se_s_up,Se_p_up
-5.80190095,4.58358288,0.02460596,0.83763017,0.79527465,0.17125737,1.62764885,1.39628588,0.08896145,1.77657947
-5.79589795,4.63752389,0.02516548,0.86337198,0.80054163,0.17081948,1.64913271,1.44032853,0.09033485,1.78578412
-5.78989495,4.69690300,0.02576996,0.89103292,0.80557954,0.17056402,1.67224906,1.48806000,0.09170268,1.79595769
-5.78389195,4.76112015,0.02641682,0.92030914,0.81039174,0.17050929,1.69675802,1.53896050,0.09304979,1.80710718
-5.77788894,4.82950850,0.02710324,0.95085787,0.81498360,0.17067651,1.72238947,1.59244249,0.09436138,1.81924042
-5.77188594,4.90133951,0.02782620,0.98230448,0.81936062,0.17108901,1.74884573,1.64786246,0.09562322,1.83236026
-5.76588294,4.97583078,0.02858245,1.01425046,0.82352708,0.17177137,1.77580540,1.70453451,0.09682185,1.84645949
-5.75987994,5.05215686,0.02936861,1.04628229,0.82748503,0.17274870,1.80292836,1.76174543,0.09794475,1.86151677
-5.75387694,5.12946285,0.03018117,1.07798093,0.83123377,0.17404591,1.82986188,1.81877083,0.09898056,1.87749403
-5.74787394,5.20688039,0.03101654,1.10893144,0.83476992,0.17568713,1.85624770,1.87489177,0.09991924,1.89433509
-5.74187094,5.28354528,0.03187109,1.13873257,0.83808776,0.17769529,1.88172971,1.92941122,0.10075215,1.91196578
-5.73586793,5.35861585,0.03274117,1.16700578,0.84118002,0.18009176,1.90596208,1.98166969,0.10147222,1.93029520
-5.72986493,5.43129089,0.03362315,1.19340340,0.84403884,0.18289614,1.92861726,2.03105935,0.10207393,1.94921787
-5.72386193,5.50082617,0.03451344,1.21761548,0.84665676,0.18612606,1.94939354,2.07703598,0.10255331,1.96861655
-5.71785893,5.56654827,0.03540841,1.23937508,0.84902767,0.18979705,1.96802171,2.11912827,0.10290788,1.98836535
-5.71185593,5.62786502,0.03630443,1.25846187,0.85114755,0.19392240,1.98427045,2.15694402,0.10313648,2.00833268
-5.70585293,5.68427164,0.03719777,1.27470367,0.85301481,0.19851292,1.99795024,2.19017307,0.10323912,2.02838394
-5.69984992,5.73535242,0.03808454,1.28797622,0.85463045,0.20357665,2.00891542,2.21858686,0.10321669,2.04838348
-5.69384692,5.78077782,0.03896056,1.29820104,0.85599763,0.20911839,2.01706459,2.24203496,0.10307074,2.06819593
-5.68784392,5.82029733,0.03982131,1.30534181,0.85712101,0.21513914,2.02233911,2.26043869,0.10280318,2.08768662
-5.68184092,5.85372886,0.04066179,1.30939941,0.85800576,0.22163540,2.02472013,2.27378269,0.10241597,2.10672130
-5.67583792,5.88094551,0.04147644,1.31040608,0.85865642,0.22859825,2.02422428,2.28210482,0.10191090,2.12516521
-5.66983492,5.90186094,0.04225904,1.30841924,0.85907566,0.23601247,2.02089841,2.28548538,0.10128931,2.14288174
-5.66383192,5.91641460,0.04300268,1.30351525,0.85926318,0.24385551,2.01481381,2.28403625,0.10055196,2.15973092
-5.65782891,5.92455811,0.04369978,1.29578360,0.85921480,0.25209651,2.00606037,2.27789087,0.09969890,2.17556806
-5.65182591,5.92624377,0.04434208,1.28532195,0.85892190,0.26069539,1.99474105,2.26719555,0.09872945,2.19024272
-5.64582291,5.92141641,0.04492078,1.27223233,0.85837136,0.26960211,1.98096704,2.25210271,0.09764224,2.20359836
-5.63981991,5.91000893,0.04542664,1.25661851,0.85754585,0.27875616,1.96485391,2.23276631,0.09643535,2.21547279
-5.63381691,5.89194214,0.04585023,1.23858485,0.85642475,0.28808631,1.94651893,2.20933977,0.09510647,2.22569947
-5.62781391,5.86712863,0.04618214,1.21823647,0.85498541,0.29751077,1.92607968,2.18197610,0.09365321,2.23410988
-5.62181091,5.83548049,0.04641330,1.19568053,0.85320485,0.30693773,1.90365380,2.15083011,0.09207337,2.24053660
-5.61580790,5.79692005,0.04653526,1.17102859,0.85106160,0.31626632,1.87935997,2.11606231,0.09036527,2.24481726
-5.60980490,5.75139290,0.04654052,1.14439949,0.84853775,0.32538805,1.85331960,2.07784393,0.08852814,2.24679892
-5.60380190,5.69888200,0.04642286,1.11592261,0.84562076,0.33418857,1.82565927,2.03636245,0.08656239,2.24634284
-5.59779890,5.63942177,0.04617760,1.08574100,0.84230523,0.34254993,1.79651332,1.99182708,0.08446998,2.24332912
-5.59179590,5.57311117,0.04580192,1.05401420,0.83859413,0.35035310,1.76602651,1.94447358,0.08225463,2.23766116
-5.58579290,5.50012471,0.04529497,1.02092029,0.83449963,0.35748068,1.73435627,1.89456793,0.07992203,2.22926956
-5.57978989,5.42072066,0.04465809,0.98665708,0.83004336,0.36381988,1.70167437,1.84240851,0.07747998,2.21811532
-5.57378689,5.33524592,0.04389482,0.95144223,0.82525613,0.36926541,1.66816788,1.78832647,0.07493841,2.20419218
-5.56778389,5.24413730,0.04301089,0.91551225,0.82017704,0.37372245,1.63403918,1.73268430,0.07230935,2.18752796
-5.56178089,5.14791929,0.04201413,0.87912045,0.81485220,0.37710930,1.59950514,1.67587262,0.06960682,2.16818505
-5.55577789,5.04719853,0.04091430,0.84253390,0.80933311,0.37935989,1.56479545,1.61830535,0.06684661,2.14625999
-5.54977489,4.94265553,0.03972283,0.80602957,0.80367476,0.38042590,1.53015015,1.56041364,0.06404604,2.12188227
-5.54377189,4.83503426,0.03845255,0.76988995,0.79793387,0.38027838,1.49581673,1.50263890,0.06122361,2.09521267
-5.53776888,4.72513043,0.03711733,0.73439821,0.79216713,0.37890898,1.46204672,1.44542530,0.05839870,2.06644108
-5.53176588,4.61377906,0.03573172,0.69983338,0.78642985,0.37633062,1.42909227,1.38921226,0.05559115,2.03578423
-5.52576288,4.50184216,0.03431059,0.66646552,0.78077498,0.37257758,1.39720260,1.33442713,0.05282087,2.00348336
-5.51975988,4.39019708,0.03286878,0.63455127,0.77525266,0.36770515,1.36662074,1.28147864,0.05010752,1.96980201
-5.51375688,4.27972584,0.03142071,0.60432981,0.76991036,0.36178867,1.33758053,1.23075097,0.04747009,1.93502401
-5.50775388,4.17130584,0.02998015,0.57601932,0.76479347,0.35492219,1.31030390,1.18259900,0.04492664,1.89945177
-5.50175088,4.06580183,0.02855990,0.54981409,0.75994634,0.34721670,1.28499863,1.13734437,0.04249402,1.86340466
-5.49574787,3.96405909,0.02717162,0.52588211,0.75541375,0.33879801,1.26185635,1.09527264,0.04018764,1.82721763
-5.48974487,3.86689765,0.02582567,0.50436330,0.75124236,0.32980439,1.24105083,1.05663124,0.03802130,1.79123976
-5.48374187,3.77510689,0.02453105,0.48536808,0.74748227,0.32038403,1.22273641,1.02162806,0.03600714,1.75583268
-5.47773887,3.68944050,0.02329535,0.46897645,0.74418828,0.31069245,1.20704653,0.99043062,0.03415552,1.72136865
-5.47173587,3.61061106,0.02212475,0.45523731,0.74142073,0.30088982,1.19409222,0.96316554,0.03247502,1.68822812
-5.46573287,3.53928415,0.02102413,0.44416810,0.73924581,0.29113838,1.18396056,0.93991821,0.03097253,1.65679669
-5.45972986,3.47607168,0.01999710,0.43575464,0.73773508,0.28160002,1.17671306,0.92073259,0.02965321,1.62746132
-5.45372686,3.42152439,0.01904617,0.42995121,0.73696428,0.27243398,1.17238396,0.90561105,0.02852068,1.60060579
-5.44772386,3.37612354,0.01817286,0.42668089,0.73701136,0.26379478,1.17097867,0.89451433,0.02757701,1.57660534
-5.44172086,3.34027223,0.01737780,0.42583627,0.73795373,0.25583040,1.17247232,0.88736170,0.02682289,1.55582075
-5.43571786,3.31428652,0.01666094,0.42728047,0.73986491,0.24868070,1.17680868,0.88403144,0.02625766,1.53859180
-5.42971486,3.29838688,0.01602159,0.43084868,0.74281073,0.24247611,1.18389959,0.88436177,0.02587944,1.52523042
-5.42371186,3.29269065,0.01545858,0.43635035,0.74684530,0.23733650,1.19362512,0.88815249,0.02568518,1.51601382
-5.41770885,3.29720580,0.01497033,0.44357184,0.75200692,0.23337030,1.20583449,0.89516739,0.02567071,1.51117767
-5.41170585,3.31182672,0.01455494,0.45227988,0.75831427,0.23067372,1.22034802,0.90513750,0.02583079,1.51090977
-5.40570285,3.33633221,0.01421022,0.46222565,0.76576306,0.22933016,1.23696000,0.91776537,0.02615917,1.51534436
-5.39969985,3.37038606,0.01393376,0.47314934,0.77432337,0.22940959,1.25544251,0.93273017,0.02664857,1.52455729
-5.39369685,3.41354011,0.01372293,0.48478537,0.78393787,0.23096802,1.27555003,0.94969355,0.02729079,1.53856226
-5.38769385,3.46523988,0.01357497,0.49686775,0.79452107,0.23404682,1.29702476,0.96830609,0.02807668,1.55730814
-5.38169085,3.52483234,0.01348690,0.50913567,0.80595961,0.23867213,1.31960215,0.98821401,0.02899626,1.58067759
-5.37568784,3.59157539,0.01345566,0.52133887,0.81811373,0.24485396,1.34301657,1.00906582,0.03003877,1.60848685
-5.36968484,3.66464865,0.01347805,0.53324269,0.83081973,0.25258539,1.36700664,1.03051860,0.03119275,1.64048672
-5.36368184,3.74316485,0.01355078,0.54463247,0.84389346,0.26184149,1.39131990,1.05224351,0.03244623,1.67636467
-5.35767884,3.82618132,0.01367053,0.55531708,0.85713456,0.27257832,1.41571655,1.07393025,0.03378682,1.71574798
-5.35167584,3.91271122,0.01383399,0.56513150,0.87033146,0.28473185,1.43997201,1.09529031,0.03520192,1.75820781
-5.34567284,4.00173385,0.01403787,0.57393820,0.88326671,0.29821698,1.46387812,1.11605869,0.03667891,1.80326412
-5.33966983,4.09220422,0.01427902,0.58162741,0.89572256,0.31292680,1.48724308,1.13599426,0.03820534,1.85039133
-5.33366683,4.18306153,0.01455446,0.58811616,0.90748662,0.32873208,1.50989000,1.15487879,0.03976914,1.89902474
-5.32766383,4.27323698,0.01486145,0.59334645,0.91835718,0.34548123,1.53165449,1.17251477,0.04135885,1.94856758
-5.32166083,4.36166110,0.01519756,0.59728246,0.92814827,0.36300084,1.55238140,1.18872248,0.04296374,1.99839879
-5.31565783,4.44727110,0.01556069,0.59990726,0.93669412,0.38109682,1.57192136,1.20333661,0.04457407,2.04788143
-5.30965483,4.52901878,0.01594914,0.60121917,0.94385292,0.39955636,1.59012721,1.21620289,0.04618112,2.09637179
-5.30365183,4.60587959,0.01636166,0.60122813,0.94950990,0.41815071,1.60685116,1.22717515,0.04777734,2.14322915
-5.29764882,4.67686319,0.01679737,0.59995237,0.95357950,0.43663878,1.62194279,1.23611336,0.04935642,2.18782615
-5.29164582,4.74102598,0.01725587,0.59741562,0.95600681,0.45477155,1.63524855,1.24288269,0.05091321,2.22955969
-5.28564282,4.79748570,0.01773708,0.59364507,0.95676813,0.47229730,1.64661270,1.24735421,0.05244382,2.26786223
-5.27963982,4.84543801,0.01824127,0.58867022,0.95587074,0.48896742,1.65588014,1.24940697,0.05394543,2.30221321
-5.27363682,4.88417479,0.01876895,0.58252267,0.95335204,0.50454262,1.66290085,1.24893171,0.05541630,2.33215045
-5.26763382,4.91310352,0.01932078,0.57523682,0.94927797,0.51879946,1.66753598,1.24583581,0.05685560,2.35728104
-5.26163082,4.93176693,0.01989744,0.56685141,0.94374093,0.53153682,1.66966512,1.24004932,0.05826332,2.37729156
-5.25562781,4.93986206,0.02049956,0.55741166,0.93685728,0.54258211,1.66919434,1.23153152,0.05964018,2.39195703
-5.24962481,4.93725744,0.02112750,0.54697177,0.92876449,0.55179681,1.66606460,1.22027763,0.06098746,2.40114833
-5.24362181,4.92400749,0.02178134,0.53559761,0.91961800,0.55908137,1.66025975,1.20632502,0.06230700,2.40483767
-5.23761881,4.90036276,0.02246066,0.52336912,0.90958807,0.56437883,1.65181367,1.18975846,0.06360108,2.40310178
-5.23161581,4.86677544,0.02316450,0.51038241,0.89885644,0.56767734,1.64081594,1.17071389,0.06487239,2.39612253
-5.22561281,4.82389898,0.02389123,0.49675104,0.88761309,0.56901117,1.62741558,1.14938031,0.06612405,2.38418496
-5.21960980,4.77258170,0.02463853,0.48260644,0.87605309,0.56846026,1.61182250,1.12599953,0.06735955,2.36767238
-5.21360680,4.71385390,0.02540332,0.46809739,0.86437352,0.56614829,1.59430650,1.10086357,0.06858285,2.34705891
-5.20760380,4.64890892,0.02618178,0.45338831,0.85277061,0.56223924,1.57519364,1.07430974,0.06979827,2.32289941
-5.20160080,4.57907833,0.02696939,0.43865660,0.84143706,0.55693276,1.55486025,1.04671361,0.07101061,2.29581713
-5.19559780,4.50580222,0.02776099,0.42408896,0.83055951,0.55045826,1.53372475,1.01847999,0.07222505,2.26648954
-5.18959480,4.43059560,0.02855087,0.40987698,0.82031625,0.54306829,1.51223760,0.99003246,0.07344710,2.23563262
-5.18359180,4.35501189,0.02933291,0.39621212,0.81087508,0.53503116,1.49087003,0.96180195,0.07468253,2.20398432
-5.17758879,4.28060520,0.03010076,0.38328033,0.80239127,0.52662333,1.47010197,0.93421470,0.07593720,2.17228755
-5.17158579,4.20889245,0.03084798,0.37125671,0.79500579,0.51812177,1.45040972,0.90768046,0.07721685,2.14127329
-5.16558279,4.14131678,0.03156823,0.36030027,0.78884346,0.50979654,1.43225406,0.88258116,0.07852688,2.11164433
-5.15957979,4.07921361,0.03225551,0.35054924,0.78401142,0.50190401,1.41606904,0.85926079,0.07987203,2.08406012
-5.15357679,4.02378024,0.03290429,0.34211707,0.78059748,0.49468066,1.40225217,0.83801675,0.08125605,2.05912309
-5.14757379,3.97605000,0.03350976,0.33508920,0.77866873,0.48833798,1.39115600,0.81909306,0.08268139,2.03736673
-5.14157079,3.93687163,0.03406794,0.32952096,0.77827021,0.48305829,1.38308146,0.80267561,0.08414881,2.01924573
-5.13556778,3.90689426,0.03457584,0.32543649,0.77942370,0.47899174,1.37827303,0.78888961,0.08565705,2.00512829
-5.12956478,3.88655817,0.03503157,0.32282870,0.78212672,0.47625439,1.37691564,0.77779914,0.08720256,1.99529067
-5.12356178,3.87609131,0.03543444,0.32166040,0.78635180,0.47492742,1.37913316,0.76940876,0.08877923,1.98991394
-5.11755878,3.87551144,0.03578494,0.32186629,0.79204602,0.47505737,1.38498836,0.76366703,0.09037821,1.98908297
-5.11155578,3.88463327,0.03608479,0.32335587,0.79913088,0.47665724,1.39448412,0.76047156,0.09198789,1.99278740
-5.10555278,3.90308029,0.03633687,0.32601705,0.80750268,0.47970837,1.40756546,0.75967536,0.09359389,2.00092453
-5.09954977,3.93030047,0.03654509,0.32972022,0.81703327,0.48416299,1.42412235,0.76109410,0.09517924,2.01330389
-5.09354677,3.96558533,0.03671436,0.33432275,0.82757143,0.48994722,1.44399301,0.76451404,0.09672463,2.02965343
-5.08754377,4.00809152,0.03685033,0.33967355,0.83894468,0.49696433,1.46696742,0.76970008,0.09820888,2.04962689
-5.08154077,4.05686420,0.03695927,0.34561768,0.85096176,0.50509831,1.49279108,0.77640381,0.09960939,2.07281238
-5.07553777,4.11086175,0.03704783,0.35200072,0.86341553,0.51421735,1.52116888,0.78437120,0.10090285,2.09874190
-5.06953477,4.16898083,0.03712285,0.35867280,0.87608651,0.52417736,1.55176903,0.79334963,0.10206593,2.12690157
-5.06353177,4.23008154,0.03719109,0.36549225,0.88874668,0.53482535,1.58422721,0.80309419,0.10307611,2.15674241
-5.05752876,4.29301200,0.03725909,0.37232862,0.90116379,0.54600260,1.61815083,0.81337303,0.10391255,2.18769162
-5.05152576,4.35663183,0.03733290,0.37906520,0.91310585,0.55754761,1.65312376,0.82397176,0.10455694,2.21916392
-5.04552276,4.41983435,0.03741797,0.38560082,0.92434570,0.56929874,1.68871130,0.83469678,0.10499439,2.25057302
-5.03951976,4.48156695,0.03751895,0.39185113,0.93466566,0.58109673,1.72446570,0.84537769,0.10521422,2.28134295
-5.03351676,4.54084944,0.03763961,0.39774918,0.94386197,0.59278676,1.75993224,0.85586867,0.10521072,2.31091893
-5.02751376,4.59679012,0.03778283,0.40324548,0.95174900,0.60422046,1.79465574,0.86604910,0.10498375,2.33877783
-5.02151076,4.64859935,0.03795047,0.40830759,0.95816302,0.61525757,1.82818761,0.87582339,0.10453921,2.36443773
-5.01550775,4.69560038,0.03814353,0.41291917,0.96296545,0.62576739,1.86009319,0.88512015,0.10388931,2.38746658
-5.00950475,4.73723739,0.03836212,0.41707875,0.96604553,0.63563010,1.88995931,0.89389089,0.10305269,2.40748964
-5.00350175,4.77308052,0.03860560,0.42079816,0.96732225,0.64473781,1.91740187,0.90210823,0.10205426,2.42419549
-4.99749875,4.80282784,0.03887271,0.42410073,0.96674554,0.65299544,1.94207310,0.90976385,0.10092483,2.43734053
-4.99149575,4.82630426,0.03916175,0.42701933,0.96429670,0.66032142,1.96366835,0.91686614,0.09970055,2.44675170
-4.98549275,4.84345733,0.03947067,0.42959431,0.95998804,0.66664821,1.98193202,0.92343761,0.09842207,2.45232743
-4.97948974,4.85435007,0.03979729,0.43187138,0.95386175,0.67192258,1.99666259,0.92951224,0.09713352,2.45403670
-4.97348674,4.85915110,0.04013941,0.43389944,0.94598816,0.67610573,2.00771628,0.93513264,0.09588129,2.45191629
-4.96748374,4.85812217,0.04049493,0.43572848,0.93646335,0.67917326,2.01500938,0.94034709,0.09471271,2.44606628
-4.96148074,4.85160371,0.04086193,0.43740750,0.92540623,0.68111489,2.01851910,0.94520660,0.09367452,2.43664410
-4.95547774,4.83999873,0.04123874,0.43898252,0.91295534,0.68193409,2.01828285,0.94976186,0.09281142,2.42385716
-4.94947474,4.82375587,0.04162390,0.44049473,0.89926538,0.68164760,2.01439610,0.95406021,0.09216445,2.40795472
-4.94347174,4.80335211,0.04201619,0.44197872,0.88450364,0.68028486,2.00700895,0.95814276,0.09176956,2.38921905
-4.93746873,4.77927606,0.04241450,0.44346097,0.86884656,0.67788740,1.99632157,0.96204161,0.09165619,2.36795662
-4.93146573,4.75201255,0.04281781,0.44495853,0.85247651,0.67450833,1.98257874,0.96577742,0.09184607,2.34448959
-4.92546273,4.72202932,0.04322498,0.44647798,0.83557887,0.67021181,1.96606388,0.96935726,0.09235216,2.31914812
-4.91945973,4.68976651,0.04363474,0.44801468,0.81833966,0.66507269,1.94709280,0.97277315,0.09317795,2.29226388
-4.91345673,4.65562962,0.04404551,0.44955240,0.80094364,0.65917633,1.92600757,0.97600112,0.09431698,2.26416512
-4.90745373,4.61998620,0.04445531,0.45106338,0.78357308,0.65261851,1.90317066,0.97900113,0.09575271,2.23517355
-4.90145073,4.58316671,0.04486176,0.45250882,0.76640707,0.64550558,1.87895969,0.98171781,0.09745876,2.20560313
-4.89544772,4.54546947,0.04526200,0.45383980,0.74962149,0.63795458,1.85376293,0.98408222,0.09939949,2.17576083
-4.88944472,4.50716923,0.04565273,0.45499872,0.73338939,0.63009360,1.82797569,0.98601446,0.10153087,2.14594903
-4.88344172,4.46852923,0.04603030,0.45592119,0.71788181,0.62206198,1.80199743,0.98742734,0.10380175,2.11646953
-4.87743872,4.42981552,0.04639081,0.45653837,0.70326879,0.61401044,1.77622979,0.98823076,0.10615537,2.08762852
-4.87143572,4.39131284,0.04673030,0.45677966,0.68972053,0.60610097,1.75107514,0.98833689,0.10853104,2.05974202
-4.86543272,4.35334081,0.04704486,0.45657574,0.67740825,0.59850629,1.72693551,0.98766575,0.11086606,2.03314129
-4.85942971,4.31626900,0.04733092,0.45586171,0.66650489,0.59140895,1.70421167,0.98615105,0.11309769,2.00817746
-4.85342671,4.28052988,0.04758541,0.45458045,0.65718520,0.58499970,1.68330198,0.98374600,0.11516511,1.98522469
-4.84742371,4.24662813,0.04780593,0.45268578,0.64962511,0.57947531,1.66460070,0.98042866,0.11701136,1.96468143
-4.84142071,4.21514534,0.04799093,0.45014552,0.64400036,0.57503562,1.64849553,0.97620663,0.11858511,1.94696917
-4.83541771,4.18673926,0.04813984,0.44694413,0.64048418,0.57187985,1.63536408,0.97112078,0.11984219,1.93252832
-4.82941471,4.16213699,0.04825308,0.44308492,0.63924405,0.57020232,1.62556911,0.96524756,0.12074690,1.92181114
-4.82341171,4.14212185,0.04833210,0.43859158,0.64043752,0.57018748,1.61945254,0.95869999,0.12127294,1.91527164
-4.81740870,4.12751421,0.04837926,0.43350908,0.64420728,0.57200457,1.61732817,0.95162684,0.12140405,1.91335279
-4.81140570,4.11914674,0.04839776,0.42790372,0.65067556,0.57580203,1.61947327,0.94421024,0.12113420,1.91647130
-4.80540270,4.11783510,0.04839141,0.42186235,0.65993808,0.58170183,1.62611941,0.93666151,0.12046751,1.92500080
-4.79939970,4.12434532,0.04836442,0.41549089,0.67205786,0.58979408,1.63744279,0.92921550,0.11941776,1.93925401
-4.79339670,4.13935939,0.04832112,0.40891193,0.68705913,0.60013211,1.65355455,0.92212359,0.11800762,1.95946498
-4.78739370,4.16344095,0.04826575,0.40226175,0.70492173,0.61272831,1.67449168,0.91564556,0.11626763,1.98577212
-4.78139070,4.19700274,0.04820214,0.39568673,0.72557625,0.62755102,1.70020895,0.91004086,0.11423497,2.01820330
-4.77538769,4.24027776,0.04813353,0.38933938,0.74890025,0.64452256,1.73057254,0.90555956,0.11195211,2.05666361
-4.76938469,4.29329572,0.04806238,0.38337407,0.77471592,0.66351873,1.76535589,0.90243334,0.10946543,2.10092687
-4.76338169,4.35586628,0.04799022,0.37794277,0.80278918,0.68436978,1.80423808,0.90086717,0.10682381,2.15063138
-4.75737869,4.42757023,0.04791763,0.37319086,0.83283070,0.70686287,1.84680536,0.90103185,0.10407727,2.20528034
-4.75137569,4.50775919,0.04784423,0.36925324,0.86449865,0.73074605,1.89255573,0.90305779,0.10127581,2.26424733
-4.74537269,4.59556417,0.04776878,0.36625096,0.89740336,0.75573362,1.94090687,0.90703048,0.09846835,2.32678655
-4.73936968,4.68991275,0.04768932,0.36428836,0.93111374,0.78151258,1.99120715,0.91298759,0.09570180,2.39204775
-4.73336668,4.78955423,0.04760338,0.36345092,0.96516534,0.80775009,2.04274953,0.92091799,0.09302047,2.45909516
-4.72736368,4.89309158,0.04750820,0.36380391,0.99906976,0.83410151,2.09478780,0.93076265,0.09046549,2.52692976
-4.72136068,4.99901880,0.04740098,0.36539171,1.03232515,0.86021870,2.14655474,0.94241722,0.08807453,2.59451395
-4.71535768,5.10576200,0.04727916,0.36823798,1.06442739,0.88575827,2.19728126,0.95573632,0.08588164,2.66079755
-4.70935468,5.21172228,0.04714061,0.37234642,1.09488159,0.91038947,2.24621603,0.97053918,0.08391712,2.72474417
-4.70335168,5.31531863,0.04698383,0.37770224,1.12321354,0.93380134,2.29264462,0.98661626,0.08220760,2.78535676
-4.69734867,5.41502898,0.04680810,0.38427407,1.14898051,0.95570889,2.33590744,1.00373681,0.08077604,2.84170144
-4.69134567,5.50942780,0.04661351,0.39201627,1.17178132,0.97585819,2.37541585,1.02165670,0.07964183,2.89292870
-4.68534267,5.59721897,0.04640099,0.40087150,1.19126501,0.99403017,2.41066572,1.04012642,0.07882079,2.93829134
-4.67933967,5.67726295,0.04617219,0.41077345,1.20713809,1.01004312,2.44124812,1.05889894,0.07832522,2.97715866
-4.67333667,5.74859760,0.04592940,0.42164953,1.21917009,1.02375395,2.46685678,1.07773707,0.07816378,3.00902652
-4.66733367,5.81045253,0.04567528,0.43342351,1.22719713,1.03505827,2.48729225,1.09642017,0.07834148,3.03352353
-4.66133067,5.86225715,0.04541269,0.44601801,1.23112380,1.04388959,2.50246272,1.11475013,0.07885945,3.05041323
-4.65532766,5.90364296,0.04514442,0.45935671,1.23092305,1.05021765,2.51238187,1.13255632,0.07971487,3.05959282
-4.64932466,5.93444073,0.04487291,0.47336633,1.22663443,1.05404635,2.51716398,1.14969978,0.08090075,3.06108883
-4.64332166,5.95467363,0.04460007,0.48797830,1.21836080,1.05541129,2.51701678,1.16607628,0.08240583,3.05505041
