energy_ev,total_up,C_s_up,C_p_up,Cr_p_up,Cr_d_up,Cu_p_up,Cu_d_up,Se_s_up,Se_p_up
-3.42471236,10.16341794,0.02909739,0.31358052,1.12120846,0.62131499,1.12585927,7.77640150,0.05974290,1.25627162
-3.41870935,10.17489083,0.02884947,0.30435117,1.12125828,0.62530369,1.10051111,7.79988016,0.05945621,1.25392975
-3.41270635,10.18578345,0.02860874,0.29519304,1.12049991,0.62876323,1.07566215,7.82405094,0.05913464,1.25051997
-3.40670335,10.19812310,0.02837596,0.28618455,1.11885817,0.63176486,1.05152553,7.85073051,0.05878389,1.24600786
-3.40070035,10.21401410,0.02815140,0.27739679,1.11626758,0.63438970,1.02828751,7.88179919,0.05840953,1.24037626
-3.39469735,10.23558753,0.02793500,0.26889308,1.11267634,0.63672610,1.00610826,7.91915277,0.05801690,1.23362787
-3.38869435,10.26494742,0.02772654,0.26072881,1.10805001,0.63886696,0.98512342,7.96465079,0.05761106,1.22578733
-3.38269135,10.30411404,0.02752583,0.25295139,1.10237472,0.64090685,0.96544598,8.02006263,0.05719670,1.21690264
-3.37668834,10.35496572,0.02733280,0.24560049,1.09565957,0.64293903,0.94716842,8.08701261,0.05677806,1.20704565
-3.37068534,10.41918033,0.02714767,0.23870824,1.08793797,0.64505260,0.93036467,8.16692566,0.05635890,1.19631162
-3.36468234,10.49817846,0.02697097,0.23229953,1.07926799,0.64732949,0.91509180,8.26097531,0.05594241,1.18481753
-3.35867934,10.59306998,0.02680366,0.22639232,1.06973141,0.64984173,0.90139135,8.37003596,0.05553119,1.17269947
-3.35267634,10.70460633,0.02664708,0.22099788,1.05943168,0.65264886,0.88929009,8.49464132,0.05512722,1.16010890
-3.34667334,10.83314056,0.02650297,0.21612107,1.04849070,0.65579560,0.87880035,8.63495095,0.05473180,1.14720815
-3.34067034,10.97859729,0.02637337,0.21176052,1.03704476,0.65930992,0.86991996,8.79072675,0.05434555,1.13416514
-3.33466733,11.14045444,0.02626059,0.20790889,1.02523965,0.66320154,0.86263176,8.96132088,0.05396840,1.12114783
-3.32866433,11.31773822,0.02616706,0.20455301,1.01322531,0.66746093,0.85690300,9.14567623,0.05359960,1.10831844
-3.32266133,11.50903249,0.02609527,0.20167417,1.00115032,0.67205891,0.85268466,9.34234020,0.05323773,1.09582782
-3.31665833,11.71250288,0.02604760,0.19924836,0.98915636,0.67694685,0.84991084,9.54949194,0.05288077,1.08381031
-3.31065533,11.92593555,0.02602625,0.19724666,0.97737315,0.68205752,0.84849845,9.76498254,0.05252614,1.07237914
-3.30465233,12.14678969,0.02603306,0.19563562,0.96591385,0.68730662,0.84834717,9.98638721,0.05217078,1.06162282
-3.29864932,12.37226230,0.02606948,0.19437785,0.95487143,0.69259482,0.84933993,10.21106791,0.05181126,1.05160252
-3.29264632,12.59936318,0.02613639,0.19343266,0.94431590,0.69781051,0.85134391,10.43624423,0.05144384,1.04235049
-3.28664332,12.82499742,0.02623408,0.19275674,0.93429274,0.70283293,0.85421198,10.65907012,0.05106464,1.03386983
-3.28064032,13.04605249,0.02636215,0.19230505,0.92482240,0.70753576,0.85778482,10.87671363,0.05066973,1.02613524
-3.27463732,13.25948674,0.02651948,0.19203166,0.91590102,0.71179098,0.86189341,11.08643671,0.05025523,1.01909503
-3.26863432,13.46241591,0.02670416,0.19189076,0.90750220,0.71547295,0.86636208,11.28567218,0.04981749,1.01267399
-3.26263132,13.65219456,0.02691352,0.19183759,0.89957975,0.71846239,0.87101189,11.47209482,0.04935314,1.00677723
-3.25662831,13.82648938,0.02714411,0.19182941,0.89207129,0.72065043,0.87566422,11.64368429,0.04885924,1.00129461
-3.25062531,13.98334184,0.02739173,0.19182647,0.88490246,0.72194228,0.88014469,11.79877746,0.04833335,0.99610565
-3.24462231,14.12121797,0.02765150,0.19179287,0.87799155,0.72226064,0.88428700,11.93610840,0.04777363,0.99108479
-3.23861931,14.23904393,0.02791794,0.19169733,0.87125444,0.72154849,0.88793677,12.05483505,0.04717891,0.98610661
-3.23261631,14.33622624,0.02818502,0.19151389,0.86460938,0.71977145,0.89095529,12.15455176,0.04654875,0.98105101
-3.22661331,14.41265653,0.02844636,0.19122243,0.85798168,0.71691936,0.89322284,12.23528770,0.04588345,0.97580801
-3.22061031,14.46870120,0.02869533,0.19080903,0.85130789,0.71300715,0.89464183,12.29749188,0.04518414,0.97028206
-3.21460730,14.50517689,0.02892523,0.19026619,0.84453947,0.70807496,0.89513924,12.34200564,0.04445273,0.96439574
-3.20860430,14.52331325,0.02912950,0.18959286,0.83764558,0.70218750,0.89466869,12.37002441,0.04369196,0.95809268
-3.20260130,14.52470508,0.02930190,0.18879424,0.83061518,0.69543262,0.89321173,12.38305042,0.04290537,0.95133959
-3.19659830,14.51125596,0.02943672,0.18788143,0.82345811,0.68791923,0.89077844,12.38283892,0.04209727,0.94412743
-3.19059530,14.48511602,0.02952901,0.18687095,0.81620520,0.67977454,0.88740734,12.37133995,0.04127271,0.93647168
-3.18459230,14.44861638,0.02957476,0.18578395,0.80890750,0.67114087,0.88316442,12.35063837,0.04043745,0.92841158
-3.17858929,14.40420297,0.02957111,0.18464546,0.80163454,0.66217198,0.87814147,12.32289438,0.03959786,0.92000867
-3.17258629,14.35437199,0.02951648,0.18348333,0.79447188,0.65302916,0.87245361,12.29028682,0.03876088,0.91134442
-3.16658329,14.30160953,0.02941072,0.18232726,0.78751782,0.64387728,0.86623610,12.25496111,0.03793396,0.90251728
-3.16058029,14.24833694,0.02925518,0.18120761,0.78087976,0.63488078,0.85964060,12.21898347,0.03712491,0.89363919
-3.15457729,14.19686367,0.02905276,0.18015431,0.77467009,0.62619994,0.85283082,12.18430257,0.03634188,0.88483173
-3.14857429,14.14934847,0.02880789,0.17919570,0.76900190,0.61798740,0.84597789,12.15271937,0.03559319,0.87622207
-3.14257129,14.10776957,0.02852642,0.17835754,0.76398483,0.61038521,0.83925538,12.12586536,0.03488728,0.86793897
-3.13656828,14.07390396,0.02821555,0.17766197,0.75972109,0.60352236,0.83283440,12.10518910,0.03423257,0.86010887
-3.13056528,14.04931529,0.02788364,0.17712677,0.75630184,0.59751296,0.82687868,12.09195054,0.03363739,0.85285236
-3.12456228,14.03534991,0.02753993,0.17676467,0.75380434,0.59245512,0.82154003,12.08722206,0.03310982,0.84628109
-3.11855928,14.03313981,0.02719436,0.17658289,0.75228958,0.58843043,0.81695420,12.09189531,0.03265766,0.84049528
-3.11255628,14.04361132,0.02685722,0.17658292,0.75180101,0.58550416,0.81323747,12.10669238,0.03228827,0.83558190
-3.10655328,14.06749820,0.02653885,0.17676051,0.75236394,0.58372607,0.81048385,12.13218005,0.03200855,0.83161357
-3.10055028,14.10535787,0.02624934,0.17710585,0.75398600,0.58313172,0.80876325,12.16878575,0.03182481,0.82864816
-3.09454727,14.15758925,0.02599822,0.17760402,0.75665848,0.58374425,0.80812057,12.21681404,0.03174273,0.82672917
-3.08854427,14.22445133,0.02579417,0.17823562,0.76035848,0.58557647,0.80857568,12.27646267,0.03176730,0.82588667
-3.08254127,14.30608132,0.02564478,0.17897753,0.76505181,0.58863317,0.81012446,12.34783732,0.03190279,0.82613891
-3.07653827,14.40251181,0.02555635,0.17980393,0.77069649,0.59291348,0.81274061,12.43096463,0.03215270,0.82749429
-3.07053527,14.51368638,0.02553372,0.18068726,0.77724669,0.59841311,0.81637836,12.52580331,0.03251973,0.82995368
-3.06453227,14.63947340,0.02558018,0.18159935,0.78465690,0.60512648,0.82097574,12.63225319,0.03300580,0.83351293
-3.05852926,14.77967810,0.02569747,0.18251254,0.79288608,0.61304843,0.82645841,12.75016248,0.03361202,0.83816534
-3.05252626,14.93405267,0.02588576,0.18340072,0.80190175,0.62217559,0.83274369,12.87933355,0.03433869,0.84390407
-3.04652326,15.10230478,0.02614376,0.18424035,0.81168353,0.63250710,0.83974473,13.01952754,0.03518537,0.85072416
-3.04052026,15.28410448,0.02646885,0.18501129,0.82222627,0.64404490,0.84737450,13.17046815,0.03615080,0.85862422
-3.03451726,15.47908955,0.02685726,0.18569751,0.83354222,0.65679324,0.85554944,13.33184481,0.03723301,0.86760754
-3.02851426,15.68686928,0.02730425,0.18628758,0.84566247,0.67075772,0.86419252,13.50331537,0.03842927,0.87768265
-3.02251126,15.90702644,0.02780441,0.18677498,0.85863723,0.68594354,0.87323567,13.68450826,0.03973617,0.88886312
-3.01650825,16.13911719,0.02835180,0.18715815,0.87253502,0.70235334,0.88262128,13.87502380,0.04114957,0.90116674
-3.01050525,16.38266851,0.02894024,0.18744033,0.88744078,0.71998447,0.89230283,14.07443428,0.04266463,0.91461399
-3.00450225,16.63717267,0.02956353,0.18762917,0.90345272,0.73882594,0.90224457,14.28228232,0.04427583,0.92922584
-2.99849925,16.90207842,0.03021559,0.18773612,0.92067820,0.75885510,0.91242028,14.49807704,0.04597694,0.94502100
-2.99249625,17.17677846,0.03089064,0.18777569,0.93922859,0.78003428,0.92281114,14.72128727,0.04776099,0.96201276
-2.98649325,17.46059317,0.03158331,0.18776451,0.95921329,0.80230752,0.93340296,14.95133184,0.04962026,0.98020540
-2.98049025,17.75275070,0.03228869,0.18772033,0.98073323,0.82559757,0.94418282,15.18756635,0.05154623,0.99959049
-2.97448724,18.05236399,0.03300235,0.18766093,1.00387386,0.84980332,0.95513533,15.42926697,0.05352956,1.02014322
-2.96848424,18.35840552,0.03372035,0.18760306,1.02869817,0.87479798,0.96623894,15.67561144,0.05556004,1.04181884
-2.96248124,18.66968115,0.03443913,0.18756135,1.05523982,0.90042790,0.97746219,15.92565848,0.05762655,1.06454953
-2.95647824,18.98480465,0.03515546,0.18754742,1.08349675,0.92651239,0.98876053,16.17832647,0.05971705,1.08824184
-2.95047524,19.30217481,0.03586630,0.18756902,1.11342569,0.95284460,1.00007363,16.43237335,0.06181855,1.11277477
-2.94447224,19.61995746,0.03656868,0.18762941,1.14493762,0.97919336,1.01132355,16.68637928,0.06391716,1.13799882
-2.93846923,19.93607434,0.03725959,0.18772691,1.17789469,1.00530620,1.02241391,16.93873416,0.06599813,1.16373597
-2.93246623,20.24820111,0.03793585,0.18785470,1.21210861,1.03091338,1.03323001,17.18763179,0.06804594,1.18978072
-2.92646323,20.55377630,0.03859402,0.18800087,1.24734082,1.05573289,1.04364026,17.43107261,0.07004441,1.21590230
-2.92046023,20.85002258,0.03923030,0.18814866,1.28330450,1.07947626,1.05349858,17.66687628,0.07197692,1.24184790
-2.91445723,21.13398120,0.03984056,0.18827701,1.31966839,1.10185506,1.06264787,17.89270517,0.07382661,1.26734702
-2.90845423,21.40255972,0.04042026,0.18836128,1.35606246,1.12258779,1.07092452,18.10609922,0.07557665,1.29211675
-2.90245123,21.65259245,0.04096457,0.18837411,1.39208520,1.14140703,1.07816344,18.30452167,0.07721059,1.31586787
-2.89644822,21.88091189,0.04146842,0.18828657,1.42731250,1.15806648,1.08420385,18.48541490,0.07871270,1.33831156
-2.89044522,22.08442929,0.04192662,0.18806920,1.46130763,1.17234771,1.08889515,18.64626445,0.08006833,1.35916661
-2.88444222,22.26022093,0.04233405,0.18769330,1.49363216,1.18406633,1.09210287,18.78466907,0.08126434,1.37816669
-2.87843922,22.40561684,0.04268579,0.18713205,1.52385736,1.19307737,1.09371433,18.89841365,0.08228950,1.39506769
-2.87243622,22.51828794,0.04297738,0.18636170,1.55157577,1.19927955,1.09364375,18.98554190,0.08313482,1.40965457
-2.86643322,22.59632740,0.04320495,0.18536256,1.57641232,1.20261843,1.09183656,19.04442522,0.08379397,1.42174777
-2.86043022,22.63832213,0.04336548,0.18411991,1.59803479,1.20308817,1.08827272,19.07382412,0.08426352,1.43120864
-2.85442721,22.64341084,0.04345690,0.18262468,1.61616316,1.20073189,1.08296890,19.07293914,0.08454321,1.43794393
-2.84842421,22.61132507,0.04347830,0.18087390,1.63057738,1.19564054,1.07597932,19.04144816,0.08463605,1.44190897
-2.84242121,22.54241107,0.04342999,0.17887100,1.64112342,1.18795040,1.06739539,18.97952802,0.08454840,1.44310943
-2.83641821,22.43763064,0.04331357,0.17662579,1.64771719,1.17783917,1.05734386,18.88785885,0.08428993,1.44160167
-2.83041521,22.29854056,0.04313194,0.17415422,1.65034638,1.16552088,1.04598385,18.76761060,0.08387342,1.43749148
-2.82441221,22.12725104,0.04288924,0.17147796,1.64906996,1.15123974,1.03350266,18.62041192,0.08331455,1.43093133
-2.81840920,21.92636477,0.04259078,0.16862377,1.64401542,1.13526316,1.02011054,18.44830288,0.08263147,1.42211614
-2.81240620,21.69889899,0.04224283,0.16562265,1.63537387,1.11787416,1.00603481,18.25367324,0.08184438,1.41127767
-2.80640320,21.44819424,0.04185251,0.16250891,1.62339324,1.09936349,0.99151323,18.03918938,0.08097499,1.39867782
-2.80040020,21.17781347,0.04142749,0.15931915,1.60836964,1.08002166,0.97678717,17.80771307,0.08004591,1.38460087
-2.79439720,20.89143623,0.04097580,0.15609116,1.59063748,1.06013126,0.96209465,17.56221593,0.07908002,1.36934506
-2.78839420,20.59275248,0.04050552,0.15286280,1.57055854,1.03995968,0.94766360,17.30569329,0.07809982,1.35321377
-2.78239120,20.28536060,0.04002454,0.14967096,1.54851041,1.01975264,0.93370544,17.04108157,0.07712680,1.33650651
-2.77638819,19.97267392,0.03954029,0.14655049,1.52487497,0.99972869,0.92040939,16.77118241,0.07618085,1.31951022
-2.77038519,19.65783937,0.03905954,0.14353331,1.50002696,0.98007479,0.90793754,16.49859691,0.07527972,1.30249099
-2.76438219,19.34367140,0.03858818,0.14064759,1.47432348,0.96094319,0.89642085,16.22567215,0.07443855,1.28568664
-2.75837919,19.03260325,0.03813103,0.13791708,1.44809452,0.94244975,0.88595632,15.95446202,0.07366953,1.26930036
-2.75237619,18.72665667,0.03769179,0.13536056,1.42163499,0.92467350,0.87660520,15.68670294,0.07298168,1.25349574
-2.74637319,18.42743051,0.03727294,0.13299151,1.39519848,0.90765771,0.86839248,15.42380479,0.07238072,1.23839321
-2.74037019,18.13610728,0.03687572,0.13081793,1.36899306,0.89141217,0.86130748,15.16685613,0.07186906,1.22406822
-2.73436718,17.85347624,0.03650019,0.12884228,1.34317900,0.87591667,0.85530559,14.91664248,0.07144599,1.21055110
-2.72836418,17.57997054,0.03614532,0.12706165,1.31786875,0.86112543,0.85031106,14.67367538,0.07110792,1.19782862
-2.72236118,17.31571566,0.03580912,0.12546810,1.29312884,0.84697231,0.84622074,14.43823002,0.07084869,1.18584724
-2.71635818,17.06058587,0.03548877,0.12404904,1.26898370,0.83337660,0.84290853,14.21038839,0.07066008,1.17451793
-2.71035518,16.81426517,0.03518088,0.12278791,1.24542117,0.82024903,0.84023050,13.99008541,0.07053226,1.16372223
-2.70435218,16.57630937,0.03488166,0.12166487,1.22239929,0.80749782,0.83803050,13.77715492,0.07045440,1.15331954
-2.69834917,16.34620610,0.03458714,0.12065760,1.19985422,0.79503453,0.83614592,13.57137331,0.07041516,1.14315515
-2.69234617,16.12342985,0.03429344,0.11974225,1.17770871,0.78277940,0.83441363,13.37249827,0.07040331,1.13306883
-2.68634317,15.90748983,0.03399692,0.11889440,1.15588089,0.77066607,0.83267567,13.18030128,0.07040822,1.12290355
-2.68034017,15.69796888,0.03369442,0.11809000,1.13429287,0.75864549,0.83078477,12.99459242,0.07042031,1.11251409
-2.67433717,15.49455241,0.03338343,0.11730645,1.11287888,0.74668885,0.82860928,12.81523707,0.07043152,1.10177513
-2.66833417,15.29704700,0.03306223,0.11652349,1.09159257,0.73478952,0.82603751,12.64216448,0.07043554,1.09058857
-2.66233117,15.10538894,0.03272996,0.11572416,1.07041322,0.72296403,0.82298136,12.47536872,0.07042811,1.07888977
-2.65632816,14.91964357,0.03238677,0.11489557,1.04935062,0.71125188,0.81937905,12.31490298,0.07040709,1.06665256
-2.65032516,14.73999677,0.03203377,0.11402963,1.02844855,0.69971460,0.81519695,12.16086871,0.07037253,1.05389274
-2.64432216,14.56674018,0.03167309,0.11312356,1.00778668,0.68843384,0.81043049,12.01340107,0.07032661,1.04067007
-2.63831916,14.40025222,0.03130782,0.11218030,0.98748105,0.67750877,0.80510406,11.87265257,0.07027346,1.02708863
-2.63231616,14.24097672,0.03094196,0.11120870,0.96768303,0.66705296,0.79927008,11.73877658,0.07021904,1.01329562
-2.62631316,14.08940118,0.03058034,0.11022355,0.94857693,0.65719076,0.79300715,11.61191238,0.07017079,0.99947857
-2.62031016,13.94603641,0.03022850,0.10924542,0.93037655,0.64805348,0.78641752,11.49217314,0.07013737,0.98586123
-2.61430715,13.81139893,0.02989262,0.10830027,0.91332063,0.63977545,0.77962390,11.37963802,0.07012833,0.97269811
-2.60830415,13.68599729,0.02957936,0.10741900,0.89766757,0.63249009,0.77276580,11.27434902,0.07015376,0.96026806
-2.60230115,13.57032296,0.02929581,0.10663675,0.88368955,0.62632611,0.76599553,11.17631297,0.07022397,0.94886699
-2.59629815,13.46484597,0.02904933,0.10599216,0.87166623,0.62140398,0.75947406,11.08550857,0.07034911,0.93879991
-2.59029515,13.37001513,0.02884752,0.10552654,0.86187821,0.61783271,0.75336684,11.00189791,0.07053893,0.93037275
-2.58429215,13.28626211,0.02869810,0.10528293,0.85460039,0.61570703,0.74783974,10.92544170,0.07080243,0.92388395
-2.57828914,13.21400855,0.02860889,0.10530522,0.85009530,0.61510493,0.74305530,10.85611681,0.07114765,0.91961612
-2.57228614,13.15367465,0.02858773,0.10563722,0.84860649,0.61608569,0.73916929,10.79393496,0.07158144,0.91782809
-2.56628314,13.10568803,0.02864245,0.10632180,0.85035204,0.61868832,0.73632773,10.73896076,0.07210921,0.91874730
-2.56028014,13.07049116,0.02878090,0.10740010,0.85551817,0.62293041,0.73466439,10.69132748,0.07273486,0.92256292
-2.55427714,13.04854590,0.02901082,0.10891073,0.86425305,0.62880746,0.73429879,10.65124916,0.07346056,0.92941971
-2.54827414,13.04033359,0.02933992,0.11088918,0.87666078,0.63629256,0.73533467,10.61902736,0.07428671,0.93941266
-2.54227114,13.04634977,0.02977577,0.11336716,0.89279567,0.64533640,0.73785893,10.59505154,0.07521182,0.95258276
-2.53626813,13.06709239,0.03032576,0.11637216,0.91265678,0.65586775,0.74194090,10.57979211,0.07623249,0.96891369
-2.53026513,13.10304323,0.03099703,0.11992689,0.93618297,0.66779415,0.74763196,10.57378565,0.07734339,0.98832967
-2.52426213,13.15464240,0.03179636,0.12404896,0.96324863,0.68100299,0.75496535,10.57761226,0.07853728,1.01069450
-2.51825913,13.22225638,0.03273001,0.12875042,0.99366015,0.69536286,0.76395610,10.59186536,0.07980505,1.03581181
-2.51225613,13.30614051,0.03380359,0.13403744,1.02715354,0.71072520,0.77460106,10.61711485,0.08113585,1.06342654
-2.50625313,13.40639730,0.03502183,0.13990989,1.06339342,0.72692617,0.78687890,10.65386479,0.08251718,1.09322777
-2.50025013,13.52293226,0.03638838,0.14636100,1.10197362,0.74378885,0.80075008,10.70250733,0.08393509,1.12485278
-2.49424712,13.65540945,0.03790556,0.15337699,1.14241971,0.76112564,0.81615676,10.76327480,0.08537440,1.15789248
-2.48824412,13.80320894,0.03957408,0.16093667,1.18419360,0.77874087,0.83302275,10.83619215,0.08681897,1.19189805
-2.48224112,13.96538871,0.04139283,0.16901118,1.22670047,0.79643364,0.85125337,10.92103225,0.08825196,1.22638879
-2.47623812,14.14065340,0.04335861,0.17756366,1.26929807,0.81400080,0.87073551,11.01727608,0.08965621,1.26086112
-2.47023512,14.32733225,0.04546590,0.18654909,1.31130828,0.83124010,0.89133778,11.12408054,0.09101456,1.29479849
-2.46423212,14.52336822,0.04770673,0.19591426,1.35203092,0.84795341,0.91291102,11.24025556,0.09231025,1.32768215
-2.45822911,14.72632010,0.05007050,0.20559791,1.39075939,0.86394999,0.93528918,11.36425253,0.09352727,1.35900246
-2.45222611,14.93337868,0.05254395,0.21553100,1.42679779,0.87904975,0.95829070,11.49416540,0.09465076,1.38827047
-2.44622311,15.14139767,0.05511115,0.22563738,1.45947905,0.89308647,0.98172050,11.62774516,0.09566731,1.41502962
-2.44022011,15.34693938,0.05775361,0.23583462,1.48818334,0.90591087,1.00537268,11.76242820,0.09656534,1.43886707
-2.43421711,15.54633448,0.06045047,0.24603515,1.51235613,0.91739354,1.02903389,11.89537817,0.09733535,1.45942439
-2.42821411,15.73575445,0.06317874,0.25614772,1.53152519,0.92742757,1.05248742,12.02354039,0.09797015,1.47640732
-2.42221111,15.91129488,0.06591366,0.26607913,1.54531582,0.93593088,1.07551797,12.14370753,0.09846505,1.48959423
-2.41620810,16.06906694,0.06862917,0.27573618,1.55346352,0.94284824,1.09791694,12.25259431,0.09881796,1.49884296
-2.41020510,16.20529409,0.07129834,0.28502783,1.55582369,0.94815279,1.11948818,12.34691891,0.09902948,1.50409583
-2.40420210,16.31641064,0.07389398,0.29386749,1.55237774,0.95184709,1.14005388,12.42348821,0.09910282,1.50538261
-2.39819910,16.39915852,0.07638917,0.30217530,1.54323535,0.95396366,1.15946047,12.47928372,0.09904382,1.50282122
-2.39219610,16.45067875,0.07875788,0.30988046,1.52863271,0.95456493,1.17758424,12.51154510,0.09886074,1.49661615
-2.38619310,16.46859377,0.08097556,0.31692323,1.50892668,0.95374254,1.19433627,12.51784812,0.09856411,1.48705462
-2.38019010,16.45107773,0.08301966,0.32325686,1.48458521,0.95161600,1.20966655,12.49617402,0.09816649,1.47450036
-2.37418709,16.39691145,0.08487016,0.32884900,1.45617416,0.94833069,1.22356686,12.44496766,0.09768218,1.45938533
-2.36818409,16.30552005,0.08650999,0.33368278,1.42434114,0.94405518,1.23607221,12.36318232,0.09712686,1.44219943
-2.36218109,16.17699132,0.08792535,0.33775723,1.38979699,0.93897779,1.24726068,12.25030936,0.09651725,1.42347848
-2.35617809,16.01207414,0.08910597,0.34108723,1.35329542,0.93330258,1.25725140,12.10639168,0.09587068,1.40379075
-2.35017509,15.81215655,0.09004525,0.34370284,1.31561172,0.92724473,1.26620069,11.93202070,0.09520463,1.38372242
-2.34417209,15.57922445,0.09074026,0.34564793,1.27752116,0.92102529,1.27429640,11.72831697,0.09453630,1.36386222
-2.33816908,15.31580211,0.09119164,0.34697834,1.23977788,0.91486563,1.28175048,11.49689540,0.09388209,1.34478581
-2.33216608,15.02487696,0.09140342,0.34775948,1.20309484,0.90898142,1.28879008,11.23981662,0.09325709,1.32704015
-2.32616308,14.70981125,0.09138275,0.34806353,1.16812549,0.90357661,1.29564751,10.95952648,0.09267465,1.31112842
-2.32016008,14.37424420,0.09113950,0.34796628,1.13544776,0.89883732,1.30254934,10.65878619,0.09214580,1.29749585
-2.31415708,14.02198808,0.09068586,0.34754385,1.10555055,0.89492597,1.30970525,10.34059574,0.09167889,1.28651690
-2.30815408,13.65692239,0.09003586,0.34686942,1.07882323,0.89197592,1.31729710,10.00811372,0.09127919,1.27848418
-2.30215108,13.28288995,0.08920492,0.34601002,1.05554831,0.89008666,1.32546866,9.66457632,0.09094852,1.27359958
-2.29614807,12.90359876,0.08820932,0.34502363,1.03589730,0.88931993,1.33431672,9.31321848,0.09068510,1.27196776
-2.29014507,12.52253307,0.08706580,0.34395679,1.01992984,0.88969689,1.34388388,8.95719975,0.09048339,1.27359249
-2.28414207,12.14287676,0.08579108,0.34284267,1.00759601,0.89119646,1.35415361,8.59953736,0.09033414,1.27837589
-2.27813907,11.76745130,0.08440156,0.34169983,0.99874161,0.89375509,1.36504779,8.24304813,0.09022454,1.28612076
-2.27213607,11.39867020,0.08291293,0.34053174,0.99311629,0.89726789,1.37642705,7.89030096,0.09013856,1.29653595
-2.26613307,11.03851076,0.08134000,0.33932695,0.99038410,0.90159123,1.38809391,7.54358053,0.09005735,1.30924478
-2.26013007,10.68850336,0.07969650,0.33806013,0.99013615,0.90654670,1.39979876,7.20486290,0.08995991,1.32379620
-2.25412706,10.34973767,0.07799498,0.33669367,0.99190510,0.91192639,1.41124833,6.87580265,0.08982373,1.33967838
-2.24812406,10.02288449,0.07624680,0.33517997,0.99518082,0.91749925,1.42211654,6.55773109,0.08962569,1.35633440
-2.24212106,9.70823133,0.07446215,0.33346422,0.99942687,0.92301836,1.43205698,6.25166462,0.08934285,1.37317939
-2.23611806,9.40572914,0.07265014,0.33148746,1.00409732,0.92822878,1.44071676,5.95832178,0.08895341,1.38961854
-2.23011506,9.11504749,0.07081891,0.32918993,1.00865328,0.93287574,1.44775081,5.67814748,0.08843760,1.40506545
-2.22411206,8.83563519,0.06897582,0.32651437,1.01257876,0.93671279,1.45283622,5.41134277,0.08777848,1.41895992
-2.21810905,8.56678311,0.06712758,0.32340923,1.01539528,0.93950969,1.45568576,5.15789820,0.08696273,1.43078479
-2.21210605,8.30768643,0.06528046,0.31983159,1.01667480,0.94105958,1.45606004,4.91762914,0.08598123,1.44008095
-2.20610305,8.05750339,0.06344048,0.31574962,1.01605063,0.94118534,1.45377778,4.69021140,0.08482951,1.44646015
-2.20010005,7.81540836,0.06161354,0.31114455,1.01322600,0.93974478,1.44872364,4.47521562,0.08350802,1.44961515
-2.19409705,7.58063719,0.05980564,0.30601199,1.00797998,0.93663457,1.44085332,4.27213923,0.08202222,1.44932677
-2.18809405,7.35252373,0.05802292,0.30036264,1.00017084,0.93179282,1.43019582,4.08043506,0.08038239,1.44546787
-2.18209105,7.13052649,0.05627181,0.29422229,0.98973663,0.92520019,1.41685264,3.89953588,0.07860339,1.43800411
-2.17608804,6.91424555,0.05455910,0.28763121,0.97669325,0.91687972,1.40099425,3.72887445,0.07670410,1.42699156
-2.17008504,6.70342983,0.05289189,0.28064294,0.96113014,0.90689533,1.38285386,3.56789912,0.07470682,1.41257169
-2.16408204,6.49797578,0.05127770,0.27332264,0.94320397,0.89534923,1.36271901,3.41608494,0.07263651,1.39496375
-2.15807904,6.29791853,0.04972431,0.26574495,0.92313066,0.88237845,1.34092133,3.27294087,0.07052000,1.37445539
-2.15207604,6.10341714,0.04823977,0.25799171,0.90117616,0.86815063,1.31782515,3.13801335,0.06838509,1.35139173
-2.14607304,5.91473554,0.04683228,0.25014940,0.87764652,0.85285936,1.29381529,3.01088715,0.06625979,1.32616372
-2.14007004,5.73222088,0.04551011,0.24230669,0.85287768,0.83671940,1.26928485,2.89118397,0.06417146,1.29919613
-2.13406703,5.55628103,0.04428142,0.23455200,0.82722531,0.81996171,1.24462328,2.77855959,0.06214613,1.27093581
-2.12806403,5.38736249,0.04315420,0.22697127,0.80105529,0.80282883,1.22020551,2.67270031,0.06020790,1.24184061
-2.12206103,5.22593022,0.04213614,0.21964602,0.77473499,0.78557049,1.19638220,2.57331903,0.05837841,1.21236936
-2.11605803,5.07245007,0.04123448,0.21265174,0.74862556,0.76843964,1.17347177,2.48015174,0.05667653,1.18297310
-2.11005503,4.92737455,0.04045599,0.20605670,0.72307554,0.75168899,1.15175406,2.39295453,0.05511808,1.15408777
-2.10405203,4.79113214,0.03980682,0.19992104,0.69841563,0.73556796,1.13146611,2.31150145,0.05371576,1.12612828
-2.09804902,4.66412006,0.03929255,0.19429632,0.67495470,0.72032015,1.11279965,2.23558333,0.05247914,1.09948405
-2.09204602,4.54670026,0.03891808,0.18922538,0.65297698,0.70618104,1.09590057,2.16500738,0.05141475,1.07451566
-2.08604302,4.43919795,0.03868772,0.18474252,0.63274008,0.69337609,1.08086996,2.09959764,0.05052626,1.05155260
-2.08004002,4.34190201,0.03860517,0.18087389,0.61447385,0.68211892,1.06776655,2.03919588,0.04981470,1.03089173
-2.07403702,4.25506657,0.03867361,0.17763809,0.59837972,0.67260959,1.05661038,1.98366279,0.04927876,1.01279620
-2.06803402,4.17891298,0.03889573,0.17504684,0.58463044,0.66503282,1.04738719,1.93287918,0.04891499,0.99749471
-2.06203102,4.11363132,0.03927381,0.17310577,0.57336988,0.65955616,1.04005346,1.88674683,0.04871818,0.98518072
