energy_ev,total_up,Al_p_up,Al_d_up,S_s_up,S_p_up,Zn_p_up,Zn_d_up
-5.38769385,2.09924284,0.17387253,0.00000000,0.24214575,0.36119451,0.32817499,0.25436783
-5.38169085,1.98492386,0.16001707,0.00000000,0.25435896,0.34044249,0.30576631,0.23736474
-5.37568784,1.87562949,0.14640624,0.00000000,0.26738640,0.32090384,0.28445930,0.22128848
-5.36968484,1.77210920,0.13317400,0.00000000,0.28122395,0.30261423,0.26435470,0.20619569
-5.36368184,1.67489536,0.12043556,0.00000000,0.29586261,0.28557177,0.24551267,0.19211217
-5.35767884,1.58431716,0.10828658,0.00000000,0.31129116,0.26974201,0.22795638,0.17903610
-5.35167584,1.50052055,0.09680310,0.00000000,0.32749856,0.25506362,0.21167670,0.16694175
-5.34567284,1.42349281,0.08604197,0.00000000,0.34447585,0.24145480,0.19663753,0.15578389
-5.33966983,1.35309017,0.07604178,0.00000000,0.36221726,0.22881982,0.18278164,0.14550237
-5.33366683,1.28906670,0.06682420,0.00000000,0.38072027,0.21705567,0.17003656,0.13602684
-5.32766383,1.23110305,0.05839554,0.00000000,0.39998453,0.20605835,0.15832046,0.12728128
-5.32166083,1.17883359,0.05074866,0.00000000,0.42000947,0.19572874,0.14754768,0.11918831
-5.31565783,1.13187087,0.04386492,0.00000000,0.44079073,0.18597769,0.13763371,0.11167300
-5.30965483,1.08982640,0.03771621,0.00000000,0.46231544,0.17673031,0.12849955,0.10466613
-5.30365183,1.05232739,0.03226692,0.00000000,0.48455672,0.16792928,0.12007524,0.09810683
-5.29764882,1.01902894,0.02747596,0.00000000,0.50746769,0.15953715,0.11230263,0.09194447
-5.29164582,0.98962213,0.02329851,0.00000000,0.53097537,0.15153770,0.10513727,0.08613998
-5.28564282,0.96383795,0.01968774,0.00000000,0.55497509,0.14393618,0.09854947,0.08066640
-5.27963982,0.94144804,0.01659626,0.00000000,0.57932573,0.13675893,0.09252464,0.07550887
-5.27363682,0.92226272,0.01397747,0.00000000,0.60384647,0.13005199,0.08706299,0.07066415
-5.26763382,0.90612730,0.01178666,0.00000000,0.62831535,0.12387935,0.08217860,0.06613959
-5.26163082,0.89291758,0.00998196,0.00000000,0.65246999,0.11832059,0.07789816,0.06195189
-5.25562781,0.88253530,0.00852514,0.00000000,0.67601082,0.11346833,0.07425938,0.05812560
-5.24962481,0.87490450,0.00738223,0.00000000,0.69860666,0.10942559,0.07130917,0.05469150
-5.24362181,0.86996914,0.00652403,0.00000000,0.71990287,0.10630309,0.06910189,0.05168498
-5.23761881,0.86769270,0.00592659,0.00000000,0.73953153,0.10421675,0.06769754,0.04914447
-5.23161581,0.86805981,0.00557147,0.00000000,0.75712358,0.10328545,0.06716015,0.04711006
-5.22561281,0.87108000,0.00544611,0.00000000,0.77232207,0.10362901,0.06755630,0.04562221
-5.21960980,0.87679342,0.00554410,0.00000000,0.78479620,0.10536656,0.06895394,0.04472071
-5.21360680,0.88527805,0.00586537,0.00000000,0.79425532,0.10861522,0.07142143,0.04444395
-5.20760380,0.89665806,0.00641647,0.00000000,0.80046225,0.11348897,0.07502678,0.04482821
-5.20160080,0.91111241,0.00721077,0.00000000,0.80324521,0.12009789,0.07983713,0.04590733
-5.19559780,0.92888324,0.00826865,0.00000000,0.80250787,0.12854740,0.08591842,0.04771238
-5.18959480,0.95028297,0.00961761,0.00000000,0.79823683,0.13893762,0.09333507,0.05027156
-5.18359180,0.97569960,0.01129238,0.00000000,0.79050634,0.15136257,0.10214970,0.05361005
-5.17758879,1.00559927,0.01333479,0.00000000,0.77947990,0.16590933,0.11242287,0.05774990
-5.17158579,1.04052539,0.01579358,0.00000000,0.76540874,0.18265675,0.12421247,0.06270991
-5.16558279,1.08109394,0.01872399,0.00000000,0.74862712,0.20167390,0.13757308,0.06850531
-5.15957979,1.12798414,0.02218702,0.00000000,0.72954479,0.22301805,0.15255480,0.07514737
-5.15357679,1.18192456,0.02624846,0.00000000,0.70863683,0.24673207,0.16920183,0.08264278
-5.14757379,1.24367409,0.03097753,0.00000000,0.68643126,0.27284149,0.18755056,0.09099291
-5.14157079,1.31399822,0.03644513,0.00000000,0.66349498,0.30135089,0.20762715,0.10019277
-5.13556778,1.39364057,0.04272174,0.00000000,0.64041840,0.33223998,0.22944472,0.11022983
-5.12956478,1.48329030,0.04987485,0.00000000,0.61779938,0.36545933,0.25300010,0.12108274
-5.12356178,1.58354608,0.05796609,0.00000000,0.59622686,0.40092594,0.27827018,0.13271980
-5.11755878,1.69487760,0.06704800,0.00000000,0.57626476,0.43851880,0.30520809,0.14509755
-5.11155578,1.81758582,0.07716058,0.00000000,0.55843650,0.47807471,0.33373925,0.15815924
-5.10555278,1.95176344,0.08832772,0.00000000,0.54321050,0.51938460,0.36375757,0.17183354
-5.09954977,2.09725709,0.10055367,0.00000000,0.53098710,0.56219061,0.39512190,0.18603340
-5.09354677,2.25363329,0.11381961,0.00000000,0.52208704,0.60618426,0.42765306,0.20065525
-5.08754377,2.42014981,0.12808069,0.00000000,0.51674193,0.65100582,0.46113166,0.21557865
-5.08154077,2.59573444,0.14326353,0.00000000,0.51508679,0.69624542,0.49529694,0.23066643
-5.07553777,2.77897300,0.15926451,0.00000000,0.51715501,0.74144574,0.52984690,0.24576546
-5.06953477,2.96810808,0.17594891,0.00000000,0.52287573,0.78610677,0.56443981,0.26070805
-5.06353177,3.16104993,0.19315116,0.00000000,0.53207396,0.82969245,0.59869740,0.27531404
-5.05752876,3.35540026,0.21067627,0.00000000,0.54447338,0.87163931,0.63220967,0.28939360
-5.05152576,3.54848942,0.22830245,0.00000000,0.55970199,0.91136696,0.66454138,0.30275070
-5.04552276,3.73742660,0.24578500,0.00000000,0.57730050,0.94829021,0.69524025,0.31518713
-5.03951976,3.91916231,0.26286145,0.00000000,0.59673336,0.98183250,0.72384647,0.32650707
-5.03351676,4.09056145,0.27925768,0.00000000,0.61740238,1.01144028,0.74990349,0.33652192
-5.02751376,4.24848492,0.29469505,0.00000000,0.63866240,1.03659777,0.77296969,0.34505537
-5.02151076,4.38987691,0.30889805,0.00000000,0.65983882,1.05684165,0.79263051,0.35194850
-5.01550775,4.51185475,0.32160247,0.00000000,0.68024642,1.07177506,0.80851053,0.35706455
-5.00950475,4.61179766,0.33256345,0.00000000,0.69920889,1.08108031,0.82028515,0.36029338
-5.00350175,4.68743087,0.34156336,0.00000000,0.71607843,1.08452981,0.82769127,0.36155527
-4.99749875,4.73690132,0.34841893,0.00000000,0.73025469,1.08199459,0.83053651,0.36080395
-4.99149575,4.75884165,0.35298741,0.00000000,0.74120243,1.07345020,0.82870652,0.35802865
-4.98549275,4.75241945,0.35517154,0.00000000,0.74846716,1.05897942,0.82217013,0.35325513
-4.97948974,4.71736947,0.35492292,0.00000000,0.75168813,1.03877184,0.81098184,0.34654558
-4.97348674,4.65400726,0.35224375,0.00000000,0.75060824,1.01312011,0.79528177,0.33799741
-4.96748374,4.56322330,0.34718681,0.00000000,0.74508038,0.98241299,0.77529278,0.32774087
-4.96148074,4.44645804,0.33985373,0.00000000,0.73507006,0.94712554,0.75131501,0.31593571
-4.95547774,4.30565874,0.33039153,0.00000000,0.72065413,0.90780666,0.72371792,0.30276693
-4.94947474,4.14322009,0.31898770,0.00000000,0.70201592,0.86506458,0.69293032,0.28843983
-4.94347174,3.96191112,0.30586395,0.00000000,0.67943675,0.81955088,0.65942852,0.27317446
-4.93746873,3.76479180,0.29126910,0.00000000,0.65328456,0.77194353,0.62372345,0.25719987
-4.93146573,3.55512269,0.27547116,0.00000000,0.62400004,0.72292970,0.58634688,0.24074819
-4.92546273,3.33627164,0.25874921,0.00000000,0.59208090,0.67318903,0.54783760,0.22404890
-4.91945973,3.11162116,0.24138529,0.00000000,0.55806505,0.62337772,0.50872797,0.20732337
-4.91345673,2.88448012,0.22365658,0.00000000,0.52251348,0.57411427,0.46953124,0.19078003
-4.90745373,2.65800292,0.20582836,0.00000000,0.48599336,0.52596708,0.43073027,0.17461012
-4.90145073,2.43511890,0.18814772,0.00000000,0.44906217,0.47944429,0.39276784,0.15898426
-4.89544772,2.21847388,0.17083844,0.00000000,0.41225345,0.43498620,0.35603891,0.14404989
-4.88944472,2.01038525,0.15409701,0.00000000,0.37606439,0.39296021,0.32088489,0.12992956
-4.88344172,1.81281138,0.13808997,0.00000000,0.34094591,0.35365834,0.28759011,0.11672015
-4.87743872,1.62733502,0.12295237,0.00000000,0.30729509,0.31729727,0.25638029,0.10449290
-4.87143572,1.45516044,0.10878753,0.00000000,0.27545029,0.28402054,0.22742304,0.09329416
-4.86543272,1.29712270,0.09566781,0.00000000,0.24568858,0.25390290,0.20083008,0.08314691
-4.85942971,1.15370784,0.08363630,0.00000000,0.21822564,0.22695618,0.17666099,0.07405275
-4.85342671,1.02508183,0.07270928,0.00000000,0.19321751,0.20313659,0.15492813,0.06599431
-4.84742371,0.91112642,0.06287924,0.00000000,0.17076412,0.18235297,0.13560257,0.05893803
-4.84142071,0.81147961,0.05411826,0.00000000,0.15091409,0.16447561,0.11862048,0.05283705
-4.83541771,0.72557895,0.04638162,0.00000000,0.13367044,0.14934538,0.10388996,0.04763423
-4.82941471,0.65270555,0.03961145,0.00000000,0.11899685,0.13678293,0.09129780,0.04326503
-4.82341171,0.59202733,0.03374023,0.00000000,0.10682412,0.12659745,0.08071616,0.03966039
-4.81740870,0.54264006,0.02869409,0.00000000,0.09705654,0.11859511,0.07200872,0.03674934
-4.81140570,0.50360515,0.02439584,0.00000000,0.08957787,0.11258681,0.06503646,0.03446135
-4.80540270,0.47398330,0.02076759,0.00000000,0.08425688,0.10839512,0.05966275,0.03272848
-4.79939970,0.45286378,0.01773294,0.00000000,0.08095215,0.10586043,0.05575771,0.03148710
-4.79339670,0.43938872,0.01521879,0.00000000,0.07951622,0.10484625,0.05320197,0.03067945
-4.78739370,0.43277277,0.01315673,0.00000000,0.07979900,0.10524349,0.05188967,0.03025476
-4.78139070,0.43231799,0.01148405,0.00000000,0.08165051,0.10697387,0.05173076,0.03017015
-4.77538769,0.43742440,0.01014435,0.00000000,0.08492291,0.10999249,0.05265273,0.03039122
-4.76938469,0.44759637,0.00908788,0.00000000,0.08947205,0.11428930,0.05460164,0.03089241
-4.76338169,0.46244541,0.00827161,0.00000000,0.09515852,0.11988979,0.05754269,0.03165704
-4.75737869,0.48168948,0.00765909,0.00000000,0.10184825,0.12685464,0.06146011,0.03267720
-4.75137569,0.50514925,0.00722010,0.00000000,0.10941287,0.13527843,0.06635667,0.03395340
-4.74537269,0.53274160,0.00693022,0.00000000,0.11772972,0.14528728,0.07225253,0.03549398
-4.73936968,0.56447050,0.00677030,0.00000000,0.12668174,0.15703543,0.07918363,0.03731439
-4.73336668,0.60041543,0.00672588,0.00000000,0.13615713,0.17070071,0.08719956,0.03943621
-4.72736368,0.64071754,0.00678658,0.00000000,0.14604881,0.18647881,0.09636081,0.04188600
-4.72136068,0.68556367,0.00694554,0.00000000,0.15625388,0.20457640,0.10673554,0.04469398
-4.71535768,0.73516841,0.00719885,0.00000000,0.16667283,0.22520302,0.11839576,0.04789253
-4.70935468,0.78975433,0.00754504,0.00000000,0.17720871,0.24856198,0.13141301,0.05151451
-4.70335168,0.84953098,0.00798464,0.00000000,0.18776625,0.27484018,0.14585363,0.05559140
-4.69734867,0.91467274,0.00851982,0.00000000,0.19825095,0.30419719,0.16177363,0.06015140
-4.69134567,0.98529652,0.00915412,0.00000000,0.20856816,0.33675386,0.17921337,0.06521740
-4.68534267,1.06143967,0.00989228,0.00000000,0.21862236,0.37258075,0.19819225,0.07080497
-4.67933967,1.14303925,0.01074016,0.00000000,0.22831657,0.41168684,0.21870351,0.07692033
-4.67333667,1.22991339,0.01170477,0.00000000,0.23755202,0.45400903,0.24070951,0.08355857
-4.66733367,1.32174606,0.01279440,0.00000000,0.24622827,0.49940295,0.26413767,0.09070197
-4.66133067,1.41807592,0.01401893,0.00000000,0.25424363,0.54763565,0.28887738,0.09831868
-4.65532766,1.51829056,0.01539009,0.00000000,0.26149618,0.59838069,0.31477815,0.10636182
-4.64932466,1.62162680,0.01692196,0.00000000,0.26788524,0.65121620,0.34164916,0.11476903
-4.64332166,1.72717775,0.01863141,0.00000000,0.27331335,0.70562627,0.36926052,0.12346259
-4.63731866,1.83390695,0.02053870,0.00000000,0.27768871,0.76100610,0.39734622,0.13235017
-4.63131566,1.94066969,0.02266797,0.00000000,0.28092801,0.81667096,0.42560898,0.14132620
-4.62531266,2.04624111,0.02504776,0.00000000,0.28295944,0.87186897,0.45372674,0.15027388
-4.61930965,2.14935037,0.02771147,0.00000000,0.28372592,0.92579770,0.48136087,0.15906784
-4.61330665,2.24871963,0.03069766,0.00000000,0.28318815,0.97762387,0.50816567,0.16757734
-4.60730365,2.34310658,0.03405015,0.00000000,0.28132744,1.02650587,0.53379895,0.17566985
-4.60130065,2.43134838,0.03781793,0.00000000,0.27814815,1.07161812,0.55793311,0.18321505
-4.59529765,2.51240525,0.04205474,0.00000000,0.27367944,1.11217652,0.58026642,0.19008896
-4.58929465,2.58540144,0.04681834,0.00000000,0.26797632,1.14746382,0.60053382,0.19617798
-4.58329165,2.64966138,0.05216942,0.00000000,0.26111984,1.17685392,0.61851681,0.20138289
-4.57728864,2.70473912,0.05817005,0.00000000,0.25321634,1.19983401,0.63405177,0.20562234
-4.57128564,2.75043920,0.06488184,0.00000000,0.24439579,1.21602356,0.64703646,0.20883586
-4.56528264,2.78682773,0.07236359,0.00000000,0.23480920,1.22518916,0.65743410,0.21098620
-4.55927964,2.81423253,0.08066871,0.00000000,0.22462530,1.22725462,0.66527488,0.21206075
-4.55327664,2.83323222,0.08984232,0.00000000,0.21402645,1.22230575,0.67065480,0.21207223
-4.54727364,2.84463443,0.09991813,0.00000000,0.20320408,1.21058952,0.67373166,0.21105828
-4.54127064,2.84944386,0.11091534,0.00000000,0.19235385,1.19250771,0.67471858,0.20908028
-4.53526763,2.84882166,0.12283551,0.00000000,0.18167061,1.16860520,0.67387510,0.20622118
-4.52926463,2.84403807,0.13565975,0.00000000,0.17134347,1.13955348,0.67149647,0.20258262
-4.52326163,2.83642036,0.14934618,0.00000000,0.16155114,1.10613004,0.66790154,0.19828146
-4.51725863,2.82729879,0.16382810,0.00000000,0.15245765,1.06919465,0.66341981,0.19344576
-4.51125563,2.81795313,0.17901265,0.00000000,0.14420874,1.02966339,0.65837838,0.18821050
-4.50525263,2.80956231,0.19478055,0.00000000,0.13692878,0.98848168,0.65308935,0.18271325
-4.49924962,2.80315960,0.21098661,0.00000000,0.13071853,0.94659727,0.64783822,0.17708992
-4.49324662,2.79959551,0.22746134,0.00000000,0.12565364,0.90493429,0.64287395,0.17147073
-4.48724362,2.79950983,0.24401365,0.00000000,0.12178388,0.86436927,0.63840103,0.16597670
-4.48124062,2.80331419,0.26043457,0.00000000,0.11913317,0.82570994,0.63457388,0.16071662
-4.47523762,2.81118549,0.27650189,0.00000000,0.11770025,0.78967741,0.63149372,0.15578472
-4.46923462,2.82307017,0.29198573,0.00000000,0.11745992,0.75689209,0.62920811,0.15125897
-4.46323162,2.83869887,0.30665473,0.00000000,0.11836487,0.72786375,0.62771281,0.14720021
-4.45722861,2.85761008,0.32028265,0.00000000,0.12034792,0.70298554,0.62695599,0.14365179
-4.45122561,2.87918141,0.33265529,0.00000000,0.12332451,0.68253201,0.62684430,0.14064005
-4.44522261,2.90266654,0.34357716,0.00000000,0.12719558,0.66666075,0.62725048,0.13817519
-4.43921961,2.92723566,0.35287793,0.00000000,0.13185043,0.65541726,0.62802192,0.13625270
-4.43321661,2.95201743,0.36041814,0.00000000,0.13716980,0.64874264,0.62898991,0.13485510
-4.42721361,2.97614010,0.36609405,0.00000000,0.14302889,0.64648348,0.62997888,0.13395394
-4.42121061,2.99877011,0.36984137,0.00000000,0.14930032,0.64840340,0.63081524,0.13351185
-4.41520760,3.01914636,0.37163772,0.00000000,0.15585704,0.65419580,0.63133551,0.13348475
-4.40920460,3.03660884,0.37150365,0.00000000,0.16257502,0.66349717,0.63139337,0.13382383
-4.40320160,3.05062085,0.36950232,0.00000000,0.16933585,0.67590062,0.63086529,0.13447753
-4.39719860,3.06078420,0.36573767,0.00000000,0.17602912,0.69096912,0.62965481,0.13539321
-4.39119560,3.06684740,0.36035133,0.00000000,0.18255450,0.70824824,0.62769523,0.13651868
-4.38519260,3.06870717,0.35351842,0.00000000,0.18882373,0.72727801,0.62495083,0.13780342
-4.37918959,3.06640396,0.34544228,0.00000000,0.19476230,0.74760378,0.62141670,0.13919957
-4.37318659,3.06011229,0.33634856,0.00000000,0.20031087,0.76878590,0.61711735,0.14066273
-4.36718359,3.05012724,0.32647885,0.00000000,0.20542650,0.79040820,0.61210434,0.14215244
-4.36118059,3.03684795,0.31608409,0.00000000,0.21008362,0.81208513,0.60645303,0.14363260
-4.35517759,3.02075966,0.30541806,0.00000000,0.21427470,0.83346769,0.60025892,0.14507169
-4.34917459,3.00241512,0.29473121,0.00000000,0.21801069,0.85424804,0.59363353,0.14644279
-4.34317159,2.98241651,0.28426497,0.00000000,0.22132116,0.87416290,0.58670029,0.14772371
-4.33716858,2.96139844,0.27424672,0.00000000,0.22425412,0.89299589,0.57959043,0.14889682
-4.33116558,2.94001279,0.26488563,0.00000000,0.22687550,0.91057858,0.57243910,0.14994906
-4.32516258,2.91891543,0.25636928,0.00000000,0.22926829,0.92679068,0.56538184,0.15087172
-4.31915958,2.89875504,0.24886113,0.00000000,0.23153118,0.94155912,0.55855139,0.15166036
-4.31315658,2.88016387,0.24249895,0.00000000,0.23377688,0.95485626,0.55207491,0.15231455
-4.30715358,2.86375001,0.23739389,0.00000000,0.23612987,0.96669718,0.54607169,0.15283773
