energy_ev,total_up,Mo_p_up,Mo_d_up,Se_s_up,Se_p_up,Si_p_up,Si_d_up
-6.00000000,2.53419581,0.96977805,0.99693522,0.01628348,0.98968106,0.43506881,0.00000000
-5.99399700,2.47755964,0.97218214,0.97477782,0.01603598,0.95910812,0.43235858,0.00000000
-5.98799400,2.41791087,0.97371248,0.95147192,0.01582000,0.92753303,0.42864066,0.00000000
-5.98199100,2.35611844,0.97457315,0.92741928,0.01564407,0.89532727,0.42404763,0.00000000
-5.97598799,2.29310338,0.97500321,0.90303610,0.01551665,0.86287693,0.41872931,0.00000000
-5.96998499,2.22980978,0.97526399,0.87874004,0.01544586,0.83057165,0.41284727,0.00000000
-5.96398199,2.16717343,0.97562450,0.85493692,0.01543906,0.79879276,0.40656882,0.00000000
-5.95797899,2.10608963,0.97634585,0.83200731,0.01550256,0.76790109,0.40006093,0.00000000
-5.95197599,2.04738169,0.97766545,0.81029404,0.01564121,0.73822524,0.39348426,0.00000000
-5.94597299,1.99177181,0.97978178,0.79009088,0.01585812,0.71005069,0.38698758,0.00000000
-5.93996998,1.93985577,0.98284068,0.77163314,0.01615441,0.68361054,0.38070283,0.00000000
-5.93396698,1.89208277,0.98692398,0.75509063,0.01652900,0.65907815,0.37474110,0.00000000
-5.92796398,1.84874168,0.99204111,0.74056335,0.01697856,0.63656238,0.36918967,0.00000000
-5.92196098,1.80995427,0.99812439,0.72808018,0.01749748,0.61610536,0.36411027,0.00000000
-5.91595798,1.77567612,1.00502831,0.71760071,0.01807801,0.59768317,0.35953872,0.00000000
-5.90995498,1.74570509,1.01253309,0.70902013,0.01871049,0.58120937,0.35548588,0.00000000
-5.90395198,1.71969712,1.02035233,0.70217702,0.01938366,0.56654112,0.35193994,0.00000000
-5.89794897,1.69718849,1.02814468,0.69686374,0.02008512,0.55348774,0.34886985,0.00000000
-5.89194597,1.67762371,1.03552887,0.69283886,0.02080175,0.54182112,0.34622980,0.00000000
-5.88594297,1.66038724,1.04210147,0.68984102,0.02152034,0.53128763,0.34396443,0.00000000
-5.87993997,1.64483788,1.04745651,0.68760363,0.02222805,0.52162083,0.34201451,0.00000000
-5.87393697,1.63034364,1.05120586,0.68586957,0.02291305,0.51255443,0.34032268,0.00000000
-5.86793397,1.61631555,1.05299949,0.68440511,0.02356496,0.50383478,0.33883899,0.00000000
-5.86193097,1.60223851,1.05254424,0.68301243,0.02417532,0.49523241,0.33752576,0.00000000
-5.85592796,1.58769762,1.04962036,0.68153988,0.02473793,0.48655204,0.33636162,0.00000000
-5.84992496,1.57239855,1.04409472,0.67988954,0.02524906,0.47764063,0.33534418,0.00000000
-5.84392196,1.55618096,1.03592998,0.67802165,0.02570755,0.46839303,0.33449135,0.00000000
-5.83791896,1.53902427,1.02518927,0.67595558,0.02611472,0.45875527,0.33384103,0.00000000
-5.83191596,1.52104558,1.01203595,0.67376729,0.02647419,0.44872514,0.33344918,0.00000000
-5.82591296,1.50248986,0.99672870,0.67158347,0.02679157,0.43835031,0.33338631,0.00000000
-5.81990995,1.48371313,0.97961183,0.66957257,0.02707396,0.42772405,0.33373261,0.00000000
-5.81390695,1.46515952,0.96110176,0.66793336,0.02732941,0.41697897,0.33457180,0.00000000
-5.80790395,1.44733374,0.94167005,0.66688150,0.02756637,0.40627906,0.33598434,0.00000000
-5.80190095,1.43077040,0.92182407,0.66663503,0.02779298,0.39581051,0.33804011,0.00000000
-5.79589795,1.41600208,0.90208634,0.66739959,0.02801650,0.38577189,0.34079116,0.00000000
-5.78989495,1.40352781,0.88297357,0.66935419,0.02824276,0.37636406,0.34426507,0.00000000
-5.78389195,1.39378393,0.86497656,0.67263839,0.02847561,0.36778050,0.34845909,0.00000000
-5.77788894,1.38711882,0.84854193,0.67734168,0.02871661,0.36019831,0.35333587,0.00000000
-5.77188594,1.38377284,0.83405657,0.68349568,0.02896478,0.35377046,0.35882071,0.00000000
-5.76588294,1.38386471,0.82183556,0.69106962,0.02921652,0.34861950,0.36480087,0.00000000
-5.75987994,1.38738472,0.81211405,0.69996943,0.02946572,0.34483301,0.37112700,0.00000000
-5.75387694,1.39419535,0.80504332,0.71004043,0.02970396,0.34246091,0.37761660,0.00000000
-5.74787394,1.40403883,0.80069114,0.72107356,0.02992095,0.34151462,0.38405956,0.00000000
-5.74187094,1.41655137,0.79904618,0.73281486,0.03010500,0.34196809,0.39022541,0.00000000
-5.73586793,1.43128290,0.80002604,0.74497747,0.03024367,0.34376042,0.39587215,0.00000000
-5.72986493,1.44772127,0.80348839,0.75725574,0.03032436,0.34679996,0.40075590,0.00000000
-5.72386193,1.46531943,0.80924442,0.76934045,0.03033509,0.35096955,0.40464129,0.00000000
-5.71785893,1.48352404,0.81707381,0.78093441,0.03026510,0.35613255,0.40731176,0.00000000
-5.71185593,1.50180392,0.82674045,0.79176751,0.03010550,0.36213939,0.40857929,0.00000000
-5.70585293,1.51967677,0.83800787,0.80161050,0.02984978,0.36883423,0.40829325,0.00000000
-5.69984992,1.53673281,0.85065383,0.81028662,0.02949426,0.37606143,0.40634766,0.00000000
-5.69384692,1.55265408,0.86448313,0.81768051,0.02903836,0.38367150,0.40268666,0.00000000
-5.68784392,1.56722858,0.87933819,0.82374403,0.02848472,0.39152639,0.39730783,0.00000000
-5.68184092,1.58035841,0.89510683,0.82849852,0.02783923,0.39950368,0.39026329,0.00000000
-5.67583792,1.59206189,0.91172707,0.83203355,0.02711081,0.40749985,0.38165846,0.00000000
-5.66983492,1.60246941,0.92918857,0.83450224,0.02631117,0.41543220,0.37164855,0.00000000
-5.66383192,1.61181353,0.94753102,0.83611324,0.02545436,0.42323966,0.36043308,0.00000000
-5.65782891,1.62041385,0.96683924,0.83712009,0.02455628,0.43088237,0.34824862,0.00000000
-5.65182591,1.62865747,0.98723551,0.83780822,0.02363411,0.43834018,0.33536008,0.00000000
-5.64582291,1.63697618,1.00886951,0.83848045,0.02270568,0.44561011,0.32205112,0.00000000
-5.63981991,1.64582138,1.03190608,0.83944167,0.02178889,0.45270313,0.30861395,0.00000000
-5.63381691,1.65563805,1.05651166,0.84098331,0.02090106,0.45964014,0.29533912,0.00000000
-5.62781391,1.66683907,1.08283976,0.84336861,0.02005841,0.46644769,0.28250562,0.00000000
-5.62181091,1.67978089,1.11101627,0.84681907,0.01927557,0.47315346,0.27037179,0.00000000
-5.61580790,1.69474188,1.14112513,0.85150296,0.01856514,0.47978183,0.25916729,0.00000000
-5.60980490,1.71190416,1.17319503,0.85752630,0.01793743,0.48634975,0.24908650,0.00000000
-5.60380190,1.73133990,1.20718783,0.86492662,0.01740023,0.49286307,0.24028344,0.00000000
-5.59779890,1.75300252,1.24298918,0.87367003,0.01695870,0.49931370,0.23286850,0.00000000
-5.59179590,1.77672343,1.28040194,0.88365146,0.01661538,0.50567752,0.22690678,0.00000000
-5.58579290,1.80221429,1.31914272,0.89469818,0.01637033,0.51191343,0.22241833,0.00000000
-5.57978989,1.82907496,1.35884195,0.90657654,0.01622125,0.51796346,0.21937991,0.00000000
-5.57378689,1.85680675,1.39904767,0.91900143,0.01616384,0.52375402,0.21772834,0.00000000
-5.56778389,1.88483053,1.43923305,0.93164827,0.01619212,0.52919836,0.21736509,0.00000000
-5.56178089,1.91250911,1.47880756,0.94416695,0.01629879,0.53420006,0.21816205,0.00000000
-5.55577789,1.93917297,1.51713161,0.95619714,0.01647571,0.53865749,0.21996808,0.00000000
-5.54977489,1.96414830,1.55353410,0.96738431,0.01671437,0.54246910,0.22261623,0.00000000
-5.54377189,1.98678638,1.58733250,0.97739592,0.01700632,0.54553921,0.22593119,0.00000000
-5.53776888,2.00649289,1.61785458,0.98593694,0.01734364,0.54778420,0.22973686,0.00000000
-5.53176588,2.02275616,1.64446110,0.99276413,0.01771935,0.54913857,0.23386373,0.00000000
-5.52576288,2.03517283,1.66656846,0.99769853,0.01812782,0.54956080,0.23815574,0.00000000
-5.51975988,2.04347005,1.68367046,1.00063541,0.01856507,0.54903855,0.24247653,0.00000000
-5.51375688,2.04752293,1.69535809,1.00155150,0.01902899,0.54759288,0.24671471,0.00000000
-5.50775388,2.04736640,1.70133657,1.00050888,0.01951951,0.54528127,0.25078815,0.00000000
-5.50175088,2.04320090,1.70143868,0.99765551,0.02003867,0.54219921,0.25464696,0.00000000
-5.49574787,2.03539113,1.69563389,0.99322214,0.02059053,0.53848002,0.25827513,0.00000000
-5.48974487,2.02445802,1.68403258,0.98751580,0.02118105,0.53429303,0.26169083,0.00000000
-5.48374187,2.01106375,1.66688520,0.98090996,0.02181778,0.52983986,0.26494512,0.00000000
-5.47773887,1.99599031,1.64457625,0.97383165,0.02250950,0.52534900,0.26811938,0.00000000
-5.47173587,1.98011231,1.61761327,0.96674615,0.02326576,0.52106868,0.27132131,0.00000000
-5.46573287,1.96436498,1.58661122,0.96013958,0.02409634,0.51725847,0.27467969,0.00000000
-5.45972986,1.94970855,1.55227299,0.95450028,0.02501062,0.51417972,0.27833816,0.00000000
-5.45372686,1.93709047,1.51536667,0.95029950,0.02601700,0.51208529,0.28244816,0.00000000
-5.44772386,1.92740697,1.47670077,0.94797224,0.02712224,0.51120906,0.28716121,0.00000000
-5.44172086,1.92146561,1.43709821,0.94789911,0.02833085,0.51175562,0.29262111,0.00000000
-5.43571786,1.91995047,1.39737039,0.95038965,0.02964457,0.51389060,0.29895605,0.00000000
-5.42971486,1.92339148,1.35829231,0.95566821,0.03106194,0.51773229,0.30627116,0.00000000
-5.42371186,1.93213935,1.32057968,0.96386260,0.03257790,0.52334471,0.31464174,0.00000000
-5.41770885,1.94634721,1.28486911,0.97499628,0.03418368,0.53073283,0.32410752,0.00000000
-5.41170585,1.96596000,1.25170181,0.98898434,0.03586674,0.53983993,0.33466812,0.00000000
-5.40570285,1.99071196,1.22151160,1.00563350,0.03761087,0.55054760,0.34628006,0.00000000
-5.39969985,2.02013268,1.19461727,1.02464616,0.03939659,0.56267821,0.35885532,0.00000000
-5.39369685,2.05356135,1.17121956,1.04562842,0.04120155,0.57600003,0.37226168,0.00000000
-5.38769385,2.09016876,1.15140250,1.06810180,0.04300121,0.59023467,0.38632479,0.00000000
-5.38169085,2.12898609,1.13513883,1.09151813,0.04476955,0.60506666,0.40083191,0.00000000
-5.37568784,2.16893929,1.12229901,1.11527719,0.04647993,0.62015473,0.41553723,0.00000000
-5.36968484,2.20888758,1.11266314,1.13874624,0.04810601,0.63514432,0.43016853,0.00000000
-5.36368184,2.24766440,1.10593515,1.16128085,0.04962265,0.64968075,0.44443499,0.00000000
-5.35767884,2.28411893,1.10175838,1.18224599,0.05100676,0.66342247,0.45803581,0.00000000
-5.35167584,2.31715655,1.09973197,1.20103679,0.05223820,0.67605365,0.47066926,0.00000000
-5.34567284,2.34577638,1.09942712,1.21709785,0.05330038,0.68729575,0.48204195,0.00000000
-5.33966983,2.36910421,1.10040272,1.22994062,0.05418091,0.69691726,0.49187781,0.00000000
-5.33366683,2.38641975,1.10221964,1.23915798,0.05487193,0.70474134,0.49992657,0.00000000
-5.32766383,2.39717677,1.10445339,1.24443552,0.05537033,0.71065084,0.50597124,0.00000000
-5.32166083,2.40101560,1.10670458,1.24555913,0.05567776,0.71459057,0.50983462,0.00000000
-5.31565783,2.39776758,1.10860718,1.24241867,0.05580037,0.71656676,0.51138423,0.00000000
-5.30965483,2.38745147,1.10983442,1.23500760,0.05574847,0.71664358,0.51053584,0.00000000
-5.30365183,2.37026217,1.11010222,1.22341877,0.05553594,0.71493709,0.50725531,0.00000000
-5.29764882,2.34655262,1.10917060,1.20783653,0.05517954,0.71160691,0.50155875,0.00000000
-5.29164582,2.31680988,1.10684295,1.18852582,0.05469806,0.70684599,0.49351109,0.00000000
-5.28564282,2.28162672,1.10296371,1.16581863,0.05411147,0.70086910,0.48322311,0.00000000
-5.27963982,2.24167033,1.09741476,1.14009861,0.05344002,0.69390065,0.47084715,0.00000000
-5.27363682,2.19764967,1.09011087,1.11178465,0.05270332,0.68616237,0.45657168,0.00000000
-5.26763382,2.15028322,1.08099465,1.08131411,0.05191951,0.67786169,0.44061501,0.00000000
-5.26163082,2.10026856,1.07003142,1.04912667,0.05110459,0.66918118,0.42321845,0.00000000
-5.25562781,2.04825554,1.05720439,1.01564931,0.05027174,0.66026981,0.40463917,0.00000000
-5.24962481,1.99482385,1.04251046,0.98128337,0.04943095,0.65123633,0.38514310,0.00000000
-5.24362181,1.94046635,1.02595691,0.94639395,0.04858871,0.64214510,0.36499819,0.00000000
-5.23761881,1.88557855,1.00755924,0.91130230,0.04774798,0.63301460,0.34446817,0.00000000
-5.23161581,1.83045461,0.98734022,0.87628128,0.04690822,0.62381862,0.32380721,0.00000000
-5.22561281,1.77528985,0.96533023,0.84155398,0.04606576,0.61449004,0.30325551,0.00000000
-5.21960980,1.72018933,0.94156883,0.80729554,0.04521415,0.60492690,0.28303603,0.00000000
-5.21360680,1.66518170,0.91610742,0.77363768,0.04434480,0.59500047,0.26335236,0.00000000
-5.20760380,1.61023766,0.88901283,0.74067586,0.04344762,0.58456482,0.24438786,0.00000000
-5.20160080,1.55529142,0.86037153,0.70847819,0.04251174,0.57346730,0.22630590,0.00000000
-5.19559780,1.50026433,0.83029420,0.67709592,0.04152629,0.56155952,0.20925112,0.00000000
-5.18959480,1.44508902,0.79892041,0.64657452,0.04048115,0.54870801,0.19335173,0.00000000
-5.18359180,1.38973285,0.76642303,0.61696498,0.03936765,0.53480426,0.17872243,0.00000000
-5.17758879,1.33421951,0.73301211,0.58833450,0.03817919,0.51977349,0.16546791,0.00000000
-5.17158579,1.27864756,0.69893806,0.56077622,0.03691172,0.50358178,0.15368668,0.00000000
-5.16558279,1.22320519,0.66449393,0.53441730,0.03556421,0.48624135,0.14347494,0.00000000
-5.15957979,1.16818051,0.63001668,0.50942514,0.03413879,0.46781360,0.13493035,0.00000000
-5.15357679,1.11396700,0.59588730,0.48601132,0.03264093,0.44841009,0.12815534,0.00000000
-5.14757379,1.06106399,0.56253004,0.46443318,0.03107932,0.42819131,0.12325987,0.00000000
-5.14157079,1.01007236,0.53041054,0.44499288,0.02946576,0.40736348,0.12036346,0.00000000
-5.13556778,0.96168564,0.50003309,0.42803418,0.02781479,0.38617364,0.11959620,0.00000000
-5.12956478,0.91667718,0.47193716,0.41393678,0.02614333,0.36490329,0.12109880,0.00000000
-5.12356178,0.87588390,0.44669320,0.40310870,0.02447020,0.34386095,0.12502147,0.00000000
-5.11755878,0.84018726,0.42489786,0.39597685,0.02281559,0.32337401,0.13152168,0.00000000
-5.11155578,0.81049230,0.40716862,0.39297603,0.02120052,0.30378029,0.14076075,0.00000000
-5.10555278,0.78770545,0.39413785,0.39453692,0.01964631,0.28541949,0.15289943,0.00000000
-5.09954977,0.77271164,0.38644623,0.40107327,0.01817404,0.26862507,0.16809245,0.00000000
-5.09354677,0.76635157,0.38473542,0.41296868,0.01680411,0.25371650,0.18648233,0.00000000
-5.08754377,0.76939948,0.38963972,0.43056354,0.01555576,0.24099233,0.20819262,0.00000000
-5.08154077,0.78254200,0.40177674,0.45414222,0.01444673,0.23072400,0.23332080,0.00000000
-5.07553777,0.80635853,0.42173673,0.48392125,0.01349294,0.22315050,0.26193109,0.00000000
-5.06953477,0.84130335,0.45007057,0.52003859,0.01270825,0.21847390,0.29404764,0.00000000
