energy_ev,total_up,C_s_up,C_p_up,Fe_p_up,Fe_d_up,S_s_up,S_p_up,Zn_p_up,Zn_d_up
-5.90395198,3.00770996,0.05435256,0.04773191,0.38015568,0.36087910,0.03043187,0.74860568,0.27168515,1.41067918
-5.89794897,3.01411297,0.05425171,0.04740293,0.38126704,0.37666175,0.03059124,0.75851859,0.27119557,1.40000675
-5.89194597,3.01424795,0.05400199,0.04684648,0.38276129,0.39240262,0.03066071,0.76805459,0.27002723,1.38512591
-5.88594297,3.00840754,0.05360656,0.04608909,0.38475492,0.40800221,0.03064418,0.77722843,0.26823990,1.36623476
-5.87993997,2.99702835,0.05307168,0.04516289,0.38737014,0.42335624,0.03054629,0.78606783,0.26591289,1.34362659
-5.87393697,2.98067254,0.05240665,0.04410459,0.39073235,0.43835604,0.03037211,0.79461190,0.26314329,1.31767826
-5.86793397,2.96000492,0.05162367,0.04295425,0.39496686,0.45288909,0.03012691,0.80290872,0.26004357,1.28883612
-5.86193097,2.93576654,0.05073747,0.04175401,0.40019483,0.46683994,0.02981587,0.81101225,0.25673831,1.25759994
-5.85592796,2.90874563,0.04976496,0.04054665,0.40652870,0.48009121,0.02944390,0.81897847,0.25336052,1.22450544
-5.84992496,2.87974688,0.04872469,0.03937421,0.41406698,0.49252499,0.02901556,0.82686111,0.25004738,1.19010605
-5.84392196,2.84956030,0.04763626,0.03827662,0.42288878,0.50402425,0.02853498,0.83470692,0.24693570,1.15495456
-5.83791896,2.81893075,0.04651971,0.03729044,0.43304823,0.51447452,0.02800587,0.84255085,0.24415719,1.11958531
-5.83191596,2.78852934,0.04539490,0.03644766,0.44456907,0.52376559,0.02743155,0.85041128,0.24183379,1.08449763
-5.82591296,2.75892775,0.04428081,0.03577472,0.45743956,0.53179324,0.02681510,0.85828552,0.24007307,1.05014105
-5.81990995,2.73057638,0.04319496,0.03529172,0.47160827,0.53846097,0.02615939,0.86614588,0.23896404,1.01690278
-5.81390695,2.70378723,0.04215285,0.03501180,0.48698064,0.54368160,0.02546730,0.87393641,0.23857338,0.98509790
-5.80790395,2.67872201,0.04116742,0.03494079,0.50341693,0.54737877,0.02474178,0.88157070,0.23894238,0.95496248
-5.80190095,2.65538596,0.04024871,0.03507712,0.52073151,0.54948822,0.02398595,0.88893071,0.24008455,0.92664978
-5.79589795,2.63362764,0.03940353,0.03541190,0.53869379,0.54995895,0.02320322,0.89586696,0.24198414,0.90022957
-5.78989495,2.61314467,0.03863527,0.03592929,0.55703086,0.54875416,0.02239730,0.90220000,0.24459559,0.87569050
-5.78389195,2.59349517,0.03794383,0.03660709,0.57543188,0.54585190,0.02157219,0.90772343,0.24784396,0.85294524
-5.77788894,2.57411464,0.03732573,0.03741747,0.59355410,0.54124570,0.02073216,0.91220817,0.25162644,0.83183820
-5.77188594,2.55433758,0.03677423,0.03832791,0.61103058,0.53494485,0.01988168,0.91540823,0.25581476,0.81215534
-5.76588294,2.53342316,0.03627967,0.03930230,0.62747919,0.52697460,0.01902534,0.91706755,0.26025869,0.79363572
-5.75987994,2.51058397,0.03582987,0.04030211,0.64251274,0.51737620,0.01816769,0.91692796,0.26479028,0.77598424
-5.75387694,2.48501696,0.03541061,0.04128761,0.65574995,0.50620680,0.01731318,0.91473776,0.26922891,0.75888513
-5.74787394,2.45593526,0.03500618,0.04221919,0.66682673,0.49353913,0.01646598,0.91026086,0.27338696,0.74201559
-5.74187094,2.42259985,0.03460005,0.04305858,0.67540748,0.47946113,0.01562993,0.90328597,0.27707584,0.72505912
-5.73586793,2.38434994,0.03417547,0.04377009,0.68119593,0.46407533,0.01480842,0.89363551,0.28011217,0.70771808
-5.72986493,2.34063075,0.03371613,0.04432170,0.68394511,0.44749809,0.01400436,0.88117392,0.28232402,0.68972507
-5.72386193,2.29101781,0.03320678,0.04468605,0.68346605,0.42985863,0.01322012,0.86581495,0.28355684,0.67085259
-5.71785893,2.23523691,0.03263382,0.04484133,0.67963479,0.41129784,0.01245759,0.84752765,0.28367885,0.65092100
-5.71185593,2.17317874,0.03198581,0.04477186,0.67239756,0.39196688,0.01171816,0.82634073,0.28258579,0.62980423
-5.70585293,2.10490801,0.03125388,0.04446860,0.66177377,0.37202553,0.01100279,0.80234521,0.28020477,0.60743342
-5.69984992,2.03066654,0.03043205,0.04392941,0.64785681,0.35164039,0.01031214,0.77569502,0.27649700,0.58379818
-5.69384692,1.95087048,0.02951743,0.04315906,0.63081252,0.33098286,0.00964659,0.74660573,0.27145951,0.55894579
-5.68784392,1.86610177,0.02851032,0.04216909,0.61087559,0.31022699,0.00900641,0.71535128,0.26512558,0.53297833
-5.68184092,1.77709438,0.02741414,0.04097748,0.58834383,0.28954722,0.00839179,0.68225904,0.25756398,0.50604798
-5.67583792,1.68471603,0.02623530,0.03960811,0.56357076,0.26911619,0.00780300,0.64770311,0.24887710,0.47835085
-5.66983492,1.58994620,0.02498291,0.03809010,0.53695673,0.24910246,0.00724041,0.61209655,0.23919802,0.45011960
-5.66383192,1.49385139,0.02366845,0.03645706,0.50893897,0.22966842,0.00670459,0.57588244,0.22868667,0.42161520
-5.65782891,1.39755882,0.02230537,0.03474622,0.47998093,0.21096842,0.00619634,0.53952449,0.21752530,0.39311832
-5.65182591,1.30222937,0.02090856,0.03299752,0.45056146,0.19314702,0.00571671,0.50349729,0.20591335,0.36492055
-5.64582291,1.20903106,0.01949388,0.03125266,0.42116393,0.17633764,0.00526702,0.46827675,0.19406214,0.33731587
-5.63981991,1.11911367,0.01807767,0.02955423,0.39226599,0.16066146,0.00484884,0.43433098,0.18218930,0.31059270
-5.63381691,1.03358557,0.01667623,0.02794475,0.36433000,0.14622671,0.00446396,0.40211179,0.17051340,0.28502669
-5.62781391,0.95349312,0.01530541,0.02646590,0.33779453,0.13312821,0.00411435,0.37204724,0.15924883,0.26087451
-5.62181091,0.87980320,0.01398015,0.02515768,0.31306706,0.12144735,0.00380215,0.34453525,0.14860111,0.23836869
-5.61580790,0.81338907,0.01271422,0.02405774,0.29051796,0.11125227,0.00352959,0.31993832,0.13876265,0.21771364
-5.60980490,0.75501958,0.01151990,0.02320076,0.27047585,0.10259830,0.00329898,0.29857958,0.12990924,0.19908280
-5.60380190,0.70535166,0.01040784,0.02261786,0.25322428,0.09552867,0.00311264,0.28073989,0.12219712,0.18261693
-5.59779890,0.66492588,0.00938695,0.02233615,0.23899969,0.09007529,0.00297290,0.26665616,0.11576073,0.16842330
-5.59179590,0.63416469,0.00846437,0.02237830,0.22799045,0.08625966,0.00288204,0.25652054,0.11071108,0.15657590
-5.58579290,0.61337299,0.00764553,0.02276219,0.22033699,0.08409382,0.00284230,0.25048056,0.10713472,0.14711630
-5.57978989,0.60274067,0.00693426,0.02350064,0.21613274,0.08358129,0.00285583,0.24863990,0.10509332,0.14005516
-5.57378689,0.60234662,0.00633294,0.02460113,0.21542578,0.08471803,0.00292473,0.25105976,0.10462362,0.13537415
-5.56778389,0.61216391,0.00584268,0.02606566,0.21822108,0.08749321,0.00305102,0.25776063,0.10573786,0.13302822
-5.56178089,0.63206579,0.00546359,0.02789057,0.22448315,0.09189009,0.00323663,0.26872442,0.10842453,0.13294807
-5.55577789,0.66183224,0.00519494,0.03006653,0.23413900,0.09788657,0.00348341,0.28389668,0.11264939,0.13504269
-5.54977489,0.70115688,0.00503543,0.03257852,0.24708130,0.10545585,0.00379311,0.30318903,0.11835679,0.13920194
-5.54377189,0.74965399,0.00498338,0.03540588,0.26317172,0.11456684,0.00416738,0.32648156,0.12547108,0.14529914
-5.53776888,0.80686560,0.00503689,0.03852254,0.28224424,0.12518447,0.00460772,0.35362521,0.13389826,0.15319351
-5.53176588,0.87226849,0.00519405,0.04189719,0.30410854,0.13726996,0.00511546,0.38444409,0.14352774,0.16273250
-5.52576288,0.94528096,0.00545295,0.04549374,0.32855318,0.15078087,0.00569168,0.41873760,0.15423421,0.17375408
-5.51975988,1.02526941,0.00581180,0.04927169,0.35534876,0.16567104,0.00633714,0.45628238,0.16587959,0.18608878
-5.51375688,1.11155440,0.00626891,0.05318673,0.38425075,0.18189036,0.00705220,0.49683399,0.17831505,0.19956161
-5.50775388,1.20341638,0.00682262,0.05719140,0.41500210,0.19938446,0.00783672,0.54012831,0.19138313,0.21399385
-5.50175088,1.30010074,0.00747119,0.06123579,0.44733547,0.21809410,0.00868987,0.58588261,0.20491979,0.22920454
-5.49574787,1.40082228,0.00821269,0.06526839,0.48097514,0.23795450,0.00961010,0.63379626,0.21875656,0.24501191
-5.48974487,1.50476901,0.00904472,0.06923691,0.51563836,0.25889449,0.01059488,0.68355117,0.23272255,0.26123447
-5.48374187,1.61110538,0.00996425,0.07308917,0.55103647,0.28083552,0.01164066,0.73481189,0.24664653,0.27769207
-5.47773887,1.71897498,0.01096734,0.07677406,0.58687551,0.30369065,0.01274265,0.78722560,0.26035884,0.29420658
-5.47173587,1.82750294,0.01204887,0.08024233,0.62285659,0.32736345,0.01389476,0.84042207,0.27369324,0.31060257
-5.46573287,1.93579833,0.01320232,0.08344752,0.65867615,0.35174709,0.01508949,0.89401375,0.28648869,0.32670781
-5.45972986,2.04295688,0.01441953,0.08634673,0.69402613,0.37672354,0.01631785,0.94759622,0.29859096,0.34235371
-5.45372686,2.14806453,0.01569054,0.08890133,0.72859442,0.40216305,0.01756938,1.00074935,0.30985423,0.35737579
-5.44772386,2.25020209,0.01700343,0.09107762,0.76206564,0.42792411,0.01883222,1.05303924,0.32014250,0.37161423
-5.44172086,2.34845167,0.01834435,0.09284733,0.79412268,0.45385388,0.02009314,1.10402129,0.32933106,0.38491458
-5.43571786,2.44190501,0.01969754,0.09418812,0.82444892,0.47978923,0.02133781,1.15324465,0.33730780,0.39712879
-5.42971486,2.52967423,0.02104548,0.09508382,0.85273160,0.50555854,0.02255095,1.20025798,0.34397451,0.40811638
-5.42371186,2.61090497,0.02236916,0.09552468,0.87866614,0.53098416,0.02371670,1.24461680,0.34924814,0.41774618
-5.41770885,2.68479196,0.02364842,0.09550746,0.90196176,0.55588570,0.02481897,1.28589228,0.35306207,0.42589822
-5.41170585,2.75059674,0.02486245,0.09503536,0.92234796,0.58008397,0.02584180,1.32368127,0.35536722,0.43246611
-5.40570285,2.80766715,0.02599030,0.09411794,0.93958216,0.60340566,0.02676987,1.35761738,0.35613312,0.43735961
-5.39969985,2.85545779,0.02701150,0.09277081,0.95345778,0.62568844,0.02758890,1.38738271,0.35534887,0.44050741
-5.39369685,2.89355080,0.02790671,0.09101530,0.96381279,0.64678647,0.02828614,1.41271979,0.35302386,0.44185999
-5.38769385,2.92167586,0.02865840,0.08887802,0.97053815,0.66657610,0.02885078,1.43344305,0.34918820,0.44139238
-5.38169085,2.93972842,0.02925149,0.08639028,0.97358573,0.68496143,0.02927434,1.44944957,0.34389295,0.43910662
-5.37568784,2.94778510,0.02967399,0.08358747,0.97297521,0.70187966,0.02955100,1.46072810,0.33720987,0.43503385
-5.36968484,2.94611517,0.02991749,0.08050835,0.96879958,0.71730580,0.02967785,1.46736621,0.32923076,0.42923573
-5.36368184,2.93518737,0.02997767,0.07719431,0.96122875,0.73125660,0.02965504,1.46955480,0.32006637,0.42180518
-5.35767884,2.91567109,0.02985457,0.07368851,0.95051091,0.74379339,0.02948585,1.46758968,0.30984487,0.41286621
-5.35167584,2.88843158,0.02955277,0.07003510,0.93697146,0.75502370,0.02917664,1.46186992,0.29870976,0.40257282
-5.34567284,2.85451885,0.02908146,0.06627837,0.92100930,0.76510134,0.02873670,1.45289279,0.28681750,0.39110689
-5.33966983,2.81515014,0.02845429,0.06246193,0.90309039,0.77422488,0.02817803,1.44124524,0.27433465,0.37867519
-5.33366683,2.77168632,0.02768909,0.05862793,0.88373888,0.78263438,0.02751502,1.42759204,0.26143484,0.36550536
-5.32766383,2.72560261,0.02680750,0.05481640,0.86352570,0.79060629,0.02676403,1.41266085,0.24829547,0.35184123
-5.32166083,2.67845439,0.02583439,0.05106454,0.84305517,0.79844655,0.02594298,1.39722444,0.23509443,0.33793743
-5.31565783,2.63183893,0.02479725,0.04740630,0.82295001,0.80648197,0.02507085,1.38208070,0.22200675,0.32405347
-5.30965483,2.58735406,0.02372548,0.04387189,0.80383497,0.81504989,0.02416722,1.36803080,0.20920148,0.31044764
-5.30365183,2.54655506,0.02264958,0.04048754,0.78631993,0.82448660,0.02325173,1.35585619,0.19683879,0.29737078
-5.29764882,2.51091090,0.02160042,0.03727532,0.77098275,0.83511445,0.02234364,1.34629514,0.18506734,0.28506015
-5.29164582,2.48176117,0.02060837,0.03425310,0.75835251,0.84722840,0.02146138,1.34001940,0.17402207,0.27373364
-5.28564282,2.46027505,0.01970259,0.03143467,0.74889376,0.86108213,0.02062216,1.33761190,0.16382242,0.26358449
-5.27963982,2.44741358,0.01891027,0.02882988,0.74299207,0.87687456,0.01984160,1.33954599,0.15457096,0.25477660
-5.27363682,2.44389657,0.01825597,0.02644492,0.74094157,0.89473703,0.01913345,1.34616721,0.14635243,0.24744064
-5.26763382,2.45017541,0.01776104,0.02428271,0.74293483,0.91472209,0.01850937,1.35767812,0.13923327,0.24167105
-5.26163082,2.46641283,0.01744312,0.02234321,0.74905543,0.93679426,0.01797871,1.37412698,0.13326140,0.23752397
-5.25562781,2.49247074,0.01731579,0.02062392,0.75927351,0.96082363,0.01754845,1.39540083,0.12846644,0.23501619
-5.24962481,2.52790693,0.01738824,0.01912024,0.77344466,0.98658261,0.01722308,1.42122354,0.12486018,0.23412512
-5.24362181,2.57198131,0.01766513,0.01782591,0.79131215,1.01374645,0.01700462,1.45115921,0.12243724,0.23478984
-5.23761881,2.62367201,0.01814658,0.01673338,0.81251269,1.04189787,0.01689266,1.48462107,0.12117599,0.23691313
-5.23161581,2.68170144,0.01882824,0.01583416,0.83658556,1.07053586,0.01688445,1.52088609,0.12103957,0.24036449
-5.22561281,2.74457192,0.01970149,0.01511910,0.86298517,1.09908860,0.01697503,1.55911496,0.12197708,0.24498414
-5.21960980,2.81061023,0.02075384,0.01457862,0.89109648,1.12693040,0.01715741,1.59837709,0.12392486,0.25058782
-5.21360680,2.87801988,0.02196934,0.01420288,0.92025320,1.15340200,0.01742281,1.63768002,0.12680787,0.25697232
-5.20760380,2.94493968,0.02332923,0.01398191,0.94975811,1.17783361,0.01776093,1.67600222,0.13054119,0.26392167
-5.20160080,3.00950656,0.02481262,0.01390567,0.97890486,1.19956984,0.01816024,1.71232834,0.13503158,0.27121369
-5.19559780,3.06992058,0.02639730,0.01396408,1.00700074,1.21799540,0.01860835,1.74568546,0.14017919,0.27862689
-5.18959480,3.12450961,0.02806062,0.01414702,1.03338936,1.23256056,0.01909234,1.77517899,0.14587932,0.28594738
-5.18359180,3.17179107,0.02978040,0.01444431,1.05747272,1.24280502,0.01959921,1.80002685,0.15202431,0.29297566
-5.17758879,3.21052833,0.03153592,0.01484568,1.07873163,1.24837923,0.02011623,1.81959027,0.15850546,0.29953296
-5.17158579,3.23977920,0.03330883,0.01534070,1.09674379,1.24906197,0.02063135,1.83340005,0.16521503,0.30546705
-5.16558279,3.25893439,0.03508399,0.01591884,1.11119877,1.24477332,0.02113361,1.84117692,0.17204825,0.31065716
-5.15957979,3.26774416,0.03685030,0.01656940,1.12190930,1.23558238,0.02161347,1.84284519,0.17890532,0.31501789
-5.15357679,3.26633194,0.03860128,0.01728159,1.12881835,1.22170920,0.02206311,1.83853887,0.18569330,0.31850184
-5.14757379,3.25519398,0.04033549,0.01804455,1.13200171,1.20352086,0.02247670,1.82860004,0.19232789,0.32110101
-5.14157079,3.23518514,0.04205678,0.01884749,1.13166591,1.18152173,0.02285054,1.81356946,0.19873500,0.32284667
-5.13556778,3.20749108,0.04377420,0.01967975,1.12814160,1.15633847,0.02318321,1.79416965,0.20485210,0.32380778
-5.12956478,3.17358815,0.04550170,0.02053100,1.12187251,1.12870015,0.02347553,1.77128139,0.21062917,0.32408801
-5.12356178,3.13519234,0.04725755,0.02139136,1.11340059,1.09941470,0.02373048,1.74591428,0.21602941,0.32382141
-5.11755878,3.09419955,0.04906342,0.02225156,1.10334776,1.06934244,0.02395304,1.71917293,0.22102944,0.32316682
-5.11155578,3.05261946,0.05094330,0.02310313,1.09239502,1.03936795,0.02414993,1.69221980,0.22561912,0.32230138
-5.10555278,3.01250574,0.05292218,0.02393852,1.08125979,1.01037147,0.02432925,1.66623646,0.22980092,0.32141322
-5.09954977,2.97588518,0.05502457,0.02475118,1.07067222,0.98320086,0.02450012,1.64238458,0.23358886,0.32069376
-5.09354677,2.94468861,0.05727293,0.02553569,1.06135143,0.95864532,0.02467223,1.62176816,0.23700704,0.32032982
-5.08754377,2.92068600,0.05968615,0.02628774,1.05398255,0.93741172,0.02485538,1.60539839,0.24008785,0.32049597
-5.08154077,2.90542823,0.06227800,0.02700412,1.04919522,0.92010439,0.02505902,1.59416220,0.24286982,0.32134736
-5.07553777,2.90019742,0.06505581,0.02768262,1.04754442,0.90720892,0.02529180,1.58879568,0.24539537,0.32301337
-5.06953477,2.90596736,0.06801939,0.02832194,1.04949414,0.89908038,0.02556122,1.58986292,0.24770836,0.32559239
-5.06353177,2.92337541,0.07116022,0.02892144,1.05540439,0.89593618,0.02587322,1.59774098,0.24985171,0.32914786
-5.05752876,2.95270632,0.07446101,0.02948100,1.06552181,0.89785365,0.02623197,1.61261117,0.25186512,0.33370580
-5.05152576,2.99388834,0.07789569,0.03000074,1.07997416,0.90477197,0.02663970,1.63445672,0.25378295,0.33925398
-5.04552276,3.04650133,0.08142982,0.03048080,1.09876864,0.91649846,0.02709660,1.66306666,0.25563253,0.34574262
-5.03951976,3.10979622,0.08502142,0.03092108,1.12179389,0.93271845,0.02760086,1.69804554,0.25743275,0.35308669
-5.03351676,3.18272475,0.08862217,0.03132108,1.14882556,0.95300849,0.02814879,1.73882844,0.25919320,0.36116969
-5.02751376,3.26397800,0.09217904,0.03167971,1.17953483,0.97685215,0.02873504,1.78470054,0.26091376,0.36984858
-5.02151076,3.35203213,0.09563616,0.03199518,1.21349972,1.00365775,0.02935288,1.83482048,0.26258474,0.37895981
-5.01550775,3.44519933,0.09893683,0.03226497,1.25021836,1.03277741,0.02999457,1.88824645,0.26418747,0.38832605
-5.00950475,3.54168193,0.10202574,0.03248585,1.28912386,1.06352678,0.03065173,1.94396423,0.26569539,0.39776321
-5.00350175,3.63962763,0.10485107,0.03265395,1.32960000,1.09520469,0.03131580,2.00091608,0.26707544,0.40708758
-4.99749875,3.73718371,0.10736658,0.03276497,1.37099731,1.12711223,0.03197838,2.05802948,0.26828980,0.41612266
-4.99149575,3.83254833,0.10953336,0.03281432,1.41264892,1.15857068,0.03263171,2.11424489,0.26929780,0.42470530
-4.98549275,3.92401724,0.11132134,0.03279744,1.45388564,1.18893779,0.03326893,2.16854170,0.27005785,0.43269097
-4.97948974,4.01002436,0.11271040,0.03271002,1.49405008,1.21762207,0.03388440,2.21996154,0.27052940,0.43995792
-4.97348674,4.08917526,0.11369103,0.03254831,1.53250934,1.24409478,0.03447390,2.26762863,0.27067472,0.44641000
-4.96748374,4.16027277,0.11426449,0.03230937,1.56866619,1.26789944,0.03503472,2.31076655,0.27046045,0.45197815
-4.96148074,4.22233450,0.11444256,0.03199136,1.60196869,1.28865876,0.03556568,2.34871135,0.26985892,0.45662049
-4.95547774,4.27460240,0.11424678,0.03159369,1.63191833,1.30607904,0.03606709,2.38092104,0.26884915,0.46032115
-4.94947474,4.31654487,0.11370732,0.03111720,1.65807672,1.31995214,0.03654054,2.40698135,0.26741745,0.46308790
-4.94347174,4.34785229,0.11286152,0.03056427,1.68007111,1.33015517,0.03698874,2.42660835,0.26555782,0.46494894
-4.93746873,4.36842703,0.11175221,0.02993879,1.69759895,1.33664820,0.03741514,2.43964801,0.26327199,0.46594888
-4.93146573,4.37836925,0.11042582,0.02924621,1.71043166,1.33947036,0.03782370,2.44607341,0.26056933,0.46614449
-4.92546273,4.37795973,0.10893056,0.02849337,1.71841785,1.33873445,0.03821851,2.44597984,0.25746647,0.46560022
-4.91945973,4.36764108,0.10731454,0.02768840,1.72148600,1.33462062,0.03860345,2.43957840,0.25398698,0.46438398
-4.91345673,4.34799830,0.10562416,0.02684056,1.71964675,1.32736922,0.03898191,2.42718843,0.25016086,0.46256332
-4.90745373,4.31973979,0.10390264,0.02595997,1.71299468,1.31727320,0.03935652,2.40922905,0.24602412,0.46020229
-4.90145073,4.28367920,0.10218889,0.02505743,1.70170931,1.30467021,0.03972893,2.38621005,0.24161833,0.45735901
-4.89544772,4.24071862,0.10051669,0.02414414,1.68605529,1.28993456,0.04009970,2.35872217,0.23699028,0.45408423
-4.88944472,4.19183297,0.09891418,0.02323148,1.66638121,1.27346913,0.04046822,2.32742676,0.23219154,0.45042063
-4.88344172,4.13805550,0.09740378,0.02233078,1.64311687,1.25569726,0.04083272,2.29304473,0.22727812,0.44640303
-4.87743872,4.08046382,0.09600225,0.02145308,1.61676857,1.23705460,0.04119037,2.25634459,0.22230997,0.44205927
-4.87143572,4.02016586,0.09472114,0.02060891,1.58791212,1.21798099,0.04153734,2.21812945,0.21735047,0.43741164
-4.86543272,3.95828531,0.09356734,0.01980813,1.55718339,1.19891224,0.04186907,2.17922281,0.21246567,0.43247868
-4.85942971,3.89594569,0.09254383,0.01905972,1.52526632,1.18027186,0.04218039,2.14045310,0.20772333,0.42727708
-4.85342671,3.83425304,0.09165037,0.01837164,1.49287834,1.16246278,0.04246579,2.10263706,0.20319170,0.42182355
-4.84742371,3.77427660,0.09088424,0.01775069,1.46075363,1.14585920,0.04271959,2.06656209,0.19893807,0.41613642
-4.84142071,3.71702792,0.09024091,0.01720234,1.42962443,1.13079861,0.04293615,2.03296798,0.19502702,0.41023688
-4.83541771,3.66343865,0.08971452,0.01673068,1.40020108,1.11757425,0.04311006,2.00252849,0.19151841,0.40414960
-4.82941471,3.61433769,0.08929825,0.01633826,1.37315153,1.10642827,0.04323625,1.97583339,0.18846532,0.39790292
-4.82341171,3.57042866,0.08898451,0.01602609,1.34908099,1.09754588,0.04331008,1.95337182,0.18591179,0.39152838
-4.81740870,3.53226886,0.08876496,0.01579350,1.32851277,1.09105072,0.04332742,1.93551755,0.18389067,0.38505972
-4.81140570,3.50025089,0.08863037,0.01563822,1.31187114,1.08700178,0.04328466,1.92251712,0.18242168,0.37853151
-4.80540270,3.47458832,0.08857045,0.01555630,1.29946697,1.08539220,0.04317873,1.91448149,0.18150965,0.37197749
-4.79939970,3.45530637,0.08857353,0.01554222,1.29148703,1.08614995,0.04300707,1.91138175,0.18114333,0.36542872
-4.79339670,3.44223871,0.08862631,0.01558899,1.28798745,1.08914061,0.04276759,1.91304955,0.18129460,0.35891186
-4.78739370,3.43503107,0.08871361,0.01568825,1.28889171,1.09417223,0.04245873,1.91918214,0.18191847,0.35244761
-4.78139070,3.43315175,0.08881832,0.01583048,1.29399349,1.10100214,0.04207935,1.92935231,0.18295365,0.34604958
-4.77538769,3.43590924,0.08892137,0.01600524,1.30296419,1.10934536,0.04162883,1.94302278,0.18432396,0.33972356
-4.76938469,3.44247615,0.08900200,0.01620141,1.31536483,1.11888446,0.04110708,1.95956455,0.18594033,0.33346744
-4.76338169,3.45191871,0.08903816,0.01640752,1.33066195,1.12928029,0.04051462,1.97827848,0.18770359,0.32727171
-4.75737869,3.46323048,0.08900707,0.01661208,1.34824667,1.14018313,0.03985263,1.99841920,0.18950769,0.32112054
-4.75137569,3.47536874,0.08888603,0.01680388,1.36745610,1.15124377,0.03912310,2.01922018,0.19124347,0.31499336
-4.74537269,3.48729180,0.08865328,0.01697239,1.38759621,1.16212395,0.03832891,2.03991894,0.19280254,0.30886692
-4.73936968,3.49799536,0.08828900,0.01710801,1.40796503,1.17250570,0.03747394,2.05978122,0.19408138,0.30271753
-4.73336668,3.50654628,0.08777620,0.01720245,1.42787524,1.18209916,0.03656316,2.07812298,0.19498515,0.29652344
-4.72736368,3.51211197,0.08710174,0.01724891,1.44667522,1.19064859,0.03560266,2.09432944,0.19543137,0.29026718
-4.72136068,3.51398413,0.08625703,0.01724232,1.46376770,1.19793637,0.03459967,2.10787027,0.19535291,0.28393755
-4.71535768,3.51159583,0.08523869,0.01717948,1.47862534,1.20378487,0.03356250,2.11831047,0.19470047,0.27753121
-4.70935468,3.50453130,0.08404885,0.01705911,1.49080282,1.20805639,0.03250047,2.12531666,0.19344421,0.27105379
-4.70335168,3.49252828,0.08269528,0.01688185,1.49994505,1.21065120,0.03142367,2.12865886,0.19157451,0.26452022
-4.69734867,3.47547321,0.08119114,0.01665020,1.50579154,1.21150418,0.03034278,2.12820789,0.18910191,0.25795448
-4.69134567,3.45338998,0.07955444,0.01636834,1.50817702,1.21058025,0.02926878,2.12392894,0.18605614,0.25138856
-4.68534267,3.42642326,0.07780728,0.01604197,1.50702860,1.20786924,0.02821257,2.11587204,0.18248433,0.24486084
-4.67933967,3.39481785,0.07597480,0.01567800,1.50236007,1.20338046,0.02718464,2.10416014,0.17844852,0.23841388
-4.67333667,3.35889539,0.07408394,0.01528430,1.49426373,1.19713757,0.02619469,2.08897578,0.17402267,0.23209187
-4.66733367,3.31903018,0.07216211,0.01486935,1.48290051,1.18917410,0.02525125,2.07054721,0.16928917,0.22593779
-4.66133067,3.27562561,0.07023587,0.01444192,1.46848913,1.17952990,0.02436133,2.04913476,0.16433526,0.21999057
-4.65532766,3.22909248,0.06832957,0.01401075,1.45129463,1.16824870,0.02353016,2.02501840,0.15924935,0.21428237
-4.64932466,3.17983061,0.06646416,0.01358424,1.43161723,1.15537706,0.02276092,1.99848677,0.15411752,0.20883626
-4.64332166,3.12821436,0.06465625,0.01317017,1.40978164,1.14096442,0.02205460,1.96982846,0.14902036,0.20366429
