energy_ev,total_up,Ga_p_up,Ga_d_up,Ir_p_up,Ir_d_up,Te_p_up,Te_d_up
-6.00000000,2.09028753,0.23906080,0.00000000,0.54842929,1.41623231,0.90680848,0.00000000
-5.99399700,2.08630108,0.25133276,0.00000000,0.53561187,1.41744999,0.89005682,0.00000000
-5.98799400,2.07890441,0.26387348,0.00000000,0.52248920,1.41603775,0.87044225,0.00000000
-5.98199100,2.06842635,0.27660732,0.00000000,0.50938749,1.41216817,0.84805758,0.00000000
-5.97598799,2.05530529,0.28945425,0.00000000,0.49662021,1.40611047,0.82306264,0.00000000
-5.96998499,2.04007851,0.30232960,0.00000000,0.48447889,1.39822471,0.79568326,0.00000000
-5.96398199,2.02336696,0.31514384,0.00000000,0.47322499,1.38895174,0.76620771,0.00000000
-5.95797899,2.00585600,0.32780251,0.00000000,0.46308318,1.37879913,0.73498072,0.00000000
-5.95197599,1.98827275,0.34020644,0.00000000,0.45423623,1.36832372,0.70239512,0.00000000
-5.94597299,1.97136128,0.35225239,0.00000000,0.44682162,1.35811157,0.66888158,0.00000000
-5.93996998,1.95585650,0.36383421,0.00000000,0.44092999,1.34875613,0.63489685,0.00000000
-5.93396698,1.94245824,0.37484450,0.00000000,0.43660533,1.34083586,0.60091096,0.00000000
-5.92796398,1.93180665,0.38517704,0.00000000,0.43384699,1.33489213,0.56739395,0.00000000
-5.92196098,1.92446015,0.39472975,0.00000000,0.43261324,1.33140872,0.53480263,0.00000000
-5.91595798,1.92087707,0.40340836,0.00000000,0.43282643,1.33079374,0.50356793,0.00000000
-5.90995498,1.92140195,0.41113056,0.00000000,0.43437928,1.33336508,0.47408339,0.00000000
-5.90395198,1.92625715,0.41783061,0.00000000,0.43714228,1.33933987,0.44669501,0.00000000
-5.89794897,1.93554034,0.42346424,0.00000000,0.44097190,1.34882879,0.42169300,0.00000000
-5.89194597,1.94922802,0.42801363,0.00000000,0.44571921,1.36183525,0.39930558,0.00000000
-5.88594297,1.96718503,0.43149229,0.00000000,0.45123877,1.37825983,0.37969501,0.00000000
-5.87993997,1.98917968,0.43394955,0.00000000,0.45739737,1.39790952,0.36295590,0.00000000
-5.87393697,2.01490374,0.43547453,0.00000000,0.46408248,1.42051163,0.34911581,0.00000000
-5.86793397,2.04399660,0.43619926,0.00000000,0.47120994,1.44573155,0.33813803,0.00000000
-5.86193097,2.07607223,0.43630074,0.00000000,0.47873073,1.47319354,0.32992634,0.00000000
-5.85592796,2.11074784,0.43600179,0.00000000,0.48663654,1.50250368,0.32433147,0.00000000
-5.84992496,2.14767262,0.43557039,0.00000000,0.49496384,1.53327374,0.32115915,0.00000000
-5.84392196,2.18655515,0.43531752,0.00000000,0.50379630,1.56514476,0.32017912,0.00000000
-5.83791896,2.22718803,0.43559322,0.00000000,0.51326536,1.59780919,0.32113496,0.00000000
-5.83191596,2.26946811,0.43678101,0.00000000,0.52354872,1.63103033,0.32375433,0.00000000
-5.82591296,2.31341126,0.43929047,0.00000000,0.53486685,1.66465812,0.32775903,0.00000000
-5.81990995,2.35916051,0.44354826,0.00000000,0.54747735,1.69864011,0.33287478,0.00000000
-5.81390695,2.40698679,0.44998753,0.00000000,0.56166722,1.73302727,0.33884006,0.00000000
-5.80790395,2.45728194,0.45903613,0.00000000,0.57774331,1.76797388,0.34541397,0.00000000
-5.80190095,2.51054401,0.47110378,0.00000000,0.59602100,1.80373159,0.35238249,0.00000000
-5.79589795,2.56735520,0.48656856,0.00000000,0.61681162,1.84063773,0.35956329,0.00000000
-5.78989495,2.62835340,0.50576339,0.00000000,0.64040886,1.87909848,0.36680862,0.00000000
-5.78389195,2.69419858,0.52896263,0.00000000,0.66707472,1.91956764,0.37400641,0.00000000
-5.77788894,2.76553569,0.55636974,0.00000000,0.69702562,1.96252220,0.38107954,0.00000000
-5.77188594,2.84295594,0.58810628,0.00000000,0.73041919,2.00843594,0.38798341,0.00000000
-5.76588294,2.92695863,0.62420297,0.00000000,0.76734241,2.05775254,0.39470198,0.00000000
-5.75987994,3.01791566,0.66459327,0.00000000,0.80780171,2.11085978,0.40124263,0.00000000
-5.75387694,3.11604072,0.70911002,0.00000000,0.85171558,2.16806608,0.40763004,0.00000000
-5.74787394,3.22136521,0.75748541,0.00000000,0.89891019,2.22958098,0.41389967,0.00000000
-5.74187094,3.33372215,0.80935462,0.00000000,0.94911841,2.29550038,0.42009103,0.00000000
-5.73586793,3.45273937,0.86426309,0.00000000,1.00198240,2.36579753,0.42624128,0.00000000
-5.72986493,3.57784231,0.92167747,0.00000000,1.05705984,2.44031998,0.43237949,0.00000000
-5.72386193,3.70826652,0.98099974,0.00000000,1.11383366,2.51879274,0.43852183,0.00000000
-5.71785893,3.84307896,1.04158420,0.00000000,1.17172496,2.60082702,0.44466808,0.00000000
-5.71185593,3.98120698,1.10275659,0.00000000,1.23010853,2.68593401,0.45079941,0.00000000
-5.70585293,4.12147316,1.16383445,0.00000000,1.28833036,2.77354243,0.45687769,0.00000000
-5.69984992,4.26263379,1.22414786,0.00000000,1.34572633,2.86301860,0.46284625,0.00000000
-5.69384692,4.40341862,1.28305955,0.00000000,1.40164111,2.95368765,0.46863196,0.00000000
-5.68784392,4.54256947,1.33998327,0.00000000,1.45544645,3.04485411,0.47414833,0.00000000
-5.68184092,4.67887519,1.39439961,0.00000000,1.50655789,3.13582075,0.47929964,0.00000000
-5.67583792,4.81120093,1.44586826,0.00000000,1.55444909,3.22590423,0.48398549,0.00000000
-5.66983492,4.93851017,1.49403614,0.00000000,1.59866313,3.31444676,0.48810560,0.00000000
-5.66383192,5.05987821,1.53864100,0.00000000,1.63882017,3.40082303,0.49156456,0.00000000
-5.65782891,5.17449685,1.57951018,0.00000000,1.67462141,3.48444252,0.49427604,0.00000000
-5.65182591,5.28167044,1.61655477,0.00000000,1.70584908,3.56474716,0.49616649,0.00000000
-5.64582291,5.38080414,1.64975948,0.00000000,1.73236274,3.64120522,0.49717787,0.00000000
-5.63981991,5.47138602,1.67916894,0.00000000,1.75409241,3.71330239,0.49726943,0.00000000
-5.63381691,5.55296490,1.70487137,0.00000000,1.77102901,3.78053128,0.49641849,0.00000000
-5.62781391,5.62512628,1.72698053,0.00000000,1.78321299,3.84238093,0.49462024,0.00000000
-5.62181091,5.68746887,1.74561742,0.00000000,1.79072200,3.89832765,0.49188663,0.00000000
-5.61580790,5.73958409,1.76089265,0.00000000,1.79365855,3.94782873,0.48824458,0.00000000
-5.60980490,5.78104079,1.77289091,0.00000000,1.79213847,3.99032021,0.48373368,0.00000000
-5.60380190,5.81137705,1.78165846,0.00000000,1.78628108,4.02521957,0.47840358,0.00000000
-5.59779890,5.83010007,1.78719453,0.00000000,1.77620170,4.05193381,0.47231137,0.00000000
-5.59179590,5.83669508,1.78944721,0.00000000,1.76200690,4.06987311,0.46551905,0.00000000
-5.58579290,5.83064280,1.78831424,0.00000000,1.74379282,4.07846961,0.45809140,0.00000000
-5.57978989,5.81144493,1.78364847,0.00000000,1.72164661,4.07720039,0.45009421,0.00000000
-5.57378689,5.77865591,1.77526793,0.00000000,1.69565066,4.06561357,0.44159313,0.00000000
-5.56778389,5.73191915,1.76296975,0.00000000,1.66588938,4.04335584,0.43265302,0.00000000
-5.56178089,5.67100523,1.74654698,0.00000000,1.63245774,4.01019977,0.42333774,0.00000000
-5.55577789,5.59584925,1.72580753,0.00000000,1.59547117,3.96606904,0.41371048,0.00000000
-5.54977489,5.50658500,1.70059379,0.00000000,1.55507567,3.91105977,0.40383424,0.00000000
-5.54377189,5.40357302,1.67080182,0.00000000,1.51145767,3.84545644,0.39377251,0.00000000
-5.53776888,5.28742072,1.63639907,0.00000000,1.46485274,3.76974100,0.38358992,0.00000000
-5.53176588,5.15899264,1.59743939,0.00000000,1.41555256,3.68459434,0.37335266,0.00000000
-5.52576288,5.01940996,1.55407453,0.00000000,1.36390958,3.59088969,0.36312871,0.00000000
-5.51975988,4.87003885,1.50656160,0.00000000,1.31033917,3.48967793,0.35298757,0.00000000
-5.51375688,4.71246809,1.45526597,0.00000000,1.25531897,3.38216546,0.34299966,0.00000000
-5.50775388,4.54847694,1.40065960,0.00000000,1.19938553,3.26968566,0.33323522,0.00000000
-5.50175088,4.37999510,1.34331494,0.00000000,1.14312855,3.15366533,0.32376290,0.00000000
-5.49574787,4.20905675,1.28389487,0.00000000,1.08718282,3.03558791,0.31464811,0.00000000
-5.48974487,4.03775142,1.22313923,0.00000000,1.03221864,2.91695543,0.30595120,0.00000000
-5.48374187,3.86817416,1.16184884,0.00000000,0.97893105,2.79925107,0.29772567,0.00000000
-5.47773887,3.70237776,1.10086769,0.00000000,0.92802842,2.68390451,0.29001666,0.00000000
-5.47173587,3.54232939,1.04106435,0.00000000,0.88022107,2.57226143,0.28285970,0.00000000
-5.46573287,3.38987383,0.98331348,0.00000000,0.83621029,2.46555892,0.27628002,0.00000000
-5.45972986,3.24670457,0.92847799,0.00000000,0.79667815,2.36490760,0.27029244,0.00000000
-5.45372686,3.11434396,0.87739278,0.00000000,0.76227835,2.27128098,0.26490185,0.00000000
-5.44772386,2.99413259,0.83085026,0.00000000,0.73362826,2.18551225,0.26010446,0.00000000
-5.44172086,2.88722735,0.78958813,0.00000000,0.71130207,2.10829784,0.25588950,0.00000000
-5.43571786,2.79460749,0.75427944,0.00000000,0.69582506,2.04020708,0.25224149,0.00000000
-5.42971486,2.71708681,0.72552482,0.00000000,0.68766850,1.98169655,0.24914284,0.00000000
-5.42371186,2.65533036,0.70384680,0.00000000,0.68724522,1.93312755,0.24657658,0.00000000
-5.41770885,2.60987337,0.68968574,0.00000000,0.69490519,1.89478512,0.24452900,0.00000000
-5.41170585,2.58114021,0.68339712,0.00000000,0.71093104,1.86689676,0.24299212,0.00000000
-5.40570285,2.56946127,0.68524963,0.00000000,0.73553308,1.84964912,0.24196562,0.00000000
-5.39969985,2.57508594,0.69542388,0.00000000,0.76884374,1.84320136,0.24145812,0.00000000
-5.39369685,2.59819018,0.71401109,0.00000000,0.81091129,1.84769377,0.24148775,0.00000000
-5.38769385,2.63887761,0.74101183,0.00000000,0.86169281,1.86325103,0.24208184,0.00000000
-5.38169085,2.69717381,0.77633441,0.00000000,0.92104681,1.88997952,0.24327567,0.00000000
-5.37568784,2.77301389,0.81979306,0.00000000,0.98872557,1.92795890,0.24511045,0.00000000
-5.36968484,2.86622402,0.87110599,0.00000000,1.06436777,1.97722825,0.24763049,0.00000000
-5.36368184,2.97649810,0.92989343,0.00000000,1.14749195,2.03776767,0.25087975,0.00000000
-5.35767884,3.10337131,0.99567615,0.00000000,1.23749133,2.10947658,0.25489798,0.00000000
-5.35167584,3.24619236,1.06787476,0.00000000,1.33363067,2.19215005,0.25971660,0.00000000
-5.34567284,3.40409659,1.14581015,0.00000000,1.43504584,2.28545478,0.26535463,0.00000000
-5.33966983,3.57598218,1.22870567,0.00000000,1.54074656,2.38890645,0.27181489,0.00000000
-5.33366683,3.76049147,1.31569130,0.00000000,1.64962277,2.50184995,0.27908063,0.00000000
-5.32766383,3.95599931,1.40581027,0.00000000,1.76045517,2.62344403,0.28711292,0.00000000
-5.32166083,4.16061004,1.49802827,0.00000000,1.87192973,2.75265174,0.29584886,0.00000000
-5.31565783,4.37216429,1.59124552,0.00000000,1.98265652,2.88823760,0.30520081,0.00000000
-5.30965483,4.58825618,1.68431154,0.00000000,2.09119233,3.02877223,0.31505669,0.00000000
-5.30365183,4.80626125,1.77604264,0.00000000,2.19606684,3.17264486,0.32528133,0.00000000
-5.29764882,5.02337473,1.86524170,0.00000000,2.29581156,3.31808360,0.33571889,0.00000000
-5.29164582,5.23665933,1.95071986,0.00000000,2.38899088,3.46318324,0.34619631,0.00000000
-5.28564282,5.44310126,2.03131964,0.00000000,2.47423418,3.60593982,0.35652749,0.00000000
-5.27963982,5.63967274,2.10593864,0.00000000,2.55026789,3.74429085,0.36651823,0.00000000
-5.27363682,5.82339900,2.17355323,0.00000000,2.61594658,3.87616004,0.37597156,0.00000000
-5.26763382,5.99142748,2.23324139,0.00000000,2.67028169,3.99950496,0.38469338,0.00000000
-5.26163082,6.14109669,2.28420380,0.00000000,2.71246698,4.11236597,0.39249805,0.00000000
-5.25562781,6.27000238,2.32578251,0.00000000,2.74189968,4.21291467,0.39921377,0.00000000
-5.24962481,6.37605843,2.35747641,0.00000000,2.75819639,4.29950014,0.40468762,0.00000000
-5.24362181,6.45755031,2.37895276,0.00000000,2.76120308,4.37069125,0.40878978,0.00000000
-5.23761881,6.51317894,2.39005449,0.00000000,2.75099881,4.42531344,0.41141717,0.00000000
-5.23161581,6.54209337,2.39080273,0.00000000,2.72789282,4.46247866,0.41249601,0.00000000
-5.22561281,6.54391100,2.38139442,0.00000000,2.69241511,4.48160723,0.41198344,0.00000000
-5.21960980,6.51872443,2.36219519,0.00000000,2.64530079,4.48244089,0.40986811,0.00000000
-5.21360680,6.46709484,2.33372745,0.00000000,2.58746866,4.46504654,0.40616962,0.00000000
-5.20760380,6.39003203,2.29665435,0.00000000,2.51999491,4.42981054,0.40093712,0.00000000
-5.20160080,6.28896192,2.25176003,0.00000000,2.44408287,4.37742385,0.39424684,0.00000000
-5.19559780,6.16568286,2.19992699,0.00000000,2.36102979,4.30885863,0.38619893,0.00000000
-5.18959480,6.02231235,2.14211135,0.00000000,2.27219210,4.22533729,0.37691366,0.00000000
-5.18359180,5.86122638,2.07931692,0.00000000,2.17895020,4.12829534,0.36652712,0.00000000
-5.17758879,5.68499357,2.01256918,0.00000000,2.08267410,4.01933930,0.35518669,0.00000000
-5.17158579,5.49630675,1.94288988,0.00000000,1.98469116,3.90020167,0.34304643,0.00000000
-5.16558279,5.29791436,1.87127332,0.00000000,1.88625689,3.77269435,0.33026259,0.00000000
-5.15957979,5.09255422,1.79866503,0.00000000,1.78852971,3.63866253,0.31698942,0.00000000
-5.15357679,4.88289182,1.72594344,0.00000000,1.69255053,3.49994051,0.30337541,0.00000000
-5.14757379,4.67146511,1.65390508,0.00000000,1.59922738,3.35831096,0.28956013,0.00000000
-5.14157079,4.46063737,1.58325365,0.00000000,1.50932554,3.21546896,0.27567171,0.00000000
-5.13556778,4.25255921,1.51459289,0.00000000,1.42346306,3.07299163,0.26182508,0.00000000
-5.12956478,4.04914055,1.44842344,0.00000000,1.34211149,2.93231417,0.24812091,0.00000000
-5.12356178,3.85203268,1.38514327,0.00000000,1.26560143,2.79471260,0.23464533,0.00000000
-5.11755878,3.66262025,1.32505144,0.00000000,1.19413229,2.66129327,0.22147025,0.00000000
-5.11155578,3.48202276,1.26835472,0.00000000,1.12778558,2.53298894,0.20865435,0.00000000
-5.10555278,3.31110446,1.21517652,0.00000000,1.06654090,2.41056102,0.19624451,0.00000000
-5.09954977,3.15049185,1.16556766,0.00000000,1.01029393,2.29460730,0.18427764,0.00000000
-5.09354677,3.00059735,1.11951834,0.00000000,0.95887550,2.18557443,0.17278271,0.00000000
-5.08754377,2.86164785,1.07697095,0.00000000,0.91207094,2.08377443,0.16178299,0.00000000
-5.08154077,2.73371700,1.03783309,0.00000000,0.86963923,1.98940414,0.15129815,0.00000000
-5.07553777,2.61675958,1.00199060,0.00000000,0.83133103,1.90256696,0.14134635,0.00000000
-5.06953477,2.51064713,0.96932005,0.00000000,0.79690535,1.82329593,0.13194608,0.00000000
-5.06353177,2.41520341,0.93970062,0.00000000,0.76614432,1.75157734,0.12311768,0.00000000
-5.05752876,2.33023864,0.91302505,0.00000000,0.73886574,1.68737406,0.11488457,0.00000000
-5.05152576,2.25558162,0.88920942,0.00000000,0.71493336,1.63064790,0.10727401,0.00000000
-5.04552276,2.19110869,0.86820170,0.00000000,0.69426452,1.58138020,0.10031759,0.00000000
-5.03951976,2.13676865,0.84998875,0.00000000,0.67683516,1.53959005,0.09405114,0.00000000
-5.03351676,2.09260260,0.83460169,0.00000000,0.66268229,1.50534920,0.08851444,0.00000000
-5.02751376,2.05875812,0.82211932,0.00000000,0.65190358,1.47879327,0.08375039,0.00000000
-5.02151076,2.03549671,0.81266948,0.00000000,0.64465437,1.46012840,0.07980398,0.00000000
-5.01550775,2.02319398,0.80642802,0.00000000,0.64114196,1.44963284,0.07672092,0.00000000
