energy_ev,total_up,Sn_p_up,Sn_d_up,Te_p_up,Te_d_up,Zr_p_up,Zr_d_up
-6.00000000,0.11173438,0.00584613,0.00003107,0.06371816,0.00000000,0.09457004,0.02006400
-5.99399700,0.09794160,0.00621799,0.00003061,0.05525147,0.00000000,0.07977628,0.01763180
-5.98799400,0.08825227,0.00690869,0.00003148,0.04909112,0.00000000,0.06814768,0.01595040
-5.98199100,0.08247382,0.00794735,0.00003374,0.04510467,0.00000000,0.05942051,0.01498278
-5.97598799,0.08047020,0.00936985,0.00003746,0.04319113,0.00000000,0.05336798,0.01470255
-5.96998499,0.08216528,0.01121873,0.00004274,0.04328297,0.00000000,0.04980428,0.01509426
-5.96398199,0.08754354,0.01354279,0.00004968,0.04534668,0.00000000,0.04858676,0.01615348
-5.95797899,0.09664825,0.01639634,0.00005842,0.04938198,0.00000000,0.04961645,0.01788617
-5.95197599,0.10957724,0.01983820,0.00006909,0.05541974,0.00000000,0.05283711,0.02030786
-5.94597299,0.12647631,0.02393016,0.00008184,0.06351874,0.00000000,0.05823298,0.02344220
-5.93996998,0.14753054,0.02873521,0.00009683,0.07376124,0.00000000,0.06582523,0.02731935
-5.93396698,0.17295350,0.03431533,0.00011420,0.08624759,0.00000000,0.07566752,0.03197383
-5.92796398,0.20297476,0.04072891,0.00013409,0.10108988,0.00000000,0.08784050,0.03744228
-5.92196098,0.23782573,0.04802790,0.00015662,0.11840479,0.00000000,0.10244551,0.04376078
-5.91595798,0.27772429,0.05625473,0.00018187,0.13830581,0.00000000,0.11959756,0.05096216
-5.90995498,0.32285849,0.06543907,0.00020991,0.16089483,0.00000000,0.13941762,0.05907305
-5.90395198,0.37336978,0.07559458,0.00024074,0.18625363,0.00000000,0.16202439,0.06811106
-5.89794897,0.42933625,0.08671584,0.00027432,0.21443507,0.00000000,0.18752566,0.07808187
-5.89194597,0.49075653,0.09877548,0.00031056,0.24545469,0.00000000,0.21600931,0.08897665
-5.88594297,0.55753491,0.11172187,0.00034928,0.27928267,0.00000000,0.24753438,0.10076968
-5.87993997,0.62946840,0.12547740,0.00039024,0.31583666,0.00000000,0.28212209,0.11341643
-5.87393697,0.70623637,0.13993756,0.00043315,0.35497576,0.00000000,0.31974736,0.12685216
-5.86793397,0.78739344,0.15497108,0.00047763,0.39649602,0.00000000,0.36033097,0.14099119
-5.86193097,0.87236635,0.17042097,0.00052322,0.44012765,0.00000000,0.40373270,0.15572687
-5.85592796,0.96045504,0.18610693,0.00056943,0.48553442,0.00000000,0.44974578,0.17093245
-5.84992496,1.05083869,0.20182876,0.00061569,0.53231526,0.00000000,0.49809305,0.18646277
-5.84392196,1.14258666,0.21737106,0.00066140,0.58000844,0.00000000,0.54842512,0.20215687
-5.83791896,1.23467451,0.23250893,0.00070593,0.62809820,0.00000000,0.60032078,0.21784146
-5.83191596,1.32600493,0.24701460,0.00074864,0.67602396,0.00000000,0.65329004,0.23333533
-5.82591296,1.41543315,0.26066481,0.00078889,0.72319192,0.00000000,0.70677991,0.24845436
-5.81990995,1.50179624,0.27324855,0.00082607,0.76898883,0.00000000,0.76018292,0.26301726
-5.81390695,1.58394551,0.28457500,0.00085960,0.81279760,0.00000000,0.81284862,0.27685169
-5.80790395,1.66078098,0.29448121,0.00088897,0.85401428,0.00000000,0.86409757,0.28980071
-5.80190095,1.73128673,0.30283932,0.00091375,0.89206598,0.00000000,0.91323787,0.30172916
-5.79589795,1.79456594,0.30956280,0.00093360,0.92642898,0.00000000,0.95958358,0.31252990
-5.78989495,1.84987416,0.31461153,0.00094828,0.95664649,0.00000000,1.00247459,0.32212955
-5.78389195,1.89664958,0.31799545,0.00095769,0.98234543,0.00000000,1.04129730,0.33049352
-5.77788894,1.93453893,0.31977642,0.00096184,1.00325140,0.00000000,1.07550522,0.33763012
