energy_ev,total_up,P_s_up,P_p_up,S_s_up,S_p_up,Zn_p_up,Zn_d_up
-5.78389195,3.30402636,0.00542771,0.21583946,0.09502955,0.65323528,0.66081569,1.19272673
-5.77788894,3.25989326,0.00570347,0.21402402,0.09334515,0.64348818,0.65015391,1.17591288
-5.77188594,3.19894507,0.00600194,0.21134840,0.09109200,0.63036073,0.63646682,1.15281030
-5.76588294,3.12267923,0.00632584,0.20789065,0.08832191,0.61420406,0.62013294,1.12391737
-5.75987994,3.03291491,0.00667930,0.20374797,0.08509671,0.59543232,0.60159222,1.08985087
-5.75387694,2.93173640,0.00706791,0.19903375,0.08148640,0.57451015,0.58133278,1.05132598
-5.74787394,2.82142971,0.00749872,0.19387420,0.07756710,0.55193884,0.55987640,1.00913383
-5.74187094,2.70441515,0.00798023,0.18840461,0.07341889,0.52824183,0.53776318,0.96411769
-5.73586793,2.58317855,0.00852235,0.18276543,0.06912369,0.50394999,0.51553600,0.91714862
-5.72986493,2.46020340,0.00913625,0.17709833,0.06476314,0.47958730,0.49372541,0.86910157
-5.72386193,2.33790656,0.00983425,0.17154231,0.06041666,0.45565735,0.47283521,0.82083273
-5.71785893,2.21857936,0.01062960,0.16623012,0.05615971,0.43263104,0.45332953,0.77315889
-5.71185593,2.10433585,0.01153612,0.16128499,0.05206228,0.41093594,0.43562139,0.72683932
-5.70585293,1.99706944,0.01256794,0.15681785,0.04818766,0.39094737,0.42006335,0.68256066
-5.69984992,1.89841876,0.01373903,0.15292509,0.04459151,0.37298153,0.40694014,0.64092510
-5.69384692,1.80974303,0.01506276,0.14968683,0.04132121,0.35729057,0.39646365,0.60244191
-5.68784392,1.73210708,0.01655137,0.14716596,0.03841547,0.34405976,0.38877007,0.56752235
-5.68184092,1.66627562,0.01821543,0.14540760,0.03590422,0.33340656,0.38391924,0.53647766
-5.67583792,1.61271591,0.02006333,0.14443930,0.03380872,0.32538146,0.38189610,0.50952012
-5.66983492,1.57160820,0.02210068,0.14427170,0.03214183,0.31997051,0.38261396,0.48676653
-5.66383192,1.54286270,0.02432987,0.14489964,0.03090846,0.31709917,0.38591957,0.46824391
-5.65782891,1.52614188,0.02674955,0.14630374,0.03010611,0.31663747,0.39159952,0.45389693
-5.65182591,1.52088698,0.02935435,0.14845214,0.02972551,0.31840603,0.39938802,0.44359658
-5.64582291,1.52634748,0.03213456,0.15130257,0.02975129,0.32218288,0.40897545,0.43714973
-5.63981991,1.54161236,0.03507597,0.15480434,0.03016273,0.32771081,0.42001775,0.43430910
-5.63381691,1.56564207,0.03815992,0.15890047,0.03093447,0.33470505,0.43214618,0.43478336
-5.62781391,1.59730034,0.04136341,0.16352953,0.03203721,0.34286108,0.44497732,0.43824699
-5.62181091,1.63538496,0.04465935,0.16862746,0.03343847,0.35186245,0.45812296,0.44434970
-5.61580790,1.67865688,0.04801702,0.17412897,0.03510328,0.36138846,0.47119977,0.45272516
-5.60980490,1.72586715,0.05140260,0.17996876,0.03699486,0.37112148,0.48383848,0.46299901
-5.60380190,1.77578133,0.05477989,0.18608234,0.03907528,0.38075395,0.49569235,0.47479592
-5.59779890,1.82720114,0.05811098,0.19240655,0.04130614,0.38999481,0.50644483,0.48774584
-5.59179590,1.87898325,0.06135718,0.19887978,0.04364922,0.39857534,0.51581614,0.50148931
-5.58579290,1.93005521,0.06447984,0.20544195,0.04606707,0.40625434,0.52356883,0.51568191
-5.57978989,1.97942869,0.06744123,0.21203424,0.04852367,0.41282250,0.52951195,0.52999808
-5.57378689,2.02621016,0.07020545,0.21859876,0.05098498,0.41810606,0.53350407,0.54413410
-5.56778389,2.06960915,0.07273918,0.22507816,0.05341954,0.42196953,0.53545485,0.55781058
-5.56178089,2.10894451,0.07501245,0.23141525,0.05579899,0.42431760,0.53532535,0.57077454
-5.55577789,2.14364877,0.07699930,0.23755276,0.05809856,0.42509606,0.53312700,0.58280094
-5.54977489,2.17327079,0.07867827,0.24343331,0.06029752,0.42429194,0.52891933,0.59369408
-5.54377189,2.19747703,0.08003283,0.24899956,0.06237955,0.42193262,0.52280663,0.60328862
-5.53776888,2.21605139,0.08105162,0.25419468,0.06433303,0.41808419,0.51493359,0.61145041
-5.53176588,2.22889380,0.08172864,0.25896308,0.06615126,0.41284886,0.50548005,0.61807713
-5.52576288,2.23601744,0.08206317,0.26325137,0.06783254,0.40636165,0.49465509,0.62309861
-5.51975988,2.23754462,0.08205971,0.26700963,0.06938011,0.39878637,0.48269070,0.62647687
-5.51375688,2.23370116,0.08172771,0.27019272,0.07080205,0.39031085,0.46983499,0.62820585
-5.50775388,2.22480911,0.08108122,0.27276179,0.07211094,0.38114174,0.45634535,0.62831061
-5.50175088,2.21127775,0.08013846,0.27468571,0.07332340,0.37149879,0.44248163,0.62684604
-5.49574787,2.19359268,0.07892127,0.27594242,0.07445951,0.36160876,0.42849949,0.62389499
-5.48974487,2.17230304,0.07745458,0.27652008,0.07554205,0.35169926,0.41464412,0.61956571
-5.48374187,2.14800687,0.07576577,0.27641793,0.07659563,0.34199241,0.40114447,0.61398865
-5.47773887,2.12133474,0.07388398,0.27564678,0.07764571,0.33269866,0.38820803,0.60731257
-5.47173587,2.09293202,0.07183953,0.27422909,0.07871748,0.32401096,0.37601647,0.59970007
-5.46573287,2.06344019,0.06966318,0.27219859,0.07983481,0.31609921,0.36472194,0.59132259
-5.45972986,2.03347769,0.06738560,0.26959951,0.08101901,0.30910554,0.35444447,0.58235501
-5.45372686,2.00362110,0.06503673,0.26648537,0.08228779,0.30314021,0.34527023,0.57297017
-5.44772386,1.97438730,0.06264530,0.26291736,0.08365417,0.29827859,0.33725084,0.56333325
-5.44172086,1.94621746,0.06023836,0.25896259,0.08512557,0.29455911,0.33040389,0.55359657
-5.43571786,1.91946371,0.05784100,0.25469206,0.08670306,0.29198242,0.32471433,0.54389481
-5.42971486,1.89437907,0.05547607,0.25017862,0.08838082,0.29051188,0.32013716,0.53434098
-5.42371186,1.87111146,0.05316409,0.24549504,0.09014588,0.29007516,0.31660096,0.52502331
-5.41770885,1.84970208,0.05092323,0.24071220,0.09197801,0.29056719,0.31401247,0.51600332
-5.41170585,1.83008862,0.04876944,0.23589765,0.09385009,0.29185424,0.31226197,0.50731502
-5.40570285,1.81211304,0.04671667,0.23111451,0.09572860,0.29377899,0.31122928,0.49896549
-5.39969985,1.79553403,0.04477716,0.22642077,0.09757449,0.29616646,0.31079023,0.49093667
-5.39369685,1.78004339,0.04296189,0.22186912,0.09934422,0.29883063,0.31082343,0.48318839
-5.38769385,1.76528570,0.04128093,0.21750721,0.10099113,0.30158129,0.31121689,0.47566233
-5.38169085,1.75088045,0.03974397,0.21337826,0.10246690,0.30423114,0.31187440,0.46828700
-5.37568784,1.73644534,0.03836072,0.20952211,0.10372312,0.30660255,0.31272126,0.46098309
-5.36968484,1.72161969,0.03714128,0.20597640,0.10471296,0.30853396,0.31370913,0.45366921
-5.36368184,1.70608669,0.03609647,0.20277794,0.10539277,0.30988544,0.31481973,0.44626761
-5.35767884,1.68959328,0.03523799,0.19996397,0.10572370,0.31054335,0.31606709,0.43870949
-5.35167584,1.67196655,0.03457846,0.19757333,0.10567301,0.31042376,0.31749826,0.43093969
-5.34567284,1.65312574,0.03413130,0.19564726,0.10521539,0.30947464,0.31919230,0.42292058
-5.33966983,1.63308910,0.03391041,0.19422980,0.10433382,0.30767662,0.32125750,0.41463472
-5.33366683,1.61197523,0.03392970,0.19336766,0.10302037,0.30504235,0.32382691,0.40608643
-5.32766383,1.58999873,0.03420248,0.19310949,0.10127648,0.30161461,0.32705213,0.39730191
-5.32166083,1.56746026,0.03474062,0.19350460,0.09911310,0.29746308,0.33109589,0.38832822
-5.31565783,1.54473161,0.03555371,0.19460098,0.09655042,0.29268016,0.33612329,0.37923089
-5.30965483,1.52223641,0.03664808,0.19644293,0.09361735,0.28737596,0.34229236,0.37009054
-5.30365183,1.50042764,0.03802585,0.19906812,0.09035067,0.28167264,0.34974425,0.36099861
-5.29764882,1.47976296,0.03968400,0.20250451,0.08679408,0.27569853,0.35859346,0.35205244
-5.29164582,1.46067937,0.04161353,0.20676706,0.08299690,0.26958230,0.36891871,0.34335007
-5.28564282,1.44356852,0.04379887,0.21185465,0.07901277,0.26344728,0.38075476,0.33498499
-5.27963982,1.42875402,0.04621741,0.21774719,0.07489822,0.25740646,0.39408578,0.32704118
-5.27363682,1.41647222,0.04883938,0.22440337,0.07071124,0.25155826,0.40884069,0.31958869
-5.26763382,1.40685741,0.05162801,0.23175907,0.06650984,0.24598321,0.42489063,0.31268014
-5.26163082,1.39993247,0.05454000,0.23972664,0.06235076,0.24074186,0.44204903,0.30634813
-5.25562781,1.39560562,0.05752641,0.24819531,0.05828830,0.23587382,0.46007428,0.30060396
-5.24962481,1.39367348,0.06053379,0.25703259,0.05437326,0.23139807,0.47867502,0.29543754
-5.24362181,1.39383060,0.06350567,0.26608685,0.05065217,0.22731443,0.49751799,0.29081862
-5.23761881,1.39568481,0.06638429,0.27519104,0.04716662,0.22360614,0.51623825,0.28669920
-5.23161581,1.39877793,0.06911249,0.28416728,0.04395294,0.22024330,0.53445115,0.28301705
-5.22561281,1.40261069,0.07163576,0.29283241,0.04104198,0.21718707,0.55176597,0.27970006
-5.21960980,1.40667050,0.07390420,0.30100403,0.03845915,0.21439434,0.56780028,0.27667127
-5.21360680,1.41046078,0.07587454,0.30850696,0.03622461,0.21182255,0.58219470,0.27385422
-5.20760380,1.41353013,0.07751188,0.31517971,0.03435365,0.20943447,0.59462715,0.27117827
-5.20160080,1.41549977,0.07879117,0.32088066,0.03285708,0.20720262,0.60482618,0.26858371
-5.19559780,1.41608776,0.07969839,0.32549372,0.03174174,0.20511307,0.61258257,0.26602624
-5.18959480,1.41512852,0.08023130,0.32893307,0.03101107,0.20316846,0.61775868,0.26348057
-5.18359180,1.41258662,0.08039967,0.33114680,0.03066555,0.20138997,0.62029524,0.26094300
-5.17758879,1.40856384,0.08022510,0.33211922,0.03070313,0.19981820,0.62021500,0.25843266
-5.17158579,1.40329911,0.07974032,0.33187168,0.03111960,0.19851285,0.61762330,0.25599152
-5.16558279,1.39716125,0.07898806,0.33046194,0.03190874,0.19755123,0.61270528,0.25368299
-5.15957979,1.39063454,0.07801944,0.32798193,0.03306246,0.19702562,0.60572002,0.25158919
-5.15357679,1.38429807,0.07689213,0.32455415,0.03457067,0.19703968,0.59699178,0.24980714
-5.14757379,1.37879967,0.07566814,0.32032677,0.03642114,0.19770393,0.58689865,0.24844387
-5.14157079,1.37482567,0.07441153,0.31546774,0.03859919,0.19913071,0.57585929,0.24761091
-5.13556778,1.37306811,0.07318607,0.31015813,0.04108731,0.20142868,0.56431813,0.24741830
-5.12956478,1.37419098,0.07205288,0.30458501,0.04386479,0.20469726,0.55272977,0.24796841
-5.12356178,1.37879716,0.07106836,0.29893430,0.04690728,0.20902113,0.54154328,0.24935009
-5.11755878,1.38739765,0.07028228,0.29338384,0.05018647,0.21446524,0.53118684,0.25163319
-5.11155578,1.40038478,0.06973622,0.28809704,0.05366989,0.22107041,0.52205364,0.25486392
-5.10555278,1.41801063,0.06946247,0.28321736,0.05732079,0.22884976,0.51448927,0.25906124
-5.09954977,1.44037170,0.06948331,0.27886398,0.06109823,0.23778620,0.50878134,0.26421448
-5.09354677,1.46740075,0.06981080,0.27512868,0.06495748,0.24783110,0.50515151,0.27028220
-5.08754377,1.49886602,0.07044704,0.27207420,0.06885048,0.25890411,0.50375024,0.27719261
-5.08154077,1.53437815,0.07138485,0.26973402,0.07272666,0.27089435,0.50465449,0.28484525
-5.07553777,1.57340429,0.07260888,0.26811359,0.07653393,0.28366274,0.50786829,0.29311410
-5.06953477,1.61528887,0.07409709,0.26719288,0.08021987,0.29704554,0.51332605,0.30185184
-5.06353177,1.65928020,0.07582249,0.26693012,0.08373304,0.31085893,0.52089862,0.31089510
-5.05752876,1.70456144,0.07775505,0.26726648,0.08702447,0.32490443,0.53040154,0.32007057
-5.05152576,1.75028483,0.07986375,0.26813144,0.09004903,0.33897507,0.54160528,0.32920152
-5.04552276,1.79560743,0.08211861,0.26944858,0.09276697,0.35286191,0.55424693,0.33811459
-5.03951976,1.83972683,0.08449267,0.27114143,0.09514517,0.36636083,0.56804282,0.34664652
-5.03351676,1.88191512,0.08696369,0.27313909,0.09715836,0.37927919,0.58270156,0.35465040
-5.02751376,1.92154960,0.08951567,0.27538136,0.09879002,0.39144221,0.59793685,0.36200137
-5.02151076,1.95813867,0.09213993,0.27782300,0.10003307,0.40269861,0.61347954,0.36860130
-5.01550775,1.99134165,0.09483580,0.28043695,0.10089014,0.41292549,0.62908837,0.37438232
-5.00950475,2.02098147,0.09761082,0.28321634,0.10137361,0.42203207,0.64455882,0.37930907
-5.00350175,2.04704948,0.10048041,0.28617507,0.10150514,0.42996210,0.65972971,0.38337944
-4.99749875,2.06970185,0.10346704,0.28934697,0.10131495,0.43669488,0.67448714,0.38662379
-4.99149575,2.08924770,0.10659886,0.29278348,0.10084071,0.44224470,0.68876561,0.38910269
-4.98549275,2.10612909,0.10990784,0.29655000,0.10012607,0.44665878,0.70254609,0.39090314
-4.97948974,2.12089365,0.11342754,0.30072097,0.09921903,0.45001371,0.71585127,0.39213358
-4.97348674,2.13416107,0.11719051,0.30537404,0.09817003,0.45241042,0.72873802,0.39291767
-4.96748374,2.14658472,0.12122547,0.31058340,0.09702998,0.45396813,0.74128755,0.39338735
-4.96148074,2.15881024,0.12555443,0.31641285,0.09584817,0.45481725,0.75359371,0.39367525
-4.95547774,2.17143316,0.13018987,0.32290876,0.09467035,0.45509175,0.76575014,0.39390703
-4.94947474,2.18495756,0.13513205,0.33009351,0.09353680,0.45492133,0.77783689,0.39419380
-4.94347174,2.19975799,0.14036683,0.33795957,0.09248075,0.45442378,0.78990738,0.39462523
-4.93746873,2.21604684,0.14586384,0.34646486,0.09152698,0.45369789,0.80197660,0.39526346
-4.93146573,2.23384896,0.15157547,0.35552950,0.09069086,0.45281738,0.81401112,0.39613843
-4.92546273,2.25298522,0.15743643,0.36503429,0.08997777,0.45182621,0.82592178,0.39724462
-4.91945973,2.27306623,0.16336432,0.37482117,0.08938292,0.45073540,0.83755966,0.39853961
-4.91345673,2.29349686,0.16926091,0.38469563,0.08889171,0.44952182,0.84871552,0.39994456
-4.90745373,2.31349184,0.17501439,0.39443115,0.08848040,0.44812886,0.85912321,0.40134646
-4.90145073,2.33210191,0.18050235,0.40377555,0.08811736,0.44646902,0.86846676,0.40260240
-4.89544772,2.34824947,0.18559546,0.41245887,0.08776454,0.44442840,0.87639108,0.40354532
-4.88944472,2.36077229,0.19016172,0.42020271,0.08737931,0.44187276,0.88251569,0.40399126
-4.88344172,2.36847313,0.19407109,0.42673033,0.08691650,0.43865495,0.88645089,0.40374766
-4.87743872,2.37017281,0.19720022,0.43177732,0.08633054,0.43462319,0.88781555,0.40262221
-4.87143572,2.36476430,0.19943717,0.43510207,0.08557765,0.42962985,0.88625540,0.40043204
-4.86543272,2.35126491,0.20068580,0.43649579,0.08461794,0.42354028,0.88146120,0.39701245
-4.85942971,2.32886404,0.20086966,0.43579130,0.08341730,0.41624115,0.87318541,0.39222513
-4.85342671,2.29696419,0.19993518,0.43287047,0.08194911,0.40764780,0.86125678,0.38596511
-4.84742371,2.25521301,0.19785397,0.42766974,0.08019554,0.39771047,0.84559185,0.37816634
-4.84142071,2.20352517,0.19462419,0.42018346,0.07814849,0.38641880,0.82620295,0.36880547
-4.83541771,2.14209287,0.19027082,0.41046509,0.07581018,0.37380458,0.80320216,0.35790386
-4.82941471,2.07138482,0.18484491,0.39862601,0.07319321,0.35994264,0.77680110,0.34552758
-4.82341171,1.99213398,0.17842191,0.38483220,0.07032031,0.34494975,0.74730668,0.33178551
-4.81740870,1.90531489,0.17109891,0.36929890,0.06722368,0.32898187,0.71511294,0.31682579
-4.81140570,1.81211207,0.16299137,0.35228357,0.06394396,0.31222966,0.68068964,0.30083066
-4.80540270,1.71388121,0.15422904,0.33407757,0.06052900,0.29491281,0.64456805,0.28401017
-4.79939970,1.61210532,0.14495170,0.31499685,0.05703243,0.27727325,0.60732476,0.26659502
-4.79339670,1.50834783,0.13530455,0.29537230,0.05351206,0.25956784,0.56956431,0.24882887
-4.78739370,1.40420517,0.12543383,0.27553992,0.05002824,0.24206064,0.53190140,0.23096059
-4.78139070,1.30126053,0.11548248,0.25583152,0.04664234,0.22501536,0.49494349,0.21323674
-4.77538769,1.20104094,0.10558638,0.23656608,0.04341512,0.20868806,0.45927442,0.19589453
-4.76938469,1.10497896,0.09587102,0.21804214,0.04040541,0.19332050,0.42543969,0.17915569
-4.76338169,1.01438026,0.08644885,0.20053150,0.03766879,0.17913435,0.39393386,0.16322123
-4.75737869,0.93039771,0.07741735,0.18427429,0.03525655,0.16632624,0.36519027,0.14826738
-4.75137569,0.85401238,0.06885780,0.16947548,0.03321474,0.15506390,0.33957339,0.13444265
-4.74537269,0.78602137,0.06083477,0.15630284,0.03158344,0.14548332,0.31737379,0.12186609
-4.73936968,0.72703217,0.05339627,0.14488633,0.03039618,0.13768686,0.29880559,0.11062658
-4.73336668,0.67746283,0.04657449,0.13531861,0.02967945,0.13174238,0.28400640,0.10078318
-4.72736368,0.63754733,0.04038697,0.12765671,0.02945238,0.12768315,0.27303928,0.09236627
-4.72136068,0.60734513,0.03483821,0.12192455,0.02972650,0.12550851,0.26589665,0.08537936
-4.71535768,0.58675408,0.02992150,0.11811607,0.03050553,0.12518518,0.26250570,0.07980147
-4.70935468,0.57552569,0.02562091,0.11619895,0.03178533,0.12664913,0.26273508,0.07558980
-4.70335168,0.57328214,0.02191327,0.11611841,0.03355383,0.12980782,0.26640251,0.07268267
-4.69734867,0.57953404,0.01877017,0.11780129,0.03579108,0.13454295,0.27328291,0.07100253
-4.69134567,0.59369865,0.01615976,0.12115987,0.03846938,0.14071339,0.28311701,0.07045894
-4.68534267,0.61511786,0.01404837,0.12609559,0.04155348,0.14815852,0.29561996,0.07095141
-4.67933967,0.64307567,0.01240189,0.13250239,0.04500094,0.15670170,0.31048973,0.07237219
-4.67333667,0.67681491,0.01118684,0.14026960,0.04876260,0.16615407,0.32741520,0.07460877
-4.66733367,0.71555301,0.01037125,0.14928438,0.05278321,0.17631840,0.34608364,0.07754624
-4.66133067,0.75849669,0.00992516,0.15943363,0.05700226,0.18699321,0.36618738,0.08106936
-4.65532766,0.80485553,0.00982091,0.17060527,0.06135490,0.19797684,0.38742965,0.08506452
-4.64932466,0.85385425,0.01003323,0.18268906,0.06577309,0.20907167,0.40952929,0.08942139
-4.64332166,0.90474388,0.01053907,0.19557690,0.07018692,0.22008819,0.43222445,0.09403447
-4.63731866,0.95681159,0.01131736,0.20916259,0.07452592,0.23084901,0.45527510,0.09880437
-4.63131566,1.00938924,0.01234860,0.22334134,0.07872060,0.24119254,0.47846439,0.10363903
-4.62531266,1.06186079,0.01361445,0.23800888,0.08270395,0.25097646,0.50159903,0.10845462
-4.61930965,1.11366841,0.01509729,0.25306052,0.08641287,0.26008072,0.52450870,0.11317642
-4.61330665,1.16431747,0.01677982,0.26839017,0.08978969,0.26841004,0.54704473,0.11773943
-4.60730365,1.21338050,0.01864469,0.28388943,0.09278335,0.27589589,0.56907831,0.12208891
-4.60130065,1.26050020,0.02067435,0.29944711,0.09535065,0.28249781,0.59049837,0.12618069
-4.59529765,1.30539161,0.02285087,0.31494897,0.09745706,0.28820414,0.61120953,0.12998137
-4.58929465,1.34784353,0.02515603,0.33027815,0.09907746,0.29303205,0.63113028,0.13346840
-4.58329165,1.38771938,0.02757145,0.34531611,0.10019652,0.29702695,0.65019166,0.13662991
-4.57728864,1.42495735,0.03007893,0.35994417,0.10080887,0.30026125,0.66833651,0.13946453
-4.57128564,1.45956999,0.03266082,0.37404575,0.10091893,0.30283251,0.68551956,0.14198099
-4.56528264,1.49164310,0.03530052,0.38750902,0.10054057,0.30486102,0.70170809,0.14419756
-4.55927964,1.52133358,0.03798298,0.40023010,0.09969648,0.30648683,0.71688335,0.14614146
-4.55327664,1.54886632,0.04069524,0.41211630,0.09841737,0.30786633,0.73104231,0.14784791
-4.54727364,1.57452944,0.04342687,0.42308952,0.09674097,0.30916824,0.74419962,0.14935925
-4.54127064,1.59866791,0.04617034,0.43308932,0.09471096,0.31056933,0.75638932,0.15072367
-4.53526763,1.62167495,0.04892118,0.44207553,0.09237574,0.31224962,0.76766608,0.15199391
-4.52926463,1.64398120,0.05167808,0.45003009,0.08978721,0.31438735,0.77810551,0.15322567
-4.52326163,1.66604128,0.05444262,0.45695797,0.08699946,0.31715354,0.78780320,0.15447588
-4.51725863,1.68831798,0.05721891,0.46288702,0.08406754,0.32070653,0.79687237,0.15580079
-4.51125563,1.71126409,0.06001292,0.46786657,0.08104620,0.32518626,0.80543982,0.15725393
-4.50525263,1.73530246,0.06283165,0.47196490,0.07798871,0.33070879,0.81364036,0.15888397
-4.49924962,1.76080484,0.06568210,0.47526555,0.07494577,0.33736088,0.82160973,0.16073254
-4.49324662,1.78807030,0.06857013,0.47786277,0.07196446,0.34519513,0.82947631,0.16283218
-4.48724362,1.81730454,0.07149926,0.47985614,0.06908736,0.35422573,0.83735219,0.16520429
-4.48124062,1.84860093,0.07446951,0.48134491,0.06635176,0.36442506,0.84532390,0.16785751
-4.47523762,1.88192482,0.07747629,0.48242219,0.06378900,0.37572151,0.85344364,0.17078633
-4.46923462,1.91710201,0.08050951,0.48316956,0.06142403,0.38799859,0.86172161,0.17397019
-4.46323162,1.95381279,0.08355290,0.48365218,0.05927507,0.40109563,0.87011992,0.17737315
-4.45722861,1.99159217,0.08658368,0.48391503,0.05735349,0.41481015,0.87854891,0.18094418
-4.45122561,2.02983696,0.08957253,0.48398027,0.05566392,0.42890202,0.88686614,0.18461803
-4.44522261,2.06781995,0.09248404,0.48384606,0.05420449,0.44309941,0.89487841,0.18831690
-4.43921961,2.10471099,0.09527745,0.48348681,0.05296732,0.45710639,0.90234696,0.19195265
-4.43321661,2.13960434,0.09790785,0.48285499,0.05193926,0.47061208,0.90899576,0.19542960
-4.42721361,2.17155140,0.10032764,0.48188423,0.05110266,0.48330101,0.91452258,0.19864792
-4.42121061,2.19959736,0.10248839,0.48049355,0.05043648,0.49486439,0.91861234,0.20150721
-4.41520760,2.22282032,0.10434271,0.47859259,0.04991742,0.50501183,0.92095223,0.20391043
-4.40920460,2.24037092,0.10584643,0.47608729,0.04952114,0.51348305,0.92124774,0.20576782
-4.40320160,2.25151070,0.10696061,0.47288584,0.04922358,0.52005912,0.91923872,0.20700058
-4.39719860,2.25564731,0.10765354,0.46890447,0.04900223,0.52457268,0.91471482,0.20754439
-4.39119560,2.25236488,0.10790254,0.46407278,0.04883741,0.52691675,0.90752924,0.20735232
-4.38519260,2.24144811,0.10769541,0.45833838,0.04871338,0.52705163,0.89761024,0.20639716
-4.37918959,2.22289888,0.10703159,0.45167042,0.04861934,0.52500956,0.88496969,0.20467305
-4.37318659,2.19694470,0.10592282,0.44406216,0.04855022,0.52089697,0.86970826,0.20219629
-4.36718359,2.16403858,0.10439341,0.43553225,0.04850730,0.51489409,0.85201687,0.19900528
-4.36118059,2.12485044,0.10248000,0.42612489,0.04849848,0.50725185,0.83217450,0.19515969
-4.35517759,2.08025047,0.10023087,0.41590883,0.04853835,0.49828620,0.81054220,0.19073884
-4.34917459,2.03128520,0.09770479,0.40497544,0.04864796,0.48837002,0.78755380,0.18583934
-4.34317159,1.97914741,0.09496960,0.39343595,0.04885426,0.47792280,0.76370354,0.18057219
-4.33716858,1.92514110,0.09210029,0.38141814,0.04918933,0.46739849,0.73953135,0.17505936
-4.33116558,1.87064288,0.08917700,0.36906254,0.04968930,0.45727188,0.71560616,0.16943005
-4.32516258,1.81706130,0.08628282,0.35651856,0.05039306,0.44802404,0.69250814,0.16381683
-4.31915958,1.76579550,0.08350141,0.34394049,0.05134080,0.44012710,0.67081039,0.15835160
-4.31315658,1.71819448,0.08091480,0.33148377,0.05257233,0.43402909,0.65106076,0.15316178
-4.30715358,1.67551833,0.07860113,0.31930143,0.05412534,0.43013916,0.63376458,0.14836663
