energy_ev,total_up,C_s_up,C_p_up,Pt_p_up,Pt_d_up,Te_p_up,Te_d_up,Ti_p_up,Ti_d_up
-6.00000000,8.08511626,0.04592893,0.62433084,2.19501731,4.60205843,2.64907588,0.00000000,1.62465204,0.47728762
-5.99399700,8.03127202,0.04578080,0.61168080,2.18166678,4.56153727,2.65349960,0.00000000,1.63646831,0.48007161
-5.98799400,7.98286357,0.04562868,0.59789990,2.16824695,4.52579282,2.66000627,0.00000000,1.64854723,0.48364374
-5.98199100,7.94173490,0.04547399,0.58322797,2.15529843,4.49615212,2.66896374,0.00000000,1.66097686,0.48807698
-5.97598799,7.90966868,0.04531813,0.56791919,2.14341270,4.47384787,2.68074627,0.00000000,1.67388770,0.49343313
-5.96998499,7.88833102,0.04516248,0.55223525,2.13321770,4.45997961,2.69572023,0.00000000,1.68744875,0.49976023
-5.96398199,7.87922074,0.04500837,0.53643867,2.12536257,4.45547904,2.71423018,0.00000000,1.70186231,0.50709047
-5.95797899,7.88362446,0.04485714,0.52078657,2.12050195,4.46108063,2.73658568,0.00000000,1.71735746,0.51543858
-5.95197599,7.90257879,0.04471013,0.50552490,2.11928019,4.47729822,2.76304910,0.00000000,1.73418246,0.52480088
-5.94597299,7.93684050,0.04456885,0.49088333,2.12231570,4.50440847,2.79382504,0.00000000,1.75259617,0.53515483
-5.93996998,7.98686515,0.04443495,0.47707098,2.13018575,4.54244135,2.82905128,0.00000000,1.77285852,0.54645919
-5.93396698,8.05279456,0.04431037,0.46427286,2.14341190,4.59117803,2.86879178,0.00000000,1.79522050,0.55865475
-5.92796398,8.13445291,0.04419735,0.45264717,2.16244633,4.65015613,2.91303162,0.00000000,1.81991364,0.57166544
-5.92196098,8.23135161,0.04409851,0.44232342,2.18765932,4.71868204,2.96167407,0.00000000,1.84713950,0.58539988
-5.91595798,8.34270236,0.04401679,0.43340129,2.21932817,4.79585003,3.01453986,0.00000000,1.87705956,0.59975324
-5.90995498,8.46743791,0.04395550,0.42595022,2.25762769,4.88056767,3.07136870,0.00000000,1.90978572,0.61460937
-5.90395198,8.60424012,0.04391814,0.42000961,2.30262274,4.97158667,3.13182285,0.00000000,1.94537210,0.62984303
-5.89794897,8.75157423,0.04390839,0.41558963,2.35426288,5.06753844,3.19549297,0.00000000,1.98380826,0.64532223
-5.89194597,8.90772870,0.04392992,0.41267251,2.41237961,5.16697333,3.26190576,0.00000000,2.02501457,0.66091071
-5.88594297,9.07085951,0.04398621,0.41121429,2.47668616,5.26840234,3.33053362,0.00000000,2.06883964,0.67647027
-5.87993997,9.23903759,0.04408042,0.41114682,2.54678021,5.37034007,3.40080570,0.00000000,2.11506040,0.69186314
-5.87393697,9.41029825,0.04421515,0.41238024,2.62214948,5.47134752,3.47212031,0.00000000,2.16338471,0.70695428
-5.86793397,9.58269104,0.04439229,0.41480550,2.70218024,5.57007336,3.54385821,0.00000000,2.21345655,0.72161354
-5.86193097,9.75432845,0.04461287,0.41829726,2.78616849,5.66529210,3.61539635,0.00000000,2.26486367,0.73571768
-5.85592796,9.92343187,0.04487692,0.42271680,2.87333376,5.75593788,3.68612162,0.00000000,2.31714736,0.74915232
-5.84992496,10.08837321,0.04518336,0.42791512,2.96283490,5.84113238,3.75544413,0.00000000,2.36981400,0.76181357
-5.84392196,10.24771051,0.04552997,0.43373601,3.05378755,5.92020589,3.82280940,0.00000000,2.42234782,0.77360959
-5.83791896,10.40021624,0.04591340,0.44001924,3.14528270,5.99271041,3.88770916,0.00000000,2.47422439,0.78446182
-5.83191596,10.54489691,0.04632914,0.44660359,3.23640557,6.05842419,3.94969017,0.00000000,2.52492405,0.79430596
-5.82591296,10.68100326,0.04677168,0.45332983,3.32625427,6.11734729,4.00836070,0.00000000,2.57394494,0.80309261
-5.81990995,10.80803017,0.04723456,0.46004358,3.41395744,6.16968821,4.06339444,0.00000000,2.62081476,0.81078760
-5.81390695,10.92570643,0.04771057,0.46659786,3.49869030,6.21584198,4.11453163,0.00000000,2.66510094,0.81737192
-5.80790395,11.03397435,0.04819187,0.47285547,3.57968849,6.25636033,4.16157732,0.00000000,2.70641873,0.82284117
-5.80190095,11.13296018,0.04867022,0.47869094,3.65625927,6.29191521,4.20439693,0.00000000,2.74443690,0.82720473
-5.79589795,11.22293634,0.04913713,0.48399221,3.72778971,6.32325704,4.24290924,0.00000000,2.77888094,0.83048437
-5.78989495,11.30427725,0.04958405,0.48866181,3.79375175,6.35116936,4.27707724,0.00000000,2.80953376,0.83271256
-5.78389195,11.37741059,0.05000254,0.49261768,3.85370408,6.37642191,4.30689726,0.00000000,2.83623396,0.83393038
-5.77788894,11.44276657,0.05038443,0.49579354,3.90729107,6.39972411,4.33238702,0.00000000,2.85887194,0.83418519
-5.77188594,11.50072735,0.05072194,0.49813878,3.95423904,6.42168118,4.35357318,0.00000000,2.87738440,0.83352804
-5.76588294,11.55157962,0.05100778,0.49961809,3.99435034,6.44275476,4.37047923,0.00000000,2.89174736,0.83201105
-5.75987994,11.59547262,0.05123527,0.50021057,4.02749578,6.46323023,4.38311426,0.00000000,2.90196861,0.82968483
-5.75387694,11.63238422,0.05139836,0.49990874,4.05360617,6.48319211,4.39146349,0.00000000,2.90807982,0.82659607
-5.74787394,11.66209705,0.05149169,0.49871717,4.07266344,6.50250914,4.39548107,0.00000000,2.91012898,0.82278540
-5.74187094,11.68418649,0.05151062,0.49665106,4.08469217,6.52082987,4.39508570,0.00000000,2.90817363,0.81828579
-5.73586793,11.69802157,0.05145128,0.49373479,4.08975188,6.53758934,4.39015947,0.00000000,2.90227529,0.81312142
-5.72986493,11.70277944,0.05131055,0.49000034,4.08793085,6.55202677,4.38055016,0.00000000,2.89249531,0.80730729
-5.72386193,11.69747321,0.05108610,0.48548595,4.07934149,6.56321381,4.36607698,0.00000000,2.87889247,0.80084948
-5.71785893,11.68099220,0.05077642,0.48023481,4.06411762,6.57009237,4.34653961,0.00000000,2.86152227,0.79374617
-5.71185593,11.65215322,0.05038086,0.47429397,4.04241372,6.57152037,4.32173019,0.00000000,2.84043787,0.78598938
-5.70585293,11.60976053,0.04989963,0.46771338,4.01440586,6.56632359,4.29144764,0.00000000,2.81569262,0.77756731
-5.69984992,11.55267167,0.04933392,0.46054521,3.98029409,6.55335142,4.25551371,0.00000000,2.78734373,0.76846721
-5.69384692,11.47986611,0.04868585,0.45284331,3.94030599,6.53153366,4.21378978,0.00000000,2.75545692,0.75867864
-5.68784392,11.39051306,0.04795859,0.44466283,3.89470071,6.49993615,4.16619355,0.00000000,2.72011152,0.74819686
-5.68184092,11.28403500,0.04715638,0.43606000,3.84377308,6.45781218,4.11271466,0.00000000,2.68140570,0.73702623
-5.67583792,11.16016335,0.04628452,0.42709196,3.78785721,6.40464742,4.05342831,0.00000000,2.63946137,0.72518328
-5.66983492,11.01898328,0.04534939,0.41781665,3.72732909,6.34019601,3.98850595,0.00000000,2.59442845,0.71269943
-5.66383192,10.86096482,0.04435839,0.40829270,3.66260766,6.26450598,3.91822234,0.00000000,2.54648809,0.69962297
-5.65782891,10.68697832,0.04331991,0.39857927,3.59415411,6.17793264,3.84295847,0.00000000,2.49585471,0.68602023
-5.65182591,10.49829302,0.04224316,0.38873581,3.52246914,6.08113912,3.76319986,0.00000000,2.44277657,0.67197586
-5.64582291,10.29655822,0.04113810,0.37882170,3.44808801,5.97508398,3.67953031,0.00000000,2.38753492,0.65759205
-5.63981991,10.08376769,0.04001517,0.36889585,3.37157361,5.86099623,3.59262097,0.00000000,2.33044168,0.64298677
-5.63381691,9.86220844,0.03888511,0.35901605,3.29350750,5.74033896,3.50321533,0.00000000,2.27183561,0.62829106
-5.62781391,9.63439631,0.03775867,0.34923839,3.21447950,5.61476315,3.41211061,0.00000000,2.21207745,0.61364538
-5.62181091,9.40300084,0.03664638,0.33961642,3.13507594,5.48605381,3.32013632,0.00000000,2.15154379,0.59919538
-5.61580790,9.17076323,0.03555822,0.33020037,3.05586733,5.35607094,3.22813099,0.00000000,2.09062037,0.58508702
-5.60980490,8.94041074,0.03450336,0.32103628,2.97739587,5.22668792,3.13691808,0.00000000,2.02969475,0.57146157
-5.60380190,8.71457171,0.03348989,0.31216520,2.90016332,5.09973022,3.04728213,0.00000000,1.96914883,0.55845043
-5.59779890,8.49569486,0.03252456,0.30362237,2.82461999,4.97691711,2.95994639,0.00000000,1.90935142,0.54617036
-5.59179590,8.28597659,0.03161263,0.29543658,2.75115515,4.85980876,2.87555273,0.00000000,1.85065122,0.53471904
-5.58579290,8.08729930,0.03075770,0.28762960,2.68008953,4.74976113,2.79464500,0.00000000,1.79337039,0.52417142
-5.57978989,7.90118344,0.02996164,0.28021580,2.61167022,4.64789009,2.71765636,0.00000000,1.73779905,0.51457700
-5.57378689,7.72875492,0.02922458,0.27320204,2.54606828,4.55504623,2.64490134,0.00000000,1.68419069,0.50595811
-5.56778389,7.57072911,0.02854500,0.26658767,2.48337917,4.47180087,2.57657276,0.00000000,1.63275902,0.49830934
-5.56178089,7.42741143,0.02791985,0.26036487,2.42362621,4.39844337,2.51274375,0.00000000,1.58367587,0.49159817
-5.55577789,7.29871405,0.02734473,0.25451919,2.36676672,4.33498936,2.45337457,0.00000000,1.53707069,0.48576675
-5.54977489,7.18418718,0.02681419,0.24903034,2.31270076,4.28119872,2.39832387,0.00000000,1.49303119,0.48073474
-5.54377189,7.08306299,0.02632202,0.24387318,2.26128214,4.23660216,2.34736373,0.00000000,1.45160545,0.47640305
-5.53776888,6.99430938,0.02586158,0.23901893,2.21233091,4.20053449,2.30019766,0.00000000,1.41280502,0.47265837
-5.53176588,6.91669074,0.02542614,0.23443647,2.16564709,4.17217271,2.25648056,0.00000000,1.37660909,0.46937817
-5.52576288,6.84883243,0.02500926,0.23009374,2.12102467,4.15057690,2.21583961,0.00000000,1.34296935,0.46643597
-5.51975988,6.78928571,0.02460509,0.22595915,2.07826527,4.13473188,2.17789499,0.00000000,1.31181529,0.46370667
-5.51375688,6.73659005,0.02420866,0.22200300,2.03719074,4.12358767,2.14227931,0.00000000,1.28305973,0.46107156
