energy_ev,total_up,Ge_p_up,Ge_d_up,Ir_p_up,Ir_d_up,Te_p_up,Te_d_up
-5.56178089,0.88116324,0.02712316,0.00000000,0.14602118,0.68005153,0.17831372,0.00000000
-5.55577789,0.86328835,0.02448562,0.00000000,0.13702941,0.67296902,0.17033539,0.00000000
-5.54977489,0.84986270,0.02224006,0.00000000,0.12923676,0.66839803,0.16445128,0.00000000
-5.54377189,0.84057348,0.02034987,0.00000000,0.12259775,0.66614671,0.16051167,0.00000000
-5.53776888,0.83505134,0.01877781,0.00000000,0.11705477,0.66598026,0.15835436,0.00000000
-5.53176588,0.83287780,0.01748663,0.00000000,0.11254036,0.66762538,0.15780785,0.00000000
-5.52576288,0.83359403,0.01643982,0.00000000,0.10897914,0.67077618,0.15869407,0.00000000
-5.51975988,0.83671056,0.01560211,0.00000000,0.10628967,0.67510145,0.16083084,0.00000000
-5.51375688,0.84171769,0.01493995,0.00000000,0.10438589,0.68025282,0.16403389,0.00000000
-5.50775388,0.84809638,0.01442187,0.00000000,0.10317849,0.68587372,0.16811868,0.00000000
-5.50175088,0.85532925,0.01401880,0.00000000,0.10257596,0.69160864,0.17290188,0.00000000
-5.49574787,0.86291138,0.01370426,0.00000000,0.10248553,0.69711251,0.17820283,0.00000000
-5.48974487,0.87036079,0.01345449,0.00000000,0.10281401,0.70205971,0.18384472,0.00000000
-5.48374187,0.87722811,0.01324853,0.00000000,0.10346848,0.70615257,0.18965593,0.00000000
-5.47773887,0.88310557,0.01306820,0.00000000,0.10435709,0.70912910,0.19547130,0.00000000
-5.47173587,0.88763490,0.01289810,0.00000000,0.10538976,0.71076967,0.20113356,0.00000000
-5.46573287,0.89051419,0.01272546,0.00000000,0.10647904,0.71090263,0.20649494,0.00000000
-5.45972986,0.89150366,0.01254003,0.00000000,0.10754097,0.70940876,0.21141882,0.00000000
-5.45372686,0.89043020,0.01233394,0.00000000,0.10849614,0.70622448,0.21578168,0.00000000
-5.44772386,0.88719088,0.01210149,0.00000000,0.10927068,0.70134391,0.21947505,0.00000000
-5.44172086,0.88175515,0.01183896,0.00000000,0.10979745,0.69481970,0.22240761,0.00000000
-5.43571786,0.87416605,0.01154444,0.00000000,0.11001719,0.68676284,0.22450718,0.00000000
-5.42971486,0.86454011,0.01121755,0.00000000,0.10987959,0.67734128,0.22572268,0.00000000
-5.42371186,0.85306614,0.01085932,0.00000000,0.10934438,0.66677769,0.22602581,0.00000000
-5.41770885,0.84000276,0.01047194,0.00000000,0.10838220,0.65534606,0.22541245,0.00000000
-5.41170585,0.82567463,0.01005860,0.00000000,0.10697526,0.64336747,0.22390355,0.00000000
-5.40570285,0.81046742,0.00962331,0.00000000,0.10511784,0.63120485,0.22154558,0.00000000
-5.39969985,0.79482134,0.00917077,0.00000000,0.10281634,0.61925686,0.21841026,0.00000000
-5.39369685,0.77922340,0.00870617,0.00000000,0.10008920,0.60795083,0.21459373,0.00000000
-5.38769385,0.76419825,0.00823514,0.00000000,0.09696630,0.59773485,0.21021500,0.00000000
-5.38169085,0.75029790,0.00776359,0.00000000,0.09348821,0.58906913,0.20541369,0.00000000
-5.37568784,0.73809021,0.00729763,0.00000000,0.08970500,0.58241657,0.20034725,0.00000000
-5.36968484,0.72814657,0.00684349,0.00000000,0.08567491,0.57823285,0.19518750,0.00000000
-5.36368184,0.72102888,0.00640746,0.00000000,0.08146276,0.57695607,0.19011684,0.00000000
-5.35767884,0.71727617,0.00599579,0.00000000,0.07713824,0.57899624,0.18532404,0.00000000
-5.35167584,0.71739129,0.00561471,0.00000000,0.07277419,0.58472479,0.18099993,0.00000000
-5.34567284,0.72182784,0.00527031,0.00000000,0.06844481,0.59446443,0.17733295,0.00000000
-5.33966983,0.73097797,0.00496857,0.00000000,0.06422403,0.60847958,0.17450491,0.00000000
-5.33366683,0.74516117,0.00471527,0.00000000,0.06018397,0.62696766,0.17268682,0.00000000
-5.32766383,0.76461462,0.00451601,0.00000000,0.05639362,0.65005152,0.17203524,0.00000000
-5.32166083,0.78948523,0.00437613,0.00000000,0.05291774,0.67777333,0.17268893,0.00000000
-5.31565783,0.81982373,0.00430074,0.00000000,0.04981594,0.71008999,0.17476608,0.00000000
-5.30965483,0.85558098,0.00429463,0.00000000,0.04714213,0.74687045,0.17836214,0.00000000
-5.30365183,0.89660660,0.00436224,0.00000000,0.04494402,0.78789494,0.18354812,0.00000000
-5.29764882,0.94265002,0.00450767,0.00000000,0.04326299,0.83285627,0.19036961,0.00000000
-5.29164582,0.99336389,0.00473453,0.00000000,0.04213396,0.88136322,0.19884633,0.00000000
-5.28564282,1.04830981,0.00504597,0.00000000,0.04158555,0.93294597,0.20897215,0.00000000
-5.27963982,1.10696622,0.00544455,0.00000000,0.04164015,0.98706360,0.22071571,0.00000000
-5.27363682,1.16873820,0.00593218,0.00000000,0.04231411,1.04311334,0.23402144,0.00000000
-5.26763382,1.23296906,0.00651004,0.00000000,0.04361792,1.10044160,0.24881092,0.00000000
-5.26163082,1.29895322,0.00717848,0.00000000,0.04555631,1.15835635,0.26498461,0.00000000
-5.25562781,1.36595027,0.00793696,0.00000000,0.04812832,1.21614063,0.28242388,0.00000000
-5.24962481,1.43319968,0.00878395,0.00000000,0.05132730,1.27306687,0.30099318,0.00000000
-5.24362181,1.49993595,0.00971689,0.00000000,0.05514088,1.32841163,0.32054250,0.00000000
-5.23761881,1.56540373,0.01073216,0.00000000,0.05955085,1.38147035,0.34090991,0.00000000
-5.23161581,1.62887255,0.01182508,0.00000000,0.06453306,1.43157181,0.36192429,0.00000000
-5.22561281,1.68965101,0.01298996,0.00000000,0.07005740,1.47809174,0.38340817,0.00000000
-5.21960980,1.74709987,0.01422018,0.00000000,0.07608780,1.52046536,0.40518068,0.00000000
-5.21360680,1.80064407,0.01550835,0.00000000,0.08258241,1.55819852,0.42706067,0.00000000
-5.20760380,1.84978326,0.01684658,0.00000000,0.08949393,1.59087703,0.44886993,0.00000000
-5.20160080,1.89410084,0.01822668,0.00000000,0.09677018,1.61817408,0.47043657,0.00000000
-5.19559780,1.93327145,0.01964060,0.00000000,0.10435498,1.63985565,0.49159847,0.00000000
-5.18959480,1.96706670,0.02108080,0.00000000,0.11218919,1.65578364,0.51220696,0.00000000
-5.18359180,1.99535947,0.02254073,0.00000000,0.12021222,1.66591702,0.53213050,0.00000000
-5.17758879,2.01812648,0.02401537,0.00000000,0.12836364,1.67031080,0.55125847,0.00000000
-5.17158579,2.03544956,0.02550171,0.00000000,0.13658511,1.66911322,0.56950490,0.00000000
-5.16558279,2.04751535,0.02699934,0.00000000,0.14482253,1.66256118,0.58681212,0.00000000
-5.15957979,2.05461378,0.02851089,0.00000000,0.15302823,1.65097421,0.60315415,0.00000000
-5.15357679,2.05713515,0.03004253,0.00000000,0.16116318,1.63474728,0.61853967,0.00000000
-5.14757379,2.05556593,0.03160424,0.00000000,0.16919912,1.61434256,0.63301449,0.00000000
-5.14157079,2.05048307,0.03321006,0.00000000,0.17712047,1.59028049,0.64666313,0.00000000
-5.13556778,2.04254683,0.03487813,0.00000000,0.18492581,1.56313039,0.65960955,0.00000000
-5.12956478,2.03249196,0.03663052,0.00000000,0.19262901,1.53350054,0.67201656,0.00000000
-5.12356178,2.02111695,0.03849287,0.00000000,0.20025958,1.50202821,0.68408393,0.00000000
-5.11755878,2.00927137,0.04049380,0.00000000,0.20786249,1.46936945,0.69604487,0.00000000
-5.11155578,1.99784098,0.04266404,0.00000000,0.21549709,1.43618886,0.70816092,0.00000000
-5.10555278,1.98773075,0.04503539,0.00000000,0.22323525,1.40314936,0.72071504,0.00000000
-5.09954977,1.97984572,0.04763938,0.00000000,0.23115867,1.37090201,0.73400305,0.00000000
-5.09354677,1.97506990,0.05050586,0.00000000,0.23935542,1.34007595,0.74832351,0.00000000
-5.08754377,1.97424370,0.05366132,0.00000000,0.24791572,1.31126854,0.76396619,0.00000000
-5.08154077,1.97814024,0.05712728,0.00000000,0.25692725,1.28503587,0.78119964,0.00000000
-5.07553777,1.98744131,0.06091858,0.00000000,0.26646996,1.26188372,0.80025806,0.00000000
-5.06953477,2.00271384,0.06504173,0.00000000,0.27661082,1.24225920,0.82132814,0.00000000
-5.06353177,2.02438782,0.06949353,0.00000000,0.28739852,1.22654334,0.84453641,0.00000000
-5.05752876,2.05273672,0.07425982,0.00000000,0.29885865,1.21504473,0.86993772,0.00000000
-5.05152576,2.08786133,0.07931459,0.00000000,0.31098933,1.20799459,0.89750550,0.00000000
-5.04552276,2.12967826,0.08461951,0.00000000,0.32375783,1.20554337,0.92712438,0.00000000
-5.03951976,2.17791369,0.09012387,0.00000000,0.33709819,1.20775910,0.95858575,0.00000000
-5.03351676,2.23210316,0.09576505,0.00000000,0.35091018,1.21462751,0.99158674,0.00000000
-5.02751376,2.29159789,0.10146944,0.00000000,0.36505969,1.22605408,1.02573286,0.00000000
-5.02151076,2.35557756,0.10715391,0.00000000,0.37938053,1.24186776,1.06054448,0.00000000
-5.01550775,2.42306944,0.11272775,0.00000000,0.39367785,1.26182635,1.09546715,0.00000000
-5.00950475,2.49297334,0.11809499,0.00000000,0.40773287,1.28562317,1.12988557,0.00000000
-5.00350175,2.56409140,0.12315706,0.00000000,0.42130890,1.31289480,1.16314061,0.00000000
-4.99749875,2.63516157,0.12781568,0.00000000,0.43415847,1.34322937,1.19454901,0.00000000
-4.99149575,2.70489349,0.13197591,0.00000000,0.44603107,1.37617513,1.22342485,0.00000000
-4.98549275,2.77200504,0.13554914,0.00000000,0.45668143,1.41124879,1.24910197,0.00000000
-4.97948974,2.83525818,0.13845595,0.00000000,0.46587782,1.44794332,1.27095640,0.00000000
-4.97348674,2.89349234,0.14062876,0.00000000,0.47341000,1.48573492,1.28842778,0.00000000
-4.96748374,2.94565408,0.14201404,0.00000000,0.47909655,1.52408895,1.30103886,0.00000000
-4.96148074,2.99082178,0.14257412,0.00000000,0.48279115,1.56246471,1.30841217,0.00000000
-4.95547774,3.02822440,0.14228836,0.00000000,0.48438765,1.60031919,1.31028318,0.00000000
-4.94947474,3.05725398,0.14115388,0.00000000,0.48382354,1.63710993,1.30650929,0.00000000
-4.94347174,3.07747142,0.13918548,0.00000000,0.48108192,1.67229724,1.29707443,0.00000000
-4.93746873,3.08860597,0.13641513,0.00000000,0.47619164,1.70534612,1.28208883,0.00000000
-4.93146573,3.09054883,0.13289074,0.00000000,0.46922587,1.73572844,1.26178439,0.00000000
-4.92546273,3.08334175,0.12867454,0.00000000,0.46029909,1.76292554,1.23650564,0.00000000
-4.91945973,3.06716164,0.12384096,0.00000000,0.44956268,1.78643189,1.20669687,0.00000000
-4.91345673,3.04230232,0.11847416,0.00000000,0.43719940,1.80575984,1.17288611,0.00000000
-4.90745373,3.00915478,0.11266541,0.00000000,0.42341694,1.82044593,1.13566662,0.00000000
-4.90145073,2.96818683,0.10651032,0.00000000,0.40844100,1.83005851,1.09567683,0.00000000
-4.89544772,2.91992353,0.10010606,0.00000000,0.39250801,1.83420666,1.05357948,0.00000000
-4.88944472,2.86492904,0.09354873,0.00000000,0.37585805,1.83255024,1.01004098,0.00000000
-4.88344172,2.80379052,0.08693092,0.00000000,0.35872792,1.82481031,0.96571162,0.00000000
-4.87743872,2.73710473,0.08033953,0.00000000,0.34134497,1.81077972,0.92120752,0.00000000
-4.87143572,2.66546716,0.07385401,0.00000000,0.32392164,1.79033298,0.87709471,0.00000000
-4.86543272,2.58946385,0.06754487,0.00000000,0.30665086,1.76343474,0.83387607,0.00000000
-4.85942971,2.50966568,0.06147273,0.00000000,0.28970260,1.73014644,0.79198122,0.00000000
-4.85342671,2.42662456,0.05568766,0.00000000,0.27322145,1.69063027,0.75175964,0.00000000
-4.84742371,2.34087132,0.05022897,0.00000000,0.25732517,1.64515015,0.71347705,0.00000000
-4.84142071,2.25291468,0.04512537,0.00000000,0.24210441,1.59406946,0.67731494,0.00000000
-4.83541771,2.16324094,0.04039542,0.00000000,0.22762321,1.53784523,0.64337303,0.00000000
-4.82941471,2.07231395,0.03604820,0.00000000,0.21392042,1.47701915,0.61167436,0.00000000
-4.82341171,1.98057522,0.03208433,0.00000000,0.20101177,1.41220545,0.58217263,0.00000000
-4.81740870,1.88844382,0.02849697,0.00000000,0.18889245,1.34407632,0.55476136,0.00000000
-4.81140570,1.79631613,0.02527301,0.00000000,0.17754009,1.27334535,0.52928439,0.00000000
-4.80540270,1.70456544,0.02239430,0.00000000,0.16691804,1.20074981,0.50554725,0.00000000
-4.79939970,1.61354137,0.01983884,0.00000000,0.15697871,1.12703249,0.48332889,0.00000000
-4.79339670,1.52356938,0.01758191,0.00000000,0.14766683,1.05292400,0.46239338,0.00000000
-4.78739370,1.43495042,0.01559716,0.00000000,0.13892270,0.97912603,0.44250105,0.00000000
-4.78139070,1.34796080,0.01385755,0.00000000,0.13068512,0.90629656,0.42341882,0.00000000
-4.77538769,1.26285245,0.01233619,0.00000000,0.12289396,0.83503719,0.40492931,0.00000000
-4.76938469,1.17985351,0.01100702,0.00000000,0.11549250,0.76588326,0.38683845,0.00000000
-4.76338169,1.09916929,0.00984537,0.00000000,0.10842919,0.69929672,0.36898152,0.00000000
-4.75737869,1.02098353,0.00882836,0.00000000,0.10165908,0.63566204,0.35122746,0.00000000
-4.75137569,0.94545981,0.00793522,0.00000000,0.09514473,0.57528484,0.33348129,0.00000000
-4.74537269,0.87274304,0.00714741,0.00000000,0.08885673,0.51839316,0.31568499,0.00000000
-4.73936968,0.80296085,0.00644872,0.00000000,0.08277379,0.46514101,0.29781654,0.00000000
-4.73336668,0.73622484,0.00582524,0.00000000,0.07688247,0.41561370,0.27988771,0.00000000
-4.72736368,0.67263149,0.00526526,0.00000000,0.07117662,0.36983470,0.26194053,0.00000000
-4.72136068,0.61226283,0.00475912,0.00000000,0.06565654,0.32777341,0.24404280,0.00000000
-4.71535768,0.55518670,0.00429903,0.00000000,0.06032797,0.28935348,0.22628299,0.00000000
-4.70935468,0.50145688,0.00387886,0.00000000,0.05520103,0.25446133,0.20876476,0.00000000
-4.70335168,0.45111291,0.00349392,0.00000000,0.05028903,0.22295446,0.19160136,0.00000000
-4.69734867,0.40417997,0.00314078,0.00000000,0.04560743,0.19466941,0.17491036,0.00000000
-4.69134567,0.36066883,0.00281700,0.00000000,0.04117279,0.16942906,0.15880868,0.00000000
-4.68534267,0.32057599,0.00252104,0.00000000,0.03700193,0.14704915,0.14340842,0.00000000
-4.67933967,0.28388439,0.00225204,0.00000000,0.03311128,0.12734412,0.12881344,0.00000000
-4.67333667,0.25056442,0.00200975,0.00000000,0.02951644,0.11013204,0.11511685,0.00000000
-4.66733367,0.22057571,0.00179440,0.00000000,0.02623198,0.09523875,0.10239955,0.00000000
-4.66133067,0.19386946,0.00160669,0.00000000,0.02327148,0.08250138,0.09072968,0.00000000
-4.65532766,0.17039145,0.00144775,0.00000000,0.02064781,0.07177110,0.08016303,0.00000000
-4.64932466,0.15008566,0.00131916,0.00000000,0.01837364,0.06291534,0.07074428,0.00000000
-4.64332166,0.13289830,0.00122297,0.00000000,0.01646209,0.05581952,0.06250895,0.00000000
-4.63731866,0.11878225,0.00116177,0.00000000,0.01492761,0.05038834,0.05548598,0.00000000
-4.63131566,0.10770164,0.00113878,0.00000000,0.01378686,0.04654660,0.04970058,0.00000000
-4.62531266,0.09963637,0.00115790,0.00000000,0.01305972,0.04423983,0.04517743,0.00000000
-4.61930965,0.09458639,0.00122381,0.00000000,0.01277027,0.04343438,0.04194384,0.00000000
-4.61330665,0.09257541,0.00134204,0.00000000,0.01294767,0.04411729,0.04003277,0.00000000
-4.60730365,0.09365389,0.00151901,0.00000000,0.01362692,0.04629571,0.03948551,0.00000000
-4.60130065,0.09790105,0.00176208,0.00000000,0.01484948,0.04999596,0.04035390,0.00000000
-4.59529765,0.10542555,0.00207953,0.00000000,0.01666353,0.05526207,0.04270185,0.00000000
-4.58929465,0.11636486,0.00248051,0.00000000,0.01912400,0.06215382,0.04660613,0.00000000
-4.58329165,0.13088293,0.00297493,0.00000000,0.02229218,0.07074422,0.05215621,0.00000000
-4.57728864,0.14916611,0.00357330,0.00000000,0.02623493,0.08111642,0.05945316,0.00000000
-4.57128564,0.17141733,0.00428651,0.00000000,0.03102346,0.09335986,0.06860755,0.00000000
-4.56528264,0.19784829,0.00512550,0.00000000,0.03673159,0.10756596,0.07973617,0.00000000
-4.55927964,0.22867003,0.00610094,0.00000000,0.04343363,0.12382300,0.09295792,0.00000000
-4.55327664,0.26408169,0.00722279,0.00000000,0.05120170,0.14221063,0.10838856,0.00000000
-4.54727364,0.30425799,0.00849980,0.00000000,0.06010282,0.16279375,0.12613474,0.00000000
-4.54127064,0.34933562,0.00993904,0.00000000,0.07019551,0.18561626,0.14628734,0.00000000
-4.53526763,0.39939899,0.01154532,0.00000000,0.08152631,0.21069453,0.16891429,0.00000000
-4.52926463,0.45446591,0.01332069,0.00000000,0.09412614,0.23801114,0.19405335,0.00000000
-4.52326163,0.51447387,0.01526390,0.00000000,0.10800672,0.26750894,0.22170491,0.00000000
-4.51725863,0.57926748,0.01736994,0.00000000,0.12315726,0.29908580,0.25182533,0.00000000
-4.51125563,0.64858789,0.01962969,0.00000000,0.13954153,0.33259043,0.28432110,0.00000000
-4.50525263,0.72206489,0.02202963,0.00000000,0.15709552,0.36781953,0.31904425,0.00000000
-4.49924962,0.79921232,0.02455171,0.00000000,0.17572587,0.40451652,0.35578927,0.00000000
-4.49324662,0.87942739,0.02717338,0.00000000,0.19530922,0.44237217,0.39429186,0.00000000
-4.48724362,0.96199441,0.02986783,0.00000000,0.21569258,0.48102732,0.43422987,0.00000000
-4.48124062,1.04609311,0.03260431,0.00000000,0.23669486,0.52007778,0.47522643,0.00000000
-4.47523762,1.13081175,0.03534877,0.00000000,0.25810956,0.55908132,0.51685539,0.00000000
-4.46923462,1.21516475,0.03806459,0.00000000,0.27970858,0.59756685,0.55864905,0.00000000
-4.46323162,1.29811449,0.04071348,0.00000000,0.30124716,0.63504540,0.60010802,0.00000000
-4.45722861,1.37859670,0.04325655,0.00000000,0.32246973,0.67102264,0.64071290,0.00000000
-4.45122561,1.45554847,0.04565538,0.00000000,0.34311657,0.70501252,0.67993738,0.00000000
-4.44522261,1.52793798,0.04787329,0.00000000,0.36293099,0.73655151,0.71726231,0.00000000
-4.43921961,1.59479477,0.04987639,0.00000000,0.38166684,0.76521288,0.75219033,0.00000000
-4.43321661,1.65523926,0.05163483,0.00000000,0.39909598,0.79062042,0.78426023,0.00000000
-4.42721361,1.70851044,0.05312370,0.00000000,0.41501558,0.81246110,0.81306069,0.00000000
-4.42121061,1.75399050,0.05432399,0.00000000,0.42925477,0.83049597,0.83824280,0.00000000
-4.41520760,1.79122547,0.05522324,0.00000000,0.44168068,0.84456908,0.85953083,0.00000000
-4.40920460,1.81994105,0.05581599,0.00000000,0.45220334,0.85461382,0.87673089,0.00000000
-4.40320160,1.84005309,0.05610408,0.00000000,0.46077956,0.86065660,0.88973713,0.00000000
-4.39719860,1.85167242,0.05609661,0.00000000,0.46741554,0.86281780,0.89853548,0.00000000
-4.39119560,1.85510408,0.05580975,0.00000000,0.47216817,0.86130987,0.90320461,0.00000000
-4.38519260,1.85084105,0.05526630,0.00000000,0.47514506,0.85643292,0.90391446,0.00000000
-4.37918959,1.83955309,0.05449509,0.00000000,0.47650332,0.84856792,0.90092226,0.00000000
-4.37318659,1.82207129,0.05353019,0.00000000,0.47644716,0.83816801,0.89456654,0.00000000
-4.36718359,1.79936902,0.05241010,0.00000000,0.47522447,0.82574824,0.88525923,0.00000000
-4.36118059,1.77254017,0.05117678,0.00000000,0.47312232,0.81187414,0.87347634,0.00000000
-4.35517759,1.74277543,0.04987472,0.00000000,0.47046181,0.79714966,0.85974750,0.00000000
-4.34917459,1.71133737,0.04854998,0.00000000,0.46759199,0.78220475,0.84464476,0.00000000
-4.34317159,1.67953500,0.04724930,0.00000000,0.46488328,0.76768284,0.82877086,0.00000000
-4.33716858,1.64869817,0.04601927,0.00000000,0.46272024,0.75422871,0.81274724,0.00000000
-4.33116558,1.62015237,0.04490554,0.00000000,0.46149387,0.74247655,0.79720205,0.00000000
-4.32516258,1.59519395,0.04395212,0.00000000,0.46159344,0.73303856,0.78275815,0.00000000
-4.31915958,1.57506606,0.04320081,0.00000000,0.46339789,0.72649404,0.77002128,0.00000000
-4.31315658,1.56093520,0.04269061,0.00000000,0.46726692,0.72337888,0.75956844,0.00000000
-4.30715358,1.55386853,0.04245723,0.00000000,0.47353181,0.72417546,0.75193651,0.00000000
