energy_ev,total_up,Ge_p_up,Ge_d_up,Ru_p_up,Ru_d_up,Te_p_up,Te_d_up
-6.00000000,0.59651545,0.20588036,0.00000000,0.59061381,0.28504909,0.12324615,0.00000000
-5.99399700,0.61403364,0.21541419,0.00000000,0.62785068,0.29166321,0.12302969,0.00000000
-5.98799400,0.63703228,0.22594551,0.00000000,0.66853213,0.30140824,0.12420413,0.00000000
-5.98199100,0.66518543,0.23735010,0.00000000,0.71242455,0.31414743,0.12667021,0.00000000
-5.97598799,0.69816212,0.24950993,0.00000000,0.75930522,0.32974002,0.13032649,0.00000000
-5.96998499,0.73564192,0.26231946,0.00000000,0.80897702,0.34804836,0.13507292,0.00000000
-5.96398199,0.77732940,0.27569142,0.00000000,0.86128159,0.36894455,0.14081409,0.00000000
-5.95797899,0.82296649,0.28956185,0.00000000,0.91611007,0.39231599,0.14746205,0.00000000
-5.95197599,0.87234222,0.30389408,0.00000000,0.97341030,0.41806988,0.15493853,0.00000000
-5.94597299,0.92529898,0.31868121,0.00000000,1.03319004,0.44613606,0.16317654,0.00000000
-5.93996998,0.98173484,0.33394698,0.00000000,1.09551528,0.47646811,0.17212117,0.00000000
-5.93396698,1.04160169,0.34974477,0.00000000,1.16050355,0.50904251,0.18172962,0.00000000
-5.92796398,1.10489874,0.36615463,0.00000000,1.22831201,0.54385572,0.19197038,0.00000000
-5.92196098,1.17166176,0.38327839,0.00000000,1.29912054,0.58091922,0.20282160,0.00000000
-5.91595798,1.24194802,0.40123304,0.00000000,1.37311044,0.62025258,0.21426873,0.00000000
-5.90995498,1.31581774,0.42014243,0.00000000,1.45043956,0.66187479,0.22630146,0.00000000
-5.90395198,1.39331262,0.44012781,0.00000000,1.53121494,0.70579415,0.23891017,0.00000000
-5.89794897,1.47443248,0.46129752,0.00000000,1.61546442,0.75199713,0.25208201,0.00000000
-5.89194597,1.55911122,0.48373640,0.00000000,1.70310868,0.80043676,0.26579675,0.00000000
-5.88594297,1.64719337,0.50749536,0.00000000,1.79393552,0.85102113,0.28002279,0.00000000
-5.87993997,1.73841247,0.53258184,0.00000000,1.88757772,0.90360257,0.29471336,0.00000000
-5.87393697,1.83237292,0.55895152,0.00000000,1.98349644,0.95796836,0.30980328,0.00000000
-5.86793397,1.92853631,0.58650197,0.00000000,2.08097122,1.01383338,0.32520648,0.00000000
-5.86193097,2.02621362,0.61506863,0.00000000,2.17909781,1.07083554,0.34081439,0.00000000
-5.85592796,2.12456410,0.64442334,0.00000000,2.27679463,1.12853440,0.35649556,0.00000000
-5.84992496,2.22260154,0.67427597,0.00000000,2.37281815,1.18641339,0.37209641,0.00000000
-5.84392196,2.31920834,0.70427890,0.00000000,2.46578706,1.24388595,0.38744338,0.00000000
-5.83791896,2.41315721,0.73403454,0.00000000,2.55421473,1.30030560,0.40234629,0.00000000
-5.83191596,2.50314016,0.76310560,0.00000000,2.63654898,1.35497990,0.41660305,0.00000000
-5.82591296,2.58780402,0.79102781,0.00000000,2.71121766,1.40718789,0.43000547,0.00000000
-5.81990995,2.66579120,0.81732458,0.00000000,2.77667829,1.45620064,0.44234601,0.00000000
-5.81390695,2.73578425,0.84152306,0.00000000,2.83146982,1.50130405,0.45342525,0.00000000
-5.80790395,2.79655250,0.86317090,0.00000000,2.87426423,1.54182315,0.46305975,0.00000000
-5.80190095,2.84699878,0.88185304,0.00000000,2.90391581,1.57714688,0.47109004,0.00000000
-5.79589795,2.88620427,0.89720774,0.00000000,2.91950584,1.60675230,0.47738830,0.00000000
-5.78989495,2.91346937,0.90894116,0.00000000,2.92038075,1.63022714,0.48186557,0.00000000
-5.78389195,2.92834892,0.91683985,0.00000000,2.90618207,1.64728967,0.48447788,0.00000000
-5.77788894,2.93067975,0.92078054,0.00000000,2.87686668,1.65780490,0.48523129,0.00000000
-5.77188594,2.92059965,0.92073677,0.00000000,2.83271648,1.66179627,0.48418541,0.00000000
-5.76588294,2.89855627,0.91678217,0.00000000,2.77433714,1.65945226,0.48145527,0.00000000
-5.75987994,2.86530585,0.90909001,0.00000000,2.70264571,1.65112750,0.47721135,0.00000000
-5.75387694,2.82190132,0.89792931,0.00000000,2.61884791,1.63733815,0.47167786,0.00000000
-5.74787394,2.76967031,0.88365746,0.00000000,2.52440576,1.61875174,0.46512904,0.00000000
-5.74187094,2.71018379,0.86670986,0.00000000,2.42099711,1.59617180,0.45788387,0.00000000
-5.73586793,2.64521654,0.84758687,0.00000000,2.31046866,1.57051785,0.45029903,0.00000000
-5.72986493,2.57670096,0.82683885,0.00000000,2.19478429,1.54280156,0.44276061,0.00000000
-5.72386193,2.50667592,0.80504979,0.00000000,2.07597084,1.51409999,0.43567457,0.00000000
-5.71785893,2.43723259,0.78282028,0.00000000,1.95606326,1.48552704,0.42945647,0.00000000
-5.71185593,2.37045929,0.76075056,0.00000000,1.83705112,1.45820409,0.42452058,0.00000000
-5.70585293,2.30838713,0.73942418,0.00000000,1.72082841,1.43323105,0.42126886,0.00000000
-5.69984992,2.25293841,0.71939311,0.00000000,1.60914805,1.41165868,0.42008009,0.00000000
-5.69384692,2.20587927,0.70116457,0.00000000,1.50358256,1.39446330,0.42129938,0.00000000
-5.68784392,2.16877812,0.68519013,0.00000000,1.40549190,1.38252441,0.42522851,0.00000000
-5.68184092,2.14297077,0.67185733,0.00000000,1.31599913,1.37660606,0.43211727,0.00000000
-5.67583792,2.12953317,0.66148393,0.00000000,1.23597425,1.37734212,0.44215608,0.00000000
-5.66983492,2.12926218,0.65431482,0.00000000,1.16602632,1.38522581,0.45547017,0.00000000
-5.66383192,2.14266445,0.65052154,0.00000000,1.10650354,1.40060353,0.47211531,0.00000000
-5.65782891,2.16995347,0.65020398,0.00000000,1.05750101,1.42367261,0.49207550,0.00000000
-5.65182591,2.21105418,0.65339430,0.00000000,1.01887512,1.45448300,0.51526238,0.00000000
-5.64582291,2.26561465,0.66006227,0.00000000,0.99026416,1.49294219,0.54151670,0.00000000
-5.63981991,2.33302412,0.67012199,0.00000000,0.97111377,1.53882300,0.57061159,0.00000000
-5.63381691,2.41243626,0.68343926,0.00000000,0.96070636,1.59177369,0.60225764,0.00000000
-5.62781391,2.50279680,0.69983930,0.00000000,0.95819343,1.65132969,0.63610970,0.00000000
-5.62181091,2.60287434,0.71911435,0.00000000,0.96262944,1.71692649,0.67177503,0.00000000
-5.61580790,2.71129316,0.74103086,0.00000000,0.97300624,1.78791311,0.70882271,0.00000000
-5.60980490,2.82656705,0.76533583,0.00000000,0.98828702,1.86356555,0.74679387,0.00000000
-5.60380190,2.94713292,0.79176215,0.00000000,1.00743850,1.94309993,0.78521239,0.00000000
-5.59779890,3.07138319,0.82003285,0.00000000,1.02946067,2.02568494,0.82359581,0.00000000
-5.59179590,3.19769624,0.84986407,0.00000000,1.05341306,2.11045330,0.86146582,0.00000000
-5.58579290,3.32446386,0.88096692,0.00000000,1.07843689,2.19651213,0.89835820,0.00000000
-5.57978989,3.45011547,0.91304818,0.00000000,1.10377244,2.28295227,0.93383164,0.00000000
-5.57378689,3.57313837,0.94581024,0.00000000,1.12877144,2.36885642,0.96747529,0.00000000
-5.56778389,3.69209422,0.97895037,0.00000000,1.15290406,2.45330649,0.99891474,0.00000000
-5.56178089,3.80563149,1.01215966,0.00000000,1.17576060,2.53539024,1.02781633,0.00000000
-5.55577789,3.91249431,1.04512202,0.00000000,1.19704818,2.61420758,1.05388967,0.00000000
-5.54977489,4.01152819,1.07751345,0.00000000,1.21658263,2.68887683,1.07688853,0.00000000
-5.54377189,4.10168312,1.10900201,0.00000000,1.23427646,2.75854131,1.09661024,0.00000000
-5.53776888,4.18201483,1.13924866,0.00000000,1.25012342,2.82237651,1.11289371,0.00000000
-5.53176588,4.25168499,1.16790925,0.00000000,1.26418078,2.87959815,1.12561663,0.00000000
-5.52576288,4.30996106,1.19463776,0.00000000,1.27655021,2.92947127,1.13469193,0.00000000
-5.51975988,4.35621657,1.21909075,0.00000000,1.28735835,2.97132041,1.14006406,0.00000000
-5.51375688,4.38993220,1.24093318,0.00000000,1.29673808,3.00454068,1.14170536,0.00000000
-5.50775388,4.41069820,1.25984512,0.00000000,1.30481146,3.02860972,1.13961294,0.00000000
-5.50175088,4.41821822,1.27552947,0.00000000,1.31167527,3.04309987,1.13380612,0.00000000
-5.49574787,4.41231446,1.28772000,0.00000000,1.31738964,3.04769033,1.12432486,0.00000000
-5.48974487,4.39293380,1.29618964,0.00000000,1.32197051,3.04217855,1.11122907,0.00000000
-5.48374187,4.36015438,1.30075834,0.00000000,1.32538597,3.02649022,1.09459888,0.00000000
-5.47773887,4.31419204,1.30130025,0.00000000,1.32755662,3.00068715,1.07453566,0.00000000
-5.47173587,4.25540557,1.29774967,0.00000000,1.32835973,2.96497244,1.05116375,0.00000000
-5.46573287,4.18430022,1.29010549,0.00000000,1.32763674,2.91969234,1.02463242,0.00000000
-5.45972986,4.10152844,1.27843372,0.00000000,1.32520362,2.86533429,0.99511800,0.00000000
-5.45372686,4.00788723,1.26286796,0.00000000,1.32086323,2.80252096,0.96282564,0.00000000
-5.44772386,3.90431157,1.24360766,0.00000000,1.31441891,2.73200010,0.92799058,0.00000000
-5.44172086,3.79186367,1.22091416,0.00000000,1.30568853,2.65463040,0.89087851,0.00000000
-5.43571786,3.67171791,1.19510464,0.00000000,1.29451794,2.57136375,0.85178494,0.00000000
-5.42971486,3.54514174,1.16654417,0.00000000,1.28079333,2.48322428,0.81103337,0.00000000
-5.42371186,3.41347315,1.13563616,0.00000000,1.26445158,2.39128517,0.76897227,0.00000000
-5.41770885,3.27809532,1.10281166,0.00000000,1.24548821,2.29664388,0.72597086,0.00000000
-5.41170585,3.14040938,1.06851792,0.00000000,1.22396262,2.20039689,0.68241385,0.00000000
-5.40570285,3.00180658,1.03320660,0.00000000,1.20000029,2.10361498,0.63869539,0.00000000
-5.39969985,2.86364076,0.99732230,0.00000000,1.17379212,2.00731991,0.59521236,0.00000000
-5.39369685,2.72720243,0.96129167,0.00000000,1.14559100,1.91246354,0.55235744,0.00000000
-5.38769385,2.59369549,0.92551366,0.00000000,1.11570588,1.81991011,0.51051220,0.00000000
-5.38169085,2.46421752,0.89035119,0.00000000,1.08449388,1.73042234,0.47004053,0.00000000
-5.37568784,2.33974442,0.85612456,0.00000000,1.05235090,1.64465168,0.43128270,0.00000000
-5.36968484,2.22111982,0.82310670,0.00000000,1.01970117,1.56313315,0.39455025,0.00000000
-5.36368184,2.10904967,0.79152046,0.00000000,0.98698650,1.48628446,0.36012199,0.00000000
-5.35767884,2.00410180,0.76153790,0.00000000,0.95465550,1.41440952,0.32824112,0.00000000
-5.35167584,1.90671041,0.73328139,0.00000000,0.92315341,1.34770573,0.29911357,0.00000000
-5.34567284,1.81718480,0.70682651,0.00000000,0.89291274,1.28627462,0.27290755,0.00000000
-5.33966983,1.73572186,0.68220635,0.00000000,0.86434518,1.23013511,0.24975420,0.00000000
-5.33366683,1.66242125,0.65941705,0.00000000,0.83783473,1.17923865,0.22974918,0.00000000
-5.32766383,1.59730262,0.63842412,0.00000000,0.81373230,1.13348548,0.21295514,0.00000000
-5.32166083,1.54032359,0.61916930,0.00000000,0.79235160,1.09274117,0.19940465,0.00000000
-5.31565783,1.49139782,0.60157751,0.00000000,0.77396631,1.05685254,0.18910364,0.00000000
-5.30965483,1.45041197,0.58556367,0.00000000,0.75880840,1.02566254,0.18203489,0.00000000
-5.30365183,1.41724089,0.57103893,0.00000000,0.74706729,0.99902307,0.17816148,0.00000000
-5.29764882,1.39176024,0.55791619,0.00000000,0.73888969,0.97680559,0.17743003,0.00000000
-5.29164582,1.37385598,0.54611459,0.00000000,0.73437993,0.95890878,0.17977347,0.00000000
-5.28564282,1.36343037,0.53556286,0.00000000,0.73360060,0.94526323,0.18511334,0.00000000
-5.27963982,1.36040415,0.52620142,0.00000000,0.73657320,0.93583292,0.19336147,0.00000000
-5.27363682,1.36471501,0.51798320,0.00000000,0.74327887,0.93061348,0.20442095,0.00000000
-5.26763382,1.37631232,0.51087320,0.00000000,0.75365895,0.92962740,0.21818651,0.00000000
-5.26163082,1.39514850,0.50484692,0.00000000,0.76761544,0.93291646,0.23454423,0.00000000
-5.25562781,1.42116757,0.49988770,0.00000000,0.78501131,0.94053177,0.25337066,0.00000000
-5.24962481,1.45429123,0.49598336,0.00000000,0.80567068,0.95252188,0.27453153,0.00000000
-5.24362181,1.49440354,0.49312213,0.00000000,0.82937906,0.96891957,0.29788003,0.00000000
-5.23761881,1.54133472,0.49128831,0.00000000,0.85588363,0.98972795,0.32325491,0.00000000
-5.23161581,1.59484504,0.49045786,0.00000000,0.88489372,1.01490662,0.35047851,0.00000000
