energy_ev,total_up,As_p_up,As_d_up,Se_s_up,Se_p_up,V_p_up,V_d_up
-6.00000000,0.53862715,0.32788439,0.00000000,0.01532143,0.03988144,0.38571935,0.26057693
-5.99399700,0.53636727,0.32810122,0.00000000,0.01561561,0.03868644,0.38751319,0.26016306
-5.98799400,0.53532871,0.32900680,0.00000000,0.01595811,0.03759705,0.38992251,0.26030703
-5.98199100,0.53537826,0.33050774,0.00000000,0.01633614,0.03661687,0.39284649,0.26094781
-5.97598799,0.53633753,0.33248201,0.00000000,0.01673611,0.03574631,0.39614501,0.26200134
-5.96998499,0.53798933,0.33478319,0.00000000,0.01714392,0.03498289,0.39964361,0.26336412
-5.96398199,0.54008727,0.33724666,0.00000000,0.01754531,0.03432176,0.40314092,0.26491820
-5.95797899,0.54236794,0.33969738,0.00000000,0.01792623,0.03375638,0.40641789,0.26653748
-5.95197599,0.54456512,0.34195883,0.00000000,0.01827331,0.03327942,0.40924852,0.26809487
-5.94597299,0.54642502,0.34386257,0.00000000,0.01857437,0.03288376,0.41141135,0.26946995
-5.93996998,0.54772192,0.34525804,0.00000000,0.01881884,0.03256350,0.41270105,0.27055671
-5.93396698,0.54827307,0.34602179,0.00000000,0.01899824,0.03231499,0.41293968,0.27127096
-5.92796398,0.54795219,0.34606588,0.00000000,0.01910658,0.03213777,0.41198669,0.27155684
-5.92196098,0.54670059,0.34534474,0.00000000,0.01914064,0.03203531,0.40974738,0.27139233
-5.91595798,0.54453545,0.34386027,0.00000000,0.01910024,0.03201568,0.40617931,0.27079307
-5.90995498,0.54155445,0.34166468,0.00000000,0.01898832,0.03209182,0.40129615,0.26981454
-5.90395198,0.53793668,0.33886104,0.00000000,0.01881096,0.03228167,0.39516900,0.26855227
-5.89794897,0.53393946,0.33560132,0.00000000,0.01857718,0.03260792,0.38792494,0.26714001
-5.89194597,0.52989118,0.33208204,0.00000000,0.01829877,0.03309748,0.37974300,0.26574596
-5.88594297,0.52618042,0.32853763,0.00000000,0.01798984,0.03378070,0.37084763,0.26456712
-5.87993997,0.52324165,0.32523180,0.00000000,0.01766638,0.03469021,0.36150012,0.26382202
-5.87393697,0.52153823,0.32244727,0.00000000,0.01734568,0.03585963,0.35198826,0.26374209
-5.86793397,0.52154330,0.32047432,0.00000000,0.01704568,0.03732199,0.34261492,0.26456206
-5.86193097,0.52371938,0.31959860,0.00000000,0.01678436,0.03910808,0.33368581,0.26650980
-5.85592796,0.52849763,0.32008889,0.00000000,0.01657896,0.04124467,0.32549735,0.26979605
-5.84992496,0.53625762,0.32218507,0.00000000,0.01644542,0.04375280,0.31832482,0.27460448
-5.84392196,0.54730851,0.32608720,0.00000000,0.01639764,0.04664608,0.31241162,0.28108264
-5.83791896,0.56187248,0.33194588,0.00000000,0.01644697,0.04992918,0.30795997,0.28933403
-5.83191596,0.58007122,0.33985447,0.00000000,0.01660173,0.05359656,0.30512335,0.29941185
-5.82591296,0.60191606,0.34984358,0.00000000,0.01686678,0.05763150,0.30400115,0.31131466
-5.81990995,0.62730229,0.36187795,0.00000000,0.01724333,0.06200552,0.30463563,0.32498414
-5.81390695,0.65600796,0.37585593,0.00000000,0.01772876,0.06667821,0.30701120,0.34030519
-5.80790395,0.68769731,0.39161172,0.00000000,0.01831665,0.07159748,0.31105610,0.35710830
-5.80190095,0.72192874,0.40892003,0.00000000,0.01899696,0.07670036,0.31664632,0.37517414
-5.79589795,0.75816707,0.42750321,0.00000000,0.01975625,0.08191421,0.32361139,0.39424023
