energy_ev,total_up,C_s_up,C_p_up,Ca_p_up,Ca_d_up,Pd_p_up,Pd_d_up,Te_p_up,Te_d_up
-6.00000000,1.31589446,0.00660413,0.10821708,0.00555141,0.00000000,0.76866793,0.87761042,0.38169228,0.00000000
-5.99399700,1.29430893,0.00616163,0.10834576,0.00562478,0.00000000,0.75549549,0.85603141,0.37932361,0.00000000
-5.98799400,1.28115662,0.00576318,0.10878534,0.00574660,0.00000000,0.75026784,0.83925753,0.38008552,0.00000000
-5.98199100,1.27618398,0.00541073,0.10949965,0.00591215,0.00000000,0.75233716,0.82728635,0.38383669,0.00000000
-5.97598799,1.27902962,0.00510505,0.11045290,0.00611604,0.00000000,0.76095251,0.82005842,0.39038697,0.00000000
-5.96998499,1.28923236,0.00484575,0.11160981,0.00635225,0.00000000,0.77527775,0.81746057,0.39950109,0.00000000
-5.96398199,1.30624262,0.00463132,0.11293567,0.00661423,0.00000000,0.79441174,0.81933098,0.41090408,0.00000000
-5.95797899,1.32943711,0.00445928,0.11439638,0.00689503,0.00000000,0.81741060,0.82546588,0.42428817,0.00000000
-5.95197599,1.35813649,0.00432622,0.11595856,0.00718739,0.00000000,0.84331145,0.83562786,0.43932125,0.00000000
-5.94597299,1.39162561,0.00422805,0.11758974,0.00748394,0.00000000,0.87115728,0.84955530,0.45565629,0.00000000
-5.93996998,1.42917560,0.00416008,0.11925869,0.00777737,0.00000000,0.90002194,0.86697280,0.47294173,0.00000000
-5.93396698,1.47006695,0.00411727,0.12093599,0.00806060,0.00000000,0.92903481,0.88760183,0.49083217,0.00000000
-5.92796398,1.51361246,0.00409435,0.12259460,0.00832698,0.00000000,0.95740379,0.91117128,0.50899899,0.00000000
-5.92196098,1.55917889,0.00408604,0.12421073,0.00857048,0.00000000,0.98443605,0.93742715,0.52714043,0.00000000
-5.91595798,1.60620620,0.00408724,0.12576462,0.00878586,0.00000000,1.00955538,0.96614071,0.54499054,0.00000000
-5.90995498,1.65422303,0.00409315,0.12724142,0.00896883,0.00000000,1.03231534,0.99711469,0.56232661,0.00000000
-5.90395198,1.70285739,0.00409944,0.12863189,0.00911613,0.00000000,1.05240755,1.03018664,0.57897457,0.00000000
-5.89794897,1.75184173,0.00410237,0.12993295,0.00922569,0.00000000,1.06966452,1.06522938,0.59481212,0.00000000
-5.89194597,1.80101177,0.00409888,0.13114797,0.00929660,0.00000000,1.08405680,1.10214797,0.60976928,0.00000000
