energy_ev,total_up,Bi_p_up,Bi_d_up,Te_p_up,Te_d_up,Y_p_up,Y_d_up
-5.65782891,1.04401873,0.10814752,0.00358186,0.62494646,0.00000000,0.64911336,0.38324171
-5.65182591,1.01786277,0.10527281,0.00346241,0.61117369,0.00000000,0.63425308,0.37434851
-5.64582291,0.98874163,0.10221366,0.00334354,0.59528863,0.00000000,0.61720193,0.36434180
-5.63981991,0.95733334,0.09906554,0.00322739,0.57769248,0.00000000,0.59841426,0.35347347
-5.63381691,0.92441072,0.09594031,0.00311627,0.55884087,0.00000000,0.57841284,0.34202952
-5.62781391,0.89082323,0.09296553,0.00301266,0.53923099,0.00000000,0.55777738,0.33032279
-5.62181091,0.85747621,0.09028342,0.00291917,0.51938713,0.00000000,0.53713131,0.31868486
-5.61580790,0.82530834,0.08804954,0.00283844,0.49984533,0.00000000,0.51712745,0.30745719
-5.60980490,0.79526838,0.08643135,0.00277307,0.48113781,0.00000000,0.49843311,0.29698222
-5.60380190,0.76829221,0.08560647,0.00272562,0.46377787,0.00000000,0.48171527,0.28759449
-5.59779890,0.74528090,0.08576087,0.00269846,0.44824587,0.00000000,0.46762614,0.27961250
-5.59179590,0.72708098,0.08708692,0.00269377,0.43497689,0.00000000,0.45678988,0.27333130
-5.58579290,0.71446722,0.08978121,0.00271346,0.42435060,0.00000000,0.44979051,0.26901635
-5.57978989,0.70812877,0.09404231,0.00275912,0.41668366,0.00000000,0.44716143,0.26689878
-5.57378689,0.70865877,0.10006833,0.00283201,0.41222487,0.00000000,0.44937677,0.26717213
-5.56778389,0.71654772,0.10805432,0.00293302,0.41115328,0.00000000,0.45684444,0.26999072
-5.56178089,0.73218042,0.11818942,0.00306267,0.41357916,0.00000000,0.46990097,0.27546953
-5.55577789,0.75583651,0.13065389,0.00322112,0.41954760,0.00000000,0.48880805,0.28368563
-5.54977489,0.78769390,0.14561593,0.00340821,0.42904461,0.00000000,0.51375050,0.29468086
-5.54377189,0.82783501,0.16322825,0.00362343,0.44200523,0.00000000,0.54483566,0.30846559
-5.53776888,0.87625490,0.18362463,0.00386605,0.45832319,0.00000000,0.58209376,0.32502333
-5.53176588,0.93287088,0.20691636,0.00413507,0.47786158,0.00000000,0.62547924,0.34431577
-5.52576288,0.99753288,0.23318868,0.00442936,0.50046397,0.00000000,0.67487284,0.36628806
-5.51975988,1.07003389,0.26249740,0.00474766,0.52596534,0.00000000,0.73008411,0.39087390
-5.51375688,1.15011984,0.29486564,0.00508864,0.55420234,0.00000000,0.79085441,0.41800012
-5.50775388,1.23749842,0.33028099,0.00545093,0.58502214,0.00000000,0.85686021,0.44759057
-5.50175088,1.33184625,0.36869305,0.00583320,0.61828956,0.00000000,0.92771658,0.47956882
-5.49574787,1.43281411,0.41001159,0.00623416,0.65389203,0.00000000,1.00298090,0.51385981
-5.48974487,1.54002982,0.45410519,0.00665256,0.69174204,0.00000000,1.08215676,0.55038996
-5.48374187,1.65309874,0.50080073,0.00708721,0.73177686,0.00000000,1.16469804,0.58908592
-5.47773887,1.77160178,0.54988355,0.00753698,0.77395561,0.00000000,1.25001316,0.62987183
-5.47173587,1.89509115,0.60109829,0.00800076,0.81825372,0.00000000,1.33746957,0.67266535
-5.46573287,2.02308401,0.65415063,0.00847743,0.86465487,0.00000000,1.42639852,0.71737242
-5.45972986,2.15505457,0.70870963,0.00896582,0.91314107,0.00000000,1.51610012,0.76388122
-5.45372686,2.29042505,0.76441083,0.00946467,0.96368104,0.00000000,1.60584869,0.81205554
-5.44772386,2.42855620,0.82085988,0.00997256,1.01621775,0.00000000,1.69489860,0.86172799
-5.44172086,2.56873825,0.87763687,0.01048787,1.07065560,0.00000000,1.78249036,0.91269355
-5.43571786,2.71018276,0.93430103,0.01100872,1.12684809,0.00000000,1.86785738,0.96470370
-5.42971486,2.85201659,0.99039591,0.01153295,1.18458668,0.00000000,1.95023300,1.01746187
-5.42371186,2.99327832,1.04545497,0.01205809,1.24359145,0.00000000,2.02885823,1.07062040
-5.41770885,3.13291831,1.09900744,0.01258132,1.30350440,0.00000000,2.10298990,1.12377948
-5.41170585,3.26980250,1.15058441,0.01309951,1.36388584,0.00000000,2.17190938,1.17648833
-5.40570285,3.40272081,1.19972524,0.01360922,1.42421432,0.00000000,2.23493176,1.22824888
-5.39969985,3.53040017,1.24598398,0.01410674,1.48389040,0.00000000,2.29141547,1.27852196
-5.39369685,3.65152226,1.28893599,0.01458813,1.54224446,0.00000000,2.34077214,1.32673601
-5.38769385,3.76474576,1.32818452,0.01504934,1.59854832,0.00000000,2.38247675,1.37229818
-5.38169085,3.86873270,1.36336715,0.01548625,1.65203061,0.00000000,2.41607756,1.41460746
-5.37568784,3.96217819,1.39416216,0.01589478,1.70189534,0.00000000,2.44120590,1.45306950
-5.36968484,4.04384264,1.42029445,0.01627100,1.74734307,0.00000000,2.45758538,1.48711262
-5.36368184,4.11258538,1.44154099,0.01661123,1.78759403,0.00000000,2.46504021,1.51620437
-5.35767884,4.16739849,1.45773575,0.01691214,1.82191221,0.00000000,2.46350241,1.53986807
-5.35167584,4.20743946,1.46877362,0.01717087,1.84962957,0.00000000,2.45301758,1.55769866
-5.34567284,4.23206146,1.47461357,0.01738509,1.87016936,0.00000000,2.43374886,1.56937709
-5.33966983,4.24083971,1.47528055,0.01755308,1.88306762,0.00000000,2.40597888,1.57468286
-5.33366683,4.23359301,1.47086617,0.01767381,1.88799187,0.00000000,2.37010948,1.57350386
-5.32766383,4.21039916,1.46152810,0.01774698,1.88475627,0.00000000,2.32665904,1.56584333
-5.32166083,4.17160358,1.44748792,0.01777302,1.87333253,0.00000000,2.27625727,1.55182340
-5.31565783,4.11782046,1.42902769,0.01775314,1.85385598,0.00000000,2.21963758,1.53168506
-5.30965483,4.04992624,1.40648504,0.01768927,1.82662661,0.00000000,2.15762693,1.50578453
-5.30365183,3.96904536,1.38024693,0.01758407,1.79210490,0.00000000,2.09113348,1.47458603
-5.29764882,3.87652863,1.35074227,0.01744089,1.75090245,0.00000000,2.02113212,1.43865118
-5.29164582,3.77392484,1.31843351,0.01726369,1.70376788,0.00000000,1.94864830,1.39862547
-5.28564282,3.66294651,1.28380742,0.01705699,1.65156840,0.00000000,1.87474045,1.35522211
-5.27963982,3.54543077,1.24736534,0.01682579,1.59526771,0.00000000,1.80048139,1.30920392
-5.27363682,3.42329684,1.20961309,0.01657549,1.53590110,0.00000000,1.72693926,1.26136397
-5.26763382,3.29850137,1.17105090,0.01631182,1.47454859,0.00000000,1.65515824,1.21250534
-5.26163082,3.17299310,1.13216359,0.01604072,1.41230719,0.00000000,1.58613983,1.16342115
-5.25562781,3.04866841,1.09341128,0.01576826,1.35026305,0.00000000,1.52082475,1.11487504
-5.24962481,2.92732904,1.05522087,0.01550056,1.28946468,0.00000000,1.46007626,1.06758313
-5.24362181,2.81064329,1.01797855,0.01524369,1.23089792,0.00000000,1.40466502,1.02219778
-5.23761881,2.70011179,0.98202345,0.01500354,1.17546355,0.00000000,1.35525588,0.97929374
-5.23161581,2.59703870,0.94764265,0.01478579,1.12395805,0.00000000,1.31239696,0.93935701
-5.22561281,2.50250909,0.91506770,0.01459574,1.07705804,0.00000000,1.27651108,0.90277668
-5.21960980,2.41737268,0.88447249,0.01443828,1.03530865,0.00000000,1.24788976,0.86983990
-5.21360680,2.34223438,0.85597279,0.01431775,0.99911599,0.00000000,1.22668970,0.84073001
-5.20760380,2.27745122,0.82962715,0.01423786,0.96874363,0.00000000,1.21293194,0.81552759
-5.20160080,2.22313563,0.80543918,0.01420158,0.94431288,0.00000000,1.20650340,0.79421446
-5.19559780,2.17916434,0.78336119,0.01421110,0.92580671,0.00000000,1.20716075,0.77668011
-5.18959480,2.14519249,0.76329878,0.01426769,0.91307667,0.00000000,1.21453650,0.76273032
-5.18359180,2.12067196,0.74511645,0.01437168,0.90585263,0.00000000,1.22814704,0.75209750
-5.17758879,2.10487335,0.72864384,0.01452235,0.90375464,0.00000000,1.24740240,0.74445236
-5.17158579,2.09691063,0.71368252,0.01471793,0.90630648,0.00000000,1.27161766,0.73941630
-5.16558279,2.09576783,0.70001298,0.01495557,0.91295057,0.00000000,1.30002570,0.73657438
-5.15957979,2.10032693,0.68740175,0.01523133,0.92306358,0.00000000,1.33179119,0.73548811
-5.15357679,2.10939640,0.67560829,0.01554024,0.93597260,0.00000000,1.36602565,0.73570798
-5.14757379,2.12173978,0.66439171,0.01587633,0.95097141,0.00000000,1.40180341,0.73678532
-5.14157079,2.13610392,0.65351691,0.01623276,0.96733671,0.00000000,1.43817840,0.73828319
-5.13556778,2.15124636,0.64276021,0.01660193,0.98434401,0.00000000,1.47420161,0.73978630
-5.12956478,2.16596171,0.63191438,0.01697568,1.00128309,0.00000000,1.50893897,0.74090961
-5.12356178,2.17910659,0.62079289,0.01734543,1.01747278,0.00000000,1.54148951,0.74130579
-5.11755878,2.18962292,0.60923346,0.01770247,1.03227504,0.00000000,1.57100350,0.74067126
-5.11155578,2.19655924,0.59710086,0.01803816,1.04510798,0.00000000,1.59670017,0.73875105
-5.10555278,2.19908986,0.58428895,0.01834418,1.05545789,0.00000000,1.61788468,0.73534229
-5.09954977,2.19653127,0.57072201,0.01861282,1.06288971,0.00000000,1.63396377,0.73029653
-5.09354677,2.18835558,0.55635532,0.01883720,1.06705602,0.00000000,1.64445951,0.72352082
-5.08754377,2.17420057,0.54117508,0.01901151,1.06770407,0.00000000,1.64902073,0.71497752
-5.08154077,2.15387587,0.52519766,0.01913116,1.06468061,0.00000000,1.64743148,0.70468306
-5.07553777,2.12736480,0.50846812,0.01919300,1.05793433,0.00000000,1.63961590,0.69270544
-5.06953477,2.09482182,0.49105826,0.01919532,1.04751555,0.00000000,1.62563926,0.67916063
-5.06353177,2.05656510,0.47306387,0.01913797,1.03357316,0.00000000,1.60570482,0.66420785
-5.05752876,2.01306429,0.45460162,0.01902230,1.01634865,0.00000000,1.58014623,0.64804382
-5.05152576,1.96492371,0.43580529,0.01885105,0.99616725,0.00000000,1.54941575,0.63089603
-5.04552276,1.91286106,0.41682168,0.01862822,0.97342643,0.00000000,1.51406843,0.61301518
-5.03951976,1.85768250,0.39780612,0.01835886,0.94858203,0.00000000,1.47474277,0.59466695
-5.03351676,1.80025466,0.37891773,0.01804884,0.92213235,0.00000000,1.43213858,0.57612329
-5.02751376,1.74147464,0.36031465,0.01770455,0.89460090,0.00000000,1.38699285,0.55765355
-5.02151076,1.68223908,0.34214927,0.01733260,0.86651829,0.00000000,1.34005471,0.53951565
-5.01550775,1.62341353,0.32456364,0.01693956,0.83840402,0.00000000,1.29206043,0.52194765
-5.00950475,1.56580329,0.30768534,0.01653166,0.81074887,0.00000000,1.24370962,0.50516001
-5.00350175,1.51012699,0.29162373,0.01611451,0.78399858,0.00000000,1.19564368,0.48932886
-4.99749875,1.45699394,0.27646697,0.01569297,0.75853949,0.00000000,1.14842736,0.47459050
-4.99149575,1.40688617,0.26227981,0.01527091,0.73468669,0.00000000,1.10253419,0.46103748
-4.98549275,1.36014600,0.24910212,0.01485117,0.71267518,0.00000000,1.05833639,0.44871622
-4.97948974,1.31696930,0.23694852,0.01443552,0.69265428,0.00000000,1.01609947,0.43762653
-4.97348674,1.27740493,0.22580874,0.01402467,0.67468554,0.00000000,0.97598169,0.42772276
-4.96748374,1.24135993,0.21564901,0.01361836,0.65874409,0.00000000,0.93803804,0.41891682
-4.96148074,1.20861035,0.20641419,0.01321553,0.64472332,0.00000000,0.90222841,0.41108258
-4.95547774,1.17881675,0.19803060,0.01281444,0.63244258,0.00000000,0.86842941,0.40406182
-4.94947474,1.15154388,0.19040946,0.01241292,0.62165748,0.00000000,0.83644881,0.39767116
-4.94347174,1.12628317,0.18345070,0.01200856,0.61207231,0.00000000,0.80604201,0.39170979
-4.93746873,1.10247724,0.17704703,0.01159893,0.60335391,0.00000000,0.77692943,0.38596762
-4.93146573,1.07954512,0.17108804,0.01118180,0.59514651,0.00000000,0.74881407,0.38023363
-4.92546273,1.05690711,0.16546424,0.01075529,0.58708668,0.00000000,0.72139826,0.37430381
-4.91945973,1.03400834,0.16007076,0.01031804,0.57881805,0.00000000,0.69439893,0.36798867
-4.91345673,1.01033996,0.15481072,0.00986932,0.57000500,0.00000000,0.66756082,0.36111989
-4.90745373,0.98545740,0.14959803,0.00940906,0.56034492,0.00000000,0.64066714,0.35355587
-4.90145073,0.95899505,0.14435970,0.00893795,0.54957864,0.00000000,0.61354746,0.34518611
-4.89544772,0.93067693,0.13903739,0.00845732,0.53749874,0.00000000,0.58608260,0.33593424
-4.88944472,0.90032330,0.13358840,0.00796919,0.52395541,0.00000000,0.55820681,0.32575969
-4.88344172,0.86785324,0.12798603,0.00747608,0.50885994,0.00000000,0.52990712,0.31465801
-4.87743872,0.83328324,0.12221928,0.00698099,0.49218574,0.00000000,0.50122042,0.30265993
-4.87143572,0.79672232,0.11629211,0.00648723,0.47396704,0.00000000,0.47222852,0.28982922
-4.86543272,0.75836411,0.11022216,0.00599826,0.45429547,0.00000000,0.44305167,0.27625969
-4.85942971,0.71847635,0.10403918,0.00551763,0.43331485,0.00000000,0.41384096,0.26207122
-4.85342671,0.67738859,0.09778320,0.00504877,0.41121439,0.00000000,0.38477019,0.24740537
-4.84742371,0.63547861,0.09150246,0.00459493,0.38822083,0.00000000,0.35602744,0.23242055
-4.84142071,0.59315827,0.08525139,0.00415906,0.36458985,0.00000000,0.32780692,0.21728703
-4.83541771,0.55085937,0.07908852,0.00374375,0.34059704,0.00000000,0.30030139,0.20218200
-4.82941471,0.50902006,0.07307453,0.00335115,0.31652904,0.00000000,0.27369531,0.18728493
-4.82341171,0.46807229,0.06727047,0.00298295,0.29267497,0.00000000,0.24815910,0.17277319
-4.81740870,0.42843069,0.06173613,0.00264036,0.26931851,0.00000000,0.22384445,0.15881825
-4.81140570,0.39048311,0.05652874,0.00232414,0.24673097,0.00000000,0.20088085,0.14558240
-4.80540270,0.35458302,0.05170185,0.00203461,0.22516532,0.00000000,0.17937337,0.13321616
-4.79939970,0.32104385,0.04730448,0.00177167,0.20485155,0.00000000,0.15940145,0.12185622
-4.79339670,0.29013522,0.04338056,0.00153490,0.18599307,0.00000000,0.14101888,0.11162406
-4.78739370,0.26208093,0.03996849,0.00132356,0.16876451,0.00000000,0.12425452,0.10262508
-4.78139070,0.23705867,0.03710102,0.00113670,0.15331044,0.00000000,0.10911390,0.09494821
-4.77538769,0.21520094,0.03480515,0.00097319,0.13974526,0.00000000,0.09558132,0.08866599
-4.76938469,0.19659727,0.03310221,0.00083182,0.12815387,0.00000000,0.08362247,0.08383479
-4.76338169,0.18129715,0.03200807,0.00071131,0.11859300,0.00000000,0.07318722,0.08049543
-4.75737869,0.16931361,0.03153324,0.00061042,0.11109313,0.00000000,0.06421259,0.07867377
-4.75137569,0.16062706,0.03168314,0.00052796,0.10566065,0.00000000,0.05662571,0.07838142
-4.74537269,0.15518927,0.03245830,0.00046284,0.10228032,0.00000000,0.05034672,0.07961647
-4.73936968,0.15292725,0.03385453,0.00041411,0.10091766,0.00000000,0.04529139,0.08236411
-4.73336668,0.15374685,0.03586307,0.00038099,0.10152138,0.00000000,0.04137362,0.08659722
-4.72736368,0.15753612,0.03847079,0.00036288,0.10402563,0.00000000,0.03850761,0.09227695
-4.72136068,0.16416824,0.04166029,0.00035935,0.10835207,0.00000000,0.03660981,0.09935320
-4.71535768,0.17350414,0.04541005,0.00037019,0.11441177,0.00000000,0.03560059,0.10776511
-4.70935468,0.18539473,0.04969463,0.00039535,0.12210692,0.00000000,0.03540565,0.11744162
-4.70335168,0.19968289,0.05448489,0.00043496,0.13133234,0.00000000,0.03595732,0.12830212
-4.69734867,0.21620522,0.05974825,0.00048930,0.14197692,0.00000000,0.03719566,0.14025714
-4.69134567,0.23479369,0.06544905,0.00055878,0.15392494,0.00000000,0.03906946,0.15320932
-4.68534267,0.25527725,0.07154901,0.00064390,0.16705739,0.00000000,0.04153725,0.16705450
-4.67933967,0.27748347,0.07800776,0.00074522,0.18125325,0.00000000,0.04456820,0.18168303
-4.67333667,0.30124025,0.08478346,0.00086335,0.19639090,0.00000000,0.04814316,0.19698131
-4.66733367,0.32637775,0.09183349,0.00099889,0.21234957,0.00000000,0.05225566,0.21283354
-4.66133067,0.35273045,0.09911523,0.00115241,0.22901090,0.00000000,0.05691296,0.22912364
-4.65532766,0.38013944,0.10658691,0.00132443,0.24626060,0.00000000,0.06213720,0.24573731
-4.64932466,0.40845493,0.11420842,0.00151538,0.26399025,0.00000000,0.06796643,0.26256418
-4.64332166,0.43753887,0.12194221,0.00172561,0.28209918,0.00000000,0.07445570,0.27950013
-4.63731866,0.46726776,0.12975413,0.00195537,0.30049636,0.00000000,0.08167794,0.29644943
-4.63131566,0.49753547,0.13761423,0.00220481,0.31910237,0.00000000,0.08972465,0.31332695
-4.62531266,0.52825607,0.14549748,0.00247400,0.33785128,0.00000000,0.09870626,0.33006025
-4.61930965,0.55936641,0.15338442,0.00276293,0.35669237,0.00000000,0.10875203,0.34659132
-4.61330665,0.59082844,0.16126168,0.00307157,0.37559169,0.00000000,0.12000937,0.36287826
-4.60730365,0.62263104,0.16912233,0.00339985,0.39453326,0.00000000,0.13264246,0.37889640
-4.60130065,0.65479111,0.17696609,0.00374774,0.41351973,0.00000000,0.14683002,0.39463914
-4.59529765,0.68735387,0.18479927,0.00411526,0.43257258,0.00000000,0.16276216,0.41011814
-4.58929465,0.72039196,0.19263460,0.00450248,0.45173155,0.00000000,0.18063626,0.42536299
-4.58329165,0.75400333,0.20049072,0.00490958,0.47105320,0.00000000,0.20065176,0.44042014
-4.57728864,0.78830770,0.20839145,0.00533681,0.49060860,0.00000000,0.22300394,0.45535112
-4.57128564,0.82344147,0.21636487,0.00578453,0.51048000,0.00000000,0.24787686,0.47023001
-4.56528264,0.85955112,0.22444205,0.00625312,0.53075657,0.00000000,0.27543536,0.48514005
-4.55927964,0.89678512,0.23265564,0.00674299,0.55152910,0.00000000,0.30581669,0.50016959
-4.55327664,0.93528460,0.24103824,0.00725446,0.57288400,0.00000000,0.33912169,0.51540741
-4.54727364,0.97517307,0.24962065,0.00778774,0.59489666,0.00000000,0.37540628,0.53093750
-4.54127064,1.01654559,0.25843002,0.00834279,0.61762451,0.00000000,0.41467328,0.54683361
-4.53526763,1.05945805,0.26748804,0.00891925,0.64110021,0.00000000,0.45686541,0.56315376
-4.52926463,1.10391705,0.27680919,0.00951632,0.66532526,0.00000000,0.50185958,0.57993507
-4.52326163,1.14987126,0.28639927,0.01013270,0.69026474,0.00000000,0.54946327,0.59718922
-4.51725863,1.19720485,0.29625409,0.01076648,0.71584338,0.00000000,0.59941314,0.61489893
-4.51125563,1.24573374,0.30635866,0.01141512,0.74194374,0.00000000,0.65137642,0.63301578
-4.50525263,1.29520533,0.31668675,0.01207539,0.76840666,0.00000000,0.70495528,0.65145968
-4.49924962,1.34530212,0.32720101,0.01274343,0.79503445,0.00000000,0.75969416,0.67012030
-4.49324662,1.39564950,0.33785361,0.01341477,0.82159693,0.00000000,0.81509033,0.68886049
-4.48724362,1.44582784,0.34858745,0.01408442,0.84784045,0.00000000,0.87060711,0.70752192
-4.48124062,1.49538859,0.35933789,0.01474702,0.87349954,0.00000000,0.92568976,0.72593264
-4.47523762,1.54387396,0.37003500,0.01539702,0.89831103,0.00000000,0.97978320,0.74391650
-4.46923462,1.59083939,0.38060608,0.01602886,0.92202991,0.00000000,1.03235112,0.76130398
-4.46323162,1.63587777,0.39097862,0.01663719,0.94444629,0.00000000,1.08289553,0.77794397
-4.45722861,1.67864431,0.40108332,0.01721714,0.96540252,0.00000000,1.13097597,0.79371581
-4.45122561,1.71888051,0.41085718,0.01776451,0.98480945,0.00000000,1.17622750,0.80854104
-4.44522261,1.75643596,0.42024647,0.01827600,1.00266085,0.00000000,1.21837644,0.82239398
-4.43921961,1.79128647,0.42920942,0.01874942,1.01904477,0.00000000,1.25725312,0.83531048
-4.43321661,1.82354716,0.43771857,0.01918382,1.03415106,0.00000000,1.29280095,0.84739414
-4.42721361,1.85347948,0.44576260,0.01957961,1.04827407,0.00000000,1.32508106,0.85881931
-4.42121061,1.88149109,0.45334761,0.01993856,1.06180997,0.00000000,1.35427226,0.86983063
-4.41520760,1.90812828,0.46049769,0.02026383,1.07524827,0.00000000,1.38066606,0.88073844
-4.40920460,1.93406059,0.46725490,0.02055985,1.08915749,0.00000000,1.40465681,0.89191041
-4.40320160,1.96005795,0.47367847,0.02083214,1.10416533,0.00000000,1.42672721,0.90375911
-4.39719860,1.98696096,0.47984335,0.02108716,1.12093371,0.00000000,1.44742972,0.91672619
-4.39119560,2.01564551,0.48583812,0.02133196,1.14012980,0.00000000,1.46736449,0.93126351
-4.38519260,2.04698305,0.49176236,0.02157391,1.16239420,0.00000000,1.48715488,0.94781219
-4.37918959,2.08179830,0.49772346,0.02182037,1.18830757,0.00000000,1.50742132,0.96678035
-4.37318659,2.12082647,0.50383313,0.02207827,1.21835752,0.00000000,1.52875486,0.98852075
-4.36718359,2.16467195,0.51020359,0.02235381,1.25290733,0.00000000,1.55169151,1.01330938
-4.36118059,2.21377072,0.51694375,0.02265210,1.29216820,0.00000000,1.57668839,1.04132616
-4.35517759,2.26835848,0.52415524,0.02297687,1.33617677,0.00000000,1.60410301,1.07263889
-4.34917459,2.32844628,0.53192881,0.02333022,1.38477909,0.00000000,1.63417644,1.10719134
-4.34317159,2.39380530,0.54034089,0.02371243,1.43762243,0.00000000,1.66702133,1.14479642
-4.33716858,2.46396176,0.54945071,0.02412188,1.49415555,0.00000000,1.70261530,1.18513482
-4.33116558,2.53820269,0.55929798,0.02455499,1.55363786,0.00000000,1.74080009,1.22775964
-4.32516258,2.61559272,0.56990123,0.02500634,1.61515748,0.00000000,1.78128650,1.27210690
-4.31915958,2.69500138,0.58125701,0.02546877,1.67765755,0.00000000,1.82366511,1.31751165
-4.31315658,2.77513993,0.59333987,0.02593368,1.73996993,0.00000000,1.86742207,1.36322918
-4.30715358,2.85460640,0.60610323,0.02639128,1.80085495,0.00000000,1.91195953,1.40846043
