energy_ev,total_up,C_s_up,C_p_up,Re_p_up,Re_d_up,Se_s_up,Se_p_up
-4.88944472,5.50013587,0.03436962,0.50150302,1.27653072,2.61433275,0.06548196,2.03945068
-4.88344172,5.57582189,0.03541970,0.50500860,1.29079949,2.66120769,0.06596009,2.05814981
-4.87743872,5.63666290,0.03635812,0.50668016,1.30195416,2.70160122,0.06653324,2.07090405
-4.87143572,5.68182315,0.03717443,0.50644147,1.31006369,2.73504895,0.06718792,2.07743489
-4.86543272,5.71093955,0.03786028,0.50427318,1.31531211,2.76127925,0.06791398,2.07766415
-4.85942971,5.72412319,0.03840961,0.50021364,1.31799088,2.78021393,0.06870452,2.07171538
-4.85342671,5.72194114,0.03881878,0.49435745,1.31848635,2.79196081,0.06955557,2.05990659
-4.84742371,5.70538006,0.03908672,0.48685188,1.31726305,2.79679925,0.07046540,2.04273516
-4.84142071,5.67579438,0.03921496,0.47789144,1.31484362,2.79515960,0.07143378,2.02085576
-4.83541771,5.63484228,0.03920772,0.46771076,1.31178650,2.78759813,0.07246099,1.99505271
-4.82941471,5.58441331,0.03907186,0.45657637,1.30866247,2.77476906,0.07354681,1.96620831
-4.82341171,5.52655135,0.03881686,0.44477749,1.30603123,2.75739514,0.07468956,1.93526873
-4.81740870,5.46337703,0.03845473,0.43261647,1.30441899,2.73623850,0.07588518,1.90320925
-4.81140570,5.39701300,0.03799987,0.42039917,1.30429831,2.71207308,0.07712650,1.87100045
-4.80540270,5.32951531,0.03746893,0.40842559,1.30607074,2.68565973,0.07840271,1.83957669
-4.79939970,5.26281337,0.03688052,0.39698117,1.31005307,2.65772499,0.07969915,1.80980828
-4.79339670,5.19866038,0.03625493,0.38632895,1.31646770,2.62894402,0.08099731,1.78247817
-4.78739370,5.13859533,0.03561376,0.37670279,1.32543705,2.59992792,0.08227522,1.75826389
-4.78139070,5.08391692,0.03497949,0.36830183,1.33698234,2.57121552,0.08350813,1.73772501
-4.77538769,5.03566921,0.03437494,0.36128621,1.35102623,2.54326918,0.08466941,1.72129619
-4.76938469,4.99463813,0.03382272,0.35577413,1.36739917,2.51647426,0.08573173,1.70928552
-4.76338169,4.96135752,0.03334461,0.35184015,1.38584872,2.49114152,0.08666844,1.70187776
-4.75737869,4.93612318,0.03296089,0.34951481,1.40605134,2.46751186,0.08745498,1.69914164
-4.75137569,4.91901312,0.03268967,0.34878530,1.42762605,2.44576255,0.08807030,1.70104054
-4.74537269,4.90991210,0.03254623,0.34959729,1.45014895,2.42601435,0.08849833,1.70744565
-4.73936968,4.90853888,0.03254240,0.35185764,1.47316838,2.40833892,0.08872914,1.71815058
-4.73336668,4.91447442,0.03268596,0.35543803,1.49621968,2.39276599,0.08875995,1.73288670
-4.72736368,4.92718969,0.03298026,0.36017924,1.51883932,2.37929000,0.08859586,1.75133832
-4.72136068,4.94607204,0.03342381,0.36589613,1.54057775,2.36787585,0.08825013,1.77315687
-4.71535768,4.97044906,0.03401017,0.37238307,1.56101077,2.35846376,0.08774413,1.79797377
-4.70935468,4.99960957,0.03472785,0.37941974,1.57974910,2.35097315,0.08710692,1.82541125
-4.70335168,5.03282119,0.03556060,0.38677724,1.59644602,2.34530558,0.08637427,1.85509092
-4.69734867,5.06934428,0.03648763,0.39422423,1.61080301,2.34134685,0.08558749,1.88663996
-4.69134567,5.10844245,0.03748426,0.40153299,1.62257349,2.33896839,0.08479179,1.91969482
-4.68534267,5.14938958,0.03852255,0.40848540,1.63156461,2.33802795,0.08403445,1.95390257
-4.67933967,5.19147365,0.03957215,0.41487833,1.63763732,2.33836990,0.08336280,1.98892011
-4.67333667,5.23399786,0.04060127,0.42052867,1.64070499,2.33982503,0.08282209,2.02441160
-4.66733367,5.27627941,0.04157763,0.42527752,1.64073055,2.34221008,0.08245342,2.06004460
-4.66133067,5.31764662,0.04246960,0.42899355,1.63772268,2.34532706,0.08229179,2.09548539
-4.65532766,5.35743507,0.04324713,0.43157550,1.63173122,2.34896262,0.08236435,2.13039407
-4.64932466,5.39498364,0.04388279,0.43295350,1.62284203,2.35288737,0.08268904,2.16442028
-4.64332166,5.42963141,0.04435262,0.43308952,1.61117176,2.35685579,0.08327357,2.19719993
-4.63731866,5.46071636,0.04463687,0.43197663,1.59686288,2.36060661,0.08411490,2.22835395
-4.63131566,5.48757715,0.04472058,0.42963746,1.58007906,2.36386427,0.08519927,2.25748941
-4.62531266,5.50955872,0.04459400,0.42612176,1.56100160,2.36634174,0.08650267,2.28420373
-4.61930965,5.52602293,0.04425281,0.42150335,1.53982683,2.36774502,0.08799197,2.30809221
-4.61330665,5.53636483,0.04369813,0.41587662,1.51676494,2.36777974,0.08962640,2.32875936
-4.60730365,5.54003496,0.04293640,0.40935279,1.49204035,2.36616002,0.09135962,2.34583373
-4.60130065,5.53656785,0.04197909,0.40205621,1.46589353,2.36261986,0.09314203,2.35898618
-4.59529765,5.52561621,0.04084221,0.39412076,1.43858446,2.35692688,0.09492342,2.36795111
-4.58929465,5.50698980,0.03954584,0.38568677,1.41039733,2.34889828,0.09665574,2.37254968
-4.58329165,5.48069767,0.03811341,0.37689829,1.38164626,2.33841852,0.09829593,2.37271419
-4.57728864,5.44699146,0.03657112,0.36790110,1.35268159,2.32545803,0.09980855,2.36851218
-4.57128564,5.40640756,0.03494721,0.35884122,1.32389614,2.31009199,0.10116835,2.36016900
-4.56528264,5.35980493,0.03327127,0.34986410,1.29573085,2.29251811,0.10236228,2.34808712
-4.55927964,5.30839579,0.03157362,0.34111418,1.26867902,2.27307210,0.10339119,2.33286073
-4.55327664,5.25376570,0.02988470,0.33273493,1.24328846,2.25223950,0.10427087,2.31528408
-4.54727364,5.19788027,0.02823451,0.32486890,1.22016087,2.23066252,0.10503246,2.29635225
-4.54127064,5.14307570,0.02665214,0.31765781,1.19994783,2.20914061,0.10572222,2.27725322
-4.53526763,5.09203098,0.02516533,0.31124237,1.18334289,2.18862374,0.10640054,2.25935043
-4.52926463,5.04772055,0.02380013,0.30576164,1.17106944,2.17019753,0.10714025,2.24415562
-4.52326163,5.01334683,0.02258053,0.30135173,1.16386441,2.15505988,0.10802427,2.23329181
-4.51725863,4.99225324,0.02152817,0.29814384,1.16245769,2.14448905,0.10914267,2.22844731
-4.51125563,4.98781939,0.02066210,0.29626144,1.16754805,2.13980367,0.11058925,2.23132156
-4.50525263,5.00334126,0.01999852,0.29581673,1.17977585,2.14231565,0.11245766,2.24356462
-4.49924962,5.04190017,0.01955053,0.29690635,1.19969385,2.15327747,0.11483738,2.26671221
-4.49324662,5.10622545,0.01932791,0.29960661,1.22773695,2.17382571,0.11780950,2.30211878
-4.48724362,5.19855625,0.01933687,0.30396834,1.26419249,2.20492315,0.12144271,2.35089126
-4.48124062,5.32050888,0.01957990,0.31001178,1.30917238,2.24730200,0.12578944,2.41382640
-4.47523762,5.47295581,0.02005552,0.31772175,1.36258859,2.30141105,0.13088242,2.49135470
-4.46923462,5.65592295,0.02075819,0.32704333,1.42413361,2.36736952,0.13673189,2.58349372
-4.46323162,5.86851112,0.02167820,0.33787868,1.49326709,2.44493025,0.14332345,2.68981339
-4.45722861,6.10884704,0.02280163,0.35008498,1.56920997,2.53345474,0.15061680,2.80941567
-4.45122561,6.37406813,0.02411043,0.36347394,1.65094696,2.63190202,0.15854537,2.94093038
-4.44522261,6.66034411,0.02558259,0.37781315,1.73723795,2.73883275,0.16701694,3.08252813
-4.43921961,6.96293678,0.02719240,0.39282912,1.82663849,2.85242952,0.17591527,3.23195115
-4.43321661,7.27629779,0.02891084,0.40821235,1.91752922,2.97053318,0.18510271,3.38656138
-4.42721361,7.59420212,0.03070611,0.42362415,2.00815340,3.09069479,0.19442368,3.54340498
-4.42121061,7.90991352,0.03254421,0.43870505,2.09666156,3.21024129,0.20370902,3.69929113
-4.41520760,8.21637631,0.03438969,0.45308466,2.18116170,3.32635305,0.21278092,3.85088266
-4.40920460,8.50642641,0.03620646,0.46639244,2.25977321,3.43615004,0.22145837,3.99479508
-4.40320160,8.77301346,0.03795861,0.47826904,2.33068237,3.53678339,0.22956288,4.12770037
-4.39719860,9.00942504,0.03961132,0.48837781,2.39219735,3.62552840,0.23692423,4.24643141
-4.39119560,9.20950363,0.04113177,0.49641576,2.44280023,3.69987515,0.24338605,4.34808264
-4.38519260,9.36784716,0.04248995,0.50212373,2.48119401,3.75761265,0.24881099,4.43010309
-4.37918959,9.47998465,0.04365941,0.50529513,2.50634265,3.79690299,0.25308526,4.49037765
-4.37318659,9.54251935,0.04461801,0.50578295,2.51750227,3.81634215,0.25612237,4.52729341
-4.36718359,9.55323365,0.04534840,0.50350460,2.51424248,3.81500493,0.25786594,4.53978822
-4.36118059,9.51115136,0.04583844,0.49844457,2.49645696,3.79247225,0.25829139,4.52737974
-4.35517759,9.41655551,0.04608143,0.49065455,2.46436292,3.74883973,0.25740653,4.49017395
-4.34917459,9.27096141,0.04607617,0.48025119,2.41848980,3.68470762,0.25525105,4.42885309
-4.34317159,9.07704727,0.04582686,0.46741159,2.35965790,3.60115291,0.25189487,4.34464400
-4.33716858,8.83854634,0.04534281,0.45236666,2.28894803,3.49968531,0.24743553,4.23926871
-4.33116558,8.56010617,0.04463807,0.43539284,2.20766387,3.38218945,0.24199464,4.11487977
-4.32516258,8.24712221,0.04373087,0.41680237,2.11728877,3.25085634,0.23571378,3.97398358
-4.31915958,7.90555351,0.04264299,0.39693276,2.01943900,3.10810739,0.22874967,3.81935524
-4.31315658,7.54172885,0.04139906,0.37613577,1.91581543,2.95651452,0.22126930,3.65394876
-4.30715358,7.16215179,0.04002584,0.35476645,1.80815571,2.79871991,0.21344473,3.48080640
