energy_ev,total_up,Ca_p_up,Ca_d_up,Hg_p_up,Hg_d_up,N_s_up,N_p_up,Se_s_up,Se_p_up
-3.29264632,1.61933339,0.00976581,0.00000000,0.43876177,0.21043511,0.03754955,0.22512025,0.02759782,0.77121477
-3.28664332,1.59231004,0.00951516,0.00000000,0.42876708,0.20620007,0.03884487,0.22098664,0.02819799,0.75813371
-3.28064032,1.56550045,0.00927461,0.00000000,0.41858278,0.20198469,0.04013741,0.21651177,0.02875910,0.74525388
-3.27463732,1.53917360,0.00904650,0.00000000,0.40829259,0.19781917,0.04140662,0.21174388,0.02927549,0.73271441
-3.26863432,1.51353176,0.00883257,0.00000000,0.39797023,0.19372400,0.04263126,0.20673212,0.02974109,0.72062085
-3.26263132,1.48870864,0.00863394,0.00000000,0.38767787,0.18970998,0.04379000,0.20152527,0.03014948,0.70904412
-3.25662831,1.46477265,0.00845112,0.00000000,0.37746572,0.18577907,0.04486216,0.19617079,0.03049412,0.69802174
-3.25062531,1.44173485,0.00828410,0.00000000,0.36737265,0.18192578,0.04582845,0.19071423,0.03076847,0.68756124
-3.24462231,1.41956095,0.00813245,0.00000000,0.35742791,0.17813906,0.04667177,0.18519912,0.03096626,0.67764546
-3.23861931,1.39818653,0.00799540,0.00000000,0.34765354,0.17440467,0.04737805,0.17966709,0.03108174,0.66823920
-3.23261631,1.37753452,0.00787203,0.00000000,0.33806747,0.17070772,0.04793696,0.17415845,0.03110996,0.65929708
-3.22661331,1.35753379,0.00776140,0.00000000,0.32868713,0.16703527,0.04834264,0.16871288,0.03104711,0.65077184
-3.22061031,1.33813787,0.00766270,0.00000000,0.31953312,0.16337902,0.04859429,0.16337039,0.03089070,0.64262289
-3.21460730,1.31934270,0.00757538,0.00000000,0.31063305,0.15973761,0.04869657,0.15817234,0.03063991,0.63482442
-3.20860430,1.30120244,0.00749931,0.00000000,0.30202516,0.15611875,0.04865994,0.15316257,0.03029575,0.62737285
-3.20260130,1.28384254,0.00743483,0.00000000,0.29376160,0.15254084,0.04850074,0.14838838,0.02986121,0.62029324
-3.19659830,1.26746935,0.00738286,0.00000000,0.28591118,0.14903409,0.04824106,0.14390150,0.02934141,0.61364420
-3.19059530,1.25237572,0.00734490,0.00000000,0.27856154,0.14564108,0.04790853,0.13975879,0.02874358,0.60752136
-3.18459230,1.23894242,0.00732308,0.00000000,0.27182055,0.14241675,0.04753574,0.13602275,0.02807700,0.60205896
-3.17858929,1.22763496,0.00732004,0.00000000,0.26581687,0.13942769,0.04715964,0.13276172,0.02735294,0.59742973
-3.17258629,1.21899622,0.00733893,0.00000000,0.26069964,0.13675099,0.04682062,0.13004970,0.02658436,0.59384286
-3.16658329,1.21363478,0.00738328,0.00000000,0.25663722,0.13447243,0.04656154,0.12796582,0.02578572,0.59154026
-3.16058029,1.21220955,0.00745684,0.00000000,0.25381499,0.13268426,0.04642663,0.12659338,0.02497261,0.59079119
-3.15457729,1.21541113,0.00756345,0.00000000,0.25243218,0.13148256,0.04646026,0.12601847,0.02416136,0.59188536
-3.14857429,1.22394056,0.00770689,0.00000000,0.25269781,0.13096428,0.04670567,0.12632815,0.02336863,0.59512489
-3.14257129,1.23848614,0.00789065,0.00000000,0.25482575,0.13122412,0.04720372,0.12760823,0.02261099,0.60081517
-3.13656828,1.25969912,0.00811782,0.00000000,0.25902904,0.13235126,0.04799158,0.12994071,0.02190450,0.60925518
-3.13056528,1.28816918,0.00839086,0.00000000,0.26551347,0.13442606,0.04910158,0.13340089,0.02126424,0.62072725
-3.12456228,1.32440033,0.00871155,0.00000000,0.27447074,0.13751697,0.05056005,0.13805424,0.02070400,0.63548696
-3.11855928,1.36878823,0.00908076,0.00000000,0.28607124,0.14167757,0.05238630,0.14395318,0.02023591,0.65375312
-3.11255628,1.42159967,0.00949843,0.00000000,0.30045670,0.14694388,0.05459180,0.15113386,0.01987018,0.67569849
-3.10655328,1.48295490,0.00996351,0.00000000,0.31773298,0.15333214,0.05717944,0.15961303,0.01961489,0.70144138
-3.10055028,1.55281353,0.01047389,0.00000000,0.33796315,0.16083700,0.06014305,0.16938523,0.01947592,0.73103838
-3.09454727,1.63096452,0.01102647,0.00000000,0.36116139,0.16943022,0.06346704,0.18042043,0.01945684,0.76447869
-3.08854427,1.71702080,0.01161714,0.00000000,0.38728759,0.17905999,0.06712641,0.19266225,0.01955902,0.80168005
-3.08254127,1.81041872,0.01224093,0.00000000,0.41624334,0.18965082,0.07108677,0.20602691,0.01978168,0.84248667
-3.07653827,1.91042263,0.01289205,0.00000000,0.44786923,0.20110407,0.07530479,0.22040304,0.02012209,0.88666906
-3.07053527,2.01613460,0.01356408,0.00000000,0.48194393,0.21329915,0.07972876,0.23565246,0.02057582,0.93392609
-3.06453227,2.12650906,0.01425006,0.00000000,0.51818502,0.22609528,0.08429943,0.25161193,0.02113692,0.98388906
-3.05852926,2.24037215,0.01494268,0.00000000,0.55625182,0.23933390,0.08895107,0.26809596,0.02179829,1.03612782
-3.05252626,2.35644523,0.01563442,0.00000000,0.59575010,0.25284161,0.09361270,0.28490052,0.02255189,1.09015873
-3.04652326,2.47337192,0.01631774,0.00000000,0.63623880,0.26643361,0.09820961,0.30180775,0.02338905,1.14545432
-3.04052026,2.58974786,0.01698519,0.00000000,0.67723849,0.27991747,0.10266493,0.31859124,0.02430071,1.20145422
-3.03451726,2.70415221,0.01762959,0.00000000,0.71824130,0.29309731,0.10690141,0.33502200,0.02527760,1.25757705
-3.02851426,2.81517993,0.01824413,0.00000000,0.75872216,0.30577809,0.11084326,0.35087467,0.02631042,1.31323286
-3.02251126,2.92147369,0.01882248,0.00000000,0.79815084,0.31777002,0.11441808,0.36593374,0.02738996,1.36783569
-3.01650825,3.02175426,0.01935886,0.00000000,0.83600444,0.32889287,0.11755875,0.37999962,0.02850710,1.42081566
-3.01050525,3.11484840,0.01984815,0.00000000,0.87177977,0.33898011,0.12020526,0.39289415,0.02965287,1.47163028
-3.00450225,3.19971316,0.02028586,0.00000000,0.90500526,0.34788278,0.12230646,0.40446538,0.03081834,1.51977451
-2.99849925,3.27545582,0.02066824,0.00000000,0.93525185,0.35547278,0.12382158,0.41459137,0.03199461,1.56478916
-2.99249625,3.34134873,0.02099221,0.00000000,0.96214247,0.36164579,0.12472151,0.42318277,0.03317263,1.60626740
-2.98649325,3.39683870,0.02125541,0.00000000,0.98535981,0.36632338,0.12498984,0.43018421,0.03434315,1.64385924
-2.98049025,3.44155063,0.02145612,0.00000000,1.00465203,0.36945450,0.12462345,0.43557431,0.03549655,1.67727384
-2.97448724,3.47528557,0.02159333,0.00000000,1.01983632,0.37101618,0.12363279,0.43936443,0.03662284,1.70627972
-2.96848424,3.49801339,0.02166659,0.00000000,1.03080019,0.37101342,0.12204174,0.44159612,0.03771151,1.73070306
-2.96248124,3.50986079,0.02167607,0.00000000,1.03750057,0.36947838,0.11988697,0.44233766,0.03875164,1.75042434
-2.95647824,3.51109526,0.02162247,0.00000000,1.03996092,0.36646875,0.11721702,0.44167962,0.03973186,1.76537369
-2.95047524,3.50210603,0.02150702,0.00000000,1.03826648,0.36206552,0.11409086,0.43972990,0.04064056,1.77552527
-2.94447224,3.48338301,0.02133142,0.00000000,1.03255812,0.35637018,0.11057614,0.43660851,0.04146599,1.78089123
-2.93846923,3.45549479,0.02109783,0.00000000,1.02302502,0.34950143,0.10674721,0.43244220,0.04219657,1.78151570
-2.93246623,3.41906680,0.02080881,0.00000000,1.00989680,0.34159156,0.10268282,0.42735947,0.04282114,1.77746907
-2.92646323,3.37476069,0.02046733,0.00000000,0.99343519,0.33278268,0.09846374,0.42148606,0.04332930,1.76884318
-2.92046023,3.32325564,0.02007674,0.00000000,0.97392598,0.32322284,0.09417032,0.41494108,0.04371176,1.75574748
-2.91445723,3.26523248,0.01964070,0.00000000,0.95167131,0.31306227,0.08988010,0.40783414,0.04396069,1.73830646
-2.90845423,3.20136104,0.01916323,0.00000000,0.92698278,0.30244980,0.08566553,0.40026337,0.04407004,1.71665847
-2.90245123,3.13229104,0.01864859,0.00000000,0.90017548,0.29152964,0.08159196,0.39231448,0.04403588,1.69095582
-2.89644822,3.05864654,0.01810134,0.00000000,0.87156310,0.28043856,0.07771583,0.38406083,0.04385665,1.66136608
-2.89044522,2.98102389,0.01752621,0.00000000,0.84145422,0.26930354,0.07408336,0.37556434,0.04353331,1.62807440
-2.88444222,2.89999274,0.01692814,0.00000000,0.81014969,0.25823999,0.07072949,0.36687725,0.04306952,1.59128647
-2.87843922,2.81609970,0.01631220,0.00000000,0.77794103,0.24735057,0.06767742,0.35804437,0.04247163,1.55123184
-2.87243622,2.72987389,0.01568354,0.00000000,0.74510969,0.23672447,0.06493844,0.34910586,0.04174867,1.50816725
-2.86643322,2.64183382,0.01504735,0.00000000,0.71192699,0.22643736,0.06251234,0.34010001,0.04091220,1.46237944
-2.86043022,2.55249476,0.01440881,0.00000000,0.67865447,0.21655168,0.06038813,0.33106614,0.03997610,1.41418734
-2.85442721,2.46237584,0.01377304,0.00000000,0.64554450,0.20711750,0.05854515,0.32204718,0.03895630,1.36394305
-2.84842421,2.37200623,0.01314504,0.00000000,0.61284087,0.19817361,0.05695456,0.31309174,0.03787041,1.31203161
-2.84242121,2.28192982,0.01252964,0.00000000,0.58077913,0.18974890,0.05558100,0.30425576,0.03673739,1.25886920
-2.83641821,2.19270769,0.01193148,0.00000000,0.54958664,0.18186383,0.05438440,0.29560331,0.03557705,1.20489982
-2.83041521,2.10491830,0.01135491,0.00000000,0.51948211,0.17453205,0.05332195,0.28720664,0.03440963,1.15059042
-2.82441221,2.01915496,0.01080399,0.00000000,0.49067456,0.16776179,0.05235002,0.27914546,0.03325535,1.09642455
-2.81840920,1.93602055,0.01028245,0.00000000,0.46336177,0.16155732,0.05142600,0.27150542,0.03213390,1.04289479
-2.81240620,1.85611976,0.00979361,0.00000000,0.43772820,0.15592000,0.05051001,0.26437582,0.03106405,0.99049414
-2.80640320,1.78004893,0.00934037,0.00000000,0.41394251,0.15084921,0.04956638,0.25784670,0.03006314,0.93970679
-2.80040020,1.70838406,0.00892518,0.00000000,0.39215471,0.14634289,0.04856492,0.25200553,0.02914675,0.89099853
-2.79439720,1.64166750,0.00855001,0.00000000,0.37249333,0.14239788,0.04748182,0.24693341,0.02832831,0.84480732
-2.78839420,1.58039400,0.00821629,0.00000000,0.35506250,0.13900988,0.04630030,0.24270133,0.02761879,0.80153430
-2.78239120,1.52499692,0.00792493,0.00000000,0.33993944,0.13617324,0.04501094,0.23936635,0.02702645,0.76153574
-2.77638819,1.47583529,0.00767629,0.00000000,0.32717234,0.13388055,0.04361167,0.23696819,0.02655665,0.72511621
-2.77038519,1.43318262,0.00747017,0.00000000,0.31677890,0.13212213,0.04210750,0.23552618,0.02621173,0.69252338
-2.76438219,1.39721812,0.00730582,0.00000000,0.30874576,0.13088546,0.04051006,0.23503699,0.02599099,0.66394460
-2.75837919,1.36802107,0.00718196,0.00000000,0.30302877,0.13015477,0.03883680,0.23547314,0.02589071,0.63950551
-2.75237619,1.34556871,0.00709679,0.00000000,0.29955434,0.12991069,0.03711024,0.23678245,0.02590432,0.61927068
-2.74637319,1.32973811,0.00704807,0.00000000,0.29822177,0.13013016,0.03535693,0.23888854,0.02602258,0.60324640
-2.74037019,1.32031204,0.00703318,0.00000000,0.29890665,0.13078662,0.03360647,0.24169240,0.02623393,0.59138536
-2.73436718,1.31698881,0.00704917,0.00000000,0.30146500,0.13185051,0.03189056,0.24507497,0.02652488,0.58359306
-2.72836418,1.31939564,0.00709286,0.00000000,0.30573829,0.13329002,0.03024196,0.24890067,0.02688044,0.57973570
-2.72236118,1.32710495,0.00716098,0.00000000,0.31155884,0.13507223,0.02869366,0.25302172,0.02728467,0.57964895
-2.71635818,1.33965289,0.00725022,0.00000000,0.31875552,0.13716435,0.02727805,0.25728313,0.02772124,0.58314746
-2.71035518,1.35655896,0.00735737,0.00000000,0.32715942,0.13953520,0.02602628,0.26152804,0.02817401,0.59003426
-2.70435218,1.37734568,0.00747946,0.00000000,0.33660908,0.14215668,0.02496762,0.26560322,0.02862755,0.60010977
-2.69834917,1.40155717,0.00761379,0.00000000,0.34695518,0.14500514,0.02412905,0.26936445,0.02906777,0.61317973
-2.69234617,1.42877550,0.00775805,0.00000000,0.35806428,0.14806266,0.02353484,0.27268146,0.02948230,0.62906175
-2.68634317,1.45863356,0.00791041,0.00000000,0.36982128,0.15131784,0.02320623,0.27544228,0.02986095,0.64758983
-2.68034017,1.49082392,0.00806950,0.00000000,0.38213076,0.15476632,0.02316121,0.27755665,0.03019599,0.66861684
-2.67433717,1.52510260,0.00823445,0.00000000,0.39491663,0.15841067,0.02341421,0.27895847,0.03048229,0.69201446
-2.66833417,1.56128775,0.00840485,0.00000000,0.40812058,0.16225982,0.02397593,0.27960701,0.03071739,0.71767075
-2.66233117,1.59925293,0.00858073,0.00000000,0.42169889,0.16632779,0.02485306,0.27948695,0.03090140,0.74548538
-2.65632816,1.63891549,0.00876243,0.00000000,0.43561826,0.17063200,0.02604804,0.27860726,0.03103674,0.77536278
-2.65032516,1.68022052,0.00895052,0.00000000,0.44985047,0.17519094,0.02755875,0.27699890,0.03112785,0.80720357
-2.64432216,1.72312144,0.00914566,0.00000000,0.46436647,0.18002154,0.02937822,0.27471164,0.03118068,0.84089493
-2.63831916,1.76755849,0.00934847,0.00000000,0.47913018,0.18513632,0.03149437,0.27181008,0.03120221,0.87630034
-2.63231616,1.81343633,0.00955936,0.00000000,0.49409240,0.19054033,0.03388969,0.26836919,0.03119984,0.91324962
-2.62631316,1.86060243,0.00977844,0.00000000,0.50918522,0.19622834,0.03654104,0.26446955,0.03118085,0.95152985
-2.62031016,1.90882780,0.01000530,0.00000000,0.52431738,0.20218218,0.03941951,0.26019269,0.03115177,0.99087789
-2.61430715,1.95779131,0.01023902,0.00000000,0.53937091,0.20836869,0.04249043,0.25561663,0.03111788,1.03097526
-2.60830415,2.00706902,0.01047800,0.00000000,0.55419937,0.21473820,0.04571346,0.25081199,0.03108281,1.07144581
-2.60230115,2.05612949,0.01071995,0.00000000,0.56862776,0.22122385,0.04904293,0.24583881,0.03104811,1.11185659
-2.59629815,2.10433563,0.01096191,0.00000000,0.58245445,0.22774177,0.05242836,0.24074422,0.03101315,1.15172226
-2.59029515,2.15095340,0.01120026,0.00000000,0.59545485,0.23419220,0.05581520,0.23556106,0.03097494,1.19051289
-2.58429215,2.19516723,0.01143081,0.00000000,0.60738691,0.24046148,0.05914575,0.23030749,0.03092827,1.22766511
-2.57828914,2.23610158,0.01164892,0.00000000,0.61799811,0.24642499,0.06236032,0.22498750,0.03086585,1.26259609
-2.57228614,2.27284756,0.01184964,0.00000000,0.62703363,0.25195078,0.06539858,0.21959237,0.03077867,1.29471983
-2.56628314,2.30449361,0.01202790,0.00000000,0.63424540,0.25690381,0.06820102,0.21410275,0.03065640,1.32346505
-2.56028014,2.33015828,0.01217868,0.00000000,0.63940142,0.26115063,0.07071049,0.20849139,0.03048794,1.34829368
-2.55427714,2.34902375,0.01229720,0.00000000,0.64229500,0.26456420,0.07287384,0.20272621,0.03026191,1.36871913
-2.54827414,2.36036818,0.01237914,0.00000000,0.64275341,0.26702868,0.07464340,0.19677347,0.02996730,1.38432331
-2.54227114,2.36359504,0.01242078,0.00000000,0.64064540,0.26844393,0.07597853,0.19060106,0.02959401,1.39477155
-2.53626813,2.35825803,0.01241919,0.00000000,0.63588734,0.26872945,0.07684683,0.18418140,0.02913338,1.39982456
-2.53026513,2.34408020,0.01237231,0.00000000,0.62844756,0.26782767,0.07722523,0.17749410,0.02857868,1.39934682
-2.52426213,2.32096622,0.01227905,0.00000000,0.61834873,0.26570627,0.07710075,0.17052803,0.02792546,1.39331093
-2.51825913,2.28900731,0.01213933,0.00000000,0.60566805,0.26235960,0.07647097,0.16328287,0.02717185,1.38179769
-2.51225613,2.24847857,0.01195410,0.00000000,0.59053547,0.25780896,0.07534408,0.15576991,0.02631867,1.36499202
-2.50625313,2.19982905,0.01172526,0.00000000,0.57312984,0.25210193,0.07373864,0.14801234,0.02536949,1.34317483
-2.50025013,2.14366524,0.01145560,0.00000000,0.55367331,0.24531059,0.07168297,0.14004482,0.02433055,1.31671151
-2.49424712,2.08072896,0.01114870,0.00000000,0.53242429,0.23752898,0.06921420,0.13191250,0.02321053,1.28603761
-2.48824412,2.01187097,0.01080878,0.00000000,0.50966931,0.22886967,0.06637707,0.12366963,0.02202026,1.25164251
-2.48224112,1.93802190,0.01044054,0.00000000,0.48571424,0.21945995,0.06322245,0.11537777,0.02077234,1.21405219
-2.47623812,1.86016204,0.01004903,0.00000000,0.46087528,0.20943750,0.05980575,0.10710381,0.01948069,1.17381178
-2.47023512,1.77929148,0.00963943,0.00000000,0.43547009,0.19894607,0.05618523,0.09891783,0.01816012,1.13146896
-2.46423212,1.69640229,0.00921698,0.00000000,0.40980961,0.18813114,0.05242025,0.09089106,0.01682578,1.08755901
-2.45822911,1.61245376,0.00878677,0.00000000,0.38419070,0.17713589,0.04856961,0.08309389,0.01549274,1.04259208
-2.45222611,1.52835183,0.00835367,0.00000000,0.35889011,0.16609757,0.04469003,0.07559414,0.01417551,0.99704320
-2.44622311,1.44493333,0.00792223,0.00000000,0.33415967,0.15514447,0.04083470,0.06845567,0.01288766,0.95134536
-2.44022011,1.36295529,0.00749658,0.00000000,0.31022303,0.14439345,0.03705220,0.06173726,0.01164151,0.90588558
-2.43421711,1.28308928,0.00708046,0.00000000,0.28727391,0.13394826,0.03338550,0.05549188,0.01044782,0.86100387
-2.42821411,1.20592048,0.00667715,0.00000000,0.26547561,0.12389842,0.02987137,0.04976638,0.00931566,0.81699480
-2.42221111,1.13195070,0.00628950,0.00000000,0.24496182,0.11431886,0.02653996,0.04460145,0.00825225,0.77411107
-2.41620810,1.06160471,0.00591996,0.00000000,0.22583849,0.10527007,0.02341468,0.04003192,0.00726298,0.73256855
-2.41020510,0.99523856,0.00557059,0.00000000,0.20818633,0.09679871,0.02051228,0.03608727,0.00635141,0.69255219
-2.40420210,0.93314921,0.00524314,0.00000000,0.19206391,0.08893864,0.01784322,0.03279227,0.00551939,0.65422200
-2.39819910,0.87558420,0.00493905,0.00000000,0.17751096,0.08171217,0.01541210,0.03016778,0.00476717,0.61771877
-2.39219610,0.82275049,0.00465951,0.00000000,0.16455153,0.07513146,0.01321831,0.02823144,0.00409361,0.58316869
-2.38619310,0.77482175,0.00440549,0.00000000,0.15319701,0.06919990,0.01125672,0.02699830,0.00349640,0.55068683
-2.38019010,0.73194346,0.00417777,0.00000000,0.14344855,0.06391348,0.00951846,0.02648132,0.00297221,0.52037895
-2.37418709,0.69423549,0.00397691,0.00000000,0.13529898,0.05926199,0.00799166,0.02669155,0.00251700,0.49234178
-2.36818409,0.66179207,0.00380329,0.00000000,0.12873402,0.05523003,0.00666223,0.02763815,0.00212616,0.46666166
-2.36218109,0.63467921,0.00365706,0.00000000,0.12373273,0.05179782,0.00551458,0.02932802,0.00179475,0.44341189
-2.35617809,0.61292996,0.00353815,0.00000000,0.12026736,0.04894178,0.00453223,0.03176512,0.00151768,0.42264898
-2.35017509,0.59653791,0.00344621,0.00000000,0.11830259,0.04663493,0.00369842,0.03494959,0.00128984,0.40440820
-2.34417209,0.58544968,0.00338058,0.00000000,0.11779423,0.04484711,0.00299657,0.03887654,0.00110625,0.38869902
-2.33816908,0.57955706,0.00334029,0.00000000,0.11868774,0.04354506,0.00241064,0.04353465,0.00096218,0.37550062
-2.33216608,0.57868949,0.00332400,0.00000000,0.12091644,0.04269246,0.00192548,0.04890477,0.00085322,0.36475821
-2.32616308,0.58260779,0.00333001,0.00000000,0.12439990,0.04224995,0.00152701,0.05495840,0.00077531,0.35638027
-2.32016008,0.59099963,0.00335623,0.00000000,0.12904251,0.04217514,0.00120238,0.06165635,0.00072484,0.35023722
-2.31415708,0.60347745,0.00340023,0.00000000,0.13473244,0.04242280,0.00094001,0.06894759,0.00069863,0.34616161
-2.30815408,0.61957934,0.00345921,0.00000000,0.14134121,0.04294507,0.00072966,0.07676848,0.00069396,0.34395001
-2.30215108,0.63877300,0.00353012,0.00000000,0.14872391,0.04369185,0.00056233,0.08504239,0.00070856,0.34336666
-2.29614807,0.66046308,0.00360962,0.00000000,0.15672023,0.04461142,0.00043029,0.09367992,0.00074061,0.34414863
-2.29014507,0.68400183,0.00369425,0.00000000,0.16515631,0.04565110,0.00032690,0.10257963,0.00078875,0.34601260
-2.28414207,0.70870279,0.00378046,0.00000000,0.17384741,0.04675816,0.00024659,0.11162954,0.00085203,0.34866265
-2.27813907,0.73385712,0.00386469,0.00000000,0.18260142,0.04788077,0.00018468,0.12070913,0.00092991,0.35179909
-2.27213607,0.75875222,0.00394354,0.00000000,0.19122301,0.04896915,0.00013733,0.12969207,0.00102227,0.35512775
-2.26613307,0.78269166,0.00401379,0.00000000,0.19951840,0.04997663,0.00010140,0.13844944,0.00112937,0.35836947
-2.26013007,0.80501598,0.00407255,0.00000000,0.20730053,0.05086083,0.00007435,0.14685340,0.00125182,0.36126933
-2.25412706,0.82512334,0.00411733,0.00000000,0.21439442,0.05158469,0.00005416,0.15478113,0.00139057,0.36360539
-2.24812406,0.84248923,0.00414613,0.00000000,0.22064252,0.05211747,0.00003920,0.16211892,0.00154688,0.36519641
-2.24212106,0.85668443,0.00415751,0.00000000,0.22590983,0.05243558,0.00002823,0.16876619,0.00172229,0.36590844
-2.23611806,0.86739040,0.00415063,0.00000000,0.23008855,0.05252319,0.00002028,0.17463929,0.00191857,0.36565990
-2.23011506,0.87441141,0.00412530,0.00000000,0.23310202,0.05237268,0.00001460,0.17967475,0.00213767,0.36442506
-2.22411206,0.87768284,0.00408199,0.00000000,0.23490780,0.05198479,0.00001064,0.18383200,0.00238165,0.36223573
-2.21810905,0.87727522,0.00402180,0.00000000,0.23549965,0.05136857,0.00000800,0.18709526,0.00265262,0.35918104
-2.21210605,0.87339373,0.00394647,0.00000000,0.23490842,0.05054100,0.00000640,0.18947452,0.00295267,0.35540546
-2.20610305,0.86637308,0.00385832,0.00000000,0.23320163,0.04952644,0.00000566,0.19100553,0.00328378,0.35110492
-2.20010005,0.85666790,0.00376016,0.00000000,0.23048181,0.04835582,0.00000570,0.19174876,0.00364771,0.34652122
-2.19409705,0.84483886,0.00365526,0.00000000,0.22688367,0.04706561,0.00000653,0.19178742,0.00404591,0.34193492
-2.18809405,0.83153505,0.00354721,0.00000000,0.22257006,0.04569665,0.00000823,0.19122448,0.00447948,0.33765676
-2.18209105,0.81747323,0.00343987,0.00000000,0.21772698,0.04429289,0.00001097,0.19017889,0.00494900,0.33401801
-2.17608804,0.80341458,0.00333720,0.00000000,0.21255780,0.04290001,0.00001502,0.18878123,0.00545452,0.33135988
-2.17008504,0.79013993,0.00324319,0.00000000,0.20727684,0.04156404,0.00002080,0.18716881,0.00599548,0.33002240
-2.16408204,0.77842432,0.00316177,0.00000000,0.20210268,0.04033003,0.00002883,0.18548059,0.00657064,0.33033305
-2.15807904,0.76901181,0.00309662,0.00000000,0.19725133,0.03924075,0.00003983,0.18385211,0.00717809,0.33259546
-2.15207604,0.76259153,0.00305117,0.00000000,0.19292961,0.03833557,0.00005475,0.18241060,0.00781522,0.33707868
-2.14607304,0.75977586,0.00302842,0.00000000,0.18932901,0.03764943,0.00007478,0.18127055,0.00847877,0.34400722
-2.14007004,0.76108155,0.00303092,0.00000000,0.18662019,0.03721208,0.00010145,0.18052997,0.00916485,0.35355240
-2.13406703,0.76691462,0.00306070,0.00000000,0.18494844,0.03704749,0.00013668,0.18026741,0.00986907,0.36582527
-2.12806403,0.77755946,0.00311917,0.00000000,0.18443018,0.03717353,0.00018283,0.18053990,0.01058660,0.38087149
-2.12206103,0.79317285,0.00320717,0.00000000,0.18515075,0.03760189,0.00024283,0.18138199,0.01131236,0.39866834
-2.11605803,0.81378290,0.00332491,0.00000000,0.18716344,0.03833825,0.00032022,0.18280575,0.01204111,0.41912428
-2.11005503,0.83929323,0.00347201,0.00000000,0.19048992,0.03938269,0.00041926,0.18480189,0.01276770,0.44208098
-2.10405203,0.86949204,0.00364753,0.00000000,0.19512190,0.04073036,0.00054501,0.18734180,0.01348723,0.46731793
-2.09804902,0.90406595,0.00384999,0.00000000,0.20102414,0.04237231,0.00070342,0.19038050,0.01419523,0.49455965
-2.09204602,0.94261779,0.00407751,0.00000000,0.20813841,0.04429648,0.00090138,0.19386032,0.01488789,0.52348508
-2.08604302,0.98468783,0.00432786,0.00000000,0.21638838,0.04648880,0.00114681,0.19771508,0.01556226,0.55373902
-2.08004002,1.02977726,0.00459854,0.00000000,0.22568515,0.04893439,0.00144866,0.20187464,0.01621641,0.58494508
-2.07403702,1.07737292,0.00488693,0.00000000,0.23593306,0.05161869,0.00181691,0.20626961,0.01684957,0.61671953
-2.06803402,1.12697210,0.00519040,0.00000000,0.24703561,0.05452856,0.00226252,0.21083582,0.01746226,0.64868554
-2.06203102,1.17810596,0.00550636,0.00000000,0.25890096,0.05765319,0.00279735,0.21551855,0.01805637,0.68048700
-2.05602801,1.23036048,0.00583245,0.00000000,0.27144689,0.06098492,0.00343400,0.22027615,0.01863514,0.71180121
-2.05002501,1.28339358,0.00616654,0.00000000,0.28460481,0.06451962,0.00418556,0.22508290,0.01920317,0.74234989
-2.04402201,1.33694745,0.00650683,0.00000000,0.29832253,0.06825697,0.00506535,0.22993096,0.01976624,0.77190764
-2.03801901,1.39085522,0.00685190,0.00000000,0.31256567,0.07220021,0.00608655,0.23483125,0.02033117,0.80030761
-2.03201601,1.44504147,0.00720069,0.00000000,0.32731759,0.07635568,0.00726175,0.23981328,0.02090557,0.82744387
-2.02601301,1.49951631,0.00755251,0.00000000,0.34257764,0.08073190,0.00860249,0.24492383,0.02149747,0.85327032
-2.02001001,1.55436322,0.00790695,0.00000000,0.35835806,0.08533841,0.01011866,0.25022462,0.02211500,0.87779625
-2.01400700,1.60972125,0.00826384,0.00000000,0.37467935,0.09018427,0.01181794,0.25578892,0.02276594,0.90107877
-2.00800400,1.66576253,0.00862312,0.00000000,0.39156472,0.09527641,0.01370521,0.26169749,0.02345723,0.92321252
-2.00200100,1.72266624,0.00898470,0.00000000,0.40903365,0.10061781,0.01578190,0.26803380,0.02419455,0.94431737
-1.99599800,1.78059072,0.00934837,0.00000000,0.42709513,0.10620572,0.01804548,0.27487904,0.02498179,0.96452481
-1.98999500,1.83964549,0.00971364,0.00000000,0.44574098,0.11202999,0.02048893,0.28230696,0.02582070,0.98396402
-1.98399200,1.89986478,0.01007958,0.00000000,0.46493976,0.11807159,0.02310036,0.29037890,0.02671043,1.00274837
-1.97798899,1.96118466,0.01044477,0.00000000,0.48463164,0.12430147,0.02586275,0.29913936,0.02764729,1.02096340
-1.97198599,2.02342516,0.01080716,0.00000000,0.50472473,0.13067992,0.02875384,0.30861228,0.02862455,1.03865694
-1.96598299,2.08627888,0.01116403,0.00000000,0.52509311,0.13715635,0.03174624,0.31879815,0.02963240,1.05583213
-1.95997999,2.14930702,0.01151200,0.00000000,0.54557693,0.14366972,0.03480771,0.32967235,0.03065796,1.07244367
-1.95397699,2.21194341,0.01184703,0.00000000,0.56598456,0.15014950,0.03790166,0.34118459,0.03168559,1.08839768
-1.94797399,2.27350662,0.01216453,0.00000000,0.58609685,0.15651729,0.04098789,0.35325961,0.03269715,1.10355498
-1.94197099,2.33321963,0.01245946,0.00000000,0.60567334,0.16268887,0.04402355,0.36579905,0.03367257,1.11773776
-1.93596798,2.39023625,0.01272650,0.00000000,0.62446013,0.16857675,0.04696419,0.37868445,0.03459041,1.13073887
-1.92996498,2.44367282,0.01296026,0.00000000,0.64219903,0.17409310,0.04976512,0.39178114,0.03542860,1.14233339
