energy_ev,total_up,C_s_up,C_p_up,Hf_p_up,Hf_d_up,Se_s_up,Se_p_up
-5.59179590,0.47092388,0.00538525,0.03830867,0.09695407,0.05671587,0.01016143,0.21860606
-5.58579290,0.45580584,0.00516675,0.03701995,0.09453262,0.05498700,0.01011488,0.21151463
-5.57978989,0.44263244,0.00496284,0.03620414,0.09212399,0.05375285,0.01010633,0.20476214
-5.57378689,0.43141546,0.00477378,0.03585858,0.08974871,0.05301313,0.01013148,0.19837014
-5.56778389,0.42220182,0.00460018,0.03598203,0.08743861,0.05277061,0.01018657,0.19237978
-5.56178089,0.41508076,0.00444307,0.03657606,0.08523721,0.05303264,0.01026870,0.18685335
-5.55577789,0.41018770,0.00430389,0.03764616,0.08319944,0.05381216,0.01037602,0.18187448
-5.54977489,0.40770462,0.00418451,0.03920230,0.08139082,0.05512815,0.01050794,0.17754687
-5.54377189,0.40785694,0.00408711,0.04125923,0.07988595,0.05700556,0.01066514,0.17399173
-5.53776888,0.41090699,0.00401416,0.04383617,0.07876649,0.05947469,0.01084962,0.17134394
-5.53176588,0.41714435,0.00396824,0.04695603,0.07811874,0.06256995,0.01106462,0.16974725
-5.52576288,0.42687351,0.00395199,0.05064426,0.07803074,0.06632818,0.01131440,0.16934860
-5.51975988,0.44039921,0.00396792,0.05492720,0.07858917,0.07078641,0.01160406,0.17029193
-5.51375688,0.45801028,0.00401830,0.05983006,0.07987604,0.07597938,0.01193926,0.17271162
-5.50775388,0.47996250,0.00410499,0.06537473,0.08196538,0.08193670,0.01232584,0.17672600
-5.50175088,0.50646125,0.00422935,0.07157729,0.08491995,0.08867997,0.01276949,0.18243101
-5.49574787,0.53764485,0.00439213,0.07844554,0.08878814,0.09621986,0.01327540,0.18989450
-5.48974487,0.57356925,0.00459337,0.08597659,0.09360115,0.10455338,0.01384787,0.19915118
-5.48374187,0.61419490,0.00483236,0.09415466,0.09937068,0.11366145,0.01449001,0.21019874
-5.47773887,0.65937652,0.00510761,0.10294917,0.10608696,0.12350704,0.01520348,0.22299505
-5.47173587,0.70885654,0.00541687,0.11231337,0.11371757,0.13403375,0.01598827,0.23745688
-5.46573287,0.76226252,0.00575716,0.12218352,0.12220684,0.14516532,0.01684258,0.25346010
-5.45972986,0.81910930,0.00612489,0.13247871,0.13147605,0.15680582,0.01776282,0.27084153
-5.45372686,0.87880576,0.00651596,0.14310148,0.14142445,0.16884077,0.01874364,0.28940240
-5.44772386,0.94066658,0.00692590,0.15393912,0.15193107,0.18113922,0.01977814,0.30891348
-5.44172086,1.00392863,0.00735005,0.16486588,0.16285745,0.19355662,0.02085812,0.32912170
-5.43571786,1.06777161,0.00778377,0.17574572,0.17405100,0.20593857,0.02197442,0.34975816
-5.42971486,1.13134250,0.00822262,0.18643585,0.18534916,0.21812524,0.02311730,0.37054721
-5.42371186,1.19378269,0.00866258,0.19679069,0.19658418,0.22995635,0.02427697,0.39121639
-5.41770885,1.25425711,0.00910026,0.20666625,0.20758819,0.24127647,0.02544401,0.41150679
-5.41170585,1.31198386,0.00953308,0.21592462,0.21819866,0.25194047,0.02660983,0.43118348
-5.40570285,1.36626328,0.00995943,0.22443852,0.22826383,0.26181882,0.02776715,0.45004554
-5.39969985,1.41650499,0.01037882,0.23209555,0.23764794,0.27080254,0.02891037,0.46793520
-5.39369685,1.46225169,0.01079193,0.23880202,0.24623612,0.27880755,0.03003582,0.48474571
-5.38769385,1.50319836,0.01120074,0.24448616,0.25393853,0.28577814,0.03114196,0.50042744
-5.38169085,1.53920598,0.01160846,0.24910059,0.26069371,0.29168946,0.03222947,0.51499187
-5.37568784,1.57030878,0.01201951,0.25262376,0.26647088,0.29654880,0.03330112,0.52851324
-5.36968484,1.59671449,0.01243945,0.25506053,0.27127107,0.30039567,0.03436161,0.54112750
-5.36368184,1.61879750,0.01287481,0.25644166,0.27512695,0.30330049,0.03541716,0.55302866
-5.35767884,1.63708479,0.01333294,0.25682227,0.27810150,0.30536213,0.03647515,0.56446236
-5.35167584,1.65223533,0.01382178,0.25627946,0.28028526,0.30670421,0.03754345,0.57571706
-5.34567284,1.66501359,0.01434962,0.25490907,0.28179266,0.30747038,0.03862991,0.58711287
-5.33966983,1.67625829,0.01492489,0.25282182,0.28275717,0.30781887,0.03974162,0.59898861
-5.33366683,1.68684775,0.01555583,0.25013895,0.28332581,0.30791636,0.04088429,0.61168747
-5.32766383,1.69766323,0.01625026,0.24698773,0.28365314,0.30793164,0.04206162,0.62554194
-5.32166083,1.70955205,0.01701533,0.24349679,0.28389496,0.30802914,0.04327472,0.64085849
-5.31565783,1.72329183,0.01785724,0.23979182,0.28420211,0.30836280,0.04452171,0.65790277
-5.30965483,1.73955764,0.01878101,0.23599142,0.28471454,0.30907034,0.04579736,0.67688592
-5.30365183,1.75889328,0.01979029,0.23220367,0.28555610,0.31026832,0.04709294,0.69795258
-5.29764882,1.78168792,0.02088714,0.22852323,0.28682996,0.31204804,0.04839619,0.72117111
-5.29164582,1.80815897,0.02207185,0.22502920,0.28861518,0.31447245,0.04969154,0.74652651
-5.28564282,1.83834189,0.02334283,0.22178371,0.29096433,0.31757428,0.05096036,0.77391634
-5.27963982,1.87208705,0.02469642,0.21883130,0.29390226,0.32135516,0.05218150,0.80314990
-5.27363682,1.90906370,0.02612685,0.21619900,0.29742609,0.32578593,0.05333186,0.83395059
-5.26763382,1.94877078,0.02762614,0.21389696,0.30150630,0.33080803,0.05438712,0.86596162
-5.26163082,1.99055382,0.02918403,0.21191969,0.30608890,0.33633576,0.05532252,0.89875471
-5.25562781,2.03362716,0.03078803,0.21024769,0.31109834,0.34225941,0.05611369,0.93184143
-5.24962481,2.07710055,0.03242339,0.20884934,0.31644127,0.34844904,0.05673745,0.96468698
-5.24362181,2.12000888,0.03407326,0.20768302,0.32201070,0.35475876,0.05717260,0.99672565
-5.23761881,2.16134393,0.03571874,0.20669925,0.32769049,0.36103135,0.05740067,1.02737752
-5.23161581,2.20008696,0.03733917,0.20584290,0.33335990,0.36710305,0.05740654,1.05606582
-5.22561281,2.23524086,0.03891239,0.20505523,0.33889812,0.37280845,0.05717895,1.08223417
-5.21960980,2.26586097,0.04041504,0.20427588,0.34418842,0.37798514,0.05671088,1.10536322
-5.21360680,2.29108336,0.04182305,0.20344468,0.34912199,0.38247828,0.05599981,1.12498611
-5.20760380,2.31014996,0.04311211,0.20250326,0.35360122,0.38614475,0.05504782,1.14070205
-5.20160080,2.32242970,0.04425824,0.20139656,0.35754237,0.38885688,0.05386150,1.15218784
-5.19559780,2.32743529,0.04523839,0.20007407,0.36087761,0.39050572,0.05245185,1.15920669
-5.18959480,2.32483514,0.04603107,0.19849102,0.36355638,0.39100376,0.05083391,1.16161432
-5.18359180,2.31446045,0.04661701,0.19660934,0.36554613,0.39028700,0.04902639,1.15936209
-5.17758879,2.29630735,0.04697980,0.19439849,0.36683240,0.38831645,0.04705119,1.15249715
-5.17158579,2.27053431,0.04710643,0.19183619,0.36741836,0.38507899,0.04493286,1.14115974
-5.16558279,2.23745518,0.04698783,0.18890894,0.36732389,0.38058747,0.04269799,1.12557783
-5.15957979,2.19752831,0.04661926,0.18561240,0.36658425,0.37488039,0.04037465,1.10605943
-5.15357679,2.15134225,0.04600061,0.18195166,0.36524850,0.36802078,0.03799178,1.08298295
-5.14757379,2.09959893,0.04513654,0.17794123,0.36337769,0.36009464,0.03557864,1.05678606
-5.14157079,2.04309476,0.04403646,0.17360498,0.36104302,0.35120890,0.03316430,1.02795357
-5.13556778,1.98270071,0.04271436,0.16897577,0.35832406,0.34148893,0.03077717,0.99700477
-5.12956478,1.91934196,0.04118853,0.16409500,0.35530699,0.33107575,0.02844460,0.96448090
-5.12356178,1.85397784,0.03948104,0.15901196,0.35208315,0.32012302,0.02619255,0.93093294
-5.11755878,1.78758287,0.03761720,0.15378304,0.34874777,0.30879394,0.02404538,0.89691040
-5.11155578,1.72112924,0.03562487,0.14847078,0.34539898,0.29725809,0.02202560,0.86295124
-5.10555278,1.65557124,0.03353367,0.14314292,0.34213710,0.28568833,0.02015382,0.82957313
-5.09954977,1.59183179,0.03137422,0.13787124,0.33906412,0.27425786,0.01844866,0.79726639
-5.09354677,1.53079121,0.02917733,0.13273049,0.33628337,0.26313743,0.01692668,0.76648822
-5.08754377,1.47327805,0.02697319,0.12779720,0.33389925,0.25249281,0.01560249,0.73765851
-5.08154077,1.42006168,0.02479070,0.12314850,0.33201687,0.24248247,0.01448868,0.71115677
-5.07553777,1.37184634,0.02265678,0.11886095,0.33074151,0.23325540,0.01359588,0.68732006
-5.06953477,1.32926612,0.02059587,0.11500925,0.33017778,0.22494924,0.01293275,0.66644155
-5.06353177,1.29288025,0.01862944,0.11166509,0.33042836,0.21768847,0.01250596,0.64876940
-5.05752876,1.26316847,0.01677575,0.10889579,0.33159213,0.21158264,0.01232012,0.63450578
-5.05152576,1.24052575,0.01504959,0.10676297,0.33376184,0.20672481,0.01237769,0.62380554
-5.04552276,1.22525634,0.01346226,0.10532113,0.33702110,0.20318982,0.01267884,0.61677467
-5.03951976,1.21756690,0.01202160,0.10461619,0.34144092,0.20103268,0.01322120,0.61346828
-5.03351676,1.21755886,0.01073207,0.10468397,0.34707581,0.20028697,0.01399973,0.61388817
-5.02751376,1.22522031,0.00959503,0.10554861,0.35395971,0.20096324,0.01500644,0.61798028
-5.02151076,1.24041802,0.00860895,0.10722109,0.36210187,0.20304759,0.01623018,0.62563213
-5.01550775,1.26289019,0.00776978,0.10969781,0.37148316,0.20650049,0.01765641,0.63667071
-5.00950475,1.29224094,0.00707124,0.11295931,0.38205284,0.21125589,0.01926710,0.65086122
-5.00350175,1.32793726,0.00650523,0.11696933,0.39372640,0.21722089,0.02104059,0.66790705
-4.99749875,1.36930951,0.00606216,0.12167417,0.40638446,0.22427602,0.02295168,0.68745155
-4.99149575,1.41555625,0.00573132,0.12700252,0.41987329,0.23227620,0.02497172,0.70908173
-4.98549275,1.46575388,0.00550123,0.13286584,0.43400677,0.24105266,0.02706891,0.73233444
-4.97948974,1.51887179,0.00535995,0.13915934,0.44857021,0.25041565,0.02920872,0.75670493
-4.97348674,1.57379272,0.00529538,0.14576362,0.46332577,0.26015818,0.03135447,0.78165782
-4.96748374,1.62933839,0.00529553,0.15254692,0.47801943,0.27006058,0.03346806,0.80664034
-4.96148074,1.68429951,0.00534880,0.15936799,0.49238933,0.27989587,0.03551076,0.83109733
-4.95547774,1.73746923,0.00544421,0.16607962,0.50617497,0.28943573,0.03744421,0.85448753
-4.94947474,1.78767881,0.00557154,0.17253243,0.51912697,0.29845695,0.03923140,0.87630047
-4.94347174,1.83383375,0.00572161,0.17857912,0.53101692,0.30674792,0.04083771,0.89607305
-4.93746873,1.87494879,0.00588635,0.18407878,0.54164658,0.31411513,0.04223196,0.91340514
-4.93146573,1.91018001,0.00605897,0.18890114,0.55085614,0.32038909,0.04338735,0.92797319
-4.92546273,1.93885224,0.00623406,0.19293061,0.55853097,0.32542966,0.04428232,0.93954124
-4.91945973,1.96048034,0.00640761,0.19606982,0.56460634,0.32913031,0.04490126,0.94796850
-4.91345673,1.97478308,0.00657709,0.19824262,0.56906996,0.33142114,0.04523504,0.95321311
-4.90745373,1.98168877,0.00674142,0.19939620,0.57196203,0.33227060,0.04528128,0.95533175
-4.90145073,1.98133227,0.00690089,0.19950251,0.57337278,0.33168563,0.04504443,0.95447506
-4.89544772,1.97404339,0.00705709,0.19855855,0.57343764,0.32971035,0.04453559,0.95087893
-4.88944472,1.96032725,0.00721279,0.19658589,0.57233019,0.32642328,0.04377208,0.94485225
-4.88344172,1.94083762,0.00737168,0.19362917,0.57025333,0.32193328,0.04277677,0.93676146
-4.87743872,1.91634455,0.00753822,0.18975384,0.56742906,0.31637436,0.04157728,0.92701290
-4.87143572,1.88769809,0.00771736,0.18504320,0.56408755,0.30989972,0.04020493,0.91603377
-4.86543272,1.85578988,0.00791426,0.17959490,0.56045594,0.30267515,0.03869366,0.90425257
-4.85942971,1.82151463,0.00813395,0.17351712,0.55674755,0.29487238,0.03707882,0.89208021
-4.85342671,1.78573340,0.00838108,0.16692462,0.55315207,0.28666246,0.03539600,0.87989252
-4.84742371,1.74924045,0.00865960,0.15993477,0.54982717,0.27820958,0.03367985,0.86801510
-4.84142071,1.71273527,0.00897244,0.15266392,0.54689211,0.26966562,0.03196307,0.85671122
-4.83541771,1.67680081,0.00932129,0.14522407,0.54442335,0.26116568,0.03027540,0.84617317
-4.82941471,1.64188886,0.00970640,0.13772007,0.54245267,0.25282460,0.02864292,0.83651756
-4.82341171,1.60831290,0.01012637,0.13024740,0.54096758,0.24473477,0.02708747,0.82778443
-4.81740870,1.57624835,0.01057809,0.12289062,0.53991407,0.23696514,0.02562626,0.81994033
-4.81140570,1.54573982,0.01105674,0.11572240,0.53920138,0.22956130,0.02427173,0.81288480
-4.80540270,1.51671445,0.01155576,0.10880318,0.53870854,0.22254682,0.02303159,0.80645996
-4.79939970,1.48900043,0.01206706,0.10218132,0.53829226,0.21592532,0.02190912,0.80046256
-4.79339670,1.46234917,0.01258116,0.09589378,0.53779570,0.20968337,0.02090349,0.79465771
-4.78739370,1.43645988,0.01308747,0.08996698,0.53705755,0.20379391,0.02001041,0.78879360
-4.78139070,1.41100497,0.01357462,0.08441805,0.53592114,0.19821985,0.01922269,0.78261641
-4.77538769,1.38565496,0.01403081,0.07925607,0.53424289,0.19291787,0.01853103,0.77588467
-4.76938469,1.36010151,0.01444422,0.07448340,0.53189979,0.18784197,0.01792473,0.76838233
-4.76338169,1.33407751,0.01480341,0.07009689,0.52879562,0.18294675,0.01739242,0.75993003
-4.75737869,1.30737341,0.01509774,0.06608901,0.52486558,0.17819017,0.01692279,0.75039410
-4.75137569,1.27984906,0.01531771,0.06244874,0.52007910,0.17353585,0.01650513,0.73969285
-4.74537269,1.25144088,0.01545537,0.05916239,0.51444098,0.16895459,0.01612993,0.72780007
-4.73936968,1.22216414,0.01550456,0.05621407,0.50799068,0.16442537,0.01578921,0.71474565
-4.73336668,1.19211065,0.01546115,0.05358614,0.50079989,0.15993564,0.01547682,0.70061347
-4.72736368,1.16144230,0.01532319,0.05125947,0.49296875,0.15548104,0.01518858,0.68553664
-4.72136068,1.13038094,0.01509095,0.04921355,0.48462073,0.15106470,0.01492225,0.66969063
-4.71535768,1.09919549,0.01476693,0.04742665,0.47589665,0.14669600,0.01467744,0.65328451
-4.70935468,1.06818694,0.01435573,0.04587594,0.46694814,0.14238922,0.01445535,0.63655094
-4.70335168,1.03767242,0.01386388,0.04453755,0.45793074,0.13816189,0.01425849,0.61973531
-4.69734867,1.00796884,0.01329962,0.04338687,0.44899727,0.13403315,0.01409025,0.60308466
-4.69134567,0.97937731,0.01267255,0.04239875,0.44029144,0.13002218,0.01395447,0.58683690
-4.68534267,0.95216887,0.01199333,0.04154792,0.43194237,0.12614675,0.01385503,0.57121074
-4.67933967,0.92657231,0.01127334,0.04080944,0.42405993,0.12242203,0.01379534,0.55639684
-4.67333667,0.90276452,0.01052425,0.04015924,0.41673137,0.11885968,0.01377799,0.54255061
-4.66733367,0.88086393,0.00975773,0.03957470,0.41001923,0.11546723,0.01380437,0.52978683
-4.66133067,0.86092699,0.00898510,0.03903531,0.40396067,0.11224782,0.01387436,0.51817635
-4.65532766,0.84294818,0.00821702,0.03852329,0.39856828,0.10920030,0.01398619,0.50774501
-4.64932466,0.82686302,0.00746326,0.03802423,0.39383221,0.10631961,0.01413628,0.49847476
-4.64332166,0.81255433,0.00673247,0.03752761,0.38972374,0.10359742,0.01431929,0.49030685
-4.63731866,0.79986107,0.00603211,0.03702733,0.38619984,0.10102304,0.01452821,0.48314696
-4.63131566,0.78858947,0.00536827,0.03652208,0.38320876,0.09858450,0.01475455,0.47687205
-4.62531266,0.77852586,0.00474573,0.03601560,0.38069628,0.09626973,0.01498863,0.47133843
-4.61930965,0.76945060,0.00416793,0.03551684,0.37861226,0.09406777,0.01521995,0.46639088
-4.61330665,0.76115237,0.00363701,0.03503996,0.37691731,0.09196998,0.01543759,0.46187215
-4.60730365,0.75344221,0.00315399,0.03460418,0.37558902,0.08997119,0.01563065,0.45763257
-4.60130065,0.74616651,0.00271880,0.03423348,0.37462765,0.08807062,0.01578871,0.45353909
-4.59529765,0.73921826,0.00233051,0.03395620,0.37406061,0.08627267,0.01590225,0.44948357
-4.58929465,0.73254608,0.00198741,0.03380443,0.37394572,0.08458743,0.01596309,0.44538956
-4.58329165,0.72616026,0.00168723,0.03381330,0.37437274,0.08303089,0.01596473,0.44121743
-4.57728864,0.72013562,0.00142725,0.03402012,0.37546302,0.08162480,0.01590263,0.43696755
-4.57128564,0.71461077,0.00120447,0.03446344,0.37736716,0.08039623,0.01577443,0.43268112
-4.56528264,0.70978365,0.00101572,0.03518194,0.38026053,0.07937681,0.01558008,0.42843879
-4.55927964,0.70590355,0.00085779,0.03621328,0.38433683,0.07860155,0.01532188,0.42435693
-4.55327664,0.70325971,0.00072753,0.03759286,0.38979967,0.07810752,0.01500440,0.42058169
-4.54727364,0.70216704,0.00062193,0.03935259,0.39685265,0.07793216,0.01463437,0.41728122
-4.54127064,0.70294954,0.00053815,0.04151964,0.40568813,0.07811150,0.01422048,0.41463625
-4.53526763,0.70592223,0.00047362,0.04411525,0.41647528,0.07867827,0.01377313,0.41282957
-4.52926463,0.71137246,0.00042605,0.04715369,0.42934799,0.07966003,0.01330415,0.41203495
-4.52326163,0.71954160,0.00039344,0.05064136,0.44439319,0.08107739,0.01282646,0.41240604
-4.51725863,0.73060811,0.00037412,0.05457610,0.46164029,0.08294246,0.01235382,0.41406587
-4.51125563,0.74467301,0.00036678,0.05894690,0.48105234,0.08525761,0.01190052,0.41709751
-4.50525263,0.76174864,0.00037044,0.06373378,0.50251954,0.08801463,0.01148112,0.42153650
-4.49924962,0.78175147,0.00038450,0.06890822,0.52585564,0.09119440,0.01111028,0.42736541
-4.49324662,0.80449962,0.00040874,0.07443391,0.55079755,0.09476706,0.01080257,0.43451102
-4.48724362,0.82971533,0.00044335,0.08026790,0.57700854,0.09869279,0.01057241,0.44284422
-4.48124062,0.85703260,0.00048897,0.08636223,0.60408491,0.10292311,0.01043402,0.45218285
-4.47523762,0.88600964,0.00054670,0.09266580,0.63156623,0.10740278,0.01040142,0.46229729
-4.46923462,0.91614583,0.00061814,0.09912668,0.65894868,0.11207211,0.01048851,0.47291867
-4.46323162,0.94690225,0.00070545,0.10569442,0.68570105,0.11686969,0.01070907,0.48374925
-4.45722861,0.97772488,0.00081137,0.11232267,0.71128272,0.12173531,0.01107689,0.49447451
-4.45122561,1.00806930,0.00093928,0.11897151,0.73516281,0.12661300,0.01160580,0.50477633
-4.44522261,1.03742543,0.00109318,0.12560981,0.75683961,0.13145402,0.01230968,0.51434661
-4.43921961,1.06534116,0.00127777,0.13221707,0.77585930,0.13621956,0.01320240,0.52290054
-4.43321661,1.09144327,0.00149838,0.13878489,0.79183305,0.14088302,0.01429774,0.53018887
-4.42721361,1.11545459,0.00176099,0.14531780,0.80445165,0.14543178,0.01560914,0.53600857
-4.42121061,1.13720630,0.00207216,0.15183340,0.81349684,0.14986817,0.01714944,0.54021116
-4.41520760,1.15664448,0.00243893,0.15836171,0.81884878,0.15420972,0.01893043,0.54270845
-4.40920460,1.17383057,0.00286868,0.16494379,0.82048926,0.15848850,0.02096239,0.54347520
-4.40320160,1.18893541,0.00336896,0.17162949,0.81850055,0.16274955,0.02325347,0.54254878
-4.39719860,1.20222725,0.00394731,0.17847453,0.81305981,0.16704857,0.02580907,0.54002559
-4.39119560,1.21405412,0.00461093,0.18553703,0.80442956,0.17144871,0.02863115,0.53605477
-4.38519260,1.22482157,0.00536643,0.19287345,0.79294456,0.17601684,0.03171748,0.53082926
-4.37918959,1.23496690,0.00621947,0.20053436,0.77899591,0.18081928,0.03506100,0.52457498
-4.37318659,1.24493117,0.00717444,0.20856009,0.76301322,0.18591728,0.03864918,0.51753850
-4.36718359,1.25513060,0.00823404,0.21697654,0.74544572,0.19136250,0.04246350,0.50997407
-4.36118059,1.26592894,0.00939894,0.22579133,0.72674330,0.19719264,0.04647906,0.50213058
-4.35517759,1.27761211,0.01066746,0.23499065,0.70733848,0.20342751,0.05066438,0.49423917
-4.34917459,1.29036676,0.01203523,0.24453678,0.68763004,0.21006574,0.05498138,0.48650222
-4.34317159,1.30426374,0.01349495,0.25436661,0.66796919,0.21708237,0.05938561,0.47908411
-4.33716858,1.31924752,0.01503627,0.26439129,0.64864878,0.22442737,0.06382672,0.47210430
-4.33116558,1.33513200,0.01664564,0.27449694,0.62989587,0.23202537,0.06824919,0.46563303
-4.32516258,1.35160324,0.01830644,0.28454661,0.61186801,0.23977647,0.07259327,0.45968970
-4.31915958,1.36822871,0.01999910,0.29438335,0.59465306,0.24755830,0.07679618,0.45424408
-4.31315658,1.38447291,0.02170138,0.30383428,0.57827242,0.25522916,0.08079350,0.44922005
-4.30715358,1.39971832,0.02338883,0.31271565,0.56268730,0.26263226,0.08452072,0.44450172
