energy_ev,total_up,Ag_p_up,Ag_d_up,Li_s_up,N_s_up,N_p_up,Te_p_up,Te_d_up
-5.80190095,3.02906537,0.69993235,1.99695042,0.27296954,0.01467052,0.04050866,0.78973605,0.00000000
-5.79589795,3.05215647,0.70991693,2.02911607,0.26563551,0.01372777,0.04272064,0.78472337,0.00000000
-5.78989495,3.08422297,0.72289783,2.06500275,0.25980537,0.01286570,0.04510057,0.78331025,0.00000000
-5.78389195,3.12481735,0.73863696,2.10428694,0.25557308,0.01209243,0.04762327,0.78536544,0.00000000
-5.77788894,3.17334258,0.75683844,2.14658877,0.25300563,0.01141479,0.05025975,0.79069716,0.00000000
-5.77188594,3.22906368,0.77715653,2.19147501,0.25214314,0.01083822,0.05297774,0.79905947,0.00000000
-5.76588294,3.29112084,0.79920469,2.23846210,0.25299933,0.01036676,0.05574239,0.81015950,0.00000000
-5.75987994,3.35854381,0.82256543,2.28701935,0.25556247,0.01000297,0.05851709,0.82366518,0.00000000
-5.75387694,3.43026719,0.84680072,2.33657231,0.25979671,0.00974789,0.06126425,0.83921337,0.00000000
-5.74787394,3.50514655,0.87146259,2.38650650,0.26564364,0.00960100,0.06394619,0.85641810,0.00000000
-5.74187094,3.58197522,0.89610357,2.43617181,0.27302424,0.00956022,0.06652603,0.87487885,0.00000000
-5.73586793,3.65950172,0.92028681,2.48488765,0.28184094,0.00962190,0.06896847,0.89418859,0.00000000
-5.72986493,3.73644789,0.94359542,2.53194937,0.29197991,0.00978084,0.07124054,0.91394154,0.00000000
-5.72386193,3.81152765,0.96564094,2.57663601,0.30331345,0.01003033,0.07331233,0.93374050,0.00000000
-5.71785893,3.88346656,0.98607064,2.61821971,0.31570244,0.01036226,0.07515751,0.95320359,0.00000000
-5.71185593,3.95102195,1.00457356,2.65597680,0.32899885,0.01076722,0.07675375,0.97197043,0.00000000
-5.70585293,4.01300367,1.02088516,2.68920065,0.34304820,0.01123462,0.07808305,0.98970766,0.00000000
-5.69984992,4.06829499,1.03479054,2.71721591,0.35769190,0.01175289,0.07913194,1.00611364,0.00000000
-5.69384692,4.11587353,1.04612623,2.73939410,0.37276960,0.01230969,0.07989146,1.02092242,0.00000000
-5.68784392,4.15483140,1.05478053,2.75516970,0.38812128,0.01289217,0.08035715,1.03390686,0.00000000
-5.68184092,4.18439412,1.06069256,2.76405636,0.40358912,0.01348716,0.08052884,1.04488082,0.00000000
-5.67583792,4.20393738,1.06385008,2.76566230,0.41901923,0.01408153,0.08041040,1.05370050,0.00000000
-5.66983492,4.21300094,1.06428616,2.75970421,0.43426301,0.01466243,0.08000937,1.06026468,0.00000000
-5.66383192,4.21129874,1.06207495,2.74601864,0.44917820,0.01521756,0.07933662,1.06451405,0.00000000
-5.65782891,4.19872456,1.05732651,2.72457024,0.46362960,0.01573549,0.07840588,1.06642946,0.00000000
-5.65182591,4.17535251,1.05018112,2.69545604,0.47748951,0.01620584,0.07723331,1.06602918,0.00000000
-5.64582291,4.14143204,1.04080301,2.65890543,0.49063772,0.01661956,0.07583702,1.06336512,0.00000000
-5.63981991,4.09737723,1.02937379,2.61527535,0.50296130,0.01696906,0.07423666,1.05851829,0.00000000
-5.63381691,4.04375057,1.01608574,2.56504093,0.51435407,0.01724836,0.07245294,1.05159334,0.00000000
-5.62781391,3.98124174,1.00113525,2.50878158,0.52471593,0.01745317,0.07050725,1.04271265,0.00000000
-5.62181091,3.91064216,0.98471635,2.44716329,0.53395208,0.01758087,0.06842124,1.03200994,0.00000000
-5.61580790,3.83281639,0.96701489,2.38091784,0.54197227,0.01763054,0.06621651,1.01962386,0.00000000
-5.60980490,3.74867190,0.94820319,2.31081990,0.54869015,0.01760283,0.06391423,1.00569172,0.00000000
-5.60380190,3.65912846,0.92843572,2.23766321,0.55402289,0.01749985,0.06153489,0.99034372,0.00000000
-5.59779890,3.56508898,0.90784564,2.16223707,0.55789114,0.01732501,0.05909806,0.97369800,0.00000000
-5.59179590,3.46741311,0.88654259,2.08530427,0.56021946,0.01708281,0.05662217,0.95585667,0.00000000
-5.58579290,3.36689513,0.86461169,2.00758167,0.56093716,0.01677867,0.05412432,0.93690318,0.00000000
-5.57978989,3.26424720,0.84211390,1.92972422,0.55997973,0.01641867,0.05162025,0.91690115,0.00000000
-5.57378689,3.16008869,0.81908760,1.85231331,0.55729076,0.01600937,0.04912417,0.89589468,0.00000000
-5.56778389,3.05494212,0.79555149,1.77584967,0.55282427,0.01555761,0.04664878,0.87391020,0.00000000
-5.56178089,2.94923550,0.77150851,1.70075114,0.54654737,0.01507034,0.04420532,0.85095972,0.00000000
-5.55577789,2.84331080,0.74695066,1.62735488,0.53844313,0.01455444,0.04180354,0.82704528,0.00000000
-5.54977489,2.73743746,0.72186445,1.55592373,0.52851342,0.01401664,0.03945188,0.80216441,0.00000000
-5.54377189,2.63182991,0.69623669,1.48665589,0.51678158,0.01346341,0.03715754,0.77631600,0.00000000
-5.53776888,2.52666766,0.67006028,1.41969700,0.50329470,0.01290089,0.03492663,0.74950657,0.00000000
-5.53176588,2.42211620,0.64333964,1.35515358,0.48812530,0.01233485,0.03276433,0.72175614,0.00000000
-5.52576288,2.31834734,0.61609554,1.29310682,0.47137230,0.01177069,0.03067503,0.69310359,0.00000000
-5.51975988,2.21555734,0.58836893,1.23362553,0.45316104,0.01121341,0.02866246,0.66361099,0.00000000
-5.51375688,2.11398153,0.56022369,1.17677748,0.43364238,0.01066762,0.02672988,0.63336669,0.00000000
-5.50775388,2.01390447,0.53174801,1.12263832,0.41299083,0.01013752,0.02488009,0.60248690,0.00000000
-5.50175088,1.91566487,0.50305437,1.07129746,0.39140167,0.00962693,0.02311558,0.57111567,0.00000000
-5.49574787,1.81965515,0.47427815,1.02286082,0.36908721,0.00913926,0.02143852,0.53942323,0.00000000
-5.48974487,1.72631565,0.44557490,0.97745027,0.34627236,0.00867749,0.01985079,0.50760286,0.00000000
-5.48374187,1.63612399,0.41711652,0.93520005,0.32318959,0.00824415,0.01835397,0.47586637,0.00000000
-5.47773887,1.54958057,0.38908648,0.89625068,0.30007361,0.00784128,0.01694925,0.44443856,0.00000000
-5.47173587,1.46719108,0.36167442,0.86074085,0.27715595,0.00747040,0.01563743,0.41355088,0.00000000
-5.46573287,1.38944743,0.33507045,0.82879820,0.25465965,0.00713245,0.01441878,0.38343477,0.00000000
-5.45972986,1.31680848,0.30945938,0.80052972,0.23279428,0.00682778,0.01329303,0.35431497,0.00000000
-5.45372686,1.24968167,0.28501532,0.77601257,0.21175162,0.00655613,0.01225925,0.32640319,0.00000000
-5.44772386,1.18840699,0.26189675,0.75528609,0.19170189,0.00631658,0.01131588,0.29989247,0.00000000
-5.44172086,1.13324414,0.24024245,0.73834579,0.17279092,0.00610758,0.01046063,0.27495252,0.00000000
-5.43571786,1.08436377,0.22016837,0.72513951,0.15513819,0.00592700,0.00969059,0.25172613,0.00000000
-5.42971486,1.04184315,0.20176554,0.71556639,0.13883570,0.00577215,0.00900219,0.23032694,0.00000000
-5.42371186,1.00566657,0.18509911,0.70947862,0.12394783,0.00563985,0.00839135,0.21083849,0.00000000
-5.41770885,0.97573027,0.17020848,0.70668585,0.11051197,0.00552655,0.00785360,0.19331457,0.00000000
-5.41170585,0.95185157,0.15710838,0.70696218,0.09853979,0.00542841,0.00738417,0.17778068,0.00000000
-5.40570285,0.93378148,0.14579089,0.71005524,0.08801928,0.00534144,0.00697822,0.16423662,0.00000000
-5.39969985,0.92122013,0.13622812,0.71569682,0.07891711,0.00526164,0.00663103,0.15265971,0.00000000
-5.39369685,0.91383389,0.12837543,0.72361451,0.07118140,0.00518510,0.00633812,0.14300880,0.00000000
-5.38769385,0.91127346,0.12217496,0.73354370,0.06474462,0.00510816,0.00609551,0.13522834,0.00000000
-5.38169085,0.91319166,0.11755928,0.74523929,0.05952666,0.00502752,0.00589985,0.12925273,0.00000000
-5.37568784,0.91926013,0.11445495,0.75848643,0.05543778,0.00494033,0.00574857,0.12501032,0.00000000
-5.36968484,0.92918417,0.11278583,0.77310990,0.05238150,0.00484426,0.00563997,0.12242714,0.00000000
-5.36368184,0.94271478,0.11247601,0.78898144,0.05025721,0.00473760,0.00557335,0.12142998,0.00000000
-5.35767884,0.95965753,0.11345212,0.80602488,0.04896265,0.00461926,0.00554898,0.12194876,0.00000000
-5.35167584,0.97987779,0.11564515,0.82421868,0.04839599,0.00448875,0.00556809,0.12391817,0.00000000
-5.34567284,1.00330210,0.11899148,0.84359570,0.04845773,0.00434622,0.00563281,0.12727832,0.00000000
-5.33966983,1.02991559,0.12343322,0.86424035,0.04905216,0.00419239,0.00574608,0.13197458,0.00000000
-5.33366683,1.05975556,0.12891790,0.88628288,0.05008861,0.00402844,0.00591143,0.13795659,0.00000000
-5.32766383,1.09290153,0.13539740,0.90989127,0.05148237,0.00385602,0.00613283,0.14517649,0.00000000
-5.32166083,1.12946195,0.14282633,0.93526074,0.05315533,0.00367706,0.00641447,0.15358645,0.00000000
-5.31565783,1.16955829,0.15115988,0.96260128,0.05503636,0.00349377,0.00676046,0.16313577,0.00000000
-5.30965483,1.21330694,0.16035124,0.99212359,0.05706140,0.00330843,0.00717462,0.17376755,0.00000000
-5.30365183,1.26079969,0.17034876,1.02402383,0.05917344,0.00312340,0.00766019,0.18541530,0.00000000
-5.29764882,1.31208355,0.18109305,1.05846776,0.06132217,0.00294094,0.00821954,0.19799950,0.00000000
-5.29164582,1.36714074,0.19251407,1.09557473,0.06346359,0.00276319,0.00885397,0.21142458,0.00000000
-5.28564282,1.42586973,0.20452850,1.13540225,0.06555941,0.00259204,0.00956346,0.22557623,0.00000000
-5.27963982,1.48806831,0.21703754,1.17793165,0.06757642,0.00242914,0.01034650,0.24031952,0.00000000
-5.27363682,1.55341946,0.22992531,1.22305556,0.06948579,0.00227582,0.01119995,0.25549785,0.00000000
-5.26763382,1.62148098,0.24305800,1.27056783,0.07126231,0.00213306,0.01211891,0.27093291,0.00000000
-5.26163082,1.69167966,0.25628393,1.32015654,0.07288379,0.00200149,0.01309676,0.28642582,0.00000000
-5.25562781,1.76331059,0.26943466,1.37140057,0.07433047,0.00188142,0.01412509,0.30175944,0.00000000
-5.24962481,1.83554210,0.28232709,1.42377032,0.07558448,0.00177281,0.01519388,0.31670192,0.00000000
-5.24362181,1.90742674,0.29476668,1.47663281,0.07662960,0.00167534,0.01629159,0.33101138,0.00000000
-5.23761881,1.97791819,0.30655173,1.52926145,0.07745108,0.00158842,0.01740538,0.34444169,0.00000000
-5.23161581,2.04589398,0.31747850,1.58085032,0.07803567,0.00151125,0.01852140,0.35674901,0.00000000
-5.22561281,2.11018352,0.32734722,1.63053300,0.07837186,0.00144286,0.01962509,0.36769910,0.00000000
-5.21960980,2.16960058,0.33596851,1.67740522,0.07845023,0.00138216,0.02070155,0.37707486,0.00000000
-5.21360680,2.22297938,0.34317020,1.72055109,0.07826403,0.00132801,0.02173594,0.38468402,0.00000000
-5.20760380,2.26921284,0.34880412,1.75907171,0.07780977,0.00127923,0.02271392,0.39036647,0.00000000
-5.20160080,2.30729168,0.35275261,1.79211546,0.07708795,0.00123469,0.02362208,0.39400096,0.00000000
-5.19559780,2.33634284,0.35493436,1.81890876,0.07610372,0.00119331,0.02444836,0.39551091,0.00000000
-5.18959480,2.35566560,0.35530940,1.83878609,0.07486760,0.00115415,0.02518251,0.39486898,0.00000000
-5.18359180,2.36476392,0.35388295,1.85121812,0.07339594,0.00111638,0.02581648,0.39210009,0.00000000
-5.17758879,2.36337356,0.35070782,1.85583680,0.07171137,0.00107935,0.02634476,0.38728291,0.00000000
-5.17158579,2.35148278,0.34588532,1.85245625,0.06984298,0.00104257,0.02676472,0.38054952,0.00000000
-5.16558279,2.32934567,0.33956451,1.84108858,0.06782622,0.00100576,0.02707682,0.37208331,0.00000000
-5.15957979,2.29748731,0.33193985,1.82195400,0.06570262,0.00096881,0.02728475,0.36211518,0.00000000
-5.15357679,2.25670057,0.32324720,1.79548452,0.06351918,0.00093180,0.02739554,0.35091809,0.00000000
-5.14757379,2.20803446,0.31375836,1.76232118,0.06132751,0.00089498,0.02741949,0.33880022,0.00000000
-5.14157079,2.15277426,0.30377429,1.72330470,0.05918273,0.00085880,0.02737005,0.32609695,0.00000000
-5.13556778,2.09241427,0.29361735,1.67945984,0.05714209,0.00082381,0.02726357,0.31316194,0.00000000
-5.12956478,2.02862379,0.28362260,1.63197401,0.05526352,0.00079073,0.02711895,0.30035763,0.00000000
-5.12356178,1.96320779,0.27412872,1.58217073,0.05360392,0.00076039,0.02695715,0.28804554,0.00000000
-5.11755878,1.89806325,0.26546866,1.53147895,0.05221744,0.00073372,0.02680069,0.27657656,0.00000000
-5.11155578,1.83513272,0.25796041,1.48139909,0.05115381,0.00071175,0.02667298,0.26628163,0.00000000
-5.10555278,1.77635663,0.25189821,1.43346700,0.05045657,0.00069563,0.02659761,0.25746314,0.00000000
-5.09954977,1.72362564,0.24754436,1.38921685,0.05016156,0.00068658,0.02659759,0.25038711,0.00000000
-5.09354677,1.67873450,0.24512198,1.35014419,0.05029552,0.00068593,0.02669461,0.24527655,0.00000000
-5.08754377,1.64333876,0.24480895,1.31767024,0.05087493,0.00069516,0.02690819,0.24230602,0.00000000
-5.08154077,1.61891551,0.24673305,1.29310823,0.05190516,0.00071589,0.02725501,0.24159764,0.00000000
-5.07553777,1.60672906,0.25096857,1.27763306,0.05337993,0.00074994,0.02774816,0.24321846,0.00000000
-5.06953477,1.60780258,0.25753449,1.27225465,0.05528113,0.00079937,0.02839656,0.24717938,0.00000000
-5.06353177,1.62289623,0.26639413,1.27779597,0.05757907,0.00086655,0.02920448,0.25343556,0.00000000
-5.05752876,1.65249225,0.27745648,1.29487597,0.06023305,0.00095418,0.03017121,0.26188820,0.00000000
-5.05152576,1.69678735,0.29057897,1.32389790,0.06319241,0.00106541,0.03129089,0.27238783,0.00000000
-5.04552276,1.75569234,0.30557176,1.36504311,0.06639788,0.00120383,0.03255250,0.28473872,0.00000000
-5.03951976,1.82883887,0.32220333,1.41827034,0.06978327,0.00137358,0.03394011,0.29870460,0.00000000
-5.03351676,1.91559293,0.34020722,1.48332028,0.07327750,0.00157937,0.03543320,0.31401523,0.00000000
-5.02751376,2.01507448,0.35928977,1.55972513,0.07680676,0.00182653,0.03700731,0.33037386,0.00000000
-5.02151076,2.12618250,0.37913848,1.64682264,0.08029692,0.00212099,0.03863474,0.34746521,0.00000000
-5.01550775,2.24762447,0.39943085,1.74377398,0.08367583,0.00246926,0.04028542,0.36496391,0.00000000
-5.00950475,2.37794923,0.41984333,1.84958478,0.08687575,0.00287841,0.04192793,0.38254294,0.00000000
-5.00350175,2.51558213,0.44006005,1.96312844,0.08983547,0.00335591,0.04353049,0.39988205,0.00000000
-4.99749875,2.65886103,0.45978102,2.08317094,0.09250232,0.00390955,0.04506207,0.41667565,0.00000000
-4.99149575,2.80607210,0.47872957,2.20839613,0.09483373,0.00454720,0.04649342,0.43264019,0.00000000
-4.98549275,2.95548412,0.49665856,2.33743078,0.09679847,0.00527662,0.04779800,0.44752055,0.00000000
-4.97948974,3.10538016,0.51335536,2.46886846,0.09837738,0.00610511,0.04895281,0.46109540,0.00000000
-4.97348674,3.25408577,0.52864523,2.60129170,0.09956356,0.00703923,0.04993910,0.47318130,0.00000000
-4.96748374,3.39999285,0.54239311,2.73329172,0.10036210,0.00808442,0.05074282,0.48363540,0.00000000
-4.96148074,3.54157882,0.55450373,2.86348552,0.10078923,0.00924460,0.05135488,0.49235677,0.00000000
-4.95547774,3.67742076,0.56492003,2.99053002,0.10087108,0.01052177,0.05177121,0.49928618,0.00000000
-4.94947474,3.80620472,0.57362022,3.11313335,0.10064198,0.01191563,0.05199255,0.50440460,0.00000000
-4.94347174,3.92673048,0.58061346,3.23006344,0.10014239,0.01342323,0.05202411,0.50773032,0.00000000
-4.93746873,4.03791241,0.58593454,3.34015437,0.09941675,0.01503864,0.05187496,0.50931506,0.00000000
-4.93146573,4.13877717,0.58963791,3.44231090,0.09851110,0.01675273,0.05155732,0.50923912,0.00000000
-4.92546273,4.22845941,0.59179140,3.53551186,0.09747076,0.01855300,0.05108577,0.50760589,0.00000000
-4.91945973,4.30619634,0.59246993,3.61881316,0.09633817,0.02042359,0.05047637,0.50453602,0.00000000
-4.91345673,4.37132222,0.59174970,3.69135077,0.09515098,0.02234537,0.04974580,0.50016149,0.00000000
-4.90745373,4.42326396,0.58970307,3.75234467,0.09394042,0.02429616,0.04891052,0.49461985,0.00000000
-4.90145073,4.46153836,0.58639449,3.80110382,0.09273019,0.02625114,0.04798608,0.48804889,0.00000000
-4.89544772,4.48575184,0.58187764,3.83703275,0.09153569,0.02818337,0.04698647,0.48058202,0.00000000
-4.88944472,4.49560281,0.57619391,3.85963963,0.09036387,0.03006442,0.04592371,0.47234438,0.00000000
-4.88344172,4.49088694,0.56937226,3.86854592,0.08921349,0.03186515,0.04480759,0.46344995,0.00000000
-4.87743872,4.47150491,0.56143045,3.86349704,0.08807579,0.03355656,0.04364553,0.45399965,0.00000000
-4.87143572,4.43747222,0.55237742,3.84437377,0.08693569,0.03511068,0.04244273,0.44408047,0.00000000
-4.86543272,4.38893034,0.54221668,3.81120347,0.08577312,0.03650145,0.04120234,0.43376546,0.00000000
-4.85942971,4.32615813,0.53095037,3.76417055,0.08456477,0.03770564,0.03992586,0.42311464,0.00000000
-4.85342671,4.24958263,0.51858377,3.70362506,0.08328576,0.03870366,0.03861360,0.41217660,0.00000000
-4.84742371,4.15978803,0.50512986,3.63008888,0.08191148,0.03948025,0.03726519,0.40099059,0.00000000
-4.84142071,4.05752175,0.49061367,3.54425839,0.08041929,0.04002506,0.03588012,0.38958895,0.00000000
-4.83541771,3.94369676,0.47507597,3.44700318,0.07879002,0.04033304,0.03445827,0.37799974,0.00000000
-4.82941471,3.81938933,0.45857631,3.33936020,0.07700925,0.04040467,0.03300037,0.36624925,0.00000000
-4.82341171,3.68583165,0.44119498,3.22252302,0.07506830,0.04024595,0.03150837,0.35436435,0.00000000
-4.81740870,3.54439911,0.42303381,3.09782625,0.07296485,0.03986819,0.02998576,0.34237451,0.00000000
-4.81140570,3.39659227,0.40421589,2.96672516,0.07070320,0.03928765,0.02843769,0.33031338,0.00000000
-4.80540270,3.24401378,0.38488403,2.83077101,0.06829419,0.03852498,0.02687106,0.31821978,0.00000000
-4.79939970,3.08834085,0.36519823,2.69158265,0.06575483,0.03760445,0.02529443,0.30613835,0.00000000
-4.79339670,2.93129415,0.34533220,2.55081517,0.06310759,0.03655319,0.02371783,0.29411949,0.00000000
-4.78739370,2.77460405,0.32546919,2.41012670,0.06037948,0.03540019,0.02215255,0.28221899,0.00000000
-4.78139070,2.61997547,0.30579729,2.27114416,0.05760103,0.03417542,0.02061078,0.27049719,0.00000000
-4.77538769,2.46905250,0.28650466,2.13542935,0.05480507,0.03290884,0.01910524,0.25901791,0.00000000
-4.76938469,2.32338414,0.26777460,2.00444629,0.05202560,0.03162946,0.01764886,0.24784714,0.00000000
-4.76338169,2.18439227,0.24978109,1.87953101,0.04929661,0.03036455,0.01625441,0.23705173,0.00000000
-4.75737869,2.05334322,0.23268475,1.76186474,0.04665106,0.02913884,0.01493416,0.22669805,0.00000000
-4.75137569,1.93132380,0.21662953,1.65245141,0.04411999,0.02797391,0.01369968,0.21685089,0.00000000
-4.74537269,1.81922286,0.20174026,1.55210031,0.04173183,0.02688777,0.01256167,0.20757251,0.00000000
-4.73936968,1.71771889,0.18812109,1.46141435,0.03951194,0.02589444,0.01152985,0.19892207,0.00000000
-4.73336668,1.62727435,0.17585502,1.38078444,0.03748239,0.02500386,0.01061302,0.19095536,0.00000000
-4.72736368,1.54813687,0.16500434,1.31039027,0.03566195,0.02422183,0.00981917,0.18372495,0.00000000
-4.72136068,1.48034736,0.15561201,1.25020728,0.03406635,0.02355014,0.00915570,0.17728075,0.00000000
-4.71535768,1.42375491,0.14770395,1.20001996,0.03270876,0.02298683,0.00862972,0.17167085,0.00000000
-4.70935468,1.37803780,0.14129197,1.15944074,0.03160046,0.02252652,0.00824843,0.16694282,0.00000000
-4.70335168,1.34273017,0.13637733,1.12793406,0.03075160,0.02216092,0.00801950,0.16314511,0.00000000
-4.69734867,1.31725313,0.13295455,1.10484479,0.03017218,0.02187929,0.00795157,0.16032875,0.00000000
-4.69134567,1.30094940,0.13101553,1.08942989,0.02987302,0.02166908,0.00805465,0.15854900,0.00000000
-4.68534267,1.29311990,0.13055345,1.08089233,0.02986672,0.02151644,0.00834056,0.15786704,0.00000000
-4.67933967,1.29306101,0.13156654,1.07841583,0.03016866,0.02140690,0.00882331,0.15835136,0.00000000
-4.67333667,1.30010075,0.13406125,1.08119921,0.03079777,0.02132591,0.00951932,0.16007891,0.00000000
-4.66733367,1.31363240,0.13805480,1.08848885,0.03177723,0.02125939,0.01044764,0.16313576,0.00000000
-4.66133067,1.33314389,0.14357682,1.09960796,0.03313490,0.02119423,0.01162992,0.16761711,0.00000000
-4.65532766,1.35824145,0.15067002,1.11398137,0.03490344,0.02111869,0.01309027,0.17362672,0.00000000
-4.64932466,1.38866641,0.15938968,1.13115471,0.03712020,0.02102275,0.01485491,0.18127544,0.00000000
-4.64332166,1.42430384,0.16980204,1.15080700,0.03982662,0.02089839,0.01695159,0.19067900,0.00000000
-4.63731866,1.46518266,0.18198140,1.17275607,0.04306732,0.02073970,0.01940884,0.20195487,0.00000000
-4.63131566,1.51146658,0.19600618,1.19695651,0.04688882,0.02054299,0.02225501,0.21521840,0.00000000
-4.62531266,1.56343625,0.21195388,1.22348993,0.05133778,0.02030677,0.02551703,0.23057815,0.00000000
-4.61930965,1.62146305,0.22989518,1.25254821,0.05645902,0.02003160,0.02921912,0.24813066,0.00000000
-4.61330665,1.68597560,0.24988749,1.28441020,0.06229312,0.01971995,0.03338129,0.26795479,0.00000000
-4.60730365,1.75742041,0.27196802,1.31941312,0.06887386,0.01937592,0.03801775,0.29010587,0.00000000
-4.60130065,1.83621856,0.29614699,1.35791993,0.07622555,0.01900501,0.04313538,0.31460987,0.00000000
-4.59529765,1.92272038,0.32240100,1.40028438,0.08436032,0.01861371,0.04873213,0.34145794,0.00000000
-4.58929465,2.01716058,0.35066726,1.44681534,0.09327552,0.01820921,0.05479566,0.37060153,0.00000000
-4.58329165,2.11961616,0.38083874,1.49774256,0.10295141,0.01779907,0.06130215,0.40194842,0.00000000
-4.57728864,2.22996938,0.41276082,1.55318534,0.11334925,0.01739082,0.06821535,0.43535989,0.00000000
-4.57128564,2.34787802,0.44622951,1.61312607,0.12440987,0.01699173,0.07548612,0.47064924,0.00000000
-4.56528264,2.47275470,0.48099165,1.67739003,0.13605295,0.01660849,0.08305231,0.50758185,0.00000000
-4.55927964,2.60375682,0.51674711,1.74563266,0.14817704,0.01624700,0.09083913,0.54587686,0.00000000
-4.55327664,2.73978787,0.55315305,1.81733506,0.16066040,0.01591220,0.09876010,0.58521047,0.00000000
-4.54727364,2.87951067,0.58983024,1.89180826,0.17336268,0.01560796,0.10671848,0.62522090,0.00000000
-4.54127064,3.02137217,0.62637115,1.96820598,0.18612752,0.01533697,0.11460922,0.66551478,0.00000000
-4.53526763,3.16363906,0.66234971,2.04554563,0.19878586,0.01510080,0.12232132,0.70567484,0.00000000
-4.52926463,3.30444269,0.69733222,2.12273644,0.21116003,0.01489988,0.12974067,0.74526864,0.00000000
-4.52326163,3.44183161,0.73088903,2.19861344,0.22306839,0.01473360,0.13675311,0.78385806,0.00000000
-4.51725863,3.57382924,0.76260659,2.27197583,0.23433036,0.01460047,0.14324762,0.82100916,0.00000000
-4.51125563,3.69849428,0.79209917,2.34162762,0.24477167,0.01449821,0.14911968,0.85630218,0.00000000
-4.50525263,3.81398115,0.81901995,2.40641897,0.25422958,0.01442405,0.15427435,0.88934120,0.00000000
-4.49924962,3.91859777,0.84307080,2.46528595,0.26255786,0.01437484,0.15862925,0.91976337,0.00000000
-4.49324662,4.01085830,0.86401050,2.51728708,0.26963127,0.01434736,0.16211709,0.94724718,0.00000000
