energy_ev,total_up,C_s_up,C_p_up,Te_p_up,Te_d_up,Zr_p_up,Zr_d_up
-6.00000000,4.18662749,0.02379019,0.20704234,2.88740407,0.00000000,1.03394862,0.56994059
-5.99399700,4.00905225,0.02152473,0.20094951,2.76187570,0.00000000,0.99550830,0.54669460
-5.98799400,3.83203214,0.01952575,0.19466211,2.63687293,0.00000000,0.95677154,0.52316347
-5.98199100,3.65630475,0.01777932,0.18824961,2.51285605,0.00000000,0.91797484,0.49945894
-5.97598799,3.48267023,0.01627036,0.18178518,2.39033045,0.00000000,0.87937291,0.47570594
-5.96998499,3.31197996,0.01498324,0.17534342,2.26984117,0.00000000,0.84123353,0.45204036
-5.96398199,3.14511722,0.01390226,0.16899799,2.15196174,0.00000000,0.80383074,0.42860587
-5.95797899,2.98297150,0.01301205,0.16281898,2.03727821,0.00000000,0.76743651,0.40554978
-5.95197599,2.82640814,0.01229780,0.15687035,1.92636965,0.00000000,0.73231167,0.38301838
-5.94597299,2.67623558,0.01174546,0.15120751,1.81978644,0.00000000,0.69869655,0.36115186
-5.93996998,2.53317249,0.01134182,0.14587513,1.71802811,0.00000000,0.66680193,0.34007935
-5.93396698,2.39781707,0.01107456,0.14090540,1.62152215,0.00000000,0.63680086,0.31991421
-5.92796398,2.27062081,0.01093223,0.13631677,1.53060544,0.00000000,0.60882205,0.30074995
-5.92196098,2.15186837,0.01090424,0.13211324,1.44550953,0.00000000,0.58294500,0.28265705
-5.91595798,2.04166499,0.01098081,0.12828439,1.36635062,0.00000000,0.55919747,0.26568078
-5.90995498,1.93993244,0.01115293,0.12480591,1.29312524,0.00000000,0.53755520,0.24984021
-5.90395198,1.84641365,0.01141230,0.12164088,1.22571144,0.00000000,0.51794412,0.23512842
-5.89794897,1.76068577,0.01175131,0.11874154,1.16387584,0.00000000,0.50024474,0.22151389
-5.89194597,1.68218100,0.01216297,0.11605156,1.10728575,0.00000000,0.48429862,0.20894298
-5.88594297,1.61021380,0.01264091,0.11350872,1.05552574,0.00000000,0.46991639,0.19734335
-5.87993997,1.54401302,0.01317927,0.11104772,1.00811763,0.00000000,0.45688697,0.18662801
-5.87393697,1.48275696,0.01377267,0.10860319,0.96454265,0.00000000,0.44498736,0.17669999
-5.86793397,1.42560958,0.01441613,0.10611259,0.92426463,0.00000000,0.43399257,0.16745709
-5.86193097,1.37175585,0.01510497,0.10351887,0.88675288,0.00000000,0.42368513,0.15879673
-5.85592796,1.32043447,0.01583469,0.10077293,0.85150362,0.00000000,0.41386360,0.15062043
-5.84992496,1.27096654,0.01660085,0.09783548,0.81805896,0.00000000,0.40434996,0.14283789
-5.84392196,1.22277880,0.01739896,0.09467857,0.78602264,0.00000000,0.39499531,0.13537042
-5.83791896,1.17542078,0.01822431,0.09128645,0.75507194,0.00000000,0.38568384,0.12815354
-5.83191596,1.12857545,0.01907188,0.08765585,0.72496552,0.00000000,0.37633510,0.12113888
-5.82591296,1.08206315,0.01993626,0.08379582,0.69554711,0.00000000,0.36690440,0.11429507
-5.81990995,1.03583939,0.02081157,0.07972688,0.66674519,0.00000000,0.35738167,0.10760791
-5.81390695,0.98998696,0.02169147,0.07547987,0.63856914,0.00000000,0.34778896,0.10107972
-5.80790395,0.94470337,0.02256919,0.07109435,0.61110230,0.00000000,0.33817686,0.09472803
-5.80190095,0.90028454,0.02343765,0.06661675,0.58449265,0.00000000,0.32862004,0.08858371
-5.79589795,0.85710582,0.02428961,0.06209838,0.55894162,0.00000000,0.31921243,0.08268866
-5.78989495,0.81560154,0.02511786,0.05759329,0.53469188,0.00000000,0.31006214,0.07709327
-5.78389195,0.77624394,0.02591552,0.05315632,0.51201456,0.00000000,0.30128644,0.07185365
-5.77788894,0.73952238,0.02667626,0.04884107,0.49119650,0.00000000,0.29300699,0.06702886
-5.77188594,0.70592357,0.02739458,0.04469825,0.47252785,0.00000000,0.28534546,0.06267819
-5.76588294,0.67591326,0.02806611,0.04077414,0.45629046,0.00000000,0.27841952,0.05885861
-5.75987994,0.64991971,0.02868781,0.03710938,0.44274706,0.00000000,0.27233936,0.05562242
-5.75387694,0.62831921,0.02925812,0.03373807,0.43213156,0.00000000,0.26720457,0.05301509
-5.74787394,0.61142345,0.02977703,0.03068710,0.42464021,0.00000000,0.26310135,0.05107349
-5.74187094,0.59946895,0.03024610,0.02797587,0.42042385,0.00000000,0.26010009,0.04982429
-5.73586793,0.59260824,0.03066832,0.02561614,0.41958110,0.00000000,0.25825301,0.04928278
-5.72986493,0.59090284,0.03104791,0.02361220,0.42215247,0.00000000,0.25759210,0.04945185
-5.72386193,0.59431789,0.03138994,0.02196123,0.42811549,0.00000000,0.25812704,0.05032139
-5.71785893,0.60271846,0.03170003,0.02065375,0.43738079,0.00000000,0.25984344,0.05186787
-5.71185593,0.61586760,0.03198379,0.01967425,0.44978943,0.00000000,0.26270117,0.05405430
-5.70585293,0.63342635,0.03224641,0.01900189,0.46511152,0.00000000,0.26663309,0.05683048
-5.69984992,0.65495583,0.03249212,0.01861128,0.48304644,0.00000000,0.27154427,0.06013350
-5.69384692,0.67992167,0.03272375,0.01847322,0.50322483,0.00000000,0.27731177,0.06388864
-5.68784392,0.70770108,0.03294232,0.01855563,0.52521261,0.00000000,0.28378527,0.06801059
-5.68184092,0.73759263,0.03314676,0.01882429,0.54851713,0.00000000,0.29078860,0.07240495
-5.67583792,0.76882896,0.03333375,0.01924374,0.57259565,0.00000000,0.29812229,0.07697014
-5.66983492,0.80059228,0.03349764,0.01977810,0.59686602,0.00000000,0.30556720,0.08159955
-5.66383192,0.83203251,0.03363060,0.02039188,0.62071952,0.00000000,0.31288927,0.08618396
-5.65782891,0.86228768,0.03372285,0.02105080,0.64353551,0.00000000,0.31984518,0.09061425
