energy_ev,total_up,Hf_p_up,Hf_d_up,S_s_up,S_p_up,Si_p_up,Si_d_up
-6.00000000,0.67765355,0.18493660,0.19030518,0.00050733,0.16102340,0.23659719,0.00000000
-5.99399700,0.68872435,0.18620116,0.19297069,0.00054040,0.16407580,0.23999617,0.00000000
-5.98799400,0.69530309,0.18619803,0.19438386,0.00057425,0.16605311,0.24183154,0.00000000
-5.98199100,0.69731005,0.18494513,0.19453804,0.00060921,0.16692185,0.24209058,0.00000000
-5.97598799,0.69477040,0.18249005,0.19345688,0.00064576,0.16667282,0.24079797,0.00000000
-5.96998499,0.68781527,0.17890887,0.19119425,0.00068451,0.16532168,0.23801570,0.00000000
-5.96398199,0.67667935,0.17430402,0.18783311,0.00072621,0.16290892,0.23384179,0.00000000
-5.95797899,0.66169515,0.16880115,0.18348347,0.00077173,0.15949885,0.22840789,0.00000000
-5.95197599,0.64328420,0.16254539,0.17827948,0.00082204,0.15517805,0.22187571,0.00000000
-5.94597299,0.62194557,0.15569698,0.17237584,0.00087819,0.15005299,0.21443265,0.00000000
-5.93996998,0.59824231,0.14842648,0.16594356,0.00094129,0.14424724,0.20628668,0.00000000
-5.93396698,0.57278625,0.14090987,0.15916545,0.00101245,0.13789824,0.19766074,0.00000000
-5.92796398,0.54622204,0.13332363,0.15223129,0.00109274,0.13115375,0.18878687,0.00000000
-5.92196098,0.51921079,0.12584000,0.14533301,0.00118313,0.12416826,0.17990034,0.00000000
-5.91595798,0.49241418,0.11862271,0.13866012,0.00128446,0.11709944,0.17123390,0.00000000
-5.90995498,0.46647937,0.11182305,0.13239523,0.00139735,0.11010463,0.16301245,0.00000000
-5.90395198,0.44202532,0.10557672,0.12671020,0.00152216,0.10333775,0.15544819,0.00000000
-5.89794897,0.41963079,0.10000122,0.12176267,0.00165895,0.09694644,0.14873643,0.00000000
-5.89194597,0.39982426,0.09519406,0.11769322,0.00180739,0.09106963,0.14305208,0.00000000
-5.88594297,0.38307583,0.09123162,0.11462309,0.00196680,0.08583557,0.13854692,0.00000000
-5.87993997,0.36979116,0.08816867,0.11265253,0.00213604,0.08136019,0.13534755,0.00000000
-5.87393697,0.36030726,0.08603857,0.11185968,0.00231359,0.07774593,0.13355407,0.00000000
-5.86793397,0.35489001,0.08485394,0.11229997,0.00249747,0.07508085,0.13323936,0.00000000
-5.86193097,0.35373296,0.08460783,0.11400595,0.00268535,0.07343795,0.13444889,0.00000000
-5.85592796,0.35695741,0.08527524,0.11698747,0.00287452,0.07287481,0.13720097,0.00000000
-5.84992496,0.36461319,0.08681487,0.12123218,0.00306201,0.07343320,0.14148736,0.00000000
-5.84392196,0.37668003,0.08917101,0.12670621,0.00324462,0.07513884,0.14727408,0.00000000
-5.83791896,0.39306928,0.09227561,0.13335507,0.00341905,0.07800113,0.15450244,0.00000000
