energy_ev,total_up,N_s_up,N_p_up,Se_s_up,Se_p_up,Ta_p_up,Ta_d_up
-5.62181091,6.39022843,0.00414137,1.22472378,0.07695361,2.47012840,5.57376167,1.51686586
-5.61580790,6.32872012,0.00375879,1.18658101,0.07611081,2.45910418,5.46319907,1.52273826
-5.60980490,6.25151562,0.00340249,1.14416541,0.07498437,2.44133075,5.33808059,1.52724453
-5.60380190,6.15955519,0.00307236,1.09815303,0.07359394,2.41686302,5.20042030,1.53032640
-5.59779890,6.05393801,0.00276787,1.04923916,0.07196230,2.38585634,5.05229442,1.53193478
-5.59179590,5.93590313,0.00248817,0.99812192,0.07011483,2.34856750,4.89579387,1.53203135
-5.58579290,5.80680515,0.00223210,0.94548695,0.06807890,2.30535152,4.73297864,1.53058888
-5.57978989,5.66808543,0.00199837,0.89199346,0.06588314,2.25665414,4.56583500,1.52759048
-5.57378689,5.52123969,0.00178555,0.83826198,0.06355680,2.20300041,4.39623698,1.52302789
-5.56778389,5.36778365,0.00159215,0.78486425,0.06112902,2.14498000,4.22591313,1.51689909
-5.56178089,5.20921814,0.00141669,0.73231512,0.05862821,2.08323010,4.05641964,1.50920577
-5.55577789,5.04699574,0.00125774,0.68106680,0.05608143,2.01841690,3.88912033,1.49995081
-5.54977489,4.88249021,0.00111394,0.63150529,0.05351390,1.95121660,3.72517408,1.48913635
-5.54377189,4.71697061,0.00098401,0.58394889,0.05094854,1.88229718,3.56552963,1.47676260
-5.53776888,4.55158094,0.00086677,0.53864876,0.04840571,1.81230161,3.41092758,1.46282765
-5.53176588,4.38732612,0.00076115,0.49579116,0.04590298,1.74183348,3.26190905,1.44732835
-5.52576288,4.22506458,0.00066618,0.45550125,0.04345507,1.67144535,3.11882988,1.43026212
-5.51975988,4.06550716,0.00058096,0.41784799,0.04107387,1.60163035,2.98187957,1.41162945
-5.51375688,3.90922180,0.00050471,0.38285009,0.03876858,1.53281688,2.85110337,1.39143702
-5.50775388,3.75664280,0.00043669,0.35048239,0.03654590,1.46536645,2.72642634,1.36970074
-5.50175088,3.60808377,0.00037624,0.32068273,0.03441029,1.39957409,2.60767789,1.34644857
-5.49574787,3.46375252,0.00032275,0.29335871,0.03236429,1.33567113,2.49461565,1.32172266
-5.48974487,3.32376703,0.00027566,0.26839435,0.03040888,1.27382956,2.38694741,1.29558056
-5.48374187,3.18817097,0.00023445,0.24565635,0.02854371,1.21416761,2.28435054,1.26809524
-5.47773887,3.05694804,0.00019864,0.22499981,0.02676751,1.15675593,2.18648811,1.23935388
-5.47173587,2.93003455,0.00016780,0.20627331,0.02507828,1.10162399,2.09302169,1.20945565
-5.46573287,2.80732982,0.00014154,0.18932329,0.02347356,1.04876629,2.00362072,1.17850838
-5.45972986,2.68870453,0.00011953,0.17399779,0.02195064,0.99814831,1.91796899,1.14662475
-5.45372686,2.57400733,0.00010148,0.16014939,0.02050665,0.94971200,1.83576867,1.11391823
-5.44772386,2.46307031,0.00008718,0.14763764,0.01913866,0.90338080,1.75674261,1.08049918
-5.44172086,2.35571393,0.00007650,0.13633086,0.01784380,0.85906445,1.68063580,1.04647170
-5.43571786,2.25175211,0.00006941,0.12610747,0.01661921,0.81666346,1.60721659,1.01193144
-5.42971486,2.15099821,0.00006599,0.11685703,0.01546208,0.77607372,1.53627854,0.97696481
-5.42371186,2.05327227,0.00006644,0.10848090,0.01436965,0.73719107,1.46764321,0.94164962
-5.41770885,1.95840998,0.00007112,0.10089279,0.01333920,0.69991615,1.40116450,0.90605744
-5.41170585,1.86627317,0.00008056,0.09401914,0.01236800,0.66415945,1.33673435,0.87025723
-5.40570285,1.77676190,0.00009550,0.08779944,0.01145337,0.62984657,1.27428998,0.83432042
-5.39969985,1.68982750,0.00011690,0.08218655,0.01059263,0.59692355,1.21382219,0.79832674
-5.39369685,1.60548606,0.00014598,0.07714698,0.00978315,0.56536210,1.15538427,0.76237063
-5.38769385,1.52383150,0.00018423,0.07266112,0.00902235,0.53516455,1.09910101,0.72656762
-5.38169085,1.44504746,0.00023346,0.06872347,0.00830777,0.50636821,1.04517702,0.69106025
-5.37568784,1.36941711,0.00029582,0.06534283,0.00763706,0.47904889,0.99390374,0.65602306
-5.36968484,1.29733013,0.00037381,0.06254229,0.00700805,0.45332336,0.94566444,0.62166627
-5.36368184,1.22928620,0.00047031,0.06035913,0.00641878,0.42935053,0.90093665,0.58823777
-5.35767884,1.16589438,0.00058857,0.05884452,0.00586752,0.40733112,0.86029150,0.55602336
-5.35167584,1.10786829,0.00073224,0.05806288,0.00535276,0.38750582,0.82438969,0.52534496
-5.34567284,1.05601676,0.00090531,0.05809101,0.00487328,0.37015172,0.79397381,0.49655691
-5.33966983,1.01123007,0.00111211,0.05901687,0.00442810,0.35557723,0.76985700,0.47004043
-5.33366683,0.97446210,0.00135727,0.06093788,0.00401646,0.34411541,0.75290803,0.44619649
-5.32766383,0.94670868,0.00164559,0.06395895,0.00363782,0.33611587,0.74403294,0.42543724
-5.32166083,0.92898279,0.00198205,0.06818998,0.00329182,0.33193544,0.74415372,0.40817640
-5.31565783,0.92228708,0.00237162,0.07374304,0.00297824,0.33192786,0.75418431,0.39481890
-5.30965483,0.92758457,0.00281915,0.08072912,0.00269693,0.33643266,0.77500451,0.38575013
-5.30365183,0.94576812,0.00332926,0.08925452,0.00244783,0.34576359,0.80743243,0.38132504
-5.29764882,0.97762963,0.00390614,0.09941706,0.00223086,0.36019683,0.85219612,0.38185753
-5.29164582,1.02382963,0.00455337,0.11130199,0.00204591,0.37995935,0.90990516,0.38761035
-5.28564282,1.08486825,0.00527377,0.12497790,0.00189281,0.40521782,0.98102298,0.39878571
-5.27963982,1.16105821,0.00606922,0.14049259,0.00177128,0.43606823,1.06584083,0.41551700
-5.27363682,1.25250100,0.00694045,0.15786922,0.00168092,0.47252678,1.16445417,0.43786161
-5.26763382,1.35906668,0.00788693,0.17710269,0.00162114,0.51452224,1.27674248,0.46579528
-5.26163082,1.48037840,0.00890672,0.19815656,0.00159122,0.56189017,1.40235328,0.49920792
-5.25562781,1.61580227,0.00999635,0.22096056,0.00159021,0.61436930,1.54069120,0.53790126
-5.24962481,1.76444314,0.01115080,0.24540893,0.00161700,0.67160029,1.69091272,0.58158823
-5.24362181,1.92514685,0.01236342,0.27135956,0.00167024,0.73312709,1.85192730,0.62989437
-5.23761881,2.09650926,0.01362601,0.29863427,0.00174839,0.79840103,2.02240500,0.68236114
-5.23161581,2.27689213,0.01492890,0.32701993,0.00184974,0.86678760,2.20079104,0.73845127
-5.22561281,2.46444580,0.01626104,0.35627088,0.00197236,0.93757594,2.38532695,0.79755597
-5.21960980,2.65713821,0.01761019,0.38611220,0.00211419,1.00999082,2.57407797,0.85900405
-5.21360680,2.85278970,0.01896319,0.41624410,0.00227303,1.08320680,2.76496620,0.92207256
-5.20760380,3.04911263,0.02030615,0.44634715,0.00244662,1.15636426,2.95580836,0.98599892
-5.20160080,3.24375486,0.02162480,0.47608815,0.00263264,1.22858680,3.14435724,1.04999418
-5.19559780,3.43434575,0.02290479,0.50512668,0.00282887,1.29899949,3.32834541,1.11325698
-5.18959480,3.61854335,0.02413198,0.53312188,0.00303317,1.36674747,3.50552986,1.17498799
-5.18359180,3.79408136,0.02529281,0.55973943,0.00324366,1.43101424,3.67373622,1.23440436
-5.17758879,3.95881457,0.02637459,0.58465833,0.00345878,1.49103922,3.83090096,1.29075384
-5.17158579,4.11076139,0.02736582,0.60757749,0.00367745,1.54613394,3.97511055,1.34332816
-5.16558279,4.24814246,0.02825642,0.62822174,0.00389917,1.59569664,4.10463638,1.39147541
-5.15957979,4.36941441,0.02903798,0.64634719,0.00412417,1.63922469,4.21796457,1.43461111
-5.15357679,4.47329803,0.02970400,0.66174586,0.00435355,1.67632485,4.31382018,1.47222779
-5.14757379,4.55880056,0.03024997,0.67424937,0.00458939,1.70672104,4.39118543,1.50390295
-5.14157079,4.62523185,0.03067354,0.68373176,0.00483493,1.73025970,4.44931190,1.52930526
-5.13556778,4.67221442,0.03097456,0.69011138,0.00509459,1.74691271,4.48772702,1.54819902
-5.12956478,4.69968770,0.03115512,0.69335188,0.00537413,1.75677802,4.50623509,1.56044700
-5.12356178,4.70790674,0.03121957,0.69346231,0.00568067,1.76007807,4.50491341,1.56601157
-5.11755878,4.69743575,0.03117442,0.69049652,0.00602270,1.75715624,4.48410425,1.56495427
-5.11155578,4.66913708,0.03102831,0.68455180,0.00641006,1.74847142,4.44440312,1.55743398
-5.10555278,4.62415567,0.03079190,0.67576690,0.00685383,1.73459076,4.38664397,1.54370367
-5.09954977,4.56389966,0.03047770,0.66431950,0.00736623,1.71618086,4.31188187,1.52410585
-5.09354677,4.49001710,0.03009994,0.65042324,0.00796041,1.69399724,4.22137350,1.49906673
-5.08754377,4.40436903,0.02967434,0.63432425,0.00865019,1.66887230,4.11655566,1.46908917
-5.08154077,4.30899893,0.02921790,0.61629729,0.00944973,1.64170159,3.99902213,1.43474445
-5.07553777,4.20609873,0.02874864,0.59664153,0.01037319,1.61342853,3.87049871,1.39666269
-5.06953477,4.09797127,0.02828529,0.57567596,0.01143430,1.58502750,3.73281659,1.35552228
-5.06353177,3.98698953,0.02784696,0.55373447,0.01264592,1.55748545,3.58788411,1.31203803
-5.05752876,3.87555295,0.02745277,0.53116052,0.01401955,1.53178213,3.43765685,1.26694841
-5.05152576,3.76604119,0.02712150,0.50830166,0.01556490,1.50886922,3.28410634,1.22100192
-5.04552276,3.66076624,0.02687111,0.48550362,0.01728938,1.48964878,3.12918764,1.17494278
-5.03951976,3.56192377,0.02671835,0.46310439,0.01919775,1.47495141,2.97480627,1.12949641
-5.03351676,3.47154482,0.02667831,0.44142811,0.02129168,1.46551479,2.82278508,1.08535490
-5.02751376,3.39144953,0.02676397,0.42077906,0.02356957,1.46196330,2.67483197,1.04316295
-5.02151076,3.32320408,0.02698582,0.40143581,0.02602628,1.46478943,2.53250923,1.00350480
-5.01550775,3.26808272,0.02735144,0.38364571,0.02865317,1.47433784,2.39720553,0.96689255
-5.00950475,3.22703646,0.02786518,0.36761997,0.03143814,1.49079269,2.27011167,0.93375637
-5.00350175,3.20066978,0.02852791,0.35352938,0.03436587,1.51416919,2.15220084,0.90443702
-4.99749875,3.18922675,0.02933680,0.34150092,0.03741818,1.54430960,2.04421448,0.87918104
-4.99149575,3.19258739,0.03028529,0.33161549,0.04057454,1.58088447,1.94665426,0.85813883
-4.98549275,3.21027505,0.03136300,0.32390666,0.04381273,1.62339906,1.85978069,0.84136581
-4.97948974,3.24147463,0.03255595,0.31836084,0.04710953,1.67120507,1.78361856,0.82882663
-4.97348674,3.28506162,0.03384672,0.31491864,0.05044156,1.72351746,1.71796912,0.82040230
-4.96748374,3.33964086,0.03521481,0.31347755,0.05378609,1.77943584,1.66242857,0.81589996
-4.96148074,3.40359394,0.03663709,0.31389597,0.05712192,1.83796979,1.61641232,0.81506494
-4.95547774,3.47513341,0.03808833,0.31599820,0.06043014,1.89806722,1.57918396,0.81759453
-4.94947474,3.55236196,0.03954184,0.31958060,0.06369489,1.95864479,1.54988796,0.82315288
-4.94347174,3.63333407,0.04097016,0.32441834,0.06690392,2.01861919,1.52758477,0.83138650
-4.93746873,3.71611811,0.04234578,0.33027273,0.07004904,2.07693822,1.51128702,0.84193946
-4.93146573,3.79885609,0.04364191,0.33689884,0.07312638,2.13261043,1.49999543,0.85446786
-4.92546273,3.87981917,0.04483325,0.34405291,0.07613645,2.18473220,1.49273309,0.86865284
-4.91945973,3.95745648,0.04589673,0.35149949,0.07908395,2.23251142,1.48857691,0.88421155
-4.91345673,4.03043572,0.04681219,0.35901792,0.08197739,2.27528673,1.48668505,0.90090574
-4.90745373,4.09767390,0.04756297,0.36640784,0.08482855,2.31254184,1.48631961,0.91854759
-4.90145073,4.15835741,0.04813647,0.37349359,0.08765166,2.34391444,1.48686364,0.93700257
-4.89544772,4.21195071,0.04852453,0.38012735,0.09046254,2.36919948,1.48783225,0.95618927
-4.88944472,4.25819377,0.04872367,0.38619082,0.09327751,2.38834694,1.48887744,0.97607640
-4.88344172,4.29708859,0.04873523,0.39159552,0.09611237,2.40145420,1.48978681,0.99667692
-4.87743872,4.32887567,0.04856528,0.39628170,0.09898122,2.40875369,1.49047638,1.01803995
-4.87143572,4.35400193,0.04822449,0.40021597,0.10189539,2.41059623,1.49097805,1.04024064
-4.86543272,4.37308141,0.04772769,0.40338786,0.10486245,2.40743103,1.49142238,1.06336866
-4.85942971,4.38685100,0.04709341,0.40580559,0.10788530,2.39978324,1.49201759,1.08751580
-4.85342671,4.39612306,0.04634320,0.40749118,0.11096146,2.38822992,1.49302589,1.11276344
-4.84742371,4.40173725,0.04550093,0.40847539,0.11408255,2.37337561,1.49473811,1.13917029
-4.84142071,4.40451374,0.04459192,0.40879271,0.11723398,2.35582838,1.49744792,1.16676126
-4.83541771,4.40520987,0.04364208,0.40847663,0.12039494,2.33617742,1.50142682,1.19551779
-4.82941471,4.40448219,0.04267703,0.40755566,0.12353854,2.31497288,1.50690102,1.22537032
-4.82341171,4.40285547,0.04172122,0.40605008,0.12663231,2.29270891,1.51403134,1.25619320
-4.81740870,4.40070001,0.04079712,0.40396979,0.12963890,2.26981028,1.52289696,1.28780238
-4.81140570,4.39821812,0.03992452,0.40131324,0.13251699,2.24662316,1.53348399,1.31995615
-4.80540270,4.39544023,0.03911995,0.39806744,0.13522241,2.22341010,1.54567916,1.35235880
-4.79939970,4.39223055,0.03839628,0.39420914,0.13770942,2.20034947,1.55926907,1.38466735
-4.79339670,4.38830195,0.03776239,0.38970688,0.13993212,2.17753898,1.57394510,1.41650095
-4.78739370,4.38323901,0.03722316,0.38452390,0.14184589,2.15500305,1.58931349,1.44745271
-4.78139070,4.37652807,0.03677956,0.37862157,0.14340892,2.13270346,1.60491038,1.47710349
-4.77538769,4.36759253,0.03642889,0.37196313,0.14458363,2.11055272,1.62022078,1.50503699
-4.76938469,4.35583165,0.03616523,0.36451753,0.14533804,2.08842919,1.63470061,1.53085558
-4.76338169,4.34066073,0.03598001,0.35626309,0.14564700,2.06619338,1.64780057,1.55419607
-4.75737869,4.32155044,0.03586262,0.34719065,0.14549319,2.04370428,1.65899070,1.57474468
-4.75137569,4.29806351,0.03580112,0.33730624,0.14486796,2.02083515,1.66778406,1.59225057
-4.74537269,4.26988644,0.03578296,0.32663288,0.14377177,1.99748753,1.67375845,1.60653700
-4.73936968,4.23685492,0.03579567,0.31521160,0.14221450,1.97360320,1.67657491,1.61750969
-4.73336668,4.19897112,0.03582745,0.30310148,0.14021524,1.94917305,1.67599193,1.62516181
-4.72736368,4.15641230,0.03586774,0.29037894,0.13780197,1.92424257,1.67187463,1.62957514
-4.72136068,4.10952977,0.03590758,0.27713613,0.13501074,1.89891364,1.66419846,1.63091731
-4.71535768,4.05883839,0.03593987,0.26347863,0.13188470,1.87334244,1.65304714,1.62943501
-4.70935468,4.00499696,0.03595949,0.24952263,0.12847280,1.84773351,1.63860512,1.62544350
-4.70335168,3.94878030,0.03596327,0.23539175,0.12482832,1.82233032,1.62114496,1.61931264
-4.69734867,3.89104451,0.03594975,0.22121354,0.12100720,1.79740280,1.60101044,1.61145013
-4.69134567,3.83268715,0.03591892,0.20711614,0.11706637,1.77323227,1.57859642,1.60228275
-4.68534267,3.77460424,0.03587186,0.19322488,0.11306201,1.75009490,1.55432674,1.59223645
-4.67933967,3.71764653,0.03581020,0.17965934,0.10904786,1.72824427,1.52863140,1.58171628
-4.67333667,3.66257733,0.03573574,0.16653072,0.10507368,1.70789416,1.50192442,1.57108722
-4.66733367,3.61003420,0.03564996,0.15393975,0.10118391,1.68920259,1.47458370,1.56065705
-4.66133067,3.56049675,0.03555361,0.14197522,0.09741657,1.67225800,1.44693403,1.55066206
-4.65532766,3.51426250,0.03544637,0.13071300,0.09380241,1.65706858,1.41923420,1.54125665
-4.64932466,3.47143222,0.03532666,0.12021576,0.09036447,1.64355539,1.39166886,1.53250726
-4.64332166,3.43190586,0.03519153,0.11053315,0.08711790,1.63154998,1.36434564,1.52439137
-4.63731866,3.39538961,0.03503665,0.10170257,0.08407016,1.62079677,1.33729739,1.51680145
-4.63131566,3.36141381,0.03485650,0.09375029,0.08122152,1.61096036,1.31048943,1.50955404
-4.62531266,3.32936112,0.03464460,0.08669290,0.07856589,1.60163757,1.28383116,1.50240334
-4.61930965,3.29850349,0.03439389,0.08053899,0.07609180,1.59237376,1.25719116,1.49505881
-4.61330665,3.26804610,0.03409714,0.07529093,0.07378370,1.58268268,1.23041485,1.48720581
-4.60730365,3.23717588,0.03374743,0.07094658,0.07162324,1.57206898,1.20334339,1.47852809
-4.60130065,3.20511210,0.03333866,0.06750103,0.06959069,1.56005208,1.17583276,1.46873104
-4.59529765,3.17115593,0.03286594,0.06494791,0.06766628,1.54619033,1.14777158,1.45756422
-4.58929465,3.13473646,0.03232605,0.06328065,0.06583150,1.53010397,1.11909681,1.44484187
-4.58329165,3.09545022,0.03171776,0.06249313,0.06407018,1.51149573,1.08980616,1.43046029
-4.57728864,3.05309207,0.03104202,0.06258016,0.06236936,1.49016780,1.05996658,1.41441085
-4.57128564,3.00767541,0.03030210,0.06353734,0.06072002,1.46603422,1.02971835,1.39678789
-4.56528264,2.95944068,0.02950356,0.06536062,0.05911733,1.43912797,0.99927444,1.37779097
-4.55927964,2.90885126,0.02865414,0.06804539,0.05756082,1.40960228,0.96891543,1.35772119
-4.55327664,2.85657719,0.02776349,0.07158527,0.05605415,1.37772612,0.93898010,1.33697174
-4.54727364,2.80346749,0.02684285,0.07597061,0.05460462,1.34387404,0.90985246,1.31601317
-4.54127064,2.75051259,0.02590463,0.08118679,0.05322251,1.30851106,0.88194588,1.29537408
-4.53526763,2.69879906,0.02496198,0.08721250,0.05192023,1.27217329,0.85568541,1.27561833
-4.52926463,2.64945927,0.02402825,0.09401804,0.05071133,1.23544564,0.83148911,1.25732003
-4.52326163,2.60361885,0.02311661,0.10156384,0.04960946,1.19893774,0.80974960,1.24103764
-4.51725863,2.56234485,0.02223953,0.10979922,0.04862737,1.16325940,0.79081686,1.22728866
-4.51125563,2.52659772,0.02140847,0.11866164,0.04777592,1.12899721,0.77498309,1.21652618
-4.50525263,2.49718962,0.02063355,0.12807644,0.04706323,1.09669329,0.76247044,1.20911876
-4.49924962,2.47475141,0.01992335,0.13795717,0.04649407,1.06682744,0.75342241,1.20533438
-4.49324662,2.45970992,0.01928481,0.14820650,0.04606932,1.03980362,0.74789898,1.20532953
-4.48724362,2.45227667,0.01872320,0.15871790,0.04578577,1.01594117,0.74587597,1.20914381
-4.48124062,2.45244830,0.01824223,0.16937777,0.04563608,0.99547121,0.74724833,1.21670011
-4.47523762,2.46001834,0.01784419,0.18006822,0.04560901,0.97853816,0.75183727,1.22781039
-4.46923462,2.47459932,0.01753017,0.19067028,0.04568983,0.96520580,0.75940059,1.24218642
-4.46323162,2.49565359,0.01730034,0.20106732,0.04586092,0.95546762,0.76964571,1.25945480
-4.45722861,2.52253078,0.01715422,0.21114876,0.04610249,0.94926019,0.78224460,1.27917534
-4.45122561,2.55450936,0.01709101,0.22081365,0.04639343,0.94647880,0.79684974,1.30086160
-4.44522261,2.59083985,0.01710977,0.22997405,0.04671214,0.94699408,0.81311030,1.32400249
-4.43921961,2.63078703,0.01720970,0.23855813,0.04703744,0.95066863,0.83068768,1.34808378
-4.43321661,2.67366878,0.01739026,0.24651259,0.04734933,0.95737233,0.84926960,1.37260830
-4.42721361,2.71888934,0.01765125,0.25380453,0.04762973,0.96699567,0.86858214,1.39711409
-4.42121061,2.76596546,0.01799278,0.26042246,0.04786308,0.97946004,0.88839918,1.42118949
-4.41520760,2.81454415,0.01841521,0.26637659,0.04803676,0.99472463,0.90854881,1.44448482
-4.40920460,2.86441159,0.01891898,0.27169816,0.04814137,1.01278958,0.92891669,1.46672031
-4.40320160,2.91549309,0.01950433,0.27643808,0.04817084,1.03369531,0.94944623,1.48769021
-4.39719860,2.96784461,0.02017104,0.28066473,0.04812237,1.05751819,0.97013575,1.50726321
-4.39119560,3.02163704,0.02091811,0.28446128,0.04799621,1.08436319,0.99103316,1.52537964
-4.38519260,3.07713450,0.02174337,0.28792237,0.04779539,1.11435387,1.01222834,1.54204599
-4.37918959,3.13466835,0.02264318,0.29115064,0.04752523,1.14762066,1.03384401,1.55732719
-4.37318659,3.19460887,0.02361213,0.29425300,0.04719288,1.18428810,1.05602549,1.57133749
-4.36718359,3.25733625,0.02464277,0.29733700,0.04680678,1.22446208,1.07893011,1.58423060
-4.36118059,3.32321274,0.02572548,0.30050738,0.04637618,1.26821764,1.10271676,1.59618950
-4.35517759,3.39255733,0.02684837,0.30386295,0.04591056,1.31558829,1.12753611,1.60741663
-4.34917459,3.46562407,0.02799738,0.30749385,0.04541925,1.36655713,1.15352183,1.61812468
-4.34317159,3.54258490,0.02915636,0.31147941,0.04491098,1.42105037,1.18078317,1.62852831
-4.33716858,3.62351715,0.03030743,0.31588644,0.04439362,1.47893332,1.20939905,1.63883673
-4.33116558,3.70839575,0.03143135,0.32076815,0.04387390,1.54000885,1.23941355,1.64924732
-4.32516258,3.79708972,0.03250803,0.32616345,0.04335732,1.60401815,1.27083286,1.65993990
-4.31915958,3.88936217,0.03351715,0.33209678,0.04284803,1.67064340,1.30362341,1.67107161
-4.31315658,3.98487301,0.03443882,0.33857830,0.04234887,1.73951203,1.33771089,1.68277209
-4.30715358,4.08318341,0.03525427,0.34560423,0.04186138,1.81020186,1.37298000,1.69513876
