energy_ev,total_up,C_s_up,C_p_up,Na_s_up,Pt_p_up,Pt_d_up,Se_s_up,Se_p_up
-5.89794897,11.65225782,0.01882204,0.74755839,0.39366350,3.39033456,7.55992144,0.08771344,3.28863722
-5.89194597,11.60166798,0.01931217,0.73076947,0.38116525,3.30539417,7.58544574,0.09037966,3.25765506
-5.88594297,11.55727229,0.01982059,0.71258854,0.36761062,3.22257525,7.61262681,0.09337254,3.23427720
-5.87993997,11.52326387,0.02035445,0.69328897,0.35329875,3.14337787,7.64411088,0.09669668,3.21966468
-5.87393697,11.50338821,0.02092049,0.67316181,0.33853258,3.06908741,7.68236661,0.10034803,3.21468447
-5.86793397,11.50080963,0.02152464,0.65250739,0.32360987,3.00074277,7.72958427,0.10431318,3.21988466
-5.86193097,11.51799482,0.02217171,0.63162657,0.30881439,2.93911413,7.78758175,0.10856881,3.23547941
-5.85592796,11.55661852,0.02286503,0.61081205,0.29440791,2.88469110,7.85772206,0.11308162,3.26134434
-5.84992496,11.61749587,0.02360635,0.59033990,0.28062307,2.83768111,7.94084629,0.11780836,3.29702252
-5.84392196,11.70054466,0.02439562,0.57046181,0.26765752,2.79801809,8.03722527,0.12269637,3.34174100
-5.83791896,11.80477979,0.02523108,0.55139825,0.25566945,2.76538062,8.14653282,0.12768430,3.39443753
-5.83191596,11.92834058,0.02610930,0.53333276,0.24477471,2.73921864,8.26784182,0.13270330,3.45379627
-5.82591296,12.06855008,0.02702536,0.51640772,0.23504555,2.71878737,8.39964376,0.13767840,3.51829158
-5.81990995,12.22200403,0.02797315,0.50072169,0.22651097,2.70318666,8.53989077,0.14253021,3.58623794
-5.81390695,12.38468546,0.02894562,0.48632835,0.21915862,2.69140413,8.68605831,0.14717688,3.65584415
-5.80790395,12.55209987,0.02993513,0.47323713,0.21293810,2.68235990,8.83522537,0.15153615,3.72526977
-5.80190095,12.71942468,0.03093382,0.46141538,0.20776545,2.67495102,8.98416840,0.15552754,3.79268134
-5.79589795,12.88166642,0.03193386,0.45079197,0.20352870,2.66809364,9.12946450,0.15907449,3.85630628
-5.78989495,13.03381832,0.03292777,0.44126208,0.20009394,2.66076114,9.26759897,0.16210647,3.91448233
-5.78389195,13.17101181,0.03390859,0.43269295,0.19731195,2.65201673,9.39507250,0.16456090,3.96570055
-5.77788894,13.28865568,0.03487001,0.42493025,0.19502491,2.64103938,9.50850346,0.16638485,4.00864057
-5.77188594,13.38255754,0.03580638,0.41780477,0.19307282,2.62714231,9.60472115,0.16753642,4.04219678
-5.76588294,13.44902381,0.03671264,0.41113915,0.19129971,2.60978382,9.68084700,0.16798573,4.06549512
-5.75987994,13.48493565,0.03758425,0.40475440,0.18955898,2.58857040,9.73436110,0.16771560,4.07790012
-5.75387694,13.48779956,0.03841692,0.39847589,0.18771808,2.56325291,9.76315288,0.16672172,4.07901285
-5.74787394,13.45577340,0.03920644,0.39213862,0.18566216,2.53371643,9.76555544,0.16501245,4.06866060
-5.74187094,13.38766905,0.03994841,0.38559174,0.18329678,2.49996530,9.74036399,0.16260827,4.04687941
-5.73586793,13.28293491,0.04063805,0.37870214,0.18054948,2.46210447,9.68683968,0.15954079,4.01389118
-5.72986493,13.14162143,0.04127002,0.37135705,0.17737048,2.42031882,9.60470064,0.15585156,3.97007695
-5.72386193,12.96433383,0.04183831,0.36346578,0.17373238,2.37485188,9.49410242,0.15159059,3.91594820
-5.71785893,12.75217618,0.04233628,0.35496062,0.16962907,2.32598540,9.35561017,0.14681476,3.85211772
-5.71185593,12.50669064,0.04275677,0.34579691,0.16507401,2.27402088,9.19016497,0.14158609,3.77927180
-5.70585293,12.22979556,0.04309229,0.33595252,0.16009796,2.21926419,8.99904647,0.13597011,3.69814484
-5.69984992,11.92372523,0.04333536,0.32542679,0.15474641,2.16201371,8.78383361,0.13003416,3.60949737
-5.69384692,11.59097342,0.04347896,0.31423904,0.14907675,2.10255256,8.54636495,0.12384593,3.51409828
-5.68784392,11.23424208,0.04351699,0.30242682,0.14315545,2.04114476,8.28869957,0.11747209,3.41271132
-5.68184092,10.85639582,0.04344477,0.29004388,0.13705532,1.97803512,8.01307918,0.11097719,3.30608598
-5.67583792,10.46042188,0.04325962,0.27715811,0.13085283,1.91345226,7.72189163,0.10442267,3.19495236
-5.66983492,10.04939518,0.04296129,0.26384935,0.12462579,1.84761415,7.41763583,0.09786622,3.08001950
-5.66383192,9.62644727,0.04255239,0.25020721,0.11845126,1.78073514,7.10288787,0.09136125,2.96197644
-5.65782891,9.19473807,0.04203870,0.23632886,0.11240367,1.71303382,6.78026795,0.08495663,2.84149519
-5.65182591,8.75742924,0.04142933,0.22231694,0.10655335,1.64474067,6.45240801,0.07869657,2.71923488
-5.64582291,8.31765805,0.04073668,0.20827742,0.10096527,1.57610473,6.12191970,0.07262068,2.59584618
-5.63981991,7.87851111,0.03997638,0.19431760,0.09569797,1.50739889,5.79136285,0.06676412,2.47197548
-5.63381691,7.44299754,0.03916690,0.18054418,0.09080274,1.43892296,5.46321451,0.06115785,2.34826813
-5.62781391,7.01402150,0.03832908,0.16706147,0.08632298,1.37100472,5.13983894,0.05582901,2.22537054
-5.62181091,6.59435455,0.03748561,0.15396968,0.08229368,1.30399854,4.82345920,0.05080125,2.10393073
-5.61580790,6.18660847,0.03666027,0.14136349,0.07874098,1.23828197,4.51613090,0.04609517,1.98459755
-5.60980490,5.79320956,0.03587725,0.12933072,0.07568195,1.17425047,4.21971901,0.04172876,1.86801834
-5.60380190,5.41637555,0.03516040,0.11795139,0.07312438,1.11231080,3.93587846,0.03771785,1.75483563
-5.59779890,5.05809621,0.03453250,0.10729690,0.07106684,1.05287365,3.66603926,0.03407658,1.64568276
-5.59179590,4.72011881,0.03401465,0.09742967,0.06949873,0.99634589,3.41139685,0.03081781,1.54117919
-5.58579290,4.40393936,0.03362575,0.08840295,0.06840071,0.94312329,3.17290805,0.02795364,1.44192555
-5.57978989,4.11080023,0.03338214,0.08026107,0.06774516,0.89358387,2.95129298,0.02549581,1.34849891
-5.57378689,3.84169444,0.03329738,0.07303985,0.06749699,0.84808261,2.74704276,0.02345616,1.26144856
-5.56778389,3.59737671,0.03338225,0.06676739,0.06761462,0.80694757,2.56043295,0.02184699,1.18129240
-5.56178089,3.37838045,0.03364483,0.06146492,0.06805120,0.77047765,2.39154195,0.02068146,1.10851430
-5.55577789,3.18504021,0.03409084,0.05714796,0.06875605,0.73894196,2.24027378,0.01997386,1.04356207
-5.54977489,3.01751802,0.03472406,0.05382737,0.06967624,0.71258067,2.10638411,0.01973982,0.98684636
-5.54377189,2.87583225,0.03554682,0.05151050,0.07075834,0.69160701,1.98950838,0.01999645,0.93873996
-5.53776888,2.75988712,0.03656056,0.05020226,0.07195015,0.67621001,1.88919067,0.02076230,0.89957745
-5.53176588,2.66950117,0.03776643,0.04990589,0.07320248,0.66655760,1.80491203,0.02205726,0.86965481
-5.52576288,2.60443251,0.03916576,0.05062364,0.07447075,0.66279931,1.73611677,0.02390223,0.84922858
-5.51975988,2.56439930,0.04076056,0.05235710,0.07571646,0.66506843,1.68223561,0.02631868,0.83851431
-5.51375688,2.54909385,0.04255374,0.05510712,0.07690838,0.67348272,1.64270430,0.02932799,0.83768386
-5.50775388,2.55818902,0.04454927,0.05887352,0.07802335,0.68814356,1.61697708,0.03295064,0.84686142
-5.50175088,2.59133613,0.04675214,0.06365430,0.07904677,0.70913317,1.60453408,0.03720527,0.86611789
-5.49574787,2.64815414,0.04916806,0.06944455,0.07997263,0.73650959,1.60488251,0.04210753,0.89546373
-5.48974487,2.72821016,0.05180299,0.07623513,0.08080305,0.77029963,1.61755157,0.04766884,0.93484025
-5.48374187,2.83099210,0.05466252,0.08401094,0.08154756,0.81048980,1.64208140,0.05389503,0.98410952
-5.47773887,2.95587477,0.05775100,0.09274916,0.08222179,0.85701552,1.67800691,0.06078501,1.04304328
-5.47173587,3.10208112,0.06107065,0.10241736,0.08284601,0.90974918,1.72483742,0.06832928,1.11131136
-5.46573287,3.26864082,0.06462052,0.11297153,0.08344333,0.96848755,1.78203340,0.07650866,1.18847012
-5.45972986,3.45434876,0.06839545,0.12435439,0.08403778,1.03293932,1.84898193,0.08529299,1.27395162
-5.45372686,3.65772604,0.07238509,0.13649378,0.08465235,1.10271346,1.92497237,0.09464003,1.36705432
-5.44772386,3.87698625,0.07657297,0.14930146,0.08530709,1.17730934,2.00917406,0.10449462,1.46693599
-5.44172086,4.11000976,0.08093582,0.16267229,0.08601738,1.25610920,2.10061755,0.11478807,1.57260969
-5.43571786,4.35432838,0.08544300,0.17648395,0.08679242,1.33837399,2.19818107,0.12543790,1.68294348
-5.42971486,4.60712262,0.09005625,0.19059726,0.08763412,1.42324295,2.30058339,0.13634799,1.79666444
-5.42371186,4.86523301,0.09472972,0.20485711,0.08853639,1.50973766,2.40638409,0.14740914,1.91236757
-5.41770885,5.12518670,0.09941032,0.21909402,0.08948480,1.59677081,2.51399210,0.15850007,2.02852987
-5.41170585,5.38323966,0.10403840,0.23312651,0.09045680,1.68315979,2.62168260,0.16948896,2.14352962
-5.40570285,5.63543411,0.10854873,0.24676390,0.09142231,1.76764524,2.72762231,0.18023541,2.25567090
-5.39969985,5.87767035,0.11287181,0.25980992,0.09234477,1.84891399,2.82990258,0.19059286,2.36321296
-5.39369685,6.10579110,0.11693547,0.27206668,0.09318250,1.92562616,2.92657955,0.20041146,2.46440375
-5.38769385,6.31567603,0.12066661,0.28333910,0.09389041,1.99644545,3.01571986,0.20954128,2.55751703
-5.38169085,6.50334354,0.12399318,0.29343962,0.09442180,2.06007192,3.09545060,0.21783579,2.64089175
-5.37568784,6.66505636,0.12684621,0.30219299,0.09473040,2.11527595,3.16401163,0.22515550,2.71297273
-5.36968484,6.79742717,0.12916188,0.30944105,0.09477229,2.16093238,3.21980828,0.23137166,2.77235102
-5.36368184,6.89752038,0.13088349,0.31504723,0.09450778,2.19605342,3.26146254,0.23636992,2.81780269
-5.35767884,6.96294596,0.13196330,0.31890071,0.09390315,2.21981901,3.28786063,0.24005370,2.84832442
-5.35167584,6.99194172,0.13236420,0.32091993,0.09293200,2.23160353,3.29819508,0.24234723,2.86316441
-5.34567284,6.98344044,0.13206097,0.32105545,0.09157646,2.23099753,3.29199977,0.24319814,2.86184736
-5.33966983,6.93711895,0.13104134,0.31929184,0.08982790,2.21782360,3.26917622,0.24257933,2.84419219
-5.33366683,6.85342692,0.12930651,0.31564874,0.08768732,2.19214557,3.23001027,0.24049025,2.81032175
-5.32766383,6.73359368,0.12687133,0.31018077,0.08516533,2.15427052,3.17517817,0.23695728,2.76066369
-5.32166083,6.57961256,0.12376405,0.30297646,0.08228179,2.10474342,3.10574185,0.23203338,2.69594239
-5.31565783,6.39420282,0.12002559,0.29415615,0.07906506,2.04433443,3.02313327,0.22579682,2.61716200
-5.30965483,6.18075026,0.11570845,0.28386892,0.07555102,1.97401938,2.92912835,0.21834916,2.52558099
-5.30365183,5.94322844,0.11087522,0.27228864,0.07178176,1.89495391,2.82581101,0.20981253,2.42267920
-5.29764882,5.68610304,0.10559684,0.25960940,0.06780420,1.80844250,2.71552862,0.20032621,2.31011845
-5.29164582,5.41422257,0.09995060,0.24604030,0.06366856,1.71590331,2.60083980,0.19004279,2.18969830
-5.28564282,5.13269910,0.09401799,0.23179996,0.05942673,1.61883033,2.48445626,0.17912394,2.06330842
-5.27963982,4.84678278,0.08788250,0.21711088,0.05513081,1.51875412,2.36918007,0.16773608,1.93287958
-5.27363682,4.56173406,0.08162745,0.20219387,0.05083163,1.41720267,2.25783801,0.15604599,1.80033481
-5.26763382,4.28269756,0.07533386,0.18726274,0.04657741,1.31566369,2.15321450,0.14421661,1.66754264
-5.26163082,4.01458096,0.06907865,0.17251944,0.04241269,1.21554955,2.05798467,0.13240322,1.53627396
-5.25562781,3.76194220,0.06293285,0.15814975,0.03837739,1.11816601,1.97464908,0.12074999,1.40816374
-5.24962481,3.52888768,0.05696037,0.14431971,0.03450613,1.02468561,1.90547122,0.10938717,1.28467886
-5.24362181,3.31898366,0.05121682,0.13117282,0.03082773,0.93612628,1.85241933,0.09842887,1.16709269
-5.23761881,3.13518247,0.04574891,0.11882811,0.02736507,0.85333559,1.81711354,0.08797155,1.05646694
-5.23161581,2.97976476,0.04059400,0.10737894,0.02413500,0.77698076,1.80077943,0.07809320,0.95364082
-5.22561281,2.85429856,0.03578010,0.09689272,0.02114858,0.70754432,1.80420922,0.06885310,0.85922734
-5.21960980,2.75961536,0.03132609,0.08741132,0.01841136,0.64532516,1.82773154,0.06029232,0.77361636
-5.21360680,2.69580327,0.02724225,0.07895217,0.01592392,0.59044442,1.87119077,0.05243463,0.69698352
-5.20760380,2.66221708,0.02353098,0.07150991,0.01368243,0.54285577,1.93393694,0.04528789,0.62930449
-5.20160080,2.65750456,0.02018766,0.06505858,0.01167925,0.50235924,2.01482698,0.03884584,0.57037333
-5.19559780,2.67964854,0.01720165,0.05955408,0.00990366,0.46861805,2.11223819,0.03308998,0.51982420
-5.18959480,2.72602374,0.01455735,0.05493693,0.00834249,0.44117762,2.22409420,0.02799175,0.47715520
-5.18359180,2.79346737,0.01223526,0.05113518,0.00698082,0.41948607,2.34790386,0.02351459,0.44175369
-5.17758879,2.87836212,0.01021302,0.04806734,0.00580255,0.40291564,2.48081274,0.01961603,0.41292194
-5.17158579,2.97673006,0.00846636,0.04564530,0.00479097,0.39078422,2.61966674,0.01624968,0.38990253
-5.16558279,3.08433541,0.00697000,0.04377712,0.00392929,0.38237669,2.76108665,0.01336694,0.37190280
-5.15957979,3.19679401,0.00569844,0.04236968,0.00320097,0.37696538,2.90155205,0.01091860,0.35811776
-5.15357679,3.30968680,0.00462656,0.04133108,0.00259011,0.37382935,3.03749236,0.00885613,0.34775115
-5.14757379,3.41867448,0.00373021,0.04057278,0.00208170,0.37227205,3.16538234,0.00713277,0.34003410
-5.14157079,3.51961004,0.00298660,0.04001152,0.00166177,0.37163706,3.28183903,0.00570433,0.33424146
-5.13556778,3.60864578,0.00237455,0.03957084,0.00131757,0.37132173,3.38371662,0.00452980,0.32970531
-5.12956478,3.68233156,0.00187475,0.03918237,0.00103757,0.37078842,3.46819587,0.00357172,0.32582588
-5.12356178,3.73770077,0.00146980,0.03878673,0.00081151,0.36957320,3.53286441,0.00279638,0.32207955
-5.11755878,3.77234122,0.00114426,0.03833418,0.00063038,0.36729204,3.57578482,0.00217387,0.31802427
-5.11155578,3.78444818,0.00088459,0.03778488,0.00048634,0.36364428,3.59554757,0.00167798,0.31330222
-5.10555278,3.77285793,0.00067907,0.03710893,0.00037266,0.35841355,3.59130650,0.00128604,0.30764000
-5.09954977,3.73706039,0.00051767,0.03628611,0.00028361,0.35146628,3.56279544,0.00097869,0.30084656
-5.09354677,3.67719067,0.00039192,0.03530533,0.00021438,0.34274775,3.51032527,0.00073955,0.29280892
-5.08754377,3.59400010,0.00029472,0.03416390,0.00016098,0.33227627,3.43476156,0.00055493,0.28348620
-5.08154077,3.48880813,0.00022021,0.03286667,0.00012011,0.32013545,3.33748409,0.00041355,0.27290205
-5.07553777,3.36343755,0.00016359,0.03142491,0.00008910,0.30646517,3.22032996,0.00030616,0.26113600
-5.06953477,3.22013590,0.00012100,0.02985524,0.00006579,0.29145150,3.08552334,0.00022528,0.24831392
-5.06353177,3.06148665,0.00008935,0.02817836,0.00004846,0.27531606,2.93559472,0.00016495,0.23459814
-5.05752876,2.89031416,0.00006623,0.02641790,0.00003576,0.25830517,2.77329366,0.00012044,0.22017748
-5.05152576,2.70958628,0.00004979,0.02459924,0.00002668,0.24067928,2.60149863,0.00008811,0.20525755
-5.04552276,2.52231876,0.00003864,0.02274842,0.00002043,0.22270299,2.42312788,0.00006513,0.19005167
-5.03951976,2.33148509,0.00003183,0.02089113,0.00001647,0.20463601,2.24105480,0.00004944,0.17477271
-5.03351676,2.13993497,0.00002876,0.01905189,0.00001442,0.18672534,2.05803098,0.00003952,0.15962602
-5.02751376,1.95032413,0.00002915,0.01725333,0.00001410,0.16919888,1.87661946,0.00003442,0.14480370
-5.02151076,1.76505747,0.00003303,0.01551565,0.00001546,0.15226052,1.69914024,0.00003357,0.13048019
-5.01550775,1.58624663,0.00004077,0.01385624,0.00001863,0.13608690,1.52762918,0.00003683,0.11680945
-5.00950475,1.41568262,0.00005304,0.01228949,0.00002385,0.12082575,1.36381068,0.00004446,0.10392348
-5.00350175,1.25482308,0.00007092,0.01082669,0.00003159,0.10659568,1.20908430,0.00005707,0.09193235
-4.99749875,1.10479351,0.00009590,0.00947616,0.00004245,0.09348748,1.06452412,0.00007572,0.08092545
-4.99149575,0.96640094,0.00012998,0.00824345,0.00005731,0.08156656,0.93088986,0.00010196,0.07097402
-4.98549275,0.84015832,0.00017577,0.00713162,0.00007726,0.07087648,0.80864798,0.00013785,0.06213462
-4.97948974,0.72631769,0.00023659,0.00614166,0.00010372,0.06144336,0.69800083,0.00018612,0.05445355
-4.97348674,0.62490989,0.00031660,0.00527292,0.00013848,0.05328089,0.59892184,0.00025027,0.04797193
-4.96748374,0.53578865,0.00042099,0.00452362,0.00018373,0.04639580,0.51119469,0.00033471,0.04273127
-4.96148074,0.45867713,0.00055608,0.00389134,0.00024216,0.04079366,0.43445447,0.00044492,0.03877945
-4.95547774,0.39321489,0.00072955,0.00337357,0.00031701,0.03648469,0.36822923,0.00058763,0.03617685
-4.94947474,0.33900370,0.00095062,0.00296822,0.00041216,0.03348963,0.31198006,0.00077107,0.03500248
-4.94347174,0.29565086,0.00123020,0.00267410,0.00053218,0.03184537,0.26513880,0.00100510,0.03536010
-4.93746873,0.26280867,0.00158112,0.00249144,0.00068243,0.03161036,0.22714214,0.00130153,0.03738384
-4.93146573,0.24020947,0.00201825,0.00242232,0.00086909,0.03286955,0.19746147,0.00167427,0.04124361
-4.92546273,0.22769529,0.00255864,0.00247112,0.00109921,0.03573901,0.17562806,0.00213960,0.04714963
-4.91945973,0.22524181,0.00322160,0.00264493,0.00138074,0.04036978,0.16125320,0.00271633,0.05535639
-4.91345673,0.23297612,0.00402876,0.00295391,0.00172252,0.04695122,0.15404334,0.00342599,0.06616539
-4.90745373,0.25118819,0.00500394,0.00341162,0.00213424,0.05571347,0.15381012,0.00429293,0.07992675
-4.90145073,0.28033579,0.00617306,0.00403534,0.00262637,0.06692904,0.16047559,0.00534441,0.09703936
-4.89544772,0.32104270,0.00756388,0.00484634,0.00321007,0.08091338,0.17407266,0.00661050,0.11794933
-4.88944472,0.37409023,0.00920556,0.00587006,0.00389693,0.09802424,0.19474110,0.00812403,0.14314653
-4.88344172,0.44040194,0.01112820,0.00713626,0.00469885,0.11865972,0.22271927,0.00992028,0.17315905
-4.87743872,0.52102162,0.01336213,0.00867911,0.00562770,0.14325481,0.25833189,0.01203666,0.20854537
-4.87143572,0.61708471,0.01593712,0.01053715,0.00669499,0.17227637,0.30197407,0.01451213,0.24988419
-4.86543272,0.72978321,0.01888144,0.01275317,0.00791151,0.20621636,0.35409195,0.01738656,0.29776178
-4.85942971,0.86032468,0.02222077,0.01537390,0.00928688,0.24558317,0.41516023,0.02069990,0.35275703
-4.85342671,1.00988582,0.02597702,0.01844961,0.01082911,0.29089116,0.48565705,0.02449118,0.41542421
-4.84742371,1.17956139,0.03016711,0.02203347,0.01254413,0.34264829,0.56603663,0.02879738,0.48627374
-4.84142071,1.37030961,0.03480168,0.02618074,0.01443531,0.40134189,0.65670035,0.03365215,0.56575145
-4.83541771,1.58289525,0.03988383,0.03094775,0.01650299,0.46742279,0.75796675,0.03908448,0.65421666
-4.82941471,1.81783201,0.04540790,0.03639053,0.01874406,0.54128802,0.87004147,0.04511725,0.75191979
-4.82341171,2.07532599,0.05135847,0.04256339,0.02115164,0.62326232,0.99298779,0.05176576,0.85898023
-4.81740870,2.35522213,0.05770941,0.04951707,0.02371478,0.71357894,1.12669885,0.05903629,0.97536520
-4.81140570,2.65695575,0.06442333,0.05729678,0.02641827,0.81236022,1.27087258,0.06692472,1.10087057
-4.80540270,2.97951149,0.07145118,0.06594003,0.02924262,0.91959856,1.42499038,0.07541530,1.23510436
-4.79939970,3.32139147,0.07873234,0.07547432,0.03216416,1.03513839,1.58830054,0.08447959,1.37747404
-4.79339670,3.68059505,0.08619498,0.08591470,0.03515520,1.15866001,1.75980756,0.09407565,1.52717826
-4.78739370,4.05461177,0.09375692,0.09726147,0.03818449,1.28966604,1.93826810,0.10414758,1.68320387
-4.78139070,4.44042906,0.10132684,0.10949785,0.04121768,1.42747125,2.12219450,0.11462534,1.84432887
-4.77538769,4.83455577,0.10880590,0.12258800,0.04421799,1.57119676,2.30986622,0.12542503,2.00913173
-4.76938469,5.23306234,0.11608979,0.13647531,0.04714699,1.71976916,2.49934968,0.13644963,2.17600736
-4.76338169,5.63163735,0.12307098,0.15108121,0.04996545,1.87192550,2.68852648,0.14759013,2.34318986
-4.75737869,6.02566029,0.12964135,0.16630461,0.05263430,2.02622447,2.87512970,0.15872716,2.50878178
-4.75137569,6.41028908,0.13569491,0.18202203,0.05511560,2.18106427,3.05678765,0.16973312,2.67078950
-4.74537269,6.78056085,0.14113059,0.19808858,0.05737351,2.33470732,3.23107428,0.18047461,2.82716410
-4.73936968,7.13150327,0.14585504,0.21433980,0.05937525,2.48531163,3.39556483,0.19081542,2.97584671
-4.73336668,7.45825376,0.14978528,0.23059450,0.06109202,2.63096840,3.54789523,0.20061965,3.11481715
-4.72736368,7.75618285,0.15285108,0.24665844,0.06249979,2.76974525,3.68582358,0.20975519,3.24214462
-4.72136068,8.02101814,0.15499709,0.26232887,0.06357998,2.89973374,3.80729151,0.21809729,3.35603879
-4.71535768,8.24896440,0.15618441,0.27739988,0.06432000,3.01910006,3.91048350,0.22553214,3.45489967
-4.70935468,8.43681597,0.15639183,0.29166826,0.06471365,3.12613707,3.99388192,0.23196036,3.53736454
-4.70335168,8.58205693,0.15561644,0.30493976,0.06476133,3.21931584,4.05631571,0.23730030,3.60235022
-4.69734867,8.68294541,0.15387369,0.31703550,0.06447004,3.29733464,4.09700073,0.24149090,3.64908907
-4.69134567,8.73857817,0.15119691,0.32779821,0.06385325,3.35916330,4.11557004,0.24449416,3.67715710
-4.68534267,8.74893268,0.14763632,0.33709799,0.06293059,3.40408086,4.11209266,0.24629696,3.68649305
-4.67933967,8.71488432,0.14325743,0.34483746,0.06172733,3.43170461,4.08707991,0.24691221,3.67740726
-4.67333667,8.63819730,0.13813916,0.35095578,0.06027376,3.44200895,4.04147846,0.24637921,3.65057972
-4.66733367,8.52148871,0.13237149,0.35543153,0.05860442,3.43533273,3.97665034,0.24476318,3.60704699
-4.66133067,8.36816647,0.12605289,0.35828414,0.05675723,3.41237435,3.89434007,0.24215398,3.54817805
-4.65532766,8.18234244,0.11928764,0.35957376,0.05477251,3.37417433,3.79662991,0.23866396,3.47563967
-4.64932466,7.96872344,0.11218298,0.35939960,0.05269199,3.32208566,3.68588472,0.23442503,3.39135216
-4.64332166,7.73248366,0.10484640,0.35789665,0.05055773,3.25773287,3.56468807,0.22958499,3.29743705
-4.63731866,7.47912247,0.09738310,0.35523100,0.04841110,3.18296122,3.43577201,0.22430333,3.19615814
-4.63131566,7.21431288,0.08989350,0.35159384,0.04629173,3.09977797,3.30194266,0.21874650,3.08985819
-4.62531266,6.94374553,0.08247130,0.34719451,0.04423656,3.01028803,3.16600451,0.21308290,2.98089328
-4.61930965,6.67297406,0.07520163,0.34225282,0.04227896,2.91662674,3.03068587,0.20747781,2.87156723
-4.61330665,6.40726696,0.06815980,0.33699096,0.04044788,2.82089245,2.89856804,0.20208834,2.76406848
-4.60730365,6.15147134,0.06141030,0.33162544,0.03876727,2.72508171,2.77202068,0.19705868,2.66041154
-4.60130065,5.90989306,0.05500628,0.32635942,0.03725552,2.63102983,2.65314553,0.19251578,2.56238526
-4.59529765,5.68619730,0.04898943,0.32137562,0.03592514,2.54035911,2.54373005,0.18856573,2.47150952
-4.58929465,5.48333268,0.04339012,0.31683028,0.03478256,2.45443680,2.44521252,0.18529076,2.38900197
-4.58329165,5.30348100,0.03822803,0.31284841,0.03382814,2.37434431,2.35865945,0.18274728,2.31575567
-4.57728864,5.14803380,0.03351282,0.30952034,0.03305639,2.30085869,2.28475559,0.18096475,2.25232842
-4.57128564,5.01759582,0.02924526,0.30689986,0.03245630,2.23444672,2.22380665,0.17994557,2.19894358
-4.56528264,4.91201430,0.02541830,0.30500397,0.03201188,2.17527149,2.17575407,0.17966599,2.15550238
-4.55927964,4.83043234,0.02201836,0.30381403,0.03170286,2.12321066,2.14020100,0.18007783,2.12160669
-4.55327664,4.77136358,0.01902666,0.30327846,0.03150547,2.07788525,2.11644814,0.18111117,2.09659117
-4.54727364,4.73278463,0.01642048,0.30331660,0.03139336,2.03869724,2.10353785,0.18267764,2.07956324
-4.54127064,4.71224146,0.01417442,0.30382362,0.03133854,2.00487402,2.10030478,0.18467434,2.06944922
-4.53526763,4.70696534,0.01226157,0.30467625,0.03131244,1.97551746,2.10543095,0.18698809,2.06504454
-4.52926463,4.71399370,0.01065455,0.30573894,0.03128685,1.94965540,2.11750330,0.18949996,2.06506616
-4.52326163,4.73029157,0.00932642,0.30687029,0.03123493,1.92629319,2.13507159,0.19208974,2.06820505
-4.51725863,4.75286904,0.00825144,0.30792936,0.03113204,1.90446306,2.15670461,0.19464026,2.07317673
-4.51125563,4.77889072,0.00740569,0.30878173,0.03095660,1.88326948,2.18104293,0.19704143,2.07876825
-4.50525263,4.80577347,0.00676748,0.30930488,0.03069071,1.86192873,2.20684623,0.19919370,2.08387975
-4.49924962,4.83126932,0.00631770,0.30939295,0.03032070,1.83980121,2.23303388,0.20101098,2.08755939
-4.49324662,4.85353106,0.00603993,0.30896043,0.02983751,1.81641564,2.25871731,0.20242286,2.08903061
