energy_ev,total_up,Au_p_up,Au_d_up,Bi_p_up,Bi_d_up,Te_p_up,Te_d_up
-6.00000000,1.99668568,0.09690094,1.72785982,0.04177739,0.00660366,0.22019841,0.00000000
-5.99399700,1.88836570,0.08951243,1.63338642,0.03838859,0.00612891,0.20992664,0.00000000
-5.98799400,1.78004980,0.08243124,1.53890739,0.03508519,0.00565361,0.19956742,0.00000000
-5.98199100,1.67315455,0.07570996,1.44563859,0.03189414,0.00518352,0.18929235,0.00000000
-5.97598799,1.56896400,0.06939120,1.35468457,0.02883899,0.00472386,0.17925576,0.00000000
-5.96998499,1.46859759,0.06350704,1.26701110,0.02593952,0.00427928,0.16959063,0.00000000
-5.96398199,1.37298583,0.05807877,1.18342406,0.02321151,0.00385374,0.16040546,0.00000000
-5.95797899,1.28285430,0.05311704,1.10455547,0.02066666,0.00345049,0.15178239,0.00000000
-5.95197599,1.19871635,0.04862236,1.03085676,0.01831266,0.00307205,0.14377645,0.00000000
-5.94597299,1.12087432,0.04458593,0.96259935,0.01615333,0.00272021,0.13641597,0.00000000
-5.93996998,1.04942887,0.04099075,0.89988207,0.01418892,0.00239610,0.12970409,0.00000000
-5.93396698,0.98429544,0.03781291,0.84264467,0.01241651,0.00210019,0.12362114,0.00000000
-5.92796398,0.92522693,0.03502314,0.79068672,0.01083042,0.00183239,0.11812786,0.00000000
-5.92196098,0.87184114,0.03258840,0.74369052,0.00942275,0.00159214,0.11316915,0.00000000
-5.91595798,0.82365163,0.03047356,0.70124700,0.00818392,0.00137844,0.10867828,0.00000000
-5.90995498,0.78010047,0.02864308,0.66288337,0.00710315,0.00119000,0.10458130,0.00000000
-5.90395198,0.74059149,0.02706265,0.62809108,0.00616905,0.00102530,0.10080135,0.00000000
-5.89794897,0.70452260,0.02570073,0.59635325,0.00537015,0.00088267,0.09726294,0.00000000
-5.89194597,0.67131607,0.02452999,0.56717020,0.00469530,0.00076039,0.09389581,0.00000000
-5.88594297,0.64044576,0.02352860,0.54008260,0.00413420,0.00065673,0.09063834,0.00000000
-5.87993997,0.61146050,0.02268138,0.51469128,0.00367774,0.00057007,0.08744046,0.00000000
-5.87393697,0.58400319,0.02198072,0.49067343,0.00331834,0.00049890,0.08426590,0.00000000
-5.86793397,0.55782531,0.02142739,0.46779500,0.00305029,0.00044190,0.08109383,0.00000000
-5.86193097,0.53279690,0.02103119,0.44591910,0.00286995,0.00039796,0.07791986,0.00000000
-5.85592796,0.50891200,0.02081135,0.42501078,0.00277596,0.00036622,0.07475646,0.00000000
-5.84992496,0.48629015,0.02079687,0.40513831,0.00276940,0.00034610,0.07163282,0.00000000
