energy_ev,total_up,Hg_p_up,Hg_d_up,In_p_up,In_d_up,S_s_up,S_p_up
-6.00000000,1.29225668,0.31743440,0.54433816,0.11351365,0.00072074,0.01959961,0.18257925
-5.99399700,1.26147926,0.31042650,0.51253968,0.11823741,0.00070439,0.02126612,0.17108708
-5.98799400,1.23862294,0.30528018,0.48476866,0.12337793,0.00069717,0.02302020,0.16094512
-5.98199100,1.22332889,0.30189593,0.46091065,0.12888749,0.00069950,0.02485817,0.15213090
-5.97598799,1.21518013,0.30015928,0.44080159,0.13472286,0.00071187,0.02677913,0.14460251
-5.96998499,1.21373083,0.29994834,0.42423954,0.14084816,0.00073488,0.02878533,0.13830285
-5.96398199,1.21853621,0.30114140,0.41099738,0.14723742,0.00076919,0.03088257,0.13316424
-5.95797899,1.22918113,0.30362420,0.40083556,0.15387683,0.00081556,0.03308038,0.12911291
-5.95197599,1.24530519,0.30729641,0.39351420,0.16076642,0.00087484,0.03539211,0.12607325
-5.94597299,1.26662276,0.31207670,0.38880370,0.16792106,0.00094796,0.03783475,0.12397163
-5.93996998,1.29293634,0.31790637,0.38649343,0.17537044,0.00103589,0.04042858,0.12273934
-5.93396698,1.32414211,0.32475095,0.38639787,0.18315824,0.00113962,0.04319652,0.12231490
-5.92796398,1.36022703,0.33259981,0.38836005,0.19134012,0.00126012,0.04616324,0.12264522
-5.92196098,1.40125733,0.34146365,0.39225214,0.19998071,0.00139828,0.04935405,0.12368597
-5.91595798,1.44735869,0.35137002,0.39797320,0.20914962,0.00155486,0.05279349,0.12540090
-5.90995498,1.49868893,0.36235696,0.40544437,0.21891657,0.00173043,0.05650377,0.12776038
-5.90395198,1.55540471,0.37446521,0.41460182,0.22934576,0.00192529,0.06050310,0.13073912
-5.89794897,1.61762379,0.38772929,0.42538803,0.24048999,0.00213940,0.06480393,0.13431342
-5.89194597,1.68538513,0.40216806,0.43774196,0.25238441,0.00237232,0.06941118,0.13845804
-5.88594297,1.75860915,0.41777521,0.45158876,0.26504064,0.00262316,0.07432067,0.14314288
-5.87993997,1.83706062,0.43451036,0.46682982,0.27844127,0.00289052,0.07951772,0.14832980
-5.87393697,1.92031666,0.45229130,0.48333370,0.29253539,0.00317245,0.08497606,0.15396981
-5.86793397,2.00774208,0.47098787,0.50092878,0.30723511,0.00346645,0.09065719,0.16000066
-5.86193097,2.09847417,0.49041810,0.51939798,0.32241379,0.00376944,0.09651025,0.16634528
-5.85592796,2.19141843,0.51034679,0.53847619,0.33790574,0.00407782,0.10247235,0.17291099
-5.84992496,2.28525617,0.53048687,0.55785055,0.35350791,0.00438753,0.10846965,0.17958967
-5.84392196,2.37846459,0.55050370,0.57716381,0.36898337,0.00469407,0.11441897,0.18625892
-5.83791896,2.46934881,0.57002203,0.59602068,0.38406670,0.00499263,0.12023002,0.19278424
-5.83191596,2.55608508,0.58863568,0.61399698,0.39847093,0.00527822,0.12580816,0.19902205
-5.82591296,2.63677340,0.60591936,0.63065122,0.41189604,0.00554576,0.13105777,0.20482349
-5.81990995,2.70949752,0.62144214,0.64553793,0.42403848,0.00579028,0.13588581,0.21003886
-5.81390695,2.77238946,0.63478214,0.65822240,0.43460134,0.00600700,0.14020587,0.21452241
-5.80790395,2.82369580,0.64554150,0.66829575,0.44330487,0.00619154,0.14394212,0.21813733
-5.80190095,2.86184242,0.65336109,0.67538984,0.44989657,0.00634004,0.14703342,0.22076059
-5.79589795,2.88549464,0.65793413,0.67919109,0.45416069,0.00644927,0.14943713,0.22228748
-5.78989495,2.89360992,0.65901818,0.67945262,0.45592647,0.00651678,0.15113261,0.22263561
-5.78389195,2.88548040,0.65644477,0.67600403,0.45507483,0.00654093,0.15212427,0.22174804
-5.77788894,2.86076335,0.65012631,0.66875827,0.45154316,0.00652102,0.15244400,0.21959558
-5.77188594,2.81949816,0.64005987,0.65771547,0.44532798,0.00645724,0.15215284,0.21617802
-5.76588294,2.76210896,0.62632778,0.64296334,0.43648539,0.00635071,0.15134191,0.21152428
-5.75987994,2.68939304,0.60909496,0.62467423,0.42512933,0.00620345,0.15013246,0.20569140
-5.75387694,2.60249563,0.58860323,0.60309912,0.41142766,0.00601826,0.14867498,0.19876260
-5.74787394,2.50287254,0.56516279,0.57855873,0.39559639,0.00579868,0.14714742,0.19084434
-5.74187094,2.39224241,0.53914155,0.55143236,0.37789230,0.00554884,0.14575249,0.18206267
-5.73586793,2.27253099,0.51095259,0.52214490,0.35860433,0.00527333,0.14471407,0.17255892
-5.72986493,2.14580996,0.48104056,0.49115274,0.33804418,0.00497706,0.14427269,0.16248508
-5.72386193,2.01423316,0.44986757,0.45892924,0.31653648,0.00466512,0.14468031,0.15199897
-5.71785893,1.87997277,0.41789914,0.42595029,0.29440908,0.00434263,0.14619428,0.14125946
-5.71185593,1.74515802,0.38559097,0.39268074,0.27198376,0.00401457,0.14907066,0.13042199
-5.70585293,1.61181871,0.35337687,0.35956203,0.24956770,0.00368570,0.15355697,0.11963438
-5.69984992,1.48183529,0.32165824,0.32700162,0.22744617,0.00336042,0.15988455,0.10903332
-5.69384692,1.35689695,0.29079568,0.29536437,0.20587642,0.00304270,0.16826055,0.09874144
-5.68784392,1.23846869,0.26110249,0.26496613,0.18508313,0.00273600,0.17885994,0.08886511
-5.68184092,1.12776766,0.23284054,0.23606967,0.16525525,0.00244321,0.19181750,0.07949299
-5.67583792,1.02574893,0.20621819,0.20888268,0.14654444,0.00216669,0.20722022,0.07069530
-5.66983492,0.93310031,0.18139026,0.18355797,0.12906491,0.00190820,0.22510036,0.06252380
-5.66383192,0.85024535,0.15845977,0.16019540,0.11289442,0.00166893,0.24542938,0.05501227
-5.65782891,0.77735379,0.13748121,0.13884542,0.09807652,0.00144960,0.26811309,0.04817771
-5.65182591,0.71435823,0.11846507,0.11951374,0.08462347,0.00125040,0.29298845,0.04202174
-5.64582291,0.66097588,0.10138312,0.10216701,0.07251998,0.00107114,0.31982215,0.03653244
-5.63981991,0.61673419,0.08617438,0.08673884,0.06172726,0.00091127,0.34831126,0.03168638
-5.63381691,0.58099917,0.07275127,0.07313627,0.05218726,0.00076993,0.37808634,0.02745069
-5.62781391,0.55300540,0.06100571,0.06124596,0.04382696,0.00064606,0.40871684,0.02378517
-5.62181091,0.53188670,0.05081501,0.05094026,0.03656250,0.00053842,0.43971904,0.02064436
-5.61580790,0.51670660,0.04204728,0.04208270,0.03030300,0.00044567,0.47056644,0.01797941
-5.60980490,0.50648793,0.03456625,0.03453291,0.02495396,0.00036640,0.50070217,0.01573987
-5.60380190,0.50024089,0.02823549,0.02815082,0.02042028,0.00029922,0.52955342,0.01387514
-5.59779890,0.49698916,0.02292182,0.02280016,0.01660868,0.00024274,0.55654714,0.01233583
-5.59179590,0.49579348,0.01849807,0.01835119,0.01342974,0.00019563,0.58112668,0.01107479
-5.58579290,0.49577262,0.01484514,0.01468275,0.01079937,0.00015667,0.60276857,0.01004799
-5.57978989,0.49612119,0.01185344,0.01168364,0.00863988,0.00012468,0.62099890,0.00921509
-5.57378689,0.49612438,0.00942375,0.00925349,0.00688062,0.00009863,0.63540852,0.00853994
-5.56778389,0.49516924,0.00746764,0.00730310,0.00545830,0.00007758,0.64566638,0.00799082
-5.56178089,0.49275264,0.00590744,0.00575441,0.00431703,0.00006070,0.65153048,0.00754056
-5.55577789,0.48848577,0.00467600,0.00454017,0.00340812,0.00004727,0.65285586,0.00716656
-5.54977489,0.48209534,0.00371611,0.00360336,0.00268969,0.00003666,0.64959927,0.00685067
-5.54377189,0.47342158,0.00297989,0.00289651,0.00212625,0.00002835,0.64182035,0.00657906
-5.53776888,0.46241329,0.00242802,0.00238090,0.00168810,0.00002189,0.62967917,0.00634193
-5.53176588,0.44912032,0.00202896,0.00202570,0.00135080,0.00001691,0.61343042,0.00613336
-5.52576288,0.43368374,0.00175819,0.00180720,0.00109457,0.00001310,0.59341434,0.00595092
-5.51975988,0.41632426,0.00159749,0.00170800,0.00090374,0.00001023,0.57004505,0.00579550
-5.51375688,0.39732937,0.00153429,0.00171625,0.00076628,0.00000808,0.54379667,0.00567093
