energy_ev,total_up,Ag_p_up,Ag_d_up,C_s_up,C_p_up,Se_s_up,Se_p_up,Zn_p_up,Zn_d_up
-5.61580790,3.16036102,0.28163319,2.34223512,0.01996876,0.04072283,0.07605142,0.35283853,0.20948718,0.15927349
-5.60980490,3.09511467,0.28027380,2.30304904,0.01954197,0.03941039,0.07361291,0.34430889,0.20226118,0.15353718
-5.60380190,3.02626908,0.27986866,2.26092818,0.01908012,0.03812552,0.07083729,0.33575948,0.19557487,0.14743712
-5.59779890,2.95608513,0.28064928,2.21739205,0.01859687,0.03691432,0.06778401,0.32749505,0.18963822,0.14110928
-5.59179590,2.88681896,0.28284542,2.17394735,0.01810779,0.03582322,0.06451668,0.31981485,0.18465990,0.13469332
-5.58579290,2.82064180,0.28667496,2.13203188,0.01762964,0.03489775,0.06110112,0.31300235,0.18084122,0.12832825
-5.57978989,2.75956465,0.29233399,2.09296262,0.01717973,0.03418140,0.05760334,0.30731559,0.17837043,0.12214815
-5.57378689,2.70537047,0.29998740,2.05788945,0.01677513,0.03371444,0.05408769,0.30297856,0.17741718,0.11627830
-5.56778389,2.65955586,0.30976022,2.02775636,0.01643206,0.03353289,0.05061505,0.30017376,0.17812742,0.11083165
-5.56178089,2.62328398,0.32172995,2.00327109,0.01616519,0.03366748,0.04724126,0.29903608,0.18061866,0.10590578
-5.55577789,2.59734974,0.33592022,1.98488407,0.01598708,0.03414272,0.04401582,0.29964835,0.18497570,0.10158053
-5.54977489,2.58215821,0.35229580,1.97277719,0.01590770,0.03497608,0.04098081,0.30203843,0.19124687,0.09791613
-5.54377189,2.57771634,0.37075933,1.96686226,0.01593400,0.03617723,0.03817020,0.30617800,0.19944086,0.09495208
-5.53776888,2.58363786,0.39114983,1.96678910,0.01606964,0.03774749,0.03560937,0.31198302,0.20952425,0.09270662
-5.53176588,2.59916074,0.41324307,1.97196249,0.01631482,0.03967936,0.03331500,0.31931589,0.22141977,0.09117682
-5.52576288,2.62317644,0.43675395,1.98156726,0.01666619,0.04195624,0.03129523,0.32798907,0.23500545,0.09033939
-5.51975988,2.65426942,0.46134083,1.99460021,0.01711690,0.04455237,0.02955010,0.33777019,0.25011479,0.09015184
-5.51375688,2.69076575,0.48661177,2.00990787,0.01765682,0.04743297,0.02807217,0.34838848,0.26653797,0.09055437
-5.50775388,2.73078888,0.51213266,2.02622840,0.01827276,0.05055461,0.02684742,0.35954222,0.28402435,0.09147198
-5.50175088,2.77232085,0.53743696,2.04223637,0.01894890,0.05386584,0.02585615,0.37090715,0.30228609,0.09281711
-5.49574787,2.81326700,0.56203687,2.05658870,0.01966723,0.05730810,0.02507418,0.38214550,0.32100320,0.09449241
-5.48974487,2.85152216,0.58543560,2.06797041,0.02040807,0.06081686,0.02447393,0.39291543,0.33982979,0.09639385
-5.48374187,2.88503635,0.60714050,2.07513866,0.02115073,0.06432301,0.02402564,0.40288062,0.35840148,0.09841382
-5.47773887,2.91187806,0.62667640,2.07696366,0.02187410,0.06775454,0.02369853,0.41171968,0.37634390,0.10044433
-5.47173587,2.93029323,0.64359898,2.07246538,0.02255734,0.07103827,0.02346195,0.41913515,0.39328205,0.10238014
-5.46573287,2.93875830,0.65750755,2.06084493,0.02318052,0.07410187,0.02328638,0.42486177,0.40885018,0.10412173
-5.45972986,2.93602584,0.66805685,2.04150976,0.02372532,0.07687584,0.02314442,0.42867380,0.42270193,0.10557805
-5.45372686,2.92116142,0.67496736,2.01409213,0.02417557,0.07929553,0.02301163,0.43039116,0.43452040,0.10666903
-5.44772386,2.89357088,0.67803383,1.97846053,0.02451785,0.08130312,0.02286722,0.42988414,0.44402771,0.10732766
-5.44172086,2.85301736,0.67713161,1.93472381,0.02474193,0.08284937,0.02269461,0.42707660,0.45099366,0.10750169
-5.43571786,2.79962765,0.67222053,1.88322826,0.02484118,0.08389524,0.02248187,0.42194750,0.45524313,0.10715486
-5.42971486,2.73388816,0.66334629,1.82454800,0.02481282,0.08441313,0.02222198,0.41453081,0.45666195,0.10626766
-5.42371186,2.65663064,0.65063911,1.75946921,0.02465809,0.08438779,0.02191294,0.40491374,0.45520088,0.10483755
-5.41770885,2.56900865,0.63430991,1.68896901,0.02438228,0.08381686,0.02155780,0.39323342,0.45087751,0.10287869
-5.41170585,2.47246551,0.61464404,1.61418986,0.02399463,0.08271098,0.02116447,0.37967214,0.44377605,0.10042121
-5.40570285,2.36869524,0.59199286,1.53641038,0.02350817,0.08109343,0.02074544,0.36445143,0.43404492,0.09750999
-5.39969985,2.25959759,0.56676354,1.45701372,0.02293934,0.07899939,0.02031741,0.34782515,0.42189228,0.09420304
-5.39369685,2.14722907,0.53940753,1.37745440,0.02230757,0.07647480,0.01990077,0.33007182,0.40757961,0.09056955
-5.38769385,2.03375107,0.51040800,1.29922454,0.02163478,0.07357490,0.01951902,0.31148657,0.39141375,0.08668767
-5.38169085,1.92137696,0.48026697,1.22382038,0.02094474,0.07036250,0.01919807,0.29237302,0.37373750,0.08264209
-5.37568784,1.81231936,0.44949235,1.15270979,0.02026243,0.06690602,0.01896552,0.27303522,0.35491943,0.07852149
-5.36968484,1.70873890,0.41858554,1.08730133,0.01961328,0.06327742,0.01884984,0.25377005,0.33534305,0.07441598
-5.36368184,1.61269564,0.38802986,1.02891534,0.01902249,0.05955018,0.01887954,0.23486024,0.31539602,0.07041455
-5.35767884,1.52610390,0.35828017,0.97875740,0.01851426,0.05579719,0.01908227,0.21656825,0.29545950,0.06660268
-5.35167584,1.45069138,0.32975399,0.93789432,0.01811105,0.05208887,0.01948398,0.19913106,0.27589828,0.06306007
-5.34567284,1.38796302,0.30282419,0.90723284,0.01783293,0.04849142,0.02010801,0.18275603,0.25705185,0.05985866
-5.33966983,1.33916999,0.27781344,0.88750115,0.01769686,0.04506531,0.02097422,0.16761785,0.23922666,0.05706086
-5.33366683,1.30528419,0.25499040,0.87923326,0.01771623,0.04186409,0.02209823,0.15385654,0.22268986,0.05471813
-5.32766383,1.28697843,0.23456752,0.88275645,0.01790028,0.03893342,0.02349065,0.14157657,0.20766452,0.05286989
-5.32166083,1.28461245,0.21670045,0.89818191,0.01825380,0.03631047,0.02515643,0.13084683,0.19432642,0.05154273
-5.31565783,1.29822515,0.20148886,0.92539879,0.01877680,0.03402361,0.02709437,0.12170158,0.18280249,0.05075003
-5.30965483,1.32753299,0.18897851,0.96407211,0.01946445,0.03209236,0.02929671,0.11414210,0.17317061,0.05049192
-5.30365183,1.37193507,0.17916428,1.01364474,0.02030703,0.03052766,0.03174896,0.10813900,0.16546097,0.05075551
-5.29764882,1.43052483,0.17199411,1.07334394,0.02129013,0.02933233,0.03442989,0.10363510,0.15965850,0.05151557
-5.29164582,1.50210879,0.16737367,1.14219284,0.02239493,0.02850176,0.03731174,0.10054865,0.15570662,0.05273544
-5.28564282,1.58523227,0.16517146,1.21902718,0.02359868,0.02802475,0.04036066,0.09877697,0.15351166,0.05436828
-5.27963982,1.67821217,0.16522433,1.30251740,0.02487524,0.02788449,0.04353740,0.09820024,0.15294826,0.05635855
-5.27363682,1.77917642,0.16734339,1.39119625,0.02619591,0.02805964,0.04679818,0.09868546,0.15386523,0.05864378
-5.26763382,1.88610980,0.17131995,1.48349150,0.02753017,0.02852545,0.05009582,0.10009055,0.15609180,0.06115644
-5.26163082,1.99690519,0.17693174,1.57776341,0.02884671,0.02925492,0.05338098,0.10226841,0.15944423,0.06382607
-5.25562781,2.10941927,0.18394916,1.67234607,0.03011435,0.03021993,0.05660364,0.10507095,0.16373239,0.06658139
-5.24962481,2.22153112,0.19214148,1.76559156,0.03130316,0.03139238,0.05971452,0.10835307,0.16876638,0.06935253
-5.24362181,2.33120222,0.20128304,1.85591558,0.03238544,0.03274520,0.06266668,0.11197641,0.17436291,0.07207316
-5.23761881,2.43653562,0.21115929,1.94184290,0.03333673,0.03425338,0.06541697,0.11581298,0.18035140,0.07468254
-5.23161581,2.53583245,0.22157255,2.02205102,0.03413675,0.03589479,0.06792746,0.11974845,0.18657953,0.07712741
-5.22561281,2.62764329,0.23234737,2.09541011,0.03477017,0.03765091,0.07016662,0.12368510,0.19291829,0.07936365
-5.21960980,2.71081254,0.24333549,2.16101765,0.03522726,0.03950747,0.07211033,0.12754433,0.19926630,0.08135755
-5.21360680,2.78451358,0.25441993,2.21822584,0.03550439,0.04145486,0.07374261,0.13126875,0.20555321,0.08308688
-5.20760380,2.84827316,0.26551841,2.26666073,0.03560423,0.04348840,0.07505600,0.13482362,0.21174230,0.08454141
-5.20160080,2.90198359,0.27658567,2.30623176,0.03553585,0.04560841,0.07605166,0.13819771,0.21783195,0.08572311
-5.19559780,2.94590214,0.28761461,2.33713116,0.03531449,0.04782013,0.07673905,0.14140347,0.22385603,0.08664587
-5.18959480,2.98063701,0.29863624,2.35982293,0.03496115,0.05013341,0.07713534,0.14447649,0.22988315,0.08733480
-5.18359180,3.00712050,0.30971812,2.37502177,0.03450199,0.05256223,0.07726449,0.14747427,0.23601473,0.08782516
-5.17758879,3.02657011,0.32096142,2.38366258,0.03396743,0.05512404,0.07715610,0.15047415,0.24238185,0.08816085
-5.17158579,3.04043882,0.33249657,2.38686181,0.03339122,0.05783892,0.07684405,0.15357068,0.24914100,0.08839265
-5.16558279,3.05035678,0.34447744,2.38587212,0.03280925,0.06072865,0.07636498,0.15687224,0.25646869,0.08857622
-5.15957979,3.05806622,0.35707436,2.38203226,0.03225835,0.06381553,0.07575678,0.16049708,0.26455519,0.08876989
-5.15357679,3.06535245,0.37046596,2.37671419,0.03177499,0.06712125,0.07505703,0.16456895,0.27359728,0.08903237
-5.14757379,3.07397340,0.38483026,2.37126957,0.03139397,0.07066559,0.07430158,0.16921225,0.28379047,0.08942050
-5.14157079,3.08559037,0.40033515,2.36697770,0.03114718,0.07446515,0.07352328,0.17454703,0.29532068,0.08998700
-5.13556778,3.10170266,0.41712864,2.36499702,0.03106239,0.07853206,0.07275086,0.18068385,0.30835568,0.09077844
-5.12956478,3.12358835,0.43532933,2.36632181,0.03116220,0.08287275,0.07200814,0.18771870,0.32303660,0.09183338
-5.12356178,3.15225325,0.45501734,2.37174571,0.03146313,0.08748684,0.07131341,0.19572818,0.33946974,0.09318081
-5.11755878,3.18838984,0.47622616,2.38183331,0.03197490,0.09236613,0.07067920,0.20476503,0.35771890,0.09483888
-5.11155578,3.23234736,0.49893577,2.39690039,0.03269994,0.09749384,0.07011220,0.21485428,0.37779869,0.09681406
-5.10555278,3.28411402,0.52306746,2.41700364,0.03363311,0.10284398,0.06961350,0.22599001,0.39966896,0.09910058
-5.09954977,3.34331156,0.54848038,2.44193954,0.03476170,0.10838105,0.06917906,0.23813307,0.42323072,0.10168034
-5.09354677,3.40920241,0.57497042,2.47125261,0.03606564,0.11406003,0.06880029,0.25120969,0.44832372,0.10452318
-5.08754377,3.48070888,0.60227130,2.50425205,0.03751805,0.11982664,0.06846482,0.26511120,0.47472601,0.10758752
-5.08154077,3.55644357,0.63005799,2.54003632,0.03908591,0.12561796,0.06815730,0.27969483,0.50215545,0.11082138
-5.07553777,3.63475015,0.65795261,2.57752439,0.04073106,0.13136341,0.06786033,0.29478578,0.53027348,0.11416371
-5.06953477,3.71375291,0.68553251,2.61549265,0.04241131,0.13698598,0.06755527,0.31018033,0.55869102,0.11754601
-5.06353177,3.79141354,0.71234038,2.65261608,0.04408177,0.14240384,0.06722311,0.32565014,0.58697642,0.12089422
-5.05752876,3.86559347,0.73789619,2.68751225,0.04569625,0.14753215,0.06684518,0.34094752,0.61466537,0.12413076
-5.05152576,3.93411964,0.76171044,2.71878679,0.04720873,0.15228520,0.06640387,0.35581161,0.64127252,0.12717673
-5.04552276,3.99485172,0.78329836,2.74507896,0.04857488,0.15657857,0.06588312,0.36997524,0.66630434,0.12995418
-5.03951976,4.04574880,0.80219454,2.76510565,0.04975349,0.16033150,0.06526893,0.38317230,0.68927304,0.13238836
-5.03351676,4.08493316,0.81796736,2.77770279,0.05070781,0.16346919,0.06454967,0.39514535,0.70971076,0.13440997
-5.02751376,4.11074944,0.83023287,2.78186260,0.05140678,0.16592509,0.06371631,0.40565319,0.72718384,0.13595717
-5.02151076,4.12181697,0.83866736,2.77676586,0.05182605,0.16764300,0.06276255,0.41447813,0.74130636,0.13697747
-5.01550775,4.11707373,0.84301828,2.76180791,0.05194870,0.16857889,0.06168490,0.42143275,0.75175253,0.13742935
-5.00950475,4.09581038,0.84311293,2.73661786,0.05176581,0.16870247,0.06048265,0.42636577,0.75826745,0.13728352
-5.00350175,4.05769327,0.83886480,2.70107030,0.05127665,0.16799831,0.05915778,0.42916688,0.76067569,0.13652383
-4.99749875,4.00277556,0.83027701,2.65528919,0.05048865,0.16646653,0.05771488,0.42977031,0.75888742,0.13514783
-4.99149575,3.93149618,0.81744296,2.59964393,0.04941699,0.16412307,0.05616097,0.42815705,0.75290172,0.13316681
-4.98549275,3.84466665,0.80054411,2.53473775,0.04808405,0.16099937,0.05450533,0.42435547,0.74280709,0.13060549
-4.97948974,3.74344634,0.77984488,2.46138894,0.04651849,0.15714167,0.05275928,0.41844060,0.72877890,0.12750132
-4.97348674,3.62930708,0.75568513,2.38060560,0.04475424,0.15260975,0.05093596,0.41053177,0.71107414,0.12390329
-4.96748374,3.50398860,0.72847032,2.29355497,0.04282926,0.14747539,0.04905009,0.40078896,0.69002347,0.11987047
-4.96148074,3.36944648,0.69865995,2.20152835,0.04078422,0.14182036,0.04711769,0.38940796,0.66602110,0.11547027
-4.95547774,3.22779453,0.66675459,2.10590307,0.03866117,0.13573422,0.04515580,0.37661443,0.63951281,0.11077647
-4.94947474,3.08124402,0.63328222,2.00810293,0.03650212,0.12931191,0.04318217,0.36265725,0.61098263,0.10586707
-4.94347174,2.93204186,0.59878419,1.90955839,0.03434780,0.12265128,0.04121495,0.34780139,0.58093878,0.10082208
-4.93746873,2.78241005,0.56380151,1.81166816,0.03223646,0.11585058,0.03927236,0.33232050,0.54989931,0.09572140
-4.93146573,2.63448866,0.52886179,1.71576345,0.03020279,0.10900612,0.03737234,0.31648962,0.51837817,0.09064272
-4.92546273,2.49028413,0.49446735,1.62307612,0.02827707,0.10221003,0.03553222,0.30057816,0.48687193,0.08565957
-4.91945973,2.35162480,0.46108479,1.53471163,0.02648454,0.09554834,0.03376839,0.28484353,0.45584798,0.08083965
-4.91345673,2.22012472,0.42913630,1.45162791,0.02484489,0.08909927,0.03209600,0.26952550,0.42573411,0.07624341
-4.90745373,2.09715698,0.39899285,1.37462033,0.02337207,0.08293197,0.03052866,0.25484149,0.39691022,0.07192296
-4.90145073,1.98383680,0.37096936,1.30431333,0.02207428,0.07710553,0.02907822,0.24098292,0.36970194,0.06792123
-4.89544772,1.88101464,0.34532181,1.24115859,0.02095415,0.07166841,0.02775458,0.22811275,0.34437651,0.06427162
-4.88944472,1.78927902,0.32224619,1.18543953,0.02000912,0.06665822,0.02656556,0.21636398,0.32114077,0.06099784
-4.88344172,1.70896829,0.30187924,1.13728167,0.01923196,0.06210183,0.02551686,0.20583947,0.30014118,0.05811412
-4.87743872,1.64019043,0.28430061,1.09666812,0.01861148,0.05801581,0.02461206,0.19661256,0.28146576,0.05562573
-4.87143572,1.58284950,0.26953633,1.06345929,0.01813323,0.05440707,0.02385274,0.18872881,0.26514765,0.05352972
-4.86543272,1.53667747,0.25756334,1.03741590,0.01778039,0.05127382,0.02323860,0.18220831,0.25117008,0.05181584
-4.85942971,1.50126959,0.24831474,1.01822411,0.01753457,0.04860660,0.02276772,0.17704875,0.23947235,0.05046763
-4.85342671,1.47612186,0.24168559,1.00552166,0.01737668,0.04638945,0.02243683,0.17322889,0.22995668,0.04946362
-4.84742371,1.46066871,0.23753895,0.99892383,0.01728775,0.04460122,0.02224165,0.17071222,0.22249543,0.04877854
-4.84142071,1.45431961,0.23571212,0.99804820,0.01724966,0.04321680,0.02217719,0.16945080,0.21693858,0.04838455
-4.83541771,1.45649279,0.23602269,1.00253708,0.01724581,0.04220839,0.02223817,0.16938898,0.21312104,0.04825242
-4.82941471,1.46664507,0.23827435,1.01207680,0.01726164,0.04154670,0.02241932,0.17046691,0.21086967,0.04835266
-4.82341171,1.48429651,0.24226251,1.02641305,0.01728508,0.04120207,0.02271569,0.17262367,0.21000973,0.04865643
-4.81740870,1.50904912,0.24777927,1.04536163,0.01730680,0.04114546,0.02312293,0.17579992,0.21037068,0.04913642
-4.81140570,1.54059903,0.25461810,1.06881438,0.01732036,0.04134937,0.02363746,0.17994011,0.21179107,0.04976752
-4.80540270,1.57874171,0.26257782,1.09673986,0.01732223,0.04178850,0.02425661,0.18499391,0.21412259,0.05052732
-4.79939970,1.62337027,0.27146616,1.12917894,0.01731164,0.04244037,0.02497860,0.19091713,0.21723303,0.05139644
-4.79339670,1.67446704,0.28110261,1.16623551,0.01729034,0.04328569,0.02580252,0.19767195,0.22100839,0.05235866
-4.78739370,1.73208884,0.29132079,1.20806256,0.01726228,0.04430859,0.02672814,0.20522651,0.22535379,0.05340098
-4.78139070,1.79634681,0.30197009,1.25484452,0.01723317,0.04549667,0.02775564,0.21355391,0.23019362,0.05451338
-4.77538769,1.86738152,0.31291686,1.30677631,0.01721004,0.04684088,0.02888538,0.22263065,0.23547064,0.05568862
-4.76938469,1.94533475,0.32404491,1.36404032,0.01720073,0.04833519,0.03011740,0.23243472,0.24114430,0.05692176
-4.76338169,2.03031903,0.33525545,1.42678209,0.01721342,0.04997616,0.03145114,0.24294323,0.24718840,0.05820973
-4.75737869,2.12238644,0.34646655,1.49508602,0.01725616,0.05176233,0.03288492,0.25412986,0.25358803,0.05955075
-4.75137569,2.22149810,0.35761197,1.56895212,0.01733648,0.05369350,0.03441558,0.26596221,0.26033619,0.06094377
-4.74537269,2.32749582,0.36863962,1.64827495,0.01746104,0.05576985,0.03603813,0.27839919,0.26743005,0.06238783
-4.73936968,2.44007733,0.37950962,1.73282591,0.01763542,0.05799110,0.03774544,0.29138856,0.27486703,0.06388152
-4.73336668,2.55877641,0.39019201,1.82223973,0.01786389,0.06035555,0.03952800,0.30486475,0.28264104,0.06542240
-4.72736368,2.68294899,0.40066426,1.91600604,0.01814946,0.06285914,0.04137388,0.31874725,0.29073881,0.06700658
-4.72136068,2.81176629,0.41090871,2.01346663,0.01849378,0.06549461,0.04326870,0.33293940,0.29913667,0.06862827
-4.71535768,2.94421539,0.42090998,2.11381869,0.01889738,0.06825072,0.04519578,0.34732791,0.30779788,0.07027952
-4.70935468,3.07910783,0.43065254,2.21612434,0.01935973,0.07111164,0.04713642,0.36178320,0.31667054,0.07195007
-4.70335168,3.21509602,0.44011855,2.31932601,0.01987955,0.07405651,0.04907026,0.37616036,0.32568641,0.07362727
-4.69734867,3.35069718,0.44928604,2.42226752,0.02045497,0.07705927,0.05097573,0.39030102,0.33476050,0.07529620
-4.69134567,3.48432411,0.45812752,2.52371993,0.02108383,0.08008870,0.05283067,0.40403593,0.34379163,0.07693987
-4.68534267,3.61432165,0.46660916,2.62241146,0.02176386,0.08310875,0.05461285,0.41718830,0.35266387,0.07853955
-4.67933967,3.73900768,0.47469050,2.71706016,0.02249283,0.08607915,0.05630067,0.42957765,0.36124883,0.08007522
-4.67333667,3.85671693,0.48232468,2.80640816,0.02326868,0.08895632,0.05787373,0.44102420,0.36940880,0.08152609
-4.66733367,3.96584603,0.48945932,2.88925618,0.02408952,0.09169447,0.05931343,0.45135353,0.37700051,0.08287119
-4.66133067,4.06489793,0.49603779,2.96449695,0.02495354,0.09424693,0.06060348,0.46040132,0.38387934,0.08408997
-4.65532766,4.15252411,0.50200092,3.03114616,0.02585892,0.09656762,0.06173036,0.46801807,0.38990396,0.08516296
-4.64932466,4.22756260,0.50728909,3.08836983,0.02680354,0.09861262,0.06268359,0.47407350,0.39494100,0.08607233
-4.64332166,4.28907074,0.51184443,3.13550714,0.02778477,0.10034179,0.06345598,0.47846043,0.39886965,0.08680248
