energy_ev,total_up,total_down,C_s_up,C_s_down,C_p_up,C_p_down,Co_p_up,Co_p_down,Co_d_up,Co_d_down,Cu_p_up,Cu_p_down,Cu_d_up,Cu_d_down,Te_p_up,Te_p_down,Te_d_up,Te_d_down
-5.86793397,0.43074860,-0.43075215,0.01529074,-0.01529094,0.05658806,-0.05658861,0.08015217,-0.08015262,0.10193377,-0.10193498,0.07501850,-0.07501909,0.04311554,-0.04311574,0.18180101,-0.18180234,0.00000000,-0.00000000
-5.86193097,0.48859107,-0.48859541,0.01836974,-0.01836997,0.06428832,-0.06428898,0.09022331,-0.09022389,0.11804359,-0.11804503,0.08482968,-0.08483042,0.04839496,-0.04839522,0.20534346,-0.20534510,0.00000000,-0.00000000
-5.85592796,0.56076730,-0.56077247,0.02192338,-0.02192364,0.07384566,-0.07384644,0.10325458,-0.10325530,0.13758467,-0.13758637,0.09721956,-0.09722045,0.05502669,-0.05502699,0.23500034,-0.23500231,0.00000000,-0.00000000
-5.84992496,0.64812428,-0.64813036,0.02599097,-0.02599127,0.08537166,-0.08537257,0.11946459,-0.11946546,0.16078601,-0.16078797,0.11233657,-0.11233762,0.06308276,-0.06308312,0.27112174,-0.27112407,0.00000000,-0.00000000
-5.84392196,0.75151057,-0.75151760,0.03060839,-0.03060873,0.09897477,-0.09897581,0.13909434,-0.13909537,0.18786790,-0.18787015,0.13033395,-0.13033518,0.07263470,-0.07263512,0.31406595,-0.31406866,0.00000000,-0.00000000
-5.83791896,0.87174614,-0.87175417,0.03580643,-0.03580681,0.11475596,-0.11475714,0.16240390,-0.16240510,0.21903236,-0.21903492,0.15136449,-0.15136590,0.08375134,-0.08375182,0.36418760,-0.36419070,0.00000000,-0.00000000
-5.83191596,1.00958842,-1.00959748,0.04160907,-0.04160949,0.13280391,-0.13280524,0.18966806,-0.18966944,0.25445247,-0.25445534,0.17557436,-0.17557596,0.09649630,-0.09649685,0.42182416,-0.42182769,0.00000000,-0.00000000
-5.82591296,1.16569553,-1.16570566,0.04803173,-0.04803219,0.15318975,-0.15319123,0.22117107,-0.22117264,0.29426123,-0.29426443,0.20309637,-0.20309816,0.11092528,-0.11092589,0.48728129,-0.48728524,0.00000000,-0.00000000
-5.81990995,1.34058820,-1.34059941,0.05507959,-0.05508009,0.17596167,-0.17596330,0.25720047,-0.25720225,0.33854027,-0.33854380,0.23404287,-0.23404487,0.12708325,-0.12708392,0.56081742,-0.56082181,0.00000000,-0.00000000
-5.81390695,1.53461188,-1.53462418,0.06274595,-0.06274649,0.20113958,-0.20114136,0.29804019,-0.29804218,0.38730888,-0.38731273,0.26849849,-0.26850069,0.14500170,-0.14500244,0.64262843,-0.64263326,0.00000000,-0.00000000
-5.80790395,1.74790072,-1.74791410,0.07101083,-0.07101141,0.22871005,-0.22871198,0.34396283,-0.34396505,0.44051404,-0.44051821,0.30651292,-0.30651533,0.16469608,-0.16469688,0.73283278,-0.73283805,0.00000000,-0.00000000
-5.80190095,1.98034509,-1.98035951,0.07983987,-0.07984048,0.25862181,-0.25862387,0.39522156,-0.39522400,0.49802193,-0.49802640,0.34809428,-0.34809688,0.18616347,-0.18616433,0.83145798,-0.83146367,0.00000000,-0.00000000
-5.79589795,2.23156427,-2.23157966,0.08918346,-0.08918410,0.29078202,-0.29078421,0.45204138,-0.45204407,0.55961140,-0.55961615,0.39320292,-0.39320571,0.20938073,-0.20938166,0.93842885,-0.93843496,0.00000000,-0.00000000
-5.78989495,2.50088582,-2.50090212,0.09897643,-0.09897710,0.32505362,-0.32505592,0.51461028,-0.51461320,0.62497014,-0.62497514,0.44174635,-0.44174932,0.23430314,-0.23430412,1.05355831,-1.05356481,0.00000000,-0.00000000
-5.78389195,2.78733291,-2.78735002,0.10913816,-0.10913884,0.36125384,-0.36125623,0.58307009,-0.58307325,0.69369367,-0.69369888,0.49357520,-0.49357834,0.26086363,-0.26086466,1.17654094,-1.17654780,0.00000000,-0.00000000
-5.77788894,3.08962047,-3.08963827,0.11957314,-0.11957383,0.39915409,-0.39915654,0.65750745,-0.65751085,0.76528775,-0.76529312,0.54848063,-0.54848391,0.28897263,-0.28897372,1.30694998,-1.30695715,0.00000000,-0.00000000
-5.77188594,3.40616084,-3.40617920,0.13017219,-0.13017289,0.43848134,-0.43848384,0.73794500,-0.73794862,0.83917418,-0.83917966,0.60619319,-0.60619659,0.31851864,-0.31851977,1.44423770,-1.44424514,0.00000000,-0.00000000
-5.76588294,3.73507907,-3.73509783,0.14081414,-0.14081483,0.47892099,-0.47892351,0.82433288,-0.82433672,0.91470011,-0.91470566,0.66638329,-0.66638677,0.34936937,-0.34937053,1.58773948,-1.58774713,0.00000000,-0.00000000
-5.75987994,4.07423750,-4.07425650,0.15136801,-0.15136868,0.52012118,-0.52012369,0.91654096,-0.91654501,0.99115071,-0.99115625,0.72866335,-0.72866689,0.38137351,-0.38137471,1.73668126,-1.73668907,0.00000000,-0.00000000
-5.75387694,4.42126901,-4.42128806,0.16169569,-0.16169632,0.56169844,-0.56170091,1.01435186,-1.01435610,1.06776470,-1.06777016,0.79259157,-0.79259514,0.41436305,-0.41436427,1.89019031,-1.89019821,0.00000000,-0.00000000
-5.74787394,4.77361769,-4.77363661,0.17165495,-0.17165555,0.60324462,-0.60324702,1.11745508,-1.11745949,1.14375244,-1.14375777,0.85767721,-0.85768076,0.44815594,-0.44815718,2.04730877,-2.04731670,0.00000000,-0.00000000
-5.74187094,5.12858546,-5.12860406,0.18110281,-0.18110336,0.64433465,-0.64433694,1.22544254,-1.22544709,1.21831577,-1.21832090,0.92338732,-0.92339082,0.48255911,-0.48256036,2.20700954,-2.20701742,0.00000000,-0.00000000
-5.73586793,5.48338290,-5.48340099,0.18989898,-0.18989946,0.68453512,-0.68453729,1.33780570,-1.33781037,1.29066875,-1.29067363,0.98915474,-0.98915814,0.51737161,-0.51737285,2.36821373,-2.36822149,0.00000000,-0.00000000
-5.72986493,5.83518212,-5.83519953,0.19790939,-0.19790981,0.72341318,-0.72341518,1.45393469,-1.45393945,1.36005860,-1.36006316,1.05438706,-1.05439033,0.55238771,-0.55238895,2.52980912,-2.52981670,0.00000000,-0.00000000
-5.72386193,6.18116986,-6.18118642,0.20500972,-0.20501006,0.76054551,-0.76054733,1.57311954,-1.57312435,1.42578572,-1.42578992,1.11847646,-1.11847957,0.58739996,-0.58740118,2.69066883,-2.69067616,0.00000000,-0.00000000
-5.71785893,6.51859851,-6.51861406,0.21108856,-0.21108881,0.79552708,-0.79552868,1.69455382,-1.69455865,1.48722198,-1.48722577,1.18081007,-1.18081296,0.62220189,-0.62220309,2.84966940,-2.84967641,0.00000000,-0.00000000
-5.71185593,6.84483338,-6.84484779,0.21605036,-0.21605052,0.82797933,-0.82798070,1.81734096,-1.81734578,1.54382644,-1.54382978,1.24078056,-1.24078321,0.65659036,-0.65659154,3.00570775,-3.00571439,0.00000000,-0.00000000
-5.70585293,7.15739447,-7.15740762,0.21981792,-0.21981799,0.85755757,-0.85755869,1.94050319,-1.94050795,1.59515770,-1.59516057,1.29779689,-1.29779928,0.69036747,-0.69036862,3.15771636,-3.15772259,0.00000000,-0.00000000
-5.69984992,7.45399138,-7.45400318,0.22233434,-0.22233432,0.88395730,-0.88395817,2.06299326,-2.06299792,1.64088242,-1.64088481,1.35129476,-1.35129684,0.72334186,-0.72334298,3.30467629,-3.30468205,0.00000000,-0.00000000
-5.69384692,7.73255068,-7.73256106,0.22356435,-0.22356423,0.90691939,-0.90692000,2.18370894,-2.18371347,1.68077956,-1.68078146,1.40074664,-1.40074840,0.75532964,-0.75533071,3.44562762,-3.44563288,0.00000000,-0.00000000
-5.68784392,7.99123506,-7.99124398,0.22349508,-0.22349487,0.92623390,-0.92623424,2.30150999,-2.30151435,1.71474018,-1.71474159,1.44567120,-1.44567262,0.78615459,-0.78615561,3.57967731,-3.57968206,0.00000000,-0.00000000
-5.68184092,8.22845437,-8.22846181,0.22213611,-0.22213580,0.94174257,-0.94174264,2.41523743,-2.41524158,1.74276297,-1.74276393,1.48564191,-1.48564298,0.81564815,-0.81564912,3.70600448,-3.70600868,0.00000000,-0.00000000
-5.67583792,8.44286905,-8.44287501,0.21951891,-0.21951851,0.95333996,-0.95333979,2.52373474,-2.52373864,1.76494584,-1.76494635,1.52029461,-1.52029532,0.84364886,-0.84364978,3.82386313,-3.82386678,0.00000000,-0.00000000
-5.66983492,8.63338667,-8.63339116,0.21569572,-0.21569524,0.96097341,-0.96097298,2.62587040,-2.62587401,1.78147386,-1.78147396,1.54933395,-1.54933431,0.87000175,-0.87000260,3.93258296,-3.93258605,0.00000000,-0.00000000
-5.66383192,8.79915289,-8.79915597,0.21073781,-0.21073726,0.96464169,-0.96464104,2.72056129,-2.72056458,1.79260463,-1.79260435,1.57253865,-1.57253865,0.89455752,-0.89455830,4.03156838,-4.03157091,0.00000000,-0.00000000
-5.65782891,8.93953827,-8.93953998,0.20473335,-0.20473273,0.96439285,-0.96439199,2.80679630,-2.80679925,1.79865155,-1.79865094,1.58976524,-1.58976490,0.91717198,-0.91717270,4.12029651,-4.12029849,0.00000000,-0.00000000
-5.65182591,9.05412239,-9.05412280,0.19778482,-0.19778416,0.96032109,-0.96032003,2.88365939,-2.88366196,1.79996623,-1.79996532,1.60095053,-1.60094987,0.93770571,-0.93770634,4.19831469,-4.19831613,0.00000000,-0.00000000
-5.64582291,9.14267707,-9.14267624,0.19000626,-0.19000554,0.95256310,-0.95256186,2.95035139,-2.95035357,1.79692067,-1.79691952,1.60611248,-1.60611151,0.95602415,-0.95602470,4.26523800,-4.26523891,0.00000000,-0.00000000
-5.63981991,9.20515018,-9.20514820,0.18152019,-0.18151945,0.94129387,-0.94129248,3.00621000,-3.00621176,1.78989050,-1.78988916,1.60534957,-1.60534831,0.97199839,-0.97199885,4.32074748,-4.32074787,0.00000000,-0.00000000
-5.63381691,9.24165144,-9.24164837,0.17245465,-0.17245388,0.92672233,-0.92672081,3.05072715,-3.05072847,1.77923981,-1.77923831,1.59883869,-1.59883718,0.98550667,-0.98550703,4.36458952,-4.36458941,0.00000000,-0.00000000
-5.62781391,9.25244136,-9.25243729,0.16294006,-0.16293928,0.90908676,-0.90908513,3.08356327,-3.08356416,1.76530848,-1.76530687,1.58683154,-1.58682979,0.99643659,-0.99643686,4.39657672,-4.39657613,0.00000000,-0.00000000
-5.62181091,9.23792415,-9.23791916,0.15310640,-0.15310560,0.88865029,-0.88864858,3.10455806,-3.10455851,1.74840255,-1.74840086,1.56964959,-1.56964764,1.00468831,-1.00468847,4.41659052,-4.41658946,0.00000000,-0.00000000
-5.61580790,9.19864493,-9.19863908,0.14308042,-0.14307963,0.86569648,-0.86569471,3.11373717,-3.11373718,1.72878790,-1.72878615,1.54767787,-1.54767575,1.01017835,-1.01017840,4.42458569,-4.42458418,0.00000000,-0.00000000
-5.60980490,9.13529127,-9.13528463,0.13298326,-0.13298248,0.84052507,-0.84052324,3.11131483,-3.11131442,1.70668748,-1.70668571,1.52135750,-1.52135524,1.01284413,-1.01284407,4.42059643,-4.42059449,0.00000000,-0.00000000
-5.60380190,9.04869856,-9.04869119,0.12292831,-0.12292755,0.81344795,-0.81344610,3.09769213,-3.09769131,1.68228206,-1.68228028,1.49117731,-1.49117494,1.01264900,-1.01264882,4.40474393,-4.40474157,0.00000000,-0.00000000
-5.59779890,8.93985837,-8.93985033,0.11301942,-0.11301869,0.78478539,-0.78478352,3.07345096,-3.07344974,1.65571408,-1.65571230,1.45766469,-1.45766224,1.00958737,-1.00958707,4.37724475,-4.37724198,0.00000000,-0.00000000
-5.59179590,8.80992845,-8.80991979,0.10334958,-0.10334888,0.75486242,-0.75486056,3.03934376,-3.03934217,1.62709434,-1.62709257,1.42137591,-1.42137341,1.00368988,-1.00368945,4.33841944,-4.33841628,0.00000000,-0.00000000
-5.58579290,8.66024297,-8.66023374,0.09399989,-0.09399922,0.72400545,-0.72400361,2.99627930,-2.99627738,1.59651084,-1.59650909,1.38288609,-1.38288356,0.99502800,-0.99502746,4.28870069,-4.28869716,0.00000000,-0.00000000
-5.57978989,8.49232114,-8.49231139,0.08503899,-0.08503836,0.69253896,-0.69253715,2.94530466,-2.94530243,1.56403904,-1.56403730,1.34277902,-1.34277650,0.98371794,-0.98371728,4.22863993,-4.22863604,0.00000000,-0.00000000
-5.57378689,8.30787242,-8.30786222,0.07652283,-0.07652224,0.66078235,-0.66078057,2.88758385,-2.88758135,1.52975282,-1.52975110,1.30163721,-1.30163471,0.96992330,-0.96992253,4.15891173,-4.15890751,0.00000000,-0.00000000
-5.56778389,8.10879665,-8.10878603,0.06849476,-0.06849422,0.62904671,-0.62904499,2.82437343,-2.82437070,1.49373538,-1.49373367,1.26003207,-1.26002961,0.95385619,-0.95385532,4.08031502,-4.08031048,0.00000000,-0.00000000
-5.56178089,7.89717730,-7.89716633,0.06098599,-0.06098549,0.59763176,-0.59763009,2.75699568,-2.75699276,1.45608918,-1.45608747,1.21851465,-1.21851225,0.93577666,-0.93577569,3.99377034,-3.99376552,0.00000000,-0.00000000
-5.55577789,7.67526685,-7.67525558,0.05401623,-0.05401577,0.56682255,-0.56682095,2.68680970,-2.68680664,1.41694440,-1.41694269,1.17760694,-1.17760462,0.91598994,-0.91598889,3.90031259,-3.90030752,0.00000000,-0.00000000
-5.54977489,7.44546312,-7.44545163,0.04759459,-0.04759418,0.53688634,-0.53688481,2.61518115,-2.61517799,1.37646523,-1.37646351,1.13779386,-1.13779163,0.89484168,-0.89484057,3.80107884,-3.80107354,0.00000000,-0.00000000
-5.54377189,7.21027650,-7.21026487,0.04172067,-0.04172030,0.50806932,-0.50806786,2.54345114,-2.54344794,1.33485361,-1.33485188,1.09951600,-1.09951387,0.87271095,-0.87270978,3.69729104,-3.69728556,0.00000000,-0.00000000
-5.53776888,6.97228806,-6.97227635,0.03638568,-0.03638535,0.48059339,-0.48059201,2.47290511,-2.47290191,1.29235011,-1.29234838,1.06316326,-1.06316124,0.85000122,-0.85000002,3.59023382,-3.59022820,0.00000000,-0.00000000
-5.53176588,6.73409951,-6.73408781,0.03157372,-0.03157342,0.45465308,-0.45465179,2.40474222,-2.40473905,1.24923194,-1.24923019,1.02906932,-1.02906741,0.82712961,-0.82712839,3.48122782,-3.48122211,0.00000000,-0.00000000
-5.52576288,6.49827636,-6.49826475,0.02726300,-0.02726273,0.43041260,-0.43041140,2.34004621,-2.34004313,1.20580799,-1.20580625,0.99750710,-0.99750531,0.80451460,-0.80451338,3.37159928,-3.37159352,0.00000000,-0.00000000
-5.51975988,6.26728637,-6.26727493,0.02342711,-0.02342688,0.40800321,-0.40800209,2.27975851,-2.27975554,1.16241149,-1.16240975,0.96868514,-0.96868348,0.78256283,-0.78256163,3.26264692,-3.26264116,0.00000000,-0.00000000
-5.51375688,6.04343551,-6.04342433,0.02003620,-0.02003600,0.38752093,-0.38751990,2.22465433,-2.22465151,1.11939029,-1.11938855,0.94274512,-0.94274358,0.76165548,-0.76165431,3.15560747,-3.15560176,0.00000000,-0.00000000
-5.50775388,5.82880447,-5.82879363,0.01705806,-0.01705789,0.36902486,-0.36902393,2.17532272,-2.17532007,1.07709566,-1.07709394,0.91976037,-0.91975896,0.74213481,-0.74213369,3.05162115,-3.05161553,0.00000000,-0.00000000
-5.50175088,5.62518849,-5.62517805,0.01445917,-0.01445902,0.35253608,-0.35253524,2.13215122,-2.13214878,1.03587001,-1.03586832,0.89973569,-0.89973439,0.72429150,-0.72429044,2.95169879,-2.95169331,0.00000000,-0.00000000
-5.49574787,5.43404361,-5.43403364,0.01220551,-0.01220539,0.33803733,-0.33803658,2.09531596,-2.09531373,0.99603439,-0.99603273,0.88260835,-0.88260717,0.70835351,-0.70835253,2.85669212,-2.85668682,0.00000000,-0.00000000
-5.48974487,5.25644231,-5.25643286,0.01026339,-0.01026328,0.32547351,-0.32547283,2.06477756,-2.06477555,0.95787626,-0.95787466,0.86825056,-0.86824950,0.69447689,-0.69447598,2.76726864,-2.76726355,0.00000000,-0.00000000
-5.48374187,5.09304087,-5.09303198,0.00860002,-0.00859993,0.31475308,-0.31475249,2.04028355,-2.04028176,0.92163854,-0.92163700,0.85647331,-0.85647235,0.68273913,-0.68273831,2.68389266,-2.68388781,0.00000000,-0.00000000
-5.47773887,4.94406079,-4.94405249,0.00718403,-0.00718395,0.30575044,-0.30574992,2.02137723,-2.02137566,0.88751022,-0.88750875,0.84703173,-0.84703088,0.67313548,-0.67313475,2.60681331,-2.60680871,0.00000000,-0.00000000
-5.47173587,4.80928563,-4.80927793,0.00598585,-0.00598579,0.29830918,-0.29830873,2.00741315,-2.00741177,0.85561932,-0.85561793,0.83963200,-0.83963124,0.66557843,-0.66557778,2.53606062,-2.53605630,0.00000000,-0.00000000
-5.46573287,4.68807407,-4.68806696,0.00497797,-0.00497792,0.29224620,-0.29224582,1.99757880,-1.99757761,0.82602849,-0.82602719,0.83393969,-0.83393902,0.65990045,-0.65989988,2.47144992,-2.47144587,0.00000000,-0.00000000
-5.45972986,4.57938917,-4.57938263,0.00413510,-0.00413506,0.28735670,-0.28735637,1.99092213,-1.99092109,0.79873355,-0.79873234,0.82958952,-0.82958892,0.65586009,-0.65585959,2.41259464,-2.41259086,0.00000000,-0.00000000
-5.45372686,4.48184304,-4.48183703,0.00343424,-0.00343421,0.28341968,-0.28341940,1.98638387,-1.98638296,0.77366506,-0.77366395,0.82619626,-0.82619572,0.65315098,-0.65315055,2.35892716,-2.35892365,0.00000000,-0.00000000
-5.44772386,4.39375533,-4.39374982,0.00285473,-0.00285470,0.28020408,-0.28020384,1.98283385,-1.98283303,0.75069286,-0.75069184,0.82336666,-0.82336617,0.65141369,-0.65141331,2.30972690,-2.30972363,0.00000000,-0.00000000
-5.44172086,4.31322317,-4.31321810,0.00237814,-0.00237811,0.27747511,-0.27747490,1.97910986,-1.97910910,0.72963335,-0.72963241,0.82071188,-0.82071144,0.65024964,-0.65024929,2.26415447,-2.26415143,0.00000000,-0.00000000
-5.43571786,4.23819970,-4.23819500,0.00198822,-0.00198820,0.27500073,-0.27500054,1.97405783,-1.97405709,0.71025916,-0.71025831,0.81786024,-0.81785983,0.64923667,-0.64923634,2.22129040,-2.22128755,0.00000000,-0.00000000
-5.42971486,4.16657766,-4.16657327,0.00167077,-0.00167076,0.27255798,-0.27255780,1.96657162,-1.96657086,0.69231069,-0.69230992,0.81446961,-0.81446923,0.64794551,-0.64794519,2.18017670,-2.18017403,0.00000000,-0.00000000
-5.42371186,4.09627454,-4.09627040,0.00141347,-0.00141345,0.26993893,-0.26993876,1.95563106,-1.95563025,0.67550890,-0.67550819,0.81023910,-0.81023873,0.64595643,-0.64595610,2.13985940,-2.13985687,0.00000000,-0.00000000
-5.41770885,4.02531529,-4.02531133,0.00120572,-0.00120571,0.26695610,-0.26695593,1.94033661,-1.94033572,0.65956870,-0.65956805,0.80491950,-0.80491914,0.64287535,-0.64287500,2.09943003,-2.09942761,0.00000000,-0.00000000
-5.41170585,3.95190898,-3.95190513,0.00103851,-0.00103850,0.26344711,-0.26344693,1.91993936,-1.91993836,0.64421230,-0.64421171,0.79832188,-0.79832152,0.63834862,-0.63834823,2.05806419,-2.05806186,0.00000000,-0.00000000
-5.40570285,3.87451597,-3.87451218,0.00090421,-0.00090421,0.25927839,-0.25927819,1.89386504,-1.89386392,0.62918171,-0.62918116,0.79032406,-0.79032371,0.63207602,-0.63207559,2.01505542,-2.01505315,0.00000000,-0.00000000
-5.39969985,3.79190266,-3.79189888,0.00079644,-0.00079644,0.25434787,-0.25434765,1.86173131,-1.86173004,0.61424988,-0.61424937,0.78087444,-0.78087408,0.62382123,-0.62382075,1.96984278,-1.96984055,0.00000000,-0.00000000
-5.39369685,3.70318143,-3.70317764,0.00070990,-0.00070989,0.24858657,-0.24858634,1.82335743,-1.82335601,0.59922984,-0.59922936,0.76999292,-0.76999257,0.61341947,-0.61341893,1.92203103,-1.92202882,0.00000000,-0.00000000
-5.38769385,3.60783433,-3.60783049,0.00064023,-0.00064023,0.24195904,-0.24195878,1.77876621,-1.77876464,0.58398147,-0.58398102,0.75776889,-0.75776854,0.60078205,-0.60078144,1.87140250,-1.87140031,0.00000000,-0.00000000
-5.38169085,3.50571958,-3.50571568,0.00058389,-0.00058389,0.23446260,-0.23446232,1.72817819,-1.72817647,0.56841555,-0.56841512,0.74435607,-0.74435573,0.58589767,-0.58589700,1.81792031,-1.81791813,0.00000000,-0.00000000
-5.37568784,3.39706123,-3.39705729,0.00053804,-0.00053804,0.22612564,-0.22612534,1.67199842,-1.67199657,0.55249503,-0.55249462,0.72996456,-0.72996423,0.56883053,-0.56882980,1.76172290,-1.76172073,0.00000000,-0.00000000
-5.36968484,3.28242284,-3.28241884,0.00050040,-0.00050040,0.21700486,-0.21700454,1.61079668,-1.61079469,0.53623341,-0.53623302,0.71485017,-0.71484986,0.54971549,-0.54971471,1.70311050,-1.70310835,0.00000000,-0.00000000
-5.36368184,3.16266685,-3.16266283,0.00046922,-0.00046922,0.20718174,-0.20718140,1.54528195,-1.54527987,0.51969060,-0.51969022,0.69930170,-0.69930142,0.52875055,-0.52874971,1.64252438,-1.64252226,0.00000000,-0.00000000
-5.35767884,3.03890235,-3.03889834,0.00044311,-0.00044311,0.19675839,-0.19675803,1.47627270,-1.47627053,0.50296637,-0.50296601,0.68362650,-0.68362625,0.50618712,-0.50618625,1.58052008,-1.58051799,0.00000000,-0.00000000
-5.35167584,2.91242396,-2.91241999,0.00042104,-0.00042104,0.18585292,-0.18585255,1.40466402,-1.40466180,0.48619204,-0.48619170,0.66813518,-0.66813498,0.48231872,-0.48231782,1.51773629,-1.51773425,0.00000000,-0.00000000
-5.34567284,2.78464537,-2.78464147,0.00040223,-0.00040223,0.17459459,-0.17459421,1.33139354,-1.33139129,0.46952083,-0.46952051,0.65312607,-0.65312592,0.45746855,-0.45746763,1.45486106,-1.45485909,0.00000000,-0.00000000
