energy_ev,total_up,C_s_up,C_p_up,Ni_p_up,Ni_d_up,Te_p_up,Te_d_up,Ti_p_up,Ti_d_up
-5.87993997,0.42598889,0.00286877,0.05059869,0.09055316,0.04170839,0.19369638,0.00000000,0.12995922,0.05048662
-5.87393697,0.39689026,0.00246882,0.04953042,0.08360815,0.03600932,0.17690105,0.00000000,0.12856544,0.04946273
-5.86793397,0.37255365,0.00211205,0.04866372,0.07794752,0.03106503,0.16293196,0.00000000,0.12759866,0.04865795
-5.86193097,0.35300200,0.00179710,0.04802156,0.07357778,0.02684706,0.15177915,0.00000000,0.12713343,0.04810040
-5.85592796,0.33829145,0.00152211,0.04763333,0.07051537,0.02332360,0.14344600,0.00000000,0.12726569,0.04782451
-5.84992496,0.32851950,0.00128481,0.04753489,0.06878879,0.02046126,0.13795440,0.00000000,0.12811258,0.04787116
-5.84392196,0.32382981,0.00108274,0.04776834,0.06843987,0.01822665,0.13534815,0.00000000,0.12981122,0.04828737
-5.83791896,0.32441330,0.00091330,0.04838121,0.06952409,0.01658776,0.13569483,0.00000000,0.13251617,0.04912552
-5.83191596,0.33050548,0.00077388,0.04942534,0.07210992,0.01551514,0.13908561,0.00000000,0.13639580,0.05044219
-5.82591296,0.34238000,0.00066198,0.05095530,0.07627717,0.01498275,0.14563325,0.00000000,0.14162738,0.05229656
-5.81990995,0.36033854,0.00057526,0.05302645,0.08211428,0.01496868,0.15546820,0.00000000,0.14839130,0.05474839
-5.81390695,0.38469760,0.00051166,0.05569277,0.08971469,0.01545561,0.16873291,0.00000000,0.15686438,0.05785579
-5.80790395,0.41577250,0.00046941,0.05900446,0.09917230,0.01643113,0.18557462,0.00000000,0.16721257,0.06167272
-5.80190095,0.45385945,0.00044711,0.06300548,0.11057624,0.01788795,0.20613688,0.00000000,0.17958336,0.06624639
-5.79589795,0.49921645,0.00044378,0.06773110,0.12400510,0.01982401,0.23055009,0.00000000,0.19409808,0.07161475
-5.78989495,0.55204397,0.00045887,0.07320564,0.13952080,0.02224260,0.25892165,0.00000000,0.21084460,0.07780405
-5.78389195,0.61246644,0.00049233,0.07944050,0.15716239,0.02515249,0.29132607,0.00000000,0.22987068,0.08482679
-5.77788894,0.68051562,0.00054460,0.08643259,0.17694013,0.02856810,0.32779557,0.00000000,0.25117830,0.09268007
-5.77188594,0.75611692,0.00061668,0.09416335,0.19882999,0.03250987,0.36831177,0.00000000,0.27471950,0.10134454
-5.76588294,0.83907962,0.00071014,0.10259840,0.22276912,0.03700460,0.41279902,0.00000000,0.30039383,0.11078405
-5.75987994,0.92909192,0.00082714,0.11168791,0.24865234,0.04208600,0.46111970,0.00000000,0.32804779,0.12094616
-5.75387694,1.02572143,0.00097046,0.12136783,0.27633013,0.04779529,0.51307211,0.00000000,0.35747652,0.13176337
-5.74787394,1.12842158,0.00114354,0.13156180,0.30560820,0.05418185,0.56839110,0.00000000,0.38842766,0.14315541
-5.74187094,1.23654403,0.00135045,0.14218398,0.33624892,0.06130386,0.62675171,0.00000000,0.42060753,0.15503227
-5.73586793,1.34935692,0.00159589,0.15314245,0.36797466,0.06922878,0.68777582,0.00000000,0.45368945,0.16729803
-5.72986493,1.46606834,0.00188523,0.16434329,0.40047292,0.07803364,0.75104155,0.00000000,0.48732393,0.17985537
-5.72386193,1.58585398,0.00222437,0.17569499,0.43340335,0.08780507,0.81609524,0.00000000,0.52115038,0.19261055
-5.71785893,1.70788793,0.00261974,0.18711309,0.46640628,0.09863872,0.88246534,0.00000000,0.55480992,0.20547854
-5.71185593,1.83137468,0.00307817,0.19852485,0.49911248,0.11063829,0.94967761,0.00000000,0.58795857,0.21838829
-5.70585293,1.95558091,0.00360676,0.20987351,0.53115382,0.12391377,1.01727079,0.00000000,0.62028032,0.23128748
-5.69984992,2.07986489,0.00421270,0.22112208,0.56217429,0.13857898,1.08481186,0.00000000,0.65149939,0.24414683
-5.69384692,2.20370181,0.00490303,0.23225629,0.59184085,0.15474840,1.15191004,0.00000000,0.68139097,0.25696333
-5.68784392,2.32670317,0.00568446,0.24328650,0.61985369,0.17253308,1.21822863,0.00000000,0.70978992,0.26976246
-5.68184092,2.44862896,0.00656302,0.25424844,0.64595535,0.19203605,1.28349388,0.00000000,0.73659682,0.28259890
-5.67583792,2.56939144,0.00754377,0.26520250,0.66993818,0.21334701,1.34750049,0.00000000,0.76178111,0.29555570
-5.66983492,2.68905010,0.00863049,0.27623176,0.69164988,0.23653669,1.41011321,0.00000000,0.78538105,0.30874195
-5.66383192,2.80779786,0.00982537,0.28743860,0.71099690,0.26165112,1.47126447,0.00000000,0.80750048,0.32228875
-5.65782891,2.92593910,0.01112866,0.29894003,0.72794543,0.28870599,1.53094841,0.00000000,0.82830254,0.33634375
-5.65182591,3.04386094,0.01253841,0.31086208,0.74252017,0.31768156,1.58921147,0.00000000,0.84800075,0.35106453
-5.64582291,3.16199940,0.01405021,0.32333333,0.75480092,0.34851844,1.64614059,0.00000000,0.86684791,0.36661094
-5.63981991,3.28080291,0.01565708,0.33647800,0.76491736,0.38111449,1.70184970,0.00000000,0.88512361,0.38313700
-5.63381691,3.40069538,0.01734930,0.35040911,0.77304234,0.41532341,1.75646573,0.00000000,0.90312088,0.40078259
-5.62781391,3.52204173,0.01911447,0.36522179,0.77938415,0.45095494,1.81011524,0.00000000,0.92113313,0.41966558
-5.62181091,3.64511822,0.02093759,0.38098746,0.78417837,0.48777721,1.86291268,0.00000000,0.93944180,0.43987480
-5.61580790,3.77008986,0.02280133,0.39774902,0.78767959,0.52552109,1.91495134,0.00000000,0.95830570,0.46146413
-5.60980490,3.89699649,0.02468632,0.41551746,0.79015366,0.56388658,1.96629778,0.00000000,0.97795251,0.48444836
-5.60380190,4.02574887,0.02657163,0.43427003,0.79187068,0.60255113,2.01699003,0.00000000,0.99857291,0.50880084
-5.59779890,4.15613476,0.02843534,0.45395019,0.79309915,0.64117956,2.06703984,0.00000000,1.02031752,0.53445319
-5.59179590,4.28783477,0.03025511,0.47446919,0.79410124,0.67943511,2.11643869,0.00000000,1.04329662,0.56129708
-5.58579290,4.42044660,0.03200892,0.49570936,0.79512942,0.71699116,2.16516697,0.00000000,1.06758254,0.58918801
-5.57978989,4.55351569,0.03367577,0.51752880,0.79642419,0.75354309,2.21320534,0.00000000,1.09321417,0.61795078
-5.57378689,4.68656964,0.03523638,0.53976713,0.79821268,0.78881938,2.26054732,0.00000000,1.12020305,0.64738635
-5.56778389,4.81915357,0.03667387,0.56225205,0.80070796,0.82259160,2.30721148,0.00000000,1.14854028,0.67727969
-5.56178089,4.95086324,0.03797434,0.58480614,0.80410859,0.85468238,2.35325218,0.00000000,1.17820355,0.70740803
-5.55577789,5.08137286,0.03912742,0.60725356,0.80859813,0.88497110,2.39876738,0.00000000,1.20916345,0.73754900
-5.54977489,5.21045507,0.04012655,0.62942622,0.81434423,0.91339658,2.44390240,0.00000000,1.24138833,0.76748824
-5.54377189,5.33799080,0.04096929,0.65116891,0.82149703,0.93995677,2.48884893,0.00000000,1.27484727,0.79702592
-5.53776888,5.46396789,0.04165731,0.67234328,0.83018677,0.96470517,2.53383871,0.00000000,1.30951057,0.82598176
-5.53176588,5.58846790,0.04219626,0.69283035,0.84052050,0.98774425,2.57913190,0.00000000,1.34534776,0.85419844
-5.52576288,5.71164163,0.04259554,0.71253141,0.85257796,1.00921598,2.62500056,0.00000000,1.38232314,0.88154308
-5.51975988,5.83367491,0.04286782,0.73136750,0.86640679,1.02929019,2.67170810,0.00000000,1.42038905,0.90790698
-5.51375688,5.95474689,0.04302848,0.74927742,0.88201751,1.04815122,2.71948583,0.00000000,1.45947759,0.93320357
-5.50775388,6.07498378,0.04309491,0.76621463,0.89937848,1.06598372,2.76850825,0.00000000,1.49949133,0.95736505
-5.50175088,6.19441164,0.04308583,0.78214333,0.91841142,1.08295843,2.81886872,0.00000000,1.54029393,0.98033787
-5.49574787,6.31291169,0.04302043,0.79703409,0.93898797,1.09921873,2.87055729,0.00000000,1.58170153,1.00207766
-5.48974487,6.43018185,0.04291765,0.81085939,0.96092759,1.11486886,2.92344238,0.00000000,1.62347583,1.02254398
-5.48374187,6.54570778,0.04279539,0.82358959,0.98399735,1.12996443,2.97725792,0.00000000,1.66531968,1.04169532
-5.47773887,6.65874586,0.04266988,0.83518941,1.00791389,1.14450594,3.03159699,0.00000000,1.70687583,1.05948489
-5.47173587,6.76832027,0.04255508,0.84561555,1.03234761,1.15843552,3.08591293,0.00000000,1.74772927,1.07585732
-5.46573287,6.87323478,0.04246223,0.85481531,1.05692922,1.17163726,3.13952817,0.00000000,1.78741357,1.09074674
-5.45972986,6.97209942,0.04239952,0.86272649,1.08125852,1.18394111,3.19165067,0.00000000,1.82542089,1.10407619
-5.45372686,7.06337068,0.04237193,0.86927849,1.10491508,1.19512994,3.24139737,0.00000000,1.86121567,1.11575840
-5.44772386,7.14540359,0.04238114,0.87439457,1.12747055,1.20494958,3.28782347,0.00000000,1.89425114,1.12569791
-5.44172086,7.21651247,0.04242563,0.87799497,1.14850184,1.21312112,3.32995624,0.00000000,1.92398808,1.13379424
-5.43571786,7.27503744,0.04250090,0.88000068,1.16760487,1.21935477,3.36683156,0.00000000,1.94991480,1.13994583
-5.42971486,7.31941267,0.04259975,0.88033767,1.18440794,1.22336455,3.39753126,0.00000000,1.97156719,1.14405458
-5.42371186,7.34823280,0.04271268,0.87894108,1.19858430,1.22488297,3.42121937,0.00000000,1.98854792,1.14603041
-5.41770885,7.36031382,0.04282829,0.87575929,1.20986309,1.22367484,3.43717545,0.00000000,2.00054345,1.14579583
-5.41170585,7.35474520,0.04293384,0.87075748,1.21803827,1.21954963,3.44482318,0.00000000,2.00733817,1.14328996
-5.40570285,7.33093063,0.04301568,0.86392052,1.22297489,1.21237165,3.44375290,0.00000000,2.00882462,1.13847196
-5.39969985,7.28861546,0.04305978,0.85525506,1.22461249,1.20206764,3.43373698,0.00000000,2.00500935,1.13132375
-5.39369685,7.22789966,0.04305224,0.84479083,1.22296544,1.18863146,3.41473744,0.00000000,1.99601395,1.12185174
-5.38769385,7.14923604,0.04297971,0.83258101,1.21812005,1.17212568,3.38690545,0.00000000,1.98207131,1.11008788
-5.38169085,7.05341437,0.04282983,0.81870187,1.21022884,1.15268022,3.35057304,0.00000000,1.96351727,1.09608980
-5.37568784,6.94153257,0.04259161,0.80325175,1.19950192,1.13048815,3.30623759,0.00000000,1.94077799,1.07994040
-5.36968484,6.81495691,0.04225569,0.78634955,1.18619629,1.10579894,3.25454001,0.00000000,1.91435398,1.06174687
-5.36368184,6.67527378,0.04181467,0.76813283,1.17060323,1.07890978,3.19623794,0.00000000,1.88480144,1.04163940
-5.35767884,6.52423557,0.04126321,0.74875576,1.15303468,1.05015529,3.13217535,0.00000000,1.85271200,1.01976968
-5.35167584,6.36370373,0.04059825,0.72838710,1.13380924,1.01989630,3.06325024,0.00000000,1.81869204,0.99630936
-5.34567284,6.19559178,0.03981898,0.70720812,1.11323840,0.98850826,2.99038199,0.00000000,1.78334236,0.97144850
-5.33966983,6.02181095,0.03892689,0.68541086,1.09161376,0.95636985,2.91447998,0.00000000,1.74723956,0.94539428
-5.33366683,5.84422096,0.03792569,0.66319647,1.06919597,0.92385220,2.83641496,0.00000000,1.71091982,0.91836964
-5.32766383,5.66458767,0.03682118,0.64077383,1.04620568,0.89130933,2.75699430,0.00000000,1.67486569,0.89061220
-5.32166083,5.48454918,0.03562105,0.61835826,1.02281723,0.85906992,2.67694230,0.00000000,1.63949673,0.86237314
-5.31565783,5.30559113,0.03433472,0.59617038,0.99915507,0.82743080,2.59688600,0.00000000,1.60516385,0.83391608
-5.30965483,5.12903147,0.03297300,0.57443488,0.97529328,0.79665226,2.51734698,0.00000000,1.57214767,0.80551579
-5.30365183,4.95601441,0.03154787,0.55337920,0.95125797,0.76695503,2.43873911,0.00000000,1.54066048,0.77745664
-5.29764882,4.78751274,0.03007210,0.53323190,0.92703241,0.73851906,2.36137179,0.00000000,1.51085139,0.75003063
-5.29164582,4.62433704,0.02855900,0.51422070,0.90256458,0.71148376,2.28545829,0.00000000,1.48281410,0.72353489
-5.28564282,4.46715055,0.02702203,0.49657002,0.87777667,0.68594952,2.21112810,0.00000000,1.45659636,0.69826863
-5.27963982,4.31648737,0.02547456,0.48049795,0.85257576,0.66198018,2.13844225,0.00000000,1.43221032,0.67452927
-5.27363682,4.17277255,0.02392953,0.46621269,0.82686538,0.63960618,2.06741058,0.00000000,1.40964303,0.65260799
-5.26763382,4.03634185,0.02239923,0.45390838,0.80055700,0.61882803,1.99800958,0.00000000,1.38886594,0.63278438
-5.26163082,3.90745959,0.02089505,0.44376044,0.77358084,0.59961996,1.93019975,0.00000000,1.36984304,0.61532061
-5.25562781,3.78633330,0.01942731,0.43592047,0.74589562,0.58193326,1.86394137,0.00000000,1.35253685,0.60045482
-5.24962481,3.67312401,0.01800514,0.43051090,0.71749642,0.56569940,1.79920791,0.00000000,1.33691194,0.58839431
-5.24362181,3.56795165,0.01663635,0.42761958,0.68842052,0.55083267,1.73599629,0.00000000,1.32293593,0.57930838
-5.23761881,3.47089561,0.01532741,0.42729455,0.65875079,0.53723242,1.67433381,0.00000000,1.31057804,0.57332130
-5.23161581,3.38199076,0.01408341,0.42953927,0.62861663,0.52478475,1.61428145,0.00000000,1.29980543,0.57050571
-5.22561281,3.30121975,0.01290811,0.43430855,0.59819232,0.51336409,1.55593379,0.00000000,1.29057808,0.57087665
-5.21960980,3.22850287,0.01180399,0.44150552,0.56769322,0.50283438,1.49941592,0.00000000,1.28284252,0.57438672
-5.21360680,3.16368691,0.01077231,0.45097998,0.53736972,0.49305049,1.44487781,0.00000000,1.27652564,0.58092265
-5.20760380,3.10653448,0.00981327,0.46252818,0.50749970,0.48385963,1.39248696,0.00000000,1.27152891,0.59030363
-5.20160080,3.05671551,0.00892605,0.47589443,0.47837966,0.47510329,1.34241991,0.00000000,1.26772407,0.60228163
-5.19559780,3.01380224,0.00810905,0.49077461,0.45031516,0.46661954,1.29485361,0.00000000,1.26495092,0.61654404
-5.18959480,2.97726892,0.00735990,0.50682148,0.42361100,0.45824601,1.24995705,0.00000000,1.26301750,0.63271856
-5.18359180,2.94649699,0.00667570,0.52365202,0.39856161,0.44982345,1.20788410,0.00000000,1.26170322,0.65038052
-5.17758879,2.92078618,0.00605313,0.54085633,0.37544212,0.44119980,1.16876771,0.00000000,1.26076491,0.66906246
-5.17158579,2.89937147,0.00548855,0.55800817,0.35450040,0.43223475,1.13271607,0.00000000,1.25994556,0.68826571
-5.16558279,2.88144527,0.00497816,0.57467646,0.33595048,0.42280465,1.09981071,0.00000000,1.25898557,0.70747366
-5.15957979,2.86618409,0.00451810,0.59043766,0.31996733,0.41280735,1.07010649,0.00000000,1.25763577,0.72616624
-5.15357679,2.85277828,0.00410457,0.60488825,0.30668346,0.40216699,1.04363355,0.00000000,1.25567156,0.74383516
-5.14757379,2.84046354,0.00373389,0.61765709,0.29618697,0.39083831,1.02040072,0.00000000,1.25290740,0.75999917
-5.14157079,2.82855226,0.00340263,0.62841688,0.28852141,0.37881029,1.00040019,0.00000000,1.24921066,0.77421883
-5.13556778,2.81646349,0.00310761,0.63689441,0.28368697,0.36610892,0.98361300,0.00000000,1.24451420,0.78611015
-5.12956478,2.80374955,0.00284604,0.64287911,0.28164320,0.35279890,0.97001495,0.00000000,1.23882661,0.79535648
-5.12356178,2.79011827,0.00261546,0.64622941,0.28231275,0.33898414,0.95958265,0.00000000,1.23223974,0.80171822
-5.11755878,2.77544957,0.00241383,0.64687689,0.28558612,0.32480703,0.95229915,0.00000000,1.22493284,0.80503992
-5.11155578,2.75980570,0.00223952,0.64482781,0.29132705,0.31044655,0.94815907,0.00000000,1.21717308,0.80525441
-5.10555278,2.74343465,0.00209130,0.64016205,0.29937839,0.29611513,0.94717296,0.00000000,1.20931227,0.80238400
-5.09954977,2.72676665,0.00196834,0.63302961,0.30956810,0.28205451,0.94937052,0.00000000,1.20177983,0.79653854
-5.09354677,2.71040395,0.00187015,0.62364474,0.32171524,0.26853079,0.95480286,0.00000000,1.19507234,0.78791064
-5.08754377,2.69510441,0.00179658,0.61227802,0.33563564,0.25582871,0.96354340,0.00000000,1.18973993,0.77676818
-5.08154077,2.68175952,0.00174774,0.59924675,0.35114715,0.24424554,0.97568761,0.00000000,1.18637011,0.76344454
-5.07553777,2.67136777,0.00172394,0.58490403,0.36807423,0.23408464,0.99135147,0.00000000,1.18556955,0.74832696
-5.06953477,2.66500438,0.00172568,0.56962704,0.38625173,0.22564895,1.01066859,0.00000000,1.18794461,0.73184353
-5.06353177,2.66378837,0.00175349,0.55380488,0.40552799,0.21923459,1.03378625,0.00000000,1.19408120,0.71444934
-5.05752876,2.66884812,0.00180796,0.53782653,0.42576682,0.21512467,1.06086018,0.00000000,1.20452468,0.69661237
-5.05152576,2.68128647,0.00188961,0.52206930,0.44684886,0.21358344,1.09204842,0.00000000,1.21976057,0.67879953
-5.04552276,2.70214643,0.00199882,0.50688810,0.46867192,0.21485084,1.12750429,0.00000000,1.24019659,0.66146339
-5.03951976,2.73237860,0.00213583,0.49260598,0.49115070,0.21913765,1.16736882,0.00000000,1.26614674,0.64503014
-5.03351676,2.77281117,0.00230061,0.47950611,0.51421593,0.22662108,1.21176279,0.00000000,1.29781790,0.62988885
-5.02751376,2.82412361,0.00249288,0.46782540,0.53781301,0.23744102,1.26077881,0.00000000,1.33529941,0.61638274
-5.02151076,2.88682481,0.00271204,0.45775001,0.56190044,0.25169701,1.31447388,0.00000000,1.37855605,0.60480223
-5.01550775,2.96123662,0.00295719,0.44941261,0.58644815,0.26944585,1.37286265,0.00000000,1.42742471,0.59538039
-5.00950475,3.04748329,0.00322709,0.44289171,0.61143588,0.29070004,1.43591203,0.00000000,1.48161495,0.58829042
-5.00350175,3.14548759,0.00352023,0.43821268,0.63685180,0.31542719,1.50353739,0.00000000,1.54071350,0.58364559
-4.99749875,3.25497384,0.00383480,0.43535065,0.66269136,0.34355029,1.57560081,0.00000000,1.60419275,0.58150116
-4.99149575,3.37547800,0.00416883,0.43423497,0.68895654,0.37494912,1.65191145,0.00000000,1.67142305,0.58185861
-4.98549275,3.50636477,0.00452014,0.43475514,0.71565535,0.40946278,1.73222851,0.00000000,1.74168845,0.58467151
-4.97948974,3.64685123,0.00488654,0.43676798,0.74280160,0.44689338,1.81626635,0.00000000,1.81420565,0.58985322
-4.97348674,3.79603626,0.00526580,0.44010577,0.77041480,0.48701102,1.90370205,0.00000000,1.88814544,0.59728579
-4.96748374,3.95293474,0.00565584,0.44458503,0.79851997,0.52955971,1.99418476,0.00000000,1.96265601,0.60682988
-4.96148074,4.11651507,0.00605472,0.45001584,0.82714722,0.57426453,2.08734647,0.00000000,2.03688747,0.61833531
-4.95547774,4.28573856,0.00646080,0.45621113,0.85633092,0.62083946,2.18281371,0.00000000,2.11001660,0.63165169
-4.94947474,4.45959866,0.00687277,0.46299583,0.88610818,0.66899581,2.28021921,0.00000000,2.18127108,0.64663892
-4.94347174,4.63715820,0.00728970,0.47021556,0.91651657,0.71845088,2.37921288,0.00000000,2.24995222,0.66317696
-4.93746873,4.81758277,0.00771106,0.47774441,0.94759094,0.76893635,2.47947136,0.00000000,2.31545536,0.68117449
-4.93146573,5.00016821,0.00813679,0.48549181,0.97935932,0.82020612,2.58070511,0.00000000,2.37728725,0.70057624
-4.92546273,5.18436071,0.00856720,0.49340804,1.01183792,0.87204290,2.68266266,0.00000000,2.43507957,0.72136846
-4.91945973,5.36976805,0.00900299,0.50148837,1.04502546,0.92426328,2.78513125,0.00000000,2.48859816,0.74358253
-4.91345673,5.55616124,0.00944517,0.50977559,1.07889691,0.97672079,2.88793361,0.00000000,2.53774759,0.76729633
-4.90745373,5.74346586,0.00989496,0.51836096,1.11339709,1.02930648,2.99092084,0.00000000,2.58257078,0.79263344
-4.90145073,5.93174346,0.01035373,0.52738346,1.14843441,1.08194706,3.09396130,0.00000000,2.62324384,0.81976015
-4.89544772,6.12116346,0.01082284,0.53702742,1.18387525,1.13460017,3.19692624,0.00000000,2.66006611,0.84888036
-4.88944472,6.31196683,0.01130356,0.54751862,1.21953924,1.18724707,3.29967252,0.00000000,2.69344594,0.88022859
-4.88344172,6.50442320,0.01179697,0.55911895,1.25519611,1.23988296,3.40202363,0.00000000,2.72388266,0.91406134
-4.87743872,6.69878353,0.01230382,0.57211973,1.29056423,1.29250524,3.50374984,0.00000000,2.75194546,0.95064711
-4.87143572,6.89523076,0.01282446,0.58683389,1.32531132,1.34510041,3.60454899,0.00000000,2.77824992,0.99025539
-4.86543272,7.09383097,0.01335876,0.60358718,1.35905752,1.39763031,3.70402910,0.00000000,2.80343305,1.03314500
-4.85942971,7.29448787,0.01390608,0.62270850,1.39138079,1.45001854,3.80169421,0.00000000,2.82812770,1.07955218
-4.85342671,7.49690300,0.01446521,0.64451963,1.42182479,1.50213799,3.89693469,0.00000000,2.85293738,1.12967862
-4.84742371,7.70054426,0.01503440,0.66932441,1.44990902,1.55380048,3.98902324,0.00000000,2.87841207,1.18367992
-4.84142071,7.90462442,0.01561133,0.69739757,1.47514089,1.60474922,4.07711739,0.00000000,2.90502610,1.24165462
-4.83541771,8.10809140,0.01619319,0.72897350,1.49702936,1.65465510,4.16026914,0.00000000,2.93315864,1.30363412
-4.82941471,8.30963124,0.01677668,0.76423492,1.51509977,1.70311728,4.23744195,0.00000000,2.96307746,1.36957363
-4.82341171,8.50768392,0.01735815,0.80330187,1.52890907,1.74966848,4.30753506,0.00000000,2.99492646,1.43934440
-4.81740870,8.70047206,0.01793359,0.84622118,1.53806104,1.79378522,4.36941451,0.00000000,3.02871729,1.51272737
-4.81140570,8.88604129,0.01849876,0.89295672,1.54222081,1.83490269,4.42194982,0.00000000,3.06432535,1.58940835
-4.80540270,9.06231110,0.01904922,0.94338079,1.54112798,1.87243398,4.46405522,0.00000000,3.10149022,1.66897506
-4.79939970,9.22713390,0.01958049,0.99726705,1.53460795,1.90579284,4.49473357,0.00000000,3.13982049,1.75091601
-4.79339670,9.37836022,0.02008804,1.05428538,1.52258077,1.93441892,4.51312107,0.00000000,3.17880285,1.83462158
-4.78739370,9.51390707,0.02056741,1.11399912,1.50506727,1.95780452,4.51853077,0.00000000,3.21781519,1.91938744
-4.78139070,9.63182692,0.02101432,1.17586516,1.48219197,1.97552113,4.51049249,0.00000000,3.25614330,2.00442053
-4.77538769,9.73037412,0.02142469,1.23923724,1.45418292,1.98724469,4.48878723,0.00000000,3.29300065,2.08884776
-4.76938469,9.80806634,0.02179476,1.30337282,1.42136801,1.99277785,4.45347390,0.00000000,3.32755077,2.17172763
-4.76338169,9.86373822,0.02212119,1.36744375,1.38416819,1.99206807,4.40490673,0.00000000,3.35893149,2.25206478
-4.75737869,9.89658504,0.02240112,1.43055075,1.34308768,1.98522024,4.34374202,0.00000000,3.38628037,2.32882740
-4.75137569,9.90619478,0.02263232,1.49174173,1.29870135,1.97250298,4.27093337,0.00000000,3.40876055,2.40096744
-4.74537269,9.89256693,0.02281325,1.55003350,1.25164003,1.95434793,4.18771483,0.00000000,3.42558609,2.46744313
-4.73936968,9.85611752,0.02294317,1.60443642,1.20257390,1.93134179,4.09557251,0.00000000,3.43604617,2.52724344
-4.73336668,9.79766981,0.02302226,1.65398129,1.15219483,1.90421113,3.99620510,0.00000000,3.43952718,2.57941368
-4.72736368,9.71843112,0.02305164,1.69774748,1.10119806,1.87380053,3.89147478,0.00000000,3.43553190,2.62308150
-4.72136068,9.61995639,0.02303352,1.73489124,1.05026402,1.84104480,3.78335041,0.00000000,3.42369518,2.65748223
-4.71535768,9.50409992,0.02297114,1.76467299,1.00004080,1.80693648,3.67384506,0.00000000,3.40379543,2.68198259
-4.70935468,9.37295682,0.02286883,1.78648232,0.95112796,1.77248996,3.56495063,0.00000000,3.37576134,2.69610157
-4.70335168,9.22879646,0.02273191,1.79985951,0.90406207,1.73870397,3.45857217,0.00000000,3.33967376,2.69952749
-4.69734867,9.07399019,0.02256663,1.80451235,0.85930471,1.70652393,3.35646488,0.00000000,3.29576225,2.69213025
-4.69134567,8.91093612,0.02238005,1.80032745,0.81723295,1.67680613,3.26017631,0.00000000,3.24439677,2.67396797
-4.68534267,8.74198362,0.02217977,1.78737517,0.77813298,1.65028517,3.17099640,0.00000000,3.18607447,2.64528748
-4.67933967,8.56936055,0.02197379,1.76590790,0.74219667,1.62754634,3.08991760,0.00000000,3.12140227,2.60651843
-4.67333667,8.39510596,0.02177016,1.73635153,0.70952140,1.60900408,3.01760651,0.00000000,3.05107591,2.55826102
-4.66733367,8.22101082,0.02157676,1.69929046,0.68011291,1.59488756,2.95438850,0.00000000,2.97585627,2.50126770
-4.66133067,8.04856930,0.02140094,1.65544673,0.65389107,1.58523399,2.90024574,0.00000000,2.89654418,2.43641978
-4.65532766,7.87894251,0.02124927,1.60565427,0.63069817,1.57988989,2.85482853,0.00000000,2.81395454,2.36469960
-4.64932466,7.71293616,0.02112720,1.55082950,0.61030946,1.57852022,2.81747952,0.00000000,2.72889120,2.28715992
-4.64332166,7.55099323,0.02103888,1.49193957,0.59244543,1.58062488,2.78726934,0.00000000,2.64212348,2.20489157
