energy_ev,total_up,As_p_up,As_d_up,Os_p_up,Os_d_up,Se_s_up,Se_p_up
-6.00000000,2.31891169,0.37149699,0.00000000,0.78386230,1.01857176,0.02739122,0.84166086
-5.99399700,2.29275235,0.36358628,0.00000000,0.76561037,1.00690197,0.02753923,0.83965515
-5.98799400,2.26959001,0.35536427,0.00000000,0.74828035,0.99632836,0.02779449,0.83927243
-5.98199100,2.24990989,0.34691928,0.00000000,0.73219870,0.98700693,0.02816274,0.84066506
-5.97598799,2.23409029,0.33835211,0.00000000,0.71764791,0.97906183,0.02864560,0.84392814
-5.96998499,2.22239037,0.32977155,0.00000000,0.70485970,0.97258163,0.02924046,0.84909526
-5.96398199,2.21494357,0.32128979,0.00000000,0.69401077,0.96761725,0.02994047,0.85613683
-5.95797899,2.21175696,0.31301782,0.00000000,0.68522127,0.96418179,0.03073478,0.86496142
-5.95197599,2.21271672,0.30506127,0.00000000,0.67855579,0.96225227,0.03160888,0.87541979
-5.94597299,2.21759934,0.29751668,0.00000000,0.67402699,0.96177321,0.03254513,0.88731162
-5.93996998,2.22608817,0.29046852,0.00000000,0.67160133,0.96266197,0.03352340,0.90039460
-5.93396698,2.23779421,0.28398708,0.00000000,0.67120663,0.96481543,0.03452184,0.91439524
-5.92796398,2.25228022,0.27812709,0.00000000,0.67274094,0.96811781,0.03551769,0.92902113
-5.92196098,2.26908663,0.27292733,0.00000000,0.67608205,0.97244915,0.03648820,0.94397382
-5.91595798,2.28775798,0.26841096,0.00000000,0.68109709,0.97769384,0.03741147,0.95896170
-5.90995498,2.30786824,0.26458648,0.00000000,0.68765167,0.98374900,0.03826730,0.97371231
-5.90395198,2.32904379,0.26144937,0.00000000,0.69561786,0.99053189,0.03903798,0.98798328
-5.89794897,2.35098245,0.25898393,0.00000000,0.70488063,0.99798610,0.03970890,1.00157151
-5.89194597,2.37346775,0.25716547,0.00000000,0.71534226,1.00608611,0.04026908,1.01432003
-5.88594297,2.39637736,0.25596236,0.00000000,0.72692461,1.01483977,0.04071150,1.02612219
-5.87993997,2.41968525,0.25533814,0.00000000,0.73956893,1.02428868,0.04103325,1.03692305
-5.87393697,2.44345743,0.25525323,0.00000000,0.75323343,1.03450615,0.04123551,1.04671783
-5.86793397,2.46784135,0.25566640,0.00000000,0.76788871,1.04559300,0.04132328,1.05554763
-5.86193097,2.49304948,0.25653579,0.00000000,0.78351129,1.05767113,0.04130501,1.06349259
-5.85592796,2.51933806,0.25781960,0.00000000,0.80007594,1.07087523,0.04119200,1.07066298
-5.84992496,2.54698200,0.25947631,0.00000000,0.81754701,1.08534295,0.04099777,1.07718857
-5.84392196,2.57624732,0.26146471,0.00000000,0.83586971,1.10120404,0.04073724,1.08320706
-5.83791896,2.60736275,0.26374354,0.00000000,0.85496164,1.11856882,0.04042592,1.08885210
-5.83191596,2.64049192,0.26627108,0.00000000,0.87470552,1.13751677,0.04007910,1.09424165
-5.82591296,2.67570774,0.26900465,0.00000000,0.89494341,1.15808560,0.03971107,1.09946723
-5.81990995,2.71297058,0.27190016,0.00000000,0.91547307,1.18026147,0.03933443,1.10458474
-5.81390695,2.75211132,0.27491177,0.00000000,0.93604675,1.20397089,0.03895949,1.10960746
-5.80790395,2.79282047,0.27799174,0.00000000,0.95637274,1.22907477,0.03859387,1.11450138
-5.80190095,2.83464411,0.28109051,0.00000000,0.97611963,1.25536488,0.03824222,1.11918340
-5.79589795,2.87698697,0.28415702,0.00000000,0.99492330,1.28256328,0.03790614,1.12352239
-5.78989495,2.91912281,0.28713929,0.00000000,1.01239632,1.31032453,0.03758428,1.12734309
-5.78389195,2.96021169,0.28998515,0.00000000,1.02813946,1.33824098,0.03727261,1.13043271
-5.77788894,2.99932359,0.29264321,0.00000000,1.04175474,1.36585097,0.03696481,1.13254986
-5.77188594,3.03546734,0.29506385,0.00000000,1.05285942,1.39264964,0.03665282,1.13343539
-5.76588294,3.06762359,0.29720034,0.00000000,1.06110030,1.41810213,0.03632749,1.13282461
-5.75987994,3.09478057,0.29900981,0.00000000,1.06616763,1.44165860,0.03597922,1.13046022
-5.75387694,3.11597090,0.30045422,0.00000000,1.06780796,1.46277060,0.03559868,1.12610536
-5.74787394,3.13030798,0.30150117,0.00000000,1.06583527,1.48090821,0.03517748,1.11955615
-5.74187094,3.13702026,0.30212449,0.00000000,1.06013994,1.49557710,0.03470876,1.11065299
-5.73586793,3.13548213,0.30230468,0.00000000,1.05069498,1.50633516,0.03418775,1.09929023
-5.72986493,3.12523978,0.30202910,0.00000000,1.03755940,1.51280773,0.03361210,1.08542363
-5.72386193,3.10603131,0.30129200,0.00000000,1.02087840,1.51470103,0.03298224,1.06907527
-5.71785893,3.07779995,0.30009436,0.00000000,1.00088046,1.51181307,0.03230142,1.05033584
-5.71185593,3.04070002,0.29844354,0.00000000,0.97787138,1.50404180,0.03157574,1.02936391
-5.70585293,2.99509537,0.29635289,0.00000000,0.95222561,1.49138989,0.03081397,1.00638256
-5.69984992,2.94155036,0.29384123,0.00000000,0.92437519,1.47396613,0.03002724,0.98167330
-5.69384692,2.88081370,0.29093223,0.00000000,0.89479666,1.45198325,0.02922869,0.95556764
-5.68784392,2.81379600,0.28765384,0.00000000,0.86399664,1.42575228,0.02843290,0.92843666
-5.68184092,2.74154165,0.28403762,0.00000000,0.83249653,1.39567361,0.02765538,0.90067907
-5.67583792,2.66519633,0.28011809,0.00000000,0.80081684,1.36222502,0.02691199,0.87270823
-5.66983492,2.58597142,0.27593206,0.00000000,0.76946188,1.32594729,0.02621826,0.84493856
-5.66383192,2.50510641,0.27151789,0.00000000,0.73890517,1.28742777,0.02558889,0.81777215
-5.65782891,2.42383105,0.26691480,0.00000000,0.70957625,1.24728260,0.02503709,0.79158575
-5.65182591,2.34332836,0.26216206,0.00000000,0.68184910,1.20613833,0.02457415,0.76671894
-5.64582291,2.26470010,0.25729823,0.00000000,0.65603271,1.16461351,0.02420896,0.74346370
-5.63981991,2.18893569,0.25236031,0.00000000,0.63236394,1.12330107,0.02394768,0.72205590
-5.63381691,2.11688592,0.24738294,0.00000000,0.61100300,1.08275211,0.02379348,0.70266893
-5.62781391,2.04924226,0.24239760,0.00000000,0.59203151,1.04346176,0.02374640,0.68540975
-5.62181091,1.98652247,0.23743193,0.00000000,0.57545321,1.00585749,0.02380328,0.67031741
-5.61580790,1.92906302,0.23250912,0.00000000,0.56119730,0.97029052,0.02395784,0.65736418
-5.60980490,1.87701847,0.22764747,0.00000000,0.54912417,0.93703039,0.02420083,0.64645907
-5.60380190,1.83036779,0.22286020,0.00000000,0.53903334,0.90626289,0.02452032,0.63745376
-5.59779890,1.78892718,0.21815549,0.00000000,0.53067324,0.87809149,0.02490199,0.63015055
-5.59179590,1.75236884,0.21353679,0.00000000,0.52375261,0.85254183,0.02532962,0.62431210
-5.58579290,1.72024481,0.20900341,0.00000000,0.51795283,0.82956925,0.02578552,0.61967241
-5.57978989,1.69201474,0.20455143,0.00000000,0.51294105,0.80906870,0.02625116,0.61594886
-5.57378689,1.66707636,0.20017479,0.00000000,0.50838331,0.79088662,0.02670766,0.61285445
-5.56778389,1.64479737,0.19586658,0.00000000,0.50395741,0.77483416,0.02713644,0.61011009
-5.56178089,1.62454710,0.19162046,0.00000000,0.49936489,0.76070091,0.02751978,0.60745610
-5.55577789,1.60572669,0.18743206,0.00000000,0.49434173,0.74826864,0.02784139,0.60466265
-5.54977489,1.58779637,0.18330031,0.00000000,0.48866734,0.73732424,0.02808693,0.60153861
-5.54377189,1.57029859,0.17922860,0.00000000,0.48217161,0.72767120,0.02824443,0.59793837
-5.53776888,1.55287599,0.17522562,0.00000000,0.47473958,0.71913917,0.02830465,0.59376650
-5.53176588,1.53528348,0.17130589,0.00000000,0.46631375,0.71159113,0.02826138,0.58897982
-5.52576288,1.51739394,0.16748978,0.00000000,0.45689398,0.70492777,0.02811154,0.58358706
-5.51975988,1.49919744,0.16380322,0.00000000,0.44653493,0.69908916,0.02785522,0.57764596
-5.51375688,1.48079409,0.16027675,0.00000000,0.43534130,0.69405341,0.02749562,0.57125808
-5.50775388,1.46238115,0.15694433,0.00000000,0.42346124,0.68983281,0.02703884,0.56456159
-5.50175088,1.44423519,0.15384170,0.00000000,0.41107803,0.68646759,0.02649356,0.55772236
-5.49574787,1.42669027,0.15100442,0.00000000,0.39840078,0.68401771,0.02587068,0.55092397
-5.48974487,1.41011364,0.14846589,0.00000000,0.38565439,0.68255344,0.02518283,0.54435691
-5.48374187,1.39488002,0.14625518,0.00000000,0.37306933,0.68214514,0.02444388,0.53820782
-5.47773887,1.38134626,0.14439512,0.00000000,0.36087178,0.68285298,0.02366838,0.53264914
-5.47173587,1.36982740,0.14290053,0.00000000,0.34927458,0.68471726,0.02287106,0.52782967
-5.46573287,1.36057567,0.14177690,0.00000000,0.33846926,0.68774993,0.02206627,0.52386665
-5.45972986,1.35376337,0.14101950,0.00000000,0.32861971,0.69192769,0.02126756,0.52083968
-5.45372686,1.34947052,0.14061308,0.00000000,0.31985747,0.69718727,0.02048722,0.51878662
-5.44772386,1.34767780,0.14053211,0.00000000,0.31227902,0.70342306,0.01973597,0.51770189
-5.44172086,1.34826499,0.14074168,0.00000000,0.30594492,0.71048718,0.01902274,0.51753697
-5.43571786,1.35101488,0.14119892,0.00000000,0.30088074,0.71819203,0.01835445,0.51820312
-5.42971486,1.35562223,0.14185493,0.00000000,0.29707977,0.72631514,0.01773598,0.51957612
-5.42371186,1.36170717,0.14265707,0.00000000,0.29450703,0.73460601,0.01717022,0.52150263
-5.41770885,1.36883203,0.14355153,0.00000000,0.29310437,0.74279457,0.01665810,0.52380788
-5.41170585,1.37652083,0.14448594,0.00000000,0.29279633,0.75060075,0.01619879,0.52630422
-5.40570285,1.38427997,0.14541201,0.00000000,0.29349623,0.75774467,0.01578992,0.52879997
-5.39969985,1.39161932,0.14628789,0.00000000,0.29511223,0.76395686,0.01542780,0.53110818
-5.39369685,1.39807227,0.14708020,0.00000000,0.29755282,0.76898815,0.01510773,0.53305483
-5.38769385,1.40321409,0.14776554,0.00000000,0.30073163,0.77261850,0.01482424,0.53448607
-5.38169085,1.40667742,0.14833144,0.00000000,0.30457100,0.77466469,0.01457141,0.53527408
-5.37568784,1.40816458,0.14877671,0.00000000,0.30900445,0.77498632,0.01434307,0.53532151
-5.36968484,1.40745602,0.14911109,0.00000000,0.31397763,0.77349003,0.01413309,0.53456409
-5.36368184,1.40441493,0.14935421,0.00000000,0.31944793,0.77013192,0.01393553,0.53297163
-5.35767884,1.39898795,0.14953410,0.00000000,0.32538281,0.76491799,0.01374484,0.53054725
-5.35167584,1.39120229,0.14968508,0.00000000,0.33175695,0.75790293,0.01355599,0.52732516
-5.34567284,1.38115969,0.14984537,0.00000000,0.33854850,0.74918725,0.01336452,0.52336702
-5.33966983,1.36902778,0.15005446,0.00000000,0.34573477,0.73891314,0.01316667,0.51875740
-5.33366683,1.35502950,0.15035040,0.00000000,0.35328763,0.72725927,0.01295937,0.51359840
-5.32766383,1.33943135,0.15076720,0.00000000,0.36116908,0.71443476,0.01274024,0.50800396
-5.32166083,1.32253105,0.15133249,0.00000000,0.36932717,0.70067284,0.01250761,0.50209409
-5.31565783,1.30464538,0.15206554,0.00000000,0.37769288,0.68622418,0.01226047,0.49598938
-5.30965483,1.28609868,0.15297580,0.00000000,0.38617788,0.67135034,0.01199846,0.48980599
-5.30365183,1.26721250,0.15406198,0.00000000,0.39467373,0.65631748,0.01172178,0.48365138
