energy_ev,total_up,Cu_p_up,Cu_d_up,Ga_p_up,Ga_d_up,Te_p_up,Te_d_up
-6.00000000,0.79124880,0.29698101,0.28802852,0.04243756,0.00000000,0.36568475,0.00000000
-5.99399700,0.75133637,0.27722144,0.27240881,0.04644205,0.00000000,0.34395129,0.00000000
-5.98799400,0.71191775,0.25802474,0.25682331,0.05046951,0.00000000,0.32223738,0.00000000
-5.98199100,0.67341525,0.23956445,0.24145307,0.05446187,0.00000000,0.30081702,0.00000000
-5.97598799,0.63617787,0.22197947,0.22645533,0.05835707,0.00000000,0.27993185,0.00000000
-5.96998499,0.60047788,0.20537325,0.21196125,0.06209072,0.00000000,0.25978755,0.00000000
-5.96398199,0.56651130,0.18981439,0.19807489,0.06559784,0.00000000,0.24055216,0.00000000
-5.95797899,0.53440186,0.17533871,0.18487346,0.06881483,0.00000000,0.22235610,0.00000000
-5.95197599,0.50420802,0.16195231,0.17240866,0.07168149,0.00000000,0.20529383,0.00000000
-5.94597299,0.47593250,0.14963557,0.16070905,0.07414306,0.00000000,0.18942697,0.00000000
-5.93996998,0.44953367,0.13834779,0.14978313,0.07615211,0.00000000,0.17478838,0.00000000
-5.93396698,0.42493793,0.12803211,0.13962299,0.07767029,0.00000000,0.16138720,0.00000000
-5.92796398,0.40205258,0.11862051,0.13020827,0.07866982,0.00000000,0.14921424,0.00000000
-5.92196098,0.38077824,0.11003869,0.12151019,0.07913457,0.00000000,0.13824755,0.00000000
-5.91595798,0.36102035,0.10221049,0.11349544,0.07906083,0.00000000,0.12845786,0.00000000
-5.90995498,0.34269908,0.09506185,0.10612973,0.07845759,0.00000000,0.11981348,0.00000000
-5.90395198,0.32575729,0.08852398,0.09938088,0.07734637,0.00000000,0.11228465,0.00000000
-5.89794897,0.31016617,0.08253588,0.09322122,0.07576061,0.00000000,0.10584689,0.00000000
-5.89194597,0.29592842,0.07704600,0.08762940,0.07374464,0.00000000,0.10048351,0.00000000
-5.88594297,0.28307889,0.07201314,0.08259135,0.07135222,0.00000000,0.09618695,0.00000000
-5.87993997,0.27168284,0.06740667,0.07810064,0.06864483,0.00000000,0.09295906,0.00000000
-5.87393697,0.26183183,0.06320595,0.07415805,0.06568966,0.00000000,0.09081042,0.00000000
-5.86793397,0.25363777,0.05939939,0.07077053,0.06255746,0.00000000,0.08975856,0.00000000
-5.86193097,0.24722527,0.05598290,0.06794977,0.05932029,0.00000000,0.08982544,0.00000000
-5.85592796,0.24272281,0.05295811,0.06571016,0.05604934,0.00000000,0.09103419,0.00000000
-5.84992496,0.24025323,0.05033040,0.06406666,0.05281277,0.00000000,0.09340535,0.00000000
-5.84392196,0.23992386,0.04810684,0.06303240,0.04967385,0.00000000,0.09695280,0.00000000
-5.83791896,0.24181696,0.04629417,0.06261638,0.04668919,0.00000000,0.10167959,0.00000000
-5.83191596,0.24598072,0.04489699,0.06282119,0.04390738,0.00000000,0.10757393,0.00000000
-5.82591296,0.25242144,0.04391609,0.06364102,0.04136792,0.00000000,0.11460546,0.00000000
-5.81990995,0.26109714,0.04334718,0.06506005,0.03910050,0.00000000,0.12272217,0.00000000
-5.81390695,0.27191300,0.04317989,0.06705121,0.03712465,0.00000000,0.13184798,0.00000000
-5.80790395,0.28471885,0.04339722,0.06957551,0.03544973,0.00000000,0.14188132,0.00000000
-5.80190095,0.29930893,0.04397536,0.07258185,0.03407526,0.00000000,0.15269472,0.00000000
-5.79589795,0.31542400,0.04488392,0.07600753,0.03299157,0.00000000,0.16413556,0.00000000
-5.78989495,0.33275587,0.04608651,0.07977922,0.03218068,0.00000000,0.17602798,0.00000000
-5.78389195,0.35095406,0.04754173,0.08381456,0.03161746,0.00000000,0.18817609,0.00000000
-5.77788894,0.36963477,0.04920436,0.08802427,0.03127088,0.00000000,0.20036815,0.00000000
-5.77188594,0.38839145,0.05102686,0.09231472,0.03110549,0.00000000,0.21238185,0.00000000
-5.76588294,0.40680692,0.05296101,0.09659074,0.03108286,0.00000000,0.22399040,0.00000000
-5.75987994,0.42446647,0.05495963,0.10075883,0.03116312,0.00000000,0.23496919,0.00000000
-5.75387694,0.44097137,0.05697828,0.10473037,0.03130643,0.00000000,0.24510280,0.00000000
-5.74787394,0.45595239,0.05897696,0.10842482,0.03147439,0.00000000,0.25419204,0.00000000
-5.74187094,0.46908258,0.06092153,0.11177278,0.03163130,0.00000000,0.26206069,0.00000000
-5.73586793,0.48008889,0.06278496,0.11471880,0.03174531,0.00000000,0.26856172,0.00000000
-5.72986493,0.48876216,0.06454831,0.11722367,0.03178936,0.00000000,0.27358255,0.00000000
-5.72386193,0.49496483,0.06620123,0.11926633,0.03174189,0.00000000,0.27704926,0.00000000
-5.71785893,0.49863627,0.06774222,0.12084506,0.03158734,0.00000000,0.27892947,0.00000000
-5.71185593,0.49979536,0.06917835,0.12197810,0.03131647,0.00000000,0.27923370,0.00000000
-5.70585293,0.49854031,0.07052468,0.12270363,0.03092635,0.00000000,0.27801533,0.00000000
-5.69984992,0.49504570,0.07180327,0.12307899,0.03042023,0.00000000,0.27536896,0.00000000
-5.69384692,0.48955700,0.07304186,0.12317945,0.02980714,0.00000000,0.27142747,0.00000000
-5.68784392,0.48238281,0.07427235,0.12309633,0.02910133,0.00000000,0.26635778,0.00000000
