energy_ev,total_up,total_down,C_s_up,C_s_down,C_p_up,C_p_down,Cr_p_up,Cr_p_down,Cr_d_up,Cr_d_down,Cu_p_up,Cu_p_down,Cu_d_up,Cu_d_down,Te_p_up,Te_p_down,Te_d_up,Te_d_down
-6.00000000,2.33925315,-2.32005391,0.00373104,-0.00371375,0.07466242,-0.07281318,0.50774784,-0.50307317,0.19821905,-0.19323014,0.40374855,-0.40205728,1.41666596,-1.40720888,0.75101367,-0.74718093,0.00000000,-0.00000000
-5.99399700,2.40996090,-2.39004153,0.00362884,-0.00361002,0.07866798,-0.07676320,0.52444811,-0.51973719,0.21005265,-0.20486963,0.41637326,-0.41465163,1.45277962,-1.44294884,0.77352183,-0.76954441,0.00000000,-0.00000000
-5.98799400,2.48613322,-2.46569597,0.00351603,-0.00349599,0.08290465,-0.08095995,0.54267414,-0.53796694,0.22246253,-0.21711313,0.42994935,-0.42821131,1.49185859,-1.48178597,0.79784943,-0.79376916,0.00000000,-0.00000000
-5.98199100,2.56717510,-2.54643981,0.00339519,-0.00337427,0.08732614,-0.08535879,0.56230256,-0.55764147,0.23532467,-0.22984056,0.44435202,-0.44261201,1.53367927,-1.52350609,0.82377288,-0.81963549,0.00000000,-0.00000000
-5.97598799,2.65226233,-2.63146052,0.00326885,-0.00324739,0.09187850,-0.08990694,0.58314816,-0.57857672,0.24849390,-0.24290985,0.45940654,-0.45767902,1.57790405,-1.56777732,0.85097771,-0.84683179,0.00000000,-0.00000000
-5.96998499,2.74036636,-2.71973457,0.00313943,-0.00311776,0.09650171,-0.09454496,0.60496881,-0.60053032,0.26180789,-0.25616067,0.47489387,-0.47319280,1.62409233,-1.61416064,0.87906751,-0.87496313,0.00000000,-0.00000000
-5.96398199,2.83028905,-2.81006168,0.00300914,-0.00298757,0.10113160,-0.09920859,0.62747280,-0.62320877,0.27509206,-0.26941917,0.49055815,-0.48889653,1.67171664,-1.66212591,0.90757650,-0.90356382,0.00000000,-0.00000000
-5.95797899,2.92070569,-2.90110761,0.00287994,-0.00285877,0.10570192,-0.10383081,0.65032801,-0.64627669,0.28816508,-0.28250340,0.50611615,-0.50450548,1.72018339,-1.71107262,0.93598526,-0.93211303,0.00000000,-0.00000000
-5.95197599,3.01021430,-2.99145363,0.00275352,-0.00273301,0.11014672,-0.10834410,0.67317278,-0.66936756,0.30084489,-0.29522923,0.52126777,-0.51971771,1.76885707,-1.76035429,0.96373891,-0.96005301,0.00000000,-0.00000000
-5.94597299,3.09738870,-3.07965005,0.00263125,-0.00261164,0.11440255,-0.11268276,0.69562766,-0.69209569,0.31295487,-0.30741648,0.53570752,-0.53422552,1.81708669,-1.80930529,0.99026682,-0.98680880,0.00000000,-0.00000000
-5.93996998,3.18083275,-3.16427127,0.00251418,-0.00249566,0.11841080,-0.11678522,0.71730770,-0.71406869,0.32432978,-0.31889504,0.54913605,-0.54772714,1.86423296,-1.85726869,1.01500288,-1.01180873,0.00000000,-0.00000000
-5.93396698,3.25923304,-3.24396956,0.00240305,-0.00238578,0.12211974,-0.12059619,0.73783476,-0.73489991,0.33482146,-0.32951054,0.56127143,-0.55993812,1.90969491,-1.90362360,1.03740556,-1.03450455,0.00000000,-0.00000000
-5.92796398,3.33140737,-3.31752500,0.00229831,-0.00228240,0.12548635,-0.12406856,0.75684913,-0.75422042,0.34430365,-0.33912950,0.57185951,-0.57060183,1.95293438,-1.94781057,1.05697660,-1.05439048,0.00000000,-0.00000000
-5.92196098,3.39634678,-3.38388895,0.00220013,-0.00218565,0.12847773,-0.12716499,0.77402022,-0.77169006,0.35267599,-0.34764356,0.58068295,-0.57949865,1.99349708,-1.98935364,1.07327767,-1.07102008,0.00000000,-0.00000000
-5.91595798,3.45324903,-3.44221940,0.00210844,-0.00209543,0.13107225,-0.12985912,0.78905589,-0.78700704,0.35986695,-0.35497264,0.58756861,-0.58645344,2.03102925,-2.02787800,1.08594425,-1.08402048,0.00000000,-0.00000000
-5.90995498,3.50154235,-3.49190626,0.00202297,-0.00201143,0.13326001,-0.13213629,0.80171007,-0.79991594,0.36583545,-0.36106696,0.59239282,-0.59134101,2.06528898,-2.06312233,1.09469621,-1.09310330,0.00000000,-0.00000000
-5.90395198,3.54089845,-3.53258614,0.00194330,-0.00193319,0.13504311,-0.13399388,0.81178856,-0.81021387,0.37057128,-0.36590775,0.59508463,-0.59408939,2.09615184,-2.09494536,1.09934478,-1.09807190,0.00000000,-0.00000000
-5.89794897,3.57123476,-3.56414598,0.00186889,-0.00186016,0.13643521,-0.13544111,0.81915301,-0.81775471,0.37409423,-0.36950679,0.59562676,-0.59468092,2.12361070,-2.12332639,1.09979572,-1.09882489,0.00000000,-0.00000000
-5.89194597,3.59270621,-3.58671610,0.00179909,-0.00179167,0.13746086,-0.13649847,0.82372293,-0.82245139,0.37645212,-0.37190467,0.59405453,-0.59315118,2.14776986,-2.14836013,1.09604885,-1.09535591,0.00000000,-0.00000000
-5.88594297,3.60568772,-3.60065357,0.00173326,-0.00172704,0.13815438,-0.13719673,0.82547605,-0.82427643,0.37771782,-0.37316813,0.59045286,-0.58958593,2.16883436,-2.17024623,1.08819409,-1.08774990,0.00000000,-0.00000000
-5.87993997,3.61074870,-3.60651726,0.00167070,-0.00166560,0.13855849,-0.13757568,0.82444706,-0.82326084,0.37798541,-0.37338644,0.58495155,-0.58411643,2.18709493,-2.18927450,1.07640454,-1.07617631,0.00000000,-0.00000000
-5.87393697,3.60862159,-3.60503644,0.00161077,-0.00160667,0.13872273,-0.13768265,0.82072507,-0.81949153,0.37736587,-0.37266725,0.57771935,-0.57691340,2.20291011,-2.20580677,1.06092701,-1.06087974,0.00000000,-0.00000000
-5.86793397,3.60016635,-3.59707508,0.00155286,-0.00154966,0.13870182,-0.13757086,0.81444992,-0.81310765,0.37598242,-0.37113202,0.56895709,-0.56817994,2.21668636,-2.22025666,1.04207064,-1.04216863,0.00000000,-0.00000000
-5.86193097,3.58633315,-3.58359381,0.00149639,-0.00149399,0.13855398,-0.13729781,0.80580773,-0.80429601,0.37396588,-0.36891136,0.55889025,-0.55814407,2.22885766,-2.23306850,1.02019439,-1.02040260,0.00000000,-0.00000000
-5.85592796,3.56812538,-3.56561188,0.00144091,-0.00143922,0.13833934,-0.13692362,0.79502580,-0.79328584,0.37145017,-0.36614051,0.54776149,-0.54705095,2.23986578,-2.24469683,0.99569381,-0.99597919,0.00000000,-0.00000000
-5.84992496,3.54656472,-3.54417105,0.00138601,-0.00138494,0.13811852,-0.13650960,0.78236716,-0.78034308,0.36856830,-0.36295520,0.53582327,-0.53515544,2.25014226,-2.25558735,0.96898791,-0.96932058,0.00000000,-0.00000000
-5.84392196,3.52266009,-3.52030301,0.00133139,-0.00133086,0.13795139,-0.13611695,0.76812490,-0.76576453,0.36544894,-0.35948805,0.52333120,-0.52271514,2.26009321,-2.26616070,0.94050661,-0.94086074,0.00000000,-0.00000000
-5.83791896,3.49738161,-3.49500181,0.00127684,-0.00127678,0.13789614,-0.13580570,0.75261640,-0.74987180,0.36221369,-0.35586560,0.51053795,-0.50998422,2.27008754,-2.27679961,0.91067908,-0.91103366,0.00000000,-0.00000000
-5.83191596,3.47164046,-3.46920217,0.00122221,-0.00122259,0.13800851,-0.13563392,0.73617764,-0.73300534,0.35897522,-0.35220622,0.49768826,-0.49720821,2.28044912,-2.28784002,0.87992361,-0.88026288,0.00000000,-0.00000000
-5.82591296,3.44627500,-3.44376422,0.00116749,-0.00116824,0.13834135,-0.13565714,0.71915744,-0.71551852,0.35583612,-0.34861872,0.48501490,-0.48461987,2.29145315,-2.29956656,0.84863891,-0.84895258,0.00000000,-0.00000000
-5.81990995,3.42204322,-3.41946461,0.00111269,-0.00111378,0.13894438,-0.13592808,0.70191183,-0.69777184,0.35288856,-0.34520177,0.47273568,-0.47243613,2.30332663,-2.31221225,0.81719727,-0.81748046,0.00000000,-0.00000000
-5.81390695,3.39962098,-3.39699396,0.00105793,-0.00105934,0.13986412,-0.13649642,0.68479854,-0.68012719,0.35021461,-0.34204399,0.46105151,-0.46085609,2.31625262,-2.32596223,0.78593933,-0.78619235,0.00000000,-0.00000000
-5.80790395,3.37960555,-3.37695963,0.00100339,-0.00100507,0.14114390,-0.13740892,0.66817141,-0.66294230,0.34788706,-0.33922459,0.45014528,-0.45005995,2.33037787,-2.34096116,0.75517064,-0.75539851,0.00000000,-0.00000000
-5.80190095,3.36252327,-3.35989315,0.00094929,-0.00095122,0.14282403,-0.13870936,0.65237497,-0.64656527,0.34597067,-0.33681447,0.44018159,-0.44020880,2.34582309,-2.35732336,0.72515975,-0.72537159,0.00000000,-0.00000000
-5.79589795,3.34884026,-3.34626109,0.00089591,-0.00089806,0.14494182,-0.14043872,0.63773891,-0.63132917,0.34452353,-0.33487757,0.43130702,-0.43144504,2.36269497,-2.37514516,0.69613762,-0.69634595,0.00000000,-0.00000000
-5.78989495,3.33897501,-3.33647803,0.00084354,-0.00084588,0.14753158,-0.14263512,0.62457273,-0.61754673,0.34359853,-0.33347220,0.42365079,-0.42389320,2.38109927,-2.39451838,0.66829827,-0.66851820,0.00000000,-0.00000000
-5.78389195,3.33331150,-3.33092042,0.00079252,-0.00079500,0.15062452,-0.14533376,0.61316028,-0.60550521,0.34324460,-0.33265241,0.41732578,-0.41766115,2.40115382,-2.41554404,0.64180025,-0.64204870,0.00000000,-0.00000000
-5.77788894,3.33221167,-3.32994015,0.00074318,-0.00074576,0.15424836,-0.14856657,0.60375456,-0.59546128,0.34350768,-0.33246899,0.41242949,-0.41284137,2.42300070,-2.43834539,0.61676891,-0.61706372,0.00000000,-0.00000000
-5.77188594,3.33602621,-3.33387640,0.00069586,-0.00069849,0.15842683,-0.15236181,0.59657258,-0.58763630,0.34443132,-0.33297014,0.40904505,-0.40951215,2.44681670,-2.46307925,0.59329896,-0.59365823,0.00000000,-0.00000000
-5.76588294,3.34510267,-3.34306510,0.00065089,-0.00065351,0.16317890,-0.15674328,0.59179059,-0.58221167,0.34605666,-0.33420166,0.40724202,-0.40773869,2.47282131,-2.48994503,0.57145744,-0.57189873,0.00000000,-0.00000000
-5.75987994,3.35979023,-3.35784498,0.00060856,-0.00061111,0.16851779,-0.16172945,0.58953959,-0.57932471,0.34842199,-0.33620663,0.40707702,-0.40757395,2.50128155,-2.51919054,0.55128657,-0.55182635,0.00000000,-0.00000000
-5.75387694,3.38044071,-3.37855966,0.00056915,-0.00057157,0.17444986,-0.16733232,0.58990144,-0.57906491,0.35156170,-0.33902444,0.40859401,-0.40905923,2.53251331,-2.55111419,0.53280659,-0.53345970,0.00000000,-0.00000000
-5.74787394,3.40740547,-3.40555565,0.00053289,-0.00053511,0.18097329,-0.17355616,0.59290560,-0.58147090,0.35550473,-0.34268942,0.41182445,-0.41222448,2.56687883,-2.58606329,0.51601828,-0.51679759,0.00000000,-0.00000000
-5.74187094,3.44102842,-3.43917611,0.00049996,-0.00050193,0.18807685,-0.18039620,0.59852670,-0.58652804,0.36027262,-0.34722894,0.41678719,-0.41708832,2.60478021,-2.62442821,0.50090526,-0.50182134,0.00000000,-0.00000000
-5.73586793,3.48163532,-3.47975057,0.00047050,-0.00047216,0.19573857,-0.18783726,0.60668309,-0.59416696,0.36587728,-0.35266118,0.42348826,-0.42365800,2.64664913,-2.66663244,0.48743577,-0.48849676,0.00000000,-0.00000000
-5.72986493,3.52952005,-3.52758139,0.00044459,-0.00044588,0.20392462,-0.19585253,0.61723648,-0.60426316,0.37231863,-0.35899271,0.43192062,-0.43192917,2.69293304,-2.71311911,0.47556420,-0.47677572,0.00000000,-0.00000000
-5.72386193,3.58492855,-3.58292748,0.00042226,-0.00042313,0.21258845,-0.20440251,0.62999296,-0.61663766,0.37958219,-0.36621604,0.44206416,-0.44188581,2.74407840,-2.76433418,0.46523217,-0.46659736,0.00000000,-0.00000000
-5.71785893,3.64804147,-3.64598636,0.00040346,-0.00040389,0.22167021,-0.21343425,0.64470529,-0.63105904,0.38763701,-0.37430724,0.45388578,-0.45350027,2.80051161,-2.82070723,0.45636934,-0.45788893,0.00000000,-0.00000000
-5.71185593,3.71895661,-3.71687575,0.00038811,-0.00038808,0.23109659,-0.22288098,0.66107681,-0.64724679,0.39643386,-0.38322394,0.46733999,-0.46673371,2.86261858,-2.88263058,0.44889400,-0.45056646,0.00000000,-0.00000000
-5.70585293,3.79767233,-3.79561590,0.00037609,-0.00037560,0.24078127,-0.23266219,0.67876682,-0.66487619,0.40590414,-0.39290387,0.48236999,-0.48153695,2.93072378,-2.95043795,0.44271355,-0.44453529,0.00000000,-0.00000000
-5.69984992,3.88407315,-3.88211383,0.00036721,-0.00036627,0.25062579,-0.24268432,0.69739758,-0.68358455,0.41595937,-0.40326398,0.49890937,-0.49785194,3.00507001,-3.02438349,0.43772495,-0.43969052,0.00000000,-0.00000000
-5.69384692,3.97791874,-3.97615086,0.00036128,-0.00035991,0.26052112,-0.25284192,0.71656280,-0.70297907,0.42649161,-0.41420045,0.51688451,-0.51561383,3.08579980,-3.10462259,0.43381544,-0.43591774,0.00000000,-0.00000000
-5.68784392,4.07883720,-4.07737442,0.00035807,-0.00035631,0.27034976,-0.26301952,0.73583751,-0.72264588,0.43737476,-0.42558958,0.53621767,-0.53475381,3.17293955,-3.19119525,0.43086332,-0.43309382,0.00000000,-0.00000000
-5.68184092,4.18632347,-4.18529510,0.00035734,-0.00035525,0.27998843,-0.27309397,0.75478915,-0.74216047,0.44846690,-0.43728965,0.55683086,-0.55520254,3.26638741,-3.28401331,0.42873928,-0.43108823,0.00000000,-0.00000000
-5.67583792,4.29974350,-4.29928946,0.00035886,-0.00035650,0.28931127,-0.28293748,0.77298957,-0.76109895,0.45961340,-0.44914377,0.57865017,-0.57689427,3.36590554,-3.38285208,0.42730807,-0.42976463,0.00000000,-0.00000000
-5.66983492,4.41834421,-4.41860901,0.00036241,-0.00035986,0.29819339,-0.29242093,0.79002766,-0.77905012,0.47065105,-0.46098364,0.60161066,-0.59977137,3.47111741,-3.48734715,0.42643064,-0.42898309,0.00000000,-0.00000000
