energy_ev,total_up,Li_s_up,N_s_up,N_p_up,Pd_p_up,Pd_d_up,Se_s_up,Se_p_up
-3.22661331,1.87722271,0.04994443,0.00136981,0.07819909,0.62370042,1.36640423,0.01286857,0.38996918
-3.22061031,1.82142617,0.04944289,0.00135687,0.07482540,0.59064905,1.33517703,0.01262382,0.36930366
-3.21460730,1.76346307,0.04866778,0.00134162,0.07151847,0.55915817,1.30065505,0.01234737,0.34973228
-3.20860430,1.70418260,0.04764526,0.00132510,0.06835118,0.52966760,1.26336275,0.01204145,0.33146786
-3.20260130,1.64445601,0.04640795,0.00130841,0.06539841,0.50258589,1.22385931,0.01170926,0.31470182
-3.19659830,1.58517048,0.04499419,0.00129272,0.06273663,0.47829182,1.18273237,0.01135499,0.29960554
-3.19059530,1.52722255,0.04344722,0.00127922,0.06044341,0.45713661,1.14059123,0.01098375,0.28633172
-3.18459230,1.47151078,0.04181420,0.00126906,0.05859685,0.43944635,1.09805982,0.01060148,0.27501593
-3.17858929,1.41892730,0.04014527,0.00126334,0.05727490,0.42552415,1.05576903,0.01021480,0.26577776
-3.17258629,1.37034815,0.03849250,0.00126310,0.05655452,0.41565164,1.01434861,0.00983088,0.25872170
-3.16658329,1.32662222,0.03690890,0.00126923,0.05651075,0.41008938,0.97441845,0.00945722,0.25393744
-3.16058029,1.28855872,0.03544743,0.00128250,0.05721551,0.40907588,0.93657934,0.00910149,0.25149960
-3.15457729,1.25691331,0.03416007,0.00130350,0.05873636,0.41282513,0.90140329,0.00877125,0.25146677
-3.14857429,1.23237304,0.03309695,0.00133262,0.06113491,0.42152236,0.86942356,0.00847381,0.25387998
-3.14257129,1.21554046,0.03230548,0.00137004,0.06446525,0.43531825,0.84112452,0.00821594,0.25876046
-3.13656828,1.20691737,0.03182960,0.00141574,0.06877211,0.45432164,0.81693175,0.00800376,0.26610713
-3.13056528,1.20688872,0.03170897,0.00146942,0.07408894,0.47859106,0.79720247,0.00784247,0.27589356
-3.12456228,1.21570735,0.03197828,0.00153058,0.08043605,0.50812550,0.78221697,0.00773626,0.28806496
-3.11855928,1.23348025,0.03266649,0.00159845,0.08781865,0.54285486,0.77217104,0.00768812,0.30253517
-3.11255628,1.26015724,0.03379611,0.00167207,0.09622501,0.58263077,0.76717019,0.00769979,0.31918401
-3.10655328,1.29552261,0.03538250,0.00175024,0.10562494,0.62721816,0.76722560,0.00777161,0.33785515
-3.10055028,1.33919058,0.03743313,0.00183160,0.11596836,0.67628859,0.77225255,0.00790255,0.35835481
-3.09454727,1.39060515,0.03994692,0.00191462,0.12718444,0.72941556,0.78207126,0.00809017,0.38045141
-3.08854427,1.44904483,0.04291365,0.00199765,0.13918115,0.78607265,0.79641046,0.00833064,0.40387643
-3.08254127,1.51363249,0.04631337,0.00207896,0.15184536,0.84563483,0.81491381,0.00861879,0.42832658
-3.07653827,1.58335063,0.05011607,0.00215681,0.16504365,0.90738339,0.83714905,0.00894824,0.45346733
-3.07053527,1.65706169,0.05428146,0.00222944,0.17862381,0.97051448,0.86261975,0.00931149,0.47893782
-3.06453227,1.73353324,0.05875899,0.00229519,0.19241701,1.03415162,0.89077938,0.00970006,0.50435715
-3.05852926,1.81146740,0.06348821,0.00235247,0.20624073,1.09736169,0.92104735,0.01010472,0.52933182
-3.05252626,1.88953355,0.06839934,0.00239987,0.21990241,1.15917423,0.95282643,0.01051566,0.55346417
-3.04652326,1.96640347,0.07341434,0.00243619,0.23320355,1.21860349,0.98552106,0.01092271,0.57636156
-3.04052026,2.04078750,0.07844817,0.00246041,0.24594448,1.27467243,1.01855578,0.01131562,0.59764595
-3.03451726,2.11147057,0.08341054,0.00247182,0.25792924,1.32643789,1.05139317,0.01168424,0.61696349
-3.02851426,2.17734654,0.08820790,0.00246996,0.26897083,1.37301596,1.08355066,0.01201884,0.63399376
-3.02251126,2.23744967,0.09274573,0.00245465,0.27889622,1.41360652,1.11461531,0.01231030,0.64845835
-3.01650825,2.29098174,0.09693103,0.00242603,0.28755125,1.44751587,1.14425627,0.01255037,0.66012819
-3.01050525,2.33733378,0.10067488,0.00238449,0.29480496,1.47417657,1.17223407,0.01273187,0.66882960
-3.00450225,2.37610141,0.10389509,0.00233071,0.30055336,1.49316352,1.19840669,0.01284887,0.67444851
-2.99849925,2.40709320,0.10651870,0.00226560,0.30472233,1.50420565,1.22273179,0.01289686,0.67693283
-2.99249625,2.43033163,0.10848423,0.00219030,0.30726951,1.50719255,1.24526535,0.01287283,0.67629277
-2.98649325,2.44604659,0.10974370,0.00210612,0.30818525,1.50217588,1.26615653,0.01277534,0.67259920
-2.98049025,2.45466186,0.11026418,0.00201455,0.30749231,1.48936542,1.28563914,0.01260458,0.66597997
-2.97448724,2.45677506,0.11002884,0.00191717,0.30524458,1.46911995,1.30402004,0.01236227,0.65661452
-2.96848424,2.45313217,0.10903751,0.00181567,0.30152471,1.44193348,1.32166505,0.01205167,0.64472700
-2.96248124,2.44459770,0.10730658,0.00171179,0.29644080,1.40841737,1.33898300,0.01167737,0.63057819
-2.95647824,2.43212193,0.10486839,0.00160732,0.29012234,1.36927930,1.35640862,0.01124522,0.61445662
-2.95047524,2.41670680,0.10177010,0.00150404,0.28271555,1.32529993,1.37438515,0.01076207,0.59666934
-2.94447224,2.39937180,0.09807192,0.00140379,0.27437839,1.27730847,1.39334734,0.01023563,0.57753271
-2.93846923,2.38112157,0.09384514,0.00130839,0.26527538,1.22615806,1.41370571,0.00967416,0.55736359
-2.93246623,2.36291643,0.08916967,0.00121969,0.25557254,1.17270210,1.43583270,0.00908628,0.53647134
-2.92646323,2.34564703,0.08413148,0.00113958,0.24543263,1.11777243,1.46005125,0.00848074,0.51515083
-2.92046023,2.33011404,0.07881990,0.00107002,0.23501095,1.06216009,1.48662639,0.00786616,0.49367685
-2.91445723,2.31701356,0.07332497,0.00101306,0.22445166,1.00659942,1.51576008,0.00725088,0.47229975
-2.90845423,2.30692842,0.06773494,0.00097089,0.21388498,0.95175568,1.54758928,0.00664270,0.45124271
-2.90245123,2.30032541,0.06213400,0.00094585,0.20342521,0.89821655,1.58218749,0.00604880,0.43070036
-2.89644822,2.29755806,0.05660027,0.00094052,0.19316956,0.84648735,1.61956923,0.00547559,0.41083869
-2.89044522,2.29887439,0.05120426,0.00095770,0.18319786,0.79698990,1.65969721,0.00492862,0.39179611
-2.88444222,2.30442860,0.04600765,0.00100048,0.17357296,0.75006442,1.70249167,0.00441256,0.37368545
-2.87843922,2.31429575,0.04106251,0.00107222,0.16434188,0.70597409,1.74784108,0.00393113,0.35659655
-2.87243622,2.32848819,0.03641100,0.00117660,0.15553740,0.66491164,1.79561365,0.00348720,0.34059923
-2.86643322,2.34697251,0.03208530,0.00131756,0.14718009,0.62700720,1.84566865,0.00308276,0.32574643
-2.86043022,2.36968572,0.02810808,0.00149933,0.13928050,0.59233687,1.89786693,0.00271901,0.31207715
-2.85442721,2.39654963,0.02449307,0.00172630,0.13184150,0.56093135,1.95207979,0.00239643,0.29961911
-2.84842421,2.42748240,0.02124602,0.00200300,0.12486050,0.53278402,2.00819553,0.00211491,0.28839092
-2.84242121,2.46240648,0.01836566,0.00233396,0.11833147,0.50785824,2.06612322,0.00187378,0.27840365
-2.83641821,2.50125247,0.01584491,0.00272361,0.11224678,0.48609326,2.12579335,0.00167197,0.26966177
-2.83041521,2.54395869,0.01367200,0.00317611,0.10659852,0.46740888,2.18715500,0.00150807,0.26216351
-2.82441221,2.59046646,0.01183166,0.00369517,0.10137960,0.45170852,2.25016987,0.00138040,0.25590056
-2.81840920,2.64071151,0.01030621,0.00428386,0.09658432,0.43888109,2.31480316,0.00128714,0.25085745
-2.81240620,2.69461213,0.00907652,0.00494445,0.09220862,0.42880150,2.38101201,0.00122635,0.24701046
-2.80640320,2.75205497,0.00812286,0.00567816,0.08824996,0.42133030,2.44873201,0.00119605,0.24432641
-2.80040020,2.81287946,0.00742567,0.00648501,0.08470689,0.41631275,2.51786267,0.00119424,0.24276147
-2.79439720,2.87686211,0.00696603,0.00736362,0.08157842,0.41357752,2.58825289,0.00121895,0.24226005
-2.78839420,2.94370182,0.00672612,0.00831107,0.07886320,0.41293551,2.65968732,0.00126827,0.24275402
-2.78239120,3.01300759,0.00668942,0.00932282,0.07655869,0.41417906,2.73187473,0.00134034,0.24416228
-2.77638819,3.08428943,0.00684083,0.01039259,0.07466029,0.41708181,2.80443928,0.00143336,0.24639094
-2.77038519,3.15695372,0.00716663,0.01151242,0.07316052,0.42139945,2.87691554,0.00154563,0.24933398
-2.76438219,3.23030354,0.00765438,0.01267266,0.07204839,0.42687152,2.94874794,0.00167551,0.25287451
-2.75837919,3.30354436,0.00829266,0.01386212,0.07130888,0.43322423,3.01929500,0.00182142,0.25688663
-2.75237619,3.37579531,0.00907085,0.01506827,0.07092269,0.44017446,3.08783840,0.00198189,0.26123780
-2.74637319,3.44610564,0.00997873,0.01627739,0.07086617,0.44743459,3.15359692,0.00215549,0.26579165
-2.74037019,3.51347601,0.01100619,0.01747495,0.07111147,0.45471823,3.21574459,0.00234088,0.27041107
-2.73436718,3.57688344,0.01214290,0.01864590,0.07162690,0.46174650,3.27343242,0.00253679,0.27496160
-2.72836418,3.63530923,0.01337794,0.01977505,0.07237750,0.46825451,3.32581278,0.00274204,0.27931472
-2.72236118,3.68776815,0.01469956,0.02084743,0.07332576,0.47399795,3.37206523,0.00295553,0.28335120
-2.71635818,3.73333784,0.01609494,0.02184871,0.07443239,0.47875930,3.41142264,0.00317625,0.28696405
-2.71035518,3.77118682,0.01755007,0.02276556,0.07565727,0.48235337,3.44319625,0.00340329,0.29006120
-2.70435218,3.80059994,0.01904965,0.02358599,0.07696031,0.48463203,3.46679862,0.00363586,0.29256761
-2.69834917,3.82099988,0.02057714,0.02429967,0.07830235,0.48548775,3.48176315,0.00387327,0.29442682
-2.69234617,3.83196401,0.02211490,0.02489817,0.07964603,0.48485584,3.48775958,0.00411496,0.29560187
-2.68634317,3.83323568,0.02364435,0.02537514,0.08095648,0.48271527,3.48460449,0.00436047,0.29607545
-2.68034017,3.82472975,0.02514636,0.02572646,0.08220199,0.47908798,3.47226677,0.00460950,0.29584946
-2.67433717,3.80653214,0.02660156,0.02595027,0.08335447,0.47403684,3.45086762,0.00486186,0.29494389
-2.66833417,3.77889384,0.02799089,0.02604694,0.08438980,0.46766211,3.42067566,0.00511748,0.29339511
-2.66233117,3.74221973,0.02929598,0.02601901,0.08528804,0.46009687,3.38209722,0.00537642,0.29125364
-2.65632816,3.69705307,0.03049978,0.02587100,0.08603347,0.45150132,3.33566281,0.00563888,0.28858164
-2.65032516,3.64405664,0.03158702,0.02560927,0.08661456,0.44205643,3.28201037,0.00590511,0.28545003
-2.64432216,3.58399144,0.03254473,0.02524175,0.08702375,0.43195711,3.22186631,0.00617551,0.28193555
-2.63831916,3.51769413,0.03336265,0.02477769,0.08725726,0.42140522,3.15602535,0.00645049,0.27811783
-2.63231616,3.44605423,0.03403363,0.02422738,0.08731469,0.41060275,3.08532997,0.00673054,0.27407654
-2.62631316,3.36999197,0.03455385,0.02360187,0.08719873,0.39974529,3.01065044,0.00701615,0.26988886
-2.62031016,3.29043774,0.03492298,0.02291274,0.08691479,0.38901632,2.93286608,0.00730776,0.26562725
-2.61430715,3.20831366,0.03514422,0.02217177,0.08647060,0.37858223,2.85284845,0.00760577,0.26135765
-2.60830415,3.12451782,0.03522417,0.02139075,0.08587590,0.36858844,2.77144678,0.00791045,0.25713813
-2.60230115,3.03991152,0.03517265,0.02058130,0.08514214,0.35915666,2.68947598,0.00822191,0.25301811
-2.59629815,2.95530951,0.03500231,0.01975461,0.08428221,0.35038334,2.60770732,0.00854005,0.24903804
-2.59029515,2.87147331,0.03472825,0.01892139,0.08331024,0.34233935,2.52686179,0.00886452,0.24522957
-2.58429215,2.78910743,0.03436751,0.01809168,0.08224139,0.33507081,2.44760594,0.00919468,0.24161624
-2.57828914,2.70885812,0.03393854,0.01727482,0.08109178,0.32860107,2.37055009,0.00952959,0.23821449
-2.57228614,2.63131450,0.03346067,0.01647935,0.07987833,0.32293350,2.29624849,0.00986796,0.23503508
-2.56628314,2.55701151,0.03295354,0.01571300,0.07861870,0.31805515,2.22520126,0.01020818,0.23208473
-2.56028014,2.48643438,0.03243661,0.01498268,0.07733122,0.31394097,2.15785765,0.01054832,0.22936794
-2.55427714,2.42002416,0.03192878,0.01429447,0.07603481,0.31055831,2.09462040,0.01088617,0.22688882
-2.54827414,2.35818386,0.03144795,0.01365366,0.07474885,0.30787155,2.03585076,0.01121925,0.22465295
-2.54227114,2.30128483,0.03101083,0.01306476,0.07349311,0.30584663,1.98187393,0.01154493,0.22266912
-2.53626813,2.24967302,0.03063270,0.01253156,0.07228753,0.30445513,1.93298446,0.01186047,0.22095072
-2.53026513,2.20367458,0.03032736,0.01205718,0.07115203,0.30367785,1.88945154,0.01216310,0.21951698
-2.52426213,2.16360060,0.03010708,0.01164407,0.07010630,0.30350749,1.85152365,0.01245013,0.21839368
-2.51825913,2.12975061,0.02998268,0.01129413,0.06916943,0.30395049,1.81943238,0.01271902,0.21761351
-2.51225613,2.10241449,0.02996356,0.01100869,0.06835961,0.30502770,1.79339524,0.01296745,0.21721585
-2.50625313,2.08187258,0.03005786,0.01078857,0.06769377,0.30677400,1.77361706,0.01319346,0.21724611
-2.50025013,2.06839385,0.03027251,0.01063415,0.06718711,0.30923668,1.76028992,0.01339543,0.21775448
-2.49424712,2.06223193,0.03061333,0.01054531,0.06685277,0.31247275,1.75359147,0.01357218,0.21879426
-2.48824412,2.06361909,0.03108506,0.01052152,0.06670133,0.31654522,1.75368141,0.01372300,0.22041966
-2.48224112,2.07275812,0.03169135,0.01056176,0.06674047,0.32151857,1.76069637,0.01384760,0.22268328
-2.47623812,2.08981249,0.03243467,0.01066458,0.06697459,0.32745352,1.77474304,0.01394618,0.22563335
-2.47023512,2.11489502,0.03331619,0.01082800,0.06740452,0.33440144,1.79588999,0.01401931,0.22931073
-2.46423212,2.14805540,0.03433560,0.01104954,0.06802730,0.34239880,1.82415821,0.01406796,0.23374598
-2.45822911,2.18926741,0.03549090,0.01132610,0.06883603,0.35146165,1.85951097,0.01409340,0.23895650
-2.45222611,2.23841606,0.03677817,0.01165395,0.06981990,0.36158086,1.90184344,0.01409715,0.24494395
-2.44622311,2.29528576,0.03819135,0.01202865,0.07096425,0.37271813,1.95097240,0.01408087,0.25169214
-2.44022011,2.35954989,0.03972202,0.01244504,0.07225083,0.38480310,2.00662698,0.01404635,0.25916544
-2.43421711,2.43076272,0.04135932,0.01289713,0.07365815,0.39773198,2.06844071,0.01399542,0.26730782
-2.42821411,2.50835424,0.04308986,0.01337817,0.07516200,0.41136751,2.13594562,0.01392984,0.27604273
-2.42221111,2.59162842,0.04489777,0.01388058,0.07673604,0.42554067,2.20856893,0.01385136,0.28527371
-2.41620810,2.67976540,0.04676487,0.01439600,0.07835249,0.44005394,2.28563268,0.01376159,0.29488585
-2.41020510,2.77182786,0.04867093,0.01491539,0.07998297,0.45468605,2.36635664,0.01366202,0.30474803
-2.40420210,2.86677153,0.05059410,0.01542908,0.08159928,0.46919808,2.44986480,0.01355404,0.31471585
-2.39819910,2.96345988,0.05251137,0.01592696,0.08317426,0.48334061,2.53519524,0.01343887,0.32463526
-2.39219610,3.06068239,0.05439918,0.01639865,0.08468262,0.49686157,2.62131340,0.01331767,0.33434650
-2.38619310,3.15717606,0.05623408,0.01683368,0.08610169,0.50951452,2.70712838,0.01319147,0.34368847
-2.38019010,3.25164926,0.05799340,0.01722177,0.08741208,0.52106678,2.79151164,0.01306128,0.35250314
-2.37418709,3.34280716,0.05965594,0.01755310,0.08859820,0.53130716,2.87331768,0.01292804,0.36063984
-2.36818409,3.42937765,0.06120257,0.01781853,0.08964861,0.54005283,2.95140588,0.01279270,0.36795930
-2.36218109,3.51013691,0.06261684,0.01800990,0.09055618,0.54715493,3.02466263,0.01265618,0.37433724
-2.35617809,3.58393348,0.06388537,0.01812032,0.09131811,0.55250280,3.09202310,0.01251944,0.37966728
-2.35017509,3.64971006,0.06499817,0.01814432,0.09193562,0.55602644,3.15249173,0.01238342,0.38386317
-2.34417209,3.70652215,0.06594874,0.01807810,0.09241354,0.55769724,3.20516077,0.01224906,0.38686021
-2.33816908,3.75355311,0.06673409,0.01791965,0.09275972,0.55752696,3.24922636,0.01211725,0.38861581
-2.33216608,3.79012504,0.06735451,0.01766883,0.09298422,0.55556494,3.28400150,0.01198879,0.38910927
-2.32616308,3.81570557,0.06781317,0.01732738,0.09309846,0.55189389,3.30892578,0.01186438,0.38834074
-2.32016008,3.82991031,0.06811566,0.01689892,0.09311426,0.54662446,3.32357167,0.01174451,0.38632963
-2.31415708,3.83250165,0.06826938,0.01638878,0.09304289,0.53988891,3.32764744,0.01162947,0.38311239
-2.30815408,3.82338396,0.06828285,0.01580390,0.09289414,0.53183422,3.32099685,0.01151922,0.37874000
-2.30215108,3.80259609,0.06816503,0.01515257,0.09267550,0.52261514,3.30359604,0.01141342,0.37327518
-2.29614807,3.77030180,0.06792465,0.01444417,0.09239147,0.51238745,3.27554797,0.01131134,0.36678965
-2.29014507,3.72677883,0.06756958,0.01368894,0.09204308,0.50130186,3.23707502,0.01121188,0.35936137
-2.28414207,3.67240735,0.06710635,0.01289759,0.09162756,0.48949876,3.18851012,0.01111351,0.35107217
-2.27813907,3.60765863,0.06653979,0.01208107,0.09113835,0.47710415,3.13028718,0.01101434,0.34200560
-2.27213607,3.53308433,0.06587284,0.01125023,0.09056525,0.46422684,3.06293108,0.01091214,0.33224527
-2.26613307,3.44930700,0.06510650,0.01041554,0.08989492,0.45095704,2.98704784,0.01080439,0.32187363
-2.26013007,3.35701206,0.06424003,0.00958689,0.08911148,0.43736628,2.90331523,0.01068836,0.31097127
-2.25412706,3.25694142,0.06327124,0.00877330,0.08819745,0.42350863,2.81247404,0.01056120,0.29961655
-2.24812406,3.14988871,0.06219702,0.00798286,0.08713472,0.40942299,2.71532024,0.01042010,0.28788578
-2.24212106,3.03669603,0.06101390,0.00722250,0.08590565,0.39513639,2.61269805,0.01026232,0.27585360
-2.23611806,2.91825184,0.05971876,0.00649803,0.08449428,0.38066779,2.50549385,0.01008542,0.26359371
-2.23011506,2.79548981,0.05830955,0.00581403,0.08288741,0.36603240,2.39463085,0.00988730,0.25117962
-2.22411206,2.66938792,0.05678605,0.00517391,0.08107573,0.35124607,2.28106428,0.00966633,0.23868558
-2.21810905,2.54096764,0.05515053,0.00457995,0.07905474,0.33632946,2.16577705,0.00942152,0.22618744
-2.21210605,2.41129259,0.05340840,0.00403339,0.07682553,0.32131194,2.04977536,0.00915248,0.21376332
-2.20610305,2.28146620,0.05156865,0.00353452,0.07439533,0.30623477,1.93408429,0.00885959,0.20149423
-2.20010005,2.15262817,0.04964428,0.00308283,0.07177784,0.29115362,1.81974296,0.00854397,0.18946436
-2.19409705,2.02594929,0.04765241,0.00267710,0.06899331,0.27614018,1.70779911,0.00820750,0.17776119
-2.18809405,1.90262445,0.04561433,0.00231557,0.06606833,0.26128286,1.59930294,0.00785278,0.16647525
-2.18209105,1.78386367,0.04355536,0.00199603,0.06303545,0.24668664,1.49529988,0.00748311,0.15569967
-2.17608804,1.67088122,0.04150450,0.00171599,0.05993247,0.23247195,1.39682252,0.00710235,0.14552938
-2.17008504,1.56488272,0.03949391,0.00147274,0.05680163,0.21877286,1.30488119,0.00671487,0.13606015
-2.16408204,1.46705035,0.03755836,0.00126348,0.05368859,0.20573448,1.22045359,0.00632540,0.12738733
-2.15807904,1.37852650,0.03573441,0.00108538,0.05064133,0.19350993,1.14447317,0.00593892,0.11960444
-2.15207604,1.30039589,0.03405963,0.00093566,0.04770896,0.18225679,1.07781647,0.00556047,0.11280156
-2.14607304,1.23366664,0.03257171,0.00081164,0.04494051,0.17213334,1.02128953,0.00519506,0.10706367
-2.14007004,1.17925053,0.03130750,0.00071076,0.04238371,0.16329468,0.97561355,0.00484750,0.10246885
-2.13406703,1.13794299,0.03030206,0.00063062,0.04008393,0.15588885,0.94140998,0.00452227,0.09908644
-2.12806403,1.11040311,0.02958780,0.00056897,0.03808306,0.15005307,0.91918544,0.00422343,0.09697527
-2.12206103,1.09713450,0.02919350,0.00052374,0.03641863,0.14591025,0.90931680,0.00395448,0.09618192
-2.11605803,1.09846719,0.02914355,0.00049302,0.03512297,0.14356575,0.91203694,0.00371830,0.09673901
-2.11005503,1.11454163,0.02945712,0.00047503,0.03422264,0.14310462,0.92742157,0.00351709,0.09866378
-2.10405203,1.14529514,0.03014753,0.00046813,0.03373787,0.14458923,0.95537796,0.00335231,0.10195676
-2.09804902,1.19045159,0.03122166,0.00047081,0.03368229,0.14805738,0.99563588,0.00322471,0.10660079
-2.09204602,1.24951514,0.03267952,0.00048162,0.03406272,0.15352100,1.04774170,0.00313428,0.11256032
-2.08604302,1.32176836,0.03451391,0.00049924,0.03487922,0.16096532,1.11105606,0.00308033,0.11978113
-2.08004002,1.40627562,0.03671028,0.00052237,0.03612512,0.17034861,1.18475564,0.00306149,0.12819039
-2.07403702,1.50189185,0.03924674,0.00054980,0.03778741,0.18160251,1.26783974,0.00307578,0.13769730
-2.06803402,1.60727712,0.04209419,0.00058036,0.03984697,0.19463281,1.35914158,0.00312074,0.14819407
-2.06203102,1.72091693,0.04521674,0.00061292,0.04227920,0.20932082,1.45734479,0.00319343,0.15955748
-2.05602801,1.84114810,0.04857220,0.00064640,0.04505445,0.22552519,1.56100471,0.00329063,0.17165084
-2.05002501,1.96618958,0.05211281,0.00067980,0.04813874,0.24308412,1.66857432,0.00340887,0.18432643
-2.04402201,2.09417763,0.05578618,0.00071213,0.05149440,0.26181793,1.77843404,0.00354458,0.19742818
-2.03801901,2.22320415,0.05953635,0.00074252,0.05508081,0.28153194,1.88892469,0.00369424,0.21079475
-2.03201601,2.35135705,0.06330496,0.00077015,0.05885508,0.30201948,1.99838243,0.00385443,0.22426270
-2.02601301,2.47676116,0.06703269,0.00079431,0.06277276,0.32306500,2.10517456,0.00402203,0.23766967
-2.02001001,2.59761830,0.07066058,0.00081442,0.06678856,0.34444721,2.20773479,0.00419426,0.25085761
-2.01400700,2.71224480,0.07413157,0.00082999,0.07085694,0.36594204,2.30459660,0.00436886,0.26367571
-2.00800400,2.81910532,0.07739193,0.00084070,0.07493268,0.38732549,2.39442353,0.00454413,0.27598305
-2.00200100,2.91684150,0.08039275,0.00084633,0.07897143,0.40837620,2.47603508,0.00471907,0.28765089
-1.99599800,3.00429449,0.08309121,0.00084688,0.08293013,0.42887773,2.54842738,0.00489342,0.29856451
-1.98999500,3.08052082,0.08545182,0.00084244,0.08676737,0.44862054,2.61078784,0.00506776,0.30862444
-1.98399200,3.14480108,0.08744746,0.00083332,0.09044374,0.46740372,2.66250364,0.00524350,0.31774732
-1.97798899,3.19664164,0.08906017,0.00081995,0.09392205,0.48503642,2.70316368,0.00542297,0.32586615
-1.97198599,3.23576976,0.09028172,0.00080295,0.09716760,0.50133917,2.73255471,0.00560935,0.33293019
-1.96598299,3.26212290,0.09111393,0.00078311,0.10014837,0.51614501,2.75065183,0.00580673,0.33890445
-1.95997999,3.27583322,0.09156868,0.00076135,0.10283527,0.52930071,2.75760465,0.00602001,0.34376889
-1.95397699,3.27720852,0.09166769,0.00073878,0.10520231,0.54066801,2.75371976,0.00625486,0.34751748
-1.94797399,3.26671094,0.09144202,0.00071667,0.10722693,0.55012498,2.73944099,0.00651764,0.35015725
-1.94197099,3.24493462,0.09093128,0.00069646,0.10889024,0.55756766,2.71532838,0.00681529,0.35170719
-1.93596798,3.21258369,0.09018268,0.00067977,0.11017743,0.56291188,2.68203719,0.00715520,0.35219746
-1.92996498,3.17045143,0.08924987,0.00066841,0.11107805,0.56609525,2.64029770,0.00754505,0.35166858
-1.92396198,3.11940142,0.08819159,0.00066440,0.11158647,0.56707933,2.59089674,0.00799269,0.35017088
-1.91795898,3.06035120,0.08707030,0.00066996,0.11170224,0.56585188,2.53466130,0.00850592,0.34776405
-1.91195598,2.99425853,0.08595066,0.00068756,0.11143040,0.56242896,2.47244468,0.00909236,0.34451692
-1.90595298,2.92211019,0.08489802,0.00071992,0.11078182,0.55685678,2.40511505,0.00975923,0.34050715
-1.89994997,2.84491292,0.08397694,0.00077000,0.10977336,0.54921321,2.33354618,0.01051316,0.33582107
-1.89394697,2.76368602,0.08324973,0.00084104,0.10842793,0.53960862,2.25861017,0.01136007,0.33055336
-1.88794397,2.67945482,0.08277512,0.00093652,0.10677436,0.52818596,2.18117144,0.01230493,0.32480651
-1.88194097,2.59324456,0.08260702,0.00106016,0.10484713,0.51511995,2.10208153,0.01335167,0.31869015
-1.87593797,2.50607367,0.08279340,0.00121591,0.10268590,0.50061527,2.02217418,0.01450300,0.31231993
-1.86993497,2.41894632,0.08337535,0.00140782,0.10033480,0.48490370,1.94226019,0.01576034,0.30581615
-1.86393197,2.33284347,0.08438632,0.00164005,0.09784157,0.46824017,1.86312160,0.01712367,0.29930195
-1.85792896,2.24871241,0.08585141,0.00191672,0.09525647,0.45089787,1.78550511,0.01859154,0.29290123
-1.85192596,2.16745485,0.08778700,0.00224184,0.09263117,0.43316249,1.71011461,0.02016096,0.28673618
-1.84592296,2.08991366,0.09020034,0.00261911,0.09001738,0.41532575,1.63760285,0.02182737,0.28092462
-1.83991996,2.01685867,0.09308942,0.00305180,0.08746553,0.39767850,1.56856262,0.02358470,0.27557717
-1.83391696,1.94897225,0.09644292,0.00354256,0.08502345,0.38050359,1.50351769,0.02542527,0.27079444
-1.82791396,1.88683513,0.10024027,0.00409325,0.08273503,0.36406879,1.44291408,0.02733990,0.26666419
-1.82191096,1.83091335,0.10445190,0.00470474,0.08063903,0.34862011,1.38711197,0.02931788,0.26325882
-1.81590795,1.78154693,0.10903947,0.00537673,0.07876808,0.33437559,1.33637899,0.03134700,0.26063304
-1.80990495,1.73894108,0.11395634,0.00610757,0.07714780,0.32152008,1.29088507,0.03341365,0.25882211
-1.80390195,1.70316043,0.11914812,0.00689415,0.07579619,0.31020094,1.25069955,0.03550279,0.25784047
-1.79789895,1.67412681,0.12455324,0.00773178,0.07472329,0.30052500,1.21579049,0.03759811,0.25768106
-1.79189595,1.65162090,0.13010382,0.00861411,0.07393109,0.29255679,1.18602677,0.03968206,0.25831527
-1.78589295,1.63528795,0.13572654,0.00953319,0.07341376,0.28631811,1.16118264,0.04173601,0.25969357
-1.77988994,1.62464752,0.14134372,0.01047943,0.07315804,0.28178898,1.14094506,0.04374041,0.26174683
-1.77388694,1.61910713,0.14687454,0.01144181,0.07314402,0.27890983,1.12492331,0.04567503,0.26438845
-1.76788394,1.61797951,0.15223643,0.01240802,0.07334607,0.27758485,1.11266090,0.04751918,0.26751697
-1.76188094,1.62050304,0.15734663,0.01336475,0.07373396,0.27768646,1.10364929,0.04925210,0.27101944
-1.75587794,1.62586471,0.16212379,0.01429796,0.07427418,0.27906047,1.09734298,0.05085332,0.27477525
-1.74987494,1.63322504,0.16648983,0.01519326,0.07493132,0.28153207,1.09317565,0.05230312,0.27866041
-1.74387194,1.64174425,0.17037175,0.01603634,0.07566957,0.28491212,1.09057674,0.05358308,0.28255210
-1.73786893,1.65060876,0.17370350,0.01681334,0.07645424,0.28900376,1.08898803,0.05467658,0.28633352
-1.73186593,1.65905730,0.17642785,0.01751132,0.07725320,0.29360895,1.08787969,0.05556940,0.28989863
-1.72586293,1.66640587,0.17849815,0.01811868,0.07803838,0.29853498,1.08676543,0.05625032,0.29315693
-1.71985993,1.67207067,0.17987990,0.01862549,0.07878707,0.30360045,1.08521623,0.05671169,0.29603786
-1.71385693,1.67558829,0.18055213,0.01902390,0.07948315,0.30864095,1.08287228,0.05694991,0.29849489
