energy_ev,total_up,Bi_p_up,Bi_d_up,S_s_up,S_p_up,Zn_p_up,Zn_d_up
-6.00000000,0.10485041,0.04998894,0.00000104,0.00000987,0.01143907,0.04477587,0.00548022
-5.99399700,0.11343391,0.05517626,0.00000131,0.00001147,0.01176276,0.04739956,0.00582945
-5.98799400,0.12261929,0.06068215,0.00000167,0.00001323,0.01214247,0.05000513,0.00627307
-5.98199100,0.13236823,0.06650288,0.00000214,0.00001515,0.01256851,0.05256748,0.00680627
-5.97598799,0.14264787,0.07263141,0.00000273,0.00001722,0.01303561,0.05506732,0.00742553
-5.96998499,0.15343045,0.07905690,0.00000347,0.00001944,0.01354312,0.05749178,0.00812855
-5.96398199,0.16469279,0.08576414,0.00000438,0.00002179,0.01409502,0.05983484,0.00891407
-5.95797899,0.17641541,0.09273301,0.00000551,0.00002424,0.01469994,0.06209742,0.00978174
-5.95197599,0.18858156,0.09993792,0.00000689,0.00002677,0.01537100,0.06428733,0.01073200
-5.94597299,0.20117603,0.10734730,0.00000855,0.00002936,0.01612552,0.06641884,0.01176589
-5.93996998,0.21418374,0.11492320,0.00001054,0.00003197,0.01698467,0.06851207,0.01288494
-5.93396698,0.22758825,0.12262098,0.00001291,0.00003456,0.01797286,0.07059198,0.01409097
-5.92796398,0.24137021,0.13038913,0.00001569,0.00003709,0.01911709,0.07268726,0.01538597
-5.92196098,0.25550567,0.13816940,0.00001894,0.00003951,0.02044611,0.07482888,0.01677185
-5.91595798,0.26996452,0.14589696,0.00002270,0.00004180,0.02198944,0.07704861,0.01825032
-5.90995498,0.28470897,0.15350097,0.00002702,0.00004390,0.02377630,0.07937733,0.01982262
-5.90395198,0.29969215,0.16090532,0.00003193,0.00004578,0.02583449,0.08184341,0.02148931
-5.89794897,0.31485696,0.16802961,0.00003747,0.00004739,0.02818914,0.08447108,0.02325006
-5.89194597,0.33013523,0.17479041,0.00004367,0.00004871,0.03086155,0.08727896,0.02510334
-5.88594297,0.34544718,0.18110272,0.00005053,0.00004971,0.03386800,0.09027874,0.02704623
-5.87993997,0.36070135,0.18688160,0.00005806,0.00005037,0.03721872,0.09347416,0.02907417
-5.87393697,0.37579497,0.19204405,0.00006626,0.00005067,0.04091696,0.09686031,0.03118078
-5.86793397,0.39061490,0.19651081,0.00007509,0.00005062,0.04495828,0.10042330,0.03335765
-5.86193097,0.40503910,0.20020836,0.00008453,0.00005022,0.04933009,0.10414025,0.03559429
-5.85592796,0.41893862,0.20307088,0.00009450,0.00004948,0.05401150,0.10797981,0.03787810
-5.84992496,0.43218020,0.20504198,0.00010494,0.00004842,0.05897343,0.11190297,0.04019438
-5.84392196,0.44462935,0.20607651,0.00011576,0.00004708,0.06417912,0.11586433,0.04252658
-5.83791896,0.45615383,0.20614198,0.00012685,0.00004549,0.06958490,0.11981362,0.04485648
-5.83191596,0.46662753,0.20521976,0.00013811,0.00004372,0.07514131,0.12369752,0.04716459
-5.82591296,0.47593442,0.20330604,0.00014941,0.00004182,0.08079448,0.12746170,0.04943060
-5.81990995,0.48397264,0.20041232,0.00016062,0.00003987,0.08648769,0.13105287,0.05163390
-5.81390695,0.49065835,0.19656556,0.00017161,0.00003794,0.09216310,0.13442091,0.05375419
-5.80790395,0.49592927,0.19180800,0.00018226,0.00003614,0.09776351,0.13752082,0.05577203
-5.80190095,0.49974767,0.18619641,0.00019245,0.00003459,0.10323412,0.14031455,0.05766950
-5.79589795,0.50210259,0.17980117,0.00020208,0.00003341,0.10852406,0.14277242,0.05943072
-5.78989495,0.50301125,0.17270478,0.00021106,0.00003277,0.11358784,0.14487427,0.06104235
-5.78389195,0.50251940,0.16500026,0.00021932,0.00003285,0.11838637,0.14661019,0.06249393
-5.77788894,0.50070065,0.15678910,0.00022683,0.00003390,0.12288774,0.14798071,0.06377814
-5.77188594,0.49765474,0.14817920,0.00023357,0.00003618,0.12706748,0.14899662,0.06489088
-5.76588294,0.49350478,0.13928260,0.00023957,0.00004003,0.13090854,0.14967835,0.06583118
-5.75987994,0.48839366,0.13021321,0.00024489,0.00004586,0.13440084,0.15005494,0.06660097
-5.75387694,0.48247977,0.12108458,0.00024962,0.00005416,0.13754039,0.15016271,0.06720472
-5.74787394,0.47593223,0.11200782,0.00025388,0.00006552,0.14032830,0.15004377,0.06764890
-5.74187094,0.46892603,0.10308973,0.00025785,0.00008062,0.14276945,0.14974438,0.06794148
-5.73586793,0.46163715,0.09443111,0.00026172,0.00010030,0.14487118,0.14931330,0.06809123
-5.72986493,0.45423820,0.08612546,0.00026574,0.00012551,0.14664197,0.14880032,0.06810719
-5.72386193,0.44689456,0.07825792,0.00027018,0.00015738,0.14809022,0.14825494,0.06799807
-5.71785893,0.43976149,0.07090462,0.00027535,0.00019717,0.14922334,0.14772535,0.06777179
-5.71185593,0.43298207,0.06413222,0.00028159,0.00024634,0.15004705,0.14725776,0.06743513
-5.70585293,0.42668624,0.05799791,0.00028926,0.00030651,0.15056513,0.14689601,0.06699359
-5.69984992,0.42099085,0.05254949,0.00029876,0.00037946,0.15077945,0.14668159,0.06645128
-5.69384692,0.41600047,0.04782576,0.00031051,0.00046712,0.15069041,0.14665388,0.06581113
-5.68784392,0.41180899,0.04385697,0.00032494,0.00057158,0.15029775,0.14685061,0.06507514
-5.68184092,0.40850160,0.04066538,0.00034249,0.00069502,0.14960148,0.14730844,0.06424476
-5.67583792,0.40615680,0.03826581,0.00036361,0.00083967,0.14860310,0.14806349,0.06332140
-5.66983492,0.40484832,0.03666613,0.00038876,0.00100780,0.14730674,0.14915175,0.06230693
-5.66383192,0.40464643,0.03586764,0.00041836,0.00120163,0.14572030,0.15060924,0.06120420
-5.65782891,0.40561853,0.03586536,0.00045282,0.00142325,0.14385640,0.15247183,0.06001746
-5.65182591,0.40782865,0.03664812,0.00049250,0.00167458,0.14173301,0.15477465,0.05875275
-5.64582291,0.41133595,0.03819849,0.00053772,0.00195722,0.13937374,0.15755103,0.05741808
-5.63981991,0.41619196,0.04049268,0.00058871,0.00227242,0.13680771,0.16083104,0.05602349
-5.63381691,0.42243694,0.04350016,0.00064565,0.00262095,0.13406901,0.16463961,0.05458095
-5.62781391,0.43009525,0.04718344,0.00070857,0.00300301,0.13119574,0.16899439,0.05310405
-5.62181091,0.43917031,0.05149769,0.00077741,0.00341816,0.12822871,0.17390342,0.05160760
-5.61580790,0.44963934,0.05639057,0.00085199,0.00386522,0.12520985,0.17936286,0.05010702
-5.60980490,0.46144844,0.06180214,0.00093197,0.00434222,0.12218047,0.18535489,0.04861775
-5.60380190,0.47450839,0.06766502,0.00101687,0.00484638,0.11917949,0.19184601,0.04715455
-5.59779890,0.48869166,0.07390490,0.00110607,0.00537404,0.11624170,0.19878586,0.04573080
-5.59179590,0.50383102,0.08044129,0.00119878,0.00592069,0.11339632,0.20610691,0.04435793
-5.58579290,0.51972005,0.08718872,0.00129409,0.00648101,0.11066577,0.21372487,0.04304489
-5.57978989,0.53611587,0.09405827,0.00139096,0.00704892,0.10806492,0.22154012,0.04179777
-5.57378689,0.55274394,0.10095951,0.00148824,0.00761766,0.10560076,0.22944013,0.04061960
-5.56778389,0.56930515,0.10780274,0.00158470,0.00817997,0.10327261,0.23730270,0.03951032
-5.56178089,0.58548479,0.11450146,0.00167907,0.00872813,0.10107276,0.24500017,0.03846694
-5.55577789,0.60096317,0.12097504,0.00177006,0.00925425,0.09898757,0.25240415,0.03748383
-5.54977489,0.61542732,0.12715145,0.00185637,0.00975035,0.09699896,0.25939081,0.03655325
-5.54377189,0.62858329,0.13296992,0.00193678,0.01020865,0.09508615,0.26584625,0.03566589
