energy_ev,total_up,C_s_up,C_p_up,Ca_p_up,Ca_d_up,Mo_p_up,Mo_d_up,S_s_up,S_p_up
-5.81990995,6.88603056,0.04569347,0.84395050,0.02993878,0.00000000,4.35287314,1.97471831,0.15149779,3.18675848
-5.81390695,6.68021457,0.04333460,0.81791436,0.02893345,0.00000000,4.19207994,1.92322456,0.14883703,3.09474559
-5.80790395,6.47483237,0.04093970,0.79522975,0.02788886,0.00000000,4.03335528,1.87606850,0.14576643,2.99839590
-5.80190095,6.27164120,0.03853186,0.77573452,0.02682091,0.00000000,3.87816545,1.83318829,0.14233991,2.89901741
-5.79589795,6.07251153,0.03613433,0.75924279,0.02574654,0.00000000,3.72788651,1.79454691,0.13861841,2.79802647
-5.78989495,5.87937633,0.03377000,0.74554713,0.02468334,0.00000000,3.58377656,1.76012665,0.13466821,2.69691336
-5.78389195,5.69417494,0.03146072,0.73442006,0.02364920,0.00000000,3.44695136,1.72992079,0.13055905,2.59720489
-5.77788894,5.51879454,0.02922680,0.72561548,0.02266192,0.00000000,3.31836464,1.70392340,0.12636209,2.50042518
-5.77188594,5.35501216,0.02708657,0.71887024,0.02173879,0.00000000,3.19879414,1.68211851,0.12214791,2.40805607
-5.76588294,5.20444014,0.02505605,0.71390623,0.02089624,0.00000000,3.08883405,1.66446945,0.11798452,2.32149858
-5.75987994,5.06847773,0.02314870,0.71043322,0.02014947,0.00000000,2.98889449,1.65090976,0.11393553,2.24203678
-5.75387694,4.94827121,0.02137537,0.70815274,0.01951205,0.00000000,2.89920811,1.64133603,0.11005848,2.17080536
-5.74787394,4.84468412,0.01974427,0.70676296,0.01899572,0.00000000,2.81984340,1.63560371,0.10640352,2.10876194
-5.74187094,4.75827879,0.01826113,0.70596463,0.01861001,0.00000000,2.75072415,1.63352597,0.10301231,2.05666505
-5.73586793,4.68930945,0.01692943,0.70546793,0.01836212,0.00000000,2.69165371,1.63487569,0.09991734,2.01505827
-5.72986493,4.63772660,0.01575063,0.70499979,0.01825673,0.00000000,2.64234281,1.63939050,0.09714153,1.98426093
-5.72386193,4.60319162,0.01472459,0.70431151,0.01829590,0.00000000,2.60243893,1.64678018,0.09469821,1.96436535
-5.71785893,4.58510005,0.01384988,0.70318615,0.01847903,0.00000000,2.57155557,1.65673595,0.09259144,1.95524032
-5.71185593,4.58261148,0.01312416,0.70144508,0.01880291,0.00000000,2.54929921,1.66894062,0.09081656,1.95654056
-5.70585293,4.59468382,0.01254453,0.69895342,0.01926181,0.00000000,2.53529235,1.68307873,0.08936097,1.96772112
-5.69984992,4.62010954,0.01210781,0.69562378,0.01984755,0.00000000,2.52919079,1.69884588,0.08820517,1.98805625
-5.69384692,4.65755154,0.01181076,0.69141796,0.02054979,0.00000000,2.53069406,1.71595621,0.08732380,2.01666158
-5.68784392,4.70557669,0.01165026,0.68634645,0.02135619,0.00000000,2.53954801,1.73414751,0.08668682,2.05251870
-5.68184092,4.76268527,0.01162335,0.68046543,0.02225267,0.00000000,2.55553935,1.75318332,0.08626069,2.09450121
-5.67583792,4.82733511,0.01172723,0.67387157,0.02322377,0.00000000,2.57848233,1.77285188,0.08600943,2.14140123
-5.66983492,4.89795986,0.01195915,0.66669459,0.02425287,0.00000000,2.60819846,1.79296192,0.08589576,2.19195572
-5.66383192,4.97298128,0.01231624,0.65908806,0.02532257,0.00000000,2.64449049,1.81333553,0.08588193,2.24487166
-5.65782891,5.05081601,0.01279527,0.65121889,0.02641498,0.00000000,2.68711247,1.83379870,0.08593062,2.29884982
-5.65182591,5.12987783,0.01339239,0.64325607,0.02751202,0.00000000,2.73573807,1.85417029,0.08600558,2.35260644
-5.64582291,5.20857682,0.01410278,0.63535928,0.02859573,0.00000000,2.78992944,1.87425026,0.08607219,2.40489282
-5.63981991,5.28531703,0.01492041,0.62766809,0.02964852,0.00000000,2.84910907,1.89380836,0.08609790,2.45451252
-5.63381691,5.35849438,0.01583771,0.62029229,0.03065346,0.00000000,2.91253692,1.91257402,0.08605254,2.50033636
-5.62781391,5.42649680,0.01684533,0.61330409,0.03159445,0.00000000,2.97929490,1.93022869,0.08590859,2.54131523
-5.62181091,5.48770794,0.01793198,0.60673241,0.03245646,0.00000000,3.04828056,1.94640137,0.08564131,2.57649099
-5.61580790,5.54051601,0.01908432,0.60055991,0.03322567,0.00000000,3.11821098,1.96066797,0.08522888,2.60500572
-5.60980490,5.58332855,0.02028693,0.59472268,0.03388965,0.00000000,3.18763778,1.97255505,0.08465250,2.62610956
-5.60380190,5.61459375,0.02152245,0.58911286,0.03443744,0.00000000,3.25497305,1.98154797,0.08389643,2.63916738
-5.59779890,5.63282798,0.02277172,0.58358383,0.03485971,0.00000000,3.31852584,1.98710343,0.08294807,2.64366464
-5.59179590,5.63664932,0.02401412,0.57795789,0.03514878,0.00000000,3.37654783,1.98866595,0.08179800,2.63921235
-5.58579290,5.62481557,0.02522797,0.57203592,0.03529875,0.00000000,3.42728657,1.98568761,0.08044003,2.62555144
-5.57978989,5.59626558,0.02639100,0.56560849,0.03530553,0.00000000,3.46904401,1.97765021,0.07887127,2.60255636
-5.57378689,5.55016168,0.02748090,0.55846785,0.03516686,0.00000000,3.50023798,1.96408864,0.07709212,2.57023793
-5.56778389,5.48593131,0.02847596,0.55042022,0.03488239,0.00000000,3.51946367,1.94461449,0.07510630,2.52874516
-5.56178089,5.40330555,0.02935566,0.54129766,0.03445365,0.00000000,3.52555265,1.91893850,0.07292083,2.47836591
-5.55577789,5.30235226,0.03010131,0.53096901,0.03388406,0.00000000,3.51762661,1.88689070,0.07054595,2.41952605
-5.54977489,5.18350203,0.03069668,0.51934936,0.03317889,0.00000000,3.49514355,1.84843734,0.06799499,2.35278691
-5.54377189,5.04756504,0.03112851,0.50640762,0.03234522,0.00000000,3.45793429,1.80369339,0.06528419,2.27884065
-5.53776888,4.89573764,0.03138703,0.49217188,0.03139186,0.00000000,3.40622787,1.75293027,0.06243250,2.19850349
-5.53176588,4.72959775,0.03146628,0.47673239,0.03032921,0.00000000,3.34066463,1.69657810,0.05946118,2.11270651
-5.52576288,4.55108878,0.03136445,0.46024211,0.02916918,0.00000000,3.26229667,1.63522243,0.05639354,2.02248404
-5.51975988,4.36249238,0.03108396,0.44291484,0.02792493,0.00000000,3.17257552,1.56959560,0.05325441,1.92895969
-5.51375688,4.16639053,0.03063151,0.42502116,0.02661075,0.00000000,3.07332775,1.50056291,0.05006973,1.83333000
-5.50775388,3.96561832,0.03001790,0.40688235,0.02524179,0.00000000,2.96671950,1.42910444,0.04686605,1.73684626
-5.50175088,3.76320886,0.02925785,0.38886276,0.02383380,0.00000000,2.85521125,1.35629301,0.04366996,1.64079446
-5.49574787,3.56233206,0.02836957,0.37136073,0.02240291,0.00000000,2.74150458,1.28326942,0.04050764,1.54647408
-5.48974487,3.36622928,0.02737433,0.35479872,0.02096528,0.00000000,2.62848262,1.21121568,0.03740427,1.45517594
-5.48374187,3.17814582,0.02629586,0.33961280,0.01953689,0.00000000,2.51914625,1.14132743,0.03438366,1.36815984
-5.47773887,3.00126312,0.02515976,0.32624193,0.01813324,0.00000000,2.41654763,1.07478627,0.03146774,1.28663217
-5.47173587,2.83863258,0.02399284,0.31511731,0.01676906,0.00000000,2.32372300,1.01273296,0.02867624,1.21172435
-5.46573287,2.69311241,0.02282244,0.30665201,0.01545815,0.00000000,2.24362614,0.95624222,0.02602639,1.14447223
-5.45972986,2.56730903,0.02167575,0.30123110,0.01421308,0.00000000,2.17906385,0.90629963,0.02353271,1.08579703
-5.45372686,2.46352396,0.02057921,0.29920250,0.01304509,0.00000000,2.13263450,0.86378111,0.02120686,1.03648823
-5.44772386,2.38370698,0.01955789,0.30086844,0.01196388,0.00000000,2.10667056,0.82943528,0.01905758,0.99718851
-5.44172086,2.32941632,0.01863496,0.30647780,0.01097754,0.00000000,2.10318560,0.80386882,0.01709074,0.96838131
-5.43571786,2.30178605,0.01783127,0.31621930,0.01009250,0.00000000,2.12382654,0.78753498,0.01530941,0.95038091
-5.42971486,2.30150097,0.01716496,0.33021550,0.00931344,0.00000000,2.16983128,0.78072500,0.01371401,0.94332540
-5.42371186,2.32877930,0.01665116,0.34851783,0.00864332,0.00000000,2.24199240,0.78356269,0.01230252,0.94717267
-5.41770885,2.38336294,0.01630182,0.37110252,0.00808342,0.00000000,2.34062716,0.79600172,0.01107074,0.96169934
-5.41170585,2.46451580,0.01612559,0.39786762,0.00763336,0.00000000,2.46555440,0.81782582,0.01001254,0.98650295
-5.40570285,2.57103001,0.01612777,0.42863128,0.00729120,0.00000000,2.61607901,0.84865166,0.00912018,1.02100731
-5.39969985,2.70124031,0.01631033,0.46313128,0.00705351,0.00000000,2.79098468,0.88793447,0.00838462,1.06447103
-5.39369685,2.85304679,0.01667203,0.50102606,0.00691551,0.00000000,2.98853570,0.93497632,0.00779579,1.11599935
-5.38769385,3.02394612,0.01720856,0.54189747,0.00687113,0.00000000,3.20648885,0.98893727,0.00734290,1.17455902
-5.38169085,3.21107140,0.01791268,0.58525526,0.00691317,0.00000000,3.44211620,1.04884920,0.00701475,1.23899629
-5.37568784,3.41124057,0.01877453,0.63054358,0.00703346,0.00000000,3.69223955,1.11363257,0.00679992,1.30805782
-5.36968484,3.62101334,0.01978179,0.67714952,0.00722293,0.00000000,3.95327717,1.18211598,0.00668706,1.38041420
-5.36368184,3.83675606,0.02092001,0.72441369,0.00747181,0.00000000,4.22130316,1.25305857,0.00666507,1.45468571
-5.35767884,4.05471400,0.02217286,0.77164290,0.00776976,0.00000000,4.49211907,1.32517497,0.00672330,1.52947016
-5.35167584,4.27108984,0.02352244,0.81812458,0.00810606,0.00000000,4.76133746,1.39716257,0.00685167,1.60337193
-5.34567284,4.48212701,0.02494958,0.86314297,0.00846976,0.00000000,5.02447585,1.46773070,0.00704084,1.67503189
-5.33966983,4.68419607,0.02643414,0.90599648,0.00884987,0.00000000,5.27705939,1.53563106,0.00728227,1.74315744
-5.33366683,4.87388198,0.02795532,0.94601581,0.00923554,0.00000000,5.51472980,1.59968873,0.00756835,1.80655175
-5.32766383,5.04806978,0.02949197,0.98258239,0.00961629,0.00000000,5.73335734,1.65883284,0.00789246,1.86414171
-5.32166083,5.20402597,0.03102290,1.01514632,0.00998215,0.00000000,5.92915243,1.71212587,0.00824899,1.91500346
-5.31565783,5.33947271,0.03252717,1.04324328,0.01032394,0.00000000,6.09877292,1.75879062,0.00863341,1.95838483
-5.30965483,5.45265211,0.03398441,1.06650962,0.01063337,0.00000000,6.23942286,1.79823369,0.00904228,1.99372394
-5.30365183,5.54237781,0.03537509,1.08469493,0.01090329,0.00000000,6.34893873,1.83006442,0.00947327,2.02066313
-5.29764882,5.60807136,0.03668085,1.09767158,0.01112782,0.00000000,6.42585908,1.85410830,0.00992516,2.03905780
-5.29164582,5.64978161,0.03788473,1.10544054,0.01130248,0.00000000,6.46947424,1.87041408,0.01039785,2.04897958
-5.28564282,5.66818538,0.03897146,1.10813314,0.01142431,0.00000000,6.47985329,1.87925392,0.01089230,2.05071366
-5.27963982,5.66456887,0.03992770,1.10600857,0.01149194,0.00000000,6.45784618,1.88111624,0.01141056,2.04475021
-5.27363682,5.64078966,0.04074227,1.09944689,0.01150558,0.00000000,6.40506033,1.87669120,0.01195569,2.03177000
-5.26763382,5.59922014,0.04140635,1.08893788,0.01146705,0.00000000,6.32381156,1.86684905,0.01253172,2.01262471
-5.26163082,5.54267409,0.04191366,1.07506582,0.01137966,0.00000000,6.21705103,1.85261200,0.01314360,1.98831244
-5.25562781,5.47431864,0.04226056,1.05849089,0.01124817,0.00000000,6.08827031,1.83512043,0.01379711,1.95994924
-5.24962481,5.39757492,0.04244621,1.03992779,0.01107857,0.00000000,5.94138840,1.81559462,0.01449877,1.92873776
-5.24362181,5.31601089,0.04247257,1.02012230,0.01087796,0.00000000,5.78062482,1.79529351,0.01525574,1.89593399
-5.23761881,5.23323068,0.04234439,0.99982694,0.01065427,0.00000000,5.61036411,1.77547204,0.01607571,1.86281336
-5.23161581,5.15276462,0.04206921,0.97977646,0.01041610,0.00000000,5.43501715,1.75733874,0.01696670,1.83063755
-5.22561281,5.07796434,0.04165719,0.96066431,0.01017239,0.00000000,5.25888495,1.74201537,0.01793697,1.80062307
-5.21960980,5.01190719,0.04112095,0.94312100,0.00993224,0.00000000,5.08603060,1.73050020,0.01899482,1.77391290
-5.21360680,4.95731357,0.04047533,0.92769520,0.00970461,0.00000000,4.92016434,1.72363653,0.02014837,1.75155213
-5.20760380,4.91648051,0.03973709,0.91483832,0.00949816,0.00000000,4.76454637,1.72208766,0.02140538,1.73446842
-5.20160080,4.89123358,0.03892457,0.90489325,0.00932098,0.00000000,4.62191084,1.72631928,0.02277305,1.72345787
-5.19559780,4.88289897,0.03805726,0.89808748,0.00918049,0.00000000,4.49441358,1.73659002,0.02425771,1.71917662
-5.18959480,4.89229587,0.03715537,0.89453087,0.00908325,0.00000000,4.38360480,1.75295035,0.02586465,1.72213816
-5.18359180,4.91974894,0.03623938,0.89421799,0.00903494,0.00000000,4.29042682,1.77524969,0.02759784,1.73271604
-5.17758879,4.96511914,0.03532954,0.89703481,0.00904027,0.00000000,4.21523577,1.80315126,0.02945969,1.75115158
-5.17158579,5.02785078,0.03444540,0.90276925,0.00910299,0.00000000,4.15784494,1.83615368,0.03145081,1.77756551
-5.16558279,5.10703151,0.03360535,0.91112496,0.00922596,0.00000000,4.11758651,1.87361826,0.03356978,1.81197276
-5.15957979,5.20146154,0.03282624,0.92173759,0.00941119,0.00000000,4.09338780,1.91480041,0.03581294,1.85429908
-5.15357679,5.30972813,0.03212294,0.93419270,0.00965993,0.00000000,4.08385733,1.95888361,0.03817421,1.90439833
-5.14757379,5.43028100,0.03150812,0.94804447,0.00997284,0.00000000,4.08737597,2.00501423,0.04064495,1.96206912
-5.14157079,5.56150459,0.03099201,0.96283417,0.01035006,0.00000000,4.10218839,2.05233548,0.04321386,2.02706965
-5.13556778,5.70178346,0.03058224,0.97810773,0.01079138,0.00000000,4.12649007,2.10001894,0.04586691,2.09912978
-5.12956478,5.84955745,0.03028383,0.99343156,0.01129633,0.00000000,4.15850590,2.14729215,0.04858737,2.17795952
-5.12356178,6.00336443,0.03009925,1.00840591,0.01186429,0.00000000,4.19655699,2.19346134,0.05135588,2.26325332
-5.11755878,6.16186870,0.03002855,1.02267555,0.01249458,0.00000000,4.23911300,2.23792812,0.05415061,2.35469020
-5.11155578,6.32387479,0.03006959,1.03593721,0.01318649,0.00000000,4.28482861,2.28020002,0.05694744,2.45192972
-5.10555278,6.48832685,0.03021839,1.04794380,0.01393933,0.00000000,4.33256346,2.31989449,0.05972034,2.55460431
-5.09954977,6.65429510,0.03046939,1.05850553,0.01475235,0.00000000,4.38138610,2.35673686,0.06244168,2.66230891
-5.09354677,6.82095157,0.03081599,1.06748806,0.01562479,0.00000000,4.43056330,2.39055268,0.06508272,2.77458890
-5.08754377,6.98753794,0.03125088,1.07480815,0.01655573,0.00000000,4.47953701,2.42125555,0.06761415,2.89092761
-5.08154077,7.15332900,0.03176655,1.08042734,0.01754404,0.00000000,4.52789177,2.44883147,0.07000664,3.01073484
-5.07553777,7.31759529,0.03235570,1.08434415,0.01858826,0.00000000,4.57531591,2.47332096,0.07223154,3.13333774
-5.06953477,7.47956834,0.03301166,1.08658559,0.01968650,0.00000000,4.62155992,2.49480052,0.07426147,3.25797522
-5.06353177,7.63841201,0.03372875,1.08719844,0.02083631,0.00000000,4.66639554,2.51336444,0.07607109,3.38379709
-5.05752876,7.79320231,0.03450261,1.08624101,0.02203461,0.00000000,4.70957853,2.52910842,0.07763772,3.50986835
-5.05152576,7.94291787,0.03533040,1.08377577,0.02327756,0.00000000,4.75081798,2.54211582,0.07894200,3.63517925
-5.04552276,8.08644180,0.03621094,1.07986340,0.02456055,0.00000000,4.78975388,2.55244732,0.07996848,3.75866076
-5.03951976,8.22257516,0.03714478,1.07455830,0.02587806,0.00000000,4.82594453,2.56013447,0.08070615,3.87920499
-5.03351676,8.35006092,0.03813409,1.06790586,0.02722376,0.00000000,4.85886379,2.56517712,0.08114880,3.99568953
-5.02751376,8.46761653,0.03918251,1.05994141,0.02859039,0.00000000,4.88790812,2.56754457,0.08129531,4.10700440
-5.02151076,8.57397262,0.04029483,1.05069065,0.02996987,0.00000000,4.91241213,2.56718005,0.08114980,4.21207993
-5.01550775,8.66791452,0.04147656,1.04017139,0.03135331,0.00000000,4.93167082,2.56400764,0.08072156,4.30991396
-5.00950475,8.74832332,0.04273346,1.02839620,0.03273104,0.00000000,4.94496659,2.55794088,0.08002487,4.39959636
-5.00350175,8.81421321,0.04407092,1.01537564,0.03409273,0.00000000,4.95159829,2.54889213,0.07907861,4.48032956
-4.99749875,8.86476186,0.04549327,1.00112157,0.03542742,0.00000000,4.95091016,2.53678167,0.07790577,4.55144348
-4.99149575,8.89933175,0.04700311,0.98565039,0.03672364,0.00000000,4.94231819,2.52154573,0.07653270,4.61240408
-4.98549275,8.91748049,0.04860056,0.96898562,0.03796949,0.00000000,4.92533210,2.50314278,0.07498838,4.66281491
-4.97948974,8.91895967,0.05028259,0.95115982,0.03915273,0.00000000,4.89957141,2.48155751,0.07330348,4.70241181
-4.97348674,8.90370246,0.05204238,0.93221559,0.04026090,0.00000000,4.86477487,2.45680237,0.07150942,4.73105130
-4.96748374,8.87180119,0.05386886,0.91220558,0.04128145,0.00000000,4.82080297,2.42891655,0.06963737,4.74869367
-4.96148074,8.82347702,0.05574626,0.89119166,0.04220187,0.00000000,4.76763397,2.39796268,0.06771728,4.75538228
-4.95547774,8.75904450,0.05765403,0.86924335,0.04300986,0.00000000,4.70535424,2.36402182,0.06577701,4.75122086
-4.94947474,8.67887421,0.05956682,0.84643562,0.04369350,0.00000000,4.63414443,2.32718708,0.06384148,4.73635065
-4.94347174,8.58335669,0.06145474,0.82284653,0.04424145,0.00000000,4.55426303,2.28755691,0.06193203,4.71092935
-4.93746873,8.47287111,0.06328394,0.79855471,0.04464320,0.00000000,4.46602892,2.24522847,0.06006585,4.67511357
-4.93146573,8.34776110,0.06501730,0.77363712,0.04488929,0.00000000,4.36980482,2.20029204,0.05825571,4.62904635
-4.92546273,8.20832024,0.06661545,0.74816730,0.04497160,0.00000000,4.26598296,2.15282688,0.05650973,4.57285061
-4.91945973,8.05478831,0.06803793,0.72221418,0.04488359,0.00000000,4.15497419,2.10289914,0.05483151,4.50662921
-4.91345673,7.88735882,0.06924450,0.69584165,0.04462056,0.00000000,4.03720127,2.05056189,0.05322031,4.43047161
-4.90745373,7.70619721,0.07019653,0.66910892,0.04417991,0.00000000,3.91309673,1.99585760,0.05167146,4.34446645
-4.90145073,7.51146851,0.07085846,0.64207160,0.04356131,0.00000000,3.78310501,1.93882272,0.05017697,4.24871928
-4.89544772,7.30337210,0.07119917,0.61478335,0.04276694,0.00000000,3.64768846,1.87949409,0.04872612,4.14337385
-4.88944472,7.08218100,0.07119327,0.58729811,0.04180150,0.00000000,3.50733628,1.81791680,0.04730631,4.02863524
-4.88344172,6.84828267,0.07082217,0.55967252,0.04067234,0.00000000,3.36257513,1.75415277,0.04590380,3.90479322
-4.87743872,6.60221800,0.07007497,0.53196850,0.03938937,0.00000000,3.21398043,1.68828959,0.04450453,3.77224371
-4.87143572,6.34471574,0.06894905,0.50425562,0.03796499,0.00000000,3.06218692,1.62044878,0.04309495,3.63150685
-4.86543272,6.07671962,0.06745033,0.47661322,0.03641389,0.00000000,2.90789728,1.55079300,0.04166269,3.48324012
-4.85942971,5.79940607,0.06559322,0.44913200,0.03475279,0.00000000,2.75188821,1.47953161,0.04019721,3.32824547
-4.85342671,5.51419128,0.06340027,0.42191515,0.03300012,0.00000000,2.59501288,1.40692427,0.03869032,3.16746982
-4.84742371,5.22272695,0.06090149,0.39507871,0.03117566,0.00000000,2.43819980,1.33328222,0.03713654,3.00199866
-4.84142071,4.92688479,0.05813340,0.36875141,0.02930009,0.00000000,2.28244787,1.25896722,0.03553333,2.83304315
-4.83541771,4.62873091,0.05513791,0.34307384,0.02739458,0.00000000,2.12881798,1.18438817,0.03388121,2.66192122
-4.82941471,4.33049129,0.05196101,0.31819721,0.02548037,0.00000000,1.97842168,1.10999565,0.03218371,2.49003387
-4.82341171,4.03451063,0.04865134,0.29428160,0.02357828,0.00000000,1.83240764,1.03627467,0.03044717,2.31883786
-4.81740870,3.74320667,0.04525884,0.27149405,0.02170838,0.00000000,1.69194676,0.96373606,0.02868050,2.14981629
-4.81140570,3.45902253,0.04183332,0.25000645,0.01988955,0.00000000,1.55821675,0.89290699,0.02689475,1.98444857
-4.80540270,3.18437945,0.03842322,0.22999340,0.01813925,0.00000000,1.43238699,0.82432109,0.02510275,1.82418125
-4.79939970,2.92163206,0.03507449,0.21163026,0.01647324,0.00000000,1.31560424,0.75850871,0.02331858,1.67040096
-4.79339670,2.67302808,0.03182967,0.19509119,0.01490537,0.00000000,1.20897985,0.69598759,0.02155710,1.52441061
-4.78739370,2.44067380,0.02872716,0.18054748,0.01344751,0.00000000,1.11357848,0.63725459,0.01983348,1.38740962
-4.78139070,2.22650618,0.02580075,0.16816605,0.01210950,0.00000000,1.03040853,0.58277845,0.01816276,1.26047853
-4.77538769,2.03227202,0.02307939,0.15810800,0.01089909,0.00000000,0.96041390,0.53299395,0.01655940,1.14456845
-4.76938469,1.85951394,0.02058711,0.15052736,0.00982208,0.00000000,0.90446686,0.48829747,0.01503699,1.04049483
-4.76338169,1.70956253,0.01834317,0.14556969,0.00888231,0.00000000,0.86336131,0.44904386,0.01360799,0.94893545
-4.75737869,1.58353389,0.01636236,0.14337062,0.00808188,0.00000000,0.83780591,0.41554467,0.01228346,0.87043174
-4.75137569,1.48233113,0.01465537,0.14405424,0.00742121,0.00000000,0.82841648,0.38806727,0.01107300,0.80539289
-4.74537269,1.40664860,0.01322933,0.14773109,0.00689920,0.00000000,0.83570700,0.36683496,0.00998466,0.75410169
-4.73936968,1.35697746,0.01208821,0.15449587,0.00651339,0.00000000,0.86007907,0.35202746,0.00902495,0.71672136
-4.73336668,1.33361148,0.01123336,0.16442482,0.00626005,0.00000000,0.90180932,0.34378181,0.00819887,0.69330249
-4.72736368,1.33665178,0.01066395,0.17757276,0.00613435,0.00000000,0.96103521,0.34219327,0.00751000,0.68378954
-4.72136068,1.36601017,0.01037725,0.19396986,0.00613041,0.00000000,1.03773923,0.34731610,0.00696062,0.68802621
-4.71535768,1.42141041,0.01036894,0.21361841,0.00624142,0.00000000,1.13173238,0.35916407,0.00655179,0.70575950
-4.70935468,1.50238762,0.01063321,0.23648952,0.00645969,0.00000000,1.24263780,0.37771067,0.00628349,0.73664242
-4.70335168,1.60828617,0.01116281,0.26252026,0.00677676,0.00000000,1.36987559,0.40288899,0.00615472,0.78023526
-4.69734867,1.73825682,0.01194892,0.29161123,0.00718344,0.00000000,1.51265023,0.43459148,0.00616355,0.83600606
-4.69134567,1.89125412,0.01298100,0.32362500,0.00766988,0.00000000,1.66994194,0.47266958,0.00630721,0.90333046
-4.68534267,2.06603534,0.01424654,0.35838552,0.00822569,0.00000000,1.84050332,0.51693362,0.00658213,0.98149184
-4.67933967,2.26116223,0.01573074,0.39567887,0.00884004,0.00000000,2.02286258,0.56715305,0.00698387,1.06968226
-4.67333667,2.47500696,0.01741628,0.43525543,0.00950178,0.00000000,2.21533432,0.62305749,0.00750720,1.16700502
-4.66733367,2.70576335,0.01928298,0.47683368,0.01019962,0.00000000,2.41603865,0.68433852,0.00814600,1.27247948
-4.66133067,2.95146455,0.02130770,0.52010551,0.01092232,0.00000000,2.62292887,0.75065281,0.00889324,1.38504880
-4.65532766,3.21000747,0.02346415,0.56474328,0.01165893,0.00000000,2.83382775,0.82162639,0.00974094,1.50359087
-4.64932466,3.47918452,0.02572301,0.61040815,0.01239897,0.00000000,3.04647156,0.89686030,0.01068013,1.62693292
-4.64332166,3.75672219,0.02805209,0.65675975,0.01313278,0.00000000,3.25856092,0.97593759,0.01170086,1.75386964
