energy_ev,total_up,Ag_p_up,Ag_d_up,C_s_up,C_p_up,Te_p_up,Te_d_up,V_p_up,V_d_up
-6.00000000,1.41755246,0.54498904,0.82793301,0.00016877,0.11799590,0.23302808,0.00000000,0.28845635,0.17501747
-5.99399700,1.47858006,0.55480758,0.88154941,0.00014983,0.11861208,0.23557827,0.00000000,0.28156526,0.18097026
-5.98799400,1.54311838,0.56487823,0.93826447,0.00013794,0.11915290,0.23841495,0.00000000,0.27436451,0.18699468
-5.98199100,1.61106130,0.57538458,0.99770646,0.00013270,0.11968180,0.24164573,0.00000000,0.26710396,0.19314365
-5.97598799,1.68228455,0.58651823,1.05947600,0.00013379,0.12026590,0.24537883,0.00000000,0.26003528,0.19947939
-5.96998499,1.75664873,0.59847477,1.12315717,0.00014105,0.12097328,0.24972112,0.00000000,0.25340560,0.20607012
-5.96398199,1.83400391,0.61145027,1.18833022,0.00015441,0.12187015,0.25477658,0.00000000,0.24745158,0.21298621
-5.95797899,1.91419523,0.62563834,1.25458499,0.00017390,0.12301790,0.26064494,0.00000000,0.24239418,0.22029612
-5.95197599,1.99706901,0.64122772,1.32153432,0.00019966,0.12447036,0.26742048,0.00000000,0.23843405,0.22806212
-5.94597299,2.08247837,0.65839994,1.38882661,0.00023190,0.12627124,0.27519105,0.00000000,0.23574777,0.23633609
-5.93996998,2.17028779,0.67732714,1.45615641,0.00027087,0.12845185,0.28403700,0.00000000,0.23448482,0.24515567
-5.93396698,2.26037571,0.69816958,1.52327262,0.00031687,0.13102929,0.29403002,0.00000000,0.23476537,0.25454070
-5.92796398,2.35263471,0.72107271,1.58998329,0.00037024,0.13400519,0.30523192,0.00000000,0.23667882,0.26449044
-5.92196098,2.44696873,0.74616351,1.65615679,0.00043129,0.13736497,0.31769304,0.00000000,0.24028292,0.27498143
-5.91595798,2.54328729,0.77354617,1.72171903,0.00050032,0.14107777,0.33145046,0.00000000,0.24560358,0.28596631
-5.90995498,2.64149671,0.80329686,1.78664678,0.00057760,0.14509705,0.34652587,0.00000000,0.25263513,0.29737364
-5.90395198,2.74148873,0.83545779,1.85095744,0.00066336,0.14936182,0.36292332,0.00000000,0.26134101,0.30910867
-5.89794897,2.84312712,0.87003082,1.91469575,0.00075774,0.15379849,0.38062669,0.00000000,0.27165490,0.32105514
-5.89194597,2.94623323,0.90697072,1.97791825,0.00086084,0.15832327,0.39959723,0.00000000,0.28348210,0.33307809
-5.88594297,3.05057142,0.94617872,2.04067646,0.00097266,0.16284506,0.41977124,0.00000000,0.29670133,0.34502743
-5.87993997,3.15583557,0.98749664,2.10299987,0.00109314,0.16726868,0.44105805,0.00000000,0.31116676,0.35674232
-5.87393697,3.26163772,1.03070206,2.16487973,0.00122216,0.17149833,0.46333850,0.00000000,0.32671042,0.36805608
-5.86793397,3.36750004,1.07550527,2.22625482,0.00135952,0.17544122,0.48646420,0.00000000,0.34314486,0.37880146
-5.86193097,3.47285095,1.12154809,2.28700016,0.00150502,0.17901105,0.51025752,0.00000000,0.36026619,0.38881605
-5.85592796,3.57702608,1.16840525,2.34691928,0.00165842,0.18213144,0.53451272,0.00000000,0.37785748,0.39794767
-5.84992496,3.67927457,1.21558835,2.40574083,0.00181951,0.18473896,0.55899801,0.00000000,0.39569240,0.40605948
-5.84392196,3.77877058,1.26255263,2.46311962,0.00198812,0.18678574,0.58345880,0.00000000,0.41353926,0.41303457
-5.83791896,3.87462996,1.30870644,2.51864219,0.00216415,0.18824163,0.60762195,0.00000000,0.43116519,0.41877996
-5.83191596,3.96593125,1.35342329,2.57183657,0.00234761,0.18909564,0.63120100,0.00000000,0.44834059,0.42322981
-5.82591296,4.05174034,1.39605597,2.62218578,0.00253861,0.18935676,0.65390221,0.00000000,0.46484355,0.42634766
-5.81990995,4.13113739,1.43595238,2.66914422,0.00273746,0.18905411,0.67543118,0.00000000,0.48046436,0.42812779
-5.81390695,4.20324487,1.47247234,2.71215607,0.00294459,0.18823638,0.69549981,0.00000000,0.49500971,0.42859551
-5.80790395,4.26725529,1.50500475,2.75067468,0.00316060,0.18697056,0.71383339,0.00000000,0.50830678,0.42780647
-5.80190095,4.32245720,1.53298444,2.78418192,0.00338625,0.18534009,0.73017744,0.00000000,0.52020677,0.42584509
-5.79589795,4.36825823,1.55590778,2.81220645,0.00362244,0.18344254,0.74430418,0.00000000,0.53058795,0.42282205
-5.78989495,4.40420396,1.57334662,2.83433995,0.00387016,0.18138673,0.75601815,0.00000000,0.53935813,0.41887120
-5.78389195,4.42999193,1.58495990,2.85025074,0.00413044,0.17928965,0.76516102,0.00000000,0.54645632,0.41414575
-5.77788894,4.44548006,1.59050235,2.85969392,0.00440431,0.17727310,0.77161528,0.00000000,0.55185374,0.40881419
-5.77188594,4.45068931,1.58983022,2.86251798,0.00469271,0.17546032,0.77530667,0.00000000,0.55555396,0.40305593
