energy_ev,total_up,total_down,Co_p_up,Co_p_down,Co_d_up,Co_d_down,Mn_p_up,Mn_p_down,Mn_d_up,Mn_d_down,N_s_up,N_s_down,N_p_up,N_p_down,Te_p_up,Te_p_down,Te_d_up,Te_d_down
-5.85592796,1.85945775,-1.85939489,0.77271186,-0.77270629,0.50308981,-0.50305681,0.38566146,-0.38562893,0.15122977,-0.15122107,0.00674265,-0.00674243,0.47026532,-0.47028550,0.60589825,-0.60584419,0.00000000,-0.00000000
-5.84992496,1.88628899,-1.88625899,0.76560943,-0.76562701,0.51405740,-0.51403482,0.39821891,-0.39818750,0.16114243,-0.16113536,0.00623516,-0.00623509,0.46600367,-0.46604098,0.62730105,-0.62724933,0.00000000,-0.00000000
-5.84392196,1.90989426,-1.90989957,0.75635765,-0.75639890,0.52367458,-0.52366344,0.41054453,-0.41051475,0.17108719,-0.17108198,0.00573217,-0.00573224,0.45994826,-0.46000328,0.64863772,-0.64858916,0.00000000,-0.00000000
-5.83791896,1.92966685,-1.92970896,0.74497033,-0.74503512,0.53171152,-0.53171250,0.42239357,-0.42236590,0.18093281,-0.18092968,0.00523891,-0.00523909,0.45208567,-0.45215847,0.66953605,-0.66949142,0.00000000,-0.00000000
-5.83191596,1.94504516,-1.94512460,0.73148914,-0.73157675,0.53796928,-0.53798270,0.43350969,-0.43348459,0.19054490,-0.19054403,0.00476011,-0.00476036,0.44244472,-0.44253489,0.68960567,-0.68956568,0.00000000,-0.00000000
-5.82591296,1.95552748,-1.95564383,0.71598240,-0.71609154,0.54228372,-0.54230958,0.44363269,-0.44361059,0.19978950,-0.19979103,0.00429992,-0.00430024,0.43109420,-0.43120085,0.70845021,-0.70841548,0.00000000,-0.00000000
-5.81990995,1.96068693,-1.96083890,0.69854359,-0.69867247,0.54452903,-0.54456698,0.45250698,-0.45248824,0.20853677,-0.20854080,0.00386187,-0.00386223,0.41813968,-0.41826153,0.72568035,-0.72565139,0.00000000,-0.00000000
-5.81390695,1.96018562,-1.96037109,0.67928964,-0.67943605,0.54462037,-0.54466981,0.45989025,-0.45987517,0.21666464,-0.21667122,0.00344878,-0.00344917,0.40371963,-0.40385506,0.74092712,-0.74090429,0.00000000,-0.00000000
-5.80790395,1.95378697,-1.95400311,0.65835889,-0.65852028,0.54251580,-0.54257584,0.46556210,-0.46555089,0.22406228,-0.22407139,0.00306277,-0.00306318,0.38800075,-0.38814786,0.75385482,-0.75383835,0.00000000,-0.00000000
-5.80190095,1.94136543,-1.94160878,0.63590879,-0.63608238,0.53821697,-0.53828652,0.46933206,-0.46932485,0.23063316,-0.23064472,0.00270527,-0.00270568,0.37117283,-0.37132950,0.76417284,-0.76416280,0.00000000,-0.00000000
-5.79589795,1.92291275,-1.92317937,0.61211327,-0.61229613,0.53176876,-0.53184653,0.47104663,-0.47104347,0.23629764,-0.23631153,0.00237705,-0.00237745,0.35344309,-0.35360709,0.77164580,-0.77164211,0.00000000,-0.00000000
-5.78989495,1.89854033,-1.89882590,0.58715989,-0.58734903,0.52325757,-0.52334216,0.47059510,-0.47059591,0.24099494,-0.24101098,0.00207826,-0.00207865,0.33503032,-0.33519937,0.77610146,-0.77610387,0.00000000,-0.00000000
-5.78389195,1.86847705,-1.86877703,0.56124675,-0.56143920,0.51280842,-0.51289834,0.46791363,-0.46791826,0.24468440,-0.24470236,0.00180854,-0.00180891,0.31615896,-0.31633076,0.77743604,-0.77744416,0.00000000,-0.00000000
-5.77788894,1.83306285,-1.83337264,0.53457923,-0.53477215,0.50058078,-0.50067451,0.46298765,-0.46299587,0.24734597,-0.24736560,0.00156707,-0.00156742,0.29705315,-0.29722550,0.77561669,-0.77563000,0.00000000,-0.00000000
-5.77188594,1.79273798,-1.79305299,0.50736674,-0.50755748,0.48676343,-0.48685944,0.45585235,-0.45586384,0.24897999,-0.24900099,0.00135267,-0.00135299,0.27793124,-0.27810206,0.77068105,-0.77069893,0.00000000,-0.00000000
-5.76588294,1.74802841,-1.74834424,0.47981943,-0.48000558,0.47156832,-0.47166514,0.44659128,-0.44660566,0.24960622,-0.24962829,0.00116390,-0.00116420,0.25900056,-0.25916796,0.76273402,-0.76275577,0.00000000,-0.00000000
-5.75987994,1.69952828,-1.69984083,0.45214498,-0.45232442,0.45522390,-0.45532015,0.43533322,-0.43535007,0.24926228,-0.24928512,0.00099915,-0.00099943,0.24045291,-0.24061521,0.75194196,-0.75196683,0.00000000,-0.00000000
-5.75387694,1.64788004,-1.64818561,0.42454562,-0.42471657,0.43796802,-0.43806245,0.42224747,-0.42226632,0.24800153,-0.24802483,0.00085671,-0.00085697,0.22246069,-0.22261646,0.73852473,-0.73855197,0.00000000,-0.00000000
-5.74787394,1.59375352,-1.59404888,0.39721540,-0.39737642,0.42004083,-0.42013231,0.40753784,-0.40755824,0.24589057,-0.24591409,0.00073486,-0.00073510,0.20517391,-0.20532198,0.72274607,-0.72277494,0.00000000,-0.00000000
-5.74187094,1.53782481,-1.53810729,0.37033776,-0.37048778,0.40167788,-0.40176546,0.39143578,-0.39145727,0.24300661,-0.24303010,0.00063193,-0.00063215,0.18871801,-0.18885746,0.70490298,-0.70493280,0.00000000,-0.00000000
-5.73586793,1.48075630,-1.48102383,0.34408352,-0.34422180,0.38310380,-0.38318671,0.37419280,-0.37421495,0.23943460,-0.23945788,0.00054639,-0.00054660,0.17319261,-0.17332281,0.68531458,-0.68534474,0.00000000,-0.00000000
-5.72986493,1.42317862,-1.42342974,0.31860925,-0.31873540,0.36452675,-0.36460440,0.35607275,-0.35609517,0.23526465,-0.23528761,0.00047685,-0.00047706,0.15867122,-0.15879177,0.66431115,-0.66434118,0.00000000,-0.00000000
-5.72386193,1.36567559,-1.36590945,0.29405608,-0.29417002,0.34613397,-0.34620596,0.33734424,-0.33736660,0.23058955,-0.23061214,0.00042215,-0.00042236,0.14520172,-0.14531246,0.64222396,-0.64225350,0.00000000,-0.00000000
-5.71785893,1.30877262,-1.30898901,0.27054897,-0.27065090,0.32808838,-0.32815449,0.31827353,-0.31829557,0.22550271,-0.22552493,0.00038135,-0.00038157,0.13280769,-0.13290866,0.61937621,-0.61940505,0.00000000,-0.00000000
-5.71185593,1.25292927,-1.25312853,0.24819641,-0.24828679,0.31052661,-0.31058677,0.29911816,-0.29913969,0.22009650,-0.22011844,0.00035378,-0.00035401,0.12149039,-0.12158184,0.59607569,-0.59610377,0.00000000,-0.00000000
-5.70585293,1.19853585,-1.19871887,0.22709048,-0.22716996,0.29355817,-0.29361248,0.28012158,-0.28014248,0.21446109,-0.21448292,0.00033902,-0.00033927,0.11123140,-0.11131370,0.57260913,-0.57263656,0.00000000,-0.00000000
-5.69984992,1.14591425,-1.14608234,0.20730733,-0.20737672,0.27726601,-0.27731469,0.26150879,-0.26152905,0.20868382,-0.20870575,0.00033692,-0.00033720,0.10199557,-0.10206922,0.54923864,-0.54926566,0.00000000,-0.00000000
-5.69384692,1.09532235,-1.09547726,0.18890789,-0.18896816,0.26170808,-0.26175146,0.24348331,-0.24350297,0.20284892,-0.20287124,0.00034761,-0.00034793,0.09373435,-0.09379996,0.52619996,-0.52622696,0.00000000,-0.00000000
-5.68784392,1.04696179,-1.04710555,0.17193890,-0.17199108,0.24691999,-0.24695850,0.22622514,-0.22624433,0.19703775,-0.19706079,0.00037146,-0.00037183,0.08638926,-0.08644749,0.50370259,-0.50373008,0.00000000,-0.00000000
-5.68184092,1.00098802,-1.00112290,0.15643406,-0.15647926,0.23291835,-0.23295247,0.20988998,-0.20990888,0.19132921,-0.19135336,0.00040910,-0.00040952,0.07989532,-0.07994687,0.48193132,-0.48195990,0.00000000,-0.00000000
-5.67583792,0.95752201,-0.95765041,0.14241533,-0.14245466,0.21970468,-0.21973494,0.19460929,-0.19462813,0.18580043,-0.18582609,0.00046134,-0.00046183,0.07418439,-0.07422998,0.46104898,-0.46107932,0.00000000,-0.00000000
-5.66983492,0.91666250,-0.91678688,0.12989419,-0.12992877,0.20726956,-0.20729651,0.18049120,-0.18051026,0.18052739,-0.18055500,0.00052920,-0.00052978,0.06918820,-0.06922855,0.44119997,-0.44123279,0.00000000,-0.00000000
-5.66383192,0.87849800,-0.87862079,0.11887294,-0.11890385,0.19559685,-0.19562102,0.16762211,-0.16764170,0.17558557,-0.17561553,0.00061386,-0.00061452,0.06484107,-0.06487687,0.42251411,-0.42255013,0.00000000,-0.00000000
-5.65782891,0.84311759,-0.84324113,0.10934587,-0.10937414,0.18466763,-0.18468956,0.15606858,-0.15608902,0.17105024,-0.17108299,0.00071660,-0.00071736,0.06108218,-0.06111409,0.40511042,-0.40515034,0.00000000,-0.00000000
-5.65182591,0.81061975,-0.81074620,0.10130024,-0.10132682,0.17446387,-0.17448404,0.14587951,-0.14590112,0.16699661,-0.16703253,0.00083877,-0.00083964,0.05785728,-0.05788592,0.38910046,-0.38914494,0.00000000,-0.00000000
-5.64582291,0.78111881,-0.78125009,0.09471711,-0.09474287,0.16497132,-0.16499018,0.13708834,-0.13711142,0.16349941,-0.16353886,0.00098175,-0.00098274,0.05511997,-0.05514591,0.37459097,-0.37464056,0.00000000,-0.00000000
-5.63981991,0.75474830,-0.75488607,0.08957194,-0.08959763,0.15618191,-0.15619984,0.12971507,-0.12973989,0.16063220,-0.16067547,0.00114692,-0.00114804,0.05283233,-0.05285608,0.36168548,-0.36174065,0.00000000,-0.00000000
-5.63381691,0.73166147,-0.73180704,0.08583491,-0.08586121,0.14809519,-0.14811253,0.12376808,-0.12379487,0.15846614,-0.15851347,0.00133557,-0.00133682,0.05096509,-0.05098712,0.35048490,-0.35054596,0.00000000,-0.00000000
-5.62781391,0.71202861,-0.71218293,0.08347112,-0.08349857,0.14071916,-0.14073614,0.11924559,-0.11927454,0.15706843,-0.15711997,0.00154888,-0.00155027,0.04949729,-0.04951799,0.34108692,-0.34115405,0.00000000,-0.00000000
-5.62181091,0.69603169,-0.69619533,0.08244046,-0.08246950,0.13407014,-0.13408696,0.11613674,-0.11616798,0.15650041,-0.15655624,0.00178787,-0.00178942,0.04841548,-0.04843522,0.33358442,-0.33365760,0.00000000,-0.00000000
-5.61580790,0.68385673,-0.68402986,0.08269743,-0.08272836,0.12817210,-0.12818889,0.11442233,-0.11445590,0.15681547,-0.15687558,0.00205338,-0.00205508,0.04771261,-0.04773167,0.32806293,-0.32814199,0.00000000,-0.00000000
-5.60980490,0.67568433,-0.67586672,0.08419077,-0.08422379,0.12305528,-0.12307207,0.11407510,-0.11411100,0.15805690,-0.15812118,0.00234600,-0.00234785,0.04738654,-0.04740519,0.32459750,-0.32468206,0.00000000,-0.00000000
-5.60380190,0.67167921,-0.67187024,0.08686308,-0.08689826,0.11875432,-0.11877111,0.11505988,-0.11509803,0.16025580,-0.16032403,0.00266608,-0.00266809,0.04743846,-0.04745691,0.32324911,-0.32333861,0.00000000,-0.00000000
-5.59779890,0.67197942,-0.67217811,0.09065044,-0.09068776,0.11530610,-0.11532283,0.11733341,-0.11737365,0.16342918,-0.16350106,0.00301371,-0.00301587,0.04787113,-0.04788954,0.32406099,-0.32415469,0.00000000,-0.00000000
-5.59179590,0.67668591,-0.67689093,0.09548213,-0.09552147,0.11274731,-0.11276387,0.12084412,-0.12088624,0.16757855,-0.16765370,0.00338870,-0.00339101,0.04868711,-0.04870564,0.32705522,-0.32715221,0.00000000,-0.00000000
-5.58579290,0.68585315,-0.68606287,0.10128050,-0.10132163,0.11111194,-0.11112818,0.12553190,-0.12557561,0.17268889,-0.17276683,0.00379063,-0.00379309,0.04988713,-0.04990588,0.33222975,-0.33232897,0.00000000,-0.00000000
-5.57978989,0.69948147,-0.69969401,0.10796097,-0.10800358,0.11042890,-0.11044462,0.13132792,-0.13137288,0.17872829,-0.17880847,0.00421882,-0.00422141,0.05146852,-0.05148756,0.33955617,-0.33965644,0.00000000,-0.00000000
-5.57378689,0.71751137,-0.71772463,0.11543236,-0.11547608,0.11071964,-0.11073464,0.13815467,-0.13820048,0.18564823,-0.18573005,0.00467238,-0.00467510,0.05342389,-0.05344330,0.34897843,-0.34907847,0.00000000,-0.00000000
-5.56778389,0.73982025,-0.74003204,0.12359739,-0.12364180,0.11199622,-0.11201029,0.14592616,-0.14597241,0.19338455,-0.19346736,0.00515025,-0.00515309,0.05574014,-0.05575995,0.36041248,-0.36051094,0.00000000,-0.00000000
-5.56178089,0.76622170,-0.76642974,0.13235349,-0.13239813,0.11425956,-0.11427247,0.15454846,-0.15459471,0.20185904,-0.20194217,0.00565124,-0.00565419,0.05839766,-0.05841791,0.37374703,-0.37384255,0.00000000,-0.00000000
-5.55577789,0.79646713,-0.79666915,0.14159382,-0.14163820,0.11749809,-0.11750962,0.16392047,-0.16396627,0.21098169,-0.21106447,0.00617404,-0.00617710,0.06136999,-0.06139068,0.38884528,-0.38893652,0.00000000,-0.00000000
-5.54977489,0.83024978,-0.83044358,0.15120851,-0.15125212,0.12168681,-0.12169675,0.17393496,-0.17397984,0.22065332,-0.22073507,0.00671728,-0.00672042,0.06462370,-0.06464482,0.40554754,-0.40563320,0.00000000,-0.00000000
-5.54377189,0.86721060,-0.86739412,0.16108598,-0.16112834,0.12678675,-0.12679493,0.18447980,-0.18452334,0.23076858,-0.23084869,0.00727952,-0.00728273,0.06811868,-0.06814021,0.42367452,-0.42375341,0.00000000,-0.00000000
-5.53776888,0.90694576,-0.90711716,0.17111445,-0.17115509,0.13274483,-0.13275108,0.19543946,-0.19548125,0.24121918,-0.24129705,0.00785928,-0.00786256,0.07180871,-0.07183062,0.44303120,-0.44310225,0.00000000,-0.00000000
-5.53176588,0.94901514,-0.94917283,0.18118336,-0.18122186,0.13949405,-0.13949825,0.20669651,-0.20673619,0.25189693,-0.25197206,0.00845503,-0.00845835,0.07564227,-0.07566453,0.46341085,-0.46347318,0.00000000,-0.00000000
-5.52576288,0.99295148,-0.99309418,0.19118481,-0.19122077,0.14695412,-0.14695619,0.21813323,-0.21817046,0.26269681,-0.26276875,0.00906513,-0.00906848,0.07956368,-0.07958621,0.48459926,-0.48465216,0.00000000,-0.00000000
-5.51975988,1.03826960,-1.03839635,0.20101478,-0.20104787,0.15503239,-0.15503228,0.22963315,-0.22966765,0.27351948,-0.27358788,0.00968783,-0.00969120,0.08351423,-0.08353697,0.50637859,-0.50642158,0.00000000,-0.00000000
-5.51375688,1.08447531,-1.08458551,0.21057430,-0.21060425,0.16362505,-0.16362277,0.24108249,-0.24111404,0.28427344,-0.28433802,0.01032117,-0.01032454,0.08743365,-0.08745651,0.52853105,-0.52856386,0.00000000,-0.00000000
-5.50775388,1.13107368,-1.13116708,0.21977029,-0.21979687,0.17261870,-0.17261428,0.25237151,-0.25239993,0.29487651,-0.29493709,0.01096292,-0.01096627,0.09126147,-0.09128434,0.55084195,-0.55086455,0.00000000,-0.00000000
-5.50175088,1.17757644,-1.17765311,0.22851622,-0.22853928,0.18189214,-0.18188564,0.26339564,-0.26342079,0.30525667,-0.30531316,0.01161049,-0.01161379,0.09493847,-0.09496124,0.57310228,-0.57311484,0.00000000,-0.00000000
-5.49574787,1.22350834,-1.22356867,0.23673258,-0.23675203,0.19131836,-0.19130991,0.27405644,-0.27407823,0.31535228,-0.31540466,0.01226083,-0.01226406,0.09840810,-0.09843062,0.59511065,-0.59511355,0.00000000,-0.00000000
-5.48974487,1.26841254,-1.26845715,0.24434711,-0.24436288,0.20076689,-0.20075660,0.28426240,-0.28428076,0.32511158,-0.32515987,0.01291035,-0.01291349,0.10161774,-0.10163987,0.61667469,-0.61666850,0.00000000,-0.00000000
-5.48374187,1.31185498,-1.31188471,0.25129490,-0.25130698,0.21010615,-0.21009419,0.29392963,-0.29394451,0.33449168,-0.33453596,0.01355487,-0.01355788,0.10451997,-0.10454152,0.63761207,-0.63759748,0.00000000,-0.00000000
-5.47773887,1.35342805,-1.35344387,0.25751839,-0.25752680,0.21920617,-0.21919269,0.30298234,-0.30299371,0.34345710,-0.34349748,0.01418955,-0.01419240,0.10707356,-0.10709434,0.65775105,-0.65772885,0.00000000,-0.00000000
-5.47173587,1.39275363,-1.39275659,0.26296742,-0.26297221,0.22794126,-0.22792642,0.31135341,-0.31136123,0.35197799,-0.35201458,0.01480886,-0.01481151,0.10924442,-0.10926422,0.67693095,-0.67690203,0.00000000,-0.00000000
-5.46573287,1.42948586,-1.42947700,0.26759927,-0.26760050,0.23619282,-0.23617678,0.31898484,-0.31898907,0.36002822,-0.36006113,0.01540666,-0.01540906,0.11100631,-0.11102492,0.69500259,-0.69496782,0.00000000,-0.00000000
-5.45972986,1.46331377,-1.46329409,0.27137889,-0.27137661,0.24385221,-0.24383510,0.32582830,-0.32582888,0.36758349,-0.36761281,0.01597617,-0.01597829,0.11234145,-0.11235865,0.71182874,-0.71178900,0.00000000,-0.00000000
-5.45372686,1.49396410,-1.49393448,0.27427927,-0.27427355,0.25082343,-0.25080537,0.33184571,-0.33184256,0.37461962,-0.37464541,0.01651018,-0.01651196,0.11324094,-0.11325650,0.72728491,-0.72724101,0.00000000,-0.00000000
-5.44772386,1.52120432,-1.52116547,0.27628208,-0.27627297,0.25702574,-0.25700681,0.33700997,-0.33700298,0.38111120,-0.38113347,0.01700112,-0.01700252,0.11370506,-0.11371877,0.74126037,-0.74121303,0.00000000,-0.00000000
-5.44172086,1.54484610,-1.54479856,0.27737857,-0.27736613,0.26239604,-0.26237629,0.34130573,-0.34129477,0.38703060,-0.38704932,0.01744128,-0.01744226,0.11374348,-0.11375511,0.75365959,-0.75360941,0.00000000,-0.00000000
-5.43571786,1.56474910,-1.56469320,0.27757070,-0.27755498,0.26689084,-0.26687027,0.34473023,-0.34471516,0.39234760,-0.39236269,0.01782304,-0.01782356,0.11337529,-0.11338466,0.76440394,-0.76435141,0.00000000,-0.00000000
-5.42971486,1.58082510,-1.58076099,0.27687247,-0.27685351,0.27048789,-0.27046649,0.34729422,-0.34727490,0.39702952,-0.39704088,0.01813913,-0.01813915,0.11262908,-0.11263601,0.77343379,-0.77337924,0.00000000,-0.00000000
-5.42371186,1.59304235,-1.59296996,0.27531148,-0.27528934,0.27318732,-0.27316503,0.34902283,-0.34899912,0.40104200,-0.40104947,0.01838284,-0.01838234,0.11154278,-0.11154714,0.78071077,-0.78065438,0.00000000,-0.00000000
-5.41770885,1.60142981,-1.60134894,0.27293051,-0.27290524,0.27501213,-0.27498886,0.34995634,-0.34992809,0.40435020,-0.40435364,0.01854836,-0.01854731,0.11016361,-0.11016530,0.78622008,-0.78616192,0.00000000,-0.00000000
-5.41170585,1.60608125,-1.60599159,0.26978916,-0.26976083,0.27600822,-0.27598387,0.35015079,-0.35011791,0.40692063,-0.40691986,0.01863097,-0.01862935,0.10854784,-0.10854680,0.78997291,-0.78991294,0.00000000,-0.00000000
-5.40570285,1.60715882,-1.60706002,0.26596534,-0.26593405,0.27624365,-0.27621811,0.34967839,-0.34964084,0.40872320,-0.40871808,0.01862729,-0.01862511,0.10676057,-0.10675679,0.79200850,-0.79194658,0.00000000,-0.00000000
-5.39969985,1.60489588,-1.60478759,0.26155661,-0.26152250,0.27580747,-0.27578062,0.34862763,-0.34858539,0.40973368,-0.40972411,0.01853547,-0.01853273,0.10487539,-0.10486893,0.79239604,-0.79233199,0.00000000,-0.00000000
-5.39369685,1.59959880,-1.59948074,0.25668116,-0.25664441,0.27480780,-0.27477954,0.34710298,-0.34705615,0.40993619,-0.40992210,0.01835531,-0.01835203,0.10297402,-0.10296497,0.79123601,-0.79116963,0.00000000,-0.00000000
-5.38769385,1.59164762,-1.59151966,0.25147841,-0.25143922,0.27336956,-0.27333981,0.34522430,-0.34517303,0.40932573,-0.40930713,0.01808837,-0.01808458,0.10114578,-0.10113431,0.78866105,-0.78859213,0.00000000,-0.00000000
-5.38169085,1.58149524,-1.58135745,0.24610906,-0.24606770,0.27163166,-0.27160039,0.34312577,-0.34307031,0.40791053,-0.40788750,0.01773798,-0.01773372,0.09948698,-0.09947331,0.78483609,-0.78476451,0.00000000,-0.00000000
-5.37568784,1.56966511,-1.56951781,0.24075460,-0.24071140,0.26974398,-0.26971120,0.34095443,-0.34089512,0.40571417,-0.40568689,0.01730919,-0.01730450,0.09810018,-0.09808458,0.77995789,-0.77988357,0.00000000,-0.00000000
-5.36968484,1.55674721,-1.55659100,0.23561614,-0.23557145,0.26786402,-0.26782979,0.33886835,-0.33880564,0.40277727,-0.40274602,0.01680867,-0.01680362,0.09709319,-0.09707598,0.77425370,-0.77417669,0.00000000,-0.00000000
-5.36368184,1.54339222,-1.54322803,0.23091254,-0.23086678,0.26615355,-0.26611799,0.33703440,-0.33696882,0.39915867,-0.39912381,0.01624457,-0.01623921,0.09657798,-0.09655952,0.76797921,-0.76789969,0.00000000,-0.00000000
-5.35767884,1.53030390,-1.53013297,0.22687778,-0.22683139,0.26477518,-0.26473848,0.33562569,-0.33555787,0.39493603,-0.39489803,0.01562627,-0.01562067,0.09666927,-0.09664996,0.76141570,-0.76133398,0.00000000,-0.00000000
-5.35167584,1.51822950,-1.51805338,0.22375760,-0.22371105,0.26388909,-0.26385151,0.33481873,-0.33474936,0.39020574,-0.39016516,0.01496416,-0.01495839,0.09748287,-0.09746313,0.75486632,-0.75478287,0.00000000,-0.00000000
-5.34567284,1.50794822,-1.50776877,0.22180533,-0.22175911,0.26364989,-0.26361172,0.33479033,-0.33472016,0.38508214,-0.38503963,0.01426935,-0.01426348,0.09913381,-0.09911407,0.74865158,-0.74856700,0.00000000,-0.00000000
