energy_ev,total_up,total_down,Cr_p_up,Cr_p_down,Cr_d_up,Cr_d_down,N_s_up,N_s_down,N_p_up,N_p_down,Na_s_up,Na_s_down,Se_s_up,Se_s_down,Se_p_up,Se_p_down
-4.14507254,1.46318013,-3.30147613,0.93478459,-1.70743525,0.32583569,-0.66320700,0.00958517,-0.03150633,0.21287966,-0.30978304,0.19378671,-0.34028252,0.00894715,-0.02842710,0.79701775,-2.12911460
-4.13906953,1.34325734,-3.34917008,0.87352338,-1.71523396,0.29423350,-0.68518479,0.00880583,-0.02979172,0.19911596,-0.31791609,0.18768893,-0.33230166,0.00815038,-0.02959428,0.72814000,-2.15294630
-4.13306653,1.23062971,-3.39251926,0.81446581,-1.72084326,0.26498800,-0.70652938,0.00809950,-0.02802493,0.18591215,-0.32719321,0.18144148,-0.32374688,0.00740597,-0.03074880,0.66360813,-2.17223854
-4.12706353,1.12511482,-3.43165066,0.75762355,-1.72471262,0.23803448,-0.72708059,0.00745738,-0.02623771,0.17325058,-0.33763041,0.17495974,-0.31482340,0.00671249,-0.03186418,0.60334876,-2.18713602
-4.12106053,1.02647577,-3.46664282,0.70299411,-1.72725900,0.21328739,-0.74666683,0.00687108,-0.02445996,0.16111139,-0.34920590,0.16818307,-0.30573706,0.00606828,-0.03291456,0.54724903,-2.19778559
-4.11505753,0.93443891,-3.49750522,0.65056823,-1.72884579,0.19064538,-0.76510515,0.00633284,-0.02271906,0.14947488,-0.36185678,0.16107577,-0.29668671,0.00547148,-0.03387519,0.49516621,-2.20432304
-4.10905453,0.84870937,-3.52416225,0.60033586,-1.72976441,0.16999595,-0.78220198,0.00583573,-0.02103918,0.13832344,-0.37547699,0.15362687,-0.28785710,0.00492008,-0.03472296,0.44693632,-2.20686195
-4.10305153,0.76898405,-3.54644270,0.55229050,-1.73021963,0.15121971,-0.79775485,0.00537380,-0.01944090,0.12764297,-0.38991693,0.14584875,-0.27941263,0.00441200,-0.03543686,0.40238193,-2.20548517
-4.09704852,0.69496205,-3.56407531,0.50643201,-1.73031902,0.13419404,-0.81155498,0.00494207,-0.01794088,0.11742368,-0.40498460,0.13777480,-0.27149204,0.00394508,-0.03599846,0.36131866,-2.20023916
-4.09104552,0.62635239,-3.57669081,0.46276789,-1.73006707,0.11879628,-0.82339077,0.00453659,-0.01655168,0.10766043,-0.42044854,0.12945637,-0.26420439,0.00351714,-0.03639234,0.32356055,-2.19113163
-4.08504252,0.56287933,-3.58383025,0.42131321,-1.72936418,0.10490632,-0.83305213,0.00415433,-0.01528183,0.09835264,-0.43604242,0.12095918,-0.25762630,0.00312601,-0.03660646,0.28892433,-2.17813229
-4.07903952,0.50428550,-3.58495941,0.38208953,-1.72801066,0.09240857,-0.84033549,0.00379314,-0.01413589,0.08950372,-0.45147110,0.11235939,-0.25180051,0.00276953,-0.03663244,0.25723252,-2.16117667
-4.07303652,0.45033321,-3.57948864,0.34512289,-1.72571521,0.08119353,-0.84504934,0.00345161,-0.01311475,0.08112039,-0.46641820,0.10373962,-0.24673586,0.00244562,-0.03646577,0.22831563,-2.14017289
-4.06703352,0.40080435,-3.56679707,0.31044146,-1.72210787,0.07115881,-0.84702011,0.00312896,-0.01221595,0.07321170,-0.48055466,0.09518501,-0.24240849,0.00215222,-0.03610587,0.20201353,-2.11501060
-4.06103052,0.35549928,-3.54626031,0.27807301,-1.71675649,0.06220978,-0.84609813,0.00282488,-0.01143412,0.06578803,-0.49354819,0.08677963,-0.23876421,0.00188737,-0.03555607,0.17817621,-2.08557202
-4.05502751,0.31423523,-3.51728008,0.24804246,-1.70918623,0.05425997,-0.84216337,0.00253944,-0.01076142,0.05886016,-0.50507311,0.07860325,-0.23572196,0.00164917,-0.03482348,0.15666411,-2.05174408
-4.04902451,0.27684445,-3.47931470,0.22036992,-1.69890100,0.04723114,-0.83513085,0.00227293,-0.01018806,0.05243839,-0.51482038,0.07072868,-0.23317815,0.00143581,-0.03391874,0.13734814,-2.01343129
-4.04302151,0.24317257,-3.43190882,0.19506926,-1.68540621,0.04105329,-0.82495530,0.00202582,-0.00970284,0.04653187,-0.52250717,0.06321968,-0.23101156,0.00124557,-0.03285564,0.12010958,-1.97056858
-4.03701851,0.21307736,-3.37472109,0.17214749,-1.66823145,0.03566451,-0.81163491,0.00179863,-0.00929359,0.04114814,-0.52788594,0.05612946,-0.22908889,0.00107681,-0.03165070,0.10484008,-1.92313341
-4.03101551,0.18642806,-3.30754855,0.15160485,-1.64695254,0.03101079,-0.79521405,0.00159187,-0.00894770,0.03629295,-0.53075227,0.04949987,-0.22727043,0.00092797,-0.03032263,0.09144163,-1.87115661
-4.02501251,0.16310538,-3.23034659,0.13343573,-1.62121172,0.02704587,-0.77578461,0.00140606,-0.00865255,0.03197026,-0.53095153,0.04336112,-0.22541584,0.00079758,-0.02889182,0.07982677,-1.81473139
-4.01900950,0.14300215,-3.14324355,0.11763030,-1.59073531,0.02373108,-0.75348607,0.00124163,-0.00839592,0.02818255,-0.52838385,0.03773203,-0.22338977,0.00068428,-0.02737974,0.06991895,-1.75402008
-4.01300650,0.12602454,-3.04654933,0.10417667,-1.55534811,0.02103518,-0.72850412,0.00109898,-0.00816628,0.02493130,-0.52300729,0.03262075,-0.22106713,0.00058677,-0.02580834,0.06165305,-1.68925819
-4.00700350,0.11209376,-2.94075755,0.09306344,-1.51498391,0.01893433,-0.70106784,0.00097848,-0.00795313,0.02221757,-0.51483917,0.02802579,-0.21833776,0.00050388,-0.02419953,0.05497598,-1.62075565
-4.00100050,0.10114796,-2.82654116,0.08428248,-1.46969176,0.01741193,-0.67144557,0.00088049,-0.00774718,0.02004276,-0.50395541,0.02393739,-0.21511056,0.00043452,-0.02257466,0.04984732,-1.54889516
-3.99499750,0.09314408,-2.70474174,0.07783154,-1.41963789,0.01645854,-0.63993955,0.00080537,-0.00754056,0.01840938,-0.49048803,0.02033900,-0.21131663,0.00037769,-0.02095406,0.04623990,-1.47412754
-3.98899450,0.08805957,-2.57635275,0.07371659,-1.36510315,0.01607173,-0.60687955,0.00075356,-0.00732682,0.01732178,-0.47462086,0.01720891,-0.20691160,0.00033253,-0.01935664,0.04414014,-1.39696446
-3.98299150,0.08589352,-2.44249760,0.07195361,-1.30647624,0.01625581,-0.57261567,0.00072558,-0.00710107,0.01678676,-0.45658376,0.01452182,-0.20187699,0.00029825,-0.01779964,0.04354817,-1.31796873
-3.97698849,0.08666703,-2.30440340,0.07256962,-1.24424309,0.01702149,-0.53751061,0.00072204,-0.00685991,0.01681412,-0.43664544,0.01225041,-0.19622048,0.00027419,-0.01629834,0.04447745,-1.23774261
-3.97098549,0.09042269,-2.16337138,0.07560271,-1.17897299,0.01838535,-0.50193157,0.00074373,-0.00660138,0.01741692,-0.41510542,0.01036684,-0.18997531,0.00025977,-0.01486597,0.04695392,-1.15691457
-3.96498249,0.09722287,-2.02074532,0.08110103,-1.11130208,0.02036913,-0.46624235,0.00079153,-0.00632485,0.01861154,-0.39228523,0.00884400,-0.18319861,0.00025454,-0.01351361,0.05101453,-1.07612513
-3.95897949,0.10714674,-1.87787918,0.08912056,-1.04191491,0.02299884,-0.43079551,0.00086648,-0.00603090,0.02041745,-0.36851937,0.00765670,-0.17596898,0.00025810,-0.01225023,0.05670516,-0.99601234
-3.95297649,0.12028605,-1.73610514,0.09972168,-0.97152512,0.02630362,-0.39592527,0.00096972,-0.00572117,0.02285667,-0.34414627,0.00678260,-0.16838325,0.00027019,-0.01108268,0.06407775,-0.91719748
-3.94697349,0.13673952,-1.59670334,0.11296459,-0.90085581,0.03031446,-0.36194107,0.00110249,-0.00539814,0.02595298,-0.31949968,0.00620304,-0.16055269,0.00029059,-0.01001585,0.07318684,-0.84027160
-3.94097049,0.15660606,-1.46087438,0.12890358,-0.83062061,0.03506264,-0.32912216,0.00126600,-0.00506502,0.02973073,-0.29490064,0.00590361,-0.15259871,0.00031914,-0.00905277,0.08408547,-0.76578328
-3.93496748,0.17997690,-1.32971543,0.14758053,-0.76150615,0.04057811,-0.29771331,0.00146145,-0.00472550,0.03421349,-0.27065050,0.00587459,-0.14464838,0.00035576,-0.00819478,0.09682045,-0.69422828
-3.92896448,0.20692695,-1.20420076,0.16901758,-0.69415649,0.04688772,-0.26792166,0.00168989,-0.00438361,0.03942236,-0.24702489,0.00611121,-0.13682978,0.00040038,-0.00744167,0.11142734,-0.62604120
-3.92296148,0.23750560,-1.08516718,0.19320960,-0.62916015,0.05401336,-0.23991495,0.00195213,-0.00404355,0.04537418,-0.22426910,0.00661381,-0.12926750,0.00045295,-0.00679186,0.12792508,-0.56158952
-3.91695848,0.27172737,-0.97330456,0.22011649,-0.56704011,0.06197025,-0.21382082,0.00224866,-0.00370955,0.05207950,-0.20259473,0.00738784,-0.12207833,0.00051344,-0.00624256,0.14631068,-0.50117012
-3.91095548,0.30956293,-0.86915164,0.24965597,-0.50824683,0.07076518,-0.18972743,0.00257953,-0.00338575,0.05954063,-0.18217765,0.00844372,-0.11536739,0.00058179,-0.00578989,0.16655405,-0.44500824
-3.90495248,0.35093078,-0.77309674,0.28169710,-0.45315462,0.08039509,-0.16768506,0.00294423,-0.00307609,0.06774964,-0.16315736,0.00979669,-0.10922481,0.00065794,-0.00542904,0.18859331,-0.39325887
-3.89894947,0.39569016,-0.68538316,0.31605504,-0.40206098,0.09084584,-0.14770868,0.00334161,-0.00278426,0.07668650,-0.14563749,0.01146644,-0.10372302,0.00074177,-0.00515438,0.21233093,-0.34601021
-3.89294647,0.44363573,-0.60611865,0.35248738,-0.35518886,0.10209138,-0.12978127,0.00376980,-0.00251364,0.08631746,-0.12968744,0.01347681,-0.09891476,0.00083312,-0.00495956,0.23763073,-0.30328914
-3.88694347,0.49449424,-0.53528817,0.39069252,-0.31269144,0.11409335,-0.11385774,0.00422608,-0.00226725,0.09659377,-0.11534491,0.01585525,-0.09483186,0.00093180,-0.00483762,0.26431632,-0.26506815
-3.88094047,0.54792382,-0.47276942,0.43031033,-0.27465890,0.12680116,-0.09986927,0.00470692,-0.00204783,0.10745075,-0.10261919,0.01863229,-0.09148478,0.00103753,-0.00478107,0.29217091,-0.23127334
-3.87493747,0.60351594,-0.41835002,0.47092527,-0.24112683,0.14015264,-0.08772783,0.00520789,-0.00185777,0.11880746,-0.09149498,0.02184090,-0.08886294,0.00114999,-0.00478199,0.32093881,-0.20179324
-3.86893447,0.66080044,-0.37174576,0.51207221,-0.21208551,0.15407520,-0.07733078,0.00572371,-0.00169919,0.13056683,-0.08193650,0.02551578,-0.08693578,0.00126881,-0.00483212,0.35032877,-0.17648785
-3.86293147,0.71925347,-0.33261895,0.55324486,-0.18748968,0.16848753,-0.06856535,0.00624828,-0.00157394,0.14261645,-0.07389181,0.02969246,-0.08565441,0.00139356,-0.00492294,0.38001903,-0.15519752
-3.85692846,0.77830839,-0.30059617,0.59390670,-0.16726815,0.18330175,-0.06131285,0.00677477,-0.00148369,0.15483004,-0.06729702,0.03440642,-0.08495393,0.00152377,-0.00504583,0.40966420,-0.13775134
-3.85092546,0.83736941,-0.27528481,0.63350417,-0.15133281,0.19842611,-0.05545253,0.00729573,-0.00142990,0.16706953,-0.06208031,0.03969199,-0.08475616,0.00165893,-0.00519213,0.43890376,-0.12397466
-3.84492246,0.89582736,-0.25628772,0.67148168,-0.13958650,0.21376780,-0.05086496,0.00780329,-0.00141391,0.17918774,-0.05816560,0.04558119,-0.08497272,0.00179853,-0.00535329,0.46737196,-0.11369544
-3.83891946,0.95307742,-0.24321555,0.70729798,-0.13192943,0.22923617,-0.04743491,0.00828928,-0.00143692,0.19103168,-0.05547572,0.05210243,-0.08550842,0.00194201,-0.00552101,0.49470878,-0.10674925
-3.83291646,1.00853781,-0.23569645,0.74044321,-0.12826390,0.24474588,-0.04505360,0.00874548,-0.00149999,0.20244630,-0.05393503,0.05927916,-0.08626463,0.00208885,-0.00568738,0.52057165,-0.10298279
-3.82691346,1.06166895,-0.23338295,0.77045602,-0.12849707,0.26022003,-0.04362040,0.00916384,-0.00160407,0.21327860,-0.05347144,0.06712832,-0.08714271,0.00223851,-0.00584502,0.54464744,-0.10225569
-3.82091046,1.11199224,-0.23595582,0.79693998,-0.13254166,0.27559306,-0.04304395,0.00953672,-0.00174990,0.22338205,-0.05401777,0.07565882,-0.08804726,0.00239048,-0.00598720,0.56666416,-0.10444086
-3.81490745,1.15910758,-0.24312500,0.81957853,-0.14031476,0.29081325,-0.04324264,0.00985712,-0.00193802,0.23262098,-0.05551245,0.08486994,-0.08888913,0.00254430,-0.00610802,0.58640210,-0.10942311
-3.80890445,1.20270893,-0.25462790,0.83814789,-0.15173465,0.30584485,-0.04414461,0.01011889,-0.00216867,0.24087502,-0.05789957,0.09474983,-0.08958802,0.00269950,-0.00620246,0.60370363,-0.11709652
-3.80290145,1.24259726,-0.27022498,0.85252705,-0.16671601,0.32066949,-0.04568725,0.01031696,-0.00244172,0.24804320,-0.06112844,0.10527392,-0.09007467,0.00285569,-0.00626652,0.61848144,-0.12736044
-3.79689845,1.27869004,-0.28969340,0.86270467,-0.18516376,0.33528705,-0.04781627,0.01044748,-0.00275658,0.25404769,-0.06515258,0.11640368,-0.09029256,0.00301249,-0.00629729,0.63072470,-0.14011456
-3.79089545,1.31102716,-0.31281885,0.86878212,-0.20696588,0.34971582,-0.05048444,0.01050798,-0.00311211,0.25883689,-0.06992830,0.12808545,-0.09019901,0.00316958,-0.00629295,0.64050289,-0.15525326
-3.78489245,1.33977261,-0.33938628,0.87097274,-0.23198566,0.36399196,-0.05365003,0.01049745,-0.00350651,0.26238791,-0.07541302,0.14024964,-0.08976580,0.00332665,-0.00625281,0.64796696,-0.17265962
-3.77888944,1.36521210,-0.36917005,0.86959696,-0.26005392,0.37816839,-0.05727517,0.01041636,-0.00393728,0.26470812,-0.08156341,0.15281035,-0.08897917,0.00348344,-0.00617727,0.65334791,-0.19219933
-3.77288644,1.38774646,-0.40192413,0.86507371,-0.29096162,0.39231309,-0.06132401,0.01026667,-0.00440109,0.26583583,-0.08833345,0.16566540,-0.08783932,0.00363971,-0.00606777,0.65695255,-0.21371504
-3.76688344,1.40788121,-0.43737292,0.85790811,-0.32445340,0.40650690,-0.06576102,0.01005176,-0.00489378,0.26583995,-0.09567262,0.17869699,-0.08635952,0.00379524,-0.00592668,0.65915674,-0.23702132
-3.76088044,1.42621266,-0.47520341,0.84867599,-0.36022255,0.42084110,-0.07054933,0.00977633,-0.00541032,0.26481865,-0.10352423,0.19177285,-0.08456470,0.00394982,-0.00575720,0.66039626,-0.26190078
-3.75487744,1.44341105,-0.51505907,0.83800590,-0.39790787,0.43541462,-0.07564931,0.00944623,-0.00594482,0.26289716,-0.11182416,0.20474816,-0.08248985,0.00410327,-0.00556321,0.66115562,-0.28810139
-3.74887444,1.46020149,-0.55653614,0.82655916,-0.43709272,0.45033137,-0.08101738,0.00906830,-0.00649058,0.26022449,-0.12049995,0.21746803,-0.08017812,0.00425540,-0.00534913,0.66195523,-0.31533557
-3.74287144,1.47734331,-0.59918246,0.81500871,-0.47730664,0.46569747,-0.08660521,0.00865013,-0.00704016,0.25696945,-0.12947040,0.22977063,-0.07767883,0.00440603,-0.00511971,0.66333742,-0.34328090
-3.73686843,1.49560880,-0.64249936,0.80401775,-0.51802956,0.48161878,-0.09235931,0.00819984,-0.00758554,0.25331600,-0.13864579,0.24149085,-0.07504541,0.00455501,-0.00487991,0.66585175,-0.37158290
-3.73086543,1.51576182,-0.68594639,0.79421869,-0.55869886,0.49819857,-0.09822096,0.00772589,-0.00811822,0.24945804,-0.14792853,0.25246450,-0.07233342,0.00470219,-0.00463471,0.67004023,-0.39985954
-3.72486243,1.53853729,-0.72894912,0.78619347,-0.59871893,0.51553565,-0.10412666,0.00723678,-0.00862945,0.24559394,-0.15721449,0.26253280,-0.06959864,0.00484744,-0.00438895,0.67642273,-0.42770770
-3.71885943,1.56462202,-0.77090962,0.78045573,-0.63747316,0.53372271,-0.11000889,0.00674088,-0.00911043,0.24192085,-0.16639477,0.27154701,-0.06689537,0.00499067,-0.00414720,0.68548338,-0.45471117
-3.71285643,1.59463757,-0.81121921,0.77743563,-0.67433792,0.55284516,-0.11579730,0.00624620,-0.00955255,0.23862916,-0.17535792,0.27937313,-0.06427489,0.00513183,-0.00391363,0.69765803,-0.48045010
-3.70685343,1.62912542,-0.84927310,0.77746772,-0.70869807,0.57298013,-0.12142017,0.00576025,-0.00994760,0.23589725,-0.18399245,0.28589639,-0.06178420,0.00527089,-0.00369191,0.71332339,-0.50451138
-3.70085043,1.66853493,-0.88448619,0.78078225,-0.73996333,0.59419587,-0.12680610,0.00528986,-0.01028808,0.23388661,-0.19218958,0.29102525,-0.05946497,0.00540790,-0.00348517,0.73278790,-0.52649968
-3.69484742,1.71321406,-0.91630927,0.78750023,-0.76758493,0.61655126,-0.13188588,0.00484110,-0.01056733,0.23273773,-0.19984600,0.29469489,-0.05735276,0.00554297,-0.00329589,0.75628463,-0.54604853
-3.68884442,1.76340310,-0.94424505,0.79763215,-0.79107182,0.64009541,-0.13659437,0.00441917,-0.01077984,0.23256659,-0.20686663,0.29686987,-0.05547642,0.00567626,-0.00312592,0.78396632,-0.56283114
-3.68284142,1.81923109,-0.96786303,0.81108044,-0.81000565,0.66486729,-0.14087236,0.00402840,-0.01092133,0.23346219,-0.21316705,0.29754585,-0.05385775,0.00580802,-0.00297648,0.81590237,-0.57657029
-3.67683842,1.88071491,-0.98681273,0.82764537,-0.82405395,0.69089525,-0.14466832,0.00367217,-0.01098898,0.23548495,-0.21867566,0.29675027,-0.05251133,0.00593854,-0.00284816,0.85207793,-0.58704700
-3.67083542,1.94776067,-1.00083458,0.84703409,-0.83298096,0.71819637,-0.14793989,0.00335298,-0.01098145,0.23866600,-0.22333535,0.29454194,-0.05144447,0.00606820,-0.00274095,0.89239478,-0.59410755
-3.66483242,2.02016706,-1.00976797,0.86887225,-0.83665542,0.74677557,-0.15065516,0.00307243,-0.01089894,0.24300757,-0.22710470,0.29100946,-0.05065732,0.00619740,-0.00265433,0.93667386,-0.59766854
-3.65882941,2.09763036,-1.01355622,0.89271783,-0.83505531,0.77662447,-0.15279360,0.00283131,-0.01074321,0.24848413,-0.22995856,0.28626859,-0.05014314,0.00632657,-0.00258730,0.98465922,-0.59771972
-3.65282641,2.17975058,-1.01224827,0.91807640,-0.82826904,0.80771997,-0.15434674,0.00262963,-0.01051746,0.25504431,-0.23188814,0.28045861,-0.04988861,0.00645618,-0.00253845,1.03602309,-0.59432472
-3.64682341,2.26603854,-1.00599719,0.94441723,-0.81649328,0.84002258,-0.15531842,0.00246671,-0.01022628,0.26261355,-0.23290050,0.27373784,-0.04987428,0.00658664,-0.00250604,1.09037188,-0.58761948
-3.64082041,2.35592344,-0.99505571,0.97118970,-0.80002750,0.87347450,-0.15572483,0.00234122,-0.00987546,0.27109714,-0.23301768,0.26627851,-0.05007513,0.00671834,-0.00248809,1.14725282,-0.57780858
-3.63481741,2.44876059,-0.97976904,0.99783917,-0.77926553,0.90799763,-0.15559426,0.00225130,-0.00947178,0.28038360,-0.23227538,0.25826112,-0.05046121,0.00685156,-0.00248243,1.20616108,-0.56515980
-3.62881441,2.54383932,-0.96056565,1.02382203,-0.75468459,0.94349152,-0.15496669,0.00219459,-0.00902286,0.29034815,-0.23072142,0.24986865,-0.05099838,0.00698648,-0.00248681,1.26654718,-0.54999713
-3.62281141,2.64039075,-0.93794646,1.04861916,-0.72683229,0.97983140,-0.15389320,0.00216835,-0.00853683,0.30085617,-0.22841411,0.24128079,-0.05164918,0.00712310,-0.00249892,1.32782456,-0.53269265
-3.61680840,2.73759540,-0.91247306,1.07174766,-0.69631227,1.01686646,-0.15243535,0.00216947,-0.00802219,0.31176641,-0.22542052,0.23266832,-0.05237380,0.00726126,-0.00251652,1.38937734,-0.51365761
-3.61080540,2.83459080,-0.88475559,1.09277034,-0.66376897,1.05441841,-0.15066450,0.00219462,-0.00748749,0.32293389,-0.22181498,0.22418813,-0.05313108,0.00740056,-0.00253746,1.45056800,-0.49333333
-3.60480240,2.93047908,-0.85544094,1.11130303,-0.62987235,1.09228061,-0.14866126,0.00224022,-0.00694113,0.33421230,-0.21767762,0.21597880,-0.05387973,0.00754036,-0.00255976,1.51074538,-0.47218200
-3.59879940,3.02433476,-0.82520143,1.12701951,-0.59530289,1.13021774,-0.14651488,0.00230258,-0.00639116,0.34545597,-0.21309328,0.20815701,-0.05457940,0.00767978,-0.00258165,1.56925257,-0.45067806
-3.59279640,3.11521294,-0.79472474,1.13965417,-0.56073758,1.16796620,-0.14432283,0.00237795,-0.00584508,0.35652133,-0.20815063,0.20081497,-0.05519194,0.00781768,-0.00260160,1.62543514,-0.42930013
-3.58679340,3.20215804,-0.76470490,1.14900266,-0.52683709,1.20523533,-0.14219033,0.00246254,-0.00530972,0.36726787,-0.20294158,0.19401876,-0.05568255,0.00795271,-0.00261841,1.67864942,-0.40852393
-3.58079040,3.28421335,-0.73583466,1.15492066,-0.49423460,1.24170947,-0.14022999,0.00255265,-0.00479110,0.37755871,-0.19756093,0.18780777,-0.05602087,0.00808330,-0.00263117,1.72827113,-0.38881614
-3.57478739,3.36043150,-0.70879906,1.15732116,-0.46352617,1.27705094,-0.13856135,0.00264469,-0.00429435,0.38726095,-0.19210619,0.18219514,-0.05618195,0.00820775,-0.00263934,1.77370405,-0.37062924
-3.56878439,3.42988599,-0.68426996,1.15617064,-0.43526289,1.31090390,-0.13731037,0.00273526,-0.00382370,0.39624579,-0.18667743,0.17716914,-0.05614710,0.00832429,-0.00264270,1.81438894,-0.35439740
-3.56278139,3.49168377,-0.66290130,1.15148437,-0.40994468,1.34289914,-0.13660870,0.00282122,-0.00338247,0.40438869,-0.18137718,0.17269543,-0.05590443,0.00843116,-0.00264141,1.84981239,-0.34053301
-3.55677839,3.54497888,-0.64532469,1.14332139,-0.38801542,1.37265969,-0.13659274,0.00289974,-0.00297305,0.41156971,-0.17631012,0.16871998,-0.05544929,0.00852676,-0.00263593,1.87951565,-0.32942398
-3.55077539,3.58898696,-0.63214492,1.13177937,-0.36985943,1.39980718,-0.13740230,0.00296834,-0.00259703,0.41767403,-0.17158252,0.16517262,-0.05478432,0.00860972,-0.00262705,1.90310305,-0.32143134
-3.54477239,3.62300044,-0.62393513,1.11698954,-0.35579883,1.42396892,-0.13917899,0.00302501,-0.00225520,0.42259295,-0.16730143,0.16197099,-0.05391929,0.00867909,-0.00261581,1.92025000,-0.31688714
-3.53876938,3.64640410,-0.62123121,1.09911222,-0.34609156,1.44478548,-0.14206411,0.00306817,-0.00194769,0.42622529,-0.16357334,0.15902467,-0.05287066,0.00873445,-0.00260348,1.93071023,-0.31609218
-3.53276638,3.65869064,-0.62452532,1.07833267,-0.34093001,1.46191870,-0.14619616,0.00309673,-0.00167408,0.42847925,-0.16050254,0.15623944,-0.05166087,0.00877609,-0.00259149,1.93432205,-0.31931372
-3.52676338,3.65947583,-0.63425846,1.05485779,-0.34043981,1.47505998,-0.15170800,0.00311017,-0.00143345,0.42927480,-0.15818900,0.15352135,-0.05031740,0.00880515,-0.00258137,1.93101350,-0.32678283
-3.52076038,3.64851274,-0.65081206,1.02891330,-0.34467888,1.48393863,-0.15872363,0.00310845,-0.00122456,0.42854634,-0.15672587,0.15078062,-0.04887173,0.00882371,-0.00257464,1.92080608,-0.33869141
-3.51475738,3.62570467,-0.67449897,1.00074165,-0.35363664,1.48833011,-0.16735481,0.00309208,-0.00104591,0.42624574,-0.15619674,0.14793507,-0.04735803,0.00883500,-0.00257282,1.90381709,-0.35518894
-3.50875438,3.59111619,-0.70555398,0.97060044,-0.36723346,1.48806400,-0.17769751,0.00306209,-0.00089584,0.42234547,-0.15667274,0.14491312,-0.04581196,0.00884337,-0.00257727,1.88026030,-0.37637898
-3.50275138,3.54498197,-0.74412451,0.93876123,-0.38532049,1.48303139,-0.18982847,0.00301997,-0.00077263,0.41684162,-0.15820959,0.14165613,-0.04426931,0.00885447,-0.00258918,1.85044501,-0.40231566
-3.49674837,3.48771279,-0.79026183,0.90550873,-0.40768003,1.47319155,-0.20380188,0.00296765,-0.00067459,0.40975679,-0.16084488,0.13812021,-0.04276485,0.00887517,-0.00260950,1.81477354,-0.43300032
-3.49074537,3.41989858,-0.84391350,0.87114006,-0.43402678,1.45857759,-0.21964645,0.00290744,-0.00060007,0.40114248,-0.16459572,0.13427723,-0.04133121,0.00891357,-0.00263888,1.77373697,-0.46837840
-3.48474237,3.34230800,-0.90491763,0.83596405,-0.46401006,1.43930089,-0.23736299,0.00284196,-0.00054755,0.39108092,-0.16945683,0.13011530,-0.03999793,0.00897893,-0.00267763,1.72790951,-0.50833712
-3.47873937,3.25588448,-0.97299922,0.80030039,-0.49721746,1.41555406,-0.25692256,0.00277407,-0.00051566,0.37968618,-0.17539945,0.12563852,-0.03879082,0.00908148,-0.00272575,1.67794134,-0.55270381
-3.47273637,3.16173840,-1.04776939,0.76447853,-0.53317981,1.38761220,-0.27826546,0.00270676,-0.00050316,0.36710445,-0.18237099,0.12086617,-0.03773146,0.00923227,-0.00278288,1.62455013,-0.60124531
-3.46673337,3.06113554,-1.12872744,0.72883630,-0.57137794,1.35583226,-0.30130090,0.00264310,-0.00050901,0.35351337,-0.19029572,0.11583142,-0.03683700,0.00944290,-0.00284833,1.56851144,-0.65366852
-3.46073037,2.95548168,-1.21526612,0.69371795,-0.61125099,1.32065042,-0.32590764,0.00258613,-0.00053227,0.33912053,-0.19907630,0.11057955,-0.03612020,0.00972519,-0.00292117,1.51064793,-0.70962215
-3.45472736,2.84630354,-1.30667994,0.65947193,-0.65220624,1.28257724,-0.35193538,0.00253876,-0.00057216,0.32416101,-0.20859643,0.10516587,-0.03558973,0.01009087,-0.00300021,1.45181777,-0.76869970
-3.44872436,2.73522632,-1.40217650,0.62644797,-0.69363046,1.24219071,-0.37920699,0.00250371,-0.00062795,0.30889416,-0.21872431,0.09965345,-0.03525063,0.01055111,-0.00308412,1.39290212,-0.83044362
-3.44272136,2.62394813,-1.50089020,0.59499382,-0.73490225,1.20012709,-0.40752141,0.00248340,-0.00069901,0.29359959,-0.22931695,0.09411066,-0.03510497,0.01111616,-0.00317152,1.33479199,-0.89435053
-3.43671836,2.51421175,-1.60189821,0.56545142,-0.77540511,1.15706980,-0.43665716,0.00247987,-0.00078466,0.27857265,-0.24022510,0.08860878,-0.03515260,0.01179483,-0.00326102,1.27837458,-0.95987743
-3.43071536,2.40777425,-1.70423781,0.53815269,-0.81454081,1.11373642,-0.46637638,0.00249473,-0.00088423,0.26411941,-0.25129851,0.08321962,-0.03539198,0.01259410,-0.00335138,1.22451919,-1.02644860
-3.42471236,2.30637502,-1.80692460,0.51341490,-0.85174249,1.07086425,-0.49642909,0.00252909,-0.00099693,0.25055125,-0.26239139,0.07801343,-0.03582097,0.01351863,-0.00344155,1.17406294,-1.09346307
-3.41870935,2.21170294,-1.90897096,0.49153575,-0.88648703,1.02919459,-0.52655775,0.00258353,-0.00112187,0.23817937,-0.27336777,0.07305692,-0.03643764,0.01457038,-0.00353078,1.12779650,-1.16030261
-3.41270635,2.12536333,-2.00940402,0.47278826,-0.91830622,0.98945644,-0.55650183,0.00265804,-0.00125797,0.22730908,-0.28410633,0.06841177,-0.03724087,0.01574826,-0.00361871,1.08644995,-1.22633983
-3.40670335,2.04884537,-2.10728273,0.45741549,-0.94679621,0.95234977,-0.58600236,0.00275202,-0.00140397,0.21823415,-0.29450463,0.06413337,-0.03823085,0.01704780,-0.00370541,1.05067912,-1.29094653
-3.40070035,1.98349087,-2.20171346,0.44562529,-0.97162509,0.91852918,-0.61480635,0.00286430,-0.00155841,0.21123120,-0.30448238,0.06026998,-0.03940946,0.01846101,-0.00379140,1.02105261,-1.35350217
