energy_ev,total_up,Cd_p_up,Cd_d_up,Cr_p_up,Cr_d_up,N_s_up,N_p_up,Se_s_up,Se_p_up
-3.28664332,2.52599474,0.51734984,0.08466640,1.71164943,1.28192978,0.01511554,0.24562887,0.02556133,0.70755979
-3.28064032,2.52183319,0.52680315,0.08661571,1.66845174,1.27823007,0.01609399,0.25322561,0.02676638,0.67888710
-3.27463732,2.51260332,0.53501453,0.08866510,1.62207960,1.27007130,0.01710595,0.26071193,0.02803145,0.65077537
-3.26863432,2.49871930,0.54200055,0.09080159,1.57327310,1.25769306,0.01815395,0.26806962,0.02934293,0.62358112
-3.26263132,2.48066078,0.54780235,0.09301105,1.52277488,1.24140205,0.01924051,0.27528230,0.03068597,0.59762159
-3.25662831,2.45895091,0.55248114,0.09527763,1.47131060,1.22156176,0.02036781,0.28233326,0.03204446,0.57316546
-3.25062531,2.43413261,0.55611294,0.09758319,1.41957043,1.19858033,0.02153717,0.28920313,0.03340113,0.55042556
-3.24462231,2.40674428,0.55878270,0.09990667,1.36819231,1.17289712,0.02274862,0.29586757,0.03473761,0.52955364
-3.23861931,2.37729615,0.56057815,0.10222363,1.31774738,1.14496854,0.02400044,0.30229518,0.03603461,0.51063748
-3.23261631,2.34624842,0.56158379,0.10450594,1.26872792,1.11525369,0.02528873,0.30844581,0.03727212,0.49370035
-3.22661331,2.31399239,0.56187540,0.10672169,1.22153828,1.08420052,0.02660707,0.31426935,0.03842972,0.47870277
-3.22061031,2.28083547,0.56151522,0.10883527,1.17648889,1.05223295,0.02794626,0.31970525,0.03948693,0.46554647
-3.21460730,2.24699093,0.56054832,0.11080785,1.13379346,1.01973962,0.02929422,0.32468281,0.04042367,0.45408029
-3.20860430,2.21257285,0.55900017,0.11259800,1.09356950,0.98706463,0.03063596,0.32912219,0.04122074,0.44410776
-3.20260130,2.17759643,0.55687556,0.11416266,1.05584194,0.95450068,0.03195381,0.33293630,0.04186036,0.43539600
-3.19659830,2.14198375,0.55415898,0.11545829,1.02054968,0.92228471,0.03322770,0.33603333,0.04232669,0.42768554
-3.19059530,2.10557443,0.55081635,0.11644223,0.98755473,0.89059626,0.03443571,0.33831986,0.04260644,0.42070071
-3.18459230,2.06814065,0.54679791,0.11707413,0.95665367,0.85955841,0.03555464,0.33970450,0.04268931,0.41416016
-3.17858929,2.02940564,0.54204216,0.11731747,0.92759068,0.82924108,0.03656083,0.34010166,0.04256845,0.40778713
-3.17258629,1.98906453,0.53648056,0.11714102,0.90007192,0.79966654,0.03743092,0.33943543,0.04224081,0.40131903
-3.16658329,1.94680657,0.53004264,0.11652019,0.87378039,0.77081651,0.03814283,0.33764325,0.04170741,0.39451614
-3.16058029,1.90233731,0.52266128,0.11543822,0.84839098,0.74264067,0.03867658,0.33467920,0.04097340,0.38716904
-3.15457729,1.85539982,0.51427787,0.11388711,0.82358480,0.71506582,0.03901518,0.33051678,0.04004809,0.37910458
-3.14857429,1.80579378,0.50484696,0.11186822,0.79906266,0.68800543,0.03914541,0.32515098,0.03894479,0.37019028
-3.14257129,1.75339167,0.49434041,0.10939265,0.77455690,0.66136896,0.03905844,0.31859947,0.03768050,0.36033702
-3.13656828,1.69815123,0.48275055,0.10648114,0.74984134,0.63507065,0.03875037,0.31090311,0.03627556,0.34950007
-3.13056528,1.64012394,0.47009253,0.10316373,0.72473914,0.60903720,0.03822253,0.30212541,0.03475314,0.33767850
-3.12456228,1.57945920,0.45640556,0.09947909,0.69912823,0.58321438,0.03748157,0.29235140,0.03313867,0.32491304
-3.11855928,1.51640417,0.44175323,0.09547350,0.67294438,0.55757207,0.03653942,0.28168554,0.03145923,0.31128267
-3.11255628,1.45129976,0.42622281,0.09119969,0.64618186,0.53210774,0.03541297,0.27024923,0.02974294,0.29690008
-3.10655328,1.38457276,0.40992373,0.08671544,0.61889188,0.50684839,0.03412363,0.25817768,0.02801828,0.28190619
-3.10055028,1.31672511,0.39298527,0.08208204,0.59117894,0.48185080,0.03269665,0.24561663,0.02631353,0.26646420
-3.09454727,1.24832054,0.37555367,0.07736278,0.56319548,0.45720045,0.03116042,0.23271878,0.02465617,0.25075318
-3.08854427,1.17996955,0.35778881,0.07262141,0.53513499,0.43300896,0.02954553,0.21964029,0.02307240,0.23496163
-3.08254127,1.11231328,0.33986049,0.06792062,0.50722411,0.40941050,0.02788393,0.20653743,0.02158669,0.21928120
-3.07653827,1.04600699,0.32194471,0.06332069,0.47971390,0.38655726,0.02620791,0.19356350,0.02022141,0.20390078
-3.07053527,0.98170368,0.30421972,0.05887832,0.45287075,0.36461416,0.02454925,0.18086606,0.01899654,0.18900107
-3.06453227,0.92003858,0.28686235,0.05464553,0.42696718,0.34375324,0.02293829,0.16858468,0.01792946,0.17474989
-3.05852926,0.86161478,0.27004437,0.05066892,0.40227300,0.32414769,0.02140318,0.15684915,0.01703477,0.16129827
-3.05252626,0.80699055,0.25392925,0.04698901,0.37904681,0.30596603,0.01996918,0.14577820,0.01632416,0.14877723
-3.04652326,0.75666849,0.23866917,0.04363985,0.35752845,0.28936649,0.01865811,0.13547875,0.01580641,0.13729559
-3.04052026,0.71108692,0.22440250,0.04064887,0.33793228,0.27449178,0.01748790,0.12604568,0.01548731,0.12693845
-3.03451726,0.67061355,0.21125171,0.03803684,0.32044165,0.26146462,0.01647233,0.11756205,0.01536971,0.11776656
-3.02851426,0.63554151,0.19932183,0.03581812,0.30520462,0.25038400,0.01562085,0.11009976,0.01545354,0.10981636
-3.02251126,0.60608788,0.18869943,0.03400096,0.29233100,0.24132237,0.01493862,0.10372064,0.01573592,0.10310074
-3.01650825,0.58239464,0.17945216,0.03258801,0.28189086,0.23432392,0.01442657,0.09847778,0.01621124,0.09761031
-3.01050525,0.56453187,0.17162888,0.03157695,0.27391434,0.22940395,0.01408164,0.09441718,0.01687132,0.09331525
-3.00450225,0.55250327,0.16526041,0.03096117,0.26839297,0.22654943,0.01389712,0.09157957,0.01770557,0.09016753
-2.99849925,0.54625355,0.16036081,0.03073056,0.26528218,0.22572067,0.01386306,0.09000224,0.01870125,0.08810345
-2.99249625,0.54567754,0.15692912,0.03087232,0.26450513,0.22685402,0.01396676,0.08972099,0.01984371,0.08704643
-2.98649325,0.55063065,0.15495163,0.03137179,0.26595747,0.22986562,0.01419328,0.09077190,0.02111668,0.08690999
-2.98049025,0.56094014,0.15440444,0.03221332,0.26951305,0.23465588,0.01452605,0.09319291,0.02250269,0.08760077
-2.97448724,0.57641672,0.15525621,0.03338103,0.27503015,0.24111453,0.01494747,0.09702508,0.02398337,0.08902155
-2.96848424,0.59686599,0.15747104,0.03485950,0.28235798,0.24912603,0.01543946,0.10231341,0.02553992,0.09107424
-2.96248124,0.62209886,0.16101115,0.03663444,0.29134329,0.25857500,0.01598411,0.10910712,0.02715352,0.09366257
-2.95647824,0.65194056,0.16583940,0.03869315,0.30183656,0.26935135,0.01656419,0.11745931,0.02880571,0.09669466
-2.95047524,0.68623745,0.17192122,0.04102480,0.31369751,0.28135484,0.01716368,0.12742579,0.03047883,0.10008516
-2.94447224,0.72486114,0.17922602,0.04362060,0.32679970,0.29449876,0.01776823,0.13906329,0.03215635,0.10375706
-2.93846923,0.76770946,0.18772783,0.04647367,0.34103385,0.30871240,0.01836550,0.15242670,0.03382315,0.10764294
-2.93246623,0.81470393,0.19740507,0.04957879,0.35630963,0.32394221,0.01894547,0.16756565,0.03546572,0.11168577
-2.92646323,0.86578376,0.20823944,0.05293184,0.37255600,0.34015145,0.01950065,0.18452031,0.03707233,0.11583917
-2.92046023,0.92089631,0.22021391,0.05652910,0.38971970,0.35731825,0.02002611,0.20331661,0.03863299,0.12006705
-2.91445723,0.97998451,0.23330997,0.06036636,0.40776237,0.37543222,0.02051954,0.22396108,0.04013943,0.12434280
-2.90845423,1.04297178,0.24750412,0.06443786,0.42665605,0.39448966,0.02098111,0.24643549,0.04158489,0.12864798
-2.90245123,1.10974524,0.26276399,0.06873526,0.44637768,0.41448771,0.02141328,0.27069160,0.04296391,0.13297058
-2.89644822,1.18013835,0.27904427,0.07324643,0.46690276,0.43541778,0.02182051,0.29664627,0.04427202,0.13730308
-2.89044522,1.25391400,0.29628263,0.07795447,0.48819873,0.45725861,0.02220894,0.32417742,0.04550539,0.14164024
-2.88444222,1.33074950,0.31439624,0.08283676,0.51021853,0.47996955,0.02258599,0.35312091,0.04666047,0.14597695
-2.87843922,1.41022452,0.33327886,0.08786425,0.53289490,0.50348448,0.02295995,0.38326887,0.04773370,0.15030615
-2.87243622,1.49181340,0.35279914,0.09300105,0.55613594,0.52770687,0.02333956,0.41436969,0.04872119,0.15461708
-2.86643322,1.57488253,0.37280012,0.09820434,0.57982236,0.55250653,0.02373360,0.44612974,0.04961851,0.15889386
-2.86043022,1.65869396,0.39310026,0.10342467,0.60380683,0.57771827,0.02415051,0.47821718,0.05042061,0.16311467
-2.85442721,1.74241529,0.41349610,0.10860668,0.62791579,0.60314281,0.02459809,0.51026762,0.05112178,0.16725147
-2.84842421,1.82513622,0.43376652,0.11369020,0.65195362,0.62855014,0.02508315,0.54189178,0.05171579,0.17127035
-2.84242121,1.90589116,0.45367850,0.11861176,0.67570935,0.65368521,0.02561135,0.57268476,0.05219612,0.17513258
-2.83641821,1.98368744,0.47299422,0.12330641,0.69896556,0.67827579,0.02618704,0.60223675,0.05255625,0.17879620
-2.83041521,2.05753778,0.49147923,0.12770980,0.72150908,0.70204232,0.02681314,0.63014474,0.05279016,0.18221817
-2.82441221,2.12649565,0.50891119,0.13176047,0.74314309,0.72470910,0.02749113,0.65602475,0.05289274,0.18535686
-2.81840920,2.18969185,0.52508888,0.13540210,0.76369968,0.74601639,0.02822105,0.67952404,0.05286034,0.18817483
-2.81240620,2.24637046,0.53984094,0.13858585,0.78305240,0.76573277,0.02900155,0.70033279,0.05269131,0.19064166
-2.80640320,2.29592213,0.55303384,0.14127241,0.80112776,0.78366696,0.02982998,0.71819468,0.05238643,0.19273662
-2.80040020,2.33791313,0.56457868,0.14343383,0.81791496,0.79967858,0.03070247,0.73291589,0.05194937,0.19445107
-2.79439720,2.37210817,0.57443636,0.14505498,0.83347309,0.81368701,0.03161406,0.74437199,0.05138697,0.19579039
-2.78839420,2.39848588,0.58262083,0.14613449,0.84793508,0.82567798,0.03255879,0.75251260,0.05070944,0.19677518
-2.78239120,2.41724581,0.58920013,0.14668522,0.86150797,0.83570730,0.03352980,0.75736326,0.04993041,0.19744186
-2.77638819,2.42880637,0.59429519,0.14673416,0.87446903,0.84390144,0.03451944,0.75902471,0.04906682,0.19784234
-2.77038519,2.43379355,0.59807627,0.14632179,0.88715776,0.85045491,0.03551941,0.75766947,0.04813867,0.19804285
-2.76438219,2.43302082,0.60075724,0.14550084,0.89996375,0.85562435,0.03652078,0.75353583,0.04716855,0.19812203
-2.75837919,2.42746089,0.60258789,0.14433460,0.91331092,0.85971965,0.03751417,0.74691961,0.04618118,0.19816815
-2.75237619,2.41821059,0.60384457,0.14289481,0.92763844,0.86309232,0.03848979,0.73816402,0.04520265,0.19827575
-2.74637319,2.40645032,0.60481956,0.14125918,0.94337941,0.86612182,0.03943761,0.72764804,0.04425975,0.19854181
-2.74037019,2.39339983,0.60580962,0.13950868,0.96093803,0.86920025,0.04034746,0.71577378,0.04337906,0.19906156
-2.73436718,2.38027222,0.60710418,0.13772475,0.98066644,0.87271627,0.04120916,0.70295346,0.04258617,0.19992422
-2.72836418,2.36822826,0.60897366,0.13598638,1.00284230,0.87703891,0.04201269,0.68959636,0.04190482,0.20120884
-2.72236118,2.35833274,0.61165837,0.13436745,1.02764838,0.88250212,0.04274832,0.67609624,0.04135609,0.20298048
-2.71635818,2.35151490,0.61535846,0.13293408,1.05515513,0.88939065,0.04340679,0.66281984,0.04095766,0.20528689
-2.71035518,2.34853436,0.62022521,0.13174245,1.08530734,0.89792809,0.04397945,0.65009654,0.04072321,0.20815590
-2.70435218,2.34995415,0.62635412,0.13083686,1.11791574,0.90826753,0.04445838,0.63820978,0.04066192,0.21159363
-2.69834917,2.35612159,0.63377993,0.13024829,1.15265409,0.92048538,0.04483655,0.62739024,0.04077808,0.21558369
-2.69234617,2.36715801,0.64247377,0.12999342,1.18906223,0.93457857,0.04510793,0.61781107,0.04107097,0.22008734
-2.68634317,2.38295752,0.65234261,0.13007417,1.22655520,0.95046539,0.04526750,0.60958519,0.04153479,0.22504469
-2.68034017,2.40319474,0.66323100,0.13047776,1.26443814,0.96798985,0.04531138,0.60276466,0.04215886,0.23037688
-2.67433717,2.42734134,0.67492494,0.13117731,1.30192666,0.98692946,0.04523683,0.59734218,0.04292799,0.23598916
-2.66833417,2.45469036,0.68715801,0.13213286,1.33817181,1.00700607,0.04504221,0.59325438,0.04382293,0.24177464
-2.66233117,2.48438757,0.69961927,0.13329296,1.37228872,1.02789927,0.04472704,0.59038699,0.04482112,0.24761879
-2.65632816,2.51546825,0.71196296,0.13459655,1.40338772,1.04926168,0.04429191,0.58858154,0.04589740,0.25340414
-2.65032516,2.54689810,0.72381949,0.13597527,1.43060663,1.07073553,0.04373846,0.58764327,0.04702497,0.25901521
-2.64432216,2.57761645,0.73480741,0.13735591,1.45314276,1.09196965,0.04306934,0.58735017,0.04817629,0.26434337
-2.63831916,2.60657989,0.74454604,0.13866311,1.47028333,1.11263600,0.04228818,0.58746260,0.04932409,0.26929130
-2.63231616,2.63280459,0.75266819,0.13982211,1.48143289,1.13244510,0.04139952,0.58773325,0.05044233,0.27377691
-2.62631316,2.65540545,0.75883256,0.14076139,1.48613655,1.15115937,0.04040882,0.58791709,0.05150708,0.27773654
-2.62031016,2.67363034,0.76273546,0.14141523,1.48409808,1.16860392,0.03932243,0.58778088,0.05249733,0.28112716
-2.61430715,2.68688819,0.76412126,0.14172600,1.47519210,1.18467407,0.03814754,0.58711185,0.05339566,0.28392755
-2.60830415,2.69476939,0.76279125,0.14164615,1.45946990,1.19933933,0.03689218,0.58572537,0.05418872,0.28613837
-2.60230115,2.69705810,0.75861052,0.14113971,1.43715871,1.21264367,0.03556519,0.58347112,0.05486754,0.28778113
-2.59629815,2.69373568,0.75151268,0.14018340,1.40865465,1.22470196,0.03417616,0.58023759,0.05542759,0.28889601
-2.59029515,2.68497552,0.74150213,0.13876718,1.37450976,1.23569299,0.03273536,0.57595487,0.05586868,0.28953882
-2.58429215,2.67112953,0.72865384,0.13689433,1.33541390,1.24584934,0.03125368,0.57059542,0.05619461,0.28977714
-2.57828914,2.65270727,0.71311072,0.13458095,1.29217231,1.25544476,0.02974248,0.56417303,0.05641267,0.28968588
-2.57228614,2.63034898,0.69507871,0.13185499,1.24568016,1.26477984,0.02821348,0.55674001,0.05653297,0.28934256
-2.56628314,2.60479399,0.67481972,0.12875494,1.19689510,1.27416670,0.02667859,0.54838276,0.05656762,0.28882248
-2.56028014,2.57684639,0.65264304,0.12532807,1.14680913,1.28391374,0.02514970,0.53921608,0.05652994,0.28819420
-2.55427714,2.54733976,0.62889531,0.12162847,1.09642093,1.29431117,0.02363854,0.52937657,0.05643353,0.28751544
-2.54827414,2.51710294,0.60394971,0.11771490,1.04670987,1.30561826,0.02215642,0.51901544,0.05629150,0.28682976
-2.54227114,2.48692858,0.57819487,0.11364871,0.99861246,1.31805299,0.02071409,0.50829120,0.05611567,0.28616413
-2.53626813,2.45754607,0.55202381,0.10949163,0.95300210,1.33178454,0.01932156,0.49736258,0.05591603,0.28552757
-2.53026513,2.42960002,0.52582350,0.10530391,0.91067263,1.34692920,0.01798792,0.48638210,0.05570021,0.28491098
-2.52426213,2.40363520,0.49996539,0.10114258,0.87232606,1.36354957,0.01672128,0.47549056,0.05547329,0.28428805
-2.51825913,2.38008835,0.47479713,0.09706000,0.83856431,1.38165725,0.01552864,0.46481270,0.05523771,0.28361738
-2.51225613,2.35928683,0.45063584,0.09310286,0.80988516,1.40121859,0.01441592,0.45445408,0.05499341,0.28284542
-2.50625313,2.34145366,0.42776287,0.08931137,0.78668180,1.42216302,0.01338795,0.44449938,0.05473814,0.28191042
-2.50025013,2.32671816,0.40642029,0.08571896,0.76924567,1.44439359,0.01244852,0.43501193,0.05446791,0.28074676
-2.49424712,2.31513096,0.38680877,0.08235218,0.75777197,1.46779872,0.01160052,0.42603441,0.05417761,0.27928972
-2.48824412,2.30668221,0.36908700,0.07923095,0.75236720,1.49226465,0.01084605,0.41759045,0.05386155,0.27748026
-2.48224112,2.30132135,0.35337228,0.07636905,0.75305818,1.51768776,0.01018655,0.40968697,0.05351422,0.27526957
-2.47623812,2.29897712,0.33974205,0.07377465,0.75980182,1.54398598,0.00962303,0.40231694,0.05313078,0.27262316
-2.47023512,2.29957638,0.32823629,0.07145113,0.77249509,1.57110885,0.00915619,0.39546227,0.05270770,0.26952418
-2.46423212,2.30306061,0.31886032,0.06939779,0.79098485,1.59904549,0.00878658,0.38909662,0.05224309,0.26597592
-2.45822911,2.30939911,0.31158803,0.06761055,0.81507699,1.62783033,0.00851479,0.38318793,0.05173701,0.26200328
-2.45222611,2.31859824,0.30636519,0.06608273,0.84454467,1.65754617,0.00834149,0.37770053,0.05119157,0.25765308
-2.44622311,2.33070645,0.30311282,0.06480552,0.87913545,1.68832469,0.00826758,0.37259665,0.05061085,0.25299343
-2.44022011,2.34581497,0.30173045,0.06376854,0.91857727,1.72034413,0.00829417,0.36783758,0.05000072,0.24811188
-2.43421711,2.36405442,0.30209937,0.06296016,0.96258316,1.75382460,0.00842260,0.36338414,0.04936844,0.24311281
-2.42821411,2.38558780,0.30408566,0.06236780,1.01085474,1.78902100,0.00865439,0.35919698,0.04872230,0.23811389
-2.42221111,2.41060046,0.30754328,0.06197805,1.06308461,1.82621385,0.00899114,0.35523652,0.04807100,0.23324208
-2.41620810,2.43928776,0.31231694,0.06177683,1.11895767,1.86569840,0.00943437,0.35146288,0.04742322,0.22862911
-2.41020510,2.47184122,0.31824512,0.06174940,1.17815150,1.90777227,0.00998539,0.34783586,0.04678702,0.22440688
-2.40420210,2.50843385,0.32516304,0.06188053,1.24033581,1.95272192,0.01064510,0.34431517,0.04616943,0.22070286
-2.39819910,2.54920539,0.33290561,0.06215447,1.30517121,2.00080830,0.01141372,0.34086094,0.04557612,0.21763566
-2.39219610,2.59424807,0.34131051,0.06255516,1.37230724,2.05225203,0.01229058,0.33743471,0.04501108,0.21531114
-2.38619310,2.64359336,0.35022118,0.06306636,1.44137990,2.10721835,0.01327390,0.33400071,0.04447660,0.21381886
-2.38019010,2.69720019,0.35948977,0.06367187,1.51200864,2.16580244,0.01436053,0.33052762,0.04397329,0.21322937
-2.37418709,2.75494502,0.36897991,0.06435584,1.58379323,2.22801521,0.01554573,0.32699053,0.04350025,0.21359207
-2.36818409,2.81661390,0.37856933,0.06510307,1.65631038,2.29377037,0.01682300,0.32337309,0.04305542,0.21493390
-2.36218109,2.88189693,0.38815208,0.06589934,1.72911061,2.36287310,0.01818389,0.31966970,0.04263596,0.21725878
-2.35617809,2.95038528,0.39764041,0.06673182,1.80171554,2.43501089,0.01961794,0.31588752,0.04223880,0.22054771
-2.35017509,3.02157092,0.40696615,0.06758936,1.87361592,2.50974736,0.02111263,0.31204817,0.04186112,0.22475967
-2.34417209,3.09484942,0.41608163,0.06846285,1.94427079,2.58651938,0.02265338,0.30818905,0.04150092,0.22983305
-2.33816908,3.16952594,0.42496002,0.06934548,2.01310814,2.66463837,0.02422372,0.30436398,0.04115753,0.23568772
-2.33216608,3.24482453,0.43359520,0.07023292,2.07952732,2.74329596,0.02580541,0.30064329,0.04083205,0.24222744
-2.32616308,3.31990099,0.44200105,0.07112350,2.14290367,2.82157466,0.02737880,0.29711325,0.04052767,0.24934285
-2.32016008,3.39385912,0.45021042,0.07201821,2.20259542,2.89846348,0.02892315,0.29387470,0.04024992,0.25691456
-2.31415708,3.46577036,0.45827361,0.07292069,2.25795310,2.97287863,0.03041712,0.29104120,0.04000672,0.26481659
-2.30815408,3.53469654,0.46625657,0.07383714,2.30833143,3.04368886,0.03183929,0.28873655,0.03980833,0.27291990
-2.30215108,3.59971512,0.47423888,0.07477605,2.35310349,3.10974496,0.03316876,0.28709192,0.03966710,0.28109592
-2.29614807,3.65994633,0.48231155,0.07574800,2.39167689,3.16991251,0.03438579,0.28624268,0.03959714,0.28922008
-2.29014507,3.71458136,0.49057468,0.07676531,2.42351140,3.22310684,0.03547244,0.28632503,0.03961373,0.29717516
-2.28414207,3.76291040,0.49913511,0.07784162,2.44813747,3.26832872,0.03641324,0.28747271,0.03973279,0.30485446
-2.27813907,3.80434950,0.50810389,0.07899152,2.46517484,3.30469955,0.03719581,0.28981368,0.03997011,0.31216458
-2.27213607,3.83846483,0.51759391,0.08023005,2.47435038,3.33149424,0.03781141,0.29346718,0.04034059,0.31902786
-2.26613307,3.86499316,0.52771733,0.08157220,2.47551420,3.34817036,0.03825537,0.29854096,0.04085748,0.32538432
-2.26013007,3.88385734,0.53858307,0.08303247,2.46865328,3.35439206,0.03852746,0.30512892,0.04153160,0.33119300
-2.25412706,3.89517566,0.55029421,0.08462433,2.45390146,3.35004746,0.03863206,0.31330917,0.04237060,0.33643273
-2.24812406,3.89926430,0.56294537,0.08635972,2.43154540,3.33525839,0.03857823,0.32314244,0.04337834,0.34110226
-2.24212106,3.89663230,0.57662005,0.08824861,2.40202559,3.31038195,0.03837949,0.33467083,0.04455442,0.34521960
-2.23611806,3.88796879,0.59138784,0.09029851,2.36593214,3.27600335,0.03805356,0.34791690,0.04589374,0.34882081
-2.23011506,3.87412261,0.60730175,0.09251407,2.32399523,3.23292023,0.03762185,0.36288300,0.04738636,0.35195802
-2.22411206,3.85607487,0.62439537,0.09489672,2.27707007,3.18211883,0.03710878,0.37955074,0.04901750,0.35469684
-2.21810905,3.83490517,0.64268024,0.09744431,2.22611696,3.12474293,0.03654100,0.39788053,0.05076765,0.35711332
-2.21210605,3.81175276,0.66214317,0.10015085,2.17217682,3.06205680,0.03594649,0.41781119,0.05261298,0.35929033
-2.20610305,3.78777403,0.68274383,0.10300631,2.11634316,2.99540352,0.03535354,0.43925944,0.05452585,0.36131368
-2.20010005,3.76409802,0.70441254,0.10599645,2.05973133,2.92616055,0.03478976,0.46211937,0.05647547,0.36326803
-2.19409705,3.74178170,0.72704834,0.10910276,2.00344640,2.85569431,0.03428105,0.48626176,0.05842872,0.36523275
-2.18809405,3.72176694,0.75051755,0.11230243,1.94855081,2.78531570,0.03385061,0.51153344,0.06035103,0.36727789
-2.18209105,3.70484104,0.77465281,0.11556844,1.89603326,2.71623839,0.03351807,0.53775656,0.06220726,0.36946039
-2.17608804,3.69160248,0.79925277,0.11886969,1.84678005,2.64954171,0.03329869,0.56472810,0.06396270,0.37182081
-2.17008504,3.68243373,0.82408253,0.12217124,1.80155015,2.58613953,0.03320279,0.59221955,0.06558397,0.37438050
-2.16408204,3.67748219,0.84887497,0.12543460,1.76095523,2.52675647,0.03323527,0.61997715,0.06703982,0.37713967
-2.15807904,3.67665065,0.87333310,0.12861823,1.72544547,2.47191237,0.03339545,0.64772273,0.06830192,0.38007609
-2.15207604,3.67959780,0.89713353,0.13167798,1.69530194,2.42191561,0.03367697,0.67515538,0.06934547,0.38314494
-2.14607304,3.68574922,0.91993108,0.13456782,1.67063594,2.37686538,0.03406807,0.70195430,0.07014971,0.38627943
-2.14007004,3.69431887,0.94136475,0.13724057,1.65139555,2.33666282,0.03455193,0.72778269,0.07069826,0.38939261
-2.13406703,3.70434036,0.96106487,0.13964881,1.63737908,2.30103039,0.03510733,0.75229312,0.07097932,0.39238004
-2.12806403,3.71470732,0.97866152,0.14174592,1.62825500,2.26953852,0.03570934,0.77513414,0.07098576,0.39512344
-2.12206103,3.72422135,0.99379402,0.14348723,1.62358755,2.24163840,0.03633032,0.79595828,0.07071508,0.39749516
-2.11605803,3.73164573,1.00612131,0.14483123,1.62286691,2.21669928,0.03694085,0.81443118,0.07016924,0.39936328
-2.11005503,3.73576303,1.01533292,0.14574088,1.62554261,2.19404870,0.03751084,0.83024166,0.06935444,0.40059722
-2.10405203,3.73543395,1.02116019,0.14618495,1.63105866,2.17301377,0.03801060,0.84311230,0.06828085,0.40107355
-2.09804902,3.72965507,1.02338728,0.14613933,1.63888877,2.15296162,0.03841195,0.85281028,0.06696223,0.40068188
-2.09204602,3.71761283,1.02186154,0.14558821,1.64856981,2.13333726,0.03868915,0.85915769,0.06541567,0.39933034
-2.08604302,3.69873107,1.01650264,0.14452524,1.65973212,2.11369706,0.03881986,0.86204107,0.06366112,0.39695065
-2.08004002,3.67270997,1.00730999,0.14295431,1.67212474,2.09373630,0.03878587,0.86141935,0.06172113,0.39350234
-2.07403702,3.63955405,0.99436810,0.14089022,1.68563451,2.07330962,0.03857370,0.85732987,0.05962042,0.38897592
-2.06803402,3.59958786,0.97784919,0.13835896,1.70029765,2.05244337,0.03817495,0.84989192,0.05738561,0.38339491
-2.06203102,3.55345797,0.95801307,0.13539757,1.71630327,2.03133925,0.03758659,0.83930740,0.05504480,0.37681640
-2.05602801,3.50212107,0.93520379,0.13205375,1.73398822,2.01036910,0.03681085,0.82585840,0.05262730,0.36933031
-2.05002501,3.44681797,0.90984332,0.12838490,1.75382341,1.99006110,0.03585510,0.80990166,0.05016322,0.36105716
-2.04402201,3.38903466,0.88242209,0.12445688,1.77639208,1.97107796,0.03473138,0.79185994,0.04768313,0.35214445
-2.03801901,3.33045176,0.85348688,0.12034242,1.80236071,1.95418809,0.03345593,0.77221043,0.04521771,0.34276188
-2.03201601,3.27288439,0.82362633,0.11611910,1.83244411,1.94023119,0.03204844,0.75147089,0.04279732,0.33309552
-2.02601301,3.21821518,0.79345470,0.11186725,1.86736603,1.93007975,0.03053129,0.73018373,0.04045160,0.32334119
-2.02001001,3.16832313,0.76359441,0.10766761,1.90781737,1.92459831,0.02892869,0.70889899,0.03820905,0.31369738
-2.01400700,3.12501173,0.73465818,0.10359890,1.95441382,1.92460235,0.02726584,0.68815662,0.03609660,0.30435810
-2.00800400,3.08993924,0.70723136,0.09973556,2.00765527,1.93081871,0.02556806,0.66846916,0.03413921,0.29550576
-2.00200100,3.06455439,0.68185522,0.09614547,2.06788883,1.94384929,0.02385995,0.65030531,0.03235944,0.28730468
-1.99599800,3.05004024,0.65901183,0.09288804,2.13527743,1.96413970,0.02216472,0.63407512,0.03077708,0.27989533
-1.98999500,3.04726837,0.63911103,0.09001249,2.20977573,1.99195423,0.02050355,0.62011761,0.02940880,0.27338959
-1.98399200,3.05676551,0.62247998,0.08755656,2.29111441,2.02735803,0.01889508,0.60869091,0.02826788,0.26786727
-1.97798899,3.07869336,0.60935552,0.08554562,2.37879383,2.07020729,0.01735507,0.59996566,0.02736392,0.26337392
-1.97198599,3.11284244,0.59987957,0.08399223,2.47208727,2.12014756,0.01589616,0.59402155,0.02670273,0.25992004
-1.96598299,3.15863949,0.59409749,0.08289604,2.57005376,2.17662006,0.01452781,0.59084716,0.02628615,0.25748173
-1.95997999,3.21516762,0.59195943,0.08224424,2.67155966,2.23887540,0.01325634,0.59034292,0.02611202,0.25600253
-1.95397699,3.28119788,0.59332418,0.08201232,2.77530792,2.30599383,0.01208507,0.59232694,0.02617423,0.25539648
-1.94797399,3.35523017,0.59796556,0.08216511,2.87987370,2.37691084,0.01101457,0.59654329,0.02646270,0.25555213
-1.94197099,3.43554145,0.60558068,0.08265817,2.98374427,2.45044671,0.01004303,0.60267235,0.02696363,0.25633724
-1.93596798,3.52023866,0.61579976,0.08343937,3.08536151,2.52533852,0.00916659,0.61034260,0.02765960,0.25760406
-1.92996498,3.60731410,0.62819714,0.08445058,3.18316492,2.60027322,0.00837978,0.61914346,0.02852985,0.25919474
-1.92396198,3.69470088,0.64230307,0.08562942,3.27563318,2.67392024,0.00767590,0.62863855,0.02955057,0.26094687
