energy_ev,total_up,Cu_p_up,Cu_d_up,N_s_up,N_p_up,Te_p_up,Te_d_up,Y_p_up,Y_d_up
-3.09454727,1.75389220,1.24477052,0.51662263,0.00276627,0.33644026,0.41273102,0.00000000,0.69687747,0.24228878
-3.08854427,1.75228109,1.24642856,0.51512474,0.00265337,0.33691114,0.41413392,0.00000000,0.70061554,0.24198299
-3.08254127,1.75385431,1.24869722,0.51461294,0.00254533,0.33831072,0.41595679,0.00000000,0.70620381,0.24213681
-3.07653827,1.75870281,1.25172318,0.51509951,0.00244207,0.34064809,0.41820164,0.00000000,0.71371058,0.24276391
-3.07053527,1.76678129,1.25555829,0.51655809,0.00234356,0.34389937,0.42084201,0.00000000,0.72314050,0.24385849
-3.06453227,1.77789674,1.26015355,0.51892104,0.00224980,0.34800474,0.42382190,0.00000000,0.73442692,0.24539352
-3.05852926,1.79170523,1.26535918,0.52207889,0.00216080,0.35286739,0.42705650,0.00000000,0.74742811,0.24732023
-3.05252626,1.80771703,1.27093083,0.52588205,0.00207654,0.35835448,0.43043486,0.00000000,0.76192791,0.24956875
-3.04652326,1.82531038,1.27654173,0.53014474,0.00199702,0.36430009,0.43382441,0.00000000,0.77764065,0.25204996
-3.04052026,1.84375334,1.28180048,0.53465098,0.00192218,0.37051010,0.43707715,0.00000000,0.79422059,0.25465855
-3.03451726,1.86223271,1.28627332,0.53916248,0.00185195,0.37676886,0.44003724,0.00000000,0.81127523,0.25727705
-3.02851426,1.87988900,1.28951010,0.54342794,0.00178625,0.38284733,0.44254963,0.00000000,0.82838219,0.25978063
-3.02251126,1.89585541,1.29107224,0.54719337,0.00172497,0.38851228,0.44446932,0.00000000,0.84510884,0.26204258
-3.01650825,1.90929927,1.29056150,0.55021305,0.00166804,0.39353631,0.44567076,0.00000000,0.86103377,0.26394007
-3.01050525,1.91946357,1.28764781,0.55226029,0.00161540,0.39770802,0.44605679,0.00000000,0.87576910,0.26535999
-3.00450225,1.92570679,1.28209466,0.55313782,0.00156705,0.40084197,0.44556682,0.00000000,0.88898254,0.26620448
-2.99849925,1.92753870,1.27378067,0.55268696,0.00152304,0.40278796,0.44418354,0.00000000,0.90041807,0.26639605
-2.99249625,1.92465062,1.26271602,0.55079540,0.00148355,0.40343913,0.44193805,0.00000000,0.90991421,0.26588186
-2.98649325,1.91693833,1.24905284,0.54740300,0.00144880,0.40273851,0.43891276,0.00000000,0.91741889,0.26463712
-2.98049025,1.90451665,1.23308881,0.54250548,0.00141918,0.40068380,0.43524213,0.00000000,0.92300013,0.26266728
-2.97448724,1.88772480,1.21526367,0.53615577,0.00139515,0.39732999,0.43111096,0.00000000,0.92685190,0.26000911
-2.96848424,1.86712225,1.19614866,0.52846301,0.00137731,0.39278982,0.42675030,0.00000000,0.92929473,0.25673044
-2.96248124,1.84347527,1.17642931,0.51958923,0.00136632,0.38723203,0.42243114,0.00000000,0.93077099,0.25292870
-2.95647824,1.81773472,1.15688225,0.50974397,0.00136298,0.38087745,0.41845595,0.00000000,0.93183487,0.24872827
-2.95047524,1.79100600,1.13834714,0.49917698,0.00136812,0.37399312,0.41514862,0.00000000,0.93313753,0.24427682
-2.94447224,1.76451256,1.12169487,0.48816950,0.00138264,0.36688471,0.41284301,0.00000000,0.93540782,0.23974075
-2.93846923,1.73955462,1.10779365,0.47702440,0.00140747,0.35988755,0.41187063,0.00000000,0.93942958,0.23529994
-2.93246623,1.71746466,1.09747431,0.46605574,0.00144352,0.35335663,0.41254804,0.00000000,0.94601622,0.23114208
-2.92646323,1.69956176,1.09149665,0.45557809,0.00149170,0.34765593,0.41516436,0.00000000,0.95598381,0.22745673
-2.92046023,1.68710657,1.09051819,0.44589614,0.00155286,0.34314761,0.41996951,0.00000000,0.97012365,0.22442941
-2.91445723,1.68125860,1.09506682,0.43729493,0.00162780,0.34018125,0.42716360,0.00000000,0.98917542,0.22223589
-2.90845423,1.68303760,1.10551854,0.43003118,0.00171722,0.33908367,0.43688795,0.00000000,1.01380195,0.22103690
-2.90245123,1.69329030,1.12208139,0.42432590,0.00182176,0.34014947,0.44921817,0.00000000,1.04456651,0.22097341
-2.89644822,1.71266360,1.14478599,0.42035859,0.00194195,0.34363273,0.46415945,0.00000000,1.08191331,0.22216264
-2.89044522,1.74158499,1.17348345,0.41826310,0.00207821,0.34973983,0.48164443,0.00000000,1.12615186,0.22469488
-2.88444222,1.78025067,1.20785025,0.41812529,0.00223086,0.35862370,0.50153358,0.00000000,1.17744551,0.22863117
-2.87843922,1.82862125,1.24740005,0.41998244,0.00240013,0.37037948,0.52361828,0.00000000,1.23580431,0.23400193
-2.87243622,1.88642501,1.29150168,0.42382422,0.00258614,0.38504154,0.54762620,0.00000000,1.30108213,0.24080639
-2.86643322,1.95316789,1.33940231,0.42959521,0.00278891,0.40258195,0.57322900,0.00000000,1.37297790,0.24901295
-2.86043022,2.02814954,1.39025465,0.43719862,0.00300836,0.42291021,0.60005186,0.00000000,1.45104045,0.25856018
-2.85442721,2.11048430,1.44314677,0.44650094,0.00324428,0.44587422,0.62768449,0.00000000,1.53467661,0.26935864
-2.84842421,2.19912594,1.49713310,0.45733730,0.00349636,0.47126230,0.65569315,0.00000000,1.62316186,0.28129309
-2.84242121,2.29289494,1.55126502,0.46951715,0.00376411,0.49880634,0.68363306,0.00000000,1.71565307,0.29422527
-2.83641821,2.39050707,1.60461963,0.48283002,0.00404689,0.52818570,0.71106086,0.00000000,1.81120278,0.30799688
-2.83041521,2.49060210,1.65632541,0.49705104,0.00434384,0.55903210,0.73754641,0.00000000,1.90877442,0.32243282
-2.82441221,2.59177164,1.70558356,0.51194604,0.00465383,0.59093515,0.76268351,0.00000000,2.00725820,0.33734450
-2.81840920,2.69258533,1.75168444,0.52727600,0.00497547,0.62344877,0.78609930,0.00000000,2.10548739,0.35253318
-2.81240620,2.79161471,1.79401833,0.54280079,0.00530703,0.65609814,0.80746167,0.00000000,2.20225469,0.36779317
-2.80640320,2.88745456,1.83208066,0.55828216,0.00564641,0.68838742,0.82648489,0.00000000,2.29632884,0.38291503
-2.80040020,2.97874140,1.86547168,0.57348595,0.00599111,0.71980811,0.84293295,0.00000000,2.38647135,0.39768850
-2.79439720,3.06416957,1.89389132,0.58818365,0.00633822,0.74984794,0.85662102,0.00000000,2.47145357,0.41190540
-2.78839420,3.14250486,1.91712995,0.60215348,0.00668441,0.77800025,0.86741482,0.00000000,2.55007411,0.42536230
-2.78239120,3.21259642,1.93505608,0.61518106,0.00702596,0.80377384,0.87522843,0.00000000,2.62117684,0.43786308
-2.77638819,3.27338728,1.94760229,0.62706000,0.00735880,0.82670293,0.88002068,0.00000000,2.68366938,0.44922146
-2.77038519,3.32392409,1.95475051,0.63759251,0.00767857,0.84635725,0.88179053,0.00000000,2.73654211,0.45926336
-2.76438219,3.36336644,1.95651799,0.64659027,0.00798070,0.86235189,0.88057193,0.00000000,2.77888751,0.46782926
-2.75837919,3.39099627,1.95294489,0.65387566,0.00826057,0.87435663,0.87642850,0.00000000,2.80991940,0.47477650
-2.75237619,3.40622743,1.94408450,0.65928355,0.00851358,0.88210455,0.86944838,0.00000000,2.82899180,0.47998152
-2.74637319,3.40861545,1.92999668,0.66266350,0.00873537,0.88539946,0.85973970,0.00000000,2.83561664,0.48334204
-2.74037019,3.39786732,1.91074483,0.66388256,0.00892192,0.88412206,0.84742676,0.00000000,2.82947977,0.48477909
-2.73436718,3.37385093,1.88639649,0.66282850,0.00906978,0.87823429,0.83264719,0.00000000,2.81045443,0.48423890
-2.72836418,3.33660365,1.85702724,0.65941324,0.00917618,0.86778191,0.81555014,0.00000000,2.77861155,0.48169454
-2.72236118,3.28633938,1.82272745,0.65357642,0.00923923,0.85289489,0.79629543,0.00000000,2.73422611,0.47714719
-2.71635818,3.22345340,1.78361107,0.64528880,0.00925802,0.83378574,0.77505351,0.00000000,2.67777909,0.47062708
-2.71035518,3.14852432,1.73982558,0.63455526,0.00923274,0.81074560,0.75200617,0.00000000,2.60995453,0.46219388
-2.70435218,3.06231250,1.69156223,0.62141722,0.00916474,0.78413835,0.72734754,0.00000000,2.53163150,0.45193655
-2.69834917,2.96575444,1.63906550,0.60595410,0.00905658,0.75439273,0.70128537,0.00000000,2.44387107,0.43997260
-2.69234617,2.85995279,1.58264082,0.58828388,0.00891203,0.72199285,0.67404195,0.00000000,2.34789849,0.42644665
-2.68634317,2.74616194,1.52266007,0.56856236,0.00873595,0.68746749,0.64585475,0.00000000,2.24508104,0.41152841
-2.68034017,2.62576916,1.45956390,0.54698129,0.00853429,0.65137834,0.61697630,0.00000000,2.13690239,0.39540996
-2.67433717,2.50027179,1.39386087,0.52376522,0.00831384,0.61430785,0.58767324,0.00000000,2.02493404,0.37830250
-2.66833417,2.37125090,1.32612296,0.49916723,0.00808215,0.57684695,0.55822432,0.00000000,1.91080525,0.36043249
-2.66233117,2.24034224,1.25697786,0.47346358,0.00784723,0.53958314,0.52891752,0.00000000,1.79617196,0.34203751
-2.65632816,2.10920541,1.18709813,0.44694767,0.00761736,0.50308921,0.50004602,0.00000000,1.68268630,0.32336170
-2.65032516,1.97949212,1.11718788,0.41992324,0.00740082,0.46791306,0.47190345,0.00000000,1.57196710,0.30465110
-2.64432216,1.85281465,1.04796754,0.39269744,0.00720563,0.43456873,0.44477835,0.00000000,1.46557278,0.28614893
-2.63831916,1.73071554,0.98015757,0.36557374,0.00703925,0.40352884,0.41894821,0.00000000,1.36497686,0.26809096
-2.63231616,1.61463933,0.91446175,0.33884519,0.00690838,0.37521865,0.39467328,0.00000000,1.27154700,0.25070119
-2.62631316,1.50590743,0.85155101,0.31278812,0.00681870,0.35001147,0.37219049,0.00000000,1.18652758,0.23418780
-2.62031016,1.40569649,0.79204847,0.28765663,0.00677463,0.32822569,0.35170780,0.00000000,1.11102620,0.21873965
-2.61430715,1.31502107,0.73651621,0.26367804,0.00677924,0.31012305,0.33339909,0.00000000,1.04600388,0.20452325
-2.60830415,1.23472083,0.68544458,0.24104934,0.00683402,0.29590807,0.31740017,0.00000000,0.99226881,0.19168043
-2.60230115,1.16545239,0.63924413,0.21993491,0.00693890,0.28572851,0.30380571,0.00000000,0.95047338,0.18032659
-2.59629815,1.10768590,0.59824062,0.20046527,0.00709216,0.27967656,0.29266765,0.00000000,0.92111396,0.17054968
-2.59029515,1.06170614,0.56267308,0.18273715,0.00729046,0.27779059,0.28399492,0.00000000,0.90453303,0.16240982
-2.58429215,1.02761785,0.53269482,0.16681453,0.00752896,0.28005730,0.27775459,0.00000000,0.90092333,0.15593957
-2.57828914,1.00535479,0.50837731,0.15273070,0.00780142,0.28641419,0.27387449,0.00000000,0.91033334,0.15114475
-2.57228614,0.99469214,0.48971643,0.14049107,0.00810038,0.29675212,0.27224709,0.00000000,0.93267397,0.14800590
-2.56628314,0.99526164,0.47664080,0.13007667,0.00841740,0.31091803,0.27273455,0.00000000,0.96772606,0.14648009
-2.56028014,1.00656882,0.46902159,0.12144803,0.00874332,0.32871771,0.27517469,0.00000000,1.01514845,0.14650321
-2.55427714,1.02801162,0.46668330,0.11454928,0.00906856,0.34991876,0.27938764,0.00000000,1.07448651,0.14799252
-2.54827414,1.05889998,0.46941492,0.10931232,0.00938337,0.37425365,0.28518285,0.00000000,1.14518108,0.15084941
-2.54227114,1.09847554,0.47698085,0.10566079,0.00967824,0.40142310,0.29236612,0.00000000,1.22657768,0.15496237
-2.53626813,1.14593094,0.48913108,0.10351368,0.00994410,0.43109971,0.30074640,0.00000000,1.31793605,0.16020985
-2.53026513,1.20042817,0.50561005,0.10278846,0.01017268,0.46293195,0.31014189,0.00000000,1.41843995,0.16646326
-2.52426213,1.26111536,0.52616381,0.10340360,0.01035676,0.49654867,0.32038531,0.00000000,1.52720712,0.17358972
-2.51825913,1.32714162,0.55054505,0.10528041,0.01049035,0.53156385,0.33132789,0.00000000,1.64329938,0.18145468
-2.51225613,1.39766951,0.57851579,0.10834406,0.01056889,0.56758186,0.34284207,0.00000000,1.76573257,0.18992427
-2.50625313,1.47188475,0.60984765,0.11252389,0.01058939,0.60420293,0.35482260,0.00000000,1.89348629,0.19886734
-2.50025013,1.54900315,0.64431955,0.11775295,0.01055043,0.64102884,0.36718617,0.00000000,2.02551303,0.20815715
-2.49424712,1.62827449,0.68171320,0.12396689,0.01045221,0.67766856,0.37986934,0.00000000,2.16074656,0.21767272
-2.48824412,1.70898353,0.72180648,0.13110226,0.01029646,0.71374381,0.39282520,0.00000000,2.29810927,0.22729973
-2.48224112,1.79044833,0.76436527,0.13909436,0.01008631,0.74889420,0.40601869,0.00000000,2.43651829,0.23693112
-2.47623812,1.87201629,0.80913420,0.14787486,0.00982619,0.78278179,0.41942105,0.00000000,2.57489031,0.24646723
-2.47023512,1.95305825,0.85582703,0.15736929,0.00952154,0.81509506,0.43300370,0.00000000,2.71214513,0.25581580
-2.46423212,2.03296157,0.90411742,0.16749465,0.00917863,0.84555194,0.44673190,0.00000000,2.84720806,0.26489154
-2.45822911,2.11112277,0.95363082,0.17815740,0.00880430,0.87390192,0.46055868,0.00000000,2.97901156,0.27361570
-2.45222611,2.18694050,1.00393822,0.18925182,0.00840567,0.89992728,0.47441955,0.00000000,3.10649653,0.28191544
-2.44622311,2.25981002,1.05455270,0.20065924,0.00798991,0.92344334,0.48822817,0.00000000,3.22861386,0.28972333
-2.44022011,2.32911960,1.10492910,0.21224793,0.00756403,0.94429796,0.50187365,0.00000000,3.34432693,0.29697690
-2.43421711,2.39424994,1.15446762,0.22387405,0.00713461,0.96237031,0.51521953,0.00000000,3.45261564,0.30361845
-2.42821411,2.45457701,1.20252136,0.23538352,0.00670764,0.97756918,0.52810475,0.00000000,3.55248279,0.30959513
-2.42221111,2.50947881,1.24840816,0.24661494,0.00628841,0.98983108,0.54034667,0.00000000,3.64296317,0.31485938
-2.41620810,2.55834608,1.29142628,0.25740339,0.00588139,0.99911823,0.55174609,0.00000000,3.72313581,0.31936974
-2.41020510,2.60059685,1.33087374,0.26758503,0.00549014,1.00541668,0.56209409,0.00000000,3.79213930,0.32309207
-2.40420210,2.63569442,1.36607046,0.27700239,0.00511737,1.00873480,0.57118047,0.00000000,3.84919023,0.32600103
-2.39819910,2.66316788,1.39638240,0.28550992,0.00476490,1.00910217,0.57880322,0.00000000,3.89360400,0.32808188
-2.39219610,2.68263424,1.42124656,0.29297978,0.00443375,1.00656887,0.58477875,0.00000000,3.92481712,0.32933239
-2.38619310,2.69382077,1.44019555,0.29930734,0.00412421,1.00120535,0.58895213,0.00000000,3.94241014,0.32976473
-2.38019010,2.69658626,1.45288060,0.30441617,0.00383596,0.99310258,0.59120690,0.00000000,3.94612951,0.32940723
-2.37418709,2.69093965,1.45909151,0.30826234,0.00356819,0.98237239,0.59147377,0.00000000,3.93590716,0.32830578
-2.36818409,2.67705450,1.45877250,0.31083742,0.00331970,0.96914798,0.58973765,0.00000000,3.91187610,0.32652469
-2.36218109,2.65527814,1.45203289,0.31217040,0.00308905,0.95358406,0.58604275,0.00000000,3.87438071,0.32414692
-2.35617809,2.62613425,1.43915171,0.31232792,0.00287466,0.93585678,0.58049502,0.00000000,3.82398046,0.32127344
-2.35017509,2.59031822,1.42057579,0.31141303,0.00267494,0.91616287,0.57326203,0.00000000,3.76144616,0.31802176
-2.34417209,2.54868485,1.39691121,0.30956234,0.00248836,0.89471811,0.56457002,0.00000000,3.68774819,0.31452344
-2.33816908,2.50222843,1.36890799,0.30694158,0.00231351,0.87175492,0.55469813,0.00000000,3.60403662,0.31092074
-2.33216608,2.45205583,1.33743880,0.30373986,0.00214919,0.84751891,0.54397017,0.00000000,3.51161376,0.30736237
-2.32616308,2.39935328,1.30347225,0.30016274,0.00199442,0.82226468,0.53274413,0.00000000,3.41189989,0.30399853
-2.32016008,2.34534848,1.26804197,0.29642448,0.00184847,0.79625073,0.52139986,0.00000000,3.30639365,0.30097544
-2.31415708,2.29126947,1.23221265,0.29273980,0.00171084,0.76973387,0.51032562,0.00000000,3.19662868,0.29842953
-2.30815408,2.23830215,1.19704458,0.28931545,0.00158126,0.74296318,0.49990399,0.00000000,3.08412860,0.29648168
-2.30215108,2.18754860,1.16355814,0.28634215,0.00145968,0.71617403,0.49049776,0.00000000,2.97036226,0.29523168
-2.29614807,2.13998803,1.13269972,0.28398712,0.00134619,0.68958230,0.48243654,0.00000000,2.85670161,0.29475325
-2.29014507,2.09644230,1.10531052,0.28238760,0.00124103,0.66337913,0.47600461,0.00000000,2.74438390,0.29509000
-2.28414207,2.05754777,1.08209947,0.28164564,0.00114453,0.63772665,0.47143053,0.00000000,2.63448023,0.29625236
-2.27813907,2.02373467,1.06362138,0.28182447,0.00105704,0.61275466,0.46887905,0.00000000,2.52787157,0.29821586
-2.27213607,1.99521511,1.05026107,0.28294650,0.00097893,0.58855872,0.46844544,0.00000000,2.42523343,0.30092090
-2.26613307,1.97198010,1.04222396,0.28499301,0.00091054,0.56519954,0.47015272,0.00000000,2.32702953,0.30427392
-2.26013007,1.95380582,1.03953352,0.28790569,0.00085211,0.54270385,0.47395161,0.00000000,2.23351449,0.30815008
-2.25412706,1.94026851,1.04203531,0.29158968,0.00080380,0.52106663,0.47972329,0.00000000,2.14474507,0.31239741
-2.24812406,1.93076741,1.04940740,0.29591811,0.00076564,0.50025454,0.48728471,0.00000000,2.06059907,0.31684206
-2.24212106,1.92455434,1.06117659,0.30073785,0.00073753,0.48021043,0.49639624,0.00000000,1.98080048,0.32129471
-2.23611806,1.92076858,1.07673953,0.30587618,0.00071920,0.46085866,0.50677130,0.00000000,1.90494954,0.32555757
-2.23011506,1.91847526,1.09538782,0.31114801,0.00071025,0.44211088,0.51808735,0.00000000,1.83255579,0.32943185
-2.22411206,1.91670554,1.11633610,0.31636344,0.00071009,0.42387203,0.52999805,0.00000000,1.76307253,0.33272532
-2.21810905,1.91449665,1.13875176,0.32133510,0.00071801,0.40604629,0.54214585,0.00000000,1.69593078,0.33525952
-2.21210605,1.91093020,1.16178525,0.32588524,0.00073316,0.38854258,0.55417456,0.00000000,1.63057131,0.33687648
-2.20610305,1.90516703,1.18459984,0.32985204,0.00075456,0.37127945,0.56574152,0.00000000,1.56647325,0.33744452
-2.20010005,1.89647742,1.20639956,0.33309501,0.00078112,0.35418917,0.57652877,0.00000000,1.50317825,0.33686293
-2.19409705,1.88426544,1.22645458,0.33549933,0.00081168,0.33722080,0.58625298,0.00000000,1.44030935,0.33506540
-2.18809405,1.86808688,1.24412298,0.33697888,0.00084505,0.32034222,0.59467371,0.00000000,1.37758422,0.33202205
-2.18209105,1.84766031,1.25886836,0.33747811,0.00087996,0.30354102,0.60159982,0.00000000,1.31482246,0.32774007
-2.17608804,1.82287109,1.27027281,0.33697249,0.00091520,0.28682439,0.60689385,0.00000000,1.25194738,0.32226293
-2.17008504,1.79376886,1.27804480,0.33546785,0.00094957,0.27021799,0.61047434,0.00000000,1.18898247,0.31566837
-2.16408204,1.76055874,1.28202213,0.33299854,0.00098193,0.25376399,0.61231601,0.00000000,1.12604348,0.30806516
-2.15807904,1.72358724,1.28216987,0.32962466,0.00101124,0.23751842,0.61244801,0.00000000,1.06332671,0.29958903
-2.15207604,1.68332369,1.27857376,0.32542848,0.00103661,0.22154801,0.61095031,0.00000000,1.00109457,0.29039784
-2.14607304,1.64033830,1.27142942,0.32051030,0.00105725,0.20592676,0.60794847,0.00000000,0.93965939,0.28066622
-2.14007004,1.59527796,1.26102817,0.31498391,0.00107257,0.19073232,0.60360721,0.00000000,0.87936637,0.27058010
-2.13406703,1.54884098,1.24774013,0.30897194,0.00108215,0.17604249,0.59812283,0.00000000,0.82057650,0.26033109
-2.12806403,1.50175173,1.23199550,0.30260120,0.00108576,0.16193192,0.59171514,0.00000000,0.76365047,0.25011120
-2.12206103,1.45473631,1.21426497,0.29599826,0.00108335,0.14846920,0.58461904,0.00000000,0.70893395,0.24010782
-2.11605803,1.40850010,1.19504017,0.28928545,0.00107507,0.13571437,0.57707623,0.00000000,0.65674493,0.23049929
-2.11005503,1.36370797,1.17481502,0.28257734,0.00106125,0.12371701,0.56932732,0.00000000,0.60736335,0.22145109
-2.10405203,1.32096760,1.15406887,0.27597793,0.00104238,0.11251487,0.56160475,0.00000000,0.56102343,0.21311267
-2.09804902,1.28081649,1.13325209,0.26957847,0.00101908,0.10213315,0.55412670,0.00000000,0.51790842,0.20561504
-2.09204602,1.24371283,1.11277470,0.26345609,0.00099210,0.09258430,0.54709223,0.00000000,0.47814809,0.19906906
-2.08604302,1.21003016,1.09299840,0.25767315,0.00096225,0.08386837,0.54067779,0.00000000,0.44181852,0.19356440
-2.08004002,1.18005591,1.07423223,0.25227737,0.00093041,0.07597385,0.53503524,0.00000000,0.40894399,0.18916914
-2.07403702,1.15399343,1.05673179,0.24730254,0.00089747,0.06887886,0.53029121,0.00000000,0.37950079,0.18592989
-2.06803402,1.13196714,1.04070197,0.24276994,0.00086431,0.06255270,0.52654798,0.00000000,0.35342245,0.18387249
-2.06203102,1.11403038,1.02630266,0.23869011,0.00083176,0.05695761,0.52388544,0.00000000,0.33060609,0.18300299
-2.05602801,1.10017523,1.01365691,0.23506514,0.00080056,0.05205065,0.52236415,0.00000000,0.31091951,0.18330905
-2.05002501,1.09034391,1.00286105,0.23189100,0.00077138,0.04778565,0.52202914,0.00000000,0.29420875,0.18476154
-2.04402201,1.08444077,0.99399575,0.22916008,0.00074475,0.04411512,0.52291417,0.00000000,0.28030566,0.18731631
-2.03801901,1.08234458,0.98713749,0.22686362,0.00072108,0.04099208,0.52504609,0.00000000,0.26903532,0.19091610
-2.03201601,1.08392018,0.98236943,0.22499391,0.00070063,0.03837174,0.52844908,0.00000000,0.26022300,0.19549245
-2.02601301,1.08902913,0.97979098,0.22354622,0.00068352,0.03621294,0.53314839,0.00000000,0.25370043,0.20096767
-2.02001001,1.09753877,0.97952550,0.22252025,0.00066973,0.03447942,0.53917331,0.00000000,0.24931137,0.20725673
-2.01400700,1.10932924,0.98172540,0.22192115,0.00065913,0.03314078,0.54655913,0.00000000,0.24691605,0.21426903
-2.00800400,1.12429833,0.98657437,0.22175988,0.00065145,0.03217317,0.55534806,0.00000000,0.24639478,0.22191016
-2.00200100,1.14236386,0.99428634,0.22205312,0.00064634,0.03155970,0.56558877,0.00000000,0.24765027,0.23008340
-1.99599800,1.16346358,1.00510134,0.22282255,0.00064335,0.03129059,0.57733475,0.00000000,0.25060898,0.23869116
-1.98999500,1.18755273,1.01927807,0.22409366,0.00064201,0.03136300,0.59064144,0.00000000,0.25522126,0.24763620
-1.98399200,1.21459941,1.03708367,0.22589407,0.00064178,0.03178059,0.60556227,0.00000000,0.26146038,0.25682269
-1.97798899,1.24457816,1.05878110,0.22825162,0.00064215,0.03255288,0.62214381,0.00000000,0.26932061,0.26615709
-1.97198599,1.27746204,1.08461456,0.23119212,0.00064260,0.03369436,0.64042031,0.00000000,0.27881415,0.27554889
-1.96598299,1.31321388,1.11479377,0.23473707,0.00064263,0.03522335,0.66040794,0.00000000,0.28996739,0.28491123
-1.95997999,1.35177709,1.14947777,0.23890146,0.00064183,0.03716075,0.68209896,0.00000000,0.30281620,0.29416136
-1.95397699,1.39306668,1.18875904,0.24369170,0.00063982,0.03952864,0.70545638,0.00000000,0.31740075,0.30322107
-1.94797399,1.43696107,1.23264870,0.24910385,0.00063631,0.04234879,0.73040918,0.00000000,0.33375984,0.31201709
-1.94197099,1.48329517,1.28106360,0.25512230,0.00063108,0.04564105,0.75684872,0.00000000,0.35192495,0.32048146
-1.93596798,1.53185524,1.33381590,0.26171895,0.00062400,0.04942187,0.78462626,0.00000000,0.37191428,0.32855193
-1.92996498,1.58237590,1.39060583,0.26885291,0.00061502,0.05370274,0.81355220,0.00000000,0.39372696,0.33617252
-1.92396198,1.63453957,1.45101798,0.27647085,0.00060418,0.05848884,0.84339684,0.00000000,0.41733764,0.34329398
-1.91795898,1.68797849,1.51452159,0.28450786,0.00059156,0.06377776,0.87389290,0.00000000,0.44269174,0.34987454
-1.91195598,1.74227929,1.58047489,0.29288891,0.00057736,0.06955854,0.90473985,0.00000000,0.46970155,0.35588055
-1.90595298,1.79698994,1.64813355,0.30153077,0.00056178,0.07581090,0.93560964,0.00000000,0.49824333,0.36128726
-1.89994997,1.85162887,1.71666304,0.31034434,0.00054509,0.08250477,0.96615396,0.00000000,0.52815572,0.36607954
-1.89394697,1.90569575,1.78515463,0.31923713,0.00052761,0.08960027,0.99601255,0.00000000,0.55923930,0.37025256
-1.88794397,1.95868339,1.85264441,0.32811599,0.00050967,0.09704787,1.02482217,0.00000000,0.59125772,0.37381226
-1.88194097,2.01009023,1.91813483,0.33688971,0.00049161,0.10478905,1.05222599,0.00000000,0.62394005,0.37677563
-1.87593797,2.05943263,1.98061796,0.34547149,0.00047380,0.11275726,1.07788287,0.00000000,0.65698463,0.37917074
-1.86993497,2.10625639,2.03909963,0.35378109,0.00045660,0.12087911,1.10147602,0.00000000,0.69006398,0.38103628
-1.86393197,2.15014681,2.09262359,0.36174648,0.00044039,0.12907591,1.12272083,0.00000000,0.72283086,0.38242084
-1.85792896,2.19073679,2.14029489,0.36930501,0.00042552,0.13726533,1.14137127,0.00000000,0.75492509,0.38338161
-1.85192596,2.22771243,2.18130149,0.37640395,0.00041238,0.14536318,1.15722476,0.00000000,0.78598093,0.38398274
-1.84592296,2.26081598,2.21493352,0.38300037,0.00040132,0.15328525,1.17012516,0.00000000,0.81563475,0.38429333
-1.83991996,2.28984593,2.24059931,0.38906047,0.00039272,0.16094901,1.17996386,0.00000000,0.84353259,0.38438496
-1.83391696,2.31465437,2.25783790,0.39455825,0.00038694,0.16827524,1.18667890,0.00000000,0.86933751,0.38432915
-1.82791396,2.33514181,2.26632746,0.39947375,0.00038436,0.17518942,1.19025234,0.00000000,0.89273626,0.38419458
-1.82191096,2.35124998,2.26588960,0.40379096,0.00038537,0.18162287,1.19070590,0.00000000,0.91344519,0.38404442
-1.81590795,2.36295310,2.25648946,0.40749552,0.00039037,0.18751357,1.18809547,0.00000000,0.93121524,0.38393374
-1.80990495,2.37024839,2.23823181,0.41057239,0.00039974,0.19280671,1.18250462,0.00000000,0.94583576,0.38390733
-1.80390195,2.37314644,2.21135348,0.41300370,0.00041391,0.19745491,1.17403760,0.00000000,0.95713730,0.38399784
-1.79789895,2.37166235,2.17621263,0.41476694,0.00043327,0.20141821,1.16281245,0.00000000,0.96499325,0.38422458
-1.79189595,2.36580817,2.13327536,0.41583363,0.00045823,0.20466384,1.14895438,0.00000000,0.96932046,0.38459282
-1.78589295,2.35558745,2.08310048,0.41616861,0.00048918,0.20716581,1.13259010,0.00000000,0.97007893,0.38509388
-1.77988994,2.34099215,2.02632297,0.41573009,0.00052649,0.20890452,1.11384322,0.00000000,0.96727069,0.38570573
-1.77388694,2.32200241,1.96363692,0.41447037,0.00057049,0.20986628,1.09283112,0.00000000,0.96093815,0.38639437
-1.76788394,2.29858907,1.89577856,0.41233743,0.00062146,0.21004294,1.06966336,0.00000000,0.95116185,0.38711566
-1.76188094,2.27071903,1.82351005,0.40927710,0.00067961,0.20943163,1.04444164,0.00000000,0.93805797,0.38781760
-1.75587794,2.23836289,1.74760429,0.40523589,0.00074508,0.20803468,1.01726133,0.00000000,0.92177568,0.38844301
-1.74987494,2.20150463,1.66883149,0.40016422,0.00081790,0.20585970,0.98821425,0.00000000,0.90249430,0.38893234
-1.74387194,2.16015238,1.58794733,0.39401994,0.00089802,0.20291980,0.95739251,0.00000000,0.88042050,0.38922653
-1.73786893,2.11434988,1.50568319,0.38677185,0.00098525,0.19923402,0.92489306,0.00000000,0.85578545,0.38926980
-1.73186593,2.06418752,1.42273826,0.37840307,0.00107927,0.19482778,0.89082245,0.00000000,0.82884204,0.38901226
