energy_ev,total_up,Li_s_up,Mo_p_up,Mo_d_up,N_s_up,N_p_up,Se_s_up,Se_p_up
-2.91445723,1.55600210,0.02313161,0.26737874,0.76243612,0.00054846,0.04421621,0.01414665,0.90331987
-2.90845423,1.55244025,0.02119537,0.26357721,0.75954501,0.00051129,0.04460508,0.01334635,0.90324679
-2.90245123,1.54589951,0.01932965,0.25909724,0.75553070,0.00047564,0.04486377,0.01255409,0.90096698
-2.89644822,1.53627353,0.01754523,0.25393795,0.75038015,0.00044198,0.04497199,0.01177525,0.89638510
-2.89044522,1.52347460,0.01585111,0.24810617,0.74408004,0.00041069,0.04491190,0.01101446,0.88942707
-2.88444222,1.50743878,0.01425435,0.24161648,0.73661873,0.00038208,0.04466875,0.01027553,0.88004372
-2.87843922,1.48813154,0.01276007,0.23449145,0.72798852,0.00035639,0.04423147,0.00956149,0.86821455
-2.87243622,1.46555332,0.01137143,0.22676188,0.71818814,0.00033375,0.04359310,0.00887463,0.85395133
-2.86643322,1.43974450,0.01008976,0.21846702,0.70722511,0.00031422,0.04275116,0.00821655,0.83730113
-2.86043022,1.41078931,0.00891463,0.20965472,0.69511783,0.00029778,0.04170778,0.00758825,0.81834836
-2.85442721,1.37881807,0.00784410,0.20038124,0.68189717,0.00028431,0.04046975,0.00699025,0.79721573
-2.84842421,1.34400772,0.00687488,0.19071091,0.66760745,0.00027364,0.03904837,0.00642263,0.77406363
-2.84242121,1.30658011,0.00600257,0.18071538,0.65230669,0.00026554,0.03745912,0.00588518,0.74908811
-2.83641821,1.26679839,0.00522193,0.17047255,0.63606603,0.00025970,0.03572115,0.00537747,0.72251723
-2.83041521,1.22496134,0.00452706,0.16006521,0.61896857,0.00025581,0.03385672,0.00489891,0.69460599
-2.82441221,1.18139609,0.00391165,0.14957934,0.60110743,0.00025350,0.03189047,0.00444885,0.66563000
-2.81840920,1.13644952,0.00336920,0.13910225,0.58258337,0.00025241,0.02984863,0.00402658,0.63587820
-2.81240620,1.09047889,0.00289316,0.12872054,0.56350211,0.00025214,0.02775822,0.00363139,0.60564497
-2.80640320,1.04384214,0.00247711,0.11851807,0.54397145,0.00025235,0.02564625,0.00326258,0.57522202
-2.80040020,0.99688843,0.00211486,0.10857398,0.52409849,0.00025267,0.02353892,0.00291945,0.54489041
-2.79439720,0.94994941,0.00180056,0.09896086,0.50398699,0.00025279,0.02146097,0.00260132,0.51491315
-2.78839420,0.90333159,0.00152874,0.08974316,0.48373513,0.00025242,0.01943502,0.00230751,0.48552875
-2.78239120,0.85731019,0.00129437,0.08097595,0.46343380,0.00025132,0.01748114,0.00203729,0.45694580
-2.77638819,0.81212466,0.00109287,0.07270398,0.44316532,0.00024929,0.01561645,0.00178992,0.42933913
-2.77038519,0.76797604,0.00092011,0.06496122,0.42300282,0.00024619,0.01385492,0.00156460,0.40284726
-2.76438219,0.72502606,0.00077238,0.05777072,0.40301012,0.00024192,0.01220727,0.00136047,0.37757161
-2.75837919,0.68339802,0.00064641,0.05114485,0.38324220,0.00023644,0.01068098,0.00117661,0.35357700
-2.75237619,0.64317911,0.00053930,0.04508595,0.36374600,0.00022975,0.00928045,0.00101202,0.33089373
-2.74637319,0.60442400,0.00044853,0.03958721,0.34456167,0.00022191,0.00800721,0.00086565,0.30952065
-2.74037019,0.56715948,0.00037188,0.03463377,0.32572400,0.00021299,0.00686021,0.00073640,0.28942937
-2.73436718,0.53138960,0.00030743,0.03020410,0.30726397,0.00020312,0.00583619,0.00062315,0.27056905
-2.72836418,0.49710126,0.00025352,0.02627134,0.28921043,0.00019244,0.00493004,0.00052476,0.25287164
-2.72236118,0.46426980,0.00020872,0.02280477,0.27159157,0.00018113,0.00413518,0.00044008,0.23625727
-2.71635818,0.43286435,0.00017183,0.01977126,0.25443642,0.00016937,0.00344394,0.00036804,0.22063953
-2.71035518,0.40285271,0.00014183,0.01713660,0.23777604,0.00015734,0.00284794,0.00030759,0.20593039
-2.70435218,0.37420566,0.00011786,0.01486681,0.22164461,0.00014523,0.00233842,0.00025779,0.19204457
-2.69834917,0.34690055,0.00009924,0.01292922,0.20608016,0.00013323,0.00190646,0.00021781,0.17890325
-2.69234617,0.32092402,0.00008544,0.01129346,0.19112520,0.00012153,0.00154333,0.00018692,0.16643702
-2.68634317,0.29627404,0.00007607,0.00993231,0.17682704,0.00011028,0.00124058,0.00016460,0.15458798
-2.68034017,0.27296111,0.00007088,0.00882229,0.16323794,0.00009963,0.00099026,0.00015044,0.14331098
-2.67433717,0.25100873,0.00006974,0.00794420,0.15041511,0.00008974,0.00078503,0.00014426,0.13257419
-2.66833417,0.23045334,0.00007268,0.00728344,0.13842052,0.00008071,0.00061815,0.00014606,0.12235883
-2.66233117,0.21134360,0.00007982,0.00683022,0.12732061,0.00007265,0.00048362,0.00015604,0.11265839
-2.65632816,0.19373930,0.00009144,0.00657960,0.11718591,0.00006567,0.00037611,0.00017464,0.10347728
-2.65032516,0.17770994,0.00010791,0.00653145,0.10809047,0.00005984,0.00029097,0.00020248,0.09482919
-2.64432216,0.16333288,0.00012975,0.00669022,0.10011123,0.00005524,0.00022421,0.00024041,0.08673515
-2.63831916,0.15069144,0.00015755,0.00706471,0.09332725,0.00005192,0.00017241,0.00028947,0.07922148
-2.63231616,0.13987261,0.00019203,0.00766757,0.08781866,0.00004996,0.00013272,0.00035089,0.07231770
-2.62631316,0.13096468,0.00023397,0.00851480,0.08366556,0.00004940,0.00010275,0.00042604,0.06605455
-2.62031016,0.12405464,0.00028423,0.00962504,0.08094647,0.00005029,0.00008057,0.00051641,0.06046209
-2.61430715,0.11922529,0.00034368,0.01101882,0.07973660,0.00005269,0.00006457,0.00062360,0.05556797
-2.60830415,0.11655221,0.00041324,0.01271762,0.08010571,0.00005663,0.00005351,0.00074919,0.05139591
-2.60230115,0.11610041,0.00049379,0.01474278,0.08211566,0.00006216,0.00004635,0.00089475,0.04796440
-2.59629815,0.11792070,0.00058614,0.01711440,0.08581758,0.00006931,0.00004231,0.00106176,0.04528556
-2.59029515,0.12204595,0.00069102,0.01985005,0.09124870,0.00007811,0.00004078,0.00125149,0.04336421
-2.58429215,0.12848703,0.00080898,0.02296348,0.09842896,0.00008856,0.00004126,0.00146495,0.04219713
-2.57828914,0.13722877,0.00094041,0.02646321,0.10735747,0.00010067,0.00004339,0.00170281,0.04177245
-2.57228614,0.14822602,0.00108542,0.03035127,0.11800891,0.00011439,0.00004688,0.00196530,0.04206919
-2.56628314,0.16139984,0.00124388,0.03462188,0.13033017,0.00012969,0.00005150,0.00225211,0.04305695
-2.56028014,0.17663427,0.00141528,0.03926037,0.14423726,0.00014647,0.00005708,0.00256237,0.04469580
-2.55427714,0.19377372,0.00159878,0.04424221,0.15961287,0.00016463,0.00006345,0.00289452,0.04693623
-2.54827414,0.21262132,0.00179314,0.04953239,0.17630472,0.00018402,0.00007049,0.00324632,0.04971938
-2.54227114,0.23293852,0.00199675,0.05508510,0.19412495,0.00020445,0.00007808,0.00361481,0.05297744
-2.53626813,0.25444598,0.00220757,0.06084377,0.21285069,0.00022570,0.00008609,0.00399631,0.05663433
-2.53026513,0.27682621,0.00242320,0.06674161,0.23222606,0.00024752,0.00009443,0.00438644,0.06060659
-2.52426213,0.29972775,0.00264090,0.07270255,0.25196568,0.00026962,0.00010296,0.00478021,0.06480459
-2.51825913,0.32277126,0.00285764,0.07864271,0.27175961,0.00029169,0.00011160,0.00517209,0.06913408
-2.51225613,0.34555720,0.00307018,0.08447225,0.29127989,0.00031340,0.00012023,0.00555614,0.07349790
-2.50625313,0.36767513,0.00327513,0.09009771,0.31018833,0.00033441,0.00012876,0.00592617,0.07779814
-2.50025013,0.38871433,0.00346906,0.09542467,0.32814552,0.00035439,0.00013710,0.00627586,0.08193830
-2.49424712,0.40827536,0.00364863,0.10036063,0.34482069,0.00037299,0.00014520,0.00659904,0.08582583
-2.48824412,0.42598227,0.00381067,0.10481810,0.35990200,0.00038993,0.00015303,0.00688980,0.08937456
-2.48224112,0.44149479,0.00395233,0.10871773,0.37310704,0.00040493,0.00016059,0.00714271,0.09250729
-2.47623812,0.45452023,0.00407114,0.11199123,0.38419289,0.00041776,0.00016794,0.00735307,0.09515814
-2.47023512,0.46482432,0.00416519,0.11458423,0.39296542,0.00042827,0.00017520,0.00751700,0.09727474
-2.46423212,0.47224066,0.00423317,0.11645864,0.39928735,0.00043636,0.00018256,0.00763165,0.09882017
-2.45822911,0.47667825,0.00427449,0.11759453,0.40308470,0.00044200,0.00019030,0.00769533,0.09977438
-2.45222611,0.47812667,0.00428930,0.11799157,0.40435128,0.00044525,0.00019879,0.00770754,0.10013519
-2.44622311,0.47665875,0.00427860,0.11766963,0.40315097,0.00044626,0.00020853,0.00766907,0.09991878
-2.44022011,0.47243036,0.00424418,0.11666883,0.39961765,0.00044524,0.00022015,0.00758195,0.09915952
-2.43421711,0.46567748,0.00418872,0.11504881,0.39395275,0.00044250,0.00023444,0.00744947,0.09790923
-2.42821411,0.45671047,0.00411569,0.11288729,0.38642042,0.00043843,0.00025236,0.00727602,0.09623591
-2.42221111,0.44590576,0.00402937,0.11027803,0.37734056,0.00043345,0.00027507,0.00706701,0.09422181
-2.41620810,0.43369532,0.00393479,0.10732817,0.36707989,0.00042807,0.00030396,0.00682869,0.09196111
-2.41020510,0.42055427,0.00383765,0.10415511,0.35604150,0.00042282,0.00034066,0.00656798,0.08955712
-2.40420210,0.40698705,0.00374430,0.10088300,0.34465311,0.00041827,0.00038710,0.00629225,0.08711920
-2.39819910,0.39351278,0.00366163,0.09763902,0.33335465,0.00041496,0.00044551,0.00600908,0.08475944
-2.39219610,0.38065022,0.00359699,0.09454955,0.32258551,0.00041346,0.00051846,0.00572609,0.08258929
-2.38619310,0.36890296,0.00355818,0.09173634,0.31277196,0.00041429,0.00060894,0.00545068,0.08071611
-2.38019010,0.35874530,0.00355332,0.08931289,0.30431512,0.00041790,0.00072030,0.00518986,0.07923997
-2.37418709,0.35060937,0.00359079,0.08738104,0.29758003,0.00042471,0.00085639,0.00495005,0.07825059
-2.36818409,0.34487376,0.00367921,0.08602803,0.29288594,0.00043502,0.00102149,0.00473694,0.07782467
-2.36218109,0.34185424,0.00382732,0.08532399,0.29049837,0.00044905,0.00122041,0.00455535,0.07802362
-2.35617809,0.34179663,0.00404394,0.08531998,0.29062302,0.00046690,0.00145846,0.00440915,0.07889181
-2.35017509,0.34487210,0.00433786,0.08604667,0.29340175,0.00048856,0.00174149,0.00430120,0.08045530
-2.34417209,0.35117511,0.00471777,0.08751370,0.29891074,0.00051387,0.00207583,0.00423333,0.08272131
-2.33816908,0.36072386,0.00519212,0.08970961,0.30716088,0.00054258,0.00246834,0.00420636,0.08567814
-2.33216608,0.37346335,0.00576897,0.09260254,0.31810028,0.00057427,0.00292631,0.00422010,0.08929585
-2.32616308,0.38927076,0.00645585,0.09614153,0.33161889,0.00060844,0.00345743,0.00427348,0.09352747
-2.32016008,0.40796322,0.00725951,0.10025841,0.34755503,0.00064447,0.00406971,0.00436462,0.09831083
-2.31415708,0.42930731,0.00818572,0.10487026,0.36570356,0.00068163,0.00477135,0.00449094,0.10357091
-2.30815408,0.45303032,0.00923897,0.10988229,0.38582541,0.00071915,0.00557069,0.00464927,0.10922257
-2.30215108,0.47883260,0.01042219,0.11519113,0.40765817,0.00075619,0.00647596,0.00483606,0.11517379
-2.29614807,0.50640066,0.01173644,0.12068835,0.43092731,0.00079188,0.00749521,0.00504746,0.12132895
-2.29014507,0.53542045,0.01318060,0.12626412,0.45535757,0.00082535,0.00863608,0.00527947,0.12759243
-2.28414207,0.56559030,0.01475104,0.13181086,0.48068409,0.00085578,0.00990563,0.00552814,0.13387207
-2.27813907,0.59663305,0.01644136,0.13722676,0.50666287,0.00088238,0.01131012,0.00578963,0.14008248
-2.27213607,0.62830663,0.01824217,0.14241905,0.53307993,0.00090443,0.01285482,0.00606037,0.14614817
-2.26613307,0.66041286,0.02014087,0.14730685,0.55975896,0.00092135,0.01454381,0.00633712,0.15200607
-2.26013007,0.69280372,0.02212162,0.15182353,0.58656693,0.00093263,0.01637977,0.00661709,0.15760766
-2.25412706,0.72538501,0.02416532,0.15591847,0.61341732,0.00093795,0.01836379,0.00689795,0.16292037
-2.24812406,0.75811691,0.02624975,0.15955816,0.64027089,0.00093708,0.02049520,0.00717786,0.16792821
-2.24212106,0.79101145,0.02834985,0.16272654,0.66713374,0.00092999,0.02277142,0.00745547,0.17263175
-2.23611806,0.82412682,0.03043806,0.16542462,0.69405272,0.00091678,0.02518781,0.00772990,0.17704715
-2.23011506,0.85755868,0.03248490,0.16766946,0.72110829,0.00089770,0.02773751,0.00800066,0.18120457
-2.22411206,0.89142882,0.03445954,0.16949239,0.74840509,0.00087313,0.03041141,0.00826761,0.18514578
-2.21810905,0.92587158,0.03633058,0.17093670,0.77606062,0.00084358,0.03319801,0.00853081,0.18892124
-2.21210605,0.96101859,0.03806683,0.17205483,0.80419249,0.00080965,0.03608336,0.00879047,0.19258667
-2.20610305,0.99698265,0.03963823,0.17290526,0.83290488,0.00077203,0.03905106,0.00904678,0.19619929
-2.20010005,1.03384140,0.04101664,0.17354918,0.86227476,0.00073147,0.04208220,0.00929984,0.19981402
-2.19409705,1.07162170,0.04217679,0.17404708,0.89233872,0.00068875,0.04515542,0.00954950,0.20347960
-2.18809405,1.11028552,0.04309698,0.17445548,0.92308101,0.00064464,0.04824694,0.00979530,0.20723506
-2.18209105,1.14971824,0.04375987,0.17482395,0.95442349,0.00059992,0.05133065,0.01003635,0.21110657
-2.17608804,1.18971998,0.04415296,0.17519250,0.98621818,0.00055531,0.05437830,0.01027128,0.21510485
-2.17008504,1.23000072,0.04426905,0.17558944,1.01824282,0.00051150,0.05735970,0.01049820,0.21922337
-2.16408204,1.27017954,0.04410649,0.17602995,1.05019992,0.00046911,0.06024298,0.01071468,0.22343735
-2.15807904,1.30978835,0.04366914,0.17651525,1.08171951,0.00042864,0.06299503,0.01091778,0.22770361
-2.15207604,1.34828025,0.04296633,0.17703247,1.11236564,0.00039055,0.06558191,0.01110410,0.23196145
-2.14607304,1.38504220,0.04201246,0.17755532,1.14164656,0.00035519,0.06796941,0.01126989,0.23613436
-2.14007004,1.41941173,0.04082654,0.17804533,1.16902818,0.00032280,0.07012372,0.01141111,0.24013257
-2.13406703,1.45069717,0.03943154,0.17845377,1.19395047,0.00029355,0.07201211,0.01152364,0.24385637
-2.12806403,1.47820047,0.03785366,0.17872411,1.21584597,0.00026751,0.07360375,0.01160335,0.24720007
-2.12206103,1.50124188,0.03612154,0.17879489,1.23415992,0.00024468,0.07487049,0.01164636,0.25005630
-2.11605803,1.51918524,0.03426538,0.17860284,1.24837087,0.00022499,0.07578776,0.01164914,0.25232070
-2.11005503,1.53146305,0.03231612,0.17808627,1.25801110,0.00020831,0.07633533,0.01160873,0.25389658
-2.10405203,1.53760003,0.03030460,0.17718839,1.26268587,0.00019444,0.07649814,0.01152287,0.25469951
-2.09804902,1.53723420,0.02826089,0.17586051,1.26209065,0.00018316,0.07626693,0.01139014,0.25466165
-2.09204602,1.53013475,0.02621358,0.17406510,1.25602559,0.00017421,0.07563885,0.01121012,0.25373551
-2.08604302,1.51621563,0.02418931,0.17177834,1.24440670,0.00016733,0.07461784,0.01098342,0.25189724
-2.08004002,1.49554458,0.02221232,0.16899236,1.22727307,0.00016221,0.07321482,0.01071176,0.24914914
-2.07403702,1.46834723,0.02030424,0.16571680,1.20479018,0.00015859,0.07144778,0.01039799,0.24552146
-2.06803402,1.43500596,0.01848390,0.16197991,1.17724887,0.00015616,0.06934153,0.01004604,0.24107330
-2.06203102,1.39605395,0.01676730,0.15782895,1.14506032,0.00015466,0.06692729,0.00966088,0.23589284
-2.05602801,1.35216453,0.01516773,0.15333002,1.10874725,0.00015384,0.06424214,0.00924842,0.23009663
-2.05002501,1.30413642,0.01369589,0.14856725,1.06893168,0.00015345,0.06132815,0.00881536,0.22382823
-2.04402201,1.25287544,0.01236012,0.14364144,1.02631991,0.00015330,0.05823151,0.00836906,0.21725614
-2.03801901,1.19937353,0.01116668,0.13866817,0.98168523,0.00015320,0.05500144,0.00791738,0.21057109
-2.03201601,1.14468563,0.01011999,0.13377541,0.93584904,0.00015300,0.05168902,0.00746844,0.20398282
-2.02601301,1.08990544,0.00922294,0.12910078,0.88966105,0.00015258,0.04834609,0.00703047,0.19771638
-2.02001001,1.03614052,0.00847715,0.12478841,0.84397914,0.00015186,0.04502401,0.00661161,0.19200792
-2.01400700,0.98448755,0.00788313,0.12098553,0.79964944,0.00015077,0.04177260,0.00621968,0.18710025
-2.00800400,0.93600814,0.00744051,0.11783886,0.75748710,0.00014928,0.03863903,0.00586203,0.18323791
-2.00200100,0.89170575,0.00714810,0.11549083,0.71825816,0.00014739,0.03566698,0.00554536,0.18066206
-1.99599800,0.85250397,0.00700397,0.11407574,0.68266281,0.00014512,0.03289573,0.00527555,0.17960498
-1.98999500,0.81922647,0.00700542,0.11371583,0.65132028,0.00014252,0.03035961,0.00505755,0.18028444
-1.98399200,0.79257881,0.00714891,0.11451745,0.62475552,0.00013963,0.02808738,0.00489523,0.18289774
-1.97798899,0.77313226,0.00742997,0.11656733,0.60338778,0.00013654,0.02610193,0.00479129,0.18761575
-1.97198599,0.76130982,0.00784302,0.11992908,0.58752133,0.00013331,0.02442003,0.00474722,0.19457686
-1.96598299,0.75737454,0.00838124,0.12463992,0.57733819,0.00013004,0.02305223,0.00476319,0.20388102
-1.95997999,0.76142057,0.00903638,0.13070793,0.57289319,0.00012680,0.02200286,0.00483808,0.21558409
-1.95397699,0.77336689,0.00979861,0.13810973,0.57411143,0.00012366,0.02127020,0.00496946,0.22969264
-1.94797399,0.79295433,0.01065641,0.14678887,0.58078818,0.00012070,0.02084661,0.00515360,0.24615951
-1.94197099,0.81974600,0.01159649,0.15665498,0.59259157,0.00011797,0.02071891,0.00538556,0.26488025
-1.93596798,0.85313155,0.01260376,0.16758375,0.60906796,0.00011552,0.02086869,0.00565925,0.28569088
-1.92996498,0.89233562,0.01366146,0.17941799,0.62965036,0.00011335,0.02127273,0.00596753,0.30836712
-1.92396198,0.93643049,0.01475123,0.19196963,0.65366968,0.00011150,0.02190354,0.00630241,0.33262531
-1.91795898,0.98435333,0.01585342,0.20502286,0.68036897,0.00010994,0.02272988,0.00665516,0.35812528
-1.91195598,1.03492775,0.01694737,0.21833836,0.70892045,0.00010865,0.02371740,0.00701652,0.38447525
-1.90595298,1.08688959,0.01801182,0.23165848,0.73844503,0.00010758,0.02482928,0.00737696,0.41123874
-1.89994997,1.13891630,0.01902539,0.24471341,0.76803388,0.00010670,0.02602701,0.00772686,0.43794361
-1.89394697,1.18965950,0.01996707,0.25722804,0.79677166,0.00010593,0.02727113,0.00805677,0.46409281
-1.88794397,1.23777959,0.02081684,0.26892936,0.82376057,0.00010520,0.02852207,0.00835769,0.48917681
-1.88194097,1.28198146,0.02155614,0.27955418,0.84814453,0.00010445,0.02974102,0.00862125,0.51268724
-1.87593797,1.32105007,0.02216848,0.28885682,0.86913270,0.00010359,0.03089076,0.00883999,0.53413124
-1.86993497,1.35388462,0.02263988,0.29661654,0.88602132,0.00010257,0.03193653,0.00900757,0.55304610
-1.86393197,1.37952993,0.02295937,0.30264426,0.89821321,0.00010131,0.03284684,0.00911888,0.56901351
-1.85792896,1.39720380,0.02311925,0.30678857,0.90523401,0.00009976,0.03359424,0.00917024,0.58167304
-1.85192596,1.40631928,0.02311537,0.30894043,0.90674451,0.00009788,0.03415595,0.00915944,0.59073398
-1.84592296,1.40650078,0.02294725,0.30903663,0.90254864,0.00009565,0.03451446,0.00908580,0.59598532
-1.83991996,1.39759351,0.02261805,0.30706172,0.89259674,0.00009303,0.03465791,0.00895018,0.59730332
-1.83391696,1.37966575,0.02213441,0.30304835,0.87698399,0.00009004,0.03458039,0.00875486,0.59465630
-1.82791396,1.35300402,0.02150625,0.29707610,0.85594416,0.00008668,0.03428201,0.00850348,0.58810661
-1.82191096,1.31810136,0.02074636,0.28926872,0.82983909,0.00008298,0.03376889,0.00820088,0.57780953
-1.81590795,1.27563939,0.01986996,0.27979010,0.79914427,0.00007897,0.03305289,0.00785288,0.56400930
-1.80990495,1.22646504,0.01889418,0.26883904,0.76443140,0.00007469,0.03215125,0.00746610,0.54703257
-1.80390195,1.17156305,0.01783748,0.25664312,0.72634869,0.00007020,0.03108606,0.00704772,0.52727934
-1.79789895,1.11202551,0.01671908,0.24345195,0.68559985,0.00006556,0.02988365,0.00660525,0.50521209
-1.79189595,1.04901983,0.01555837,0.22953007,0.64292260,0.00006083,0.02857386,0.00614626,0.48134344
-1.78589295,0.98375645,0.01437433,0.21514989,0.59906783,0.00005606,0.02718923,0.00567822,0.45622290
-1.77988994,0.91745754,0.01318507,0.20058479,0.55477998,0.00005131,0.02576420,0.00520823,0.43042319
-1.77388694,0.85132795,0.01200739,0.18610275,0.51077953,0.00004665,0.02433431,0.00474289,0.40452675
-1.76788394,0.78652916,0.01085639,0.17196063,0.46774812,0.00004212,0.02293534,0.00428815,0.37911270
-1.76188094,0.72415696,0.00974524,0.15839933,0.42631656,0.00003776,0.02160261,0.00384919,0.35474474
-1.75587794,0.66522344,0.00868502,0.14563974,0.38705611,0.00003362,0.02037020,0.00343037,0.33196018
-1.74987494,0.61064312,0.00768456,0.13387974,0.35047289,0.00002972,0.01927038,0.00303519,0.31126036
-1.74387194,0.56122350,0.00675052,0.12329200,0.31700526,0.00002609,0.01833299,0.00266625,0.29310238
-1.73786893,0.51765936,0.00588743,0.11402271,0.28702396,0.00002275,0.01758494,0.00232534,0.27789227
-1.73186593,0.48053055,0.00509782,0.10619089,0.26083446,0.00001969,0.01704982,0.00201346,0.26597946
-1.72586293,0.45030256,0.00438242,0.09988847,0.23868100,0.00001692,0.01674751,0.00173089,0.25765237
-1.71985993,0.42732911,0.00374035,0.09518067,0.22075189,0.00001443,0.01669385,0.00147730,0.25313504
-1.71385693,0.41185621,0.00316943,0.09210674,0.20718523,0.00001223,0.01690042,0.00125180,0.25258461
-1.70785393,0.40402681,0.00266637,0.09068095,0.19807476,0.00001029,0.01737429,0.00105311,0.25608950
-1.70185093,0.40388570,0.00222705,0.09089359,0.19347511,0.00000859,0.01811788,0.00087960,0.26366821
-1.69584792,0.41138397,0.00184675,0.09271199,0.19340620,0.00000712,0.01912880,0.00072939,0.27526868
-1.68984492,0.42638287,0.00152040,0.09608153,0.19785632,0.00000586,0.02039979,0.00060050,0.29076828
-1.68384192,0.44865683,0.00124273,0.10092659,0.20678379,0.00000479,0.02191867,0.00049083,0.30997435
-1.67783892,0.47789572,0.00100848,0.10715149,0.22011706,0.00000389,0.02366842,0.00039831,0.33262564
-1.67183592,0.51370642,0.00081252,0.11464143,0.23775330,0.00000313,0.02562723,0.00032091,0.35839460
-1.66583292,0.55561405,0.00064994,0.12326353,0.25955569,0.00000251,0.02776877,0.00025670,0.38689081
-1.65982991,0.60306323,0.00051616,0.13286804,0.28534964,0.00000199,0.03006247,0.00020386,0.41766570
-1.65382691,0.65541975,0.00040700,0.14328977,0.31491825,0.00000157,0.03247392,0.00016074,0.45021862
-1.64782391,0.71197323,0.00031864,0.15434990,0.34799766,0.00000123,0.03496545,0.00012584,0.48400453
-1.64182091,0.77194115,0.00024771,0.16585805,0.38427247,0.00000096,0.03749674,0.00009782,0.51844314
-1.63581791,0.83447463,0.00019125,0.17761490,0.42337204,0.00000074,0.04002562,0.00007551,0.55292955
-1.62981491,0.89866635,0.00014669,0.18941509,0.46486793,0.00000057,0.04250888,0.00005790,0.58684619
-1.62381191,0.96356085,0.00011185,0.20105061,0.50827320,0.00000044,0.04490327,0.00004413,0.61957585
-1.61780890,1.02816708,0.00008489,0.21231451,0.55304364,0.00000034,0.04716644,0.00003345,0.65051542
-1.61180590,1.09147347,0.00006430,0.22300484,0.59858161,0.00000026,0.04925798,0.00002528,0.67908996
-1.60580290,1.15246492,0.00004883,0.23292878,0.64424236,0.00000021,0.05114040,0.00001911,0.70476660
-1.59979990,1.21014172,0.00003753,0.24190676,0.68934309,0.00000017,0.05278010,0.00001456,0.72706781
-1.59379690,1.26353963,0.00002966,0.24977653,0.73317459,0.00000016,0.05414826,0.00001134,0.74558354
-1.58779390,1.31175061,0.00002471,0.25639683,0.77501521,0.00000016,0.05522154,0.00000921,0.75998169
-1.58179090,1.35394363,0.00002238,0.26165079,0.81414678,0.00000018,0.05598275,0.00000803,0.77001659
-1.57578789,1.38938457,0.00002255,0.26544872,0.84987202,0.00000022,0.05642123,0.00000775,0.77553500
-1.56978489,1.41745473,0.00002534,0.26773017,0.88153265,0.00000028,0.05653314,0.00000835,0.77647951
-1.56378189,1.43766691,0.00003107,0.26846534,0.90852771,0.00000038,0.05632152,0.00000993,0.77288916
-1.55777889,1.44967873,0.00004034,0.26765560,0.93033109,0.00000052,0.05579611,0.00001263,0.76489711
-1.55177589,1.45330223,0.00005401,0.26533311,0.94650770,0.00000072,0.05497302,0.00001671,0.75272571
-1.54577289,1.44850951,0.00007332,0.26155967,0.95672735,0.00000100,0.05387426,0.00002255,0.73667885
-1.53976988,1.43543408,0.00009991,0.25642468,0.96077588,0.00000137,0.05252700,0.00003063,0.71713219
-1.53376688,1.41436765,0.00013593,0.25004232,0.95856281,0.00000188,0.05096281,0.00004160,0.69452138
-1.52776388,1.38575244,0.00018413,0.24254812,0.95012531,0.00000255,0.04921674,0.00005630,0.66932887
-1.52176088,1.35016935,0.00024798,0.23409494,0.93562804,0.00000343,0.04732635,0.00007580,0.64206977
-1.51575788,1.30832210,0.00033181,0.22484856,0.91535907,0.00000459,0.04533072,0.00010140,0.61327715
-1.50975488,1.26101824,0.00044095,0.21498299,0.88972183,0.00000611,0.04326941,0.00013474,0.58348743
-1.50375188,1.20914739,0.00058188,0.20467570,0.85922362,0.00000806,0.04118151,0.00017779,0.55322615
-1.49774887,1.15365771,0.00076241,0.19410291,0.82446102,0.00001056,0.03910474,0.00023295,0.52299478
-1.49174587,1.09553146,0.00099182,0.18343505,0.78610293,0.00001374,0.03707459,0.00030304,0.49325871
-1.48574287,1.03576035,0.00128102,0.17283267,0.74487198,0.00001775,0.03512364,0.00039139,0.46443698
-1.47973987,0.97532184,0.00164269,0.16244273,0.70152496,0.00002276,0.03328096,0.00050189,0.43689375
-1.47373687,0.91515688,0.00209135,0.15239551,0.65683327,0.00002898,0.03157165,0.00063897,0.41093197
-1.46773387,0.85615010,0.00264343,0.14280223,0.61156392,0.00003662,0.03001653,0.00080765,0.38678912
-1.46173087,0.79911284,0.00331726,0.13375336,0.56646189,0.00004596,0.02863200,0.00101352,0.36463518
-1.45572786,0.74476947,0.00413297,0.12531765,0.52223432,0.00005726,0.02742998,0.00126274,0.34457272
-1.44972486,0.69374737,0.00511228,0.11754194,0.47953707,0.00007083,0.02641802,0.00156195,0.32663913
-1.44372186,0.64657046,0.00627822,0.11045171,0.43896376,0.00008698,0.02559953,0.00191818,0.31081061
-1.43771886,0.60365643,0.00765472,0.10405226,0.40103758,0.00010606,0.02497407,0.00233874,0.29700792
-1.43171586,0.56531708,0.00926599,0.09833045,0.36620573,0.00012838,0.02453776,0.00283103,0.28510345
-1.42571286,0.53176177,0.01113587,0.09325702,0.33483645,0.00015429,0.02428372,0.00340234,0.27492945
-1.41970985,0.50310316,0.01328698,0.08878915,0.30721825,0.00018409,0.02420255,0.00405956,0.26628691
-1.41370685,0.47936490,0.01573978,0.08487341,0.28356116,0.00021807,0.02428279,0.00480897,0.25895496
-1.40770385,0.46049050,0.01851148,0.08144875,0.26399955,0.00025647,0.02451141,0.00565580,0.25270019
-1.40170085,0.44635306,0.02161491,0.07844952,0.24859611,0.00029947,0.02487424,0.00660399,0.24728587
