energy_ev,total_up,As_p_up,As_d_up,Hg_p_up,Hg_d_up,S_s_up,S_p_up
-6.00000000,1.09518512,0.05691856,0.00000000,0.25600573,0.55062179,0.01486062,0.25497492
-5.99399700,1.13994505,0.05884823,0.00000000,0.26902320,0.56782765,0.01552525,0.26868060
-5.98799400,1.19206596,0.06100703,0.00000000,0.28326960,0.58920473,0.01625104,0.28399067
-5.98199100,1.25086486,0.06334984,0.00000000,0.29854809,0.61445177,0.01702577,0.30072655
-5.97598799,1.31546552,0.06582559,0.00000000,0.31462638,0.64316350,0.01783544,0.31866506
-5.96998499,1.38481062,0.06837842,0.00000000,0.33124092,0.67483566,0.01866458,0.33754156
-5.96398199,1.45768054,0.07094896,0.00000000,0.34810228,0.70887334,0.01949659,0.35705454
-5.95797899,1.53271819,0.07347584,0.00000000,0.36490161,0.74460269,0.02031416,0.37687178
-5.95197599,1.60845962,0.07589732,0.00000000,0.38131813,0.78128562,0.02109968,0.39663777
-5.94597299,1.68336940,0.07815287,0.00000000,0.39702718,0.81813726,0.02183578,0.41598228
-5.93996998,1.75587988,0.08018490,0.00000000,0.41170878,0.85434564,0.02250577,0.43452986
-5.93396698,1.82443307,0.08194031,0.00000000,0.42505625,0.88909295,0.02309415,0.45190983
-5.92796398,1.88752383,0.08337200,0.00000000,0.43678478,0.92157791,0.02358706,0.46776664
-5.92196098,1.94374283,0.08444013,0.00000000,0.44663942,0.95103817,0.02397273,0.48177005
-5.91595798,1.99181794,0.08511330,0.00000000,0.45440240,0.97677232,0.02424184,0.49362483
-5.90995498,2.03065247,0.08536936,0.00000000,0.45989954,0.99816038,0.02438784,0.50307976
-5.90395198,2.05935892,0.08519604,0.00000000,0.46300533,1.01468236,0.02440718,0.50993533
-5.89794897,2.07728713,0.08459130,0.00000000,0.46364678,1.02593393,0.02429951,0.51405016
-5.89194597,2.08404569,0.08356343,0.00000000,0.46180575,1.03163874,0.02406769,0.51534561
-5.88594297,2.07951592,0.08213082,0.00000000,0.45751973,1.03165695,0.02371787,0.51380868
-5.87993997,2.06385798,0.08032163,0.00000000,0.45088117,1.02598956,0.02325938,0.50949286
-5.87393697,2.03750889,0.07817311,0.00000000,0.44203527,1.01477853,0.02270459,0.50251707
-5.86793397,2.00117262,0.07573087,0.00000000,0.43117647,0.99830259,0.02206873,0.49306264
-5.86193097,1.95580271,0.07304794,0.00000000,0.41854362,0.97696891,0.02136962,0.48136847
-5.85592796,1.90257806,0.07018378,0.00000000,0.40441429,0.95130109,0.02062745,0.46772464
-5.84992496,1.84287290,0.06720319,0.00000000,0.38909805,0.92192389,0.01986441,0.45246453
-5.84392196,1.77822200,0.06417524,0.00000000,0.37292939,0.88954522,0.01910448,0.43595591
-5.83791896,1.71028247,0.06117217,0.00000000,0.35626008,0.85493616,0.01837306,0.41859126
-5.83191596,1.64079336,0.05826830,0.00000000,0.33945157,0.81890977,0.01769674,0.40077764
-5.82591296,1.57153447,0.05553904,0.00000000,0.32286739,0.78229931,0.01710303,0.38292643
-5.81990995,1.50428570,0.05305990,0.00000000,0.30686592,0.74593670,0.01662021,0.36544338
-5.81390695,1.44078805,0.05090558,0.00000000,0.29179364,0.71063195,0.01627707,0.34871911
-5.80790395,1.38270742,0.04914911,0.00000000,0.27797896,0.67715410,0.01610286,0.33312053
-5.80190095,1.33160210,0.04786106,0.00000000,0.26572682,0.64621421,0.01612720,0.31898326
-5.79589795,1.28889465,0.04710876,0.00000000,0.25531413,0.61845088,0.01637997,0.30660525
-5.78989495,1.25584852,0.04695556,0.00000000,0.24698603,0.59441859,0.01689137,0.29624188
-5.78389195,1.23355000,0.04746012,0.00000000,0.24095304,0.57457895,0.01769189,0.28810239
-5.77788894,1.22289520,0.04867574,0.00000000,0.23738908,0.55929500,0.01881233,0.28234783
-5.77188594,1.22458215,0.05064961,0.00000000,0.23643019,0.54882845,0.02028376,0.27909038
-5.76588294,1.23910769,0.05342212,0.00000000,0.23817412,0.54333974,0.02213758,0.27839409
-5.75987994,1.26676858,0.05702618,0.00000000,0.24268043,0.54289059,0.02440536,0.28027673
-5.75387694,1.30766633,0.06148648,0.00000000,0.24997122,0.54744867,0.02711879,0.28471269
-5.74787394,1.36171513,0.06681885,0.00000000,0.26003225,0.55689420,0.03030936,0.29163675
-5.74187094,1.42865193,0.07302952,0.00000000,0.27281434,0.57102775,0.03400812,0.30094842
-5.73586793,1.50804832,0.08011456,0.00000000,0.28823509,0.58957908,0.03824515,0.31251665
-5.72986493,1.59932308,0.08805927,0.00000000,0.30618064,0.61221645,0.04304900,0.32618470
-5.72386193,1.70175504,0.09683771,0.00000000,0.32650750,0.63855607,0.04844592,0.34177493
-5.71785893,1.81449566,0.10641232,0.00000000,0.34904440,0.66817128,0.05445892,0.35909329
-5.71185593,1.93658068,0.11673364,0.00000000,0.37359396,0.70060127,0.06110673,0.37793342
-5.70585293,2.06694088,0.12774022,0.00000000,0.39993447,0.73535906,0.06840258,0.39808010
-5.69984992,2.20441154,0.13935870,0.00000000,0.42782143,0.77193865,0.07635285,0.41931213
-5.69384692,2.34774081,0.15150403,0.00000000,0.45698914,0.80982129,0.08495567,0.44140440
-5.68784392,2.49559711,0.16407995,0.00000000,0.48715234,0.84848085,0.09419946,0.46412941
-5.68184092,2.64657603,0.17697969,0.00000000,0.51800791,0.88738855,0.10406151,0.48725814
-5.67583792,2.79920712,0.19008691,0.00000000,0.54923682,0.92601699,0.11450661,0.51056035
-5.66983492,2.95196126,0.20327683,0.00000000,0.58050633,0.96384388,0.12548592,0.53380470
-5.66383192,3.10325919,0.21641776,0.00000000,0.61147272,1.00035560,0.13693605,0.55675860
-5.65782891,3.25148200,0.22937271,0.00000000,0.64178441,1.03505083,0.14877844,0.57918811
-5.65182591,3.39498401,0.24200141,0.00000000,0.67108580,1.06744453,0.16091922,0.60085819
-5.64582291,3.53210870,0.25416251,0.00000000,0.69902166,1.09707233,0.17324950,0.62153326
-5.63981991,3.66120789,0.26571595,0.00000000,0.72524230,1.12349554,0.18564626,0.64097845
-5.63381691,3.78066444,0.27652563,0.00000000,0.74940923,1.14630675,0.19797373,0.65896149
-5.62781391,3.88891825,0.28646217,0.00000000,0.77120154,1.16513608,0.21008545,0.67525548
-5.62181091,3.98449508,0.29540573,0.00000000,0.79032256,1.17965782,0.22182683,0.68964234
-5.61580790,4.06603776,0.30324887,0.00000000,0.80650686,1.18959738,0.23303826,0.70191713
-5.60980490,4.13233856,0.30989943,0.00000000,0.81952717,1.19473821,0.24355873,0.71189284
-5.60380190,4.18237172,0.31528308,0.00000000,0.82920109,1.19492837,0.25322976,0.71940574
-5.59779890,4.21532479,0.31934577,0.00000000,0.83539723,1.19008648,0.26189949,0.72432084
-5.59179590,4.23062722,0.32205578,0.00000000,0.83804049,1.18020649,0.26942699,0.72653736
-5.58579290,4.22797478,0.32340521,0.00000000,0.83711612,1.16536110,0.27568641,0.72599375
-5.57978989,4.20734846,0.32341109,0.00000000,0.83267246,1.14570346,0.28057081,0.72267210
-5.57378689,4.16902646,0.32211569,0.00000000,0.82482195,1.12146683,0.28399572,0.71660156
-5.56778389,4.11358830,0.31958629,0.00000000,0.81374035,1.09296211,0.28590203,0.70786054
-5.56178089,4.04191043,0.31591406,0.00000000,0.79966405,1.06057312,0.28625817,0.69657750
-5.55577789,3.95515290,0.31121237,0.00000000,0.78288552,1.02474972,0.28506157,0.68293014
-5.54977489,3.85473710,0.30561428,0.00000000,0.76374692,0.98599886,0.28233918,0.66714299
-5.54377189,3.74231537,0.29926944,0.00000000,0.74263208,0.94487373,0.27814709,0.64948324
-5.53776888,3.61973300,0.29234040,0.00000000,0.71995708,0.90196158,0.27256928,0.63025516
-5.53176588,3.48898417,0.28499858,0.00000000,0.69615988,0.85787032,0.26571551,0.60979304
-5.52576288,3.35216334,0.27741980,0.00000000,0.67168918,0.81321456,0.25771853,0.58845299
-5.51975988,3.21141384,0.26977981,0.00000000,0.64699314,0.76860155,0.24873052,0.56660396
-5.51375688,3.06887570,0.26224982,0.00000000,0.62250823,0.72461742,0.23891919,0.54461817
-5.50775388,2.92663463,0.25499220,0.00000000,0.59864870,0.68181429,0.22846351,0.52286147
-5.50175088,2.78667407,0.24815664,0.00000000,0.57579713,0.64069866,0.21754929,0.50168393
-5.49574787,2.65083205,0.24187669,0.00000000,0.55429613,0.60172139,0.20636481,0.48141103
-5.48974487,2.52076423,0.23626704,0.00000000,0.53444184,0.56526964,0.19509662,0.46233579
-5.48374187,2.39791446,0.23142142,0.00000000,0.51647898,0.53166091,0.18392575,0.44471216
-5.47773887,2.28349330,0.22741127,0.00000000,0.50059790,0.50113928,0.17302426,0.42874981
-5.47173587,2.17846518,0.22428518,0.00000000,0.48693333,0.47387391,0.16255246,0.41461053
-5.46573287,2.08354389,0.22206903,0.00000000,0.47556492,0.44995968,0.15265662,0.40240634
-5.45972986,1.99919603,0.22076672,0.00000000,0.46651937,0.42941978,0.14346743,0.39219923
-5.45372686,1.92565170,0.22036162,0.00000000,0.45977374,0.41221008,0.13509891,0.38400250
-5.44772386,1.86292129,0.22081830,0.00000000,0.45525999,0.39822496,0.12764808,0.37778352
-5.44172086,1.81081717,0.22208462,0.00000000,0.45287008,0.38730432,0.12119501,0.37346782
-5.43571786,1.76897875,0.22409411,0.00000000,0.45246159,0.37924138,0.11580338,0.37094406
-5.42971486,1.73689982,0.22676825,0.00000000,0.45386352,0.37379099,0.11152133,0.37006984
-5.42371186,1.71395637,0.23001880,0.00000000,0.45688184,0.37067814,0.10838260,0.37067787
-5.41770885,1.69943400,0.23374996,0.00000000,0.46130487,0.36960635,0.10640780,0.37258240
-5.41170585,1.69255374,0.23786033,0.00000000,0.46690809,0.37026569,0.10560574,0.37558545
-5.40570285,1.69249531,0.24224463,0.00000000,0.47345845,0.37234037,0.10597474,0.37948287
-5.39969985,1.69841750,0.24679512,0.00000000,0.48071807,0.37551551,0.10750385,0.38406976
-5.39369685,1.70947511,0.25140289,0.00000000,0.48844743,0.37948323,0.11017398,0.38914534
-5.38769385,1.72483256,0.25595888,0.00000000,0.49640802,0.38394795,0.11395888,0.39451707
-5.38169085,1.74367421,0.26035482,0.00000000,0.50436473,0.38863081,0.11882593,0.40000399
-5.37568784,1.76521189,0.26448410,0.00000000,0.51208790,0.39327336,0.12473690,0.40543936
-5.36968484,1.78869002,0.26824268,0.00000000,0.51935543,0.39764054,0.13164853,0.41067249
-5.36368184,1.81338911,0.27153004,0.00000000,0.52595472,0.40152303,0.13951317,0.41557008
-5.35767884,1.83862807,0.27425029,0.00000000,0.53168492,0.40473901,0.14827938,0.42001691
-5.35167584,1.86376618,0.27631347,0.00000000,0.53635928,0.40713554,0.15789266,0.42391619
-5.34567284,1.88820518,0.27763692,0.00000000,0.53980766,0.40858941,0.16829634,0.42718964
-5.33966983,1.91139197,0.27814691,0.00000000,0.54187935,0.40900780,0.17943267,0.42977733
-5.33366683,1.93282231,0.27778029,0.00000000,0.54244582,0.40832853,0.19124419,0.43163749
-5.32766383,1.95204560,0.27648620,0.00000000,0.54140364,0.40652004,0.20367532,0.43274626
-5.32166083,1.96867084,0.27422777,0.00000000,0.53867709,0.40358114,0.21667425,0.43309747
-5.31565783,1.98237348,0.27098359,0.00000000,0.53422060,0.39954038,0.23019502,0.43270253
-5.30965483,1.99290300,0.26674904,0.00000000,0.52802062,0.39445509,0.24419974,0.43159023
-5.30365183,2.00009052,0.26153722,0.00000000,0.52009694,0.38841011,0.25866078,0.42980660
-5.29764882,2.00385610,0.25537954,0.00000000,0.51050321,0.38151602,0.27356291,0.42741467
-5.29164582,2.00421489,0.24832580,0.00000000,0.49932664,0.37390697,0.28890502,0.42449401
-5.28564282,2.00128157,0.24044378,0.00000000,0.48668669,0.36573803,0.30470140,0.42114003
-5.27963982,1.99527235,0.23181838,0.00000000,0.47273294,0.35718203,0.32098231,0.41746291
-5.27363682,1.98650396,0.22255018,0.00000000,0.45764192,0.34842593,0.33779357,0.41358604
-5.26763382,1.97538917,0.21275365,0.00000000,0.44161319,0.33966678,0.35519522,0.40964391
-5.26163082,1.96242841,0.20255493,0.00000000,0.42486459,0.33110724,0.37325883,0.40577945
-5.25562781,1.94819748,0.19208932,0.00000000,0.40762696,0.32295078,0.39206362,0.40214063
-5.24962481,1.93333132,0.18149863,0.00000000,0.39013846,0.31539668,0.41169141,0.39887659
-5.24362181,1.91850406,0.17092833,0.00000000,0.37263857,0.30863492,0.43222022,0.39613312
-5.23761881,1.90440613,0.16052476,0.00000000,0.35536221,0.30284106,0.45371710,0.39404773
-5.23161581,1.89171891,0.15043241,0.00000000,0.33853384,0.29817130,0.47623013,0.39274442
-5.22561281,1.88108801,0.14079137,0.00000000,0.32236215,0.29475792,0.49978013,0.39232835
-5.21960980,1.87309630,0.13173496,0.00000000,0.30703506,0.29270513,0.52435249,0.39288064
-5.21360680,1.86823778,0.12338760,0.00000000,0.29271557,0.29208554,0.54988949,0.39445350
-5.20760380,1.86689375,0.11586307,0.00000000,0.27953831,0.29293754,0.57628384,0.39706606
-5.20160080,1.86931231,0.10926287,0.00000000,0.26760711,0.29526340,0.60337361,0.40070109
-5.19559780,1.87559246,0.10367500,0.00000000,0.25699336,0.29902850,0.63093935,0.40530284
-5.18959480,1.88567375,0.09917294,0.00000000,0.24773554,0.30416163,0.65870354,0.41077627
-5.18359180,1.89933216,0.09581479,0.00000000,0.23983958,0.31055632,0.68633269,0.41698783
-5.17758879,1.91618279,0.09364269,0.00000000,0.23328030,0.31807342,0.71344230,0.42376786
-5.17158579,1.93568934,0.09268239,0.00000000,0.22800362,0.32654461,0.73960463,0.43091459
-5.16558279,1.95718037,0.09294290,0.00000000,0.22392963,0.33577704,0.76435911,0.43819989
-5.15957979,1.97987160,0.09441638,0.00000000,0.22095633,0.34555872,0.78722499,0.44537629
-5.15357679,2.00289364,0.09707812,0.00000000,0.21896390,0.35566469,0.80771601,0.45218543
-5.14757379,2.02532376,0.10088673,0.00000000,0.21781936,0.36586365,0.82535614,0.45836728
-5.14157079,2.04622066,0.10578452,0.00000000,0.21738152,0.37592496,0.83969596,0.46367008
-5.13556778,2.06466050,0.11169815,0.00000000,0.21750597,0.38562557,0.85032895,0.46786035
-5.12956478,2.07977286,0.11853958,0.00000000,0.21805005,0.39475693,0.85690667,0.47073265
-5.12356178,2.09077498,0.12620738,0.00000000,0.21887755,0.40313136,0.85915244,0.47211866
-5.11755878,2.09700299,0.13458844,0.00000000,0.21986308,0.41058785,0.85687269,0.47189509
-5.11155578,2.09793869,0.14356014,0.00000000,0.22089597,0.41699700,0.84996538,0.46999007
-5.10555278,2.09323110,0.15299291,0.00000000,0.22188351,0.42226499,0.83842530,0.46638771
-5.09954977,2.08271178,0.16275334,0.00000000,0.22275362,0.42633636,0.82234587,0.46113052
-5.09354677,2.06640360,0.17270752,0.00000000,0.22345665,0.42919567,0.80191736,0.45431968
-5.08754377,2.04452271,0.18272488,0.00000000,0.22396646,0.43086773,0.77742181,0.44611293
-5.08154077,2.01747382,0.19268207,0.00000000,0.22428074,0.43141671,0.74922474,0.43672026
-5.07553777,1.98583915,0.20246703,0.00000000,0.22442041,0.43094386,0.71776422,0.42639747
-5.06953477,1.95036157,0.21198282,0.00000000,0.22442833,0.42958417,0.68353772,0.41543796
-5.06353177,1.91192275,0.22115125,0.00000000,0.22436727,0.42750187,0.64708750,0.40416288
-5.05752876,1.87151710,0.22991594,0.00000000,0.22431716,0.42488501,0.60898503,0.39291026
-5.05152576,1.83022253,0.23824464,0.00000000,0.22437181,0.42193933,0.56981522,0.38202338
-5.04552276,1.78916885,0.24613066,0.00000000,0.22463513,0.41888141,0.53016106,0.37183891
-5.03951976,1.74950499,0.25359325,0.00000000,0.22521686,0.41593153,0.49058922,0.36267529
-5.03351676,1.71236580,0.26067678,0.00000000,0.22622821,0.41330632,0.45163705,0.35482180
-5.02751376,1.67883941,0.26744858,0.00000000,0.22777720,0.41121137,0.41380141,0.34852866
-5.02151076,1.64993588,0.27399568,0.00000000,0.22996406,0.40983415,0.37752957,0.34399870
-5.01550775,1.62655804,0.28042021,0.00000000,0.23287676,0.40933740,0.34321223,0.34138059
-5.00950475,1.60947499,0.28683387,0.00000000,0.23658681,0.40985316,0.31117874,0.34076423
-5.00350175,1.59929904,0.29335147,0.00000000,0.24114548,0.41147766,0.28169448,0.34217807
-4.99749875,1.59646649,0.30008404,0.00000000,0.24658055,0.41426730,0.25496006,0.34558867
-4.99149575,1.60122275,0.30713156,0.00000000,0.25289372,0.41823580,0.23111231,0.35090230
-4.98549275,1.61361229,0.31457595,0.00000000,0.26005884,0.42335270,0.21022667,0.35796855
-4.97948974,1.63347353,0.32247456,0.00000000,0.26802099,0.42954324,0.19232067,0.36658570
-4.97348674,1.66043909,0.33085449,0.00000000,0.27669646,0.43668972,0.17735832,0.37650768
-4.96748374,1.69394143,0.33970820,0.00000000,0.28597375,0.44463424,0.16525505,0.38745214
